,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
35,1,6:54.0,Defensive rebound by R. Gobert,,7,7
36,1,6:36.0,R. Hood misses 2-pt layup from 3 ft,,7,7
37,1,6:35.0,,Defensive rebound by J. Crowder,7,7
38,1,6:30.0,,A. Bradley misses 3-pt jump shot from 25 ft,7,7
39,1,6:29.0,Defensive rebound by D. Favors,,7,7
40,1,6:14.0,D. Favors makes 2-pt layup from 1 ft,,9,7
41,1,6:13.0,,Boston full timeout,9,7
42,1,6:03.0,,J. Crowder makes 2-pt layup at rim (assist by J. Sullinger),9,9
43,1,5:41.0,G. Hayward misses 3-pt jump shot from 25 ft,,9,9
44,1,5:40.0,Offensive rebound by G. Hayward,,9,9
45,1,5:38.0,G. Hayward makes 2-pt layup from 1 ft,,11,9
46,1,5:27.0,,J. Sullinger misses 2-pt jump shot from 20 ft,11,9
47,1,5:26.0,Defensive rebound by R. Gobert,,11,9
48,1,5:13.0,R. Hood makes 2-pt jump shot from 9 ft,,13,9
49,1,5:06.0,,J. Crowder misses 2-pt jump shot from 18 ft,13,9
50,1,5:05.0,Defensive rebound by R. Gobert,,13,9
51,1,4:55.0,Turnover by G. Hayward (bad pass; steal by J. Crowder),,13,9
52,1,4:50.0,,I. Thomas makes 2-pt layup at rim (assist by J. Crowder),13,11
53,1,4:31.0,D. Favors makes 2-pt jump shot from 15 ft,,15,11
54,1,4:14.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Crowder),15,14
55,1,3:57.0,S. Mack makes 2-pt jump shot from 8 ft (assist by G. Hayward),,17,14
56,1,3:40.0,,I. Thomas misses 2-pt jump shot from 21 ft,17,14
57,1,3:39.0,Defensive rebound by R. Hood,,17,14
58,1,3:21.0,R. Gobert misses 2-pt jump shot from 4 ft (block by A. Johnson),,17,14
59,1,3:20.0,Offensive rebound by Team,,17,14
60,1,3:20.0,,E. Turner enters the game for J. Sullinger,17,14
61,1,3:20.0,,M. Smart enters the game for A. Bradley,17,14
62,1,3:20.0,C. Johnson enters the game for R. Hood,,17,14
63,1,3:20.0,T. Lyles enters the game for D. Favors,,17,14
64,1,3:15.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by C. Johnson),,20,14
65,1,2:59.0,,Turnover by I. Thomas (lost ball; steal by S. Mack),20,14
66,1,2:54.0,S. Mack makes 2-pt layup from 1 ft,,22,14
67,1,2:47.0,,Shooting block foul by T. Lyles (drawn by J. Crowder),22,14
68,1,2:47.0,Utah full timeout,,22,14
69,1,2:47.0,,J. Crowder makes free throw 1 of 2,22,15
70,1,2:47.0,,J. Crowder misses free throw 2 of 2,22,15
71,1,2:47.0,,Offensive rebound by A. Johnson,22,15
72,1,2:39.0,,E. Turner makes 2-pt jump shot from 17 ft (assist by I. Thomas),22,17
73,1,2:28.0,S. Mack makes 2-pt layup from 1 ft,,24,17
74,1,2:28.0,Shooting block foul by A. Johnson (drawn by S. Mack),,24,17
75,1,2:28.0,S. Mack misses free throw 1 of 1,,24,17
76,1,2:27.0,,Defensive rebound by E. Turner,24,17
77,1,2:17.0,,Turnover by A. Johnson (bad pass; steal by R. Gobert),24,17
78,1,2:10.0,G. Hayward misses 2-pt jump shot from 6 ft (block by J. Crowder),,24,17
79,1,2:08.0,,Defensive rebound by A. Johnson,24,17
80,1,2:03.0,,Personal foul by S. Mack (drawn by A. Johnson),24,17
81,1,2:03.0,R. Neto enters the game for S. Mack,,24,17
82,1,1:54.0,,I. Thomas misses 2-pt jump shot from 16 ft,24,17
83,1,1:53.0,Defensive rebound by G. Hayward,,24,17
84,1,1:35.0,T. Lyles makes 2-pt jump shot from 8 ft (assist by R. Neto),,26,17
85,1,1:25.0,,I. Thomas makes 2-pt layup from 2 ft (assist by M. Smart),26,19
86,1,1:25.0,,Shooting foul by G. Hayward (drawn by I. Thomas),26,19
87,1,1:25.0,,T. Zeller enters the game for A. Johnson,26,19
88,1,1:25.0,,I. Thomas misses free throw 1 of 1,26,19
89,1,1:25.0,Defensive rebound by T. Lyles,,26,19
90,1,1:06.0,T. Lyles misses 2-pt jump shot from 13 ft,,26,19
91,1,1:05.0,,Defensive rebound by T. Zeller,26,19
92,1,1:00.0,,I. Thomas makes 2-pt layup from 2 ft,26,21
93,1,0:43.0,G. Hayward misses 2-pt jump shot from 17 ft,,26,21
94,1,0:42.0,Offensive rebound by R. Gobert,,26,21
95,1,0:37.0,Turnover by G. Hayward (lost ball),,26,21
96,1,0:37.0,D. Favors enters the game for R. Gobert,,26,21
97,1,0:37.0,,J. Jerebko enters the game for J. Crowder,26,21
98,1,0:28.0,,I. Thomas makes 2-pt layup from 2 ft,26,23
99,1,0:05.0,Shooting foul by J. Jerebko (drawn by T. Lyles),,26,23
100,1,0:05.0,T. Lyles makes 2-pt layup from 2 ft (assist by R. Neto),,28,23
101,1,0:05.0,T. Lyles makes free throw 1 of 1,,29,23
102,1,0:01.0,,I. Thomas misses 3-pt jump shot from 26 ft,29,23
103,1,0:00.0,,Offensive rebound by Team,29,23
104,2,11:45.0,D. Favors misses 2-pt jump shot from 5 ft,,29,23
105,2,11:44.0,Offensive rebound by T. Lyles,,29,23
106,2,11:44.0,T. Lyles misses 2-pt layup at rim,,29,23
107,2,11:43.0,Offensive rebound by T. Lyles,,29,23
108,2,11:34.0,T. Lyles makes 2-pt hook shot from 5 ft (assist by R. Hood),,31,23
109,2,11:17.0,,M. Smart misses 2-pt jump shot from 16 ft,31,23
110,2,11:16.0,Defensive rebound by D. Favors,,31,23
111,2,11:01.0,R. Hood misses 3-pt jump shot from 24 ft,,31,23
112,2,11:00.0,,Defensive rebound by M. Smart,31,23
113,2,10:49.0,,T. Zeller misses 2-pt hook shot from 6 ft,31,23
114,2,10:48.0,Defensive rebound by D. Favors,,31,23
115,2,10:35.0,Personal foul by T. Zeller (drawn by D. Favors),,31,23
116,2,10:23.0,T. Lyles makes 2-pt jump shot from 20 ft (assist by R. Hood),,33,23
117,2,10:10.0,,A. Bradley misses 2-pt jump shot from 19 ft,33,23
118,2,10:08.0,Defensive rebound by R. Hood,,33,23
119,2,9:54.0,R. Hood misses 2-pt jump shot from 4 ft (block by J. Jerebko),,33,23
120,2,9:53.0,Offensive rebound by R. Hood,,33,23
121,2,9:52.0,R. Hood misses 2-pt layup from 2 ft,,33,23
122,2,9:52.0,Offensive rebound by Team,,33,23
123,2,9:43.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by R. Hood),,36,23
124,2,9:26.0,,E. Turner makes 2-pt jump shot from 15 ft,36,25
125,2,9:10.0,R. Neto misses 2-pt jump shot from 5 ft (block by J. Jerebko),,36,25
126,2,9:09.0,Offensive rebound by Team,,36,25
127,2,9:09.0,,J. Mickey enters the game for J. Jerebko,36,25
128,2,9:03.0,T. Lyles misses 3-pt jump shot from 24 ft,,36,25
129,2,9:02.0,,Defensive rebound by T. Zeller,36,25
130,2,8:50.0,,Turnover by T. Zeller (bad pass; steal by C. Johnson),36,25
131,2,8:45.0,C. Johnson makes 2-pt layup at rim,,38,25
132,2,8:37.0,,T. Zeller misses 2-pt hook shot from 5 ft,38,25
133,2,8:36.0,,Offensive rebound by J. Mickey,38,25
134,2,8:35.0,,Shooting foul by C. Johnson (drawn by J. Mickey),38,25
135,2,8:35.0,Official timeout,,38,25
136,2,8:35.0,,J. Mickey makes free throw 1 of 2,38,26
137,2,8:35.0,,J. Mickey misses free throw 2 of 2,38,26
138,2,8:34.0,,Offensive rebound by E. Turner,38,26
139,2,8:24.0,,Turnover by E. Turner (bad pass),38,26
140,2,8:01.0,T. Lyles misses 2-pt jump shot from 8 ft,,38,26
141,2,8:00.0,,Defensive rebound by J. Mickey,38,26
142,2,7:46.0,,T. Zeller makes 2-pt jump shot from 17 ft (assist by M. Smart),38,28
143,2,7:30.0,R. Hood misses 2-pt jump shot from 15 ft,,38,28
144,2,7:29.0,,Defensive rebound by E. Turner,38,28
145,2,7:21.0,,E. Turner makes 2-pt jump shot from 16 ft,38,30
146,2,7:02.0,D. Favors misses 2-pt layup from 1 ft,,38,30
147,2,7:02.0,,Defensive rebound by M. Smart,38,30
148,2,6:55.0,,M. Smart misses 2-pt jump shot from 5 ft,38,30
149,2,6:54.0,Defensive rebound by D. Favors,,38,30
150,2,6:52.0,Personal foul by M. Smart (drawn by R. Neto),,38,30
151,2,6:52.0,J. Ingles enters the game for R. Hood,,38,30
152,2,6:52.0,G. Hayward enters the game for C. Johnson,,38,30
153,2,6:52.0,R. Gobert enters the game for T. Lyles,,38,30
154,2,6:41.0,Turnover by D. Favors (bad pass; steal by E. Turner),,38,30
155,2,6:37.0,,E. Turner makes 2-pt layup at rim,38,32
156,2,6:37.0,Utah full timeout,,38,32
157,2,6:37.0,S. Mack enters the game for R. Neto,,38,32
158,2,6:21.0,S. Mack misses 2-pt hook shot from 12 ft,,38,32
159,2,6:20.0,Offensive rebound by Team,,38,32
160,2,6:11.0,Personal foul by M. Smart (drawn by J. Ingles),,38,32
161,2,6:11.0,,J. Sullinger enters the game for T. Zeller,38,32
162,2,5:56.0,Turnover by Team (shot clock),,38,32
163,2,5:35.0,,Turnover by J. Mickey (bad pass; steal by D. Favors),38,32
164,2,5:26.0,,Violation by M. Smart (kicked ball),38,32
165,2,5:26.0,T. Lyles enters the game for D. Favors,,38,32
166,2,5:13.0,T. Lyles misses 2-pt jump shot from 18 ft,,38,32
167,2,5:12.0,,Defensive rebound by J. Mickey,38,32
168,2,5:05.0,,Personal foul by S. Mack (drawn by M. Smart),38,32
169,2,5:05.0,,J. Crowder enters the game for E. Turner,38,32
170,2,4:58.0,,J. Sullinger misses 2-pt jump shot from 12 ft,38,32
171,2,4:56.0,Defensive rebound by T. Lyles,,38,32
172,2,4:53.0,Turnover by T. Lyles (bad pass; steal by A. Bradley),,38,32
173,2,4:48.0,,J. Mickey makes 2-pt dunk at rim (assist by J. Crowder),38,34
174,2,4:24.0,T. Lyles misses 3-pt jump shot from 25 ft,,38,34
175,2,4:23.0,,Defensive rebound by M. Smart,38,34
176,2,4:16.0,,M. Smart misses 3-pt jump shot from 25 ft,38,34
177,2,4:15.0,Defensive rebound by T. Lyles,,38,34
178,2,3:58.0,G. Hayward misses 2-pt layup at rim (block by J. Mickey),,38,34
179,2,3:57.0,,Defensive rebound by J. Sullinger,38,34
180,2,3:54.0,,J. Crowder misses 2-pt layup at rim,38,34
181,2,3:52.0,Defensive rebound by S. Mack,,38,34
182,2,3:49.0,J. Ingles misses 3-pt jump shot from 26 ft,,38,34
183,2,3:48.0,Offensive rebound by Team,,38,34
184,2,3:48.0,,Loose ball foul by M. Smart (drawn by R. Gobert),38,34
185,2,3:48.0,,I. Thomas enters the game for M. Smart,38,34
186,2,3:48.0,R. Hood enters the game for J. Ingles,,38,34
187,2,3:40.0,T. Lyles misses 2-pt jump shot from 16 ft,,38,34
188,2,3:39.0,,Defensive rebound by J. Sullinger,38,34
189,2,3:28.0,,I. Thomas misses 2-pt jump shot from 7 ft,38,34
190,2,3:27.0,Defensive rebound by T. Lyles,,38,34
191,2,3:21.0,R. Hood misses 2-pt layup from 2 ft (block by J. Mickey),,38,34
192,2,3:20.0,Offensive rebound by Team,,38,34
193,2,3:17.0,G. Hayward misses 2-pt jump shot from 10 ft,,38,34
194,2,3:16.0,Offensive rebound by R. Gobert,,38,34
195,2,3:16.0,R. Gobert misses 2-pt layup from 1 ft,,38,34
196,2,3:14.0,,Defensive rebound by J. Sullinger,38,34
197,2,3:09.0,,A. Bradley makes 2-pt layup at rim (assist by I. Thomas),38,36
198,2,2:48.0,S. Mack makes 2-pt jump shot from 6 ft (assist by R. Gobert),,40,36
199,2,2:30.0,,J. Sullinger makes 2-pt jump shot from 19 ft (assist by I. Thomas),40,38
200,2,2:09.0,G. Hayward makes 2-pt jump shot from 8 ft,,42,38
201,2,2:02.0,,Boston full timeout,42,38
202,2,2:02.0,,A. Johnson enters the game for J. Mickey,42,38
203,2,2:02.0,,E. Turner enters the game for A. Bradley,42,38
204,2,2:02.0,D. Favors enters the game for R. Gobert,,42,38
205,2,1:57.0,,J. Sullinger misses 2-pt jump shot from 19 ft,42,38
206,2,1:56.0,Defensive rebound by T. Lyles,,42,38
207,2,1:36.0,R. Hood misses 2-pt jump shot from 7 ft,,42,38
208,2,1:35.0,,Defensive rebound by J. Sullinger,42,38
209,2,1:19.0,,I. Thomas misses 2-pt layup from 1 ft,42,38
210,2,1:17.0,,Offensive rebound by A. Johnson,42,38
211,2,1:17.0,,A. Johnson misses 2-pt layup at rim,42,38
212,2,1:14.0,Defensive rebound by D. Favors,,42,38
213,2,0:59.0,T. Lyles makes 2-pt jump shot from 8 ft (assist by G. Hayward),,44,38
214,2,0:48.0,,J. Crowder makes 2-pt jump shot from 14 ft (assist by E. Turner),44,40
215,2,0:32.0,Turnover by S. Mack (bad pass; steal by E. Turner),,44,40
216,2,0:28.0,,Shooting block foul by T. Lyles (drawn by J. Crowder),44,40
217,2,0:28.0,,J. Crowder misses free throw 1 of 2,44,40
218,2,0:28.0,,Offensive rebound by Team,44,40
219,2,0:28.0,,A. Bradley enters the game for I. Thomas,44,40
220,2,0:28.0,,J. Crowder makes free throw 2 of 2,44,41
221,2,0:06.0,R. Hood makes 2-pt jump shot from 20 ft (assist by G. Hayward),,46,41
222,2,0:06.0,,Boston full timeout,46,41
223,2,0:06.0,,I. Thomas enters the game for A. Johnson,46,41
224,2,0:06.0,C. Johnson enters the game for S. Mack,,46,41
225,2,0:02.0,,I. Thomas makes 2-pt layup at rim,46,43
226,2,0:00.0,C. Johnson misses 3-pt jump shot from 55 ft,,46,43
227,2,0:00.0,Offensive rebound by Team,,46,43
228,3,11:39.0,D. Favors makes 2-pt jump shot from 15 ft,,48,43
229,3,11:19.0,,Shooting foul by S. Mack (drawn by I. Thomas),48,43
230,3,11:19.0,,I. Thomas makes free throw 1 of 2,48,44
231,3,11:19.0,R. Neto enters the game for S. Mack,,48,44
232,3,11:19.0,,I. Thomas makes free throw 2 of 2,48,45
233,3,11:09.0,Personal foul by A. Johnson (drawn by R. Gobert),,48,45
234,3,10:53.0,G. Hayward makes 2-pt jump shot from 9 ft (assist by R. Hood),,50,45
235,3,10:40.0,,A. Bradley misses 2-pt jump shot from 18 ft,50,45
236,3,10:39.0,Defensive rebound by R. Gobert,,50,45
237,3,10:27.0,R. Hood misses 3-pt jump shot from 25 ft,,50,45
238,3,10:26.0,,Defensive rebound by Team,50,45
239,3,10:12.0,,I. Thomas makes 2-pt jump shot from 8 ft (assist by A. Johnson),50,47
240,3,10:01.0,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),,52,47
241,3,10:01.0,Shooting foul by J. Crowder (drawn by D. Favors),,52,47
242,3,10:01.0,D. Favors makes free throw 1 of 1,,53,47
243,3,9:50.0,,I. Thomas makes 2-pt layup from 1 ft (assist by A. Johnson),53,49
244,3,9:40.0,R. Gobert misses 2-pt layup at rim,,53,49
245,3,9:39.0,,Defensive rebound by A. Johnson,53,49
246,3,9:37.0,,Shooting block foul by G. Hayward (drawn by A. Johnson),53,49
247,3,9:37.0,,A. Johnson makes free throw 1 of 2,53,50
248,3,9:37.0,,A. Johnson makes free throw 2 of 2,53,51
249,3,9:20.0,D. Favors makes 2-pt jump shot from 15 ft (assist by R. Hood),,55,51
250,3,9:07.0,,A. Bradley misses 2-pt layup from 1 ft (block by D. Favors),55,51
251,3,9:05.0,,Offensive rebound by A. Bradley,55,51
252,3,9:04.0,,A. Bradley makes 2-pt layup at rim,55,53
253,3,8:45.0,R. Gobert makes 2-pt dunk at rim (assist by R. Neto),,57,53
254,3,8:32.0,,Shooting foul by G. Hayward (drawn by J. Crowder),57,53
255,3,8:32.0,,J. Crowder makes free throw 1 of 2,57,54
256,3,8:32.0,,J. Crowder makes free throw 2 of 2,57,55
257,3,8:15.0,R. Neto makes 3-pt jump shot from 22 ft (assist by G. Hayward),,60,55
258,3,7:59.0,,J. Sullinger misses 2-pt jump shot from 16 ft,60,55
259,3,7:58.0,Defensive rebound by G. Hayward,,60,55
260,3,7:48.0,G. Hayward misses 2-pt jump shot from 18 ft,,60,55
261,3,7:47.0,,Defensive rebound by Team,60,55
262,3,7:47.0,Loose ball foul by R. Gobert (drawn by J. Sullinger),,60,55
263,3,7:47.0,J. Ingles enters the game for G. Hayward,,60,55
264,3,7:34.0,,J. Sullinger makes 2-pt jump shot from 8 ft,60,57
265,3,7:17.0,R. Hood misses 2-pt dunk at rim,,60,57
266,3,7:16.0,,Defensive rebound by A. Johnson,60,57
267,3,7:10.0,,J. Crowder misses 2-pt layup from 1 ft,60,57
268,3,7:09.0,Defensive rebound by D. Favors,,60,57
269,3,7:01.0,R. Neto makes 2-pt jump shot from 17 ft,,62,57
270,3,7:01.0,,Boston full timeout,62,57
271,3,6:48.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by J. Sullinger),62,60
272,3,6:29.0,D. Favors misses 2-pt jump shot from 18 ft,,62,60
273,3,6:27.0,,Defensive rebound by I. Thomas,62,60
274,3,6:20.0,,Turnover by I. Thomas (step out of bounds),62,60
275,3,5:58.0,R. Neto misses 2-pt jump shot from 9 ft,,62,60
276,3,5:58.0,,Defensive rebound by Team,62,60
277,3,5:58.0,Loose ball foul by R. Gobert (drawn by J. Sullinger),,62,60
278,3,5:58.0,,J. Sullinger misses free throw 1 of 2,62,60
279,3,5:58.0,,Offensive rebound by Team,62,60
280,3,5:58.0,,J. Sullinger misses free throw 2 of 2,62,60
281,3,5:58.0,Defensive rebound by R. Gobert,,62,60
282,3,5:42.0,Shooting foul by A. Johnson (drawn by R. Hood),,62,60
283,3,5:42.0,R. Hood makes free throw 1 of 2,,63,60
284,3,5:42.0,T. Lyles enters the game for R. Gobert,,63,60
285,3,5:42.0,,E. Turner enters the game for J. Sullinger,63,60
286,3,5:42.0,,M. Smart enters the game for A. Bradley,63,60
287,3,5:42.0,R. Hood makes free throw 2 of 2,,64,60
288,3,5:31.0,,J. Crowder misses 3-pt jump shot from 25 ft,64,60
289,3,5:30.0,Defensive rebound by J. Ingles,,64,60
290,3,5:21.0,T. Lyles misses 2-pt jump shot from 20 ft,,64,60
291,3,5:20.0,Offensive rebound by D. Favors,,64,60
292,3,5:09.0,R. Neto makes 2-pt jump shot from 19 ft,,66,60
293,3,4:49.0,,I. Thomas misses 2-pt jump shot from 5 ft (block by D. Favors),66,60
294,3,4:48.0,,Offensive rebound by I. Thomas,66,60
295,3,4:45.0,,J. Crowder misses 3-pt jump shot from 24 ft,66,60
296,3,4:44.0,,Offensive rebound by A. Johnson,66,60
297,3,4:43.0,,A. Johnson misses 2-pt layup at rim,66,60
298,3,4:41.0,Defensive rebound by J. Ingles,,66,60
299,3,4:20.0,D. Favors misses 2-pt jump shot from 3 ft (block by M. Smart),,66,60
300,3,4:20.0,Offensive rebound by Team,,66,60
301,3,4:20.0,,T. Zeller enters the game for A. Johnson,66,60
302,3,4:18.0,R. Neto misses 3-pt jump shot from 26 ft,,66,60
303,3,4:16.0,,Defensive rebound by T. Zeller,66,60
304,3,4:06.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by I. Thomas),66,63
305,3,3:46.0,T. Lyles makes 2-pt layup at rim (assist by D. Favors),,68,63
306,3,3:35.0,,Shooting foul by J. Ingles (drawn by M. Smart),68,63
307,3,3:35.0,,M. Smart misses free throw 1 of 3,68,63
308,3,3:35.0,,Offensive rebound by Team,68,63
309,3,3:35.0,,M. Smart makes free throw 2 of 3,68,64
310,3,3:35.0,,M. Smart makes free throw 3 of 3,68,65
311,3,3:24.0,D. Favors misses 2-pt layup from 1 ft (block by T. Zeller),,68,65
312,3,3:23.0,,Defensive rebound by M. Smart,68,65
313,3,3:17.0,,I. Thomas misses 2-pt layup from 1 ft,68,65
314,3,3:16.0,,Offensive rebound by T. Zeller,68,65
315,3,3:16.0,,T. Zeller misses 2-pt layup at rim,68,65
316,3,3:15.0,Defensive rebound by D. Favors,,68,65
317,3,3:11.0,Utah full timeout,,68,65
318,3,3:11.0,,J. Jerebko enters the game for I. Thomas,68,65
319,3,3:11.0,G. Hayward enters the game for R. Hood,,68,65
320,3,2:55.0,T. Lyles makes 2-pt dunk at rim (assist by R. Neto),,70,65
321,3,2:38.0,,T. Zeller misses 2-pt jump shot from 3 ft (block by D. Favors),70,65
322,3,2:37.0,,Offensive rebound by T. Zeller,70,65
323,3,2:35.0,,T. Zeller misses 2-pt hook shot from 8 ft,70,65
324,3,2:34.0,Defensive rebound by J. Ingles,,70,65
325,3,2:12.0,T. Lyles misses 3-pt jump shot from 23 ft,,70,65
326,3,2:11.0,Offensive rebound by D. Favors,,70,65
327,3,2:09.0,Personal block foul by J. Jerebko (drawn by G. Hayward),,70,65
328,3,2:09.0,S. Mack enters the game for R. Neto,,70,65
329,3,1:59.0,T. Lyles misses 2-pt jump shot from 12 ft,,70,65
330,3,1:58.0,,Defensive rebound by E. Turner,70,65
331,3,1:53.0,,J. Crowder makes 2-pt layup from 1 ft (assist by E. Turner),70,67
332,3,1:53.0,,Shooting foul by T. Lyles (drawn by J. Crowder),70,67
333,3,1:53.0,,J. Crowder makes free throw 1 of 1,70,68
334,3,1:44.0,Shooting foul by J. Jerebko (drawn by G. Hayward),,70,68
335,3,1:44.0,G. Hayward makes free throw 1 of 2,,71,68
336,3,1:44.0,R. Gobert enters the game for D. Favors,,71,68
337,3,1:44.0,G. Hayward misses free throw 2 of 2,,71,68
338,3,1:44.0,,Defensive rebound by J. Jerebko,71,68
339,3,1:25.0,,Shooting foul by T. Lyles (drawn by T. Zeller),71,68
340,3,1:25.0,,T. Zeller makes free throw 1 of 2,71,69
341,3,1:25.0,C. Johnson enters the game for T. Lyles,,71,69
342,3,1:25.0,,T. Zeller makes free throw 2 of 2,71,70
343,3,1:10.0,S. Mack misses 2-pt jump shot from 20 ft,,71,70
344,3,1:10.0,Offensive rebound by Team,,71,70
345,3,1:10.0,,Loose ball foul by T. Zeller (drawn by R. Gobert),71,70
346,3,1:10.0,R. Gobert makes free throw 1 of 2,,72,70
347,3,1:10.0,R. Gobert makes free throw 2 of 2,,73,70
348,3,1:00.0,,Turnover by E. Turner (bad pass; steal by S. Mack),73,70
349,3,0:55.0,S. Mack misses 2-pt layup from 1 ft (block by E. Turner),,73,70
350,3,0:53.0,Offensive rebound by J. Ingles,,73,70
351,3,0:50.0,J. Ingles misses 3-pt jump shot from 25 ft,,73,70
352,3,0:49.0,,Defensive rebound by Team,73,70
353,3,0:49.0,,Personal foul by R. Gobert (drawn by T. Zeller),73,70
354,3,0:49.0,,T. Zeller makes free throw 1 of 2,73,71
355,3,0:49.0,,T. Zeller makes free throw 2 of 2,73,72
356,3,0:28.0,G. Hayward misses 2-pt layup from 1 ft,,73,72
357,3,0:27.0,,Defensive rebound by J. Crowder,73,72
358,3,0:19.0,,Turnover by J. Jerebko (bad pass; steal by C. Johnson),73,72
359,3,0:02.0,G. Hayward misses 2-pt jump shot from 16 ft,,73,72
360,3,0:01.0,Offensive rebound by Team,,73,72
361,3,0:01.0,D. Favors enters the game for J. Ingles,,73,72
362,3,0:01.0,R. Hood enters the game for C. Johnson,,73,72
363,3,0:01.0,,J. Mickey enters the game for J. Jerebko,73,72
364,4,11:49.0,,T. Zeller misses 2-pt jump shot from 18 ft,73,72
365,4,11:47.0,Defensive rebound by T. Lyles,,73,72
366,4,11:30.0,S. Mack makes 3-pt jump shot from 24 ft (assist by T. Lyles),,76,72
367,4,11:11.0,,E. Turner misses 2-pt jump shot from 7 ft,76,72
368,4,11:10.0,Defensive rebound by R. Gobert,,76,72
369,4,10:58.0,,Offensive charge foul by C. Johnson (drawn by M. Smart),76,72
370,4,10:58.0,Turnover by C. Johnson (offensive foul),,76,72
371,4,10:39.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by M. Smart),76,75
372,4,10:24.0,G. Hayward misses 3-pt jump shot from 25 ft,,76,75
373,4,10:23.0,,Defensive rebound by J. Jerebko,76,75
374,4,10:18.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),76,77
375,4,10:05.0,Offensive foul by S. Mack (drawn by E. Turner),,76,77
376,4,10:05.0,Turnover by S. Mack (offensive foul),,76,77
377,4,9:56.0,,M. Smart misses 3-pt jump shot from 25 ft,76,77
378,4,9:55.0,Defensive rebound by T. Lyles,,76,77
379,4,9:41.0,G. Hayward misses 2-pt jump shot from 6 ft,,76,77
380,4,9:40.0,Offensive rebound by T. Lyles,,76,77
381,4,9:39.0,R. Gobert misses 2-pt layup from 1 ft (block by T. Zeller),,76,77
382,4,9:38.0,,Defensive rebound by M. Smart,76,77
383,4,9:35.0,,A. Bradley misses 3-pt jump shot from 25 ft,76,77
384,4,9:34.0,Defensive rebound by Team,,76,77
385,4,9:34.0,,Loose ball foul by J. Jerebko (drawn by T. Lyles),76,77
386,4,9:19.0,G. Hayward misses 2-pt jump shot from 9 ft,,76,77
387,4,9:17.0,,Defensive rebound by E. Turner,76,77
388,4,9:09.0,,T. Zeller misses 2-pt layup from 1 ft (block by T. Lyles),76,77
