,QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
122,2,8:07.0,,Shooting foul by B. Portis (drawn by C. Joseph),42,39
123,2,8:07.0,,C. Joseph makes free throw 1 of 2,42,40
124,2,8:07.0,,C. Joseph makes free throw 2 of 2,42,41
125,2,7:52.0,N. Mirotić misses 2-pt layup from 2 ft (block by B. Biyombo),,42,41
126,2,7:50.0,,Defensive rebound by P. Patterson,42,41
127,2,7:44.0,,Shooting foul by A. Brooks (drawn by J. Johnson),42,41
128,2,7:44.0,,J. Johnson misses free throw 1 of 2,42,41
129,2,7:44.0,,Offensive rebound by Team,42,41
130,2,7:44.0,,J. Johnson misses free throw 2 of 2,42,41
131,2,7:44.0,Defensive rebound by J. Butler,,42,41
132,2,7:20.0,B. Portis makes 2-pt layup from 1 ft (assist by A. Brooks),,44,41
133,2,7:02.0,,C. Joseph misses 2-pt jump shot from 19 ft,44,41
134,2,7:02.0,Defensive rebound by B. Portis,,44,41
135,2,6:48.0,A. Brooks misses 3-pt jump shot from 25 ft,,44,41
136,2,6:47.0,Offensive rebound by J. Butler,,44,41
137,2,6:43.0,J. Butler misses 2-pt jump shot from 4 ft,,44,41
138,2,6:43.0,,Defensive rebound by P. Patterson,44,41
139,2,6:43.0,Technical foul by J. Butler,,44,41
140,2,6:43.0,,K. Lowry makes technical free throw,44,42
141,2,6:21.0,,C. Joseph misses 2-pt jump shot from 22 ft,44,42
142,2,6:20.0,Defensive rebound by N. Mirotić,,44,42
143,2,5:54.0,A. Brooks misses 2-pt jump shot from 11 ft,,44,42
144,2,5:54.0,,Defensive rebound by P. Patterson,44,42
145,2,5:44.0,,C. Joseph misses 3-pt jump shot from 22 ft,44,42
146,2,5:43.0,Defensive rebound by B. Portis,,44,42
147,2,5:28.0,J. Butler misses 2-pt jump shot from 3 ft (block by B. Biyombo),,44,42
148,2,5:27.0,,Defensive rebound by K. Lowry,44,42
149,2,5:21.0,,K. Lowry misses 2-pt layup from 4 ft,44,42
150,2,5:20.0,Defensive rebound by Team,,44,42
151,2,5:20.0,,Toronto full timeout,44,42
152,2,5:20.0,,D. DeRozan enters the game for C. Joseph,44,42
153,2,5:20.0,T. Gibson enters the game for B. Portis,,44,42
154,2,5:20.0,E. Moore enters the game for A. Brooks,,44,42
155,2,5:20.0,J. Holiday enters the game for J. Butler,,44,42
156,2,5:07.0,E. Moore misses 2-pt jump shot from 17 ft (block by J. Johnson),,44,42
157,2,5:05.0,,Defensive rebound by K. Lowry,44,42
158,2,4:59.0,,P. Patterson misses 3-pt jump shot from 22 ft,44,42
159,2,4:59.0,Defensive rebound by E. Moore,,44,42
160,2,4:50.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by T. Gibson),,47,42
161,2,4:28.0,,D. DeRozan misses 2-pt jump shot from 19 ft,47,42
162,2,4:27.0,Defensive rebound by E. Moore,,47,42
163,2,4:20.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by E. Moore),,50,42
164,2,4:20.0,Shooting foul by J. Johnson (drawn by D. McDermott),,50,42
165,2,4:20.0,,N. Powell enters the game for J. Johnson,50,42
166,2,4:20.0,,J. Thompson enters the game for B. Biyombo,50,42
167,2,4:20.0,D. McDermott makes free throw 1 of 1,,51,42
168,2,4:05.0,,D. DeRozan makes 2-pt jump shot from 14 ft,51,44
169,2,3:48.0,Shooting foul by N. Powell (drawn by D. McDermott),,51,44
170,2,3:48.0,D. McDermott makes free throw 1 of 2,,52,44
171,2,3:48.0,D. McDermott misses free throw 2 of 2,,52,44
172,2,3:47.0,,Defensive rebound by J. Thompson,52,44
173,2,3:23.0,,K. Lowry misses 2-pt layup from 2 ft,52,44
174,2,3:22.0,Defensive rebound by N. Mirotić,,52,44
175,2,3:11.0,Personal foul by J. Thompson,,52,44
176,2,3:11.0,,Technical foul by Team,52,44
177,2,3:11.0,D. McDermott makes technical free throw,,53,44
178,2,3:03.0,Personal foul by P. Patterson,,53,44
179,2,3:03.0,,Technical foul by P. Patterson,53,44
180,2,3:03.0,D. McDermott makes technical free throw,,54,44
181,2,3:03.0,D. McDermott makes free throw 1 of 2,,55,44
182,2,3:03.0,D. McDermott makes free throw 2 of 2,,56,44
183,2,2:58.0,,Toronto full timeout,56,44
184,2,2:58.0,Chicago full timeout,,56,44
185,2,2:58.0,J. Butler enters the game for J. Holiday,,56,44
186,2,2:48.0,,D. DeRozan makes 2-pt jump shot from 7 ft,56,46
187,2,2:22.0,T. Gibson misses 2-pt jump shot from 16 ft,,56,46
188,2,2:22.0,,Defensive rebound by N. Powell,56,46
189,2,2:07.0,,J. Thompson makes 2-pt dunk at rim (assist by P. Patterson),56,48
190,2,2:07.0,,Shooting foul by N. Mirotić (drawn by J. Thompson),56,48
191,2,2:07.0,,C. Joseph enters the game for K. Lowry,56,48
192,2,2:07.0,,J. Thompson makes free throw 1 of 1,56,49
193,2,1:50.0,J. Butler misses 2-pt jump shot from 20 ft,,56,49
194,2,1:50.0,,Defensive rebound by C. Joseph,56,49
195,2,1:42.0,,N. Powell misses 2-pt layup from 2 ft,56,49
196,2,1:42.0,Defensive rebound by T. Gibson,,56,49
197,2,1:26.0,N. Mirotić misses 3-pt jump shot from 25 ft,,56,49
198,2,1:25.0,,Defensive rebound by J. Thompson,56,49
199,2,1:13.0,,D. DeRozan misses 2-pt jump shot from 12 ft,56,49
200,2,1:12.0,,Offensive rebound by J. Thompson,56,49
201,2,1:01.0,,D. DeRozan misses 2-pt layup from 2 ft,56,49
202,2,1:00.0,Defensive rebound by N. Mirotić,,56,49
203,2,0:50.0,Shooting block foul by P. Patterson (drawn by N. Mirotić),,56,49
204,2,0:50.0,N. Mirotić makes free throw 1 of 2,,57,49
205,2,0:50.0,J. Holiday enters the game for D. McDermott,,57,49
206,2,0:50.0,N. Mirotić makes free throw 2 of 2,,58,49
207,2,0:27.0,,N. Powell misses 3-pt jump shot from 26 ft,58,49
208,2,0:26.0,,Offensive rebound by Team,58,49
209,2,0:26.0,Loose ball foul by J. Holiday,,58,49
210,2,0:26.0,,T. Ross enters the game for N. Powell,58,49
211,2,0:26.0,T. Snell enters the game for J. Holiday,,58,49
212,2,0:04.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),58,52
213,2,0:00.0,J. Butler misses 3-pt jump shot from 37 ft,,58,52
214,2,0:00.0,Offensive rebound by Team,,58,52
215,3,11:39.0,N. Mirotić misses 3-pt jump shot from 25 ft,,58,52
216,3,11:38.0,,Defensive rebound by L. Scola,58,52
217,3,11:24.0,,Turnover by K. Lowry (lost ball),58,52
218,3,11:03.0,J. Butler makes 2-pt layup from 2 ft,,60,52
219,3,10:50.0,,Personal foul by J. Butler,60,52
220,3,10:39.0,,J. Johnson misses 2-pt layup from 2 ft,60,52
221,3,10:38.0,Defensive rebound by J. Holiday,,60,52
222,3,10:33.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by E. Moore),,63,52
223,3,10:05.0,,K. Lowry makes 2-pt jump shot from 12 ft,63,54
224,3,9:48.0,J. Holiday misses 2-pt layup from 4 ft (block by B. Biyombo),,63,54
225,3,9:48.0,Offensive rebound by T. Gibson,,63,54
226,3,9:45.0,T. Gibson misses 2-pt layup from 2 ft,,63,54
227,3,9:45.0,,Defensive rebound by K. Lowry,63,54
228,3,9:42.0,,Turnover by K. Lowry (bad pass),63,54
229,3,9:23.0,J. Butler misses 3-pt jump shot from 26 ft,,63,54
230,3,9:23.0,,Defensive rebound by B. Biyombo,63,54
231,3,9:16.0,,L. Scola makes 2-pt layup from 2 ft (assist by K. Lowry),63,56
232,3,9:02.0,J. Butler misses 2-pt jump shot from 8 ft (block by B. Biyombo),,63,56
233,3,9:00.0,,Defensive rebound by D. DeRozan,63,56
234,3,8:51.0,,D. DeRozan misses 2-pt jump shot from 4 ft,63,56
235,3,8:51.0,Defensive rebound by J. Butler,,63,56
236,3,8:41.0,J. Holiday makes 2-pt layup from 2 ft (assist by N. Mirotić),,65,56
237,3,8:20.0,,L. Scola misses 3-pt jump shot from 28 ft,65,56
238,3,8:20.0,,Offensive rebound by B. Biyombo,65,56
239,3,8:15.0,,K. Lowry misses 3-pt jump shot from 26 ft,65,56
240,3,8:15.0,Defensive rebound by J. Butler,,65,56
241,3,7:59.0,E. Moore makes 2-pt jump shot from 6 ft,,67,56
242,3,7:45.0,,Personal foul by J. Holiday,67,56
243,3,7:45.0,D. McDermott enters the game for J. Holiday,,67,56
244,3,7:29.0,,D. DeRozan makes 2-pt jump shot from 19 ft,67,58
245,3,7:15.0,Personal foul by K. Lowry,,67,58
246,3,7:01.0,Turnover by N. Mirotić (bad pass; steal by K. Lowry),,67,58
247,3,6:59.0,,Shooting foul by D. McDermott (drawn by K. Lowry),67,58
248,3,6:59.0,,K. Lowry makes free throw 1 of 2,67,59
249,3,6:59.0,,K. Lowry makes free throw 2 of 2,67,60
250,3,6:42.0,N. Mirotić makes 2-pt jump shot from 19 ft (assist by J. Butler),,69,60
251,3,6:36.0,,K. Lowry makes 2-pt hook shot from 5 ft,69,62
252,3,6:26.0,E. Moore makes 2-pt jump shot from 22 ft (assist by J. Butler),,71,62
253,3,6:03.0,,B. Biyombo misses 2-pt layup from 3 ft (block by E. Moore),71,62
254,3,6:03.0,Defensive rebound by E. Moore,,71,62
255,3,5:45.0,E. Moore makes 2-pt jump shot from 19 ft,,73,62
256,3,5:45.0,,Toronto full timeout,73,62
257,3,5:45.0,T. Snell enters the game for J. Butler,,73,62
258,3,5:45.0,,J. Thompson enters the game for J. Johnson,73,62
259,3,5:45.0,,T. Ross enters the game for B. Biyombo,73,62
260,3,5:45.0,,P. Patterson enters the game for L. Scola,73,62
261,3,5:34.0,,K. Lowry misses 2-pt layup from 2 ft,73,62
262,3,5:34.0,Defensive rebound by N. Mirotić,,73,62
263,3,5:24.0,T. Gibson makes 2-pt layup at rim (assist by E. Moore),,75,62
264,3,5:04.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by T. Ross),75,65
265,3,4:49.0,Personal block foul by D. DeRozan,,75,65
266,3,4:42.0,D. McDermott misses 2-pt jump shot from 16 ft,,75,65
267,3,4:42.0,,Defensive rebound by K. Lowry,75,65
268,3,4:30.0,Violation by T. Gibson (kicked ball),,75,65
269,3,4:24.0,,J. Thompson makes 2-pt layup at rim (assist by D. DeRozan),75,67
270,3,4:05.0,T. Snell misses 3-pt jump shot from 23 ft,,75,67
271,3,4:05.0,,Defensive rebound by T. Ross,75,67
272,3,4:01.0,,Personal foul by N. Mirotić,75,67
273,3,4:01.0,B. Portis enters the game for T. Gibson,,75,67
274,3,3:49.0,,D. DeRozan misses 2-pt jump shot from 6 ft,75,67
275,3,3:49.0,Defensive rebound by B. Portis,,75,67
276,3,3:35.0,D. McDermott makes 2-pt layup from 4 ft (assist by N. Mirotić),,77,67
277,3,3:21.0,,K. Lowry misses 2-pt jump shot from 18 ft,77,67
278,3,3:21.0,Defensive rebound by B. Portis,,77,67
279,3,3:15.0,Personal foul by K. Lowry,,77,67
280,3,2:58.0,B. Portis misses 2-pt hook shot from 9 ft,,77,67
281,3,2:58.0,,Defensive rebound by J. Thompson,77,67
282,3,2:52.0,,Shooting foul by B. Portis (drawn by D. DeRozan),77,67
283,3,2:52.0,Chicago full timeout,,77,67
284,3,2:52.0,,C. Joseph enters the game for K. Lowry,77,67
285,3,2:52.0,,D. DeRozan makes free throw 1 of 2,77,68
286,3,2:52.0,,D. DeRozan makes free throw 2 of 2,77,69
287,3,2:37.0,N. Mirotić makes 3-pt jump shot from 27 ft (assist by T. Snell),,80,69
288,3,2:20.0,,P. Patterson misses 3-pt jump shot from 25 ft,80,69
289,3,2:20.0,Defensive rebound by T. Snell,,80,69
290,3,2:11.0,T. Snell makes 2-pt dunk at rim,,82,69
291,3,1:43.0,,C. Joseph misses 2-pt hook shot from 4 ft,82,69
292,3,1:43.0,,Offensive rebound by Team,82,69
293,3,1:43.0,Loose ball foul by E. Moore,,82,69
294,3,1:43.0,,J. Thompson makes free throw 1 of 2,82,70
295,3,1:43.0,A. Brooks enters the game for E. Moore,,82,70
296,3,1:43.0,,J. Thompson makes free throw 2 of 2,82,71
297,3,1:33.0,,Violation by T. Ross (kicked ball),82,71
298,3,1:23.0,N. Mirotić makes 2-pt jump shot from 19 ft,,84,71
299,3,1:09.0,,D. DeRozan makes 2-pt layup from 3 ft,84,73
300,3,0:51.0,Turnover by T. Snell (bad pass; steal by J. Thompson),,84,73
301,3,0:44.0,,Shooting foul by T. Snell (drawn by P. Patterson),84,73
302,3,0:44.0,,P. Patterson makes free throw 1 of 2,84,74
303,3,0:44.0,,P. Patterson makes free throw 2 of 2,84,75
304,3,0:29.0,Personal foul by T. Ross,,84,75
305,3,0:27.0,N. Mirotić misses 3-pt jump shot from 25 ft,,84,75
306,3,0:26.0,,Defensive rebound by T. Ross,84,75
307,3,0:03.0,,D. DeRozan makes 2-pt jump shot from 13 ft,84,77
308,3,0:00.0,A. Brooks misses 3-pt jump shot from 36 ft,,84,77
309,3,0:00.0,Offensive rebound by Team,,84,77
310,4,11:46.0,,Personal block foul by T. Gibson,84,77
311,4,11:39.0,,T. Ross misses 2-pt jump shot from 13 ft,84,77
312,4,11:38.0,Defensive rebound by T. Gibson,,84,77
313,4,11:22.0,Shooting foul by K. Lowry (drawn by A. Brooks),,84,77
314,4,11:22.0,A. Brooks makes free throw 1 of 3,,85,77
315,4,11:22.0,A. Brooks makes free throw 2 of 3,,86,77
316,4,11:22.0,A. Brooks makes free throw 3 of 3,,87,77
317,4,11:05.0,,C. Joseph misses 2-pt layup from 1 ft (block by T. Gibson),87,77
318,4,11:04.0,Defensive rebound by T. Gibson,,87,77
319,4,10:49.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by B. Portis),,90,77
320,4,10:29.0,,T. Ross misses 3-pt jump shot from 24 ft,90,77
321,4,10:28.0,,Offensive rebound by C. Joseph,90,77
322,4,10:11.0,,T. Ross misses 3-pt jump shot from 25 ft,90,77
323,4,10:10.0,,Offensive rebound by P. Patterson,90,77
324,4,10:06.0,,P. Patterson makes 2-pt dunk at rim,90,79
325,4,9:44.0,A. Brooks misses 3-pt jump shot from 28 ft,,90,79
326,4,9:44.0,,Defensive rebound by P. Patterson,90,79
327,4,9:39.0,,Shooting foul by A. Brooks (drawn by K. Lowry),90,79
328,4,9:39.0,,B. Biyombo enters the game for T. Ross,90,79
329,4,9:39.0,,D. DeRozan enters the game for J. Thompson,90,79
330,4,9:39.0,,K. Lowry misses free throw 1 of 3,90,79
331,4,9:39.0,,Offensive rebound by Team,90,79
332,4,9:39.0,,K. Lowry makes free throw 2 of 3,90,80
333,4,9:39.0,,K. Lowry makes free throw 3 of 3,90,81
334,4,9:19.0,B. Portis makes 2-pt jump shot from 20 ft (assist by J. Butler),,92,81
335,4,8:57.0,,D. DeRozan misses 2-pt jump shot from 20 ft,92,81
336,4,8:57.0,,Offensive rebound by K. Lowry,92,81
337,4,8:51.0,,K. Lowry makes 3-pt jump shot from 24 ft,92,84
338,4,8:40.0,A. Brooks makes 2-pt jump shot from 19 ft,,94,84
339,4,8:17.0,,K. Lowry misses 2-pt jump shot from 4 ft,94,84
340,4,8:17.0,Defensive rebound by Team,,94,84
341,4,8:17.0,Official timeout,,94,84
342,4,8:00.0,A. Brooks makes 2-pt hook shot from 5 ft,,96,84
343,4,7:43.0,,K. Lowry makes 3-pt jump shot from 26 ft,96,87
344,4,7:15.0,A. Brooks misses 2-pt layup from 4 ft,,96,87
345,4,7:14.0,Offensive rebound by T. Gibson,,96,87
346,4,7:11.0,T. Gibson makes 2-pt layup from 3 ft,,98,87
347,4,6:56.0,,K. Lowry misses 3-pt jump shot from 25 ft,98,87
348,4,6:56.0,,Offensive rebound by B. Biyombo,98,87
349,4,6:50.0,,D. DeRozan misses 2-pt layup from 1 ft,98,87
350,4,6:50.0,Defensive rebound by B. Portis,,98,87
351,4,6:50.0,Personal foul by D. DeRozan,,98,87
352,4,6:39.0,J. Butler misses 2-pt jump shot from 5 ft (block by B. Biyombo),,98,87
353,4,6:39.0,,Defensive rebound by Team,98,87
354,4,6:35.0,,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),98,89
355,4,6:35.0,,Shooting foul by B. Portis (drawn by D. DeRozan),98,89
356,4,6:35.0,,D. DeRozan makes free throw 1 of 1,98,90
357,4,6:20.0,T. Gibson makes 2-pt jump shot from 14 ft (assist by A. Brooks),,100,90
358,4,6:06.0,,D. DeRozan misses 3-pt jump shot from 26 ft,100,90
359,4,6:05.0,,Offensive rebound by B. Biyombo,100,90
360,4,6:03.0,,B. Biyombo makes 2-pt layup at rim,100,92
361,4,5:47.0,J. Butler makes 2-pt layup at rim,,102,92
362,4,5:29.0,,D. DeRozan misses 2-pt jump shot from 3 ft (block by J. Butler),102,92
363,4,5:26.0,,Offensive rebound by D. DeRozan,102,92
364,4,5:20.0,,D. DeRozan makes 2-pt layup from 3 ft,102,94
365,4,5:00.0,B. Portis misses 2-pt hook shot from 8 ft,,102,94
366,4,5:00.0,,Defensive rebound by P. Patterson,102,94
367,4,4:51.0,,K. Lowry makes 2-pt layup from 1 ft,102,96
368,4,4:51.0,Chicago full timeout,,102,96
369,4,4:51.0,E. Moore enters the game for B. Portis,,102,96
370,4,4:51.0,N. Mirotić enters the game for A. Brooks,,102,96
371,4,4:31.0,J. Butler misses 2-pt jump shot from 14 ft,,102,96
372,4,4:31.0,Offensive rebound by T. Gibson,,102,96
373,4,4:26.0,D. McDermott misses 3-pt jump shot from 26 ft,,102,96
374,4,4:26.0,Offensive rebound by T. Gibson,,102,96
375,4,4:12.0,T. Gibson makes 2-pt layup at rim,,104,96
376,4,3:48.0,,Personal foul by E. Moore,104,96
377,4,3:35.0,,Turnover by Team (shot clock),104,96
378,4,3:17.0,E. Moore misses 3-pt jump shot from 23 ft,,104,96
379,4,3:16.0,,Defensive rebound by K. Lowry,104,96
380,4,3:05.0,,D. DeRozan misses 2-pt jump shot from 11 ft,104,96
381,4,3:05.0,Defensive rebound by T. Gibson,,104,96
382,4,2:53.0,Personal foul by B. Biyombo,,104,96
383,4,2:53.0,,Toronto full timeout,104,96
384,4,2:39.0,J. Butler misses 2-pt jump shot from 8 ft,,104,96
385,4,2:39.0,Offensive rebound by T. Gibson,,104,96
386,4,2:25.0,N. Mirotić misses 3-pt jump shot from 24 ft,,104,96
387,4,2:24.0,,Defensive rebound by D. DeRozan,104,96
388,4,2:12.0,,D. DeRozan makes 2-pt jump shot from 13 ft,104,98
389,4,1:55.0,J. Butler makes 2-pt jump shot from 20 ft,,106,98
390,4,1:38.0,,C. Joseph makes 2-pt hook shot from 7 ft,106,100
