,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MIAMI_ACTION,SAN ANTONIO_SCORE,MIAMI_SCORE
37,1,7:12.0,,Defensive rebound by C. Bosh,7,10
38,1,7:02.0,,Turnover by C. Bosh (bad pass; steal by D. Green),7,10
39,1,6:56.0,T. Parker misses 2-pt layup from 2 ft,,7,10
40,1,6:55.0,Offensive rebound by D. Green,,7,10
41,1,6:54.0,D. Green makes 2-pt layup at rim,,9,10
42,1,6:38.0,,C. Bosh makes 2-pt jump shot from 15 ft (assist by D. Wade),9,12
43,1,6:38.0,San Antonio full timeout,,9,12
44,1,6:25.0,T. Parker misses 2-pt layup from 1 ft,,9,12
45,1,6:24.0,,Defensive rebound by C. Bosh,9,12
46,1,6:17.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by G. Dragić),9,15
47,1,5:59.0,K. Leonard misses 2-pt jump shot from 19 ft,,9,15
48,1,5:58.0,,Defensive rebound by L. Deng,9,15
49,1,5:49.0,,C. Bosh misses 3-pt jump shot from 24 ft,9,15
50,1,5:48.0,Defensive rebound by D. Green,,9,15
51,1,5:41.0,K. Leonard misses 2-pt hook shot from 8 ft,,9,15
52,1,5:40.0,Offensive rebound by D. West,,9,15
53,1,5:40.0,Shooting foul by A. Stoudemire (drawn by D. West),,9,15
54,1,5:40.0,D. West makes free throw 1 of 2,,10,15
55,1,5:40.0,P. Mills enters the game for T. Parker,,10,15
56,1,5:40.0,J. Simmons enters the game for D. Green,,10,15
57,1,5:40.0,,H. Whiteside enters the game for A. Stoudemire,10,15
58,1,5:40.0,D. West makes free throw 2 of 2,,11,15
59,1,5:28.0,,D. Wade makes 2-pt layup from 1 ft (assist by G. Dragić),11,17
60,1,5:12.0,J. Simmons misses 2-pt jump shot from 8 ft,,11,17
61,1,5:11.0,Offensive rebound by P. Mills,,11,17
62,1,5:03.0,Turnover by K. Leonard (lost ball; steal by L. Deng),,11,17
63,1,4:51.0,,L. Deng misses 3-pt jump shot from 24 ft,11,17
64,1,4:50.0,Defensive rebound by J. Simmons,,11,17
65,1,4:45.0,P. Mills misses 3-pt jump shot from 23 ft,,11,17
66,1,4:44.0,,Defensive rebound by L. Deng,11,17
67,1,4:34.0,,L. Deng misses 2-pt layup from 1 ft (block by L. Aldridge),11,17
68,1,4:33.0,Defensive rebound by D. West,,11,17
69,1,4:23.0,D. West misses 2-pt jump shot from 19 ft,,11,17
70,1,4:22.0,Offensive rebound by Team,,11,17
71,1,4:22.0,,G. Green enters the game for D. Wade,11,17
72,1,4:22.0,B. Marjanović enters the game for D. West,,11,17
73,1,4:14.0,,Violation by H. Whiteside (def goaltending),11,17
74,1,4:14.0,J. Simmons makes 2-pt jump shot from 8 ft,,13,17
75,1,3:58.0,,H. Whiteside makes 2-pt jump shot from 15 ft (assist by C. Bosh),13,19
76,1,3:43.0,Shooting block foul by C. Bosh (drawn by L. Aldridge),,13,19
77,1,3:43.0,L. Aldridge makes free throw 1 of 2,,14,19
78,1,3:43.0,L. Aldridge makes free throw 2 of 2,,15,19
79,1,3:41.0,,Miami full timeout,15,19
80,1,3:41.0,,Personal take foul by B. Marjanović (drawn by H. Whiteside),15,19
81,1,3:41.0,,H. Whiteside makes free throw 1 of 2,15,20
82,1,3:41.0,,J. Winslow enters the game for L. Deng,15,20
83,1,3:41.0,,H. Whiteside misses free throw 2 of 2,15,20
84,1,3:40.0,Defensive rebound by K. Leonard,,15,20
85,1,3:24.0,B. Marjanović misses 2-pt hook shot from 9 ft,,15,20
86,1,3:23.0,,Defensive rebound by G. Green,15,20
87,1,3:13.0,,G. Dragić makes 2-pt jump shot from 13 ft,15,22
88,1,2:52.0,Turnover by J. Simmons (bad pass; steal by G. Dragić),,15,22
89,1,2:50.0,Offensive charge foul by G. Dragić (drawn by P. Mills),,15,22
90,1,2:50.0,,Turnover by G. Dragić (offensive foul),15,22
91,1,2:50.0,,B. Udrih enters the game for G. Dragić,15,22
92,1,2:50.0,D. Green enters the game for K. Leonard,,15,22
93,1,2:50.0,B. Diaw enters the game for L. Aldridge,,15,22
94,1,2:25.0,B. Marjanović makes 2-pt jump shot from 8 ft (assist by D. Green),,17,22
95,1,2:05.0,,B. Udrih misses 2-pt jump shot from 17 ft,17,22
96,1,2:04.0,Defensive rebound by B. Diaw,,17,22
97,1,1:57.0,J. Simmons misses 2-pt layup at rim (block by H. Whiteside),,17,22
98,1,1:56.0,,Defensive rebound by G. Green,17,22
99,1,1:40.0,,C. Bosh misses 2-pt jump shot from 14 ft,17,22
100,1,1:39.0,Defensive rebound by B. Marjanović,,17,22
101,1,1:24.0,B. Marjanović misses 2-pt layup from 2 ft,,17,22
102,1,1:23.0,,Defensive rebound by G. Green,17,22
103,1,1:21.0,,Personal foul by J. Simmons (drawn by G. Green),17,22
104,1,1:21.0,,J. McRoberts enters the game for C. Bosh,17,22
105,1,1:04.0,,H. Whiteside misses 2-pt hook shot from 6 ft,17,22
106,1,1:03.0,Defensive rebound by D. Green,,17,22
107,1,0:55.0,J. Simmons makes 2-pt dunk at rim (assist by B. Diaw),,19,22
108,1,0:40.0,,G. Green misses 2-pt jump shot from 5 ft (block by D. Green),19,22
109,1,0:39.0,Defensive rebound by J. Simmons,,19,22
110,1,0:35.0,P. Mills misses 3-pt jump shot from 24 ft,,19,22
111,1,0:34.0,Offensive rebound by J. Simmons,,19,22
112,1,0:19.0,Personal foul by J. Winslow (drawn by P. Mills),,19,22
113,1,0:19.0,P. Mills makes free throw 1 of 2,,20,22
114,1,0:19.0,,D. Wade enters the game for B. Udrih,20,22
115,1,0:19.0,P. Mills misses free throw 2 of 2,,20,22
116,1,0:17.0,,Defensive rebound by J. McRoberts,20,22
117,1,0:02.0,,D. Wade makes 2-pt jump shot from 18 ft,20,24
118,1,0:00.0,P. Mills misses 3-pt jump shot from 37 ft,,20,24
119,1,0:00.0,Offensive rebound by Team,,20,24
120,2,11:48.0,Turnover by J. Simmons (bad pass; steal by J. McRoberts),,20,24
121,2,11:41.0,,B. Udrih makes 2-pt layup from 2 ft (assist by J. McRoberts),20,26
122,2,11:26.0,L. Aldridge makes 2-pt jump shot from 10 ft,,22,26
123,2,11:09.0,,B. Udrih makes 2-pt jump shot from 17 ft,22,28
124,2,10:52.0,Turnover by B. Diaw (lost ball; steal by J. McRoberts),,22,28
125,2,10:35.0,,G. Green misses 2-pt jump shot from 9 ft,22,28
126,2,10:34.0,Defensive rebound by P. Mills,,22,28
127,2,10:20.0,Shooting foul by H. Whiteside (drawn by L. Aldridge),,22,28
128,2,10:20.0,L. Aldridge makes free throw 1 of 2,,23,28
129,2,10:20.0,T. Parker enters the game for P. Mills,,23,28
130,2,10:20.0,L. Aldridge makes free throw 2 of 2,,24,28
131,2,9:58.0,,Turnover by J. Winslow (dbl dribble),24,28
132,2,9:44.0,Shooting foul by H. Whiteside (drawn by L. Aldridge),,24,28
133,2,9:44.0,L. Aldridge makes free throw 1 of 2,,25,28
134,2,9:44.0,L. Aldridge makes free throw 2 of 2,,26,28
135,2,9:28.0,,B. Udrih makes 2-pt jump shot from 12 ft,26,30
136,2,9:16.0,Personal block foul by J. McRoberts (drawn by B. Diaw),,26,30
137,2,9:02.0,D. Green makes 2-pt jump shot from 21 ft (assist by L. Aldridge),,28,30
138,2,8:44.0,Official timeout,,28,30
139,2,8:44.0,K. Leonard enters the game for J. Simmons,,28,30
140,2,8:44.0,,D. Wade enters the game for G. Green,28,30
141,2,8:37.0,,H. Whiteside makes 2-pt jump shot from 4 ft (assist by D. Wade),28,32
142,2,8:21.0,L. Aldridge makes 2-pt hook shot from 7 ft (assist by B. Diaw),,30,32
143,2,8:07.0,,D. Wade makes 2-pt jump shot from 19 ft,30,34
144,2,7:51.0,D. Green makes 2-pt jump shot from 20 ft (assist by L. Aldridge),,32,34
145,2,7:30.0,,H. Whiteside makes 2-pt hook shot from 4 ft (assist by D. Wade),32,36
146,2,7:07.0,L. Aldridge misses 2-pt jump shot from 16 ft,,32,36
147,2,7:05.0,Offensive rebound by Team,,32,36
148,2,7:05.0,,G. Dragić enters the game for B. Udrih,32,36
149,2,7:05.0,D. West enters the game for L. Aldridge,,32,36
150,2,6:50.0,B. Diaw misses 2-pt hook shot from 8 ft,,32,36
151,2,6:49.0,Offensive rebound by B. Diaw,,32,36
152,2,6:48.0,B. Diaw misses 2-pt jump shot from 9 ft (block by H. Whiteside),,32,36
153,2,6:47.0,Offensive rebound by D. Green,,32,36
154,2,6:42.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),,35,36
155,2,6:12.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Winslow),35,38
156,2,6:12.0,,Shooting foul by K. Leonard (drawn by H. Whiteside),35,38
157,2,6:12.0,,H. Whiteside makes free throw 1 of 1,35,39
158,2,6:02.0,D. Green makes 2-pt layup from 1 ft (assist by T. Parker),,37,39
159,2,5:42.0,,G. Dragić misses 2-pt jump shot from 19 ft,37,39
160,2,5:41.0,Defensive rebound by K. Leonard,,37,39
161,2,5:33.0,K. Leonard misses 2-pt layup from 1 ft (block by J. McRoberts),,37,39
162,2,5:32.0,Offensive rebound by K. Leonard,,37,39
163,2,5:28.0,B. Diaw makes 3-pt jump shot from 25 ft (assist by K. Leonard),,40,39
164,2,5:28.0,,Miami full timeout,40,39
165,2,5:28.0,,C. Bosh enters the game for J. Winslow,40,39
166,2,5:28.0,,L. Deng enters the game for J. McRoberts,40,39
167,2,5:07.0,,L. Deng misses 3-pt jump shot from 23 ft,40,39
168,2,5:06.0,Defensive rebound by T. Parker,,40,39
169,2,4:52.0,D. West misses 2-pt jump shot from 16 ft,,40,39
170,2,4:51.0,,Defensive rebound by H. Whiteside,40,39
171,2,4:41.0,,G. Dragić makes 2-pt jump shot from 16 ft,40,41
172,2,4:20.0,K. Leonard makes 2-pt jump shot from 18 ft,,42,41
173,2,4:04.0,,H. Whiteside misses 2-pt jump shot from 15 ft,42,41
174,2,4:03.0,Defensive rebound by D. Green,,42,41
175,2,4:00.0,Turnover by D. Green (discontinued dribble),,42,41
176,2,3:47.0,,Shooting foul by B. Diaw (drawn by C. Bosh),42,41
177,2,3:47.0,,C. Bosh makes free throw 1 of 2,42,42
178,2,3:47.0,L. Aldridge enters the game for B. Diaw,,42,42
179,2,3:47.0,J. Simmons enters the game for D. Green,,42,42
180,2,3:47.0,,C. Bosh makes free throw 2 of 2,42,43
181,2,3:32.0,K. Leonard makes 2-pt jump shot from 9 ft (assist by T. Parker),,44,43
182,2,3:16.0,,Turnover by C. Bosh (lost ball; steal by K. Leonard),44,43
183,2,3:12.0,J. Simmons makes 2-pt dunk at rim (assist by K. Leonard),,46,43
184,2,2:53.0,,Turnover by C. Bosh (bad pass),46,43
185,2,2:53.0,San Antonio full timeout,,46,43
186,2,2:34.0,K. Leonard misses 2-pt jump shot from 14 ft,,46,43
187,2,2:33.0,,Defensive rebound by H. Whiteside,46,43
188,2,2:19.0,,D. Wade makes 2-pt jump shot from 16 ft,46,45
189,2,1:56.0,L. Aldridge misses 2-pt jump shot from 8 ft,,46,45
190,2,1:55.0,Offensive rebound by K. Leonard,,46,45
191,2,1:54.0,K. Leonard makes 2-pt layup from 2 ft,,48,45
192,2,1:36.0,,H. Whiteside makes 2-pt hook shot from 8 ft (assist by D. Wade),48,47
193,2,1:10.0,L. Aldridge makes 2-pt layup from 3 ft (assist by K. Leonard),,50,47
194,2,0:49.0,,C. Bosh misses 2-pt jump shot from 14 ft,50,47
195,2,0:48.0,Defensive rebound by D. West,,50,47
196,2,0:35.0,D. West makes 2-pt jump shot from 16 ft (assist by L. Aldridge),,52,47
197,2,0:32.0,,Miami full timeout,52,47
198,2,0:32.0,,J. Winslow enters the game for H. Whiteside,52,47
199,2,0:32.0,D. Green enters the game for D. West,,52,47
200,2,0:32.0,,B. Udrih enters the game for G. Dragić,52,47
201,2,0:14.0,,Turnover by D. Wade (bad pass),52,47
202,2,0:04.0,L. Aldridge makes 2-pt layup at rim (assist by T. Parker),,54,47
203,2,0:00.0,,Turnover by B. Udrih (lost ball; steal by D. Green),54,47
204,3,11:38.0,L. Aldridge misses 2-pt jump shot from 16 ft,,54,47
205,3,11:37.0,,Defensive rebound by A. Stoudemire,54,47
206,3,11:15.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by D. Wade),54,50
207,3,10:57.0,T. Parker makes 2-pt layup from 2 ft,,56,50
208,3,10:34.0,,Turnover by G. Dragić (lost ball),56,50
209,3,10:23.0,T. Parker misses 2-pt layup from 2 ft (block by A. Stoudemire),,56,50
210,3,10:22.0,,Defensive rebound by C. Bosh,56,50
211,3,10:19.0,,Shooting foul by D. Green (drawn by G. Dragić),56,50
212,3,10:19.0,,G. Dragić misses free throw 1 of 2,56,50
213,3,10:19.0,,Offensive rebound by Team,56,50
214,3,10:19.0,,G. Dragić misses free throw 2 of 2,56,50
215,3,10:18.0,Defensive rebound by K. Leonard,,56,50
216,3,9:59.0,Turnover by D. West (lost ball),,56,50
217,3,9:59.0,Loose ball foul by D. West (drawn by A. Stoudemire),,56,50
218,3,9:45.0,,D. Wade makes 2-pt jump shot from 17 ft (assist by A. Stoudemire),56,52
219,3,9:36.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. West),,58,52
220,3,9:19.0,,D. Wade makes 2-pt layup from 1 ft,58,54
221,3,9:08.0,K. Leonard makes 3-pt jump shot from 24 ft (assist by D. West),,61,54
222,3,8:45.0,,D. Wade misses 2-pt layup from 1 ft (block by K. Leonard),61,54
223,3,8:44.0,Defensive rebound by L. Aldridge,,61,54
224,3,8:35.0,L. Aldridge makes 2-pt dunk at rim (assist by D. Green),,63,54
225,3,8:18.0,,C. Bosh makes 2-pt jump shot from 19 ft (assist by G. Dragić),63,56
226,3,8:08.0,D. Green misses 3-pt jump shot from 24 ft,,63,56
227,3,8:07.0,,Defensive rebound by A. Stoudemire,63,56
228,3,8:02.0,,L. Deng makes 2-pt jump shot from 2 ft (assist by G. Dragić),63,58
229,3,8:02.0,,Shooting foul by D. West (drawn by L. Deng),63,58
230,3,8:02.0,San Antonio full timeout,,63,58
231,3,8:02.0,,L. Deng misses free throw 1 of 1,63,58
232,3,8:01.0,Defensive rebound by K. Leonard,,63,58
233,3,7:46.0,K. Leonard misses 2-pt jump shot from 19 ft,,63,58
234,3,7:45.0,Offensive rebound by Team,,63,58
235,3,7:45.0,,Loose ball foul by A. Stoudemire (drawn by K. Leonard),63,58
236,3,7:32.0,K. Leonard makes 2-pt jump shot from 10 ft,,65,58
237,3,7:06.0,,A. Stoudemire misses 2-pt jump shot from 19 ft,65,58
238,3,7:05.0,,Offensive rebound by Team,65,58
239,3,7:05.0,,Turnover by Team (shot clock),65,58
240,3,6:50.0,D. West makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,67,58
241,3,6:44.0,,Miami full timeout,67,58
242,3,6:31.0,,A. Stoudemire misses 2-pt jump shot from 13 ft,67,58
243,3,6:30.0,Defensive rebound by D. Green,,67,58
244,3,6:22.0,Personal foul by C. Bosh (drawn by L. Aldridge),,67,58
245,3,6:15.0,L. Aldridge misses 2-pt jump shot from 16 ft,,67,58
246,3,6:14.0,,Defensive rebound by A. Stoudemire,67,58
247,3,6:04.0,,Turnover by C. Bosh (bad pass; steal by T. Parker),67,58
248,3,5:59.0,T. Parker makes 2-pt layup from 2 ft,,69,58
249,3,5:45.0,,Turnover by D. Wade (bad pass; steal by K. Leonard),69,58
250,3,5:41.0,,H. Whiteside enters the game for A. Stoudemire,69,58
251,3,5:22.0,L. Aldridge makes 2-pt jump shot from 2 ft (assist by D. Green),,71,58
252,3,5:09.0,,G. Dragić makes 2-pt jump shot from 16 ft,71,60
253,3,4:58.0,T. Parker misses 2-pt jump shot from 14 ft,,71,60
254,3,4:57.0,,Defensive rebound by H. Whiteside,71,60
255,3,4:52.0,,Turnover by G. Dragić (lost ball; steal by T. Parker),71,60
256,3,4:47.0,L. Aldridge makes 2-pt layup from 1 ft (assist by T. Parker),,73,60
257,3,4:34.0,,Personal foul by D. West (drawn by H. Whiteside),73,60
258,3,4:34.0,P. Mills enters the game for T. Parker,,73,60
259,3,4:34.0,B. Diaw enters the game for D. West,,73,60
260,3,4:34.0,J. Simmons enters the game for D. Green,,73,60
261,3,4:34.0,,B. Udrih enters the game for G. Dragić,73,60
262,3,4:27.0,,Personal foul by J. Simmons (drawn by L. Deng),73,60
263,3,4:27.0,,L. Deng misses free throw 1 of 2,73,60
264,3,4:27.0,,Offensive rebound by Team,73,60
265,3,4:27.0,R. Butler enters the game for J. Simmons,,73,60
266,3,4:27.0,,L. Deng makes free throw 2 of 2,73,61
267,3,4:12.0,K. Leonard makes 2-pt jump shot from 10 ft,,75,61
268,3,3:50.0,,L. Deng misses 3-pt jump shot from 23 ft,75,61
269,3,3:49.0,Defensive rebound by P. Mills,,75,61
270,3,3:34.0,Shooting foul by D. Wade (drawn by B. Diaw),,75,61
271,3,3:34.0,B. Diaw misses free throw 1 of 2,,75,61
272,3,3:34.0,Offensive rebound by Team,,75,61
273,3,3:34.0,,G. Green enters the game for D. Wade,75,61
274,3,3:34.0,,J. Winslow enters the game for L. Deng,75,61
275,3,3:34.0,B. Marjanović enters the game for L. Aldridge,,75,61
276,3,3:34.0,B. Diaw misses free throw 2 of 2,,75,61
277,3,3:33.0,,Defensive rebound by H. Whiteside,75,61
278,3,3:15.0,,B. Udrih misses 2-pt jump shot from 18 ft,75,61
279,3,3:14.0,Defensive rebound by K. Leonard,,75,61
280,3,3:06.0,Turnover by B. Marjanović (3 sec),,75,61
281,3,2:46.0,,H. Whiteside makes 2-pt hook shot from 11 ft,75,63
282,3,2:31.0,P. Mills makes 3-pt jump shot from 23 ft (assist by R. Butler),,78,63
283,3,2:08.0,,C. Bosh makes 2-pt jump shot from 20 ft (assist by B. Udrih),78,65
284,3,1:49.0,K. Leonard makes 2-pt jump shot from 11 ft,,80,65
285,3,1:38.0,J. Simmons enters the game for K. Leonard,,80,65
286,3,1:27.0,,Shooting foul by B. Diaw (drawn by C. Bosh),80,65
287,3,1:27.0,,C. Bosh makes free throw 1 of 2,80,66
288,3,1:27.0,,C. Bosh makes free throw 2 of 2,80,67
289,3,1:13.0,J. Simmons misses 2-pt layup from 2 ft,,80,67
290,3,1:12.0,Offensive rebound by B. Marjanović,,80,67
291,3,1:12.0,Shooting foul by H. Whiteside (drawn by B. Marjanović),,80,67
292,3,1:12.0,B. Marjanović misses free throw 1 of 2,,80,67
293,3,1:12.0,Offensive rebound by Team,,80,67
294,3,1:12.0,B. Marjanović makes free throw 2 of 2,,81,67
295,3,1:11.0,,Personal foul by P. Mills (drawn by B. Udrih),81,67
296,3,1:11.0,,B. Udrih makes free throw 1 of 2,81,68
297,3,1:11.0,,B. Udrih makes free throw 2 of 2,81,69
298,3,0:54.0,J. Simmons makes 2-pt jump shot from 14 ft,,83,69
299,3,0:45.0,,G. Green makes 3-pt jump shot from 24 ft (assist by B. Udrih),83,72
300,3,0:30.0,P. Mills misses 2-pt jump shot from 20 ft,,83,72
301,3,0:29.0,,Defensive rebound by H. Whiteside,83,72
302,3,0:19.0,,G. Green makes 3-pt jump shot from 25 ft (assist by B. Udrih),83,75
303,3,0:03.0,R. Butler misses 3-pt jump shot from 24 ft,,83,75
304,3,0:02.0,Offensive rebound by B. Marjanović,,83,75
305,3,0:02.0,B. Marjanović makes 2-pt jump shot from 6 ft,,85,75
306,3,0:00.0,,J. Winslow misses 3-pt jump shot from 50 ft,85,75
307,3,0:00.0,,Offensive rebound by Team,85,75
308,4,11:42.0,,G. Green misses 3-pt jump shot from 24 ft,85,75
309,4,11:41.0,Defensive rebound by B. Marjanović,,85,75
310,4,11:15.0,B. Diaw misses 3-pt jump shot from 24 ft,,85,75
311,4,11:14.0,,Defensive rebound by G. Green,85,75
312,4,11:00.0,,G. Dragić misses 2-pt jump shot from 19 ft,85,75
313,4,10:59.0,Defensive rebound by B. Marjanović,,85,75
314,4,10:50.0,B. Marjanović makes 2-pt hook shot from 7 ft (assist by P. Mills),,87,75
315,4,10:28.0,,H. Whiteside misses 2-pt hook shot from 10 ft,87,75
316,4,10:27.0,,Offensive rebound by B. Udrih,87,75
317,4,10:16.0,,B. Udrih makes 2-pt jump shot from 12 ft,87,77
318,4,10:16.0,,Shooting foul by B. Diaw (drawn by B. Udrih),87,77
319,4,10:16.0,,B. Udrih makes free throw 1 of 1,87,78
320,4,10:03.0,B. Diaw misses 2-pt hook shot from 8 ft,,87,78
321,4,10:02.0,,Defensive rebound by H. Whiteside,87,78
322,4,9:51.0,,G. Green makes 2-pt jump shot from 17 ft,87,80
323,4,9:51.0,San Antonio full timeout,,87,80
324,4,9:51.0,K. Leonard enters the game for B. Diaw,,87,80
325,4,9:51.0,D. Green enters the game for R. Butler,,87,80
326,4,9:35.0,P. Mills makes 3-pt jump shot from 24 ft (assist by J. Simmons),,90,80
327,4,9:35.0,Shooting foul by B. Udrih (drawn by P. Mills),,90,80
328,4,9:35.0,P. Mills makes free throw 1 of 1,,91,80
329,4,9:35.0,,Turnover by H. Whiteside (swinging elbows),91,80
330,4,9:35.0,Flagrant foul type 1 by H. Whiteside (drawn by B. Marjanović),,91,80
331,4,9:35.0,,C. Bosh enters the game for H. Whiteside,91,80
332,4,9:35.0,,D. Wade enters the game for B. Udrih,91,80
333,4,9:35.0,B. Marjanović makes flagrant free throw 1 of 1,,92,80
334,4,9:35.0,L. Aldridge enters the game for B. Marjanović,,92,80
335,4,9:19.0,K. Leonard makes 2-pt jump shot from 8 ft,,94,80
336,4,8:58.0,,C. Bosh makes 2-pt dunk at rim,94,82
337,4,8:41.0,J. Simmons misses 2-pt jump shot from 11 ft,,94,82
338,4,8:40.0,,Defensive rebound by G. Dragić,94,82
339,4,8:34.0,,G. Green misses 3-pt jump shot from 25 ft,94,82
340,4,8:33.0,Defensive rebound by K. Leonard,,94,82
341,4,8:26.0,Turnover by K. Leonard (bad pass; steal by C. Bosh),,94,82
342,4,8:24.0,,Turnover by C. Bosh (lost ball; steal by P. Mills),94,82
343,4,8:23.0,Shooting foul by J. Winslow (drawn by D. Green),,94,82
344,4,8:23.0,D. Green makes free throw 1 of 2,,95,82
345,4,8:23.0,B. Diaw enters the game for J. Simmons,,95,82
346,4,8:23.0,T. Parker enters the game for P. Mills,,95,82
347,4,8:23.0,D. Green misses free throw 2 of 2,,95,82
348,4,8:22.0,,Defensive rebound by C. Bosh,95,82
349,4,8:16.0,,Turnover by C. Bosh (lost ball; steal by D. Green),95,82
350,4,8:16.0,D. Green makes 3-pt jump shot from 23 ft,,98,82
351,4,8:16.0,,Miami full timeout,98,82
352,4,7:57.0,,C. Bosh makes 2-pt jump shot from 18 ft,98,84
353,4,7:39.0,K. Leonard makes 2-pt hook shot from 6 ft,,100,84
354,4,7:26.0,,D. Wade makes 2-pt jump shot from 8 ft,100,86
355,4,7:08.0,B. Diaw makes 2-pt hook shot from 4 ft,,102,86
356,4,6:59.0,,Turnover by G. Dragić (bad pass; steal by K. Leonard),102,86
357,4,6:54.0,L. Aldridge makes 2-pt dunk at rim (assist by K. Leonard),,104,86
358,4,6:39.0,,Shooting foul by B. Diaw (drawn by D. Wade),104,86
359,4,6:39.0,,D. Wade makes 2-pt jump shot from 9 ft,104,88
360,4,6:39.0,,L. Deng enters the game for J. Winslow,104,88
361,4,6:39.0,,D. Wade makes free throw 1 of 1,104,89
362,4,6:27.0,B. Diaw makes 2-pt hook shot from 6 ft,,106,89
363,4,6:26.0,,Miami full timeout,106,89
364,4,6:13.0,,D. Wade misses 2-pt jump shot from 16 ft,106,89
365,4,6:12.0,Defensive rebound by D. Green,,106,89
366,4,5:56.0,Turnover by K. Leonard (bad pass; steal by D. Wade),,106,89
367,4,5:53.0,,Shooting foul by D. Green (drawn by D. Wade),106,89
368,4,5:53.0,,D. Wade makes free throw 1 of 2,106,90
369,4,5:53.0,,D. Wade misses free throw 2 of 2,106,90
370,4,5:52.0,Defensive rebound by B. Diaw,,106,90
371,4,5:29.0,D. Green misses 3-pt jump shot from 23 ft,,106,90
372,4,5:28.0,Offensive rebound by B. Diaw,,106,90
373,4,5:07.0,K. Leonard makes 2-pt jump shot from 11 ft,,108,90
374,4,4:54.0,,D. Wade misses 2-pt jump shot from 11 ft,108,90
375,4,4:53.0,Defensive rebound by T. Parker,,108,90
376,4,4:38.0,Shooting foul by D. Wade (drawn by L. Aldridge),,108,90
377,4,4:38.0,L. Aldridge makes free throw 1 of 2,,109,90
378,4,4:38.0,R. McCallum enters the game for K. Leonard,,109,90
379,4,4:38.0,R. Butler enters the game for T. Parker,,109,90
380,4,4:38.0,J. Simmons enters the game for B. Diaw,,109,90
381,4,4:38.0,L. Aldridge makes free throw 2 of 2,,110,90
382,4,4:31.0,,G. Dragić makes 2-pt layup from 1 ft (assist by C. Bosh),110,92
383,4,4:03.0,R. Butler makes 2-pt layup from 1 ft,,112,92
