,QUARTER,TIME_REMAINING,DETROIT_ACTION,NEW YORK_ACTION,DETROIT_SCORE,NEW YORK_SCORE
0,1,11:42.0,Shooting foul by D. Williams (drawn by T. Harris),,0,0
1,1,11:42.0,T. Harris makes free throw 1 of 2,,1,0
2,1,11:42.0,T. Harris makes free throw 2 of 2,,2,0
3,1,11:24.0,,A. Afflalo makes 2-pt jump shot from 12 ft,2,2
4,1,11:02.0,R. Jackson makes 2-pt jump shot from 10 ft,,4,2
5,1,10:54.0,,A. Afflalo makes 2-pt jump shot from 10 ft,4,4
6,1,10:36.0,A. Drummond misses 2-pt hook shot from 7 ft,,4,4
7,1,10:35.0,,Defensive rebound by J. Calderón,4,4
8,1,10:26.0,,R. Lopez misses 2-pt jump shot from 9 ft,4,4
9,1,10:25.0,Defensive rebound by T. Harris,,4,4
10,1,10:17.0,T. Harris makes 2-pt layup from 1 ft,,6,4
11,1,10:05.0,,R. Lopez makes 2-pt hook shot from 8 ft (assist by C. Anthony),6,6
12,1,9:51.0,A. Drummond misses 2-pt layup from 2 ft,,6,6
13,1,9:50.0,,Defensive rebound by J. Calderón,6,6
14,1,9:42.0,,J. Calderón misses 2-pt jump shot from 18 ft,6,6
15,1,9:41.0,Defensive rebound by T. Harris,,6,6
16,1,9:25.0,M. Morris misses 3-pt jump shot from 25 ft,,6,6
17,1,9:24.0,Offensive rebound by T. Harris,,6,6
18,1,9:12.0,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Jackson),,9,6
19,1,8:54.0,,Turnover by R. Lopez (bad pass; steal by R. Jackson),9,6
20,1,8:35.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,9,6
21,1,8:34.0,,Defensive rebound by C. Anthony,9,6
22,1,8:22.0,,A. Afflalo makes 2-pt jump shot from 11 ft,9,8
23,1,8:04.0,R. Jackson makes 2-pt jump shot from 20 ft,,11,8
24,1,7:49.0,,D. Williams misses 2-pt jump shot from 17 ft,11,8
25,1,7:48.0,Defensive rebound by R. Jackson,,11,8
26,1,7:42.0,Turnover by R. Jackson (bad pass; steal by C. Anthony),,11,8
27,1,7:27.0,,R. Lopez misses 2-pt hook shot from 5 ft,11,8
28,1,7:26.0,,Offensive rebound by R. Lopez,11,8
29,1,7:23.0,,R. Lopez makes 2-pt layup from 2 ft,11,10
30,1,7:09.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,13,10
31,1,6:55.0,,Personal foul by M. Morris (drawn by C. Anthony),13,10
32,1,6:49.0,,Turnover by C. Anthony (bad pass; steal by K. Caldwell-Pope),13,10
33,1,6:46.0,Personal foul by J. Calderón (drawn by K. Caldwell-Pope),,13,10
34,1,6:36.0,Personal foul by C. Anthony (drawn by M. Morris),,13,10
35,1,6:27.0,Turnover by A. Drummond (3 sec),,13,10
36,1,6:16.0,,C. Anthony misses 2-pt jump shot from 7 ft,13,10
37,1,6:15.0,,Offensive rebound by R. Lopez,13,10
38,1,6:06.0,,Shooting foul by K. Caldwell-Pope (drawn by A. Afflalo),13,10
39,1,6:06.0,,A. Afflalo misses free throw 1 of 2,13,10
40,1,6:06.0,,Offensive rebound by Team,13,10
41,1,6:06.0,,A. Afflalo makes free throw 2 of 2,13,11
42,1,5:49.0,M. Morris misses 2-pt jump shot from 15 ft,,13,11
43,1,5:48.0,,Defensive rebound by C. Anthony,13,11
44,1,5:42.0,,Personal foul by M. Morris (drawn by D. Williams),13,11
45,1,5:42.0,,New York full timeout,13,11
46,1,5:42.0,J. Harper enters the game for M. Morris,,13,11
47,1,5:25.0,,A. Afflalo makes 2-pt layup from 1 ft,13,13
48,1,5:09.0,T. Harris misses 2-pt layup at rim,,13,13
49,1,5:08.0,,Defensive rebound by D. Williams,13,13
50,1,5:02.0,,D. Williams misses 2-pt layup at rim,13,13
51,1,5:01.0,Defensive rebound by T. Harris,,13,13
52,1,4:56.0,A. Drummond misses 2-pt layup from 1 ft (block by C. Anthony),,13,13
53,1,4:55.0,Offensive rebound by Team,,13,13
54,1,4:55.0,,L. Thomas enters the game for D. Williams,13,13
55,1,4:42.0,R. Jackson misses 3-pt jump shot from 26 ft,,13,13
56,1,4:41.0,,Defensive rebound by R. Lopez,13,13
57,1,4:31.0,,R. Lopez makes 2-pt dunk at rim (assist by C. Anthony),13,15
58,1,4:26.0,Detroit full timeout,,13,15
59,1,4:26.0,,L. Galloway enters the game for J. Calderón,13,15
60,1,4:13.0,T. Harris misses 2-pt jump shot from 18 ft,,13,15
61,1,4:12.0,,Defensive rebound by A. Afflalo,13,15
62,1,4:03.0,,A. Afflalo makes 2-pt jump shot from 21 ft,13,17
63,1,3:40.0,A. Drummond makes 2-pt hook shot from 4 ft,,15,17
64,1,3:15.0,,L. Thomas misses 2-pt jump shot from 9 ft,15,17
65,1,3:14.0,Defensive rebound by T. Harris,,15,17
66,1,3:05.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,15,17
67,1,3:04.0,,Defensive rebound by C. Anthony,15,17
68,1,2:58.0,,L. Galloway misses 2-pt jump shot from 21 ft,15,17
69,1,2:57.0,Defensive rebound by A. Drummond,,15,17
70,1,2:41.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,15,17
71,1,2:40.0,,Defensive rebound by R. Lopez,15,17
72,1,2:28.0,,L. Thomas misses 3-pt jump shot from 22 ft,15,17
73,1,2:27.0,Defensive rebound by T. Harris,,15,17
74,1,2:20.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,15,17
75,1,2:19.0,Offensive rebound by K. Caldwell-Pope,,15,17
76,1,2:17.0,Shooting foul by L. Thomas (drawn by T. Harris),,15,17
77,1,2:17.0,T. Harris makes free throw 1 of 2,,16,17
78,1,2:17.0,,K. O'Quinn enters the game for R. Lopez,16,17
79,1,2:17.0,,J. Grant enters the game for A. Afflalo,16,17
80,1,2:17.0,R. Bullock enters the game for R. Jackson,,16,17
81,1,2:17.0,S. Blake enters the game for J. Harper,,16,17
82,1,2:17.0,T. Harris makes free throw 2 of 2,,17,17
83,1,2:08.0,,Shooting foul by T. Harris (drawn by L. Galloway),17,17
84,1,2:08.0,,L. Galloway misses free throw 1 of 2,17,17
85,1,2:08.0,,Offensive rebound by Team,17,17
86,1,2:08.0,,L. Galloway makes free throw 2 of 2,17,18
87,1,1:45.0,A. Drummond misses 2-pt layup from 2 ft (block by K. O'Quinn),,17,18
88,1,1:44.0,Offensive rebound by A. Drummond,,17,18
89,1,1:43.0,A. Drummond misses 2-pt layup from 2 ft,,17,18
90,1,1:42.0,Offensive rebound by A. Drummond,,17,18
91,1,1:41.0,A. Drummond misses 2-pt layup from 2 ft,,17,18
92,1,1:40.0,Offensive rebound by A. Drummond,,17,18
93,1,1:40.0,A. Drummond makes 2-pt layup from 2 ft,,19,18
94,1,1:27.0,,C. Anthony misses 3-pt jump shot from 24 ft,19,18
95,1,1:26.0,,Offensive rebound by L. Thomas,19,18
96,1,1:12.0,,K. O'Quinn makes 2-pt jump shot from 4 ft (assist by L. Thomas),19,20
97,1,0:58.0,A. Drummond misses 2-pt jump shot from 5 ft,,19,20
98,1,0:56.0,,Defensive rebound by C. Anthony,19,20
99,1,0:37.0,,C. Anthony makes 2-pt jump shot from 12 ft,19,22
100,1,0:15.0,A. Drummond makes 2-pt hook shot from 8 ft,,21,22
101,1,0:00.0,,L. Thomas misses 2-pt jump shot from 3 ft,21,22
102,1,0:00.0,,Offensive rebound by Team,21,22
103,2,11:38.0,,J. Grant makes 3-pt jump shot from 24 ft,21,25
