,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
0,1,11:39.0,,L. Aldridge misses 2-pt jump shot from 14 ft,0,0
1,1,11:38.0,Defensive rebound by V. Carter,,0,0
2,1,11:25.0,,Violation by D. Green (kicked ball),0,0
3,1,11:12.0,Turnover by C. Andersen (bad pass; steal by K. Leonard),,0,0
4,1,11:07.0,,K. Leonard makes 2-pt dunk at rim,0,2
5,1,10:56.0,Personal foul by L. Aldridge,,0,2
6,1,10:46.0,Z. Randolph misses 2-pt jump shot from 18 ft,,0,2
7,1,10:45.0,Offensive rebound by C. Andersen,,0,2
8,1,10:37.0,J. Farmar misses 2-pt jump shot from 10 ft,,0,2
9,1,10:35.0,,Defensive rebound by T. Duncan,0,2
10,1,10:27.0,,T. Parker misses 2-pt layup from 2 ft (block by C. Andersen),0,2
11,1,10:25.0,Defensive rebound by Z. Randolph,,0,2
12,1,10:18.0,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Farmar),,3,2
13,1,9:53.0,,K. Leonard makes 3-pt jump shot from 24 ft (assist by T. Parker),3,5
14,1,9:33.0,C. Andersen misses 2-pt jump shot from 18 ft,,3,5
15,1,9:32.0,,Defensive rebound by Team,3,5
16,1,9:11.0,,L. Aldridge misses 2-pt jump shot from 16 ft,3,5
17,1,9:10.0,Defensive rebound by V. Carter,,3,5
18,1,9:03.0,M. Barnes misses 3-pt jump shot from 26 ft,,3,5
19,1,9:01.0,,Defensive rebound by T. Duncan,3,5
20,1,8:55.0,,T. Parker misses 2-pt layup from 3 ft (block by V. Carter),3,5
21,1,8:54.0,Defensive rebound by M. Barnes,,3,5
22,1,8:43.0,Z. Randolph misses 2-pt layup from 2 ft (block by T. Duncan),,3,5
23,1,8:38.0,Offensive rebound by Z. Randolph,,3,5
24,1,8:35.0,Z. Randolph misses 2-pt layup from 1 ft,,3,5
25,1,8:34.0,,Defensive rebound by T. Duncan,3,5
26,1,8:30.0,,Shooting foul by C. Andersen (drawn by T. Duncan),3,5
27,1,8:30.0,,T. Duncan misses free throw 1 of 2,3,5
28,1,8:30.0,,Offensive rebound by Team,3,5
29,1,8:30.0,,T. Duncan makes free throw 2 of 2,3,6
30,1,8:07.0,M. Barnes misses 2-pt jump shot from 4 ft,,3,6
31,1,8:06.0,Offensive rebound by C. Andersen,,3,6
32,1,8:03.0,C. Andersen misses 2-pt layup at rim,,3,6
33,1,8:03.0,,Defensive rebound by T. Duncan,3,6
34,1,7:58.0,,Turnover by T. Parker (bad pass),3,6
35,1,7:46.0,Shooting foul by D. Green (drawn by V. Carter),,3,6
36,1,7:46.0,V. Carter makes free throw 1 of 2,,4,6
37,1,7:46.0,V. Carter makes free throw 2 of 2,,5,6
38,1,7:31.0,,Shooting foul by J. Farmar (drawn by T. Parker),5,6
39,1,7:31.0,,T. Parker makes free throw 1 of 2,5,7
40,1,7:31.0,,T. Parker makes free throw 2 of 2,5,8
41,1,7:16.0,M. Barnes misses 2-pt jump shot from 22 ft (block by K. Leonard),,5,8
42,1,7:15.0,,Defensive rebound by T. Duncan,5,8
43,1,7:10.0,,T. Parker makes 2-pt layup from 1 ft,5,10
44,1,6:51.0,Z. Randolph misses 2-pt jump shot from 5 ft (block by K. Leonard),,5,10
45,1,6:49.0,,Defensive rebound by D. Green,5,10
46,1,6:33.0,,L. Aldridge misses 2-pt layup from 1 ft,5,10
47,1,6:32.0,Defensive rebound by C. Andersen,,5,10
48,1,6:15.0,V. Carter makes 2-pt hook shot from 3 ft (assist by J. Farmar),,7,10
49,1,6:15.0,,San Antonio full timeout,7,10
50,1,5:59.0,,Personal foul by Z. Randolph,7,10
51,1,5:59.0,,M. Ginóbili enters the game for D. Green,7,10
52,1,5:46.0,,M. Ginóbili misses 3-pt jump shot from 23 ft,7,10
53,1,5:45.0,Defensive rebound by C. Andersen,,7,10
54,1,5:28.0,V. Carter misses 3-pt jump shot from 25 ft,,7,10
