,QUARTER,TIME_REMAINING,TORONTO_ACTION,SAN ANTONIO_ACTION,TORONTO_SCORE,SAN ANTONIO_SCORE
389,4,0:19.0,,T. Parker makes free throw 2 of 2,91,98
390,4,0:19.0,Toronto full timeout,,91,98
391,4,0:15.0,J. Valančiūnas makes 2-pt dunk at rim (assist by N. Powell),,93,98
392,4,0:14.0,,Personal take foul by T. Ross,93,98
393,4,0:14.0,,K. Leonard makes free throw 1 of 2,93,99
394,4,0:14.0,,K. Anderson enters the game for T. Duncan,93,99
395,4,0:14.0,,K. Leonard makes free throw 2 of 2,93,100
396,4,0:06.0,C. Joseph makes 2-pt layup from 1 ft,,95,100
397,4,0:05.0,,Personal take foul by C. Joseph,95,100
398,4,0:05.0,,P. Mills makes free throw 1 of 2,95,101
399,4,0:05.0,,P. Mills makes free throw 2 of 2,95,102
400,4,0:01.0,T. Ross misses 3-pt jump shot from 26 ft,,95,102
401,4,0:00.0,Offensive rebound by Team,,95,102
