,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
198,2,0:41.0,Shooting foul by C. Miles (drawn by B. Lopez),,43,49
199,2,0:41.0,B. Lopez makes free throw 1 of 2,,44,49
200,2,0:41.0,,Indiana full timeout,44,49
201,2,0:41.0,B. Lopez makes free throw 2 of 2,,45,49
202,2,0:36.0,,P. George misses 3-pt jump shot from 25 ft,45,49
203,2,0:35.0,Defensive rebound by T. Young,,45,49
204,2,0:27.0,Brooklyn full timeout,,45,49
205,2,0:27.0,B. Bogdanović enters the game for T. Young,,45,49
206,2,0:27.0,A. Bargnani enters the game for D. Sloan,,45,49
207,2,0:19.0,Shooting foul by M. Ellis (drawn by J. Jack),,45,49
208,2,0:19.0,J. Jack makes free throw 1 of 2,,46,49
209,2,0:19.0,D. Sloan enters the game for A. Bargnani,,46,49
210,2,0:19.0,T. Young enters the game for J. Johnson,,46,49
211,2,0:19.0,J. Jack makes free throw 2 of 2,,47,49
212,2,0:05.0,,Personal take foul by B. Bogdanović (drawn by P. George),47,49
213,3,11:45.0,Turnover by B. Bogdanović (lost ball; steal by M. Ellis),,47,49
214,3,11:39.0,,G. Hill misses 2-pt layup at rim (block by J. Jack),47,49
215,3,11:39.0,,Offensive rebound by Team,47,49
216,3,11:26.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by M. Ellis),47,52
217,3,11:11.0,J. Jack misses 3-pt jump shot from 25 ft,,47,52
218,3,11:10.0,,Defensive rebound by P. George,47,52
219,3,10:58.0,,Turnover by G. Hill (bad pass; steal by T. Young),47,52
220,3,10:49.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,47,52
221,3,10:48.0,,Defensive rebound by P. George,47,52
222,3,10:36.0,,C. Miles misses 3-pt jump shot from 26 ft,47,52
223,3,10:36.0,Defensive rebound by J. Jack,,47,52
224,3,10:19.0,T. Young misses 2-pt jump shot from 4 ft (block by C. Miles),,47,52
225,3,10:18.0,Offensive rebound by T. Young,,47,52
226,3,10:16.0,T. Young makes 2-pt jump shot from 4 ft,,49,52
227,3,10:05.0,,G. Hill misses 2-pt layup at rim,49,52
228,3,10:04.0,Defensive rebound by J. Jack,,49,52
229,3,9:52.0,J. Johnson misses 2-pt jump shot from 14 ft,,49,52
230,3,9:51.0,,Defensive rebound by M. Ellis,49,52
231,3,9:37.0,,Shooting foul by B. Lopez (drawn by P. George),49,52
232,3,9:37.0,,P. George makes free throw 1 of 2,49,53
233,3,9:37.0,,P. George makes free throw 2 of 2,49,54
234,3,9:29.0,Shooting foul by M. Ellis (drawn by J. Jack),,49,54
235,3,9:29.0,J. Jack makes free throw 1 of 2,,50,54
236,3,9:29.0,J. Jack makes free throw 2 of 2,,51,54
237,3,9:09.0,,G. Hill makes 3-pt jump shot from 26 ft,51,57
238,3,8:46.0,J. Jack makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,54,57
239,3,8:34.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by B. Lopez),54,57
240,3,8:33.0,Defensive rebound by T. Young,,54,57
241,3,8:29.0,Shooting foul by C. Miles (drawn by T. Young),,54,57
242,3,8:29.0,T. Young makes free throw 1 of 2,,55,57
243,3,8:29.0,T. Young makes free throw 2 of 2,,56,57
244,3,8:16.0,,M. Ellis misses 2-pt jump shot from 18 ft,56,57
245,3,8:15.0,,Offensive rebound by I. Mahinmi,56,57
246,3,8:14.0,,I. Mahinmi makes 2-pt layup at rim,56,59
247,3,7:55.0,B. Lopez misses 2-pt jump shot from 11 ft,,56,59
248,3,7:54.0,Offensive rebound by T. Young,,56,59
249,3,7:51.0,T. Young misses 2-pt hook shot from 4 ft,,56,59
250,3,7:50.0,,Defensive rebound by P. George,56,59
251,3,7:44.0,,G. Hill misses 3-pt jump shot from 24 ft,56,59
252,3,7:43.0,Defensive rebound by T. Young,,56,59
253,3,7:27.0,J. Johnson makes 2-pt jump shot from 17 ft,,58,59
254,3,7:16.0,,C. Miles misses 3-pt jump shot from 24 ft,58,59
255,3,7:15.0,Defensive rebound by J. Jack,,58,59
256,3,7:03.0,Brooklyn full timeout,,58,59
257,3,6:56.0,J. Jack misses 2-pt jump shot from 18 ft,,58,59
258,3,6:55.0,,Defensive rebound by I. Mahinmi,58,59
259,3,6:40.0,,M. Ellis misses 2-pt jump shot from 12 ft,58,59
260,3,6:37.0,Defensive rebound by Team,,58,59
261,3,6:27.0,Shooting foul by P. George (drawn by J. Jack),,58,59
262,3,6:27.0,J. Jack makes free throw 1 of 2,,59,59
263,3,6:27.0,J. Jack makes free throw 2 of 2,,60,59
264,3,6:22.0,,C. Miles makes 2-pt jump shot from 10 ft,60,61
265,3,6:00.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by T. Young),,63,61
266,3,5:44.0,,P. George makes 2-pt layup from 1 ft,63,63
267,3,5:37.0,T. Young makes 2-pt layup at rim (assist by J. Jack),,65,63
268,3,5:25.0,,C. Miles misses 3-pt jump shot from 26 ft,65,63
269,3,5:25.0,Defensive rebound by J. Jack,,65,63
270,3,5:20.0,Turnover by J. Jack (bad pass; steal by C. Miles),,65,63
271,3,5:02.0,,Shooting foul by B. Lopez (drawn by C. Miles),65,63
272,3,5:02.0,,C. Miles makes free throw 1 of 2,65,64
273,3,5:02.0,A. Bargnani enters the game for B. Lopez,,65,64
274,3,5:02.0,,R. Stuckey enters the game for G. Hill,65,64
275,3,5:02.0,,C. Miles makes free throw 2 of 2,65,65
276,3,4:52.0,A. Bargnani misses 2-pt jump shot from 16 ft,,65,65
277,3,4:52.0,,Defensive rebound by I. Mahinmi,65,65
278,3,4:45.0,,C. Miles makes 2-pt layup at rim,65,67
279,3,4:45.0,,Shooting foul by A. Bargnani (drawn by C. Miles),65,67
280,3,4:45.0,D. Sloan enters the game for B. Bogdanović,,65,67
281,3,4:45.0,,C. Miles makes free throw 1 of 1,65,68
282,3,4:26.0,D. Sloan misses 2-pt jump shot from 16 ft,,65,68
283,3,4:26.0,,Defensive rebound by P. George,65,68
284,3,4:17.0,,R. Stuckey misses 3-pt jump shot from 24 ft,65,68
285,3,4:16.0,Defensive rebound by D. Sloan,,65,68
286,3,4:05.0,J. Jack makes 2-pt jump shot from 9 ft,,67,68
287,3,4:04.0,,Indiana full timeout,67,68
288,3,4:04.0,,L. Allen enters the game for C. Miles,67,68
289,3,3:52.0,,P. George misses 2-pt jump shot from 18 ft,67,68
290,3,3:51.0,Defensive rebound by J. Jack,,67,68
291,3,3:38.0,A. Bargnani makes 2-pt jump shot from 12 ft (assist by T. Young),,69,68
292,3,3:23.0,,P. George misses 2-pt layup from 2 ft,69,68
293,3,3:22.0,Defensive rebound by D. Sloan,,69,68
294,3,3:21.0,,Technical foul by Team,69,68
295,3,3:21.0,J. Jack makes technical free throw,,70,68
296,3,3:05.0,J. Jack makes 3-pt jump shot from 26 ft,,73,68
297,3,2:48.0,,M. Ellis misses 2-pt jump shot from 19 ft,73,68
298,3,2:48.0,Defensive rebound by Team,,73,68
299,3,2:48.0,,Loose ball foul by P. George (drawn by T. Young),73,68
300,3,2:34.0,T. Young misses 2-pt jump shot from 17 ft,,73,68
301,3,2:34.0,,Defensive rebound by I. Mahinmi,73,68
302,3,2:15.0,,L. Allen misses 2-pt layup at rim (block by A. Bargnani),73,68
303,3,2:14.0,,Offensive rebound by L. Allen,73,68
304,3,2:12.0,,L. Allen misses 2-pt jump shot from 4 ft,73,68
305,3,2:11.0,Defensive rebound by A. Bargnani,,73,68
306,3,1:57.0,J. Johnson misses 3-pt jump shot from 24 ft,,73,68
307,3,1:57.0,,Defensive rebound by P. George,73,68
308,3,1:50.0,,P. George makes 2-pt layup from 3 ft,73,70
309,3,1:50.0,,Shooting foul by J. Jack (drawn by P. George),73,70
310,3,1:50.0,,J. Hill enters the game for I. Mahinmi,73,70
311,3,1:50.0,W. Ellington enters the game for J. Jack,,73,70
312,3,1:50.0,,P. George misses free throw 1 of 1,73,70
313,3,1:50.0,Defensive rebound by A. Bargnani,,73,70
314,3,1:24.0,J. Johnson misses 2-pt jump shot from 22 ft,,73,70
315,3,1:24.0,,Defensive rebound by L. Allen,73,70
316,3,1:17.0,,R. Stuckey misses 2-pt layup at rim,73,70
317,3,1:17.0,,Offensive rebound by J. Hill,73,70
318,3,1:15.0,,Personal foul by D. Sloan (drawn by J. Hill),73,70
319,3,1:15.0,,J. Hill makes free throw 1 of 2,73,71
320,3,1:15.0,,J. Hill makes free throw 2 of 2,73,72
321,3,1:00.0,Shooting foul by J. Hill (drawn by A. Bargnani),,73,72
322,3,1:00.0,A. Bargnani makes free throw 1 of 2,,74,72
323,3,1:00.0,W. Reed enters the game for T. Young,,74,72
324,3,1:00.0,A. Bargnani makes free throw 2 of 2,,75,72
325,3,0:42.0,,M. Ellis misses 3-pt jump shot from 24 ft,75,72
326,3,0:41.0,Defensive rebound by D. Sloan,,75,72
327,3,0:29.0,W. Ellington misses 2-pt jump shot from 18 ft,,75,72
328,3,0:29.0,,Defensive rebound by J. Hill,75,72
329,3,0:07.0,Offensive charge foul by P. George (drawn by W. Reed),,75,72
330,3,0:07.0,,Turnover by P. George (offensive foul),75,72
331,3,0:07.0,,C. Budinger enters the game for P. George,75,72
332,3,0:01.0,D. Sloan makes 2-pt jump shot from 4 ft,,77,72
333,3,0:00.0,,M. Ellis misses 3-pt jump shot from 58 ft,77,72
334,3,0:00.0,,Offensive rebound by Team,77,72
335,4,11:40.0,,C. Budinger misses 2-pt layup from 1 ft (block by W. Reed),77,72
336,4,11:38.0,Defensive rebound by W. Ellington,,77,72
337,4,11:35.0,W. Ellington makes 2-pt dunk at rim,,79,72
338,4,11:27.0,,R. Stuckey makes 2-pt jump shot from 19 ft,79,74
339,4,11:04.0,A. Bargnani makes 2-pt jump shot from 18 ft,,81,74
340,4,10:38.0,,J. Hill misses 2-pt hook shot from 9 ft,81,74
341,4,10:37.0,,Offensive rebound by L. Allen,81,74
342,4,10:35.0,,L. Allen makes 2-pt layup at rim,81,76
343,4,10:18.0,D. Sloan misses 2-pt jump shot from 16 ft,,81,76
344,4,10:17.0,,Defensive rebound by R. Stuckey,81,76
345,4,10:13.0,,Shooting foul by W. Ellington (drawn by R. Stuckey),81,76
346,4,10:13.0,,R. Stuckey makes free throw 1 of 2,81,77
347,4,10:13.0,J. Jack enters the game for W. Ellington,,81,77
348,4,10:13.0,,R. Stuckey makes free throw 2 of 2,81,78
349,4,9:54.0,J. Jack misses 2-pt jump shot from 10 ft,,81,78
350,4,9:54.0,Offensive rebound by Team,,81,78
351,4,9:54.0,,Loose ball foul by C. Budinger (drawn by W. Reed),81,78
352,4,9:46.0,D. Sloan misses 2-pt layup from 1 ft (block by L. Allen),,81,78
353,4,9:44.0,,Defensive rebound by J. Hill,81,78
354,4,9:28.0,,Personal foul by W. Reed (drawn by G. Hill),81,78
355,4,9:19.0,,C. Budinger misses 2-pt layup from 1 ft,81,78
356,4,9:19.0,,Offensive rebound by Team,81,78
357,4,9:19.0,Loose ball foul by W. Reed (drawn by J. Hill),,81,78
358,4,9:19.0,B. Lopez enters the game for W. Reed,,81,78
359,4,9:12.0,,R. Stuckey misses 2-pt jump shot at rim,81,78
360,4,9:12.0,,Offensive rebound by R. Stuckey,81,78
361,4,9:11.0,,R. Stuckey makes 2-pt layup at rim,81,80
362,4,8:52.0,B. Lopez misses 2-pt jump shot from 17 ft,,81,80
363,4,8:52.0,,Defensive rebound by J. Hill,81,80
364,4,8:32.0,,C. Budinger misses 3-pt jump shot from 26 ft,81,80
365,4,8:30.0,Defensive rebound by J. Jack,,81,80
366,4,8:20.0,Offensive foul by B. Lopez (drawn by L. Allen),,81,80
367,4,8:20.0,Turnover by B. Lopez (offensive foul),,81,80
368,4,8:20.0,Official timeout,,81,80
369,4,8:20.0,,P. George enters the game for C. Budinger,81,80
370,4,8:20.0,J. Johnson enters the game for B. Bogdanović,,81,80
371,4,8:07.0,,J. Hill misses 2-pt hook shot from 4 ft,81,80
372,4,8:06.0,Defensive rebound by A. Bargnani,,81,80
373,4,7:53.0,B. Lopez misses 2-pt hook shot from 5 ft,,81,80
374,4,7:52.0,,Defensive rebound by G. Hill,81,80
375,4,7:44.0,,G. Hill makes 3-pt jump shot from 26 ft,81,83
376,4,7:26.0,B. Lopez makes 2-pt hook shot from 9 ft,,83,83
377,4,7:10.0,,L. Allen makes 2-pt jump shot from 16 ft (assist by P. George),83,85
378,4,6:55.0,Personal foul by P. George (drawn by J. Johnson),,83,85
379,4,6:46.0,Turnover by D. Sloan (traveling),,83,85
380,4,6:34.0,,Shooting block foul by B. Lopez (drawn by P. George),83,85
381,4,6:34.0,,P. George makes free throw 1 of 2,83,86
382,4,6:34.0,W. Reed enters the game for B. Lopez,,83,86
383,4,6:34.0,T. Young enters the game for A. Bargnani,,83,86
384,4,6:34.0,,M. Ellis enters the game for G. Hill,83,86
385,4,6:34.0,,P. George makes free throw 2 of 2,83,87
386,4,6:26.0,Turnover by W. Reed (lost ball; steal by P. George),,83,87
387,4,6:21.0,,P. George makes 2-pt dunk at rim,83,89
388,4,6:04.0,Turnover by D. Sloan (bad pass),,83,89
389,4,5:57.0,,P. George misses 3-pt jump shot from 27 ft,83,89
390,4,5:56.0,Defensive rebound by T. Young,,83,89
391,4,5:51.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Sloan),,86,89
392,4,5:50.0,,Indiana full timeout,86,89
393,4,5:50.0,,C. Miles enters the game for L. Allen,86,89
394,4,5:50.0,B. Bogdanović enters the game for D. Sloan,,86,89
395,4,5:38.0,,Shooting block foul by T. Young (drawn by J. Hill),86,89
396,4,5:38.0,,J. Hill makes free throw 1 of 2,86,90
