,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHOENIX_ACTION,NEW YORK_SCORE,PHOENIX_SCORE
33,1,7:13.0,,Offensive rebound by Team,8,4
34,1,7:13.0,,M. Teletović misses free throw 2 of 2,8,4
35,1,7:12.0,Defensive rebound by R. Lopez,,8,4
36,1,6:59.0,Shooting foul by D. Booker (drawn by K. Porziņģis),,8,4
37,1,6:59.0,K. Porziņģis makes free throw 1 of 2,,9,4
38,1,6:59.0,K. Porziņģis makes free throw 2 of 2,,10,4
39,1,6:37.0,,P. Tucker misses 3-pt jump shot from 26 ft,10,4
40,1,6:36.0,Defensive rebound by S. Vujačić,,10,4
41,1,6:32.0,Personal foul by P. Tucker,,10,4
42,1,6:22.0,R. Lopez makes 2-pt hook shot from 5 ft,,12,4
43,1,6:00.0,,P. Tucker misses 2-pt jump shot from 18 ft,12,4
44,1,5:59.0,Defensive rebound by J. Calderón,,12,4
45,1,5:53.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Calderón),,15,4
46,1,5:53.0,,Phoenix full timeout,15,4
47,1,5:38.0,,D. Booker makes 3-pt jump shot from 25 ft,15,7
48,1,5:16.0,K. Porziņģis misses 2-pt hook shot from 6 ft,,15,7
49,1,5:15.0,Offensive rebound by R. Lopez,,15,7
50,1,5:13.0,R. Lopez makes 2-pt layup from 2 ft,,17,7
51,1,4:51.0,,D. Booker misses 3-pt jump shot from 26 ft,17,7
52,1,4:51.0,Defensive rebound by Team,,17,7
53,1,4:33.0,C. Anthony makes 2-pt jump shot from 18 ft,,19,7
54,1,4:21.0,,Shooting foul by K. Porziņģis (drawn by D. Booker),19,7
55,1,4:21.0,,D. Booker misses free throw 1 of 2,19,7
56,1,4:21.0,,Offensive rebound by Team,19,7
57,1,4:21.0,L. Galloway enters the game for S. Vujačić,,19,7
58,1,4:21.0,,D. Booker makes free throw 2 of 2,19,8
59,1,4:08.0,Turnover by J. Calderón (lost ball; steal by R. Price),,19,8
60,1,4:04.0,,R. Price makes 2-pt dunk at rim,19,10
61,1,3:47.0,J. Calderón makes 2-pt jump shot from 9 ft,,21,10
62,1,3:24.0,,M. Teletović misses 3-pt jump shot from 28 ft,21,10
63,1,3:23.0,Defensive rebound by Team,,21,10
64,1,3:09.0,K. Porziņģis misses 2-pt jump shot from 21 ft,,21,10
65,1,3:08.0,,Defensive rebound by T. Chandler,21,10
66,1,3:04.0,,M. Teletović makes 2-pt layup from 2 ft,21,12
67,1,3:04.0,,Shooting block foul by K. Porziņģis (drawn by M. Teletović),21,12
68,1,3:04.0,D. Williams enters the game for K. Porziņģis,,21,12
69,1,3:04.0,K. O'Quinn enters the game for R. Lopez,,21,12
70,1,3:04.0,,M. Teletović makes free throw 1 of 1,21,13
71,1,2:53.0,L. Galloway misses 2-pt jump shot from 20 ft,,21,13
72,1,2:52.0,,Defensive rebound by T. Chandler,21,13
73,1,2:40.0,,Personal foul by L. Galloway,21,13
74,1,2:40.0,New York full timeout,,21,13
75,1,2:34.0,,Turnover by R. Price (bad pass; steal by K. O'Quinn),21,13
76,1,2:26.0,C. Anthony makes 2-pt jump shot from 17 ft,,23,13
77,1,2:08.0,,M. Teletović misses 3-pt jump shot from 24 ft,23,13
78,1,2:07.0,Defensive rebound by K. O'Quinn,,23,13
79,1,1:52.0,Offensive foul by K. O'Quinn (drawn by R. Price),,23,13
80,1,1:52.0,Turnover by K. O'Quinn (offensive foul),,23,13
81,1,1:52.0,,A. Goodwin enters the game for R. Price,23,13
82,1,1:52.0,S. Vujačić enters the game for C. Anthony,,23,13
83,1,1:41.0,,D. Booker makes 2-pt jump shot from 20 ft,23,15
84,1,1:19.0,Turnover by S. Vujačić (bad pass; steal by M. Teletović),,23,15
85,1,1:12.0,,M. Teletović misses 2-pt jump shot from 19 ft,23,15
86,1,1:10.0,Defensive rebound by L. Galloway,,23,15
87,1,1:06.0,S. Vujačić makes 3-pt jump shot from 26 ft (assist by L. Galloway),,26,15
88,1,0:51.0,,D. Booker makes 2-pt dunk at rim,26,17
89,1,0:36.0,D. Williams misses 2-pt jump shot from 4 ft,,26,17
90,1,0:35.0,,Defensive rebound by Team,26,17
91,1,0:22.0,,A. Goodwin makes 2-pt layup from 1 ft,26,19
92,1,0:02.0,S. Vujačić makes 3-pt jump shot from 24 ft (assist by J. Calderón),,29,19
93,2,11:48.0,,D. Booker misses 3-pt jump shot from 24 ft,29,19
94,2,11:47.0,Defensive rebound by K. O'Quinn,,29,19
95,2,11:28.0,L. Galloway misses 2-pt jump shot from 18 ft,,29,19
96,2,11:27.0,Offensive rebound by Team,,29,19
97,2,11:24.0,Shooting foul by M. Teletović (drawn by K. O'Quinn),,29,19
98,2,11:24.0,K. O'Quinn makes free throw 1 of 2,,30,19
99,2,11:24.0,K. O'Quinn makes free throw 2 of 2,,31,19
100,2,11:11.0,,A. Len misses 2-pt layup from 2 ft,31,19
101,2,11:10.0,Defensive rebound by D. Williams,,31,19
102,2,11:02.0,Turnover by D. Williams (traveling),,31,19
103,2,10:49.0,,M. Teletović misses 2-pt jump shot from 17 ft,31,19
104,2,10:46.0,Defensive rebound by L. Galloway,,31,19
105,2,10:40.0,Shooting foul by A. Goodwin (drawn by J. Grant),,31,19
106,2,10:40.0,J. Grant makes free throw 1 of 2,,32,19
107,2,10:40.0,J. Grant makes free throw 2 of 2,,33,19
108,2,10:21.0,,A. Len makes 2-pt hook shot from 4 ft,33,21
109,2,10:06.0,Personal foul by J. Jenkins,,33,21
110,2,9:57.0,J. Grant makes 2-pt layup from 1 ft (assist by K. O'Quinn),,35,21
111,2,9:53.0,,Personal foul by K. O'Quinn,35,21
112,2,9:49.0,,A. Len misses 2-pt jump shot from 19 ft,35,21
113,2,9:48.0,Defensive rebound by J. Grant,,35,21
114,2,9:27.0,L. Galloway misses 2-pt jump shot from 18 ft,,35,21
115,2,9:25.0,,Defensive rebound by M. Teletović,35,21
116,2,9:12.0,,Personal foul by J. Grant,35,21
117,2,9:12.0,R. Lopez enters the game for K. O'Quinn,,35,21
118,2,9:12.0,J. Calderón enters the game for L. Galloway,,35,21
119,2,9:12.0,C. Anthony enters the game for D. Williams,,35,21
120,2,9:06.0,,M. Teletović misses 3-pt jump shot from 25 ft,35,21
121,2,9:05.0,Defensive rebound by S. Vujačić,,35,21
122,2,8:58.0,Shooting foul by M. Teletović (drawn by R. Lopez),,35,21
123,2,8:58.0,Official timeout,,35,21
124,2,8:58.0,,R. Price enters the game for D. Booker,35,21
125,2,8:58.0,,J. Leuer enters the game for M. Teletović,35,21
126,2,8:58.0,R. Lopez makes free throw 1 of 2,,36,21
127,2,8:58.0,R. Lopez misses free throw 2 of 2,,36,21
128,2,8:57.0,,Defensive rebound by A. Goodwin,36,21
129,2,8:38.0,,Shooting foul by R. Lopez (drawn by A. Len),36,21
130,2,8:38.0,,A. Len makes free throw 1 of 2,36,22
131,2,8:38.0,K. Porziņģis enters the game for S. Vujačić,,36,22
132,2,8:38.0,,A. Len makes free throw 2 of 2,36,23
133,2,8:22.0,K. Porziņģis misses 2-pt jump shot from 10 ft,,36,23
134,2,8:21.0,Offensive rebound by C. Anthony,,36,23
135,2,8:19.0,C. Anthony makes 2-pt layup from 1 ft,,38,23
136,2,8:10.0,,J. Jenkins makes 3-pt jump shot from 25 ft (assist by R. Price),38,26
137,2,7:52.0,C. Anthony makes 2-pt jump shot from 3 ft,,40,26
138,2,7:36.0,,A. Len misses 2-pt jump shot from 3 ft (block by R. Lopez),40,26
139,2,7:35.0,Defensive rebound by R. Lopez,,40,26
140,2,7:26.0,J. Calderón misses 2-pt jump shot from 17 ft,,40,26
141,2,7:25.0,,Defensive rebound by J. Leuer,40,26
142,2,7:24.0,,Turnover by J. Leuer (traveling),40,26
143,2,7:24.0,,P. Tucker enters the game for A. Goodwin,40,26
144,2,7:15.0,J. Grant makes 2-pt layup from 1 ft,,42,26
145,2,7:00.0,,J. Leuer makes 2-pt layup at rim,42,28
146,2,6:43.0,C. Anthony makes 2-pt jump shot from 11 ft (assist by R. Lopez),,44,28
147,2,6:25.0,,A. Len misses 2-pt jump shot from 19 ft,44,28
148,2,6:24.0,,Offensive rebound by J. Leuer,44,28
149,2,6:22.0,,J. Leuer misses 2-pt jump shot from 13 ft,44,28
150,2,6:19.0,Defensive rebound by C. Anthony,,44,28
151,2,6:11.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by J. Grant),,47,28
152,2,6:10.0,,Phoenix full timeout,47,28
153,2,6:10.0,,D. Booker enters the game for J. Jenkins,47,28
154,2,6:10.0,,T. Chandler enters the game for J. Leuer,47,28
155,2,6:10.0,S. Vujačić enters the game for J. Grant,,47,28
156,2,5:55.0,,A. Len misses 2-pt dunk at rim,47,28
157,2,5:53.0,Defensive rebound by C. Anthony,,47,28
158,2,5:45.0,K. Porziņģis misses 2-pt jump shot from 8 ft,,47,28
159,2,5:44.0,Offensive rebound by R. Lopez,,47,28
160,2,5:40.0,S. Vujačić makes 3-pt jump shot from 23 ft (assist by R. Lopez),,50,28
161,2,5:25.0,,Personal foul by S. Vujačić,50,28
162,2,5:18.0,,A. Len misses 2-pt layup from 2 ft (block by R. Lopez),50,28
163,2,5:17.0,Defensive rebound by K. Porziņģis,,50,28
164,2,5:02.0,R. Lopez makes 2-pt hook shot from 7 ft (assist by J. Calderón),,52,28
165,2,4:48.0,,D. Booker misses 2-pt jump shot from 17 ft,52,28
166,2,4:47.0,Defensive rebound by Team,,52,28
167,2,4:35.0,Personal foul by D. Booker,,52,28
168,2,4:35.0,S. Vujačić makes free throw 1 of 2,,53,28
169,2,4:35.0,S. Vujačić makes free throw 2 of 2,,54,28
170,2,4:25.0,,D. Booker makes 2-pt jump shot from 19 ft (assist by R. Price),54,30
171,2,4:15.0,Shooting foul by R. Price (drawn by K. Porziņģis),,54,30
172,2,4:15.0,K. Porziņģis makes free throw 1 of 2,,55,30
173,2,4:15.0,K. Porziņģis makes free throw 2 of 2,,56,30
174,2,4:02.0,,D. Booker makes 2-pt jump shot from 5 ft,56,32
175,2,3:39.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by J. Calderón),,58,32
176,2,3:28.0,,M. Teletović enters the game for A. Len,58,32
177,2,3:28.0,J. Grant enters the game for K. Porziņģis,,58,32
178,2,3:12.0,,D. Booker makes 2-pt jump shot from 19 ft,58,34
179,2,2:50.0,C. Anthony makes 2-pt jump shot from 12 ft,,60,34
180,2,2:50.0,Shooting foul by P. Tucker (drawn by C. Anthony),,60,34
181,2,2:50.0,New York full timeout,,60,34
182,2,2:50.0,C. Anthony makes free throw 1 of 1,,61,34
183,2,2:35.0,,R. Price makes 3-pt jump shot from 26 ft (assist by T. Chandler),61,37
184,2,2:15.0,J. Grant misses 2-pt jump shot from 22 ft,,61,37
185,2,2:13.0,,Defensive rebound by D. Booker,61,37
186,2,2:07.0,,D. Booker misses 2-pt layup at rim (block by R. Lopez),61,37
187,2,2:05.0,Defensive rebound by S. Vujačić,,61,37
188,2,1:56.0,Turnover by C. Anthony (lost ball; steal by P. Tucker),,61,37
189,2,1:52.0,,D. Booker makes 2-pt layup at rim (assist by R. Price),61,39
190,2,1:28.0,J. Grant makes 2-pt jump shot from 19 ft,,63,39
191,2,1:09.0,,P. Tucker misses 2-pt layup from 1 ft,63,39
192,2,1:08.0,,Offensive rebound by T. Chandler,63,39
193,2,1:08.0,,T. Chandler misses 2-pt layup at rim,63,39
194,2,1:06.0,,Offensive rebound by T. Chandler,63,39
195,2,1:06.0,,T. Chandler makes 2-pt hook shot from 4 ft,63,41
196,2,0:41.0,R. Lopez misses 2-pt hook shot from 11 ft,,63,41
197,2,0:39.0,,Defensive rebound by P. Tucker,63,41
198,2,0:38.0,,Turnover by P. Tucker (lost ball; steal by C. Anthony),63,41
199,2,0:37.0,Turnover by C. Anthony (lost ball),,63,41
200,2,0:32.0,,D. Booker makes 2-pt jump shot from 20 ft,63,43
201,2,0:26.0,C. Anthony misses 2-pt layup from 1 ft,,63,43
202,2,0:25.0,,Defensive rebound by T. Chandler,63,43
203,2,0:01.0,,D. Booker misses 3-pt jump shot from 26 ft,63,43
204,2,0:00.0,,Offensive rebound by P. Tucker,63,43
205,2,0:00.0,,P. Tucker misses 2-pt jump shot from 20 ft,63,43
206,2,0:00.0,,Offensive rebound by Team,63,43
207,3,11:38.0,,A. Len makes 2-pt jump shot from 16 ft (assist by R. Price),63,45
208,3,11:10.0,C. Anthony misses 2-pt jump shot from 20 ft,,63,45
209,3,11:10.0,Offensive rebound by R. Lopez,,63,45
210,3,11:10.0,Turnover by Team (shot clock),,63,45
211,3,10:50.0,,R. Price misses 3-pt jump shot from 24 ft,63,45
212,3,10:49.0,,Offensive rebound by A. Len,63,45
213,3,10:45.0,,A. Len makes 2-pt layup from 1 ft,63,47
214,3,10:27.0,K. Porziņģis misses 2-pt hook shot from 9 ft,,63,47
215,3,10:27.0,Offensive rebound by K. Porziņģis,,63,47
216,3,10:27.0,,Loose ball foul by T. Chandler,63,47
217,3,10:18.0,Turnover by S. Vujačić (lost ball),,63,47
218,3,10:06.0,,Shooting foul by K. Porziņģis (drawn by A. Len),63,47
219,3,10:06.0,,A. Len makes free throw 1 of 2,63,48
220,3,10:06.0,,A. Len makes free throw 2 of 2,63,49
221,3,9:57.0,Shooting foul by T. Chandler (drawn by K. Porziņģis),,63,49
222,3,9:57.0,K. Porziņģis makes 2-pt dunk at rim (assist by R. Lopez),,65,49
223,3,9:57.0,K. Porziņģis makes free throw 1 of 1,,66,49
224,3,9:44.0,,T. Chandler misses 2-pt jump shot from 4 ft (block by R. Lopez),66,49
225,3,9:43.0,Defensive rebound by C. Anthony,,66,49
226,3,9:34.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,66,49
227,3,9:34.0,,Defensive rebound by A. Len,66,49
228,3,9:25.0,,Turnover by R. Price (bad pass; steal by S. Vujačić),66,49
229,3,9:17.0,Turnover by K. Porziņģis (lost ball; steal by R. Price),,66,49
230,3,9:13.0,,Personal block foul by J. Calderón,66,49
231,3,9:08.0,,D. Booker misses 2-pt jump shot from 18 ft,66,49
232,3,9:08.0,,Offensive rebound by A. Len,66,49
233,3,9:08.0,Loose ball foul by K. Porziņģis,,66,49
234,3,9:08.0,K. O'Quinn enters the game for K. Porziņģis,,66,49
235,3,8:59.0,,Shooting foul by R. Lopez (drawn by A. Len),66,49
236,3,8:59.0,,A. Len makes free throw 1 of 2,66,50
237,3,8:59.0,,A. Len makes free throw 2 of 2,66,51
238,3,8:41.0,K. O'Quinn misses 2-pt jump shot from 6 ft,,66,51
239,3,8:41.0,,Defensive rebound by T. Chandler,66,51
240,3,8:40.0,,Turnover by T. Chandler (bad pass; steal by J. Calderón),66,51
241,3,8:34.0,S. Vujačić makes 3-pt jump shot from 25 ft (assist by J. Calderón),,69,51
242,3,8:18.0,,D. Booker misses 2-pt jump shot from 19 ft,69,51
243,3,8:18.0,Defensive rebound by K. O'Quinn,,69,51
244,3,8:03.0,J. Calderón makes 3-pt jump shot from 24 ft (assist by K. O'Quinn),,72,51
245,3,7:43.0,,R. Price makes 3-pt jump shot from 25 ft (assist by A. Len),72,54
246,3,7:21.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by S. Vujačić),,74,54
247,3,7:07.0,,D. Booker makes 2-pt jump shot from 19 ft,74,56
248,3,6:48.0,C. Anthony misses 2-pt jump shot from 10 ft,,74,56
249,3,6:46.0,,Defensive rebound by A. Len,74,56
250,3,6:42.0,,Shooting foul by S. Vujačić (drawn by P. Tucker),74,56
251,3,6:42.0,,P. Tucker makes free throw 1 of 2,74,57
252,3,6:42.0,,M. Teletović enters the game for T. Chandler,74,57
253,3,6:42.0,,P. Tucker makes free throw 2 of 2,74,58
254,3,6:30.0,Personal block foul by P. Tucker,,74,58
255,3,6:30.0,J. Grant enters the game for K. O'Quinn,,74,58
256,3,6:21.0,Personal foul by R. Price,,74,58
257,3,6:10.0,S. Vujačić makes 3-pt jump shot from 24 ft (assist by J. Calderón),,77,58
258,3,5:52.0,,M. Teletović misses 2-pt layup from 4 ft (block by C. Anthony),77,58
259,3,5:52.0,,Offensive rebound by Team,77,58
260,3,5:52.0,,Phoenix full timeout,77,58
261,3,5:49.0,,M. Teletović makes 2-pt jump shot from 15 ft (assist by P. Tucker),77,60
262,3,5:24.0,R. Lopez misses 2-pt hook shot from 10 ft,,77,60
263,3,5:21.0,,Defensive rebound by P. Tucker,77,60
264,3,5:13.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by R. Price),77,63
265,3,4:56.0,Shooting foul by P. Tucker (drawn by C. Anthony),,77,63
266,3,4:56.0,C. Anthony makes free throw 1 of 2,,78,63
267,3,4:56.0,L. Galloway enters the game for J. Calderón,,78,63
268,3,4:56.0,,C. Budinger enters the game for P. Tucker,78,63
269,3,4:56.0,C. Anthony misses free throw 2 of 2,,78,63
270,3,4:55.0,,Defensive rebound by A. Len,78,63
271,3,4:38.0,,M. Teletović misses 3-pt jump shot from 25 ft,78,63
272,3,4:38.0,Defensive rebound by L. Galloway,,78,63
273,3,4:20.0,Personal foul by A. Len,,78,63
274,3,4:20.0,R. Lopez makes free throw 1 of 2,,79,63
275,3,4:20.0,R. Lopez makes free throw 2 of 2,,80,63
276,3,4:05.0,,D. Booker makes 2-pt jump shot from 18 ft,80,65
277,3,4:03.0,New York full timeout,,80,65
278,3,3:47.0,C. Anthony misses 2-pt layup from 1 ft,,80,65
279,3,3:46.0,,Defensive rebound by A. Len,80,65
280,3,3:35.0,,A. Len makes 2-pt jump shot from 17 ft,80,67
281,3,3:17.0,C. Anthony makes 3-pt jump shot from 24 ft (assist by L. Galloway),,83,67
282,3,3:04.0,,D. Booker misses 2-pt layup from 2 ft (block by R. Lopez),83,67
283,3,3:03.0,Defensive rebound by C. Anthony,,83,67
284,3,2:48.0,C. Anthony misses 3-pt jump shot from 24 ft,,83,67
285,3,2:48.0,,Defensive rebound by C. Budinger,83,67
286,3,2:31.0,,R. Price makes 3-pt jump shot from 23 ft (assist by A. Len),83,70
287,3,2:08.0,J. Grant misses 2-pt jump shot from 5 ft,,83,70
288,3,2:07.0,,Defensive rebound by A. Len,83,70
289,3,1:57.0,,R. Price misses 3-pt jump shot from 24 ft,83,70
290,3,1:57.0,Defensive rebound by R. Lopez,,83,70
291,3,1:37.0,S. Vujačić makes 3-pt jump shot from 24 ft (assist by C. Anthony),,86,70
292,3,1:16.0,,C. Budinger misses 3-pt jump shot from 23 ft,86,70
293,3,1:15.0,Defensive rebound by C. Anthony,,86,70
294,3,0:53.0,S. Vujačić misses 3-pt jump shot from 23 ft,,86,70
295,3,0:52.0,,Defensive rebound by C. Budinger,86,70
296,3,0:48.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by C. Budinger),86,73
297,3,0:24.0,J. Grant makes 2-pt layup at rim,,88,73
298,3,0:01.0,,D. Booker misses 2-pt jump shot from 15 ft,88,73
299,3,0:00.0,,Offensive rebound by D. Booker,88,73
300,3,0:00.0,,D. Booker makes 2-pt layup from 15 ft,88,75
301,4,11:53.0,Personal foul by R. Price,,88,75
302,4,11:35.0,J. Calderón makes 3-pt jump shot from 24 ft (assist by K. O'Quinn),,91,75
303,4,11:21.0,,M. Teletović misses 3-pt jump shot from 24 ft,91,75
304,4,11:21.0,Defensive rebound by J. Grant,,91,75
305,4,11:15.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by J. Grant),,94,75
306,4,11:13.0,,Phoenix full timeout,94,75
307,4,11:13.0,,J. Jenkins enters the game for R. Price,94,75
308,4,11:01.0,,D. Booker misses 3-pt jump shot from 24 ft,94,75
309,4,11:00.0,Defensive rebound by Team,,94,75
310,4,10:47.0,D. Williams makes 2-pt jump shot from 14 ft (assist by L. Galloway),,96,75
311,4,10:38.0,,Personal foul by L. Galloway,96,75
312,4,10:32.0,,C. Budinger makes 2-pt dunk from 1 ft (assist by D. Booker),96,77
313,4,10:03.0,L. Galloway misses 2-pt jump shot from 19 ft,,96,77
314,4,10:02.0,,Defensive rebound by D. Booker,96,77
315,4,9:54.0,,M. Teletović misses 3-pt jump shot from 24 ft,96,77
316,4,9:53.0,Defensive rebound by K. O'Quinn,,96,77
317,4,9:39.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),,99,77
318,4,9:29.0,,D. Booker misses 2-pt jump shot from 4 ft (block by L. Galloway),99,77
319,4,9:28.0,Defensive rebound by J. Calderón,,99,77
320,4,9:23.0,J. Calderón makes 2-pt jump shot from 20 ft,,101,77
321,4,9:23.0,,Phoenix full timeout,101,77
322,4,9:23.0,,P. Tucker enters the game for M. Teletović,101,77
323,4,9:23.0,,A. Len enters the game for J. Leuer,101,77
324,4,9:23.0,K. Porziņģis enters the game for K. O'Quinn,,101,77
325,4,9:05.0,,D. Booker misses 2-pt jump shot from 17 ft,101,77
326,4,9:04.0,Defensive rebound by K. Porziņģis,,101,77
327,4,8:54.0,D. Williams makes 2-pt dunk at rim (assist by J. Calderón),,103,77
328,4,8:50.0,,Turnover by D. Booker (bad pass; steal by J. Grant),103,77
329,4,8:32.0,Shooting foul by C. Budinger (drawn by K. Porziņģis),,103,77
330,4,8:32.0,K. Porziņģis makes free throw 1 of 2,,104,77
331,4,8:32.0,,T. Chandler enters the game for C. Budinger,104,77
332,4,8:32.0,,R. Price enters the game for J. Jenkins,104,77
333,4,8:32.0,K. Porziņģis makes free throw 2 of 2,,105,77
334,4,8:18.0,,Turnover by D. Booker (bad pass; steal by J. Calderón),105,77
335,4,8:12.0,D. Williams makes 2-pt dunk at rim (assist by J. Calderón),,107,77
336,4,7:57.0,,D. Booker makes 3-pt jump shot from 22 ft (assist by R. Price),107,80
337,4,7:51.0,J. Grant makes 2-pt layup from 1 ft (assist by J. Calderón),,109,80
338,4,7:30.0,,A. Len misses 2-pt jump shot from 6 ft,109,80
339,4,7:29.0,,Offensive rebound by T. Chandler,109,80
340,4,7:29.0,,T. Chandler makes 2-pt layup at rim,109,82
341,4,7:07.0,J. Grant misses 3-pt jump shot from 24 ft,,109,82
342,4,7:06.0,,Defensive rebound by A. Len,109,82
343,4,7:02.0,,Personal block foul by J. Grant,109,82
344,4,6:57.0,,D. Booker misses 3-pt jump shot from 24 ft,109,82
345,4,6:57.0,Defensive rebound by K. Porziņģis,,109,82
346,4,6:47.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,109,82
347,4,6:47.0,,Defensive rebound by T. Chandler,109,82
348,4,6:36.0,,Turnover by T. Chandler (bad pass; steal by D. Williams),109,82
349,4,6:28.0,L. Galloway makes 2-pt jump shot from 3 ft (assist by D. Williams),,111,82
350,4,6:23.0,,Turnover by D. Booker (bad pass; steal by J. Grant),111,82
351,4,6:16.0,Personal foul by A. Len,,111,82
352,4,6:16.0,,J. Jenkins enters the game for P. Tucker,111,82
353,4,6:16.0,,P. Pressey enters the game for A. Len,111,82
354,4,6:16.0,,A. Goodwin enters the game for T. Chandler,111,82
355,4,6:16.0,,M. Teletović enters the game for D. Booker,111,82
356,4,6:16.0,,J. Leuer enters the game for R. Price,111,82
357,4,6:12.0,D. Williams makes 2-pt dunk at rim (assist by J. Calderón),,113,82
358,4,5:59.0,,A. Goodwin misses 3-pt jump shot from 24 ft,113,82
359,4,5:59.0,Defensive rebound by L. Galloway,,113,82
360,4,5:51.0,Shooting foul by M. Teletović (drawn by K. Porziņģis),,113,82
361,4,5:51.0,Official timeout,,113,82
362,4,5:51.0,S. Vujačić enters the game for J. Calderón,,113,82
363,4,5:51.0,K. Porziņģis makes free throw 1 of 2,,114,82
364,4,5:51.0,K. Porziņģis misses free throw 2 of 2,,114,82
365,4,5:50.0,,Defensive rebound by A. Goodwin,114,82
366,4,5:36.0,,J. Leuer misses 2-pt jump shot from 19 ft,114,82
367,4,5:35.0,Defensive rebound by S. Vujačić,,114,82
368,4,5:24.0,L. Galloway misses 3-pt jump shot from 24 ft,,114,82
369,4,5:24.0,,Defensive rebound by M. Teletović,114,82
370,4,5:11.0,,Personal foul by S. Vujačić,114,82
371,4,5:04.0,,J. Leuer misses 2-pt jump shot from 18 ft,114,82
372,4,5:04.0,Defensive rebound by S. Vujačić,,114,82
373,4,4:42.0,D. Williams makes 3-pt jump shot from 23 ft (assist by J. Grant),,117,82
374,4,4:31.0,,J. Jenkins makes 2-pt jump shot from 20 ft (assist by J. Leuer),117,84
375,4,4:13.0,D. Williams makes 3-pt jump shot from 24 ft (assist by L. Galloway),,120,84
376,4,4:00.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Leuer),120,87
377,4,4:00.0,New York full timeout,,120,87
378,4,4:00.0,K. Séraphin enters the game for K. Porziņģis,,120,87
379,4,4:00.0,L. Amundson enters the game for S. Vujačić,,120,87
380,4,3:44.0,L. Amundson misses 2-pt jump shot from 12 ft,,120,87
381,4,3:44.0,,Defensive rebound by J. Leuer,120,87
382,4,3:24.0,,J. Leuer misses 2-pt jump shot from 3 ft (block by K. Séraphin),120,87
383,4,3:23.0,Defensive rebound by L. Galloway,,120,87
384,4,3:17.0,D. Williams makes 2-pt layup from 2 ft,,122,87
385,4,3:10.0,,J. Jenkins misses 3-pt jump shot from 24 ft,122,87
386,4,3:09.0,,Offensive rebound by P. Pressey,122,87
387,4,3:03.0,,A. Goodwin misses 3-pt jump shot from 24 ft,122,87
388,4,3:03.0,Defensive rebound by L. Galloway,,122,87
