,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHARLOTTE_ACTION,LA CLIPPERS_SCORE,CHARLOTTE_SCORE
32,1,7:54.0,,C. Zeller makes free throw 2 of 2,13,5
33,1,7:40.0,L. Mbah a Moute misses 2-pt layup from 2 ft (block by M. Williams),,13,5
34,1,7:37.0,Offensive rebound by D. Jordan,,13,5
35,1,7:37.0,D. Jordan makes 2-pt layup at rim,,15,5
36,1,7:32.0,,N. Batum makes 2-pt layup at rim (assist by K. Walker),15,7
37,1,7:10.0,Shooting foul by P. Hairston (drawn by D. Jordan),,15,7
38,1,7:10.0,D. Jordan misses free throw 1 of 2,,15,7
39,1,7:10.0,Offensive rebound by Team,,15,7
40,1,7:10.0,D. Jordan makes free throw 2 of 2,,16,7
41,1,6:53.0,,M. Williams misses 3-pt jump shot from 23 ft,16,7
42,1,6:52.0,Defensive rebound by D. Jordan,,16,7
43,1,6:42.0,P. Pierce misses 2-pt layup from 1 ft (block by C. Zeller),,16,7
44,1,6:41.0,,Defensive rebound by C. Zeller,16,7
45,1,6:30.0,,M. Williams misses 2-pt layup from 1 ft,16,7
46,1,6:29.0,,Offensive rebound by M. Williams,16,7
47,1,6:29.0,,M. Williams misses 2-pt layup from 1 ft,16,7
48,1,6:28.0,Defensive rebound by P. Pierce,,16,7
49,1,6:20.0,C. Paul misses 2-pt jump shot from 19 ft,,16,7
50,1,6:19.0,Offensive rebound by L. Mbah a Moute,,16,7
51,1,6:15.0,P. Pierce misses 3-pt jump shot from 25 ft,,16,7
52,1,6:14.0,,Defensive rebound by C. Zeller,16,7
53,1,6:09.0,,P. Hairston misses 3-pt jump shot from 25 ft,16,7
54,1,6:07.0,Defensive rebound by P. Pierce,,16,7
55,1,5:58.0,Turnover by C. Paul (lost ball; steal by K. Walker),,16,7
56,1,5:56.0,,Personal foul by P. Pierce (drawn by K. Walker),16,7
57,1,5:56.0,W. Johnson enters the game for P. Pierce,,16,7
58,1,5:45.0,,P. Hairston misses 2-pt jump shot from 13 ft,16,7
59,1,5:43.0,Defensive rebound by D. Jordan,,16,7
60,1,5:31.0,C. Paul misses 2-pt jump shot from 9 ft,,16,7
61,1,5:29.0,Offensive rebound by D. Jordan,,16,7
62,1,5:29.0,D. Jordan makes 2-pt layup at rim,,18,7
63,1,5:04.0,,K. Walker misses 2-pt jump shot from 16 ft,18,7
64,1,5:04.0,,Offensive rebound by K. Walker,18,7
65,1,5:04.0,,Shooting foul by J. Redick (drawn by K. Walker),18,7
66,1,5:04.0,,K. Walker makes free throw 1 of 2,18,8
67,1,5:04.0,,K. Walker makes free throw 2 of 2,18,9
68,1,4:59.0,Turnover by J. Redick (bad pass),,18,9
69,1,4:49.0,Violation by D. Jordan (kicked ball),,18,9
70,1,4:49.0,J. Crawford enters the game for J. Redick,,18,9
71,1,4:49.0,,F. Kaminsky enters the game for M. Williams,18,9
72,1,4:38.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,18,9
73,1,4:36.0,,Offensive rebound by P. Hairston,18,9
74,1,4:36.0,,P. Hairston misses 2-pt layup at rim,18,9
75,1,4:32.0,Defensive rebound by J. Crawford,,18,9
76,1,4:26.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by C. Paul),,20,9
77,1,4:15.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by P. Hairston),20,12
78,1,3:56.0,J. Crawford misses 3-pt jump shot from 26 ft,,20,12
79,1,3:54.0,,Defensive rebound by N. Batum,20,12
80,1,3:49.0,,C. Zeller makes 2-pt layup from 1 ft (assist by N. Batum),20,14
81,1,3:29.0,W. Johnson misses 3-pt jump shot from 22 ft,,20,14
82,1,3:28.0,Offensive rebound by D. Jordan,,20,14
83,1,3:25.0,C. Paul makes 2-pt jump shot from 6 ft (assist by D. Jordan),,22,14
84,1,3:08.0,,K. Walker makes 2-pt jump shot from 6 ft,22,16
85,1,3:02.0,LA Clippers full timeout,,22,16
86,1,3:02.0,A. Rivers enters the game for L. Mbah a Moute,,22,16
87,1,3:02.0,P. Prigioni enters the game for C. Paul,,22,16
88,1,3:01.0,,T. Hansbrough enters the game for C. Zeller,22,16
89,1,3:01.0,,J. Lamb enters the game for N. Batum,22,16
90,1,2:49.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by J. Crawford),,25,16
91,1,2:29.0,,F. Kaminsky misses 2-pt layup from 1 ft (block by D. Jordan),25,16
92,1,2:26.0,Defensive rebound by D. Jordan,,25,16
93,1,2:22.0,A. Rivers misses 3-pt jump shot from 23 ft,,25,16
94,1,2:19.0,Offensive rebound by W. Johnson,,25,16
95,1,2:14.0,A. Rivers makes 3-pt jump shot from 24 ft,,28,16
96,1,1:51.0,,Shooting foul by W. Johnson (drawn by F. Kaminsky),28,16
97,1,1:51.0,,F. Kaminsky makes free throw 1 of 2,28,17
98,1,1:51.0,,B. Roberts enters the game for P. Hairston,28,17
99,1,1:51.0,,F. Kaminsky makes free throw 2 of 2,28,18
100,1,1:42.0,D. Jordan makes 2-pt layup from 2 ft (assist by P. Prigioni),,30,18
101,1,1:18.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by J. Lamb),30,20
102,1,1:02.0,Shooting foul by J. Lamb (drawn by J. Crawford),,30,20
103,1,1:02.0,J. Crawford makes free throw 1 of 2,,31,20
104,1,1:02.0,C. Aldrich enters the game for D. Jordan,,31,20
105,1,1:02.0,J. Crawford makes free throw 2 of 2,,32,20
106,1,0:51.0,,Shooting foul by W. Johnson (drawn by F. Kaminsky),32,20
107,1,0:51.0,,F. Kaminsky makes free throw 1 of 2,32,21
108,1,0:51.0,,F. Kaminsky makes free throw 2 of 2,32,22
109,1,0:38.0,Turnover by C. Aldrich (lost ball; steal by B. Roberts),,32,22
110,1,0:29.0,,J. Lamb makes 2-pt jump shot from 16 ft (assist by B. Roberts),32,24
111,1,0:06.0,L. Stephenson enters the game for W. Johnson,,32,24
112,1,0:04.0,J. Crawford misses 3-pt jump shot from 28 ft,,32,24
113,1,0:04.0,,Defensive rebound by Team,32,24
114,1,0:04.0,Loose ball foul by L. Stephenson (drawn by T. Hansbrough),,32,24
115,1,0:04.0,,T. Hansbrough makes free throw 1 of 2,32,25
116,1,0:04.0,,T. Hansbrough misses free throw 2 of 2,32,25
117,1,0:01.0,Defensive rebound by J. Crawford,,32,25
118,2,11:43.0,,B. Roberts misses 3-pt jump shot from 24 ft,32,25
119,2,11:43.0,,Offensive rebound by F. Kaminsky,32,25
120,2,11:43.0,,Shooting foul by C. Aldrich (drawn by F. Kaminsky),32,25
121,2,11:43.0,,F. Kaminsky makes free throw 1 of 2,32,26
122,2,11:43.0,,F. Kaminsky makes free throw 2 of 2,32,27
123,2,11:26.0,C. Aldrich misses 2-pt layup from 2 ft,,32,27
124,2,11:25.0,,Defensive rebound by T. Hansbrough,32,27
125,2,11:07.0,,F. Kaminsky misses 2-pt jump shot from 3 ft,32,27
126,2,11:06.0,,Offensive rebound by T. Hansbrough,32,27
127,2,11:06.0,,T. Hansbrough makes 2-pt layup from 1 ft,32,29
128,2,10:47.0,A. Rivers makes 3-pt jump shot from 22 ft (assist by C. Aldrich),,35,29
129,2,10:28.0,,F. Kaminsky misses 2-pt jump shot from 3 ft (block by C. Aldrich),35,29
130,2,10:26.0,,Offensive rebound by N. Batum,35,29
131,2,10:22.0,,B. Roberts makes 2-pt jump shot from 19 ft (assist by J. Lamb),35,31
132,2,9:58.0,C. Aldrich misses 2-pt hook shot from 5 ft,,35,31
133,2,9:56.0,,Defensive rebound by J. Lamb,35,31
134,2,9:48.0,,J. Lamb misses 2-pt jump shot from 15 ft,35,31
135,2,9:48.0,,Offensive rebound by Team,35,31
136,2,9:48.0,Loose ball foul by P. Prigioni (drawn by B. Roberts),,35,31
137,2,9:48.0,L. Mbah a Moute enters the game for L. Stephenson,,35,31
138,2,9:41.0,,N. Batum misses 2-pt layup from 1 ft,35,31
139,2,9:41.0,Defensive rebound by Team,,35,31
140,2,9:41.0,,Loose ball foul by T. Hansbrough (drawn by C. Aldrich),35,31
141,2,9:25.0,C. Aldrich makes 2-pt layup from 1 ft (assist by J. Crawford),,37,31
142,2,9:25.0,Shooting foul by F. Kaminsky (drawn by C. Aldrich),,37,31
143,2,9:25.0,C. Aldrich makes free throw 1 of 1,,38,31
144,2,9:07.0,,Personal foul by P. Prigioni (drawn by B. Roberts),38,31
145,2,8:58.0,,B. Roberts misses 3-pt jump shot from 24 ft,38,31
146,2,8:57.0,,Offensive rebound by J. Lamb,38,31
147,2,8:54.0,,J. Lamb misses 2-pt jump shot from 14 ft,38,31
148,2,8:53.0,Defensive rebound by A. Rivers,,38,31
149,2,8:49.0,Shooting foul by B. Roberts (drawn by A. Rivers),,38,31
150,2,8:49.0,Official timeout,,38,31
151,2,8:49.0,A. Rivers makes free throw 1 of 2,,39,31
152,2,8:49.0,A. Rivers makes free throw 2 of 2,,40,31
153,2,8:36.0,,Shooting foul by J. Crawford (drawn by T. Hansbrough),40,31
154,2,8:36.0,,T. Hansbrough misses free throw 1 of 2,40,31
155,2,8:36.0,,Offensive rebound by Team,40,31
156,2,8:36.0,,T. Hansbrough misses free throw 2 of 2,40,31
157,2,8:34.0,Defensive rebound by C. Aldrich,,40,31
158,2,8:15.0,A. Rivers misses 3-pt jump shot from 27 ft,,40,31
159,2,8:14.0,,Defensive rebound by Team,40,31
160,2,8:00.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by N. Batum),40,34
161,2,7:41.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by A. Rivers),,42,34
162,2,7:22.0,,J. Lamb misses 2-pt jump shot from 15 ft,42,34
163,2,7:21.0,Defensive rebound by L. Mbah a Moute,,42,34
164,2,7:06.0,C. Aldrich makes 2-pt layup from 1 ft (assist by P. Prigioni),,44,34
165,2,7:00.0,,Charlotte full timeout,44,34
166,2,7:00.0,C. Paul enters the game for P. Prigioni,,44,34
167,2,7:00.0,,C. Zeller enters the game for T. Hansbrough,44,34
168,2,6:51.0,,J. Lamb makes 2-pt jump shot from 8 ft,44,36
169,2,6:51.0,,Shooting foul by A. Rivers (drawn by J. Lamb),44,36
170,2,6:51.0,,J. Lamb makes free throw 1 of 1,44,37
171,2,6:42.0,Shooting foul by J. Lamb (drawn by A. Rivers),,44,37
172,2,6:42.0,A. Rivers makes free throw 1 of 2,,45,37
173,2,6:42.0,D. Jordan enters the game for J. Crawford,,45,37
174,2,6:42.0,J. Redick enters the game for C. Aldrich,,45,37
175,2,6:42.0,,K. Walker enters the game for J. Lamb,45,37
176,2,6:42.0,A. Rivers makes free throw 2 of 2,,46,37
177,2,6:29.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),46,39
178,2,6:06.0,Personal foul by B. Roberts (drawn by C. Paul),,46,39
179,2,6:06.0,C. Paul makes free throw 1 of 2,,47,39
180,2,6:06.0,P. Pierce enters the game for A. Rivers,,47,39
181,2,6:06.0,C. Paul makes free throw 2 of 2,,48,39
182,2,5:50.0,,Turnover by F. Kaminsky (lost ball; steal by P. Pierce),48,39
183,2,5:30.0,C. Paul misses 2-pt jump shot from 18 ft,,48,39
184,2,5:29.0,,Defensive rebound by C. Zeller,48,39
185,2,5:22.0,,K. Walker misses 2-pt jump shot from 18 ft,48,39
186,2,5:20.0,,Offensive rebound by C. Zeller,48,39
187,2,5:14.0,,Shooting foul by P. Pierce (drawn by N. Batum),48,39
188,2,5:14.0,,N. Batum makes free throw 1 of 2,48,40
189,2,5:14.0,,M. Williams enters the game for F. Kaminsky,48,40
190,2,5:14.0,,P. Hairston enters the game for B. Roberts,48,40
191,2,5:14.0,,N. Batum makes free throw 2 of 2,48,41
192,2,4:58.0,P. Pierce misses 3-pt jump shot from 25 ft,,48,41
193,2,4:57.0,,Defensive rebound by K. Walker,48,41
194,2,4:51.0,,P. Hairston makes 3-pt jump shot from 27 ft (assist by N. Batum),48,44
195,2,4:40.0,LA Clippers full timeout,,48,44
196,2,4:26.0,Turnover by C. Paul (bad pass),,48,44
197,2,4:08.0,,K. Walker makes 2-pt layup from 1 ft,48,46
198,2,3:50.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,51,46
199,2,3:36.0,,K. Walker makes 2-pt layup from 1 ft (assist by P. Hairston),51,48
200,2,3:21.0,J. Redick misses 2-pt layup from 1 ft (block by M. Williams),,51,48
201,2,3:19.0,,Defensive rebound by P. Hairston,51,48
202,2,3:15.0,,P. Hairston misses 3-pt jump shot from 28 ft,51,48
203,2,3:13.0,Defensive rebound by L. Mbah a Moute,,51,48
204,2,3:02.0,Personal foul by P. Hairston (drawn by J. Redick),,51,48
205,2,3:02.0,J. Redick makes free throw 1 of 2,,52,48
206,2,3:02.0,,B. Roberts enters the game for P. Hairston,52,48
207,2,3:02.0,J. Redick makes free throw 2 of 2,,53,48
208,2,2:52.0,,Shooting foul by D. Jordan (drawn by C. Zeller),53,48
209,2,2:52.0,,C. Zeller makes free throw 1 of 2,53,49
210,2,2:52.0,,C. Zeller makes free throw 2 of 2,53,50
211,2,2:39.0,J. Redick misses 2-pt jump shot from 19 ft,,53,50
212,2,2:38.0,,Defensive rebound by K. Walker,53,50
213,2,2:33.0,,K. Walker makes 2-pt layup at rim,53,52
214,2,2:16.0,J. Redick misses 2-pt jump shot from 17 ft,,53,52
215,2,2:14.0,,Defensive rebound by C. Zeller,53,52
216,2,2:03.0,,B. Roberts misses 3-pt jump shot from 22 ft,53,52
217,2,2:02.0,Defensive rebound by L. Mbah a Moute,,53,52
218,2,2:00.0,Turnover by L. Mbah a Moute (lost ball; steal by B. Roberts),,53,52
219,2,1:46.0,,K. Walker misses 3-pt jump shot from 25 ft,53,52
220,2,1:45.0,Defensive rebound by D. Jordan,,53,52
221,2,1:36.0,C. Paul misses 2-pt layup from 1 ft,,53,52
222,2,1:34.0,Offensive rebound by C. Paul,,53,52
223,2,1:32.0,Shooting foul by B. Roberts (drawn by J. Redick),,53,52
224,2,1:32.0,J. Redick makes free throw 1 of 3,,54,52
225,2,1:32.0,J. Redick makes free throw 2 of 3,,55,52
226,2,1:32.0,,T. Daniels enters the game for B. Roberts,55,52
227,2,1:32.0,J. Redick makes free throw 3 of 3,,56,52
228,2,1:15.0,,Turnover by K. Walker (bad pass),56,52
229,2,1:11.0,Personal foul by C. Zeller (drawn by C. Paul),,56,52
230,2,1:11.0,C. Paul makes free throw 1 of 2,,57,52
231,2,1:11.0,C. Paul makes free throw 2 of 2,,58,52
232,2,1:01.0,,T. Daniels misses 3-pt jump shot from 26 ft,58,52
233,2,1:00.0,Defensive rebound by D. Jordan,,58,52
234,2,0:53.0,,Offensive charge foul by C. Paul (drawn by K. Walker),58,52
235,2,0:53.0,Turnover by C. Paul (offensive foul),,58,52
236,2,0:47.0,,Turnover by C. Zeller (lost ball; steal by C. Paul),58,52
237,2,0:43.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,60,52
238,2,0:34.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),60,55
239,2,0:32.0,Personal foul by K. Walker (drawn by C. Paul),,60,55
240,2,0:32.0,C. Paul makes free throw 1 of 2,,61,55
241,2,0:32.0,C. Aldrich enters the game for D. Jordan,,61,55
242,2,0:32.0,C. Paul makes free throw 2 of 2,,62,55
243,2,0:21.0,,Def 3 sec tech foul by P. Pierce,62,55
244,2,0:21.0,,N. Batum makes technical free throw,62,56
245,2,0:09.0,,M. Williams misses 3-pt jump shot from 24 ft,62,56
246,2,0:07.0,Defensive rebound by P. Pierce,,62,56
247,2,0:01.0,P. Pierce makes 3-pt jump shot from 25 ft (assist by C. Paul),,65,56
248,3,11:45.0,,M. Williams makes 2-pt jump shot from 19 ft (assist by K. Walker),65,58
249,3,11:15.0,C. Paul misses 3-pt jump shot from 25 ft,,65,58
250,3,11:13.0,,Defensive rebound by N. Batum,65,58
251,3,11:08.0,,Offensive foul by M. Williams (drawn by C. Paul),65,58
252,3,11:08.0,,Turnover by M. Williams (offensive foul),65,58
253,3,10:55.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,68,58
254,3,10:40.0,,C. Zeller misses 2-pt jump shot from 17 ft,68,58
255,3,10:39.0,Defensive rebound by P. Pierce,,68,58
256,3,10:30.0,C. Paul makes 2-pt jump shot from 16 ft,,70,58
257,3,10:07.0,,N. Batum misses 3-pt jump shot from 25 ft,70,58
258,3,10:06.0,Defensive rebound by D. Jordan,,70,58
259,3,9:59.0,P. Pierce misses 3-pt jump shot from 24 ft,,70,58
260,3,9:57.0,,Defensive rebound by P. Hairston,70,58
261,3,9:46.0,,K. Walker makes 2-pt jump shot from 18 ft,70,60
262,3,9:38.0,J. Redick misses 2-pt jump shot from 19 ft,,70,60
263,3,9:35.0,,Defensive rebound by M. Williams,70,60
264,3,9:27.0,,K. Walker misses 3-pt jump shot from 25 ft,70,60
265,3,9:26.0,,Offensive rebound by C. Zeller,70,60
266,3,9:16.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),70,63
267,3,8:52.0,Turnover by C. Paul (bad pass; steal by N. Batum),,70,63
268,3,8:48.0,,K. Walker misses 2-pt layup from 2 ft (block by P. Pierce),70,63
269,3,8:48.0,,Offensive rebound by Team,70,63
270,3,8:43.0,,C. Zeller makes 2-pt layup at rim (assist by N. Batum),70,65
271,3,8:26.0,Turnover by D. Jordan (bad pass),,70,65
272,3,8:13.0,,Turnover by N. Batum (traveling),70,65
273,3,8:01.0,J. Redick makes 2-pt jump shot from 18 ft (assist by P. Pierce),,72,65
274,3,7:57.0,,Charlotte full timeout,72,65
275,3,7:37.0,,P. Hairston makes 2-pt layup from 2 ft (assist by K. Walker),72,67
276,3,7:23.0,Turnover by Team (back court),,72,67
277,3,7:05.0,,P. Hairston misses 3-pt jump shot from 28 ft,72,67
278,3,7:04.0,Defensive rebound by D. Jordan,,72,67
279,3,6:54.0,Shooting foul by P. Hairston (drawn by D. Jordan),,72,67
280,3,6:54.0,D. Jordan makes free throw 1 of 2,,73,67
281,3,6:54.0,,J. Lamb enters the game for P. Hairston,73,67
282,3,6:54.0,W. Johnson enters the game for P. Pierce,,73,67
283,3,6:54.0,D. Jordan misses free throw 2 of 2,,73,67
284,3,6:52.0,,Defensive rebound by N. Batum,73,67
285,3,6:39.0,,N. Batum makes 2-pt jump shot from 13 ft,73,69
286,3,6:22.0,Shooting foul by N. Batum (drawn by D. Jordan),,73,69
287,3,6:22.0,D. Jordan makes free throw 1 of 2,,74,69
288,3,6:22.0,D. Jordan misses free throw 2 of 2,,74,69
289,3,6:22.0,,Defensive rebound by Team,74,69
290,3,6:10.0,,N. Batum makes 2-pt layup from 2 ft,74,71
291,3,6:10.0,,Shooting foul by W. Johnson (drawn by N. Batum),74,71
292,3,6:10.0,,N. Batum makes free throw 1 of 1,74,72
293,3,5:58.0,W. Johnson misses 3-pt jump shot from 25 ft,,74,72
294,3,5:56.0,,Defensive rebound by N. Batum,74,72
295,3,5:36.0,,J. Lamb misses 2-pt jump shot from 18 ft,74,72
296,3,5:35.0,,Offensive rebound by N. Batum,74,72
297,3,5:31.0,,M. Williams misses 3-pt jump shot from 22 ft,74,72
298,3,5:30.0,Defensive rebound by C. Paul,,74,72
299,3,5:23.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,77,72
300,3,5:07.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),77,74
301,3,4:58.0,LA Clippers full timeout,,77,74
302,3,4:58.0,,F. Kaminsky enters the game for M. Williams,77,74
303,3,4:46.0,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),,79,74
304,3,4:24.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,79,74
305,3,4:23.0,Defensive rebound by D. Jordan,,79,74
306,3,4:20.0,Turnover by C. Paul (lost ball; steal by C. Zeller),,79,74
307,3,4:17.0,,Personal foul by C. Paul (drawn by J. Lamb),79,74
308,3,4:05.0,,Shooting foul by J. Redick (drawn by J. Lamb),79,74
309,3,4:05.0,,J. Lamb makes free throw 1 of 2,79,75
310,3,4:05.0,,J. Lamb makes free throw 2 of 2,79,76
311,3,3:45.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,82,76
312,3,3:29.0,,J. Lamb makes 3-pt jump shot from 25 ft,82,79
313,3,3:07.0,J. Redick misses 2-pt jump shot from 19 ft,,82,79
314,3,3:05.0,,Defensive rebound by N. Batum,82,79
315,3,3:00.0,,Turnover by N. Batum (bad pass; steal by W. Johnson),82,79
316,3,2:48.0,Shooting foul by J. Lamb (drawn by C. Paul),,82,79
317,3,2:48.0,,Charlotte full timeout,82,79
318,3,2:48.0,J. Crawford enters the game for J. Redick,,82,79
319,3,2:48.0,,B. Roberts enters the game for C. Zeller,82,79
320,3,2:48.0,,T. Hansbrough enters the game for N. Batum,82,79
321,3,2:48.0,C. Paul misses free throw 1 of 2,,82,79
322,3,2:48.0,Offensive rebound by Team,,82,79
323,3,2:48.0,C. Paul makes free throw 2 of 2,,83,79
324,3,2:34.0,,Personal foul by L. Mbah a Moute (drawn by T. Hansbrough),83,79
325,3,2:34.0,A. Rivers enters the game for L. Mbah a Moute,,83,79
326,3,2:34.0,P. Prigioni enters the game for C. Paul,,83,79
327,3,2:18.0,,K. Walker misses 2-pt jump shot from 10 ft,83,79
328,3,2:17.0,,Offensive rebound by T. Hansbrough,83,79
329,3,2:04.0,,F. Kaminsky makes 2-pt layup from 1 ft,83,81
330,3,1:38.0,P. Prigioni makes 3-pt jump shot from 25 ft (assist by W. Johnson),,86,81
331,3,1:15.0,,K. Walker misses 2-pt jump shot from 10 ft,86,81
332,3,1:14.0,Defensive rebound by A. Rivers,,86,81
333,3,1:06.0,A. Rivers makes 2-pt jump shot from 7 ft,,88,81
334,3,0:47.0,,J. Lamb misses 2-pt layup from 2 ft (block by J. Crawford),88,81
335,3,0:46.0,,Offensive rebound by J. Lamb,88,81
336,3,0:46.0,,J. Lamb makes 2-pt layup from 2 ft,88,83
337,3,0:26.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by P. Prigioni),,91,83
338,3,0:26.0,Shooting foul by J. Lamb (drawn by J. Crawford),,91,83
339,3,0:26.0,C. Aldrich enters the game for D. Jordan,,91,83
340,3,0:26.0,J. Crawford makes free throw 1 of 1,,92,83
341,3,0:02.0,,F. Kaminsky misses 2-pt jump shot from 17 ft,92,83
342,3,0:01.0,,Offensive rebound by F. Kaminsky,92,83
343,3,0:00.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),92,86
344,4,11:53.0,Personal foul by N. Batum (drawn by A. Rivers),,92,86
345,4,11:44.0,A. Rivers makes 2-pt jump shot from 6 ft,,94,86
346,4,11:27.0,,J. Lamb makes 2-pt layup from 1 ft,94,88
347,4,11:14.0,W. Johnson misses 3-pt jump shot from 26 ft,,94,88
348,4,11:14.0,,Defensive rebound by Team,94,88
349,4,11:14.0,Loose ball foul by C. Aldrich (drawn by T. Hansbrough),,94,88
350,4,11:02.0,,Turnover by F. Kaminsky (traveling),94,88
351,4,10:47.0,A. Rivers misses 2-pt jump shot from 11 ft,,94,88
352,4,10:45.0,,Defensive rebound by J. Lamb,94,88
353,4,10:30.0,,B. Roberts makes 2-pt layup from 1 ft,94,90
354,4,10:16.0,J. Crawford misses 2-pt jump shot from 18 ft,,94,90
355,4,10:15.0,,Defensive rebound by J. Lamb,94,90
356,4,10:09.0,,J. Lamb makes 2-pt layup from 1 ft,94,92
357,4,10:09.0,,Shooting foul by C. Aldrich (drawn by J. Lamb),94,92
358,4,10:09.0,,J. Lamb makes free throw 1 of 1,94,93
359,4,9:55.0,W. Johnson makes 2-pt jump shot from 22 ft (assist by P. Prigioni),,96,93
360,4,9:38.0,,J. Lamb misses 2-pt jump shot from 15 ft,96,93
361,4,9:37.0,,Offensive rebound by T. Hansbrough,96,93
362,4,9:29.0,,Turnover by T. Hansbrough (lost ball; steal by A. Rivers),96,93
363,4,9:23.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by A. Rivers),,99,93
364,4,9:23.0,,Charlotte full timeout,99,93
365,4,9:03.0,,N. Batum misses 2-pt jump shot from 8 ft (block by W. Johnson),99,93
366,4,9:02.0,,Offensive rebound by T. Hansbrough,99,93
367,4,9:02.0,,Personal foul by P. Prigioni (drawn by T. Hansbrough),99,93
368,4,8:52.0,,Shooting foul by C. Aldrich (drawn by T. Hansbrough),99,93
369,4,8:52.0,,T. Hansbrough makes free throw 1 of 2,99,94
370,4,8:52.0,,T. Hansbrough misses free throw 2 of 2,99,94
371,4,8:51.0,Defensive rebound by C. Aldrich,,99,94
372,4,8:33.0,C. Aldrich makes 2-pt dunk at rim (assist by W. Johnson),,101,94
373,4,8:20.0,,F. Kaminsky misses 2-pt layup from 1 ft (block by C. Aldrich),101,94
374,4,8:18.0,Defensive rebound by A. Rivers,,101,94
375,4,8:00.0,P. Prigioni makes 2-pt layup from 2 ft,,103,94
376,4,7:49.0,,Def 3 sec tech foul by C. Aldrich,103,94
377,4,7:49.0,,N. Batum makes technical free throw,103,95
378,4,7:49.0,,C. Zeller enters the game for T. Hansbrough,103,95
379,4,7:44.0,,Turnover by F. Kaminsky (lost ball; steal by W. Johnson),103,95
380,4,7:34.0,A. Rivers misses 2-pt jump shot from 18 ft,,103,95
381,4,7:33.0,,Defensive rebound by N. Batum,103,95
