,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
32,1,8:02.0,,M. Ellis makes 2-pt jump shot from 19 ft (assist by G. Hill),7,9
33,1,7:38.0,K. Bryant misses 2-pt jump shot from 15 ft,,7,9
34,1,7:37.0,,Defensive rebound by M. Turner,7,9
35,1,7:28.0,,J. Hill makes 2-pt jump shot from 7 ft (assist by M. Ellis),7,11
36,1,7:14.0,J. Clarkson makes 2-pt jump shot from 19 ft,,9,11
37,1,6:59.0,,M. Ellis misses 3-pt jump shot from 27 ft,9,11
38,1,6:58.0,Defensive rebound by K. Bryant,,9,11
39,1,6:49.0,Shooting block foul by M. Turner (drawn by J. Randle),,9,11
40,1,6:49.0,J. Randle misses free throw 1 of 2,,9,11
41,1,6:49.0,Offensive rebound by Team,,9,11
42,1,6:49.0,J. Randle makes free throw 2 of 2,,10,11
43,1,6:37.0,,M. Ellis makes 2-pt jump shot from 18 ft,10,13
44,1,6:20.0,Shooting foul by G. Hill (drawn by K. Bryant),,10,13
45,1,6:20.0,K. Bryant misses free throw 1 of 2,,10,13
46,1,6:20.0,Offensive rebound by Team,,10,13
47,1,6:20.0,K. Bryant makes free throw 2 of 2,,11,13
48,1,6:08.0,,Shooting block foul by R. Sacre (drawn by M. Turner),11,13
49,1,6:08.0,,M. Turner makes free throw 1 of 2,11,14
50,1,6:08.0,B. Bass enters the game for R. Sacre,,11,14
51,1,6:08.0,D. Russell enters the game for L. Williams,,11,14
52,1,6:08.0,,M. Turner misses free throw 2 of 2,11,14
53,1,6:08.0,,Offensive rebound by J. Hill,11,14
54,1,6:02.0,,P. George makes 3-pt jump shot from 25 ft (assist by J. Hill),11,17
55,1,5:49.0,K. Bryant misses 3-pt jump shot from 26 ft,,11,17
56,1,5:49.0,,Defensive rebound by M. Turner,11,17
57,1,5:43.0,,Shooting block foul by J. Clarkson (drawn by P. George),11,17
58,1,5:43.0,,Indiana full timeout,11,17
59,1,5:43.0,,P. George misses free throw 1 of 2,11,17
60,1,5:43.0,,Offensive rebound by Team,11,17
61,1,5:43.0,,P. George makes free throw 2 of 2,11,18
62,1,5:33.0,K. Bryant misses 2-pt jump shot from 10 ft,,11,18
63,1,5:31.0,,Defensive rebound by J. Hill,11,18
64,1,5:27.0,,P. George misses 3-pt jump shot from 27 ft,11,18
65,1,5:25.0,Defensive rebound by J. Randle,,11,18
66,1,5:09.0,J. Randle makes 2-pt jump shot from 6 ft,,13,18
67,1,4:59.0,,Turnover by M. Ellis (bad pass; steal by D. Russell),13,18
68,1,4:48.0,D. Russell makes 2-pt jump shot from 17 ft (assist by B. Bass),,15,18
69,1,4:29.0,,M. Turner misses 2-pt jump shot from 19 ft,15,18
70,1,4:28.0,Defensive rebound by K. Bryant,,15,18
71,1,4:23.0,Personal foul by P. George (drawn by K. Bryant),,15,18
72,1,4:23.0,A. Brown enters the game for J. Clarkson,,15,18
73,1,4:16.0,D. Russell misses 2-pt jump shot from 19 ft,,15,18
74,1,4:16.0,,Defensive rebound by M. Turner,15,18
75,1,4:07.0,,P. George makes 2-pt layup from 2 ft,15,20
76,1,3:58.0,Shooting foul by J. Hill (drawn by K. Bryant),,15,20
77,1,3:58.0,K. Bryant makes free throw 1 of 2,,16,20
78,1,3:58.0,T. Black enters the game for J. Randle,,16,20
79,1,3:58.0,K. Bryant makes free throw 2 of 2,,17,20
80,1,3:41.0,,Shooting foul by T. Black (drawn by J. Hill),17,20
81,1,3:41.0,,J. Hill misses free throw 1 of 2,17,20
82,1,3:41.0,,Offensive rebound by Team,17,20
83,1,3:41.0,N. Young enters the game for K. Bryant,,17,20
84,1,3:41.0,,J. Hill makes free throw 2 of 2,17,21
85,1,3:30.0,N. Young misses 3-pt jump shot from 24 ft,,17,21
86,1,3:28.0,Offensive rebound by B. Bass,,17,21
87,1,3:24.0,N. Young misses 2-pt jump shot from 20 ft,,17,21
88,1,3:24.0,,Defensive rebound by M. Turner,17,21
89,1,3:15.0,,J. Hill misses 2-pt jump shot from 14 ft,17,21
90,1,3:14.0,Defensive rebound by D. Russell,,17,21
91,1,3:08.0,D. Russell misses 3-pt jump shot from 25 ft,,17,21
92,1,3:05.0,Offensive rebound by Team,,17,21
93,1,3:05.0,,L. Allen enters the game for M. Turner,17,21
94,1,3:05.0,,J. Young enters the game for G. Hill,17,21
95,1,2:52.0,B. Bass makes 2-pt dunk at rim (assist by D. Russell),,19,21
96,1,2:34.0,,P. George misses 2-pt layup from 1 ft,19,21
97,1,2:33.0,Defensive rebound by T. Black,,19,21
98,1,2:27.0,A. Brown makes 3-pt jump shot from 27 ft (assist by D. Russell),,22,21
99,1,2:11.0,,J. Young misses 3-pt jump shot from 24 ft,22,21
100,1,2:10.0,Defensive rebound by A. Brown,,22,21
101,1,1:55.0,T. Black misses 2-pt hook shot from 5 ft,,22,21
102,1,1:51.0,Offensive rebound by B. Bass,,22,21
103,1,1:51.0,LA Lakers full timeout,,22,21
104,1,1:51.0,,C. Miles enters the game for P. George,22,21
105,1,1:29.0,A. Brown misses 3-pt jump shot from 24 ft,,22,21
106,1,1:28.0,,Defensive rebound by J. Hill,22,21
107,1,1:12.0,,C. Miles misses 2-pt jump shot from 7 ft,22,21
108,1,1:09.0,,Offensive rebound by C. Miles,22,21
109,1,1:09.0,,C. Miles makes 2-pt layup at rim,22,23
110,1,0:49.0,D. Russell misses 2-pt jump shot from 9 ft,,22,23
111,1,0:48.0,,Defensive rebound by J. Hill,22,23
112,1,0:30.0,,Turnover by J. Young (bad pass; steal by B. Bass),22,23
113,1,0:23.0,D. Russell misses 2-pt jump shot from 6 ft,,22,23
114,1,0:22.0,Offensive rebound by D. Russell,,22,23
115,1,0:19.0,D. Russell misses 2-pt layup from 1 ft,,22,23
116,1,0:18.0,,Defensive rebound by J. Hill,22,23
117,1,0:00.0,,J. Young misses 2-pt jump shot from 19 ft,22,23
118,1,0:00.0,Defensive rebound by T. Black,,22,23
119,2,11:46.0,L. Williams misses 2-pt jump shot from 16 ft,,22,23
120,2,11:45.0,,Defensive rebound by C. Miles,22,23
121,2,11:30.0,,J. Young misses 3-pt jump shot from 26 ft,22,23
122,2,11:29.0,Defensive rebound by N. Young,,22,23
123,2,11:20.0,D. Russell misses 3-pt jump shot from 26 ft,,22,23
124,2,11:19.0,,Defensive rebound by L. Allen,22,23
125,2,11:04.0,,C. Miles misses 3-pt jump shot from 24 ft,22,23
126,2,11:03.0,Defensive rebound by T. Black,,22,23
127,2,10:49.0,N. Young misses 3-pt jump shot from 26 ft,,22,23
128,2,10:47.0,,Defensive rebound by G. Robinson,22,23
129,2,10:29.0,,Shooting foul by B. Bass (drawn by I. Mahinmi),22,23
130,2,10:29.0,,I. Mahinmi misses free throw 1 of 2,22,23
131,2,10:29.0,,Offensive rebound by Team,22,23
132,2,10:29.0,,I. Mahinmi makes free throw 2 of 2,22,24
133,2,10:20.0,L. Williams misses 3-pt jump shot from 26 ft,,22,24
134,2,10:19.0,,Defensive rebound by Team,22,24
135,2,10:01.0,,Personal foul by N. Young (drawn by C. Miles),22,24
136,2,9:53.0,,J. Young misses 2-pt jump shot from 21 ft,22,24
137,2,9:50.0,Defensive rebound by L. Williams,,22,24
138,2,9:44.0,Personal foul by G. Robinson,,22,24
139,2,9:35.0,B. Bass misses 2-pt jump shot from 18 ft,,22,24
140,2,9:33.0,,Defensive rebound by Team,22,24
141,2,9:19.0,,C. Miles misses 3-pt jump shot from 26 ft,22,24
142,2,9:18.0,Defensive rebound by T. Black,,22,24
143,2,9:10.0,Shooting foul by J. Young (drawn by L. Williams),,22,24
144,2,9:10.0,L. Williams makes free throw 1 of 3,,23,24
145,2,9:10.0,L. Williams makes free throw 2 of 3,,24,24
146,2,9:10.0,L. Williams makes free throw 3 of 3,,25,24
147,2,8:56.0,,Shooting foul by N. Young (drawn by L. Allen),25,24
148,2,8:56.0,Official timeout,,25,24
149,2,8:56.0,,L. Allen makes free throw 1 of 2,25,25
150,2,8:56.0,,L. Allen makes free throw 2 of 2,25,26
151,2,8:44.0,D. Russell misses 2-pt layup from 1 ft (block by I. Mahinmi),,25,26
152,2,8:44.0,,Defensive rebound by Team,25,26
153,2,8:31.0,,Shooting foul by T. Black (drawn by I. Mahinmi),25,26
154,2,8:31.0,,I. Mahinmi misses free throw 1 of 2,25,26
155,2,8:31.0,,Offensive rebound by Team,25,26
156,2,8:31.0,K. Bryant enters the game for N. Young,,25,26
157,2,8:31.0,,I. Mahinmi makes free throw 2 of 2,25,27
158,2,8:11.0,K. Bryant misses 2-pt jump shot from 20 ft,,25,27
159,2,8:10.0,,Defensive rebound by I. Mahinmi,25,27
160,2,8:03.0,,C. Miles misses 3-pt jump shot from 25 ft,25,27
161,2,8:02.0,Defensive rebound by D. Russell,,25,27
162,2,7:58.0,K. Bryant makes 2-pt layup at rim (assist by D. Russell),,27,27
163,2,7:43.0,,I. Mahinmi misses 2-pt layup from 1 ft,27,27
164,2,7:42.0,Defensive rebound by T. Black,,27,27
165,2,7:29.0,,G. Hill enters the game for J. Young,27,27
166,2,7:29.0,R. Sacre enters the game for T. Black,,27,27
167,2,7:29.0,J. Randle enters the game for B. Bass,,27,27
168,2,7:20.0,J. Randle makes 2-pt jump shot from 10 ft,,29,27
169,2,7:07.0,,G. Robinson misses 2-pt jump shot from 18 ft,29,27
170,2,7:05.0,,Offensive rebound by I. Mahinmi,29,27
171,2,7:05.0,,I. Mahinmi makes 2-pt layup at rim,29,29
172,2,6:53.0,Personal foul by G. Robinson,,29,29
173,2,6:53.0,,P. George enters the game for C. Miles,29,29
174,2,6:46.0,Turnover by J. Randle (lost ball),,29,29
175,2,6:42.0,,Indiana full timeout,29,29
176,2,6:42.0,,M. Turner enters the game for L. Allen,29,29
177,2,6:30.0,,Shooting block foul by R. Sacre (drawn by P. George),29,29
178,2,6:30.0,,P. George makes 2-pt jump shot from 10 ft,29,31
179,2,6:30.0,B. Bass enters the game for R. Sacre,,29,31
180,2,6:30.0,,P. George makes free throw 1 of 1,29,32
181,2,6:16.0,Turnover by L. Williams (bad pass; steal by G. Robinson),,29,32
182,2,6:13.0,,G. Robinson makes 2-pt dunk at rim,29,34
183,2,5:59.0,J. Randle misses 2-pt jump shot from 15 ft,,29,34
184,2,5:58.0,,Defensive rebound by G. Robinson,29,34
185,2,5:52.0,,G. Robinson misses 2-pt jump shot from 14 ft,29,34
186,2,5:51.0,Defensive rebound by J. Randle,,29,34
187,2,5:41.0,D. Russell makes 2-pt jump shot from 9 ft (assist by J. Randle),,31,34
188,2,5:26.0,,P. George makes 3-pt jump shot from 25 ft (assist by G. Hill),31,37
189,2,5:18.0,L. Williams misses 2-pt jump shot from 16 ft,,31,37
190,2,5:17.0,,Defensive rebound by P. George,31,37
191,2,5:10.0,,P. George misses 3-pt jump shot from 25 ft,31,37
192,2,5:10.0,Defensive rebound by J. Randle,,31,37
193,2,4:56.0,K. Bryant misses 2-pt jump shot from 13 ft,,31,37
194,2,4:56.0,,Defensive rebound by P. George,31,37
195,2,4:51.0,,G. Hill makes 2-pt layup from 1 ft,31,39
196,2,4:49.0,LA Lakers full timeout,,31,39
197,2,4:49.0,J. Clarkson enters the game for D. Russell,,31,39
198,2,4:49.0,,M. Ellis enters the game for G. Robinson,31,39
199,2,4:39.0,Turnover by J. Randle (bad pass; steal by G. Hill),,31,39
200,2,4:36.0,,G. Hill makes 2-pt layup at rim,31,41
201,2,4:19.0,K. Bryant misses 3-pt jump shot from 24 ft,,31,41
202,2,4:19.0,,Defensive rebound by M. Ellis,31,41
203,2,4:10.0,,P. George misses 2-pt jump shot from 17 ft,31,41
204,2,4:09.0,Defensive rebound by J. Randle,,31,41
205,2,4:00.0,J. Clarkson misses 3-pt jump shot from 23 ft,,31,41
206,2,3:59.0,,Defensive rebound by M. Turner,31,41
207,2,3:44.0,,M. Turner makes 2-pt jump shot from 10 ft (assist by P. George),31,43
208,2,3:26.0,J. Clarkson makes 2-pt jump shot from 11 ft,,33,43
209,2,3:11.0,,Shooting foul by J. Clarkson (drawn by G. Hill),33,43
210,2,3:11.0,,G. Hill makes free throw 1 of 2,33,44
211,2,3:11.0,D. Russell enters the game for J. Clarkson,,33,44
212,2,3:11.0,,G. Hill makes free throw 2 of 2,33,45
213,2,2:59.0,Turnover by D. Russell (traveling),,33,45
214,2,2:44.0,,G. Hill misses 2-pt layup from 2 ft (block by D. Russell),33,45
215,2,2:44.0,Defensive rebound by Team,,33,45
216,2,2:27.0,L. Williams misses 3-pt jump shot from 25 ft,,33,45
217,2,2:26.0,,Defensive rebound by P. George,33,45
218,2,2:22.0,,Turnover by P. George (lost ball; steal by D. Russell),33,45
219,2,2:15.0,D. Russell misses 3-pt jump shot from 22 ft,,33,45
220,2,2:14.0,,Defensive rebound by M. Turner,33,45
221,2,1:56.0,,Turnover by M. Turner (bad pass; steal by L. Williams),33,45
222,2,1:53.0,Turnover by L. Williams (lost ball; steal by M. Ellis),,33,45
223,2,1:45.0,,P. George misses 3-pt jump shot from 24 ft,33,45
224,2,1:44.0,Defensive rebound by J. Randle,,33,45
225,2,1:37.0,Shooting block foul by M. Turner (drawn by J. Randle),,33,45
226,2,1:37.0,J. Randle makes free throw 1 of 2,,34,45
227,2,1:37.0,J. Randle misses free throw 2 of 2,,34,45
228,2,1:37.0,,Defensive rebound by P. George,34,45
229,2,1:20.0,,G. Hill misses 2-pt jump shot from 16 ft,34,45
230,2,1:20.0,Defensive rebound by D. Russell,,34,45
231,2,1:17.0,Personal foul by I. Mahinmi (drawn by B. Bass),,34,45
232,2,1:17.0,B. Bass misses free throw 1 of 2,,34,45
233,2,1:17.0,Offensive rebound by Team,,34,45
234,2,1:17.0,,L. Allen enters the game for M. Turner,34,45
235,2,1:17.0,B. Bass makes free throw 2 of 2,,35,45
236,2,1:02.0,,Shooting foul by B. Bass (drawn by I. Mahinmi),35,45
237,2,1:02.0,,I. Mahinmi misses free throw 1 of 2,35,45
238,2,1:02.0,,Offensive rebound by Team,35,45
239,2,1:02.0,,I. Mahinmi makes free throw 2 of 2,35,46
240,2,0:50.0,K. Bryant makes 3-pt jump shot from 27 ft,,38,46
241,2,0:41.0,,G. Hill misses 3-pt jump shot from 25 ft,38,46
242,2,0:40.0,Defensive rebound by J. Randle,,38,46
243,2,0:22.0,Offensive foul by J. Randle (drawn by P. George),,38,46
244,2,0:22.0,Turnover by J. Randle (offensive foul),,38,46
245,2,0:22.0,,Indiana full timeout,38,46
246,2,0:01.0,,Turnover by P. George (bad pass; steal by B. Bass),38,46
247,2,0:00.0,D. Russell misses 3-pt jump shot from 47 ft (block by P. George),,38,46
248,2,0:00.0,Offensive rebound by Team,,38,46
249,3,11:45.0,Turnover by L. Williams (bad pass; steal by P. George),,38,46
250,3,11:26.0,,P. George misses 3-pt jump shot from 26 ft,38,46
251,3,11:25.0,Defensive rebound by J. Clarkson,,38,46
252,3,11:09.0,K. Bryant misses 2-pt jump shot from 21 ft,,38,46
253,3,11:08.0,,Defensive rebound by M. Turner,38,46
254,3,10:53.0,,M. Turner makes 2-pt layup from 1 ft (assist by P. George),38,48
255,3,10:32.0,J. Clarkson misses 2-pt jump shot from 19 ft,,38,48
256,3,10:30.0,,Defensive rebound by M. Turner,38,48
257,3,10:20.0,,Turnover by G. Hill (step out of bounds),38,48
258,3,10:08.0,L. Williams misses 2-pt layup at rim,,38,48
259,3,10:07.0,Offensive rebound by L. Williams,,38,48
260,3,10:07.0,L. Williams makes 2-pt layup at rim,,40,48
261,3,9:51.0,,P. George misses 3-pt jump shot from 26 ft,40,48
262,3,9:50.0,Defensive rebound by J. Randle,,40,48
263,3,9:43.0,Turnover by J. Randle (bad pass; steal by M. Ellis),,40,48
264,3,9:39.0,,M. Ellis makes 2-pt layup from 1 ft (assist by G. Hill),40,50
265,3,9:20.0,R. Sacre misses 2-pt jump shot from 9 ft,,40,50
266,3,9:19.0,,Defensive rebound by I. Mahinmi,40,50
267,3,9:09.0,,Shooting foul by R. Sacre (drawn by I. Mahinmi),40,50
268,3,9:09.0,,I. Mahinmi makes free throw 1 of 2,40,51
269,3,9:09.0,,I. Mahinmi makes free throw 2 of 2,40,52
270,3,8:55.0,Turnover by L. Williams (bad pass; steal by G. Hill),,40,52
271,3,8:51.0,,G. Hill makes 2-pt layup at rim,40,54
272,3,8:37.0,Shooting foul by M. Turner (drawn by L. Williams),,40,54
273,3,8:37.0,L. Williams makes 2-pt jump shot from 6 ft,,42,54
274,3,8:37.0,L. Williams makes free throw 1 of 1,,43,54
275,3,8:23.0,,G. Hill makes 3-pt jump shot from 22 ft (assist by I. Mahinmi),43,57
276,3,8:21.0,Turnover by J. Randle (bad pass; steal by G. Hill),,43,57
277,3,8:15.0,,G. Hill makes 3-pt jump shot from 22 ft,43,60
278,3,8:05.0,J. Clarkson misses 3-pt jump shot from 26 ft,,43,60
279,3,8:04.0,,Defensive rebound by M. Turner,43,60
280,3,8:02.0,,Turnover by M. Turner (bad pass),43,60
281,3,7:48.0,J. Clarkson makes 2-pt jump shot from 9 ft,,45,60
282,3,7:39.0,,M. Ellis misses 3-pt jump shot from 24 ft,45,60
283,3,7:38.0,Defensive rebound by J. Randle,,45,60
284,3,7:19.0,R. Sacre misses 2-pt jump shot from 17 ft,,45,60
285,3,7:19.0,,Defensive rebound by P. George,45,60
286,3,6:58.0,,Turnover by M. Ellis (bad pass; steal by J. Clarkson),45,60
287,3,6:50.0,L. Williams misses 3-pt jump shot from 24 ft,,45,60
288,3,6:48.0,Offensive rebound by J. Randle,,45,60
289,3,6:46.0,J. Randle misses 2-pt layup at rim,,45,60
290,3,6:45.0,,Defensive rebound by M. Turner,45,60
291,3,6:27.0,,G. Hill misses 3-pt jump shot from 26 ft,45,60
292,3,6:26.0,Defensive rebound by Team,,45,60
293,3,6:12.0,Turnover by J. Clarkson (lost ball),,45,60
294,3,6:03.0,,M. Ellis misses 3-pt jump shot from 24 ft,45,60
295,3,6:02.0,Defensive rebound by K. Bryant,,45,60
296,3,5:57.0,K. Bryant misses 3-pt jump shot from 25 ft,,45,60
297,3,5:55.0,,Defensive rebound by I. Mahinmi,45,60
298,3,5:46.0,,P. George misses 3-pt jump shot from 23 ft,45,60
299,3,5:45.0,Defensive rebound by J. Randle,,45,60
300,3,5:38.0,Shooting foul by P. George (drawn by L. Williams),,45,60
301,3,5:38.0,,Indiana full timeout,45,60
302,3,5:38.0,L. Williams makes free throw 1 of 2,,46,60
303,3,5:38.0,L. Williams makes free throw 2 of 2,,47,60
304,3,5:19.0,,P. George misses 2-pt jump shot from 15 ft,47,60
305,3,5:18.0,Defensive rebound by J. Randle,,47,60
306,3,5:09.0,J. Randle misses 2-pt jump shot from 3 ft,,47,60
307,3,5:08.0,,Defensive rebound by M. Ellis,47,60
308,3,4:58.0,,I. Mahinmi makes 2-pt layup at rim (assist by G. Hill),47,62
309,3,4:42.0,J. Clarkson misses 2-pt jump shot from 5 ft,,47,62
310,3,4:42.0,,Defensive rebound by I. Mahinmi,47,62
311,3,4:27.0,,Turnover by P. George (bad pass; steal by J. Clarkson),47,62
312,3,4:21.0,L. Williams misses 3-pt jump shot from 25 ft,,47,62
313,3,4:19.0,,Defensive rebound by P. George,47,62
314,3,4:05.0,,I. Mahinmi makes 2-pt hook shot from 4 ft,47,64
315,3,3:50.0,Personal foul by I. Mahinmi (drawn by K. Bryant),,47,64
316,3,3:50.0,,J. Hill enters the game for I. Mahinmi,47,64
317,3,3:50.0,B. Bass enters the game for R. Sacre,,47,64
318,3,3:50.0,D. Russell enters the game for L. Williams,,47,64
319,3,3:38.0,K. Bryant misses 3-pt jump shot from 35 ft,,47,64
320,3,3:38.0,,Defensive rebound by G. Hill,47,64
321,3,3:21.0,,Turnover by P. George (bad pass; steal by D. Russell),47,64
322,3,3:13.0,B. Bass misses 2-pt jump shot from 12 ft,,47,64
323,3,3:12.0,Offensive rebound by B. Bass,,47,64
324,3,3:08.0,K. Bryant misses 2-pt jump shot from 14 ft,,47,64
325,3,3:05.0,Offensive rebound by J. Clarkson,,47,64
326,3,3:04.0,Shooting foul by P. George (drawn by J. Clarkson),,47,64
327,3,3:04.0,J. Clarkson makes free throw 1 of 2,,48,64
328,3,3:04.0,,L. Allen enters the game for M. Turner,48,64
329,3,3:04.0,,C. Miles enters the game for P. George,48,64
330,3,3:04.0,J. Clarkson makes free throw 2 of 2,,49,64
331,3,2:49.0,,M. Ellis misses 3-pt jump shot from 26 ft,49,64
332,3,2:48.0,Defensive rebound by J. Randle,,49,64
333,3,2:36.0,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,52,64
334,3,2:15.0,,Turnover by J. Hill (traveling),52,64
335,3,2:15.0,LA Lakers full timeout,,52,64
336,3,2:15.0,,G. Robinson enters the game for M. Ellis,52,64
337,3,2:01.0,Shooting foul by J. Hill (drawn by J. Randle),,52,64
338,3,2:01.0,J. Randle makes free throw 1 of 2,,53,64
339,3,2:01.0,J. Randle makes free throw 2 of 2,,54,64
340,3,1:39.0,,C. Miles misses 3-pt jump shot from 26 ft,54,64
341,3,1:36.0,,Offensive rebound by G. Robinson,54,64
342,3,1:36.0,,G. Robinson misses 2-pt layup from 1 ft,54,64
343,3,1:36.0,Defensive rebound by K. Bryant,,54,64
344,3,1:33.0,D. Russell makes 2-pt layup from 1 ft,,56,64
345,3,1:33.0,Shooting foul by C. Miles (drawn by D. Russell),,56,64
346,3,1:33.0,D. Russell makes free throw 1 of 1,,57,64
347,3,1:15.0,,J. Hill misses 2-pt hook shot from 5 ft,57,64
348,3,1:15.0,Defensive rebound by J. Randle,,57,64
349,3,0:56.0,J. Clarkson makes 2-pt jump shot from 17 ft,,59,64
350,3,0:44.0,,Personal foul by J. Clarkson (drawn by G. Hill),59,64
351,3,0:31.0,,Turnover by G. Hill (lost ball; steal by D. Russell),59,64
352,3,0:22.0,D. Russell misses 2-pt jump shot from 15 ft,,59,64
353,3,0:21.0,Offensive rebound by J. Randle,,59,64
354,3,0:03.0,K. Bryant misses 3-pt jump shot from 27 ft,,59,64
355,3,0:02.0,,Defensive rebound by G. Robinson,59,64
356,4,11:40.0,,Personal block foul by T. Black,59,64
357,4,11:26.0,,G. Robinson misses 2-pt jump shot from 20 ft,59,64
358,4,11:25.0,Defensive rebound by N. Young,,59,64
359,4,11:02.0,B. Bass misses 2-pt jump shot from 15 ft,,59,64
360,4,11:02.0,,Defensive rebound by C. Miles,59,64
361,4,10:48.0,,J. Young makes 2-pt jump shot from 19 ft,59,66
362,4,10:22.0,D. Russell misses 2-pt layup from 1 ft (block by L. Allen),,59,66
363,4,10:21.0,,Defensive rebound by L. Allen,59,66
364,4,10:05.0,,J. Hill misses 2-pt layup at rim,59,66
365,4,10:05.0,Defensive rebound by B. Bass,,59,66
366,4,9:54.0,B. Bass makes 2-pt jump shot from 4 ft (assist by D. Russell),,61,66
367,4,9:39.0,,G. Robinson misses 2-pt layup from 1 ft (block by T. Black),61,66
368,4,9:37.0,Defensive rebound by D. Russell,,61,66
369,4,9:35.0,Shooting block foul by C. Miles (drawn by D. Russell),,61,66
370,4,9:35.0,D. Russell makes free throw 1 of 2,,62,66
371,4,9:35.0,D. Russell misses free throw 2 of 2,,62,66
372,4,9:35.0,,Defensive rebound by J. Hill,62,66
373,4,9:15.0,,C. Miles misses 2-pt jump shot from 8 ft,62,66
374,4,9:14.0,,Offensive rebound by G. Robinson,62,66
375,4,9:10.0,,G. Robinson makes 2-pt jump shot from 3 ft,62,68
376,4,8:57.0,J. Clarkson misses 2-pt jump shot from 16 ft,,62,68
377,4,8:56.0,,Defensive rebound by G. Robinson,62,68
378,4,8:51.0,,Shooting foul by B. Bass (drawn by C. Miles),62,68
379,4,8:51.0,Official timeout,,62,68
380,4,8:51.0,,P. George enters the game for G. Robinson,62,68
381,4,8:51.0,,C. Miles misses free throw 1 of 2,62,68
382,4,8:51.0,,Offensive rebound by Team,62,68
383,4,8:51.0,,C. Miles makes free throw 2 of 2,62,69
384,4,8:36.0,N. Young makes 2-pt jump shot from 19 ft (assist by B. Bass),,64,69
385,4,8:13.0,,J. Hill makes 2-pt jump shot from 4 ft,64,71
386,4,7:47.0,Shooting foul by L. Allen (drawn by B. Bass),,64,71
387,4,7:47.0,B. Bass makes free throw 1 of 2,,65,71
388,4,7:47.0,B. Bass makes free throw 2 of 2,,66,71
389,4,7:33.0,,Turnover by P. George (bad pass),66,71
390,4,7:20.0,N. Young misses 3-pt jump shot from 25 ft,,66,71
391,4,7:19.0,Offensive rebound by B. Bass,,66,71
392,4,7:15.0,N. Young misses 3-pt jump shot from 25 ft,,66,71
393,4,7:14.0,,Defensive rebound by C. Miles,66,71
394,4,7:14.0,Loose ball foul by B. Bass (drawn by C. Miles),,66,71
395,4,7:14.0,,M. Turner enters the game for L. Allen,66,71
396,4,7:05.0,,J. Young misses 2-pt jump shot from 6 ft,66,71
397,4,7:04.0,,Offensive rebound by J. Hill,66,71
398,4,7:01.0,,J. Hill makes 2-pt layup at rim,66,73
399,4,6:36.0,J. Clarkson misses 2-pt layup at rim,,66,73
400,4,6:36.0,,Defensive rebound by P. George,66,73
401,4,6:22.0,,J. Hill misses 2-pt jump shot from 12 ft,66,73
402,4,6:20.0,Defensive rebound by N. Young,,66,73
403,4,6:08.0,D. Russell makes 2-pt jump shot from 18 ft,,68,73
