,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
0,1,11:40.0,,L. Scola makes 2-pt layup from 1 ft (assist by D. DeRozan),0,2
1,1,11:26.0,A. Bradley misses 3-pt jump shot from 24 ft,,0,2
2,1,11:25.0,Offensive rebound by A. Bradley,,0,2
3,1,11:20.0,J. Sullinger makes 2-pt layup from 1 ft (assist by A. Bradley),,2,2
4,1,10:52.0,,N. Powell makes 3-pt jump shot from 24 ft (assist by K. Lowry),2,5
5,1,10:40.0,Turnover by J. Sullinger (bad pass),,2,5
6,1,10:24.0,,K. Lowry makes 2-pt jump shot from 19 ft (assist by B. Biyombo),2,7
7,1,10:12.0,Turnover by J. Sullinger (bad pass),,2,7
8,1,10:02.0,,L. Scola makes 3-pt jump shot from 26 ft (assist by D. DeRozan),2,10
9,1,9:43.0,Personal foul by B. Biyombo,,2,10
10,1,9:34.0,I. Thomas makes 2-pt jump shot from 15 ft,,4,10
11,1,9:08.0,,Turnover by Team (shot clock),4,10
12,1,8:56.0,A. Bradley makes 2-pt layup from 2 ft,,6,10
13,1,8:29.0,,D. DeRozan makes 3-pt jump shot from 26 ft (assist by K. Lowry),6,13
14,1,8:16.0,J. Sullinger makes 2-pt jump shot from 20 ft (assist by I. Thomas),,8,13
15,1,8:03.0,,L. Scola misses 3-pt jump shot from 25 ft,8,13
16,1,8:02.0,,Offensive rebound by B. Biyombo,8,13
17,1,8:00.0,,B. Biyombo misses 2-pt layup from 3 ft,8,13
18,1,7:57.0,,Offensive rebound by B. Biyombo,8,13
19,1,7:46.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),8,16
20,1,7:35.0,Turnover by A. Johnson (bad pass),,8,16
21,1,7:35.0,Boston full timeout,,8,16
22,1,7:13.0,,L. Scola makes 2-pt hook shot from 3 ft (assist by D. DeRozan),8,18
23,1,6:58.0,A. Johnson misses 2-pt hook shot from 6 ft,,8,18
24,1,6:57.0,,Defensive rebound by L. Scola,8,18
25,1,6:40.0,,L. Scola misses 2-pt jump shot from 9 ft,8,18
26,1,6:40.0,Defensive rebound by J. Sullinger,,8,18
27,1,6:33.0,A. Bradley misses 3-pt jump shot from 24 ft,,8,18
28,1,6:31.0,,Defensive rebound by N. Powell,8,18
29,1,6:20.0,,L. Scola makes 3-pt jump shot from 23 ft (assist by K. Lowry),8,21
30,1,6:07.0,Personal foul by B. Biyombo,,8,21
31,1,6:07.0,M. Smart enters the game for E. Turner,,8,21
32,1,6:07.0,K. Olynyk enters the game for A. Johnson,,8,21
33,1,6:07.0,J. Mickey enters the game for J. Sullinger,,8,21
