,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
37,1,7:24.0,Turnover by D. Motiejūnas (bad pass; steal by D. DeRozan),,10,8
38,1,7:18.0,,L. Scola makes 2-pt layup at rim (assist by D. DeRozan),10,10
39,1,7:01.0,D. Howard makes 2-pt layup from 1 ft,,12,10
40,1,6:50.0,,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by J. Johnson),12,12
41,1,6:37.0,J. Harden makes 2-pt hook shot from 1 ft,,14,12
42,1,6:30.0,,J. Johnson makes 2-pt layup from 2 ft (assist by D. DeRozan),14,14
43,1,6:26.0,Houston full timeout,,14,14
44,1,6:13.0,D. Howard misses 2-pt jump shot from 6 ft (block by J. Valančiūnas),,14,14
45,1,6:13.0,,Defensive rebound by J. Valančiūnas,14,14
46,1,6:13.0,,Turnover by J. Johnson (lost ball),14,14
47,1,6:01.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by D. Motiejūnas),,17,14
48,1,5:37.0,,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by D. DeRozan),17,16
49,1,5:25.0,P. Beverley misses 2-pt jump shot from 3 ft,,17,16
50,1,5:24.0,,Defensive rebound by J. Valančiūnas,17,16
51,1,5:08.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by K. Lowry),17,19
52,1,4:54.0,T. Ariza misses 3-pt jump shot from 24 ft,,17,19
53,1,4:54.0,,Defensive rebound by J. Johnson,17,19
54,1,4:46.0,,L. Scola makes 2-pt layup from 1 ft (assist by K. Lowry),17,21
55,1,4:27.0,D. Motiejūnas misses 2-pt layup from 2 ft,,17,21
56,1,4:26.0,Offensive rebound by D. Howard,,17,21
57,1,4:25.0,Shooting foul by J. Valančiūnas (drawn by D. Howard),,17,21
58,1,4:25.0,D. Howard misses free throw 1 of 2,,17,21
59,1,4:25.0,Offensive rebound by Team,,17,21
60,1,4:25.0,J. Terry enters the game for P. Beverley,,17,21
61,1,4:25.0,M. Harrell enters the game for D. Motiejūnas,,17,21
62,1,4:25.0,,B. Biyombo enters the game for J. Valančiūnas,17,21
63,1,4:25.0,D. Howard makes free throw 2 of 2,,18,21
64,1,4:09.0,,L. Scola misses 2-pt hook shot from 7 ft,18,21
65,1,4:08.0,Defensive rebound by D. Howard,,18,21
66,1,3:57.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,20,21
67,1,3:34.0,,L. Scola makes 2-pt hook shot from 6 ft,20,23
68,1,3:19.0,T. Ariza misses 3-pt jump shot from 22 ft,,20,23
69,1,3:19.0,,Defensive rebound by B. Biyombo,20,23
70,1,3:15.0,,Personal foul by M. Harrell (drawn by L. Scola),20,23
71,1,3:15.0,,C. Joseph enters the game for K. Lowry,20,23
72,1,3:15.0,C. Capela enters the game for D. Howard,,20,23
73,1,2:58.0,,L. Scola makes 3-pt jump shot from 22 ft (assist by C. Joseph),20,26
74,1,2:45.0,Shooting block foul by L. Scola (drawn by C. Capela),,20,26
75,1,2:45.0,,Toronto full timeout,20,26
76,1,2:45.0,,P. Patterson enters the game for L. Scola,20,26
77,1,2:45.0,C. Brewer enters the game for T. Ariza,,20,26
78,1,2:45.0,C. Capela misses free throw 1 of 2,,20,26
79,1,2:45.0,Offensive rebound by Team,,20,26
80,1,2:45.0,C. Capela makes free throw 2 of 2,,21,26
81,1,2:33.0,,D. DeRozan misses 2-pt jump shot from 7 ft,21,26
82,1,2:33.0,Defensive rebound by J. Harden,,21,26
83,1,2:22.0,J. Terry misses 2-pt jump shot from 3 ft,,21,26
84,1,2:22.0,Offensive rebound by C. Capela,,21,26
85,1,2:18.0,C. Capela misses 2-pt hook shot from 3 ft,,21,26
86,1,2:18.0,,Defensive rebound by B. Biyombo,21,26
87,1,2:06.0,,D. DeRozan misses 3-pt jump shot from 24 ft,21,26
88,1,2:06.0,Defensive rebound by C. Brewer,,21,26
89,1,2:00.0,Turnover by C. Brewer (bad pass; steal by J. Johnson),,21,26
90,1,1:55.0,,C. Joseph makes 2-pt layup from 2 ft (assist by J. Johnson),21,28
91,1,1:27.0,J. Harden misses 3-pt jump shot from 24 ft,,21,28
92,1,1:27.0,,Defensive rebound by D. DeRozan,21,28
93,1,1:21.0,Offensive charge foul by D. DeRozan (drawn by C. Capela),,21,28
94,1,1:21.0,,Turnover by D. DeRozan (offensive foul),21,28
95,1,1:21.0,,T. Ross enters the game for J. Johnson,21,28
96,1,1:14.0,,Violation by D. DeRozan (kicked ball),21,28
97,1,1:07.0,Personal block foul by D. DeRozan (drawn by J. Harden),,21,28
98,1,1:07.0,J. Harden makes free throw 1 of 2,,22,28
99,1,1:07.0,,N. Powell enters the game for D. DeRozan,22,28
100,1,1:07.0,J. Harden makes free throw 2 of 2,,23,28
101,1,0:48.0,,T. Ross misses 2-pt jump shot from 16 ft,23,28
102,1,0:47.0,,Offensive rebound by Team,23,28
103,1,0:46.0,,Turnover by B. Biyombo (offensive foul),23,28
104,1,0:46.0,,Offensive foul by B. Biyombo (drawn by C. Brewer),23,28
105,1,0:33.0,C. Brewer misses 2-pt layup from 2 ft,,23,28
106,1,0:32.0,Offensive rebound by M. Harrell,,23,28
107,1,0:32.0,M. Harrell misses 2-pt layup from 2 ft,,23,28
108,1,0:31.0,Offensive rebound by C. Capela,,23,28
109,1,0:30.0,Shooting foul by C. Joseph (drawn by C. Capela),,23,28
110,1,0:30.0,C. Capela makes free throw 1 of 2,,24,28
111,1,0:30.0,T. Ariza enters the game for J. Terry,,24,28
112,1,0:30.0,C. Capela misses free throw 2 of 2,,24,28
113,1,0:30.0,,Defensive rebound by T. Ross,24,28
114,1,0:18.0,,Personal foul by J. Harden (drawn by T. Ross),24,28
115,1,0:18.0,,T. Ross makes free throw 1 of 2,24,29
116,1,0:18.0,J. Terry enters the game for C. Brewer,,24,29
117,1,0:18.0,P. Beverley enters the game for M. Harrell,,24,29
118,1,0:18.0,,K. Lowry enters the game for P. Patterson,24,29
119,1,0:18.0,,T. Ross makes free throw 2 of 2,24,30
120,1,0:04.0,T. Ariza makes 2-pt jump shot from 17 ft (assist by C. Capela),,26,30
121,1,0:00.0,,C. Joseph misses 3-pt jump shot from 40 ft,26,30
122,1,0:00.0,,Offensive rebound by Team,26,30
123,2,11:45.0,,T. Ross misses 3-pt jump shot from 24 ft,26,30
124,2,11:42.0,Defensive rebound by P. Beverley,,26,30
125,2,11:25.0,P. Beverley misses 3-pt jump shot from 24 ft,,26,30
126,2,11:24.0,,Defensive rebound by B. Biyombo,26,30
127,2,11:15.0,,T. Ross misses 2-pt jump shot from 16 ft,26,30
128,2,11:14.0,Defensive rebound by P. Beverley,,26,30
129,2,11:08.0,C. Brewer misses 2-pt layup from 2 ft,,26,30
130,2,11:08.0,Offensive rebound by D. Motiejūnas,,26,30
131,2,11:08.0,Personal foul by C. Joseph (drawn by D. Motiejūnas),,26,30
132,2,10:59.0,D. Howard misses 2-pt layup from 2 ft,,26,30
133,2,10:59.0,Offensive rebound by Team,,26,30
134,2,10:47.0,C. Brewer makes 2-pt jump shot from 16 ft,,28,30
135,2,10:25.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Lowry),28,33
136,2,10:15.0,Turnover by C. Brewer (lost ball; steal by T. Ross),,28,33
137,2,10:10.0,,T. Ross makes 2-pt dunk at rim (assist by B. Biyombo),28,35
138,2,9:56.0,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Terry),,30,35
139,2,9:44.0,,P. Patterson misses 3-pt jump shot from 23 ft,30,35
140,2,9:43.0,Defensive rebound by P. Beverley,,30,35
141,2,9:37.0,C. Brewer misses 2-pt jump shot from 4 ft,,30,35
142,2,9:36.0,,Defensive rebound by C. Joseph,30,35
143,2,9:28.0,,T. Ross misses 3-pt jump shot from 22 ft,30,35
144,2,9:28.0,,Offensive rebound by B. Biyombo,30,35
145,2,9:20.0,,K. Lowry makes 2-pt jump shot from 21 ft,30,37
146,2,8:57.0,D. Howard misses 2-pt hook shot at rim,,30,37
147,2,8:56.0,,Defensive rebound by P. Patterson,30,37
148,2,8:47.0,,C. Joseph misses 3-pt jump shot from 24 ft,30,37
149,2,8:47.0,,Offensive rebound by P. Patterson,30,37
150,2,8:47.0,,P. Patterson makes 2-pt layup from 1 ft,30,39
151,2,8:47.0,Houston full timeout,,30,39
152,2,8:47.0,,N. Powell enters the game for C. Joseph,30,39
153,2,8:47.0,T. Ariza enters the game for C. Brewer,,30,39
154,2,8:27.0,Shooting foul by K. Lowry (drawn by D. Motiejūnas),,30,39
155,2,8:27.0,D. Motiejūnas makes free throw 1 of 2,,31,39
156,2,8:27.0,D. Motiejūnas misses free throw 2 of 2,,31,39
157,2,8:26.0,,Defensive rebound by B. Biyombo,31,39
158,2,8:09.0,,P. Patterson misses 3-pt jump shot from 24 ft,31,39
159,2,8:08.0,Defensive rebound by D. Howard,,31,39
160,2,7:58.0,J. Terry misses 2-pt layup from 1 ft,,31,39
161,2,7:57.0,,Defensive rebound by T. Ross,31,39
162,2,7:50.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by T. Ross),31,42
163,2,7:34.0,T. Ariza misses 2-pt layup from 2 ft (block by N. Powell),,31,42
164,2,7:33.0,Offensive rebound by P. Beverley,,31,42
165,2,7:28.0,J. Terry misses 3-pt jump shot from 23 ft,,31,42
166,2,7:27.0,,Defensive rebound by B. Biyombo,31,42
167,2,7:14.0,,N. Powell makes 2-pt jump shot from 18 ft (assist by P. Patterson),31,44
168,2,6:58.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,31,44
169,2,6:57.0,,Defensive rebound by K. Lowry,31,44
170,2,6:50.0,,N. Powell misses 3-pt jump shot from 23 ft,31,44
171,2,6:49.0,Defensive rebound by D. Motiejūnas,,31,44
172,2,6:41.0,,Flagrant foul type 1 by D. Howard (drawn by K. Lowry),31,44
173,2,6:41.0,Turnover by D. Howard (offensive foul),,31,44
174,2,6:41.0,Technical foul by Team,,31,44
175,2,6:41.0,,K. Lowry makes technical free throw,31,45
176,2,6:41.0,,K. Lowry makes flagrant free throw 1 of 2,31,46
177,2,6:41.0,,K. Lowry misses flagrant free throw 2 of 2,31,46
178,2,6:41.0,,Offensive rebound by Team,31,46
179,2,6:41.0,J. Harden enters the game for J. Terry,,31,46
180,2,6:41.0,,J. Johnson enters the game for B. Biyombo,31,46
181,2,6:41.0,,J. Valančiūnas enters the game for N. Powell,31,46
182,2,6:28.0,,Turnover by J. Valančiūnas (traveling),31,46
183,2,6:20.0,J. Harden misses 2-pt jump shot from 4 ft,,31,46
184,2,6:19.0,,Defensive rebound by J. Valančiūnas,31,46
185,2,6:13.0,,K. Lowry makes 3-pt jump shot from 24 ft,31,49
186,2,5:56.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,34,49
187,2,5:36.0,,T. Ross misses 3-pt jump shot from 24 ft,34,49
188,2,5:35.0,Defensive rebound by D. Howard,,34,49
189,2,5:29.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,36,49
190,2,5:29.0,Shooting foul by J. Johnson (drawn by D. Howard),,36,49
191,2,5:29.0,Official timeout,,36,49
192,2,5:29.0,,L. Scola enters the game for P. Patterson,36,49
193,2,5:29.0,,D. DeRozan enters the game for T. Ross,36,49
194,2,5:29.0,D. Howard makes free throw 1 of 1,,37,49
195,2,5:13.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),37,51
196,2,4:49.0,Turnover by T. Ariza (traveling),,37,51
197,2,4:36.0,,Turnover by D. DeRozan (bad pass; steal by T. Ariza),37,51
198,2,4:28.0,J. Harden misses 3-pt jump shot from 25 ft,,37,51
199,2,4:27.0,,Defensive rebound by J. Valančiūnas,37,51
200,2,4:21.0,,L. Scola makes 2-pt layup from 2 ft (assist by K. Lowry),37,53
201,2,4:10.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,39,53
202,2,3:54.0,,J. Valančiūnas misses 2-pt layup from 2 ft (block by D. Howard),39,53
203,2,3:54.0,,Offensive rebound by Team,39,53
204,2,3:44.0,,L. Scola makes 3-pt jump shot from 22 ft (assist by K. Lowry),39,56
205,2,3:31.0,Shooting foul by J. Johnson (drawn by J. Harden),,39,56
206,2,3:31.0,J. Harden makes free throw 1 of 3,,40,56
207,2,3:31.0,J. Harden makes free throw 2 of 3,,41,56
208,2,3:31.0,,C. Joseph enters the game for K. Lowry,41,56
209,2,3:31.0,C. Brewer enters the game for D. Motiejūnas,,41,56
210,2,3:31.0,J. Harden makes free throw 3 of 3,,42,56
211,2,3:11.0,,Turnover by J. Johnson (bad pass; steal by P. Beverley),42,56
212,2,3:07.0,Shooting foul by L. Scola (drawn by J. Harden),,42,56
213,2,3:07.0,J. Harden makes free throw 1 of 2,,43,56
214,2,3:07.0,,P. Patterson enters the game for L. Scola,43,56
215,2,3:07.0,J. Harden misses free throw 2 of 2,,43,56
216,2,3:06.0,,Defensive rebound by J. Valančiūnas,43,56
217,2,3:00.0,,Toronto full timeout,43,56
218,2,2:48.0,,D. DeRozan makes 2-pt jump shot from 15 ft,43,58
219,2,2:24.0,C. Brewer misses 2-pt jump shot from 4 ft (block by J. Valančiūnas),,43,58
220,2,2:23.0,,Defensive rebound by C. Joseph,43,58
221,2,2:16.0,,P. Patterson misses 3-pt jump shot from 23 ft,43,58
222,2,2:16.0,Defensive rebound by T. Ariza,,43,58
223,2,2:04.0,C. Brewer misses 3-pt jump shot from 23 ft,,43,58
224,2,2:03.0,,Defensive rebound by J. Valančiūnas,43,58
225,2,2:03.0,,Personal foul by J. Harden (drawn by J. Valančiūnas),43,58
226,2,1:43.0,,J. Valančiūnas misses 2-pt jump shot from 3 ft (block by D. Howard),43,58
227,2,1:41.0,Defensive rebound by P. Beverley,,43,58
228,2,1:36.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Harden),,46,58
229,2,1:10.0,,Personal foul by P. Beverley (drawn by C. Joseph),46,58
230,2,0:55.0,,D. DeRozan misses 2-pt jump shot from 8 ft,46,58
231,2,0:54.0,Defensive rebound by J. Harden,,46,58
232,2,0:48.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by T. Ariza),,49,58
233,2,0:45.0,,Toronto full timeout,49,58
234,2,0:25.0,,C. Joseph makes 3-pt jump shot from 22 ft (assist by D. DeRozan),49,61
235,2,0:06.0,D. Howard makes 2-pt dunk at rim (assist by P. Beverley),,51,61
236,3,11:36.0,,Turnover by Team (shot clock),51,61
237,3,11:15.0,P. Beverley misses 2-pt jump shot from 7 ft,,51,61
238,3,11:14.0,,Defensive rebound by Team,51,61
239,3,10:54.0,,Turnover by J. Johnson (lost ball; steal by D. Howard),51,61
240,3,10:51.0,Turnover by D. Motiejūnas (lost ball; steal by K. Lowry),,51,61
241,3,10:43.0,,L. Scola makes 2-pt layup from 2 ft (assist by K. Lowry),51,63
242,3,10:30.0,D. Motiejūnas misses 2-pt layup from 1 ft,,51,63
243,3,10:29.0,,Defensive rebound by L. Scola,51,63
244,3,10:25.0,,D. DeRozan makes 2-pt layup from 1 ft,51,65
245,3,10:25.0,,Shooting foul by J. Harden (drawn by D. DeRozan),51,65
246,3,10:25.0,,D. DeRozan misses free throw 1 of 1,51,65
247,3,10:24.0,Defensive rebound by D. Motiejūnas,,51,65
248,3,10:12.0,P. Beverley misses 2-pt jump shot from 4 ft (block by J. Johnson),,51,65
249,3,10:11.0,,Defensive rebound by L. Scola,51,65
250,3,10:10.0,,Shooting foul by D. Motiejūnas (drawn by D. DeRozan),51,65
251,3,10:10.0,,D. DeRozan makes free throw 1 of 2,51,66
252,3,10:10.0,,D. DeRozan makes free throw 2 of 2,51,67
253,3,9:50.0,J. Harden makes 2-pt hook shot from 7 ft,,53,67
254,3,9:28.0,,D. DeRozan misses 2-pt jump shot from 11 ft,53,67
255,3,9:28.0,Defensive rebound by Team,,53,67
256,3,9:28.0,Personal foul by D. DeRozan (drawn by D. Motiejūnas),,53,67
257,3,9:18.0,J. Harden makes 2-pt jump shot from 7 ft,,55,67
258,3,8:52.0,,K. Lowry makes 3-pt jump shot from 25 ft,55,70
259,3,8:35.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,55,70
260,3,8:34.0,,Defensive rebound by D. DeRozan,55,70
261,3,8:26.0,,Turnover by K. Lowry (bad pass; steal by T. Ariza),55,70
262,3,8:18.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,57,70
263,3,8:00.0,,Shooting foul by J. Harden (drawn by D. DeRozan),57,70
264,3,8:00.0,,D. DeRozan makes free throw 1 of 2,57,71
265,3,8:00.0,C. Brewer enters the game for D. Motiejūnas,,57,71
266,3,8:00.0,,D. DeRozan makes free throw 2 of 2,57,72
267,3,7:53.0,Def 3 sec tech foul by J. Valančiūnas,,57,72
268,3,7:53.0,J. Harden makes technical free throw,,58,72
269,3,7:43.0,C. Brewer makes 2-pt jump shot from 18 ft (assist by J. Harden),,60,72
270,3,7:24.0,,Shooting foul by D. Howard (drawn by D. DeRozan),60,72
271,3,7:24.0,,D. DeRozan makes free throw 1 of 2,60,73
272,3,7:24.0,,D. DeRozan makes free throw 2 of 2,60,74
273,3,7:05.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by D. Howard),,63,74
274,3,6:45.0,,L. Scola makes 2-pt hook shot from 3 ft (assist by J. Johnson),63,76
275,3,6:37.0,J. Harden makes 2-pt layup from 2 ft,,65,76
276,3,6:37.0,Shooting foul by K. Lowry (drawn by J. Harden),,65,76
277,3,6:37.0,J. Harden makes free throw 1 of 1,,66,76
278,3,6:20.0,,J. Johnson misses 3-pt jump shot from 24 ft,66,76
279,3,6:18.0,Defensive rebound by D. Howard,,66,76
280,3,6:17.0,Turnover by D. Howard (bad pass; steal by K. Lowry),,66,76
281,3,6:11.0,,K. Lowry misses 3-pt jump shot from 24 ft,66,76
282,3,6:11.0,Defensive rebound by D. Howard,,66,76
283,3,6:01.0,J. Harden misses 2-pt layup from 3 ft,,66,76
284,3,6:01.0,,Defensive rebound by Team,66,76
285,3,5:47.0,,D. DeRozan makes 2-pt jump shot from 15 ft,66,78
286,3,5:21.0,C. Brewer misses 3-pt jump shot from 22 ft,,66,78
287,3,5:20.0,,Defensive rebound by D. DeRozan,66,78
288,3,5:07.0,,L. Scola misses 3-pt jump shot from 22 ft,66,78
289,3,5:07.0,,Offensive rebound by Team,66,78
290,3,5:07.0,,Personal foul by T. Ariza (drawn by J. Valančiūnas),66,78
291,3,5:07.0,,Toronto full timeout,66,78
292,3,5:07.0,J. Terry enters the game for D. Howard,,66,78
293,3,5:07.0,C. Capela enters the game for P. Beverley,,66,78
294,3,5:07.0,,J. Valančiūnas makes free throw 1 of 2,66,79
295,3,5:07.0,,J. Valančiūnas makes free throw 2 of 2,66,80
296,3,4:53.0,J. Harden misses 2-pt jump shot from 6 ft (block by J. Valančiūnas),,66,80
297,3,4:51.0,,Defensive rebound by K. Lowry,66,80
298,3,4:50.0,,Shooting foul by T. Ariza (drawn by L. Scola),66,80
299,3,4:50.0,,L. Scola misses free throw 1 of 2,66,80
300,3,4:50.0,,Offensive rebound by Team,66,80
301,3,4:50.0,,L. Scola makes free throw 2 of 2,66,81
302,3,4:31.0,Shooting foul by J. Valančiūnas (drawn by C. Capela),,66,81
303,3,4:31.0,C. Capela makes free throw 1 of 2,,67,81
304,3,4:31.0,C. Capela misses free throw 2 of 2,,67,81
305,3,4:28.0,Offensive rebound by C. Brewer,,67,81
306,3,4:13.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Terry),,70,81
307,3,3:58.0,,Turnover by L. Scola (traveling),70,81
308,3,3:39.0,J. Harden misses 3-pt jump shot from 24 ft,,70,81
309,3,3:38.0,,Defensive rebound by J. Valančiūnas,70,81
310,3,3:22.0,,J. Johnson misses 3-pt jump shot from 22 ft,70,81
311,3,3:21.0,Defensive rebound by J. Harden,,70,81
312,3,3:15.0,Personal foul by J. Johnson (drawn by J. Harden),,70,81
313,3,3:15.0,Houston full timeout,,70,81
314,3,3:15.0,,B. Biyombo enters the game for L. Scola,70,81
315,3,3:15.0,,P. Patterson enters the game for J. Valančiūnas,70,81
316,3,3:15.0,,C. Joseph enters the game for K. Lowry,70,81
317,3,3:05.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by J. Harden),,73,81
318,3,2:35.0,,B. Biyombo misses 2-pt jump shot from 13 ft,73,81
319,3,2:34.0,Defensive rebound by J. Harden,,73,81
320,3,2:26.0,Turnover by J. Harden (bad pass; steal by D. DeRozan),,73,81
321,3,2:03.0,,C. Joseph misses 2-pt jump shot from 10 ft,73,81
322,3,2:02.0,Defensive rebound by C. Capela,,73,81
323,3,1:56.0,Shooting foul by J. Johnson (drawn by J. Harden),,73,81
324,3,1:56.0,J. Harden makes free throw 1 of 3,,74,81
325,3,1:56.0,J. Harden makes free throw 2 of 3,,75,81
326,3,1:56.0,,T. Ross enters the game for J. Johnson,75,81
327,3,1:56.0,P. Beverley enters the game for T. Ariza,,75,81
328,3,1:56.0,J. Harden misses free throw 3 of 3,,75,81
329,3,1:55.0,,Defensive rebound by P. Patterson,75,81
330,3,1:35.0,,D. DeRozan makes 2-pt jump shot from 6 ft,75,83
331,3,1:14.0,Shooting foul by P. Patterson (drawn by C. Capela),,75,83
332,3,1:14.0,C. Capela misses free throw 1 of 2,,75,83
333,3,1:14.0,Offensive rebound by Team,,75,83
334,3,1:14.0,C. Capela misses free throw 2 of 2,,75,83
335,3,1:13.0,,Defensive rebound by B. Biyombo,75,83
336,3,0:55.0,,Turnover by D. DeRozan (lost ball; steal by J. Terry),75,83
337,3,0:50.0,J. Harden makes 2-pt dunk at rim,,77,83
338,3,0:28.0,,T. Ross misses 2-pt jump shot from 14 ft,77,83
339,3,0:28.0,Defensive rebound by P. Beverley,,77,83
340,3,0:06.0,J. Harden misses 2-pt layup from 2 ft,,77,83
341,3,0:05.0,,Defensive rebound by C. Joseph,77,83
342,3,0:02.0,,Personal foul by C. Capela (drawn by C. Joseph),77,83
343,3,0:02.0,,C. Joseph makes free throw 1 of 2,77,84
344,3,0:02.0,,C. Joseph makes free throw 2 of 2,77,85
345,3,0:00.0,C. Brewer misses 3-pt jump shot from 36 ft,,77,85
346,3,0:00.0,Offensive rebound by Team,,77,85
347,4,11:37.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by J. Harden),,80,85
348,4,11:20.0,,T. Ross misses 3-pt jump shot from 25 ft,80,85
349,4,11:19.0,,Offensive rebound by Team,80,85
350,4,11:14.0,,Personal foul by P. Beverley (drawn by K. Lowry),80,85
351,4,11:00.0,,Turnover by C. Joseph (bad pass; steal by T. Ariza),80,85
352,4,10:50.0,J. Harden makes 3-pt jump shot from 24 ft (assist by T. Ariza),,83,85
353,4,10:29.0,,Personal foul by P. Beverley (drawn by C. Joseph),83,85
354,4,10:20.0,,T. Ross makes 2-pt jump shot from 17 ft (assist by C. Joseph),83,87
355,4,10:02.0,C. Brewer makes 2-pt layup from 2 ft (assist by J. Harden),,85,87
356,4,9:42.0,,K. Lowry makes 3-pt jump shot from 24 ft,85,90
357,4,9:27.0,C. Brewer misses 3-pt jump shot from 24 ft,,85,90
358,4,9:26.0,,Defensive rebound by C. Joseph,85,90
359,4,9:11.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by P. Patterson),85,93
360,4,8:51.0,J. Harden makes 2-pt jump shot from 15 ft,,87,93
361,4,8:23.0,,C. Joseph misses 3-pt jump shot from 30 ft,87,93
362,4,8:21.0,,Offensive rebound by K. Lowry,87,93
363,4,8:14.0,,Technical foul by Team,87,93
364,4,8:14.0,Official timeout,,87,93
365,4,8:14.0,J. Harden misses technical free throw,,87,93
366,4,8:14.0,,Offensive rebound by Team,87,93
367,4,8:07.0,,B. Biyombo makes 2-pt dunk at rim (assist by C. Joseph),87,95
368,4,7:46.0,,Violation by T. Ross (kicked ball),87,95
369,4,7:38.0,J. Harden makes 2-pt jump shot from 4 ft,,89,95
370,4,7:24.0,,Shooting foul by D. Howard (drawn by K. Lowry),89,95
371,4,7:24.0,,K. Lowry misses free throw 1 of 2,89,95
372,4,7:24.0,,Offensive rebound by Team,89,95
373,4,7:24.0,,K. Lowry makes free throw 2 of 2,89,96
374,4,7:11.0,J. Harden makes 3-pt jump shot from 24 ft (assist by C. Brewer),,92,96
375,4,6:49.0,,C. Joseph makes 2-pt layup from 1 ft (assist by K. Lowry),92,98
376,4,6:33.0,Shooting foul by T. Ross (drawn by J. Harden),,92,98
377,4,6:33.0,J. Harden makes free throw 1 of 2,,93,98
378,4,6:33.0,,J. Valančiūnas enters the game for B. Biyombo,93,98
379,4,6:33.0,J. Harden makes free throw 2 of 2,,94,98
380,4,6:19.0,,K. Lowry misses 3-pt jump shot from 24 ft,94,98
381,4,6:18.0,Defensive rebound by D. Howard,,94,98
