,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHOENIX_ACTION,CHARLOTTE_SCORE,PHOENIX_SCORE
388,4,3:14.0,Defensive rebound by P. Hairston,,98,106
389,4,3:05.0,K. Walker misses 2-pt jump shot from 18 ft,,98,106
390,4,3:05.0,,Defensive rebound by Team,98,106
391,4,3:05.0,Loose ball foul by C. Zeller (drawn by B. Knight),,98,106
392,4,2:45.0,,P. Tucker misses 2-pt layup from 2 ft,98,106
393,4,2:42.0,Defensive rebound by C. Zeller,,98,106
394,4,2:38.0,K. Walker makes 2-pt layup from 1 ft,,100,106
395,4,2:20.0,,Turnover by B. Knight (lost ball; steal by K. Walker),100,106
396,4,2:15.0,Personal foul by P. Tucker (drawn by K. Walker),,100,106
397,4,2:15.0,Official timeout,,100,106
398,4,2:02.0,M. Williams makes 2-pt jump shot from 7 ft,,102,106
399,4,1:44.0,,T. Warren misses 2-pt layup from 2 ft,102,106
400,4,1:42.0,Defensive rebound by P. Hairston,,102,106
401,4,1:23.0,K. Walker misses 2-pt jump shot from 16 ft,,102,106
402,4,1:21.0,Offensive rebound by K. Walker,,102,106
403,4,1:16.0,K. Walker misses 2-pt layup from 2 ft,,102,106
404,4,1:14.0,,Defensive rebound by M. Teletović,102,106
405,4,0:55.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by B. Knight),102,109
406,4,0:54.0,Charlotte full timeout,,102,109
407,4,0:54.0,J. Lin enters the game for P. Hairston,,102,109
408,4,0:44.0,Personal foul by T. Warren (drawn by J. Lin),,102,109
409,4,0:38.0,Turnover by K. Walker (lost ball; steal by P. Tucker),,102,109
410,4,0:32.0,,Phoenix full timeout,102,109
411,4,0:32.0,P. Hairston enters the game for J. Lin,,102,109
412,4,0:27.0,,Personal foul by T. Daniels (drawn by B. Knight),102,109
413,4,0:23.0,,Phoenix full timeout,102,109
414,4,0:21.0,,Personal foul by C. Zeller (drawn by M. Teletović),102,109
415,4,0:21.0,,M. Teletović makes free throw 1 of 2,102,110
416,4,0:21.0,,M. Teletović makes free throw 2 of 2,102,111
417,4,0:14.0,T. Daniels misses 3-pt jump shot from 25 ft,,102,111
418,4,0:12.0,,Defensive rebound by M. Teletović,102,111
