,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHARLOTTE_ACTION,DALLAS_SCORE,CHARLOTTE_SCORE
84,1,1:48.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by K. Walker),19,16
85,1,1:30.0,D. Lee misses 2-pt jump shot from 14 ft,,19,16
86,1,1:28.0,,Defensive rebound by A. Jefferson,19,16
87,1,1:17.0,,J. Lin misses 2-pt jump shot from 17 ft,19,16
88,1,1:16.0,Defensive rebound by D. Lee,,19,16
89,1,1:08.0,Turnover by D. Harris (lost ball; steal by T. Daniels),,19,16
90,1,1:02.0,,F. Kaminsky misses 2-pt layup from 1 ft,19,16
91,1,1:02.0,,Offensive rebound by F. Kaminsky,19,16
92,1,1:02.0,,Shooting foul by D. Harris (drawn by F. Kaminsky),19,16
93,1,1:02.0,,F. Kaminsky makes free throw 1 of 2,19,17
94,1,1:02.0,D. Nowitzki enters the game for C. Parsons,,19,17
95,1,1:02.0,,F. Kaminsky misses free throw 2 of 2,19,17
96,1,1:01.0,Defensive rebound by Team,,19,17
97,1,0:42.0,D. Harris misses 2-pt layup from 2 ft,,19,17
98,1,0:42.0,Offensive rebound by Team,,19,17
99,1,0:40.0,D. Harris makes 2-pt layup from 1 ft (assist by J. Barea),,21,17
100,1,0:40.0,Shooting foul by J. Lin (drawn by D. Harris),,21,17
101,1,0:40.0,D. Harris makes free throw 1 of 1,,22,17
102,1,0:31.0,,K. Walker misses 3-pt jump shot from 25 ft,22,17
103,1,0:30.0,Defensive rebound by D. Nowitzki,,22,17
104,1,0:10.0,J. Anderson misses 3-pt jump shot from 23 ft,,22,17
105,1,0:09.0,,Defensive rebound by F. Kaminsky,22,17
106,1,0:04.0,,Shooting foul by D. Harris (drawn by K. Walker),22,17
107,1,0:04.0,,K. Walker misses free throw 1 of 2,22,17
108,1,0:04.0,,Offensive rebound by Team,22,17
109,1,0:04.0,,K. Walker makes free throw 2 of 2,22,18
110,1,0:00.0,D. Harris misses 3-pt jump shot from 30 ft,,22,18
111,1,0:00.0,Offensive rebound by Team,,22,18
112,2,11:47.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,22,18
113,2,11:45.0,Offensive rebound by D. Lee,,22,18
114,2,11:43.0,Turnover by D. Lee (lost ball; steal by A. Jefferson),,22,18
115,2,11:37.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by D. Nowitzki),22,18
116,2,11:37.0,,Offensive rebound by Team,22,18
117,2,11:24.0,,T. Daniels makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),22,21
118,2,11:01.0,Shooting foul by F. Kaminsky (drawn by D. Nowitzki),,22,21
119,2,11:01.0,D. Nowitzki misses free throw 1 of 2,,22,21
120,2,11:01.0,Offensive rebound by Team,,22,21
121,2,11:01.0,D. Nowitzki makes free throw 2 of 2,,23,21
122,2,10:43.0,,Turnover by N. Batum (lost ball; steal by J. Anderson),23,21
123,2,10:38.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,23,21
124,2,10:37.0,,Defensive rebound by T. Daniels,23,21
125,2,10:25.0,,Turnover by A. Jefferson (bad pass),23,21
126,2,10:15.0,D. Harris makes 2-pt jump shot from 11 ft,,25,21
127,2,10:15.0,Shooting foul by T. Daniels (drawn by D. Harris),,25,21
128,2,10:15.0,D. Harris makes free throw 1 of 1,,26,21
129,2,9:58.0,,Turnover by J. Lin (lost ball),26,21
130,2,9:47.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,26,21
131,2,9:45.0,,Defensive rebound by N. Batum,26,21
132,2,9:38.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,26,21
133,2,9:36.0,Defensive rebound by J. Anderson,,26,21
134,2,9:29.0,J. Barea misses 3-pt jump shot from 26 ft,,26,21
135,2,9:28.0,,Defensive rebound by F. Kaminsky,26,21
136,2,9:18.0,,F. Kaminsky misses 2-pt layup from 2 ft (block by D. Lee),26,21
137,2,9:16.0,Defensive rebound by D. Nowitzki,,26,21
138,2,9:12.0,D. Lee makes 2-pt layup at rim (assist by J. Anderson),,28,21
139,2,9:05.0,,Personal foul by J. Barea,28,21
140,2,9:05.0,W. Matthews enters the game for D. Lee,,28,21
141,2,9:05.0,D. Williams enters the game for D. Harris,,28,21
142,2,8:56.0,,Shooting foul by D. Nowitzki (drawn by J. Lin),28,21
143,2,8:56.0,Official timeout,,28,21
144,2,8:56.0,,C. Zeller enters the game for A. Jefferson,28,21
145,2,8:56.0,,J. Lin misses free throw 1 of 2,28,21
146,2,8:56.0,,Offensive rebound by Team,28,21
147,2,8:56.0,,J. Lin misses free throw 2 of 2,28,21
148,2,8:55.0,Defensive rebound by D. Nowitzki,,28,21
149,2,8:45.0,D. Nowitzki misses 2-pt layup from 2 ft (block by T. Daniels),,28,21
150,2,8:45.0,Offensive rebound by Team,,28,21
151,2,8:40.0,J. Barea misses 2-pt jump shot from 4 ft (block by J. Lin),,28,21
152,2,8:38.0,,Defensive rebound by J. Lin,28,21
153,2,8:34.0,,N. Batum misses 2-pt layup from 1 ft (block by J. Anderson),28,21
154,2,8:32.0,Defensive rebound by J. Anderson,,28,21
155,2,8:28.0,Shooting foul by F. Kaminsky (drawn by J. Anderson),,28,21
156,2,8:28.0,J. Anderson makes free throw 1 of 2,,29,21
157,2,8:28.0,,M. Williams enters the game for F. Kaminsky,29,21
158,2,8:28.0,,Technical foul by Team,29,21
159,2,8:28.0,D. Nowitzki makes technical free throw,,30,21
160,2,8:28.0,R. Felton enters the game for J. Barea,,30,21
161,2,8:28.0,J. Anderson misses free throw 2 of 2,,30,21
162,2,8:26.0,,Defensive rebound by N. Batum,30,21
163,2,8:12.0,,M. Williams misses 2-pt jump shot from 6 ft,30,21
164,2,8:11.0,Defensive rebound by D. Nowitzki,,30,21
165,2,7:50.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by D. Williams),,32,21
166,2,7:38.0,,J. Lin misses 3-pt jump shot from 25 ft,32,21
167,2,7:37.0,Defensive rebound by J. Anderson,,32,21
168,2,7:29.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,32,21
169,2,7:28.0,,Defensive rebound by M. Williams,32,21
170,2,7:23.0,,Personal foul by J. Anderson,32,21
171,2,7:23.0,C. Parsons enters the game for D. Nowitzki,,32,21
172,2,7:23.0,D. Lee enters the game for J. Anderson,,32,21
173,2,7:23.0,,K. Walker enters the game for J. Lin,32,21
174,2,7:23.0,,C. Lee enters the game for T. Daniels,32,21
175,2,7:23.0,Technical foul by J. Anderson,,32,21
176,2,7:23.0,,N. Batum makes technical free throw,32,22
177,2,7:15.0,,Shooting foul by D. Williams (drawn by M. Williams),32,22
178,2,7:15.0,,M. Williams makes free throw 1 of 2,32,23
179,2,7:15.0,D. Harris enters the game for D. Williams,,32,23
180,2,7:15.0,,M. Williams misses free throw 2 of 2,32,23
181,2,7:13.0,Defensive rebound by C. Parsons,,32,23
182,2,6:56.0,D. Harris makes 2-pt jump shot from 19 ft,,34,23
183,2,6:36.0,,K. Walker misses 3-pt jump shot from 24 ft,34,23
184,2,6:35.0,,Offensive rebound by C. Lee,34,23
185,2,6:32.0,,Turnover by C. Lee (lost ball; steal by R. Felton),34,23
186,2,6:24.0,D. Harris makes 2-pt jump shot from 19 ft (assist by R. Felton),,36,23
187,2,6:12.0,,K. Walker misses 2-pt layup from 1 ft,36,23
188,2,6:11.0,Defensive rebound by C. Parsons,,36,23
189,2,6:03.0,C. Parsons makes 2-pt layup at rim (assist by R. Felton),,38,23
190,2,5:57.0,,Charlotte full timeout,38,23
191,2,5:43.0,,Turnover by C. Zeller (lost ball; steal by D. Harris),38,23
192,2,5:21.0,D. Harris misses 3-pt jump shot from 28 ft,,38,23
193,2,5:20.0,,Defensive rebound by M. Williams,38,23
194,2,5:14.0,,N. Batum makes 2-pt jump shot from 18 ft,38,25
195,2,4:51.0,Turnover by C. Parsons (bad pass; steal by C. Zeller),,38,25
196,2,4:45.0,,M. Williams misses 2-pt layup from 2 ft (block by C. Parsons),38,25
197,2,4:43.0,,Offensive rebound by K. Walker,38,25
198,2,4:43.0,,M. Williams makes 2-pt dunk at rim (assist by K. Walker),38,27
199,2,4:43.0,Dallas full timeout,,38,27
200,2,4:36.0,Turnover by D. Harris (illegal screen),,38,27
201,2,4:12.0,,K. Walker misses 2-pt layup from 1 ft,38,27
202,2,4:11.0,,Offensive rebound by C. Zeller,38,27
203,2,4:02.0,,C. Lee misses 3-pt jump shot from 23 ft,38,27
204,2,4:01.0,Defensive rebound by W. Matthews,,38,27
205,2,3:40.0,W. Matthews misses 2-pt jump shot from 14 ft,,38,27
206,2,3:39.0,,Defensive rebound by C. Zeller,38,27
207,2,3:33.0,,Turnover by K. Walker (bad pass; steal by C. Parsons),38,27
208,2,3:27.0,C. Parsons makes 2-pt layup at rim (assist by D. Harris),,40,27
209,2,3:11.0,,Flagrant foul type 1 by D. Lee,40,27
210,2,3:11.0,D. Nowitzki enters the game for D. Harris,,40,27
211,2,3:11.0,,C. Zeller misses flagrant free throw 1 of 2,40,27
212,2,3:11.0,,Offensive rebound by Team,40,27
213,2,3:11.0,,C. Zeller makes flagrant free throw 2 of 2,40,28
214,2,3:08.0,,Offensive foul by C. Zeller (drawn by C. Parsons),40,28
215,2,3:08.0,,Turnover by C. Zeller (offensive foul),40,28
216,2,2:56.0,Personal foul by K. Walker,,40,28
217,2,2:56.0,,A. Jefferson enters the game for C. Zeller,40,28
218,2,2:43.0,R. Felton misses 3-pt jump shot from 25 ft,,40,28
219,2,2:41.0,,Defensive rebound by C. Lee,40,28
220,2,2:31.0,,K. Walker makes 2-pt layup at rim (assist by N. Batum),40,30
221,2,2:31.0,Dallas full timeout,,40,30
222,2,2:21.0,C. Parsons misses 3-pt jump shot from 24 ft,,40,30
223,2,2:20.0,,Defensive rebound by M. Williams,40,30
224,2,2:10.0,,N. Batum misses 2-pt jump shot from 12 ft,40,30
225,2,2:09.0,Defensive rebound by D. Lee,,40,30
226,2,1:55.0,C. Parsons misses 3-pt jump shot from 26 ft,,40,30
227,2,1:54.0,Offensive rebound by Team,,40,30
228,2,1:51.0,C. Parsons makes 2-pt layup from 1 ft (assist by R. Felton),,42,30
229,2,1:38.0,,Turnover by N. Batum (lost ball; steal by C. Parsons),42,30
230,2,1:32.0,D. Lee makes 2-pt layup at rim (assist by C. Parsons),,44,30
231,2,1:18.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),44,33
232,2,1:04.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,44,33
233,2,1:02.0,Offensive rebound by C. Parsons,,44,33
234,2,1:02.0,C. Parsons misses 2-pt layup at rim,,44,33
235,2,1:00.0,Offensive rebound by C. Parsons,,44,33
236,2,0:58.0,D. Nowitzki makes 2-pt jump shot from 11 ft (assist by R. Felton),,46,33
237,2,0:46.0,,A. Jefferson misses 2-pt jump shot from 16 ft,46,33
238,2,0:45.0,Defensive rebound by W. Matthews,,46,33
239,2,0:37.0,D. Lee makes 2-pt layup from 1 ft (assist by R. Felton),,48,33
240,2,0:28.0,,K. Walker misses 3-pt jump shot from 25 ft,48,33
241,2,0:27.0,Defensive rebound by Team,,48,33
242,2,0:27.0,,Technical foul by K. Walker,48,33
243,2,0:27.0,,Technical foul by N. Batum,48,33
244,2,0:27.0,D. Nowitzki makes technical free throw,,49,33
245,2,0:27.0,D. Nowitzki makes technical free throw,,50,33
246,2,0:08.0,D. Lee makes 2-pt dunk at rim (assist by R. Felton),,52,33
247,2,0:01.0,,M. Williams misses 3-pt jump shot from 26 ft,52,33
248,2,0:00.0,Defensive rebound by R. Felton,,52,33
249,3,11:47.0,Turnover by R. Felton (bad pass; steal by K. Walker),,52,33
250,3,11:41.0,,M. Williams makes 2-pt jump shot from 22 ft (assist by K. Walker),52,35
251,3,11:20.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Williams),,54,35
252,3,11:09.0,,Shooting foul by D. Williams (drawn by C. Lee),54,35
253,3,11:09.0,,C. Lee makes free throw 1 of 2,54,36
254,3,11:09.0,,C. Lee makes free throw 2 of 2,54,37
255,3,10:56.0,Turnover by D. Nowitzki (lost ball; steal by K. Walker),,54,37
256,3,10:51.0,,K. Walker makes 2-pt layup at rim,54,39
257,3,10:38.0,Turnover by R. Felton (bad pass; steal by N. Batum),,54,39
258,3,10:32.0,,M. Williams makes 2-pt layup at rim (assist by N. Batum),54,41
259,3,10:32.0,Dallas full timeout,,54,41
260,3,10:14.0,Shooting foul by C. Zeller (drawn by C. Parsons),,54,41
261,3,10:14.0,C. Parsons misses free throw 1 of 2,,54,41
262,3,10:14.0,Offensive rebound by Team,,54,41
263,3,10:14.0,C. Parsons makes free throw 2 of 2,,55,41
264,3,9:59.0,,C. Zeller misses 2-pt layup from 2 ft (block by D. Nowitzki),55,41
265,3,9:57.0,Defensive rebound by D. Nowitzki,,55,41
266,3,9:44.0,R. Felton misses 2-pt layup from 2 ft (block by M. Williams),,55,41
267,3,9:44.0,Offensive rebound by Team,,55,41
268,3,9:42.0,W. Matthews misses 2-pt layup from 1 ft (block by N. Batum),,55,41
269,3,9:40.0,,Defensive rebound by K. Walker,55,41
270,3,9:40.0,,Personal foul by D. Nowitzki,55,41
271,3,9:33.0,,N. Batum misses 3-pt jump shot from 24 ft,55,41
272,3,9:32.0,Defensive rebound by D. Nowitzki,,55,41
273,3,9:13.0,W. Matthews misses 3-pt jump shot from 23 ft,,55,41
274,3,9:12.0,,Defensive rebound by C. Zeller,55,41
275,3,9:03.0,,M. Williams misses 3-pt jump shot from 25 ft,55,41
276,3,9:02.0,Defensive rebound by W. Matthews,,55,41
277,3,8:47.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by R. Felton),,58,41
278,3,8:30.0,,M. Williams makes 2-pt jump shot from 9 ft (assist by K. Walker),58,43
279,3,8:01.0,W. Matthews misses 2-pt layup from 2 ft (block by K. Walker),,58,43
280,3,8:00.0,,Defensive rebound by M. Williams,58,43
281,3,7:48.0,,Personal foul by W. Matthews,58,43
282,3,7:48.0,D. Harris enters the game for W. Matthews,,58,43
283,3,7:48.0,D. Lee enters the game for D. Nowitzki,,58,43
284,3,7:43.0,,K. Walker misses 3-pt jump shot from 25 ft,58,43
285,3,7:41.0,,Offensive rebound by C. Zeller,58,43
286,3,7:34.0,,K. Walker makes 2-pt layup from 2 ft,58,45
287,3,7:34.0,,Shooting foul by D. Lee (drawn by K. Walker),58,45
288,3,7:34.0,,K. Walker makes free throw 1 of 1,58,46
289,3,7:12.0,R. Felton misses 3-pt jump shot from 25 ft,,58,46
290,3,7:11.0,,Defensive rebound by N. Batum,58,46
291,3,6:53.0,,M. Williams misses 2-pt jump shot from 8 ft,58,46
292,3,6:52.0,Defensive rebound by C. Parsons,,58,46
293,3,6:49.0,,Offensive charge foul by C. Parsons (drawn by K. Walker),58,46
294,3,6:49.0,Turnover by C. Parsons (offensive foul),,58,46
295,3,6:49.0,J. Barea enters the game for R. Felton,,58,46
296,3,6:32.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by N. Batum),58,49
297,3,6:21.0,D. Williams misses 3-pt jump shot from 25 ft,,58,49
298,3,6:21.0,Offensive rebound by D. Lee,,58,49
299,3,6:21.0,Personal foul by C. Zeller,,58,49
300,3,6:21.0,,A. Jefferson enters the game for C. Zeller,58,49
301,3,6:11.0,D. Lee makes 2-pt dunk at rim (assist by D. Williams),,60,49
302,3,5:47.0,,M. Williams makes 2-pt dunk at rim (assist by N. Batum),60,51
303,3,5:37.0,Turnover by D. Lee (lost ball),,60,51
304,3,5:26.0,,N. Batum misses 3-pt jump shot from 24 ft,60,51
305,3,5:25.0,Defensive rebound by D. Lee,,60,51
306,3,5:19.0,Personal foul by C. Lee,,60,51
307,3,5:19.0,,J. Lin enters the game for C. Lee,60,51
308,3,5:10.0,J. Barea misses 2-pt jump shot from 17 ft,,60,51
309,3,5:09.0,,Defensive rebound by K. Walker,60,51
310,3,5:07.0,,Shooting foul by D. Lee (drawn by K. Walker),60,51
311,3,5:07.0,,K. Walker misses free throw 1 of 2,60,51
312,3,5:07.0,,Offensive rebound by Team,60,51
313,3,5:07.0,Z. Pachulia enters the game for D. Lee,,60,51
314,3,5:07.0,,K. Walker makes free throw 2 of 2,60,52
315,3,5:00.0,Turnover by D. Williams (lost ball; steal by N. Batum),,60,52
316,3,4:57.0,,N. Batum makes 2-pt dunk at rim,60,54
317,3,4:57.0,Dallas full timeout,,60,54
318,3,4:57.0,D. Nowitzki enters the game for C. Parsons,,60,54
319,3,4:38.0,Shooting foul by M. Williams (drawn by D. Nowitzki),,60,54
320,3,4:38.0,D. Nowitzki makes free throw 1 of 2,,61,54
321,3,4:38.0,D. Nowitzki makes free throw 2 of 2,,62,54
322,3,4:14.0,,N. Batum makes 2-pt jump shot from 16 ft,62,56
323,3,3:49.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,62,56
324,3,3:47.0,,Defensive rebound by A. Jefferson,62,56
325,3,3:35.0,,Shooting foul by Z. Pachulia (drawn by M. Williams),62,56
326,3,3:35.0,,M. Williams misses free throw 1 of 2,62,56
327,3,3:35.0,,Offensive rebound by Team,62,56
328,3,3:35.0,W. Matthews enters the game for D. Williams,,62,56
329,3,3:35.0,,T. Daniels enters the game for K. Walker,62,56
330,3,3:35.0,,M. Williams makes free throw 2 of 2,62,57
331,3,3:24.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Nowitzki),,64,57
332,3,3:04.0,,Shooting foul by D. Harris (drawn by A. Jefferson),64,57
333,3,3:04.0,,A. Jefferson makes free throw 1 of 2,64,58
334,3,3:04.0,,A. Jefferson makes free throw 2 of 2,64,59
335,3,2:45.0,J. Barea makes 2-pt layup at rim (assist by W. Matthews),,66,59
336,3,2:18.0,,N. Batum makes 3-pt jump shot from 31 ft (assist by T. Daniels),66,62
337,3,1:54.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,69,62
338,3,1:34.0,,M. Williams misses 2-pt jump shot from 18 ft,69,62
339,3,1:32.0,Defensive rebound by Z. Pachulia,,69,62
340,3,1:12.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,69,62
341,3,1:12.0,,Defensive rebound by Team,69,62
342,3,1:12.0,,Charlotte full timeout,69,62
343,3,1:12.0,,F. Kaminsky enters the game for M. Williams,69,62
344,3,0:59.0,,Personal foul by J. Barea,69,62
345,3,0:59.0,,J. Lin misses free throw 1 of 2,69,62
346,3,0:59.0,,Offensive rebound by Team,69,62
347,3,0:59.0,,J. Lin makes free throw 2 of 2,69,63
348,3,0:46.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,69,63
349,3,0:45.0,,Defensive rebound by J. Lin,69,63
350,3,0:28.0,,F. Kaminsky makes 2-pt jump shot from 9 ft (assist by N. Batum),69,65
351,3,0:06.0,J. Barea makes 2-pt jump shot from 11 ft,,71,65
352,3,0:01.0,,J. Lin misses 2-pt layup at rim,71,65
353,3,0:01.0,Defensive rebound by Z. Pachulia,,71,65
354,3,0:00.0,Z. Pachulia misses 3-pt jump shot from 75 ft,,71,65
355,3,0:00.0,Offensive rebound by Team,,71,65
356,4,11:34.0,,K. Walker makes 3-pt jump shot from 24 ft,71,68
357,4,11:19.0,C. Parsons misses 3-pt jump shot from 24 ft,,71,68
358,4,11:15.0,,Defensive rebound by K. Walker,71,68
359,4,11:08.0,,K. Walker makes 3-pt jump shot from 24 ft,71,71
360,4,11:08.0,Dallas full timeout,,71,71
361,4,11:08.0,D. Lee enters the game for D. Harris,,71,71
362,4,11:08.0,R. Felton enters the game for J. Barea,,71,71
363,4,11:08.0,D. Williams enters the game for Z. Pachulia,,71,71
364,4,10:58.0,R. Felton misses 2-pt jump shot from 20 ft,,71,71
365,4,10:56.0,,Defensive rebound by F. Kaminsky,71,71
366,4,10:35.0,,T. Daniels misses 3-pt jump shot from 24 ft,71,71
367,4,10:35.0,Defensive rebound by C. Parsons,,71,71
368,4,10:23.0,D. Williams misses 2-pt layup from 1 ft (block by A. Jefferson),,71,71
369,4,10:21.0,,Defensive rebound by A. Jefferson,71,71
370,4,10:18.0,,Shooting foul by R. Felton (drawn by K. Walker),71,71
371,4,10:18.0,,K. Walker makes free throw 1 of 2,71,72
372,4,10:18.0,D. Nowitzki enters the game for D. Lee,,71,72
373,4,10:18.0,,K. Walker makes free throw 2 of 2,71,73
374,4,10:05.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by C. Parsons),,74,73
375,4,9:52.0,,A. Jefferson makes 2-pt hook shot from 9 ft,74,75
376,4,9:32.0,D. Nowitzki makes 2-pt jump shot from 14 ft,,76,75
377,4,9:30.0,,Turnover by K. Walker (traveling),76,75
378,4,9:23.0,R. Felton makes 2-pt layup from 1 ft,,78,75
379,4,9:23.0,Shooting foul by F. Kaminsky (drawn by R. Felton),,78,75
380,4,9:23.0,,C. Lee enters the game for T. Daniels,78,75
381,4,9:23.0,R. Felton misses free throw 1 of 1,,78,75
382,4,9:22.0,,Defensive rebound by F. Kaminsky,78,75
383,4,9:07.0,,Shooting foul by D. Nowitzki (drawn by A. Jefferson),78,75
384,4,9:07.0,,A. Jefferson makes free throw 1 of 2,78,76
385,4,9:07.0,,A. Jefferson makes free throw 2 of 2,78,77
386,4,8:58.0,Turnover by R. Felton (bad pass),,78,77
387,4,8:50.0,,Turnover by K. Walker (bad pass),78,77
388,4,8:33.0,D. Williams makes 3-pt jump shot from 25 ft (assist by C. Parsons),,81,77
389,4,8:09.0,,C. Lee makes 2-pt jump shot from 16 ft (assist by K. Walker),81,79
390,4,7:53.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Williams),,84,79
391,4,7:53.0,,Charlotte full timeout,84,79
392,4,7:53.0,,C. Zeller enters the game for A. Jefferson,84,79
