,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PORTLAND_ACTION,SACRAMENTO_SCORE,PORTLAND_SCORE
177,2,4:46.0,Shooting foul by M. Plumlee (drawn by O. Casspi),,40,55
178,2,4:46.0,O. Casspi misses free throw 1 of 2,,40,55
179,2,4:46.0,Offensive rebound by Team,,40,55
180,2,4:46.0,,D. Lillard enters the game for C. McCollum,40,55
181,2,4:46.0,O. Casspi makes free throw 2 of 2,,41,55
182,2,4:32.0,,Offensive foul by N. Vonleh (drawn by S. Curry),41,55
183,2,4:32.0,,Turnover by N. Vonleh (offensive foul),41,55
184,2,4:32.0,,M. Harkless enters the game for N. Vonleh,41,55
185,2,4:24.0,Turnover by D. Collison (bad pass),,41,55
186,2,4:15.0,,D. Lillard misses 2-pt jump shot from 18 ft,41,55
187,2,4:14.0,Defensive rebound by S. Curry,,41,55
188,2,4:13.0,Turnover by S. Curry (step out of bounds),,41,55
189,2,4:07.0,,Turnover by M. Plumlee (bad pass; steal by W. Cauley-Stein),41,55
190,2,3:59.0,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Collison),,44,55
191,2,3:47.0,,A. Aminu makes 2-pt layup from 2 ft,44,57
192,2,3:47.0,,Shooting foul by W. Cauley-Stein (drawn by A. Aminu),44,57
193,2,3:47.0,J. Anderson enters the game for S. Curry,,44,57
194,2,3:47.0,,A. Aminu makes free throw 1 of 1,44,58
195,2,3:37.0,W. Cauley-Stein misses 2-pt hook shot from 5 ft,,44,58
196,2,3:37.0,,Defensive rebound by A. Aminu,44,58
197,2,3:32.0,,Turnover by D. Lillard (bad pass; steal by J. Anderson),44,58
198,2,3:29.0,Turnover by O. Casspi (bad pass),,44,58
199,2,3:17.0,,B. Roberts misses 2-pt jump shot from 21 ft,44,58
200,2,3:17.0,Defensive rebound by O. Casspi,,44,58
201,2,3:07.0,D. Collison makes 2-pt jump shot from 14 ft,,46,58
202,2,2:53.0,,Turnover by M. Harkless (lost ball; steal by K. Koufos),46,58
203,2,2:50.0,Turnover by D. Collison (bad pass; steal by D. Lillard),,46,58
204,2,2:41.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Harkless),46,61
205,2,2:18.0,O. Casspi misses 2-pt jump shot from 9 ft,,46,61
206,2,2:17.0,,Defensive rebound by M. Plumlee,46,61
207,2,2:02.0,,B. Roberts misses 2-pt jump shot from 6 ft (block by K. Koufos),46,61
208,2,2:01.0,Defensive rebound by J. Anderson,,46,61
209,2,1:58.0,D. Collison makes 2-pt layup from 1 ft (assist by O. Casspi),,48,61
210,2,1:58.0,,Portland full timeout,48,61
211,2,1:58.0,,C. McCollum enters the game for B. Roberts,48,61
212,2,1:37.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),48,64
213,2,1:16.0,J. Anderson makes 2-pt jump shot from 4 ft,,50,64
214,2,1:04.0,,C. McCollum misses 2-pt jump shot from 15 ft,50,64
215,2,1:04.0,Defensive rebound by K. Koufos,,50,64
216,2,0:56.0,Shooting foul by D. Lillard (drawn by O. Casspi),,50,64
217,2,0:56.0,O. Casspi makes free throw 1 of 2,,51,64
218,2,0:56.0,O. Casspi makes free throw 2 of 2,,52,64
219,2,0:44.0,,M. Harkless makes 2-pt dunk at rim (assist by M. Plumlee),52,66
220,2,0:34.0,K. Koufos misses 2-pt hook shot from 4 ft,,52,66
221,2,0:33.0,,Defensive rebound by M. Harkless,52,66
222,2,0:23.0,,M. Plumlee makes 2-pt layup at rim (assist by D. Lillard),52,68
223,2,0:00.0,O. Casspi misses 3-pt jump shot from 25 ft,,52,68
224,2,0:00.0,Offensive rebound by Team,,52,68
225,3,11:40.0,Turnover by O. Casspi (bad pass; steal by A. Aminu),,52,68
226,3,11:32.0,,A. Aminu misses 3-pt jump shot from 24 ft,52,68
227,3,11:31.0,Defensive rebound by K. Koufos,,52,68
228,3,11:19.0,S. Curry makes 3-pt jump shot from 25 ft (assist by Q. Acy),,55,68
229,3,11:09.0,,Personal foul by D. Collison,55,68
230,3,10:59.0,,M. Harkless misses 3-pt jump shot from 23 ft,55,68
231,3,10:58.0,Defensive rebound by Team,,55,68
232,3,10:58.0,,Loose ball foul by M. Plumlee,55,68
233,3,10:34.0,D. Collison misses 2-pt jump shot from 8 ft,,55,68
234,3,10:32.0,,Defensive rebound by M. Plumlee,55,68
235,3,10:11.0,,A. Aminu misses 3-pt jump shot from 24 ft,55,68
236,3,10:09.0,Defensive rebound by O. Casspi,,55,68
237,3,10:04.0,D. Collison misses 2-pt layup from 1 ft (block by A. Aminu),,55,68
238,3,10:03.0,,Defensive rebound by Team,55,68
239,3,9:37.0,,A. Aminu makes 2-pt jump shot from 5 ft (assist by D. Lillard),55,70
240,3,9:17.0,Personal foul by M. Harkless,,55,70
241,3,9:07.0,Turnover by S. Curry (bad pass; steal by M. Plumlee),,55,70
242,3,8:55.0,,D. Lillard misses 2-pt jump shot from 12 ft,55,70
243,3,8:55.0,Defensive rebound by O. Casspi,,55,70
244,3,8:43.0,Turnover by K. Koufos (offensive foul),,55,70
245,3,8:43.0,Offensive foul by K. Koufos (drawn by D. Lillard),,55,70
246,3,8:26.0,,C. McCollum makes 2-pt jump shot from 20 ft,55,72
247,3,8:13.0,K. Koufos makes 2-pt jump shot from 13 ft (assist by D. Collison),,57,72
248,3,7:46.0,,M. Plumlee misses 2-pt layup from 2 ft (block by Q. Acy),57,72
249,3,7:45.0,Defensive rebound by S. Curry,,57,72
250,3,7:45.0,Shooting foul by C. McCollum (drawn by O. Casspi),,57,72
251,3,7:45.0,O. Casspi misses free throw 1 of 2,,57,72
252,3,7:45.0,Offensive rebound by Team,,57,72
253,3,7:45.0,O. Casspi misses free throw 2 of 2,,57,72
254,3,7:42.0,,Defensive rebound by M. Harkless,57,72
255,3,7:38.0,,Personal foul by D. Collison,57,72
256,3,7:38.0,,D. Lillard makes free throw 1 of 2,57,73
257,3,7:38.0,,D. Lillard makes free throw 2 of 2,57,74
258,3,7:20.0,Turnover by Q. Acy (traveling),,57,74
259,3,7:08.0,,D. Lillard makes 2-pt jump shot from 18 ft,57,76
260,3,6:52.0,D. Collison misses 2-pt jump shot from 19 ft,,57,76
261,3,6:51.0,,Defensive rebound by A. Aminu,57,76
262,3,6:39.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by M. Plumlee),57,79
263,3,6:37.0,Sacramento full timeout,,57,79
264,3,6:37.0,J. Anderson enters the game for O. Casspi,,57,79
265,3,6:37.0,B. McLemore enters the game for S. Curry,,57,79
266,3,6:25.0,B. McLemore misses 2-pt jump shot from 20 ft,,57,79
267,3,6:24.0,,Defensive rebound by M. Plumlee,57,79
268,3,6:06.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),57,81
269,3,5:48.0,Turnover by J. Anderson (lost ball; steal by C. McCollum),,57,81
270,3,5:48.0,,Personal foul by J. Anderson,57,81
271,3,5:33.0,,Turnover by A. Aminu (traveling),57,81
272,3,5:33.0,W. Cauley-Stein enters the game for Q. Acy,,57,81
273,3,5:08.0,K. Koufos misses 2-pt hook shot from 6 ft,,57,81
274,3,5:08.0,,Defensive rebound by A. Aminu,57,81
275,3,4:56.0,,A. Aminu misses 3-pt jump shot from 23 ft,57,81
276,3,4:55.0,,Offensive rebound by Team,57,81
277,3,4:55.0,Loose ball foul by B. McLemore,,57,81
278,3,4:55.0,,E. Davis enters the game for M. Plumlee,57,81
279,3,4:48.0,,C. McCollum misses 3-pt jump shot from 26 ft,57,81
280,3,4:47.0,Defensive rebound by K. Koufos,,57,81
281,3,4:38.0,D. Collison misses 2-pt jump shot from 20 ft,,57,81
282,3,4:37.0,,Defensive rebound by A. Aminu,57,81
283,3,4:24.0,,E. Davis makes 2-pt jump shot from 3 ft (assist by A. Aminu),57,83
284,3,4:15.0,,A. Crabbe enters the game for C. McCollum,57,83
285,3,4:15.0,,G. Henderson enters the game for M. Harkless,57,83
286,3,4:10.0,Shooting foul by E. Davis (drawn by J. Anderson),,57,83
287,3,4:10.0,J. Anderson makes free throw 1 of 2,,58,83
288,3,4:10.0,J. Anderson makes free throw 2 of 2,,59,83
289,3,3:47.0,,G. Henderson misses 2-pt jump shot from 23 ft,59,83
290,3,3:47.0,Defensive rebound by D. Collison,,59,83
291,3,3:39.0,K. Koufos misses 2-pt hook shot from 2 ft,,59,83
292,3,3:38.0,,Defensive rebound by D. Lillard,59,83
293,3,3:35.0,,Turnover by D. Lillard (bad pass; steal by B. McLemore),59,83
294,3,3:26.0,J. Anderson misses 2-pt jump shot from 15 ft,,59,83
295,3,3:25.0,,Defensive rebound by E. Davis,59,83
296,3,3:17.0,,Turnover by D. Lillard (lost ball; steal by D. Collison),59,83
297,3,3:11.0,Q. Acy enters the game for K. Koufos,,59,83
298,3,3:11.0,,N. Vonleh enters the game for A. Aminu,59,83
299,3,3:01.0,Turnover by B. McLemore (lost ball; steal by A. Crabbe),,59,83
300,3,2:58.0,,Shooting foul by Q. Acy (drawn by A. Crabbe),59,83
301,3,2:58.0,,Portland full timeout,59,83
302,3,2:58.0,,A. Crabbe makes free throw 1 of 2,59,84
303,3,2:58.0,,A. Crabbe misses free throw 2 of 2,59,84
304,3,2:56.0,Defensive rebound by W. Cauley-Stein,,59,84
305,3,2:34.0,W. Cauley-Stein misses 2-pt hook shot from 7 ft,,59,84
306,3,2:33.0,,Defensive rebound by A. Crabbe,59,84
307,3,2:22.0,,D. Lillard makes 3-pt jump shot from 25 ft,59,87
308,3,2:08.0,D. Collison makes 2-pt jump shot from 20 ft,,61,87
309,3,1:52.0,,D. Lillard misses 3-pt jump shot from 22 ft,61,87
310,3,1:51.0,Defensive rebound by W. Cauley-Stein,,61,87
311,3,1:42.0,D. Collison makes 2-pt jump shot from 19 ft,,63,87
312,3,1:31.0,,Offensive foul by G. Henderson (drawn by J. Anderson),63,87
313,3,1:31.0,,Turnover by G. Henderson (offensive foul),63,87
314,3,1:31.0,S. Curry enters the game for D. Collison,,63,87
315,3,1:16.0,S. Curry misses 3-pt jump shot from 25 ft,,63,87
316,3,1:15.0,,Defensive rebound by G. Henderson,63,87
317,3,1:06.0,,Personal foul by J. Anderson,63,87
318,3,1:06.0,,G. Henderson makes free throw 1 of 2,63,88
319,3,1:06.0,,G. Henderson makes free throw 2 of 2,63,89
320,3,0:52.0,Q. Acy misses 2-pt jump shot from 13 ft,,63,89
321,3,0:51.0,,Defensive rebound by A. Crabbe,63,89
322,3,0:35.0,,Turnover by D. Lillard (lost ball),63,89
323,3,0:28.0,S. Curry misses 2-pt jump shot from 20 ft (block by D. Lillard),,63,89
324,3,0:27.0,,Defensive rebound by G. Henderson,63,89
325,3,0:04.0,,A. Crabbe makes 2-pt jump shot from 19 ft (assist by D. Lillard),63,91
326,3,0:03.0,Turnover by W. Cauley-Stein (bad pass; steal by G. Henderson),,63,91
327,3,0:00.0,,G. Henderson misses 3-pt jump shot from 23 ft,63,91
328,3,0:00.0,,Offensive rebound by Team,63,91
329,4,11:49.0,,Personal foul by W. Cauley-Stein,63,91
330,4,11:34.0,,E. Davis misses 2-pt hook shot from 3 ft,63,91
331,4,11:34.0,Defensive rebound by W. Cauley-Stein,,63,91
332,4,11:17.0,Q. Acy misses 2-pt hook shot from 5 ft,,63,91
333,4,11:16.0,,Defensive rebound by E. Davis,63,91
334,4,11:03.0,,Turnover by G. Henderson (bad pass),63,91
335,4,10:39.0,B. McLemore misses 3-pt jump shot from 28 ft,,63,91
336,4,10:39.0,Offensive rebound by Team,,63,91
337,4,10:39.0,Turnover by Team (shot clock),,63,91
338,4,10:24.0,,G. Henderson misses 2-pt jump shot from 17 ft,63,91
339,4,10:22.0,Defensive rebound by Q. Acy,,63,91
340,4,10:08.0,S. Curry makes 3-pt jump shot from 25 ft (assist by O. Casspi),,66,91
341,4,9:45.0,,N. Vonleh misses 2-pt jump shot from 19 ft,66,91
342,4,9:45.0,Defensive rebound by S. Curry,,66,91
343,4,9:39.0,S. Curry misses 3-pt jump shot from 25 ft,,66,91
344,4,9:38.0,,Defensive rebound by E. Davis,66,91
345,4,9:27.0,,Turnover by E. Davis (lost ball; steal by Q. Acy),66,91
346,4,9:21.0,O. Casspi misses 2-pt layup from 2 ft,,66,91
347,4,9:20.0,,Defensive rebound by N. Vonleh,66,91
348,4,9:16.0,,Shooting foul by S. Curry (drawn by N. Vonleh),66,91
349,4,9:16.0,,N. Vonleh makes free throw 1 of 2,66,92
350,4,9:16.0,,N. Vonleh misses free throw 2 of 2,66,92
351,4,9:15.0,Defensive rebound by Q. Acy,,66,92
352,4,9:03.0,Personal foul by G. Henderson,,66,92
353,4,8:53.0,W. Cauley-Stein makes 2-pt jump shot from 18 ft (assist by O. Casspi),,68,92
354,4,8:27.0,,B. Roberts misses 2-pt jump shot from 19 ft,68,92
355,4,8:26.0,Defensive rebound by O. Casspi,,68,92
356,4,8:21.0,Shooting block foul by B. Roberts (drawn by B. McLemore),,68,92
357,4,8:21.0,Official timeout,,68,92
358,4,8:21.0,K. Koufos enters the game for Q. Acy,,68,92
359,4,8:21.0,B. McLemore misses free throw 1 of 2,,68,92
360,4,8:21.0,Offensive rebound by Team,,68,92
361,4,8:21.0,B. McLemore makes free throw 2 of 2,,69,92
362,4,8:04.0,,G. Henderson misses 2-pt jump shot from 8 ft,69,92
363,4,8:02.0,Defensive rebound by B. McLemore,,69,92
364,4,7:48.0,O. Casspi misses 2-pt jump shot from 4 ft,,69,92
365,4,7:47.0,,Defensive rebound by G. Henderson,69,92
366,4,7:33.0,,A. Crabbe misses 3-pt jump shot from 22 ft,69,92
367,4,7:32.0,Defensive rebound by W. Cauley-Stein,,69,92
368,4,7:12.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by O. Casspi),,71,92
369,4,6:58.0,,Shooting foul by B. McLemore (drawn by A. Crabbe),71,92
370,4,6:58.0,,A. Crabbe makes 2-pt jump shot from 16 ft (assist by B. Roberts),71,94
371,4,6:58.0,,A. Crabbe makes free throw 1 of 1,71,95
372,4,6:43.0,O. Casspi misses 2-pt jump shot from 4 ft,,71,95
373,4,6:42.0,Offensive rebound by K. Koufos,,71,95
374,4,6:40.0,O. Casspi makes 2-pt layup from 1 ft,,73,95
375,4,6:26.0,,Personal foul by B. McLemore,73,95
376,4,6:26.0,D. Collison enters the game for B. McLemore,,73,95
377,4,6:15.0,,N. Vonleh makes 2-pt jump shot from 19 ft (assist by B. Roberts),73,97
378,4,6:00.0,O. Casspi makes 2-pt layup from 3 ft (assist by W. Cauley-Stein),,75,97
379,4,6:00.0,Shooting foul by G. Henderson (drawn by O. Casspi),,75,97
380,4,6:00.0,O. Casspi misses free throw 1 of 1,,75,97
381,4,5:59.0,,Defensive rebound by N. Vonleh,75,97
382,4,5:40.0,,G. Henderson makes 2-pt jump shot from 4 ft,75,99
383,4,5:21.0,K. Koufos makes 2-pt jump shot from 4 ft (assist by D. Collison),,77,99
