,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
0,1,11:35.0,,N. Mirotić misses 2-pt layup from 2 ft,0,0
1,1,11:34.0,Defensive rebound by K. Love,,0,0
2,1,11:23.0,K. Love makes 2-pt dunk at rim (assist by L. James),,2,0
3,1,11:11.0,,D. Rose misses 2-pt jump shot from 3 ft (block by T. Mozgov),2,0
4,1,11:09.0,Defensive rebound by T. Mozgov,,2,0
5,1,11:03.0,M. Williams makes 2-pt jump shot from 21 ft,,4,0
6,1,10:49.0,,P. Gasol misses 2-pt jump shot from 19 ft,4,0
7,1,10:47.0,Defensive rebound by L. James,,4,0
8,1,10:28.0,L. James makes 2-pt jump shot from 20 ft,,6,0
9,1,10:19.0,,Personal foul by J. Smith (drawn by T. Snell),6,0
10,1,10:05.0,,N. Mirotić misses 2-pt layup from 1 ft,6,0
11,1,10:04.0,,Offensive rebound by N. Mirotić,6,0
12,1,10:04.0,,N. Mirotić makes 2-pt layup from 1 ft,6,2
13,1,9:47.0,L. James misses 2-pt jump shot from 21 ft,,6,2
14,1,9:46.0,,Defensive rebound by N. Mirotić,6,2
15,1,9:38.0,,D. Rose makes 2-pt layup from 3 ft,6,4
16,1,9:16.0,L. James misses 2-pt jump shot from 7 ft,,6,4
17,1,9:15.0,Offensive rebound by T. Mozgov,,6,4
18,1,9:15.0,T. Mozgov makes 2-pt layup from 2 ft,,8,4
19,1,9:07.0,,D. Rose misses 2-pt layup from 2 ft,8,4
20,1,9:05.0,Defensive rebound by M. Williams,,8,4
21,1,9:02.0,L. James makes 2-pt dunk at rim (assist by M. Williams),,10,4
22,1,8:40.0,,J. Butler misses 2-pt jump shot from 20 ft,10,4
23,1,8:39.0,Defensive rebound by K. Love,,10,4
24,1,8:31.0,K. Love misses 2-pt layup from 3 ft,,10,4
25,1,8:29.0,Offensive rebound by T. Mozgov,,10,4
26,1,8:27.0,T. Mozgov misses 2-pt layup from 3 ft,,10,4
27,1,8:26.0,Offensive rebound by K. Love,,10,4
