,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW YORK_ACTION,TORONTO_SCORE,NEW YORK_SCORE
46,1,5:02.0,,Shooting foul by J. Valančiūnas (drawn by R. Lopez),10,14
47,1,5:02.0,,R. Lopez makes free throw 1 of 2,10,15
48,1,5:02.0,B. Biyombo enters the game for J. Valančiūnas,,10,15
49,1,5:02.0,,R. Lopez makes free throw 2 of 2,10,16
50,1,4:47.0,D. DeRozan misses 2-pt jump shot from 6 ft,,10,16
51,1,4:45.0,,Defensive rebound by C. Anthony,10,16
52,1,4:33.0,,D. Williams makes 2-pt layup from 1 ft,10,18
53,1,4:18.0,K. Lowry misses 2-pt jump shot from 21 ft,,10,18
54,1,4:16.0,,Defensive rebound by S. Vujačić,10,18
55,1,4:03.0,,C. Anthony misses 2-pt jump shot from 11 ft,10,18
56,1,4:01.0,Defensive rebound by N. Powell,,10,18
57,1,4:00.0,Personal foul by J. Grant,,10,18
58,1,3:38.0,K. Lowry misses 2-pt jump shot from 14 ft,,10,18
59,1,3:37.0,,Defensive rebound by S. Vujačić,10,18
60,1,3:25.0,,S. Vujačić makes 3-pt jump shot from 26 ft (assist by C. Anthony),10,21
61,1,3:07.0,D. DeRozan makes 2-pt layup from 2 ft,,12,21
62,1,2:47.0,,D. Williams misses 2-pt jump shot from 14 ft,12,21
63,1,2:45.0,Defensive rebound by B. Biyombo,,12,21
64,1,2:35.0,D. DeRozan makes 2-pt jump shot from 11 ft,,14,21
65,1,2:25.0,,New York full timeout,14,21
66,1,2:25.0,,K. O'Quinn enters the game for C. Anthony,14,21
67,1,2:25.0,,A. Afflalo enters the game for R. Lopez,14,21
68,1,2:25.0,D. Carroll enters the game for N. Powell,,14,21
69,1,2:25.0,C. Joseph enters the game for K. Lowry,,14,21
70,1,2:14.0,,D. Williams misses 2-pt jump shot from 5 ft,14,21
71,1,2:13.0,,Offensive rebound by D. Williams,14,21
72,1,2:12.0,,Shooting foul by B. Biyombo (drawn by D. Williams),14,21
73,1,2:12.0,,D. Williams makes free throw 1 of 2,14,22
74,1,2:12.0,,D. Williams makes free throw 2 of 2,14,23
75,1,1:59.0,D. DeRozan makes 2-pt layup from 1 ft,,16,23
76,1,1:43.0,,S. Vujačić makes 2-pt jump shot from 18 ft (assist by K. O'Quinn),16,25
77,1,1:30.0,D. DeRozan makes 2-pt jump shot from 13 ft,,18,25
78,1,1:09.0,,K. O'Quinn misses 2-pt jump shot from 17 ft,18,25
79,1,1:07.0,Defensive rebound by Team,,18,25
80,1,0:43.0,Turnover by Team (shot clock),,18,25
81,1,0:36.0,,J. Grant misses 2-pt jump shot from 16 ft,18,25
82,1,0:35.0,Defensive rebound by Team,,18,25
83,1,0:35.0,,Loose ball foul by K. O'Quinn,18,25
84,1,0:22.0,C. Joseph misses 2-pt jump shot from 4 ft,,18,25
85,1,0:20.0,Offensive rebound by C. Joseph,,18,25
86,1,0:03.0,D. DeRozan makes 2-pt layup from 2 ft,,20,25
87,2,11:50.0,Def 3 sec tech foul by K. O'Quinn,,20,25
88,2,11:50.0,T. Ross makes technical free throw,,21,25
89,2,11:37.0,Shooting foul by L. Galloway (drawn by C. Joseph),,21,25
90,2,11:37.0,C. Joseph makes free throw 1 of 2,,22,25
91,2,11:37.0,C. Joseph makes free throw 2 of 2,,23,25
92,2,11:22.0,,S. Vujačić makes 3-pt jump shot from 24 ft (assist by K. O'Quinn),23,28
93,2,10:54.0,C. Joseph misses 2-pt jump shot from 13 ft,,23,28
94,2,10:52.0,,Defensive rebound by K. O'Quinn,23,28
95,2,10:37.0,,L. Galloway misses 2-pt jump shot from 20 ft,23,28
96,2,10:36.0,Defensive rebound by B. Biyombo,,23,28
97,2,10:27.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. Carroll),,26,28
98,2,10:03.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by L. Galloway),26,30
99,2,10:03.0,,Shooting foul by P. Patterson (drawn by K. O'Quinn),26,30
100,2,10:03.0,,K. O'Quinn makes free throw 1 of 1,26,31
101,2,9:44.0,Shooting foul by K. O'Quinn (drawn by D. Carroll),,26,31
102,2,9:44.0,D. Carroll makes free throw 1 of 2,,27,31
103,2,9:44.0,D. Carroll makes free throw 2 of 2,,28,31
104,2,9:35.0,,Turnover by L. Galloway (bad pass; steal by D. Carroll),28,31
105,2,9:17.0,P. Patterson makes 2-pt layup from 1 ft (assist by C. Joseph),,30,31
106,2,9:04.0,,K. O'Quinn misses 2-pt jump shot from 3 ft,30,31
107,2,9:03.0,,Offensive rebound by Team,30,31
108,2,8:47.0,,K. O'Quinn misses 2-pt layup from 1 ft,30,31
109,2,8:45.0,Defensive rebound by B. Biyombo,,30,31
110,2,8:40.0,D. Carroll misses 2-pt layup from 2 ft,,30,31
111,2,8:38.0,Offensive rebound by B. Biyombo,,30,31
112,2,8:37.0,Shooting foul by C. Early (drawn by B. Biyombo),,30,31
113,2,8:37.0,Official timeout,,30,31
114,2,8:37.0,,J. Grant enters the game for S. Vujačić,30,31
115,2,8:37.0,,R. Lopez enters the game for K. O'Quinn,30,31
116,2,8:37.0,B. Biyombo misses free throw 1 of 2,,30,31
117,2,8:37.0,Offensive rebound by Team,,30,31
118,2,8:37.0,B. Biyombo misses free throw 2 of 2,,30,31
119,2,8:36.0,,Defensive rebound by A. Afflalo,30,31
120,2,8:15.0,,L. Galloway makes 2-pt jump shot from 18 ft,30,33
121,2,8:10.0,Turnover by P. Patterson (bad pass; steal by J. Grant),,30,33
122,2,8:08.0,,J. Grant makes 2-pt layup from 3 ft,30,35
123,2,7:52.0,T. Ross makes 2-pt jump shot from 7 ft,,32,35
124,2,7:38.0,,R. Lopez misses 2-pt jump shot from 15 ft,32,35
125,2,7:37.0,Defensive rebound by D. Carroll,,32,35
126,2,7:26.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by B. Biyombo),,35,35
127,2,7:00.0,,C. Early makes 3-pt jump shot from 25 ft (assist by A. Afflalo),35,38
128,2,6:36.0,T. Ross makes 2-pt jump shot from 15 ft,,37,38
129,2,6:17.0,,L. Galloway misses 3-pt jump shot from 25 ft,37,38
130,2,6:15.0,Defensive rebound by T. Ross,,37,38
131,2,6:07.0,T. Ross misses 2-pt jump shot from 9 ft,,37,38
132,2,6:05.0,,Defensive rebound by C. Early,37,38
133,2,5:43.0,,A. Afflalo misses 3-pt jump shot from 25 ft,37,38
134,2,5:41.0,Defensive rebound by D. Carroll,,37,38
135,2,5:35.0,T. Ross misses 3-pt jump shot from 25 ft,,37,38
136,2,5:33.0,,Defensive rebound by L. Galloway,37,38
137,2,5:24.0,,Shooting foul by T. Ross (drawn by J. Grant),37,38
138,2,5:24.0,,New York full timeout,37,38
139,2,5:24.0,,C. Anthony enters the game for C. Early,37,38
140,2,5:24.0,D. DeRozan enters the game for B. Biyombo,,37,38
141,2,5:24.0,K. Lowry enters the game for D. Carroll,,37,38
142,2,5:24.0,J. Valančiūnas enters the game for C. Joseph,,37,38
143,2,5:24.0,,J. Grant misses free throw 1 of 2,37,38
144,2,5:24.0,,Offensive rebound by Team,37,38
145,2,5:24.0,,J. Grant makes free throw 2 of 2,37,39
146,2,5:12.0,T. Ross makes 2-pt jump shot from 17 ft (assist by K. Lowry),,39,39
147,2,4:49.0,,C. Anthony misses 2-pt jump shot from 15 ft,39,39
148,2,4:47.0,Defensive rebound by J. Valančiūnas,,39,39
149,2,4:37.0,D. DeRozan makes 2-pt jump shot from 4 ft,,41,39
150,2,4:14.0,,R. Lopez makes 2-pt dunk at rim (assist by J. Grant),41,41
151,2,3:54.0,P. Patterson misses 3-pt jump shot from 24 ft,,41,41
152,2,3:52.0,,Defensive rebound by L. Galloway,41,41
153,2,3:42.0,,C. Anthony misses 2-pt jump shot from 21 ft,41,41
154,2,3:40.0,,Offensive rebound by R. Lopez,41,41
155,2,3:40.0,,R. Lopez makes 2-pt layup from 2 ft,41,43
156,2,3:23.0,D. DeRozan makes 2-pt jump shot from 8 ft,,43,43
157,2,3:01.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by C. Anthony),43,45
158,2,2:43.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by D. DeRozan),,45,45
159,2,2:43.0,Shooting foul by C. Anthony (drawn by J. Valančiūnas),,45,45
160,2,2:43.0,Toronto full timeout,,45,45
161,2,2:43.0,,S. Vujačić enters the game for L. Galloway,45,45
162,2,2:43.0,J. Thompson enters the game for P. Patterson,,45,45
163,2,2:43.0,N. Powell enters the game for T. Ross,,45,45
164,2,2:43.0,J. Valančiūnas makes free throw 1 of 1,,46,45
165,2,2:26.0,,C. Anthony misses 2-pt layup from 1 ft,46,45
166,2,2:24.0,Defensive rebound by J. Thompson,,46,45
167,2,2:09.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,48,45
168,2,1:48.0,,C. Anthony misses 2-pt layup from 1 ft (block by J. Valančiūnas),48,45
169,2,1:47.0,,Offensive rebound by C. Anthony,48,45
170,2,1:46.0,,C. Anthony makes 2-pt layup from 1 ft,48,47
171,2,1:45.0,,Violation by Team (delay of game),48,47
172,2,1:22.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,51,47
173,2,1:00.0,,Shooting foul by J. Thompson (drawn by C. Anthony),51,47
174,2,1:00.0,,C. Anthony makes free throw 1 of 2,51,48
175,2,1:00.0,,D. Williams enters the game for S. Vujačić,51,48
176,2,1:00.0,,C. Anthony makes free throw 2 of 2,51,49
177,2,0:43.0,K. Lowry misses 2-pt jump shot from 4 ft,,51,49
178,2,0:41.0,,Defensive rebound by C. Anthony,51,49
179,2,0:33.0,,D. Williams makes 2-pt jump shot from 6 ft,51,51
180,2,0:18.0,K. Lowry makes 3-pt jump shot from 24 ft,,54,51
181,2,0:01.0,,C. Anthony misses 2-pt jump shot from 22 ft,54,51
182,2,0:00.0,,Offensive rebound by Team,54,51
183,3,11:47.0,D. DeRozan misses 2-pt jump shot from 19 ft,,54,51
184,3,11:45.0,Offensive rebound by J. Valančiūnas,,54,51
185,3,11:44.0,J. Valančiūnas misses 2-pt layup at rim (block by R. Lopez),,54,51
186,3,11:42.0,,Defensive rebound by D. Williams,54,51
187,3,11:37.0,,Turnover by D. Williams (lost ball; steal by K. Lowry),54,51
188,3,11:27.0,N. Powell misses 2-pt jump shot from 17 ft,,54,51
189,3,11:25.0,,Defensive rebound by J. Grant,54,51
190,3,11:17.0,,Turnover by J. Grant (bad pass; steal by N. Powell),54,51
191,3,10:58.0,J. Valančiūnas misses 2-pt jump shot from 15 ft,,54,51
192,3,10:57.0,,Defensive rebound by R. Lopez,54,51
193,3,10:44.0,,Shooting foul by N. Powell (drawn by C. Anthony),54,51
194,3,10:44.0,,C. Anthony makes free throw 1 of 2,54,52
195,3,10:44.0,,C. Anthony makes free throw 2 of 2,54,53
196,3,10:25.0,N. Powell misses 3-pt jump shot from 24 ft,,54,53
197,3,10:23.0,,Defensive rebound by S. Vujačić,54,53
198,3,10:03.0,,C. Anthony makes 2-pt jump shot from 6 ft,54,55
199,3,9:37.0,K. Lowry makes 3-pt jump shot from 22 ft,,57,55
200,3,9:13.0,,D. Williams misses 3-pt jump shot from 23 ft,57,55
201,3,9:11.0,,Offensive rebound by R. Lopez,57,55
202,3,9:11.0,,R. Lopez misses 2-pt layup at rim,57,55
203,3,9:09.0,,Offensive rebound by J. Grant,57,55
204,3,9:00.0,,C. Anthony makes 2-pt jump shot from 15 ft,57,57
205,3,8:46.0,J. Thompson makes 2-pt jump shot from 5 ft (assist by K. Lowry),,59,57
206,3,8:31.0,,Offensive foul by C. Anthony (drawn by K. Lowry),59,57
207,3,8:31.0,,Turnover by C. Anthony (offensive foul),59,57
208,3,8:13.0,K. Lowry makes 2-pt jump shot from 18 ft,,61,57
209,3,7:47.0,,D. Williams makes 2-pt jump shot from 15 ft,61,59
210,3,7:29.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,61,59
211,3,7:27.0,,Defensive rebound by C. Anthony,61,59
212,3,7:13.0,,Personal foul by J. Thompson,61,59
213,3,7:04.0,,S. Vujačić misses 3-pt jump shot from 25 ft,61,59
214,3,7:02.0,Defensive rebound by D. DeRozan,,61,59
215,3,6:53.0,D. DeRozan makes 2-pt layup at rim,,63,59
216,3,6:26.0,,C. Anthony misses 2-pt jump shot from 18 ft,63,59
217,3,6:24.0,Defensive rebound by J. Thompson,,63,59
218,3,6:22.0,N. Powell misses 2-pt layup from 2 ft (block by C. Anthony),,63,59
219,3,6:21.0,Offensive rebound by Team,,63,59
220,3,6:21.0,,New York full timeout,63,59
221,3,6:15.0,Shooting foul by C. Anthony (drawn by J. Valančiūnas),,63,59
222,3,6:15.0,J. Valančiūnas misses free throw 1 of 2,,63,59
223,3,6:15.0,Offensive rebound by Team,,63,59
224,3,6:15.0,J. Valančiūnas makes free throw 2 of 2,,64,59
225,3,5:59.0,,S. Vujačić misses 2-pt jump shot from 12 ft,64,59
226,3,5:58.0,,Offensive rebound by R. Lopez,64,59
227,3,5:58.0,,R. Lopez misses 2-pt layup from 1 ft,64,59
228,3,5:57.0,,Offensive rebound by Team,64,59
229,3,5:56.0,,Turnover by R. Lopez (traveling),64,59
230,3,5:56.0,,L. Galloway enters the game for S. Vujačić,64,59
231,3,5:48.0,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),,66,59
232,3,5:32.0,,C. Anthony makes 2-pt layup at rim,66,61
233,3,5:27.0,Turnover by J. Valančiūnas (bad pass; steal by J. Grant),,66,61
234,3,5:20.0,,Personal foul by J. Valančiūnas,66,61
235,3,5:05.0,,D. Williams misses 2-pt jump shot from 17 ft,66,61
236,3,5:03.0,Defensive rebound by J. Valančiūnas,,66,61
237,3,4:55.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),,69,61
238,3,4:38.0,,J. Grant misses 2-pt layup from 3 ft,69,61
239,3,4:36.0,,Offensive rebound by L. Galloway,69,61
240,3,4:30.0,,R. Lopez makes 2-pt dunk at rim (assist by L. Galloway),69,63
241,3,4:09.0,N. Powell makes 2-pt jump shot from 3 ft (assist by D. DeRozan),,71,63
242,3,4:08.0,,New York full timeout,71,63
243,3,3:59.0,,J. Grant misses 2-pt layup from 1 ft (block by K. Lowry),71,63
244,3,3:58.0,,Offensive rebound by Team,71,63
245,3,3:46.0,,D. Williams misses 2-pt layup from 1 ft,71,63
246,3,3:45.0,,Offensive rebound by Team,71,63
247,3,3:45.0,Loose ball foul by D. DeRozan,,71,63
248,3,3:37.0,,J. Grant misses 2-pt layup from 2 ft,71,63
249,3,3:35.0,,Offensive rebound by Team,71,63
250,3,3:35.0,D. Carroll enters the game for N. Powell,,71,63
251,3,3:31.0,,L. Galloway misses 2-pt layup from 2 ft,71,63
252,3,3:29.0,Defensive rebound by J. Thompson,,71,63
253,3,3:12.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,73,63
254,3,2:50.0,,C. Anthony makes 2-pt jump shot from 5 ft,73,65
255,3,2:31.0,D. DeRozan misses 2-pt jump shot from 5 ft,,73,65
256,3,2:29.0,,Defensive rebound by C. Anthony,73,65
257,3,2:18.0,,J. Grant makes 2-pt layup from 1 ft (assist by C. Anthony),73,67
258,3,2:18.0,,Shooting foul by J. Thompson (drawn by J. Grant),73,67
259,3,2:18.0,Toronto full timeout,,73,67
260,3,2:18.0,,K. O'Quinn enters the game for C. Anthony,73,67
261,3,2:18.0,,C. Early enters the game for D. Williams,73,67
262,3,2:18.0,,A. Afflalo enters the game for R. Lopez,73,67
263,3,2:18.0,C. Joseph enters the game for J. Thompson,,73,67
264,3,2:18.0,P. Patterson enters the game for K. Lowry,,73,67
265,3,2:18.0,,J. Grant misses free throw 1 of 1,73,67
266,3,2:17.0,Defensive rebound by D. Carroll,,73,67
267,3,1:58.0,J. Valančiūnas misses 2-pt jump shot from 10 ft,,73,67
268,3,1:57.0,,Defensive rebound by C. Early,73,67
269,3,1:46.0,,L. Galloway misses 3-pt jump shot from 23 ft,73,67
270,3,1:44.0,,Offensive rebound by C. Early,73,67
271,3,1:40.0,,K. O'Quinn misses 2-pt layup from 2 ft (block by D. Carroll),73,67
272,3,1:39.0,,Offensive rebound by Team,73,67
273,3,1:39.0,B. Biyombo enters the game for J. Valančiūnas,,73,67
274,3,1:39.0,T. Ross enters the game for D. DeRozan,,73,67
275,3,1:36.0,,J. Grant misses 2-pt jump shot from 18 ft,73,67
276,3,1:34.0,Defensive rebound by C. Joseph,,73,67
277,3,1:19.0,T. Ross misses 2-pt jump shot from 11 ft,,73,67
278,3,1:17.0,,Defensive rebound by K. O'Quinn,73,67
279,3,1:04.0,,L. Galloway misses 2-pt jump shot from 17 ft,73,67
280,3,1:02.0,Defensive rebound by B. Biyombo,,73,67
281,3,0:44.0,B. Biyombo makes 2-pt jump shot from 14 ft (assist by P. Patterson),,75,67
282,3,0:34.0,,Shooting foul by C. Joseph (drawn by J. Grant),75,67
283,3,0:34.0,,J. Grant makes free throw 1 of 2,75,68
284,3,0:34.0,,J. Grant makes free throw 2 of 2,75,69
285,3,0:15.0,T. Ross misses 2-pt jump shot from 22 ft,,75,69
286,3,0:12.0,,Defensive rebound by A. Afflalo,75,69
287,3,0:03.0,,J. Grant misses 3-pt jump shot from 24 ft,75,69
288,3,0:00.0,,Offensive rebound by Team,75,69
289,4,11:42.0,,C. Early misses 2-pt jump shot from 21 ft,75,69
290,4,11:40.0,Defensive rebound by D. Carroll,,75,69
291,4,11:31.0,Turnover by C. Joseph (bad pass; steal by C. Early),,75,69
292,4,11:28.0,,C. Early misses 2-pt layup from 1 ft (block by P. Patterson),75,69
293,4,11:26.0,Defensive rebound by C. Joseph,,75,69
294,4,11:08.0,D. Carroll misses 2-pt jump shot from 10 ft,,75,69
295,4,11:06.0,,Defensive rebound by C. Early,75,69
296,4,10:56.0,,K. O'Quinn misses 2-pt jump shot from 13 ft,75,69
297,4,10:55.0,Defensive rebound by D. Carroll,,75,69
298,4,10:38.0,P. Patterson misses 3-pt jump shot from 23 ft,,75,69
299,4,10:37.0,Offensive rebound by Team,,75,69
300,4,10:31.0,C. Joseph makes 2-pt jump shot from 18 ft (assist by P. Patterson),,77,69
301,4,10:04.0,,L. Galloway misses 3-pt jump shot from 24 ft,77,69
302,4,10:02.0,Defensive rebound by P. Patterson,,77,69
303,4,9:53.0,T. Ross makes 2-pt jump shot from 13 ft,,79,69
304,4,9:37.0,,C. Early misses 3-pt jump shot from 23 ft,79,69
305,4,9:35.0,,Offensive rebound by K. O'Quinn,79,69
306,4,9:34.0,,Personal foul by D. Carroll,79,69
307,4,9:27.0,,S. Vujačić misses 2-pt jump shot from 18 ft,79,69
308,4,9:25.0,,Offensive rebound by K. O'Quinn,79,69
309,4,9:09.0,,L. Galloway makes 2-pt jump shot from 6 ft,79,71
310,4,8:49.0,Turnover by B. Biyombo (offensive foul),,79,71
311,4,8:49.0,Offensive foul by B. Biyombo (drawn by C. Early),,79,71
312,4,8:49.0,Official timeout,,79,71
313,4,8:34.0,,S. Vujačić misses 2-pt jump shot from 14 ft,79,71
314,4,8:33.0,Defensive rebound by B. Biyombo,,79,71
315,4,8:14.0,C. Joseph misses 3-pt jump shot from 24 ft,,79,71
316,4,8:12.0,,Defensive rebound by K. O'Quinn,79,71
317,4,7:56.0,,K. O'Quinn misses 2-pt jump shot from 4 ft,79,71
318,4,7:55.0,,Offensive rebound by Team,79,71
319,4,7:48.0,,K. O'Quinn misses 2-pt jump shot from 11 ft,79,71
320,4,7:46.0,Defensive rebound by B. Biyombo,,79,71
321,4,7:23.0,D. Carroll misses 2-pt jump shot from 21 ft (block by S. Vujačić),,79,71
322,4,7:21.0,,Defensive rebound by S. Vujačić,79,71
323,4,7:15.0,,Personal foul by D. Carroll,79,71
324,4,7:15.0,K. Lowry enters the game for D. Carroll,,79,71
325,4,7:15.0,D. DeRozan enters the game for C. Joseph,,79,71
326,4,7:03.0,,C. Early misses 2-pt jump shot from 18 ft,79,71
327,4,7:01.0,Defensive rebound by B. Biyombo,,79,71
328,4,6:50.0,K. Lowry misses 3-pt jump shot from 25 ft,,79,71
329,4,6:48.0,,Defensive rebound by A. Afflalo,79,71
330,4,6:36.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by K. O'Quinn),79,74
331,4,6:11.0,T. Ross misses 3-pt jump shot from 24 ft,,79,74
332,4,6:09.0,Offensive rebound by P. Patterson,,79,74
333,4,5:56.0,T. Ross misses 3-pt jump shot from 23 ft,,79,74
334,4,5:54.0,,Defensive rebound by K. O'Quinn,79,74
335,4,5:47.0,,S. Vujačić makes 3-pt jump shot from 24 ft (assist by L. Galloway),79,77
336,4,5:46.0,Toronto full timeout,,79,77
337,4,5:46.0,J. Valančiūnas enters the game for B. Biyombo,,79,77
338,4,5:46.0,,J. Grant enters the game for A. Afflalo,79,77
339,4,5:35.0,Turnover by D. DeRozan (lost ball),,79,77
340,4,5:23.0,,K. O'Quinn makes 2-pt jump shot from 12 ft (assist by L. Galloway),79,79
341,4,5:05.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by J. Valančiūnas),,81,79
342,4,4:47.0,,K. O'Quinn makes 2-pt layup from 2 ft,81,81
343,4,4:19.0,T. Ross makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,84,81
344,4,4:01.0,,K. O'Quinn misses 2-pt jump shot from 7 ft,84,81
345,4,4:00.0,,Offensive rebound by Team,84,81
346,4,4:00.0,Loose ball foul by K. Lowry,,84,81
347,4,3:37.0,,C. Early misses 2-pt jump shot from 17 ft,84,81
348,4,3:35.0,,Offensive rebound by K. O'Quinn,84,81
349,4,3:31.0,,L. Galloway misses 2-pt layup from 1 ft,84,81
350,4,3:30.0,Defensive rebound by J. Valančiūnas,,84,81
351,4,3:14.0,J. Valančiūnas misses 2-pt jump shot from 4 ft,,84,81
352,4,3:12.0,,Defensive rebound by C. Early,84,81
353,4,3:06.0,,J. Grant makes 2-pt layup from 2 ft,84,83
354,4,3:06.0,,Shooting foul by T. Ross (drawn by J. Grant),84,83
355,4,3:06.0,,J. Grant makes free throw 1 of 1,84,84
356,4,2:48.0,Shooting foul by S. Vujačić (drawn by D. DeRozan),,84,84
357,4,2:48.0,,New York full timeout,84,84
358,4,2:48.0,C. Joseph enters the game for T. Ross,,84,84
359,4,2:48.0,D. DeRozan makes free throw 1 of 2,,85,84
360,4,2:48.0,D. DeRozan makes free throw 2 of 2,,86,84
361,4,2:34.0,,S. Vujačić misses 3-pt jump shot from 24 ft,86,84
362,4,2:32.0,,Offensive rebound by K. O'Quinn,86,84
363,4,2:31.0,,Turnover by K. O'Quinn (lost ball; steal by K. Lowry),86,84
364,4,2:14.0,C. Joseph misses 3-pt jump shot from 22 ft,,86,84
365,4,2:13.0,,Defensive rebound by S. Vujačić,86,84
366,4,2:12.0,,Personal foul by K. Lowry,86,84
367,4,2:12.0,,S. Vujačić makes free throw 1 of 2,86,85
368,4,2:12.0,,S. Vujačić makes free throw 2 of 2,86,86
369,4,1:58.0,K. Lowry misses 3-pt jump shot from 24 ft,,86,86
370,4,1:56.0,Offensive rebound by D. DeRozan,,86,86
371,4,1:55.0,Personal foul by L. Galloway,,86,86
372,4,1:42.0,K. Lowry misses 3-pt jump shot from 24 ft,,86,86
373,4,1:40.0,,Defensive rebound by S. Vujačić,86,86
374,4,1:17.0,,J. Grant misses 3-pt jump shot from 26 ft,86,86
375,4,1:16.0,,Offensive rebound by Team,86,86
376,4,1:16.0,,Turnover by Team (shot clock),86,86
377,4,1:16.0,Toronto full timeout,,86,86
378,4,1:16.0,T. Ross enters the game for C. Joseph,,86,86
379,4,1:05.0,D. DeRozan makes 2-pt layup from 2 ft,,88,86
380,4,1:05.0,Shooting foul by K. O'Quinn (drawn by D. DeRozan),,88,86
381,4,1:05.0,C. Joseph enters the game for T. Ross,,88,86
382,4,1:05.0,B. Biyombo enters the game for J. Valančiūnas,,88,86
383,4,1:05.0,D. DeRozan makes free throw 1 of 1,,89,86
384,4,1:05.0,,New York full timeout,89,86
385,4,0:58.0,,J. Grant makes 2-pt layup from 1 ft,89,88
386,4,0:42.0,J. Valančiūnas enters the game for B. Biyombo,,89,88
387,4,0:42.0,T. Ross enters the game for C. Joseph,,89,88
388,4,0:37.0,K. Lowry misses 2-pt layup from 2 ft,,89,88
