,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
0,1,11:47.0,,N. Noel makes 2-pt layup at rim (assist by I. Canaan),0,2
1,1,11:34.0,Personal foul by N. Noel (drawn by K. Porziņģis),,0,2
2,1,11:21.0,A. Afflalo makes 3-pt jump shot from 25 ft,,3,2
3,1,11:05.0,,Def 3 sec tech foul by K. Porziņģis,3,2
4,1,11:05.0,,I. Canaan makes technical free throw,3,3
5,1,10:57.0,,K. Marshall misses 2-pt jump shot from 16 ft,3,3
6,1,10:55.0,,Offensive rebound by Team,3,3
7,1,10:39.0,,I. Canaan makes 2-pt jump shot from 7 ft,3,5
8,1,10:22.0,C. Anthony misses 2-pt jump shot from 12 ft,,3,5
9,1,10:20.0,,Defensive rebound by N. Noel,3,5
10,1,10:13.0,,R. Covington misses 3-pt jump shot from 25 ft,3,5
11,1,10:11.0,Defensive rebound by J. Calderón,,3,5
12,1,10:11.0,,Loose ball foul by R. Covington (drawn by J. Calderón),3,5
13,1,9:49.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,3,5
14,1,9:47.0,,Defensive rebound by R. Covington,3,5
15,1,9:37.0,,J. Okafor makes 2-pt jump shot from 13 ft,3,7
16,1,9:18.0,Shooting foul by R. Covington (drawn by C. Anthony),,3,7
17,1,9:18.0,C. Anthony makes free throw 1 of 2,,4,7
18,1,9:18.0,,H. Thompson enters the game for R. Covington,4,7
19,1,9:18.0,C. Anthony makes free throw 2 of 2,,5,7
20,1,9:03.0,,K. Marshall misses 3-pt jump shot from 23 ft,5,7
21,1,9:02.0,Defensive rebound by J. Calderón,,5,7
22,1,8:52.0,A. Afflalo misses 2-pt jump shot from 6 ft,,5,7
23,1,8:49.0,Offensive rebound by R. Lopez,,5,7
24,1,8:49.0,R. Lopez makes 2-pt hook shot from 3 ft,,7,7
25,1,8:40.0,,K. Marshall makes 2-pt layup from 2 ft,7,9
26,1,8:28.0,C. Anthony makes 2-pt jump shot from 7 ft,,9,9
27,1,8:11.0,,J. Okafor makes 2-pt jump shot from 13 ft,9,11
28,1,7:55.0,K. Porziņģis makes 2-pt jump shot from 14 ft,,11,11
29,1,7:40.0,,J. Okafor misses 2-pt jump shot from 9 ft,11,11
30,1,7:39.0,Defensive rebound by C. Anthony,,11,11
31,1,7:27.0,A. Afflalo makes 2-pt jump shot from 5 ft,,13,11
32,1,7:27.0,Shooting foul by I. Canaan (drawn by A. Afflalo),,13,11
33,1,7:27.0,,T. Wroten enters the game for K. Marshall,13,11
34,1,7:27.0,,J. Grant enters the game for N. Noel,13,11
35,1,7:27.0,A. Afflalo makes free throw 1 of 1,,14,11
36,1,7:14.0,,I. Canaan misses 3-pt jump shot from 27 ft,14,11
37,1,7:12.0,Defensive rebound by A. Afflalo,,14,11
38,1,7:03.0,J. Calderón misses 2-pt jump shot from 15 ft,,14,11
