,QUARTER,TIME_REMAINING,UTAH_ACTION,SACRAMENTO_ACTION,UTAH_SCORE,SACRAMENTO_SCORE
79,1,2:27.0,,Defensive rebound by R. Gay,14,28
80,1,2:07.0,,D. Cousins misses 2-pt jump shot from 18 ft,14,28
81,1,2:07.0,Defensive rebound by G. Hayward,,14,28
82,1,1:55.0,D. Favors misses 2-pt hook shot from 7 ft,,14,28
83,1,1:55.0,,Defensive rebound by M. Belinelli,14,28
84,1,1:42.0,,D. Collison misses 3-pt jump shot from 25 ft,14,28
85,1,1:41.0,Defensive rebound by G. Hayward,,14,28
86,1,1:25.0,T. Burke misses 3-pt jump shot from 25 ft,,14,28
87,1,1:25.0,,Defensive rebound by D. Cousins,14,28
88,1,1:21.0,,R. Gay makes 2-pt layup from 1 ft (assist by D. Cousins),14,30
89,1,1:21.0,Utah full timeout,,14,30
90,1,1:21.0,,K. Koufos enters the game for D. Cousins,14,30
91,1,1:03.0,T. Booker makes 2-pt dunk at rim (assist by G. Hayward),,16,30
92,1,0:45.0,,D. Collison misses 3-pt jump shot from 25 ft,16,30
93,1,0:44.0,Defensive rebound by G. Hayward,,16,30
94,1,0:38.0,A. Burks makes 2-pt jump shot from 22 ft,,18,30
95,1,0:38.0,Shooting foul by R. Gay (drawn by A. Burks),,18,30
96,1,0:38.0,J. Withey enters the game for G. Hayward,,18,30
97,1,0:38.0,J. Ingles enters the game for D. Favors,,18,30
98,1,0:38.0,,O. Casspi enters the game for R. Gay,18,30
99,1,0:38.0,A. Burks makes free throw 1 of 1,,19,30
100,1,0:18.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by R. Rondo),19,33
101,1,0:09.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by T. Booker),,22,33
102,2,11:46.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Rondo),22,36
103,2,11:22.0,T. Booker makes 2-pt jump shot from 4 ft,,24,36
104,2,11:09.0,,Turnover by D. Collison (bad pass; steal by T. Burke),24,36
105,2,10:57.0,A. Burks makes 3-pt jump shot from 25 ft (assist by J. Ingles),,27,36
106,2,10:46.0,,M. Belinelli makes 2-pt jump shot from 17 ft (assist by R. Rondo),27,38
107,2,10:27.0,T. Burke misses 2-pt jump shot from 3 ft,,27,38
108,2,10:26.0,Offensive rebound by J. Withey,,27,38
109,2,10:26.0,J. Withey misses 2-pt layup from 2 ft,,27,38
110,2,10:24.0,Offensive rebound by T. Burke,,27,38
111,2,10:19.0,A. Burks makes 3-pt jump shot from 25 ft (assist by J. Ingles),,30,38
112,2,10:11.0,,B. McLemore enters the game for R. Rondo,30,38
113,2,9:57.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by O. Casspi),30,41
114,2,9:34.0,T. Booker misses 3-pt jump shot from 24 ft,,30,41
115,2,9:34.0,,Defensive rebound by O. Casspi,30,41
116,2,9:26.0,,Personal foul by A. Burks (drawn by O. Casspi),30,41
117,2,9:22.0,,O. Casspi misses 3-pt jump shot from 24 ft,30,41
118,2,9:22.0,Defensive rebound by A. Burks,,30,41
119,2,9:01.0,T. Burke misses 3-pt jump shot from 25 ft,,30,41
120,2,9:00.0,Offensive rebound by J. Withey,,30,41
121,2,8:52.0,T. Burke makes 3-pt jump shot from 23 ft (assist by A. Burks),,33,41
122,2,8:41.0,,K. Koufos misses 2-pt layup from 2 ft,33,41
123,2,8:41.0,Defensive rebound by J. Withey,,33,41
124,2,8:34.0,A. Burks misses 3-pt jump shot from 23 ft,,33,41
125,2,8:34.0,,Defensive rebound by Team,33,41
126,2,8:34.0,Loose ball foul by J. Withey (drawn by K. Koufos),,33,41
127,2,8:34.0,Official timeout,,33,41
128,2,8:25.0,,Turnover by O. Casspi (bad pass),33,41
129,2,8:07.0,Offensive foul by T. Burke (drawn by D. Collison),,33,41
130,2,8:07.0,Turnover by T. Burke (offensive foul),,33,41
131,2,7:49.0,R. Hood enters the game for A. Burks,,33,41
132,2,7:43.0,,K. Koufos makes 2-pt dunk at rim (assist by M. Belinelli),33,43
133,2,7:23.0,T. Burke misses 3-pt jump shot from 24 ft,,33,43
134,2,7:23.0,Offensive rebound by Team,,33,43
135,2,7:23.0,,Loose ball foul by B. McLemore (drawn by T. Booker),33,43
136,2,7:23.0,,Violation by K. Koufos (kicked ball),33,43
137,2,7:13.0,R. Hood misses 3-pt jump shot from 25 ft,,33,43
138,2,7:12.0,,Defensive rebound by O. Casspi,33,43
139,2,7:06.0,,Personal foul by J. Ingles (drawn by K. Koufos),33,43
140,2,7:01.0,,M. Belinelli misses 2-pt jump shot from 21 ft,33,43
141,2,7:00.0,Defensive rebound by T. Booker,,33,43
142,2,6:45.0,J. Withey misses 2-pt jump shot from 4 ft (block by K. Koufos),,33,43
143,2,6:43.0,Offensive rebound by J. Withey,,33,43
144,2,6:43.0,J. Withey misses 2-pt layup from 2 ft,,33,43
145,2,6:43.0,Offensive rebound by T. Booker,,33,43
146,2,6:43.0,Shooting foul by B. McLemore (drawn by T. Booker),,33,43
147,2,6:43.0,T. Booker misses free throw 1 of 2,,33,43
148,2,6:43.0,Offensive rebound by Team,,33,43
149,2,6:43.0,,D. Cousins enters the game for K. Koufos,33,43
150,2,6:43.0,G. Hayward enters the game for J. Withey,,33,43
151,2,6:43.0,D. Favors enters the game for J. Ingles,,33,43
152,2,6:43.0,T. Booker makes free throw 2 of 2,,34,43
153,2,6:24.0,,B. McLemore misses 3-pt jump shot from 23 ft,34,43
154,2,6:23.0,Defensive rebound by G. Hayward,,34,43
155,2,6:00.0,G. Hayward makes 2-pt jump shot from 15 ft,,36,43
156,2,5:46.0,,D. Collison makes 2-pt layup from 1 ft (assist by D. Cousins),36,45
157,2,5:20.0,T. Booker misses 2-pt jump shot from 9 ft,,36,45
158,2,5:19.0,,Defensive rebound by D. Cousins,36,45
159,2,5:04.0,,O. Casspi misses 2-pt layup from 3 ft,36,45
160,2,5:03.0,Defensive rebound by T. Booker,,36,45
161,2,4:51.0,Turnover by G. Hayward (traveling),,36,45
162,2,4:51.0,,Sacramento full timeout,36,45
163,2,4:51.0,,R. Gay enters the game for M. Belinelli,36,45
164,2,4:51.0,T. Lyles enters the game for T. Burke,,36,45
165,2,4:51.0,A. Burks enters the game for T. Booker,,36,45
166,2,4:41.0,,D. Collison misses 2-pt jump shot from 17 ft,36,45
167,2,4:39.0,Defensive rebound by R. Hood,,36,45
168,2,4:31.0,Personal foul by O. Casspi (drawn by G. Hayward),,36,45
169,2,4:31.0,,R. Rondo enters the game for D. Collison,36,45
170,2,4:22.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by G. Hayward),,39,45
171,2,4:12.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),39,47
172,2,4:00.0,Shooting foul by D. Cousins (drawn by D. Favors),,39,47
173,2,4:00.0,D. Favors makes free throw 1 of 2,,40,47
174,2,4:00.0,D. Favors misses free throw 2 of 2,,40,47
175,2,3:59.0,,Defensive rebound by O. Casspi,40,47
176,2,3:40.0,,R. Gay makes 2-pt layup from 2 ft (assist by R. Rondo),40,49
177,2,3:14.0,G. Hayward misses 3-pt jump shot from 24 ft,,40,49
178,2,3:14.0,,Defensive rebound by Team,40,49
179,2,2:58.0,,O. Casspi misses 3-pt jump shot from 25 ft,40,49
180,2,2:57.0,,Offensive rebound by B. McLemore,40,49
181,2,2:44.0,,Personal foul by A. Burks (drawn by R. Gay),40,49
182,2,2:44.0,Utah full timeout,,40,49
183,2,2:29.0,,R. Rondo misses 2-pt jump shot from 16 ft,40,49
184,2,2:28.0,Defensive rebound by G. Hayward,,40,49
185,2,2:03.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by R. Hood),,43,49
186,2,1:41.0,,D. Cousins misses 2-pt jump shot from 21 ft,43,49
187,2,1:40.0,Defensive rebound by T. Lyles,,43,49
188,2,1:33.0,R. Hood misses 2-pt jump shot from 9 ft,,43,49
189,2,1:32.0,Offensive rebound by D. Favors,,43,49
190,2,1:21.0,D. Favors makes 2-pt jump shot from 18 ft (assist by R. Hood),,45,49
191,2,1:03.0,,O. Casspi makes 2-pt layup from 3 ft (assist by R. Rondo),45,51
192,2,0:46.0,D. Favors misses 2-pt jump shot from 11 ft,,45,51
193,2,0:46.0,Offensive rebound by D. Favors,,45,51
194,2,0:45.0,D. Favors makes 2-pt layup from 2 ft,,47,51
195,2,0:45.0,Shooting foul by O. Casspi (drawn by D. Favors),,47,51
196,2,0:45.0,T. Burke enters the game for A. Burks,,47,51
197,2,0:45.0,D. Favors makes free throw 1 of 1,,48,51
198,2,0:36.0,,R. Rondo makes 2-pt jump shot from 6 ft,48,53
199,2,0:25.0,T. Burke misses 3-pt jump shot from 25 ft,,48,53
200,2,0:23.0,Offensive rebound by T. Lyles,,48,53
201,2,0:23.0,T. Lyles misses 2-pt layup from 1 ft,,48,53
202,2,0:23.0,,Defensive rebound by R. Gay,48,53
203,2,0:12.0,,Personal take foul by T. Burke (drawn by R. Rondo),48,53
204,2,0:12.0,,R. Rondo makes free throw 1 of 2,48,54
205,2,0:12.0,,K. Koufos enters the game for D. Cousins,48,54
206,2,0:12.0,J. Ingles enters the game for T. Lyles,,48,54
207,2,0:12.0,,R. Rondo misses free throw 2 of 2,48,54
208,2,0:11.0,Defensive rebound by R. Hood,,48,54
209,2,0:07.0,Turnover by R. Hood (bad pass; steal by R. Rondo),,48,54
210,2,0:03.0,,O. Casspi misses 3-pt jump shot from 25 ft,48,54
211,2,0:02.0,Defensive rebound by D. Favors,,48,54
212,3,11:47.0,,D. Cousins makes 2-pt layup from 3 ft,48,56
213,3,11:27.0,D. Favors makes 2-pt layup from 1 ft,,50,56
214,3,11:15.0,,Shooting foul by T. Lyles (drawn by O. Casspi),50,56
215,3,11:15.0,,O. Casspi misses free throw 1 of 2,50,56
216,3,11:15.0,,Offensive rebound by Team,50,56
217,3,11:15.0,,O. Casspi makes free throw 2 of 2,50,57
218,3,10:56.0,R. Hood makes 3-pt jump shot from 23 ft (assist by G. Hayward),,53,57
219,3,10:36.0,,Turnover by B. McLemore (traveling),53,57
220,3,10:16.0,R. Neto makes 3-pt jump shot from 23 ft (assist by D. Favors),,56,57
221,3,10:02.0,,R. Rondo makes 2-pt layup from 2 ft,56,59
222,3,9:47.0,D. Favors misses 2-pt jump shot from 12 ft,,56,59
223,3,9:45.0,,Defensive rebound by O. Casspi,56,59
224,3,9:38.0,,D. Cousins makes 3-pt jump shot from 24 ft (assist by O. Casspi),56,62
225,3,9:17.0,G. Hayward misses 2-pt jump shot from 18 ft,,56,62
226,3,9:16.0,,Defensive rebound by D. Cousins,56,62
227,3,9:08.0,,Turnover by R. Rondo (bad pass; steal by R. Hood),56,62
228,3,9:01.0,Turnover by G. Hayward (bad pass; steal by O. Casspi),,56,62
229,3,8:54.0,,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),56,64
230,3,8:54.0,Utah full timeout,,56,64
231,3,8:30.0,R. Neto misses 3-pt jump shot from 22 ft,,56,64
232,3,8:29.0,Offensive rebound by D. Favors,,56,64
233,3,8:26.0,D. Favors makes 2-pt dunk at rim,,58,64
234,3,8:13.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Cousins),58,67
235,3,7:45.0,R. Neto misses 2-pt jump shot from 7 ft,,58,67
236,3,7:44.0,,Defensive rebound by D. Cousins,58,67
237,3,7:36.0,,Shooting foul by D. Favors (drawn by D. Cousins),58,67
238,3,7:36.0,,D. Cousins makes free throw 1 of 2,58,68
239,3,7:36.0,,D. Cousins makes free throw 2 of 2,58,69
240,3,7:20.0,R. Hood makes 3-pt jump shot from 24 ft,,61,69
241,3,7:15.0,,Personal foul by R. Hood (drawn by R. Gay),61,69
242,3,7:15.0,T. Burke enters the game for R. Neto,,61,69
243,3,7:07.0,,B. McLemore misses 3-pt jump shot from 25 ft,61,69
244,3,7:05.0,Defensive rebound by T. Lyles,,61,69
245,3,7:00.0,Shooting foul by R. Gay (drawn by G. Hayward),,61,69
246,3,7:00.0,G. Hayward misses free throw 1 of 2,,61,69
247,3,7:00.0,Offensive rebound by Team,,61,69
248,3,7:00.0,G. Hayward makes free throw 2 of 2,,62,69
249,3,6:47.0,,R. Rondo makes 2-pt layup from 2 ft,62,71
250,3,6:30.0,D. Favors makes 2-pt jump shot from 16 ft (assist by T. Burke),,64,71
251,3,6:20.0,,O. Casspi makes 2-pt layup from 2 ft (assist by D. Cousins),64,73
252,3,6:20.0,,Violation by Team (delay of game),64,73
253,3,6:02.0,T. Burke misses 3-pt jump shot from 23 ft,,64,73
254,3,6:01.0,,Defensive rebound by D. Cousins,64,73
255,3,5:57.0,,Turnover by D. Cousins (bad pass),64,73
256,3,5:38.0,T. Lyles misses 2-pt jump shot from 14 ft,,64,73
257,3,5:37.0,,Defensive rebound by D. Cousins,64,73
258,3,5:26.0,,Turnover by R. Rondo (bad pass),64,73
259,3,5:26.0,,M. Belinelli enters the game for D. Cousins,64,73
260,3,5:07.0,T. Burke makes 3-pt jump shot from 24 ft (assist by D. Favors),,67,73
261,3,4:56.0,,R. Gay misses 2-pt hook shot from 5 ft,67,73
262,3,4:56.0,,Offensive rebound by Team,67,73
263,3,4:56.0,Loose ball foul by G. Hayward (drawn by B. McLemore),,67,73
264,3,4:56.0,,K. Koufos enters the game for B. McLemore,67,73
265,3,4:46.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Rondo),67,76
266,3,4:30.0,G. Hayward misses 2-pt jump shot from 7 ft,,67,76
267,3,4:29.0,,Defensive rebound by R. Rondo,67,76
268,3,4:25.0,,Shooting foul by R. Hood (drawn by R. Gay),67,76
269,3,4:25.0,,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),67,78
270,3,4:25.0,T. Booker enters the game for T. Lyles,,67,78
271,3,4:25.0,A. Burks enters the game for R. Hood,,67,78
272,3,4:25.0,,Sacramento full timeout,67,78
273,3,4:25.0,,D. Cousins enters the game for K. Koufos,67,78
274,3,4:25.0,,R. Gay makes free throw 1 of 1,67,79
275,3,4:08.0,A. Burks misses 2-pt jump shot from 11 ft (block by R. Gay),,67,79
276,3,4:07.0,,Defensive rebound by O. Casspi,67,79
277,3,4:01.0,,Turnover by D. Cousins (bad pass; steal by G. Hayward),67,79
278,3,3:56.0,Personal foul by M. Belinelli (drawn by T. Burke),,67,79
279,3,3:50.0,D. Favors misses 2-pt jump shot from 16 ft,,67,79
280,3,3:49.0,Offensive rebound by T. Booker,,67,79
281,3,3:38.0,T. Burke makes 2-pt layup from 1 ft,,69,79
282,3,3:29.0,,R. Gay misses 3-pt jump shot from 24 ft,69,79
283,3,3:29.0,Defensive rebound by A. Burks,,69,79
284,3,3:26.0,Turnover by T. Burke (traveling),,69,79
285,3,3:26.0,,K. Koufos enters the game for D. Cousins,69,79
286,3,3:19.0,,Personal foul by A. Burks (drawn by M. Belinelli),69,79
287,3,3:19.0,,M. Belinelli makes free throw 1 of 2,69,80
288,3,3:19.0,J. Withey enters the game for D. Favors,,69,80
289,3,3:19.0,,D. Cousins enters the game for O. Casspi,69,80
290,3,3:19.0,,M. Belinelli makes free throw 2 of 2,69,81
291,3,3:05.0,T. Burke misses 3-pt jump shot from 24 ft,,69,81
292,3,3:05.0,,Defensive rebound by D. Cousins,69,81
293,3,2:49.0,,R. Gay makes 2-pt jump shot from 6 ft (assist by R. Rondo),69,83
294,3,2:41.0,G. Hayward misses 3-pt jump shot from 24 ft,,69,83
295,3,2:41.0,,Defensive rebound by R. Gay,69,83
296,3,2:38.0,,Turnover by R. Gay (bad pass; steal by G. Hayward),69,83
297,3,2:31.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Burke),,72,83
298,3,2:09.0,,K. Koufos misses 2-pt layup from 2 ft,72,83
299,3,2:08.0,Defensive rebound by G. Hayward,,72,83
300,3,2:02.0,T. Burke makes 2-pt jump shot from 15 ft (assist by G. Hayward),,74,83
301,3,1:36.0,,D. Cousins misses 3-pt jump shot from 24 ft,74,83
302,3,1:36.0,Defensive rebound by T. Burke,,74,83
303,3,1:28.0,T. Booker makes 2-pt layup from 2 ft (assist by T. Burke),,76,83
304,3,1:15.0,,R. Rondo makes 2-pt layup from 2 ft,76,85
305,3,1:15.0,,Shooting foul by T. Burke (drawn by R. Rondo),76,85
306,3,1:15.0,,D. Collison enters the game for R. Gay,76,85
307,3,1:15.0,,R. Rondo makes free throw 1 of 1,76,86
308,3,0:59.0,T. Burke makes 2-pt jump shot from 9 ft,,78,86
309,3,0:38.0,,Turnover by D. Cousins (bad pass; steal by G. Hayward),78,86
310,3,0:35.0,Shooting foul by D. Cousins (drawn by T. Booker),,78,86
311,3,0:35.0,T. Booker makes free throw 1 of 2,,79,86
312,3,0:35.0,R. Neto enters the game for T. Burke,,79,86
313,3,0:35.0,T. Booker makes free throw 2 of 2,,80,86
314,3,0:11.0,,M. Belinelli misses 3-pt jump shot from 30 ft,80,86
315,3,0:10.0,Defensive rebound by G. Hayward,,80,86
316,3,0:00.0,R. Neto misses 3-pt jump shot from 24 ft,,80,86
317,3,0:00.0,Offensive rebound by Team,,80,86
318,4,11:35.0,J. Ingles misses 3-pt jump shot from 24 ft,,80,86
319,4,11:35.0,,Defensive rebound by D. Cousins,80,86
320,4,11:26.0,,D. Collison misses 2-pt jump shot from 19 ft,80,86
321,4,11:25.0,Defensive rebound by T. Booker,,80,86
322,4,11:10.0,A. Burks misses 2-pt jump shot from 3 ft,,80,86
323,4,11:09.0,Offensive rebound by A. Burks,,80,86
324,4,11:07.0,A. Burks makes 2-pt jump shot from 5 ft,,82,86
325,4,10:53.0,,D. Cousins misses 2-pt jump shot from 19 ft,82,86
326,4,10:52.0,Defensive rebound by J. Withey,,82,86
327,4,10:42.0,R. Hood makes 2-pt jump shot from 12 ft,,84,86
328,4,10:39.0,,Sacramento full timeout,84,86
329,4,10:26.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Cousins),84,89
330,4,10:09.0,R. Hood misses 3-pt jump shot from 24 ft,,84,89
331,4,10:08.0,,Defensive rebound by O. Casspi,84,89
332,4,9:53.0,,O. Casspi misses 2-pt jump shot from 11 ft,84,89
333,4,9:52.0,,Offensive rebound by K. Koufos,84,89
334,4,9:42.0,,M. Belinelli misses 3-pt jump shot from 24 ft,84,89
335,4,9:41.0,,Offensive rebound by O. Casspi,84,89
336,4,9:33.0,,Shooting foul by T. Booker (drawn by D. Cousins),84,89
337,4,9:33.0,,D. Cousins makes free throw 1 of 2,84,90
338,4,9:33.0,,D. Cousins makes free throw 2 of 2,84,91
339,4,9:10.0,A. Burks misses 3-pt jump shot from 25 ft,,84,91
340,4,9:10.0,,Defensive rebound by D. Cousins,84,91
341,4,8:51.0,,O. Casspi misses 2-pt jump shot from 8 ft,84,91
342,4,8:49.0,,Offensive rebound by K. Koufos,84,91
343,4,8:44.0,,K. Koufos makes 2-pt dunk at rim (assist by M. Belinelli),84,93
344,4,8:20.0,R. Hood makes 3-pt jump shot from 25 ft (assist by A. Burks),,87,93
345,4,8:06.0,,M. Belinelli misses 3-pt jump shot from 25 ft,87,93
346,4,8:05.0,,Offensive rebound by K. Koufos,87,93
347,4,8:00.0,,D. Collison misses 3-pt jump shot from 23 ft,87,93
348,4,7:59.0,Defensive rebound by Team,,87,93
349,4,7:59.0,Personal foul by D. Cousins (drawn by J. Withey),,87,93
350,4,7:59.0,,R. Gay enters the game for D. Cousins,87,93
351,4,7:59.0,D. Favors enters the game for J. Withey,,87,93
352,4,7:47.0,Shooting foul by M. Belinelli (drawn by D. Favors),,87,93
353,4,7:47.0,D. Favors makes free throw 1 of 2,,88,93
354,4,7:47.0,D. Favors misses free throw 2 of 2,,88,93
355,4,7:46.0,,Defensive rebound by K. Koufos,88,93
356,4,7:26.0,,D. Collison makes 2-pt jump shot from 19 ft,88,95
357,4,7:08.0,Turnover by R. Hood (bad pass),,88,95
358,4,7:08.0,,R. Rondo enters the game for M. Belinelli,88,95
359,4,6:46.0,,R. Gay makes 2-pt layup from 4 ft (assist by D. Collison),88,97
360,4,6:28.0,J. Ingles misses 3-pt jump shot from 25 ft,,88,97
361,4,6:27.0,Offensive rebound by D. Favors,,88,97
362,4,6:27.0,Personal foul by O. Casspi (drawn by D. Favors),,88,97
363,4,6:27.0,G. Hayward enters the game for T. Booker,,88,97
364,4,6:20.0,Personal foul by O. Casspi (drawn by G. Hayward),,88,97
365,4,6:13.0,A. Burks makes 2-pt jump shot from 13 ft,,90,97
366,4,6:00.0,,K. Koufos makes 2-pt hook shot from 3 ft (assist by R. Rondo),90,99
367,4,5:43.0,D. Favors misses 2-pt jump shot from 9 ft,,90,99
368,4,5:42.0,,Defensive rebound by R. Rondo,90,99
369,4,5:33.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by O. Casspi),90,102
370,4,5:33.0,Utah full timeout,,90,102
371,4,5:33.0,,D. Cousins enters the game for K. Koufos,90,102
372,4,5:16.0,A. Burks misses 2-pt jump shot from 6 ft,,90,102
373,4,5:16.0,Offensive rebound by D. Favors,,90,102
374,4,5:16.0,Shooting foul by D. Collison (drawn by D. Favors),,90,102
375,4,5:16.0,D. Favors misses free throw 1 of 2,,90,102
376,4,5:16.0,Offensive rebound by Team,,90,102
377,4,5:16.0,D. Favors makes free throw 2 of 2,,91,102
378,4,5:05.0,,Turnover by R. Rondo (bad pass),91,102
379,4,4:47.0,R. Hood misses 3-pt jump shot from 23 ft,,91,102
380,4,4:46.0,,Defensive rebound by R. Rondo,91,102
381,4,4:23.0,,R. Rondo misses 2-pt jump shot from 20 ft,91,102
382,4,4:23.0,,Offensive rebound by Team,91,102
383,4,4:23.0,,Turnover by Team (shot clock),91,102
384,4,4:05.0,Turnover by A. Burks (lost ball),,91,102
385,4,3:57.0,,Personal foul by D. Favors (drawn by D. Cousins),91,102
386,4,3:57.0,T. Booker enters the game for J. Ingles,,91,102
387,4,3:51.0,,O. Casspi misses 3-pt jump shot from 25 ft,91,102
388,4,3:49.0,,Offensive rebound by R. Rondo,91,102
