,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MILWAUKEE_ACTION,PHOENIX_SCORE,MILWAUKEE_SCORE
0,1,11:49.0,Personal foul by G. Antetokounmpo,,0,0
1,1,11:43.0,P. Tucker misses 3-pt jump shot from 23 ft,,0,0
2,1,11:42.0,,Defensive rebound by J. Bayless,0,0
3,1,11:21.0,,K. Middleton makes 2-pt jump shot from 6 ft (assist by J. Parker),0,2
4,1,11:06.0,A. Len makes 2-pt layup from 1 ft (assist by B. Knight),,2,2
5,1,10:46.0,,J. Parker misses 3-pt jump shot from 22 ft,2,2
6,1,10:44.0,Defensive rebound by B. Knight,,2,2
7,1,10:35.0,Personal foul by K. Middleton,,2,2
8,1,10:22.0,P. Tucker makes 2-pt jump shot from 7 ft (assist by A. Len),,4,2
9,1,10:03.0,,J. Parker makes 2-pt jump shot from 19 ft (assist by J. Bayless),4,4
10,1,9:53.0,D. Booker makes 3-pt jump shot from 30 ft (assist by A. Len),,7,4
11,1,9:39.0,,K. Middleton makes 2-pt layup from 4 ft,7,6
12,1,9:35.0,Shooting foul by J. Parker (drawn by P. Tucker),,7,6
13,1,9:35.0,P. Tucker makes free throw 1 of 2,,8,6
14,1,9:35.0,P. Tucker makes free throw 2 of 2,,9,6
15,1,9:26.0,,J. Parker misses 2-pt jump shot from 3 ft,9,6
16,1,9:25.0,Defensive rebound by A. Len,,9,6
17,1,9:20.0,D. Booker misses 2-pt layup from 1 ft,,9,6
18,1,9:18.0,Offensive rebound by T. Chandler,,9,6
19,1,9:17.0,T. Chandler makes 2-pt dunk at rim,,11,6
20,1,8:58.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Monroe),11,9
21,1,8:46.0,Turnover by D. Booker (bad pass; steal by J. Bayless),,11,9
22,1,8:43.0,,Shooting foul by B. Knight (drawn by J. Parker),11,9
23,1,8:43.0,,J. Parker makes free throw 1 of 2,11,10
24,1,8:43.0,,J. Parker makes free throw 2 of 2,11,11
25,1,8:31.0,B. Knight misses 3-pt jump shot from 27 ft,,11,11
26,1,8:30.0,,Defensive rebound by G. Monroe,11,11
27,1,8:20.0,,J. Bayless misses 2-pt jump shot from 20 ft,11,11
28,1,8:19.0,Defensive rebound by A. Len,,11,11
29,1,8:08.0,B. Knight misses 2-pt jump shot from 15 ft,,11,11
30,1,8:07.0,,Defensive rebound by K. Middleton,11,11
31,1,7:59.0,,J. Bayless misses 3-pt jump shot from 27 ft,11,11
32,1,7:58.0,Defensive rebound by A. Len,,11,11
33,1,7:47.0,,Violation by G. Monroe (kicked ball),11,11
34,1,7:34.0,T. Chandler makes 2-pt hook shot from 3 ft (assist by A. Len),,13,11
35,1,7:17.0,,J. Parker misses 2-pt jump shot from 14 ft,13,11
36,1,7:15.0,Defensive rebound by D. Booker,,13,11
37,1,7:05.0,T. Chandler makes 2-pt layup at rim (assist by P. Tucker),,15,11
38,1,7:05.0,Shooting foul by G. Antetokounmpo (drawn by T. Chandler),,15,11
39,1,7:05.0,T. Chandler makes free throw 1 of 1,,16,11
40,1,6:55.0,,G. Antetokounmpo makes 2-pt dunk at rim,16,13
41,1,6:28.0,B. Knight makes 2-pt hook shot from 4 ft (assist by A. Len),,18,13
42,1,6:18.0,,Shooting foul by T. Chandler (drawn by J. Parker),18,13
43,1,6:18.0,,J. Parker makes free throw 1 of 2,18,14
44,1,6:18.0,,J. Parker makes free throw 2 of 2,18,15
45,1,6:07.0,Turnover by T. Chandler (3 sec),,18,15
46,1,5:56.0,,G. Monroe makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),18,17
47,1,5:40.0,Turnover by B. Knight (step out of bounds),,18,17
48,1,5:40.0,,Milwaukee full timeout,18,17
49,1,5:34.0,,Turnover by J. Bayless (traveling),18,17
50,1,5:25.0,B. Knight makes 3-pt jump shot from 26 ft (assist by P. Tucker),,21,17
51,1,5:09.0,,Def 3 sec tech foul by A. Len,21,17
52,1,5:09.0,,K. Middleton makes technical free throw,21,18
53,1,4:58.0,,J. Bayless makes 2-pt jump shot from 16 ft (assist by J. Parker),21,20
54,1,4:40.0,T. Chandler misses 2-pt dunk at rim (block by G. Monroe),,21,20
55,1,4:37.0,,Defensive rebound by G. Antetokounmpo,21,20
56,1,4:30.0,,Shooting foul by T. Chandler (drawn by G. Monroe),21,20
57,1,4:30.0,,G. Monroe makes free throw 1 of 2,21,21
58,1,4:30.0,,J. Henson enters the game for G. Antetokounmpo,21,21
59,1,4:30.0,J. Leuer enters the game for T. Chandler,,21,21
60,1,4:30.0,,G. Monroe makes free throw 2 of 2,21,22
61,1,4:12.0,A. Len makes 2-pt jump shot from 14 ft (assist by D. Booker),,23,22
62,1,3:59.0,,K. Middleton makes 2-pt jump shot from 14 ft,23,24
63,1,3:40.0,D. Booker makes 3-pt jump shot from 29 ft (assist by P. Tucker),,26,24
64,1,3:30.0,,Offensive foul by K. Middleton (drawn by D. Booker),26,24
65,1,3:30.0,,Turnover by K. Middleton (offensive foul),26,24
66,1,3:18.0,D. Booker misses 3-pt jump shot from 25 ft,,26,24
67,1,3:17.0,Offensive rebound by A. Len,,26,24
68,1,3:14.0,A. Len misses 2-pt layup at rim (block by J. Henson),,26,24
69,1,3:12.0,Offensive rebound by A. Len,,26,24
70,1,3:11.0,A. Len makes 2-pt layup at rim,,28,24
71,1,2:59.0,,J. Parker makes 2-pt layup at rim (assist by G. Monroe),28,26
72,1,2:46.0,P. Tucker makes 2-pt jump shot from 11 ft (assist by J. Leuer),,30,26
73,1,2:26.0,,G. Monroe misses 2-pt layup from 1 ft,30,26
74,1,2:25.0,,Offensive rebound by J. Parker,30,26
75,1,2:20.0,,G. Monroe makes 2-pt jump shot from 5 ft (assist by J. Parker),30,28
76,1,2:08.0,J. Leuer misses 3-pt jump shot from 26 ft,,30,28
77,1,2:06.0,,Defensive rebound by K. Middleton,30,28
78,1,1:48.0,,J. Henson misses 2-pt jump shot from 5 ft,30,28
79,1,1:47.0,Defensive rebound by B. Knight,,30,28
80,1,1:44.0,J. Leuer misses 2-pt layup from 1 ft,,30,28
81,1,1:43.0,Offensive rebound by D. Booker,,30,28
82,1,1:42.0,D. Booker makes 2-pt jump shot from 6 ft,,32,28
83,1,1:42.0,,Violation by J. Henson (def goaltending),32,28
84,1,1:42.0,,Milwaukee full timeout,32,28
85,1,1:42.0,Phoenix full timeout,,32,28
86,1,1:42.0,,T. Ennis enters the game for G. Monroe,32,28
87,1,1:42.0,,M. Plumlee enters the game for J. Bayless,32,28
88,1,1:42.0,J. Jenkins enters the game for D. Booker,,32,28
89,1,1:29.0,,Turnover by J. Parker (bad pass; steal by P. Tucker),32,28
90,1,1:24.0,J. Leuer misses 2-pt layup at rim (block by J. Henson),,32,28
91,1,1:24.0,Offensive rebound by Team,,32,28
92,1,1:18.0,J. Jenkins misses 2-pt jump shot from 18 ft,,32,28
93,1,1:17.0,,Defensive rebound by M. Plumlee,32,28
94,1,1:01.0,,T. Ennis misses 2-pt jump shot from 3 ft,32,28
95,1,1:00.0,Defensive rebound by P. Tucker,,32,28
96,1,0:48.0,B. Knight misses 2-pt jump shot from 21 ft,,32,28
97,1,0:47.0,,Defensive rebound by J. Henson,32,28
98,1,0:32.0,,Turnover by K. Middleton (bad pass; steal by P. Tucker),32,28
99,1,0:22.0,J. Jenkins misses 2-pt jump shot from 11 ft,,32,28
100,1,0:18.0,,Defensive rebound by M. Plumlee,32,28
101,1,0:00.0,,J. Parker misses 2-pt jump shot from 8 ft (block by A. Len),32,28
102,1,0:00.0,,Offensive rebound by Team,32,28
103,2,11:41.0,,J. Henson makes 2-pt layup at rim (assist by G. Vásquez),32,30
104,2,11:23.0,J. Leuer misses 2-pt jump shot from 12 ft,,32,30
105,2,11:21.0,,Defensive rebound by G. Vásquez,32,30
106,2,11:11.0,,M. Plumlee makes 2-pt hook shot from 4 ft,32,32
107,2,10:59.0,Turnover by D. Booker (lost ball; steal by M. Plumlee),,32,32
108,2,10:54.0,,T. Ennis makes 2-pt layup at rim (assist by G. Vásquez),32,34
109,2,10:54.0,Phoenix full timeout,,32,34
110,2,10:54.0,R. Price enters the game for J. Jenkins,,32,34
111,2,10:43.0,D. Booker makes 2-pt jump shot from 12 ft (assist by R. Price),,34,34
112,2,10:13.0,,T. Ennis misses 3-pt jump shot from 30 ft,34,34
113,2,10:12.0,Defensive rebound by T. Chandler,,34,34
114,2,9:58.0,Turnover by C. Budinger (bad pass),,34,34
115,2,9:41.0,,Turnover by J. Henson (bad pass; steal by R. Price),34,34
116,2,9:37.0,R. Price makes 2-pt layup at rim,,36,34
117,2,9:22.0,,M. Plumlee makes 2-pt jump shot from 11 ft (assist by G. Vásquez),36,36
118,2,9:05.0,D. Booker misses 2-pt jump shot from 16 ft,,36,36
119,2,9:03.0,,Defensive rebound by R. Vaughn,36,36
120,2,8:51.0,,R. Vaughn misses 3-pt jump shot from 26 ft,36,36
121,2,8:50.0,Defensive rebound by J. Leuer,,36,36
122,2,8:39.0,R. Price misses 2-pt jump shot from 4 ft (block by M. Plumlee),,36,36
123,2,8:37.0,,Defensive rebound by M. Plumlee,36,36
124,2,8:29.0,,R. Vaughn misses 3-pt jump shot from 24 ft,36,36
125,2,8:27.0,,Offensive rebound by T. Ennis,36,36
126,2,8:11.0,,M. Plumlee misses 2-pt layup from 2 ft (block by T. Chandler),36,36
127,2,8:10.0,,Offensive rebound by Team,36,36
128,2,8:05.0,,J. Henson misses 2-pt hook shot from 3 ft,36,36
129,2,8:04.0,,Offensive rebound by T. Ennis,36,36
130,2,8:04.0,,T. Ennis makes 2-pt layup at rim,36,38
131,2,7:51.0,Personal foul by M. Plumlee,,36,38
132,2,7:51.0,P. Tucker enters the game for C. Budinger,,36,38
133,2,7:39.0,D. Booker misses 3-pt jump shot from 27 ft,,36,38
134,2,7:38.0,,Defensive rebound by G. Vásquez,36,38
135,2,7:34.0,,Turnover by M. Plumlee (offensive foul),36,38
136,2,7:34.0,,Offensive foul by M. Plumlee (drawn by R. Price),36,38
137,2,7:34.0,,G. Antetokounmpo enters the game for G. Vásquez,36,38
138,2,7:34.0,A. Len enters the game for J. Leuer,,36,38
139,2,7:26.0,,Violation by J. Henson (kicked ball),36,38
140,2,7:23.0,,Violation by J. Henson (kicked ball),36,38
141,2,7:15.0,A. Len makes 2-pt jump shot from 15 ft (assist by D. Booker),,38,38
142,2,6:52.0,,T. Ennis makes 2-pt jump shot from 17 ft,38,40
143,2,6:31.0,D. Booker misses 2-pt jump shot from 13 ft,,38,40
144,2,6:25.0,,Defensive rebound by G. Antetokounmpo,38,40
145,2,6:22.0,,Personal foul by D. Booker,38,40
146,2,6:18.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,38,40
147,2,6:17.0,Defensive rebound by A. Len,,38,40
148,2,6:04.0,Turnover by T. Chandler (bad pass; steal by J. Henson),,38,40
149,2,6:01.0,,Turnover by T. Ennis (bad pass),38,40
150,2,5:50.0,A. Len makes 2-pt dunk at rim (assist by D. Booker),,40,40
151,2,5:30.0,,J. Henson makes 2-pt layup at rim (assist by G. Antetokounmpo),40,42
152,2,5:13.0,P. Tucker misses 2-pt jump shot from 5 ft,,40,42
153,2,5:11.0,Offensive rebound by A. Len,,40,42
154,2,5:06.0,Personal foul by J. Henson,,40,42
155,2,5:06.0,Official timeout,,40,42
156,2,5:06.0,B. Knight enters the game for R. Price,,40,42
157,2,5:06.0,,J. Bayless enters the game for J. Henson,40,42
158,2,5:06.0,,G. Monroe enters the game for T. Ennis,40,42
159,2,5:04.0,Shooting foul by G. Monroe (drawn by A. Len),,40,42
160,2,5:04.0,A. Len makes free throw 1 of 2,,41,42
161,2,5:04.0,R. Price enters the game for D. Booker,,41,42
162,2,5:04.0,A. Len misses free throw 2 of 2,,41,42
163,2,5:02.0,,Defensive rebound by M. Plumlee,41,42
164,2,4:38.0,,M. Plumlee misses 2-pt layup at rim (block by A. Len),41,42
165,2,4:35.0,Defensive rebound by A. Len,,41,42
166,2,4:16.0,A. Len makes 2-pt jump shot from 16 ft (assist by P. Tucker),,43,42
167,2,3:51.0,,J. Bayless misses 2-pt jump shot from 4 ft,43,42
168,2,3:50.0,Defensive rebound by A. Len,,43,42
169,2,3:41.0,Turnover by B. Knight (bad pass; steal by R. Vaughn),,43,42
170,2,3:21.0,,G. Monroe misses 2-pt jump shot from 8 ft,43,42
171,2,3:20.0,Defensive rebound by T. Chandler,,43,42
172,2,3:20.0,Personal foul by G. Monroe,,43,42
173,2,3:20.0,,Personal foul by A. Len,43,42
174,2,3:20.0,,K. Middleton enters the game for J. Bayless,43,42
175,2,3:20.0,,J. Parker enters the game for M. Plumlee,43,42
176,2,3:02.0,A. Len misses 2-pt jump shot from 6 ft (block by R. Vaughn),,43,42
177,2,3:02.0,Offensive rebound by Team,,43,42
178,2,2:57.0,P. Tucker makes 2-pt layup at rim (assist by A. Len),,45,42
179,2,2:43.0,,K. Middleton makes 2-pt jump shot from 5 ft (assist by G. Monroe),45,44
180,2,2:27.0,Turnover by A. Len (bad pass),,45,44
181,2,2:27.0,,Milwaukee full timeout,45,44
182,2,2:27.0,D. Booker enters the game for R. Price,,45,44
183,2,2:17.0,,K. Middleton makes 2-pt jump shot from 11 ft,45,46
184,2,1:53.0,Turnover by B. Knight (bad pass; steal by G. Monroe),,45,46
185,2,1:45.0,,G. Monroe makes 2-pt layup at rim (assist by G. Antetokounmpo),45,48
186,2,1:34.0,Turnover by D. Booker (kicked ball),,45,48
187,2,1:26.0,,G. Monroe misses 2-pt layup at rim,45,48
188,2,1:24.0,Defensive rebound by A. Len,,45,48
189,2,1:16.0,A. Len misses 2-pt jump shot from 6 ft,,45,48
190,2,1:14.0,Offensive rebound by T. Chandler,,45,48
191,2,1:13.0,P. Tucker makes 2-pt layup from 1 ft (assist by T. Chandler),,47,48
192,2,0:54.0,,R. Vaughn misses 2-pt jump shot from 17 ft,47,48
193,2,0:53.0,Defensive rebound by T. Chandler,,47,48
194,2,0:51.0,Turnover by T. Chandler (bad pass; steal by J. Parker),,47,48
195,2,0:48.0,,Shooting block foul by T. Chandler (drawn by J. Parker),47,48
196,2,0:48.0,,J. Parker makes free throw 1 of 2,47,49
197,2,0:48.0,J. Leuer enters the game for T. Chandler,,47,49
198,2,0:48.0,,J. Parker makes free throw 2 of 2,47,50
199,2,0:37.0,Personal foul by K. Middleton,,47,50
200,2,0:34.0,Turnover by P. Tucker (bad pass; steal by G. Monroe),,47,50
201,2,0:26.0,,K. Middleton makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),47,53
202,2,0:02.0,Turnover by Team (shot clock),,47,53
203,2,0:02.0,,G. Monroe misses 3-pt jump shot from 25 ft,47,53
204,2,0:00.0,,Offensive rebound by Team,47,53
205,3,11:46.0,,K. Middleton misses 2-pt jump shot from 19 ft,47,53
206,3,11:45.0,,Offensive rebound by G. Monroe,47,53
207,3,11:35.0,,G. Monroe makes 2-pt hook shot from 3 ft,47,55
208,3,11:21.0,Turnover by A. Len (bad pass; steal by R. Vaughn),,47,55
209,3,11:14.0,,R. Vaughn makes 2-pt dunk at rim (assist by G. Monroe),47,57
210,3,11:14.0,Phoenix full timeout,,47,57
211,3,11:02.0,Turnover by D. Booker (bad pass; steal by J. Parker),,47,57
212,3,10:51.0,,G. Monroe misses 2-pt layup from 2 ft,47,57
213,3,10:49.0,,Offensive rebound by G. Antetokounmpo,47,57
214,3,10:39.0,,Personal foul by B. Knight,47,57
215,3,10:32.0,,J. Parker makes 2-pt jump shot from 15 ft,47,59
216,3,10:09.0,Personal foul by G. Antetokounmpo,,47,59
217,3,9:58.0,T. Chandler misses 2-pt jump shot from 8 ft,,47,59
218,3,9:57.0,Offensive rebound by P. Tucker,,47,59
219,3,9:55.0,P. Tucker makes 2-pt layup from 1 ft,,49,59
220,3,9:36.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by R. Vaughn),49,62
221,3,9:28.0,Turnover by B. Knight (bad pass),,49,62
222,3,9:11.0,,Turnover by G. Antetokounmpo (lost ball),49,62
223,3,8:57.0,Turnover by D. Booker (lost ball; steal by R. Vaughn),,49,62
224,3,8:43.0,,Turnover by G. Monroe (3 sec),49,62
225,3,8:26.0,D. Booker makes 2-pt jump shot from 17 ft,,51,62
226,3,8:17.0,,J. Parker makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),51,64
227,3,8:07.0,Personal foul by G. Monroe,,51,64
228,3,8:01.0,Personal foul by R. Vaughn,,51,64
229,3,7:55.0,T. Chandler makes 2-pt dunk at rim (assist by B. Knight),,53,64
230,3,7:34.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,53,64
231,3,7:33.0,Defensive rebound by T. Chandler,,53,64
232,3,7:18.0,B. Knight misses 3-pt jump shot from 28 ft,,53,64
233,3,7:17.0,,Defensive rebound by Team,53,64
234,3,7:05.0,,R. Vaughn makes 3-pt jump shot from 22 ft (assist by K. Middleton),53,67
235,3,6:42.0,T. Chandler makes 2-pt dunk at rim (assist by P. Tucker),,55,67
236,3,6:22.0,,J. Parker makes 2-pt layup at rim (assist by G. Antetokounmpo),55,69
237,3,6:04.0,B. Knight makes 2-pt layup from 2 ft (assist by T. Chandler),,57,69
238,3,5:51.0,,K. Middleton misses 2-pt layup from 1 ft,57,69
239,3,5:50.0,Defensive rebound by A. Len,,57,69
240,3,5:40.0,Personal foul by J. Parker,,57,69
241,3,5:38.0,Shooting foul by K. Middleton (drawn by B. Knight),,57,69
242,3,5:38.0,B. Knight makes free throw 1 of 2,,58,69
243,3,5:38.0,R. Price enters the game for D. Booker,,58,69
244,3,5:38.0,B. Knight makes free throw 2 of 2,,59,69
245,3,5:33.0,,Shooting foul by A. Len (drawn by G. Antetokounmpo),59,69
246,3,5:33.0,,G. Antetokounmpo makes free throw 1 of 2,59,70
247,3,5:33.0,C. Budinger enters the game for T. Chandler,,59,70
248,3,5:33.0,,G. Antetokounmpo misses free throw 2 of 2,59,70
249,3,5:31.0,Defensive rebound by P. Tucker,,59,70
250,3,5:22.0,Shooting foul by G. Antetokounmpo (drawn by B. Knight),,59,70
251,3,5:22.0,B. Knight makes free throw 1 of 2,,60,70
252,3,5:22.0,,G. Vásquez enters the game for K. Middleton,60,70
253,3,5:22.0,B. Knight misses free throw 2 of 2,,60,70
254,3,5:20.0,Offensive rebound by A. Len,,60,70
255,3,5:12.0,P. Tucker misses 2-pt layup at rim (block by G. Monroe),,60,70
256,3,5:09.0,,Defensive rebound by G. Monroe,60,70
257,3,5:05.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,60,72
258,3,4:50.0,B. Knight makes 3-pt jump shot from 26 ft,,63,72
259,3,4:23.0,,G. Monroe misses 2-pt hook shot from 3 ft,63,72
260,3,4:21.0,Defensive rebound by P. Tucker,,63,72
261,3,4:14.0,R. Price misses 3-pt jump shot from 22 ft,,63,72
262,3,4:13.0,,Defensive rebound by G. Monroe,63,72
263,3,4:13.0,,Personal foul by B. Knight,63,72
264,3,4:07.0,,Shooting foul by A. Len (drawn by G. Antetokounmpo),63,72
265,3,4:07.0,,G. Antetokounmpo misses free throw 1 of 2,63,72
266,3,4:07.0,,Offensive rebound by Team,63,72
267,3,4:07.0,,G. Antetokounmpo misses free throw 2 of 2,63,72
268,3,4:06.0,Defensive rebound by A. Len,,63,72
269,3,4:02.0,Turnover by R. Price (bad pass; steal by J. Parker),,63,72
270,3,3:55.0,,Shooting foul by P. Tucker (drawn by G. Monroe),63,72
271,3,3:55.0,,G. Monroe makes free throw 1 of 2,63,73
272,3,3:55.0,,T. Ennis enters the game for G. Antetokounmpo,63,73
