,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
0,1,11:40.0,L. Aldridge misses 2-pt jump shot from 18 ft,,0,0
1,1,11:39.0,,Defensive rebound by M. Barnes,0,0
2,1,11:23.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by M. Barnes),0,2
3,1,11:03.0,Shooting foul by Z. Randolph (drawn by L. Aldridge),,0,2
4,1,11:03.0,L. Aldridge makes free throw 1 of 2,,1,2
5,1,11:03.0,L. Aldridge makes free throw 2 of 2,,2,2
6,1,10:41.0,,T. Allen misses 3-pt jump shot from 25 ft,2,2
7,1,10:39.0,Defensive rebound by L. Aldridge,,2,2
8,1,10:21.0,L. Aldridge makes 2-pt layup from 2 ft,,4,2
9,1,10:07.0,,M. Barnes misses 2-pt jump shot from 21 ft,4,2
10,1,10:06.0,Defensive rebound by D. Green,,4,2
11,1,9:49.0,Turnover by D. Green (bad pass; steal by T. Allen),,4,2
12,1,9:43.0,,M. Barnes makes 2-pt layup from 2 ft (assist by J. Farmar),4,4
13,1,9:38.0,K. Leonard makes 2-pt jump shot from 22 ft,,6,4
14,1,9:22.0,,Shooting foul by T. Parker (drawn by J. Farmar),6,4
15,1,9:22.0,,J. Farmar makes free throw 1 of 2,6,5
16,1,9:22.0,,J. Farmar makes free throw 2 of 2,6,6
17,1,9:10.0,T. Parker makes 2-pt layup from 1 ft,,8,6
18,1,9:05.0,,Turnover by M. Barnes (bad pass; steal by K. Leonard),8,6
19,1,8:50.0,K. Leonard misses 2-pt jump shot from 7 ft,,8,6
20,1,8:48.0,,Defensive rebound by M. Barnes,8,6
21,1,8:42.0,,Def 3 sec tech foul by L. Aldridge,8,6
22,1,8:42.0,,M. Barnes makes technical free throw,8,7
23,1,8:27.0,,J. Farmar makes 2-pt jump shot from 22 ft,8,9
24,1,8:11.0,T. Duncan misses 2-pt layup from 2 ft,,8,9
25,1,8:10.0,,Defensive rebound by Z. Randolph,8,9
