,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PORTLAND_ACTION,ORLANDO_SCORE,PORTLAND_SCORE
0,1,11:46.0,E. Fournier makes 2-pt jump shot from 15 ft,,2,0
1,1,11:28.0,,N. Vonleh misses 2-pt jump shot from 3 ft (block by C. Watson),2,0
2,1,11:27.0,,Offensive rebound by M. Plumlee,2,0
3,1,11:25.0,,M. Plumlee misses 2-pt layup at rim,2,0
4,1,11:24.0,Defensive rebound by D. Dedmon,,2,0
5,1,11:12.0,V. Oladipo misses 2-pt layup from 2 ft (block by N. Vonleh),,2,0
6,1,11:11.0,,Defensive rebound by D. Lillard,2,0
7,1,11:00.0,,M. Plumlee misses 2-pt jump shot from 6 ft,2,0
8,1,10:59.0,Defensive rebound by C. Watson,,2,0
9,1,10:50.0,Turnover by E. Fournier (traveling),,2,0
10,1,10:31.0,,D. Lillard misses 3-pt jump shot from 26 ft,2,0
11,1,10:30.0,Defensive rebound by A. Gordon,,2,0
12,1,10:16.0,V. Oladipo makes 2-pt jump shot from 15 ft,,4,0
13,1,9:56.0,,C. McCollum makes 2-pt layup at rim (assist by D. Lillard),4,2
14,1,9:33.0,E. Fournier makes 2-pt jump shot from 4 ft,,6,2
15,1,9:23.0,Offensive charge foul by M. Plumlee (drawn by A. Gordon),,6,2
16,1,9:23.0,,Turnover by M. Plumlee (offensive foul),6,2
17,1,9:06.0,Shooting foul by A. Aminu (drawn by E. Fournier),,6,2
18,1,9:06.0,E. Fournier makes free throw 1 of 2,,7,2
19,1,9:06.0,E. Fournier makes free throw 2 of 2,,8,2
20,1,8:50.0,,A. Aminu misses 3-pt jump shot from 22 ft,8,2
21,1,8:49.0,Defensive rebound by E. Fournier,,8,2
22,1,8:38.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by C. Watson),,11,2
23,1,8:13.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),11,5
24,1,7:56.0,D. Dedmon makes 2-pt jump shot from 12 ft (assist by V. Oladipo),,13,5
25,1,7:35.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by M. Plumlee),13,8
26,1,7:18.0,V. Oladipo misses 2-pt jump shot from 15 ft,,13,8
27,1,7:18.0,,Defensive rebound by M. Plumlee,13,8
28,1,7:11.0,,Turnover by D. Lillard (bad pass; steal by A. Gordon),13,8
29,1,7:03.0,V. Oladipo misses 2-pt jump shot from 16 ft,,13,8
30,1,7:03.0,,Defensive rebound by A. Aminu,13,8
31,1,6:55.0,,C. McCollum makes 2-pt jump shot from 8 ft,13,10
32,1,6:40.0,E. Fournier misses 3-pt jump shot from 25 ft,,13,10
33,1,6:39.0,,Defensive rebound by M. Plumlee,13,10
34,1,6:31.0,,C. McCollum misses 3-pt jump shot from 24 ft,13,10
35,1,6:31.0,Defensive rebound by A. Gordon,,13,10
36,1,6:26.0,Turnover by A. Gordon (lost ball),,13,10
37,1,6:26.0,Orlando full timeout,,13,10
38,1,6:08.0,,D. Lillard makes 2-pt jump shot from 21 ft,13,12
39,1,5:55.0,Turnover by V. Oladipo (palming),,13,12
40,1,5:41.0,,C. McCollum makes 2-pt layup from 2 ft (assist by D. Lillard),13,14
41,1,5:23.0,V. Oladipo makes 2-pt jump shot from 13 ft,,15,14
42,1,5:01.0,,C. McCollum misses 2-pt layup from 1 ft,15,14
43,1,5:00.0,Defensive rebound by D. Dedmon,,15,14
44,1,4:52.0,E. Fournier makes 2-pt layup from 1 ft,,17,14
45,1,4:38.0,,Personal foul by D. Dedmon,17,14
46,1,4:38.0,E. İlyasova enters the game for A. Gordon,,17,14
47,1,4:38.0,,M. Leonard enters the game for N. Vonleh,17,14
48,1,4:38.0,,E. Davis enters the game for M. Plumlee,17,14
49,1,4:38.0,,A. Crabbe enters the game for C. McCollum,17,14
50,1,4:29.0,,M. Leonard misses 2-pt jump shot from 14 ft,17,14
51,1,4:27.0,,Offensive rebound by A. Crabbe,17,14
52,1,4:16.0,,E. Davis makes 2-pt hook shot from 2 ft (assist by D. Lillard),17,16
53,1,4:07.0,C. Watson misses 2-pt jump shot from 16 ft,,17,16
54,1,4:06.0,,Defensive rebound by E. Davis,17,16
55,1,3:56.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),17,19
56,1,3:36.0,V. Oladipo misses 2-pt jump shot from 19 ft,,17,19
57,1,3:35.0,Offensive rebound by D. Dedmon,,17,19
58,1,3:35.0,D. Dedmon misses 2-pt layup at rim,,17,19
59,1,3:33.0,,Defensive rebound by E. Davis,17,19
60,1,3:27.0,,Personal foul by V. Oladipo,17,19
61,1,3:27.0,,G. Henderson enters the game for A. Aminu,17,19
62,1,3:16.0,,Turnover by E. Davis (bad pass; steal by V. Oladipo),17,19
63,1,3:12.0,V. Oladipo makes 2-pt layup from 1 ft,,19,19
64,1,2:47.0,,M. Leonard misses 2-pt layup from 2 ft (block by D. Dedmon),19,19
65,1,2:46.0,Defensive rebound by D. Dedmon,,19,19
66,1,2:31.0,V. Oladipo misses 2-pt jump shot from 13 ft,,19,19
67,1,2:30.0,,Defensive rebound by M. Leonard,19,19
68,1,2:18.0,,M. Leonard misses 3-pt jump shot from 24 ft,19,19
69,1,2:17.0,Defensive rebound by Team,,19,19
70,1,2:17.0,,Portland full timeout,19,19
71,1,2:17.0,J. Smith enters the game for D. Dedmon,,19,19
72,1,2:12.0,Turnover by C. Watson (bad pass),,19,19
73,1,2:00.0,,Personal foul by V. Oladipo,19,19
74,1,2:00.0,M. Hezonja enters the game for V. Oladipo,,19,19
75,1,1:55.0,,Def 3 sec tech foul by E. İlyasova,19,19
76,1,1:55.0,,D. Lillard makes technical free throw,19,20
77,1,1:44.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by M. Leonard),19,23
78,1,1:31.0,Personal foul by G. Henderson,,19,23
79,1,1:19.0,E. Fournier makes 2-pt layup from 2 ft (assist by C. Watson),,21,23
80,1,1:02.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by M. Leonard),21,26
81,1,0:44.0,J. Smith misses 2-pt jump shot from 20 ft,,21,26
82,1,0:43.0,Offensive rebound by M. Hezonja,,21,26
83,1,0:36.0,E. Fournier makes 3-pt jump shot from 23 ft,,24,26
84,1,0:33.0,,Personal foul by J. Smith,24,26
85,1,0:33.0,,D. Lillard makes free throw 1 of 2,24,27
