,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
0,1,11:39.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),0,2
1,1,11:24.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,2,2
2,1,11:08.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by C. Paul),2,4
3,1,10:47.0,S. Ibaka misses 2-pt jump shot from 13 ft,,2,4
4,1,10:45.0,Offensive rebound by S. Adams,,2,4
5,1,10:40.0,S. Ibaka misses 2-pt jump shot from 19 ft,,2,4
6,1,10:39.0,,Defensive rebound by J. Redick,2,4
7,1,10:30.0,,C. Paul misses 3-pt jump shot from 26 ft,2,4
8,1,10:27.0,Defensive rebound by S. Ibaka,,2,4
9,1,10:10.0,K. Durant makes 3-pt jump shot from 25 ft,,5,4
10,1,9:59.0,,Shooting foul by A. Roberson (drawn by D. Jordan),5,4
11,1,9:59.0,,D. Jordan makes free throw 1 of 2,5,5
12,1,9:59.0,,D. Jordan misses free throw 2 of 2,5,5
13,1,9:59.0,Defensive rebound by S. Ibaka,,5,5
14,1,9:43.0,R. Westbrook misses 2-pt layup from 3 ft,,5,5
15,1,9:42.0,,Defensive rebound by P. Pierce,5,5
16,1,9:34.0,,J. Green misses 3-pt jump shot from 24 ft,5,5
17,1,9:33.0,Defensive rebound by S. Ibaka,,5,5
18,1,9:27.0,R. Westbrook makes 2-pt jump shot from 12 ft,,7,5
19,1,9:05.0,,P. Pierce makes 3-pt jump shot from 27 ft (assist by C. Paul),7,8
20,1,8:46.0,S. Ibaka misses 2-pt jump shot from 17 ft,,7,8
21,1,8:43.0,,Defensive rebound by P. Pierce,7,8
22,1,8:36.0,,P. Pierce misses 3-pt jump shot from 25 ft,7,8
23,1,8:35.0,Defensive rebound by A. Roberson,,7,8
24,1,8:25.0,K. Durant misses 2-pt jump shot from 9 ft,,7,8
25,1,8:22.0,,Defensive rebound by J. Green,7,8
26,1,8:16.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),7,11
27,1,7:59.0,S. Ibaka makes 2-pt hook shot from 5 ft (assist by R. Westbrook),,9,11
28,1,7:50.0,,J. Redick misses 2-pt jump shot from 18 ft,9,11
29,1,7:48.0,Defensive rebound by S. Adams,,9,11
30,1,7:38.0,K. Durant misses 3-pt jump shot from 26 ft,,9,11
31,1,7:36.0,Offensive rebound by S. Ibaka,,9,11
32,1,7:36.0,S. Ibaka misses 2-pt layup from 1 ft,,9,11
33,1,7:33.0,,Defensive rebound by P. Pierce,9,11
34,1,7:19.0,,J. Green misses 2-pt layup from 2 ft (block by K. Durant),9,11
35,1,7:17.0,Defensive rebound by R. Westbrook,,9,11
36,1,7:13.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,11,11
37,1,6:46.0,,J. Redick misses 3-pt jump shot from 23 ft,11,11
38,1,6:45.0,Defensive rebound by A. Roberson,,11,11
39,1,6:39.0,R. Westbrook makes 2-pt jump shot from 7 ft (assist by K. Durant),,13,11
40,1,6:39.0,Shooting foul by J. Green (drawn by R. Westbrook),,13,11
41,1,6:39.0,R. Westbrook makes free throw 1 of 1,,14,11
42,1,6:27.0,,D. Jordan misses 2-pt hook shot from 5 ft,14,11
43,1,6:25.0,Defensive rebound by K. Durant,,14,11
44,1,6:22.0,K. Durant makes 3-pt jump shot from 27 ft,,17,11
45,1,6:22.0,Shooting foul by J. Green (drawn by K. Durant),,17,11
46,1,6:22.0,,W. Johnson enters the game for P. Pierce,17,11
47,1,6:22.0,K. Durant makes free throw 1 of 1,,18,11
48,1,6:11.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),18,14
49,1,5:57.0,A. Roberson misses 2-pt layup from 2 ft,,18,14
50,1,5:55.0,Offensive rebound by S. Adams,,18,14
51,1,5:55.0,S. Adams makes 2-pt layup from 1 ft,,20,14
52,1,5:34.0,,C. Paul misses 2-pt jump shot from 19 ft,20,14
53,1,5:33.0,Defensive rebound by K. Durant,,20,14
54,1,5:26.0,K. Durant misses 3-pt jump shot from 25 ft,,20,14
55,1,5:25.0,Offensive rebound by S. Ibaka,,20,14
56,1,5:11.0,S. Ibaka misses 2-pt jump shot from 14 ft (block by W. Johnson),,20,14
57,1,5:08.0,,Defensive rebound by C. Paul,20,14
58,1,5:04.0,,W. Johnson misses 2-pt layup from 1 ft,20,14
59,1,5:01.0,Defensive rebound by A. Roberson,,20,14
60,1,4:57.0,R. Westbrook misses 3-pt jump shot from 24 ft,,20,14
61,1,4:55.0,,Defensive rebound by D. Jordan,20,14
62,1,4:48.0,,Shooting foul by S. Ibaka (drawn by D. Jordan),20,14
63,1,4:48.0,,D. Jordan makes 2-pt layup from 2 ft (assist by J. Redick),20,16
64,1,4:48.0,,LA Clippers full timeout,20,16
65,1,4:48.0,K. Singler enters the game for K. Durant,,20,16
66,1,4:48.0,D. Waiters enters the game for A. Roberson,,20,16
67,1,4:48.0,,J. Crawford enters the game for J. Green,20,16
68,1,4:48.0,,D. Jordan misses free throw 1 of 1,20,16
69,1,4:47.0,Defensive rebound by R. Westbrook,,20,16
70,1,4:36.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,23,16
71,1,4:21.0,,LA Clippers full timeout,23,16
72,1,4:21.0,R. Foye enters the game for S. Adams,,23,16
73,1,4:21.0,,A. Rivers enters the game for J. Redick,23,16
74,1,4:16.0,,Personal foul by K. Singler (drawn by C. Paul),23,16
75,1,4:02.0,,C. Paul misses 3-pt jump shot from 26 ft,23,16
76,1,4:01.0,Defensive rebound by R. Foye,,23,16
77,1,3:47.0,D. Waiters misses 2-pt layup from 2 ft,,23,16
78,1,3:47.0,Offensive rebound by Team,,23,16
79,1,3:41.0,S. Ibaka makes 2-pt jump shot from 4 ft (assist by R. Westbrook),,25,16
80,1,3:41.0,Shooting foul by C. Paul (drawn by S. Ibaka),,25,16
81,1,3:41.0,S. Ibaka makes free throw 1 of 1,,26,16
82,1,3:22.0,,W. Johnson misses 2-pt jump shot from 4 ft,26,16
83,1,3:20.0,Defensive rebound by R. Westbrook,,26,16
84,1,3:13.0,K. Singler makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,29,16
85,1,2:53.0,,J. Crawford makes 2-pt jump shot from 18 ft,29,18
86,1,2:36.0,R. Westbrook makes 3-pt jump shot from 26 ft,,32,18
87,1,2:19.0,,A. Rivers misses 3-pt jump shot from 26 ft,32,18
88,1,2:18.0,,Offensive rebound by D. Jordan,32,18
89,1,2:10.0,,Shooting foul by K. Singler (drawn by C. Paul),32,18
90,1,2:10.0,Oklahoma City full timeout,,32,18
91,1,2:10.0,K. Durant enters the game for S. Ibaka,,32,18
92,1,2:10.0,A. Roberson enters the game for R. Westbrook,,32,18
93,1,2:10.0,E. Freedom enters the game for K. Singler,,32,18
94,1,2:10.0,,C. Paul makes free throw 1 of 2,32,19
95,1,2:10.0,,C. Paul makes free throw 2 of 2,32,20
