,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
25,1,8:40.0,D. Rose makes 2-pt layup from 2 ft,,7,9
26,1,8:30.0,,T. Parker misses 2-pt jump shot from 18 ft,7,9
27,1,8:29.0,Defensive rebound by T. Gibson,,7,9
28,1,8:15.0,Shooting foul by L. Aldridge (drawn by T. Gibson),,7,9
29,1,8:15.0,T. Gibson makes free throw 1 of 2,,8,9
30,1,8:15.0,T. Gibson makes free throw 2 of 2,,9,9
31,1,7:56.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by T. Parker),9,11
32,1,7:45.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by M. Dunleavy),,11,11
33,1,7:36.0,,K. Leonard makes 2-pt jump shot from 16 ft (assist by T. Parker),11,13
34,1,7:28.0,D. Rose misses 2-pt layup from 3 ft,,11,13
35,1,7:27.0,,Defensive rebound by L. Aldridge,11,13
36,1,7:13.0,,K. Leonard makes 2-pt jump shot from 15 ft (assist by L. Aldridge),11,15
37,1,6:57.0,M. Dunleavy misses 2-pt jump shot from 7 ft,,11,15
38,1,6:56.0,,Defensive rebound by T. Duncan,11,15
39,1,6:49.0,,D. Green makes 2-pt jump shot from 10 ft (assist by T. Parker),11,17
40,1,6:49.0,Chicago full timeout,,11,17
41,1,6:36.0,T. Gibson makes 2-pt dunk at rim (assist by D. Rose),,13,17
42,1,6:18.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by T. Parker),13,19
43,1,6:03.0,Turnover by P. Gasol (bad pass; steal by L. Aldridge),,13,19
44,1,5:52.0,,L. Aldridge misses 2-pt jump shot from 4 ft (block by P. Gasol),13,19
45,1,5:50.0,Defensive rebound by P. Gasol,,13,19
46,1,5:46.0,D. Rose makes 2-pt layup from 2 ft,,15,19
47,1,5:28.0,,T. Parker makes 2-pt jump shot from 14 ft,15,21
48,1,5:19.0,Turnover by M. Dunleavy (bad pass; steal by D. Green),,15,21
49,1,5:15.0,,D. Green misses 2-pt layup from 3 ft (block by E. Moore),15,21
50,1,5:13.0,Defensive rebound by E. Moore,,15,21
51,1,5:01.0,E. Moore makes 3-pt jump shot from 25 ft (assist by D. Rose),,18,21
52,1,4:43.0,,T. Duncan makes 2-pt jump shot from 18 ft (assist by T. Parker),18,23
53,1,4:31.0,E. Moore makes 2-pt layup from 2 ft (assist by T. Gibson),,20,23
54,1,4:30.0,,San Antonio full timeout,20,23
55,1,4:30.0,D. McDermott enters the game for E. Moore,,20,23
56,1,4:30.0,N. Mirotić enters the game for T. Gibson,,20,23
57,1,4:30.0,,P. Mills enters the game for T. Parker,20,23
58,1,4:30.0,,M. Ginóbili enters the game for D. Green,20,23
59,1,4:30.0,,B. Diaw enters the game for T. Duncan,20,23
60,1,4:12.0,,Turnover by B. Diaw (bad pass; steal by N. Mirotić),20,23
61,1,3:59.0,Shooting foul by L. Aldridge (drawn by P. Gasol),,20,23
62,1,3:59.0,P. Gasol makes free throw 1 of 2,,21,23
63,1,3:59.0,,D. West enters the game for L. Aldridge,21,23
64,1,3:59.0,J. Holiday enters the game for M. Dunleavy,,21,23
65,1,3:59.0,P. Gasol makes free throw 2 of 2,,22,23
66,1,3:35.0,,D. West misses 2-pt jump shot from 15 ft,22,23
67,1,3:33.0,,Offensive rebound by B. Diaw,22,23
68,1,3:31.0,,B. Diaw makes 2-pt jump shot from 2 ft,22,25
69,1,3:16.0,P. Gasol misses 2-pt jump shot from 6 ft,,22,25
70,1,3:13.0,,Defensive rebound by B. Diaw,22,25
71,1,3:01.0,,P. Mills misses 3-pt jump shot from 25 ft,22,25
72,1,3:01.0,Defensive rebound by J. Holiday,,22,25
73,1,2:54.0,D. Rose misses 2-pt jump shot from 19 ft,,22,25
74,1,2:51.0,,Defensive rebound by B. Diaw,22,25
75,1,2:41.0,,K. Leonard makes 2-pt jump shot from 19 ft (assist by P. Mills),22,27
76,1,2:27.0,Turnover by N. Mirotić (traveling),,22,27
77,1,2:09.0,,K. Leonard misses 2-pt jump shot from 17 ft,22,27
78,1,2:08.0,Defensive rebound by Team,,22,27
79,1,1:54.0,J. Holiday misses 2-pt layup from 3 ft (block by D. West),,22,27
80,1,1:53.0,Offensive rebound by Team,,22,27
81,1,1:52.0,,K. Anderson enters the game for K. Leonard,22,27
82,1,1:52.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by D. Rose),,25,27
83,1,1:39.0,,B. Diaw misses 3-pt jump shot from 25 ft,25,27
84,1,1:38.0,Defensive rebound by P. Gasol,,25,27
85,1,1:20.0,Personal foul by K. Anderson,,25,27
86,1,1:20.0,,K. Martin enters the game for B. Diaw,25,27
87,1,1:20.0,Personal foul by M. Ginóbili,,25,27
88,1,1:20.0,D. Rose makes free throw 1 of 2,,26,27
89,1,1:20.0,D. Rose makes free throw 2 of 2,,27,27
90,1,1:01.0,,D. West misses 2-pt hook shot from 2 ft,27,27
91,1,1:00.0,Defensive rebound by N. Mirotić,,27,27
92,1,0:55.0,Turnover by P. Gasol (bad pass),,27,27
93,1,0:55.0,B. Portis enters the game for P. Gasol,,27,27
94,1,0:55.0,E. Moore enters the game for D. Rose,,27,27
95,1,0:47.0,,Personal foul by D. McDermott,27,27
96,1,0:38.0,,M. Ginóbili misses 2-pt layup from 2 ft,27,27
97,1,0:36.0,Defensive rebound by B. Portis,,27,27
98,1,0:28.0,E. Moore misses 2-pt jump shot from 4 ft,,27,27
99,1,0:27.0,,Defensive rebound by K. Anderson,27,27
100,1,0:05.0,,M. Ginóbili misses 2-pt jump shot from 5 ft,27,27
101,1,0:04.0,,Offensive rebound by D. West,27,27
102,1,0:01.0,,P. Mills misses 3-pt jump shot from 26 ft,27,27
103,1,0:00.0,Defensive rebound by D. McDermott,,27,27
104,2,11:34.0,J. Holiday misses 2-pt jump shot from 12 ft,,27,27
105,2,11:32.0,Offensive rebound by N. Mirotić,,27,27
106,2,11:32.0,N. Mirotić makes 2-pt layup from 2 ft,,29,27
107,2,11:21.0,,Shooting block foul by J. Holiday (drawn by K. Martin),29,27
108,2,11:21.0,,K. Martin makes free throw 1 of 2,29,28
109,2,11:21.0,,K. Martin misses free throw 2 of 2,29,28
110,2,11:20.0,Defensive rebound by B. Portis,,29,28
111,2,11:05.0,D. McDermott misses 2-pt jump shot from 19 ft,,29,28
112,2,11:04.0,,Defensive rebound by K. Anderson,29,28
113,2,10:54.0,,K. Anderson misses 2-pt jump shot from 11 ft,29,28
114,2,10:53.0,Defensive rebound by B. Portis,,29,28
115,2,10:45.0,J. Holiday makes 2-pt jump shot from 18 ft,,31,28
116,2,10:29.0,,P. Mills misses 2-pt layup from 3 ft,31,28
117,2,10:28.0,Defensive rebound by N. Mirotić,,31,28
118,2,10:23.0,N. Mirotić misses 3-pt jump shot from 25 ft,,31,28
119,2,10:22.0,,Defensive rebound by D. West,31,28
120,2,10:04.0,,D. West makes 2-pt layup from 3 ft (assist by M. Ginóbili),31,30
121,2,9:52.0,D. McDermott makes 2-pt layup from 4 ft (assist by J. Holiday),,33,30
122,2,9:41.0,,Personal foul by E. Moore,33,30
123,2,9:25.0,,M. Ginóbili makes 2-pt layup from 3 ft (assist by K. Anderson),33,32
124,2,9:15.0,D. McDermott misses 3-pt jump shot from 26 ft,,33,32
125,2,9:14.0,,Defensive rebound by D. West,33,32
126,2,9:05.0,,D. West makes 2-pt hook shot from 6 ft (assist by P. Mills),33,34
127,2,8:50.0,B. Portis misses 2-pt jump shot from 11 ft,,33,34
128,2,8:49.0,,Defensive rebound by M. Ginóbili,33,34
129,2,8:37.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),33,36
130,2,8:35.0,Chicago full timeout,,33,36
131,2,8:35.0,T. Gibson enters the game for N. Mirotić,,33,36
132,2,8:35.0,,K. Leonard enters the game for M. Ginóbili,33,36
133,2,8:24.0,B. Portis misses 2-pt jump shot from 16 ft,,33,36
134,2,8:23.0,,Defensive rebound by K. Anderson,33,36
135,2,8:15.0,,K. Leonard makes 3-pt jump shot from 26 ft,33,39
136,2,8:02.0,J. Holiday makes 2-pt jump shot from 18 ft,,35,39
137,2,7:37.0,,P. Mills misses 3-pt jump shot from 27 ft,35,39
138,2,7:35.0,Defensive rebound by T. Gibson,,35,39
139,2,7:28.0,M. Dunleavy enters the game for D. McDermott,,35,39
140,2,7:28.0,,T. Parker enters the game for P. Mills,35,39
141,2,7:28.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by E. Moore),,38,39
142,2,7:15.0,,D. West makes 2-pt jump shot from 15 ft (assist by T. Parker),38,41
143,2,7:05.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,38,41
144,2,7:04.0,,Defensive rebound by K. Leonard,38,41
145,2,6:53.0,,D. West misses 2-pt jump shot from 4 ft,38,41
146,2,6:52.0,,Offensive rebound by D. West,38,41
147,2,6:48.0,,Shooting foul by M. Dunleavy (drawn by D. West),38,41
148,2,6:48.0,,D. West makes free throw 1 of 2,38,42
149,2,6:48.0,,T. Duncan enters the game for K. Anderson,38,42
150,2,6:48.0,,D. Green enters the game for K. Martin,38,42
151,2,6:48.0,D. Rose enters the game for E. Moore,,38,42
152,2,6:48.0,,D. West makes free throw 2 of 2,38,43
153,2,6:31.0,Turnover by J. Holiday (bad pass; steal by D. Green),,38,43
154,2,6:27.0,,T. Duncan makes 2-pt layup from 3 ft (assist by T. Parker),38,45
155,2,6:27.0,,Shooting foul by T. Gibson (drawn by T. Duncan),38,45
156,2,6:27.0,,L. Aldridge enters the game for D. West,38,45
157,2,6:27.0,P. Gasol enters the game for B. Portis,,38,45
158,2,6:27.0,,T. Duncan makes free throw 1 of 1,38,46
159,2,6:10.0,Personal foul by T. Duncan,,38,46
160,2,5:57.0,M. Dunleavy misses 2-pt jump shot from 9 ft,,38,46
161,2,5:55.0,Offensive rebound by P. Gasol,,38,46
162,2,5:55.0,P. Gasol makes 2-pt layup from 1 ft,,40,46
163,2,5:34.0,,T. Duncan makes 2-pt jump shot from 13 ft (assist by T. Parker),40,48
164,2,5:22.0,Turnover by P. Gasol (bad pass; steal by T. Duncan),,40,48
165,2,5:05.0,,Turnover by K. Leonard (bad pass),40,48
166,2,5:05.0,Official timeout,,40,48
167,2,5:05.0,E. Moore enters the game for J. Holiday,,40,48
168,2,4:54.0,D. Rose makes 2-pt layup from 2 ft (assist by P. Gasol),,42,48
169,2,4:51.0,,T. Parker misses 2-pt jump shot from 9 ft,42,48
170,2,4:50.0,Defensive rebound by D. Rose,,42,48
171,2,4:45.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,42,48
172,2,4:44.0,,Defensive rebound by T. Duncan,42,48
173,2,4:23.0,,T. Parker misses 2-pt jump shot from 18 ft,42,48
174,2,4:22.0,Defensive rebound by E. Moore,,42,48
175,2,4:17.0,Offensive foul by T. Gibson (drawn by D. Green),,42,48
176,2,4:17.0,Turnover by T. Gibson (offensive foul),,42,48
177,2,3:56.0,,T. Duncan misses 2-pt jump shot from 8 ft,42,48
178,2,3:55.0,Defensive rebound by P. Gasol,,42,48
179,2,3:39.0,T. Gibson misses 2-pt hook shot from 2 ft,,42,48
180,2,3:36.0,Offensive rebound by T. Gibson,,42,48
181,2,3:35.0,Turnover by T. Gibson (lost ball; steal by T. Duncan),,42,48
182,2,3:20.0,,L. Aldridge misses 2-pt layup from 2 ft,42,48
183,2,3:19.0,,Offensive rebound by K. Leonard,42,48
184,2,3:16.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by K. Leonard),42,50
185,2,3:05.0,Turnover by D. Rose (lost ball; steal by K. Leonard),,42,50
186,2,2:55.0,,K. Leonard misses 3-pt jump shot from 25 ft,42,50
187,2,2:54.0,Defensive rebound by P. Gasol,,42,50
188,2,2:47.0,E. Moore makes 2-pt jump shot from 3 ft,,44,50
189,2,2:47.0,,San Antonio full timeout,44,50
190,2,2:47.0,N. Mirotić enters the game for T. Gibson,,44,50
191,2,2:47.0,,M. Ginóbili enters the game for D. Green,44,50
192,2,2:36.0,,K. Leonard misses 2-pt jump shot from 10 ft,44,50
193,2,2:35.0,Defensive rebound by M. Dunleavy,,44,50
194,2,2:12.0,E. Moore makes 3-pt jump shot from 22 ft (assist by M. Dunleavy),,47,50
195,2,1:50.0,,T. Parker makes 2-pt layup from 3 ft (assist by T. Duncan),47,52
196,2,1:50.0,,Shooting foul by E. Moore (drawn by T. Parker),47,52
197,2,1:50.0,D. McDermott enters the game for E. Moore,,47,52
198,2,1:50.0,,T. Parker misses free throw 1 of 1,47,52
199,2,1:49.0,Defensive rebound by P. Gasol,,47,52
200,2,1:33.0,Turnover by P. Gasol (lost ball),,47,52
201,2,1:16.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,47,52
202,2,1:15.0,Defensive rebound by M. Dunleavy,,47,52
203,2,1:08.0,D. Rose misses 2-pt jump shot from 18 ft,,47,52
204,2,1:07.0,,Defensive rebound by L. Aldridge,47,52
205,2,0:57.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Duncan),47,54
206,2,0:37.0,N. Mirotić misses 2-pt layup from 5 ft,,47,54
207,2,0:36.0,Offensive rebound by P. Gasol,,47,54
208,2,0:35.0,P. Gasol misses 2-pt jump shot from 3 ft,,47,54
209,2,0:35.0,Offensive rebound by Team,,47,54
210,2,0:26.0,Turnover by P. Gasol (lost ball; steal by M. Ginóbili),,47,54
211,2,0:04.0,,K. Leonard misses 2-pt jump shot from 15 ft,47,54
212,2,0:02.0,Defensive rebound by N. Mirotić,,47,54
213,2,0:01.0,N. Mirotić misses 3-pt jump shot from 62 ft,,47,54
214,2,0:00.0,Offensive rebound by Team,,47,54
215,3,11:46.0,E. Moore misses 2-pt jump shot from 2 ft,,47,54
216,3,11:43.0,,Defensive rebound by T. Parker,47,54
217,3,11:35.0,,T. Parker makes 2-pt jump shot from 18 ft,47,56
218,3,11:13.0,D. Rose misses 2-pt hook shot from 9 ft,,47,56
219,3,11:11.0,,Defensive rebound by D. Green,47,56
220,3,10:58.0,,Turnover by T. Parker (bad pass; steal by T. Gibson),47,56
221,3,10:48.0,Shooting foul by D. Green (drawn by M. Dunleavy),,47,56
222,3,10:48.0,M. Dunleavy makes free throw 1 of 2,,48,56
223,3,10:48.0,M. Dunleavy misses free throw 2 of 2,,48,56
224,3,10:47.0,,Defensive rebound by K. Leonard,48,56
225,3,10:30.0,,Shooting foul by T. Gibson (drawn by L. Aldridge),48,56
226,3,10:30.0,,L. Aldridge makes free throw 1 of 2,48,57
227,3,10:30.0,,L. Aldridge makes free throw 2 of 2,48,58
228,3,10:11.0,P. Gasol misses 2-pt jump shot from 15 ft,,48,58
229,3,10:10.0,,Defensive rebound by L. Aldridge,48,58
230,3,10:03.0,,Personal foul by T. Gibson,48,58
231,3,10:03.0,N. Mirotić enters the game for T. Gibson,,48,58
232,3,9:57.0,,T. Parker makes 2-pt jump shot from 11 ft,48,60
233,3,9:37.0,D. Rose makes 2-pt jump shot from 17 ft,,50,60
234,3,9:22.0,,T. Parker makes 2-pt jump shot from 20 ft (assist by D. Green),50,62
235,3,9:11.0,D. Rose misses 2-pt layup from 1 ft,,50,62
236,3,9:08.0,Offensive rebound by P. Gasol,,50,62
237,3,9:08.0,P. Gasol makes 2-pt layup from 1 ft,,52,62
238,3,8:57.0,,Turnover by L. Aldridge (traveling),52,62
239,3,8:38.0,D. Rose makes 3-pt jump shot from 25 ft (assist by P. Gasol),,55,62
240,3,8:18.0,,Shooting foul by N. Mirotić (drawn by L. Aldridge),55,62
241,3,8:18.0,,L. Aldridge makes free throw 1 of 2,55,63
242,3,8:18.0,,L. Aldridge makes free throw 2 of 2,55,64
243,3,8:07.0,D. Rose makes 2-pt jump shot from 14 ft,,57,64
244,3,7:53.0,,L. Aldridge misses 2-pt layup from 4 ft,57,64
245,3,7:52.0,Defensive rebound by N. Mirotić,,57,64
246,3,7:45.0,E. Moore makes 3-pt jump shot from 22 ft (assist by M. Dunleavy),,60,64
247,3,7:45.0,,San Antonio full timeout,60,64
248,3,7:45.0,,M. Ginóbili enters the game for D. Green,60,64
249,3,7:31.0,,T. Duncan misses 2-pt jump shot from 18 ft,60,64
250,3,7:30.0,Defensive rebound by P. Gasol,,60,64
251,3,7:18.0,P. Gasol misses 2-pt jump shot from 19 ft,,60,64
252,3,7:17.0,,Defensive rebound by K. Leonard,60,64
253,3,7:12.0,,T. Duncan misses 2-pt jump shot from 5 ft (block by N. Mirotić),60,64
254,3,7:10.0,Defensive rebound by Team,,60,64
255,3,7:00.0,D. Rose misses 2-pt jump shot from 6 ft,,60,64
256,3,6:58.0,Offensive rebound by D. Rose,,60,64
257,3,6:57.0,D. Rose misses 2-pt layup from 2 ft,,60,64
258,3,6:56.0,Offensive rebound by P. Gasol,,60,64
259,3,6:52.0,P. Gasol misses 2-pt layup from 2 ft,,60,64
260,3,6:51.0,Offensive rebound by D. Rose,,60,64
261,3,6:47.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,60,64
262,3,6:44.0,,Defensive rebound by L. Aldridge,60,64
263,3,6:31.0,,K. Leonard makes 2-pt jump shot from 20 ft (assist by T. Duncan),60,66
264,3,6:17.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by E. Moore),,62,66
265,3,5:58.0,,Turnover by M. Ginóbili (lost ball; steal by N. Mirotić),62,66
266,3,5:52.0,E. Moore makes 3-pt jump shot from 26 ft (assist by D. Rose),,65,66
267,3,5:27.0,,L. Aldridge misses 2-pt jump shot from 2 ft,65,66
268,3,5:24.0,,Offensive rebound by L. Aldridge,65,66
269,3,5:24.0,,L. Aldridge makes 2-pt layup at rim,65,68
270,3,5:18.0,,Violation by T. Duncan (kicked ball),65,68
271,3,5:18.0,J. Holiday enters the game for M. Dunleavy,,65,68
272,3,5:18.0,,D. West enters the game for T. Duncan,65,68
273,3,5:13.0,D. Rose misses 3-pt jump shot from 25 ft,,65,68
274,3,5:11.0,,Defensive rebound by T. Parker,65,68
275,3,5:03.0,,T. Parker makes 2-pt layup from 3 ft,65,70
276,3,4:56.0,Turnover by N. Mirotić (traveling),,65,70
277,3,4:56.0,D. McDermott enters the game for D. Rose,,65,70
278,3,4:38.0,,T. Parker misses 2-pt jump shot from 18 ft,65,70
279,3,4:36.0,Defensive rebound by E. Moore,,65,70
280,3,4:27.0,Turnover by E. Moore (lost ball; steal by T. Parker),,65,70
281,3,4:21.0,,K. Leonard makes 3-pt jump shot from 25 ft,65,73
282,3,4:21.0,Chicago full timeout,,65,73
283,3,4:21.0,,P. Mills enters the game for T. Parker,65,73
284,3,4:00.0,Turnover by N. Mirotić (bad pass; steal by M. Ginóbili),,65,73
285,3,3:52.0,,L. Aldridge misses 2-pt layup from 2 ft (block by J. Holiday),65,73
286,3,3:50.0,,Offensive rebound by Team,65,73
287,3,3:45.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,65,73
288,3,3:43.0,Defensive rebound by E. Moore,,65,73
289,3,3:37.0,P. Gasol makes 2-pt layup from 1 ft (assist by N. Mirotić),,67,73
290,3,3:15.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by M. Ginóbili),67,75
291,3,3:02.0,P. Gasol makes 3-pt jump shot from 24 ft (assist by D. McDermott),,70,75
292,3,2:46.0,,Offensive foul by D. West (drawn by J. Holiday),70,75
293,3,2:46.0,,Turnover by D. West (offensive foul),70,75
294,3,2:36.0,N. Mirotić misses 3-pt jump shot from 24 ft,,70,75
295,3,2:35.0,,Defensive rebound by K. Leonard,70,75
296,3,2:27.0,,K. Leonard makes 3-pt jump shot from 24 ft,70,78
297,3,2:10.0,E. Moore misses 3-pt jump shot from 25 ft,,70,78
298,3,2:09.0,Offensive rebound by Team,,70,78
299,3,2:01.0,Shooting foul by D. West (drawn by P. Gasol),,70,78
300,3,2:01.0,P. Gasol makes free throw 1 of 2,,71,78
301,3,2:01.0,P. Gasol makes free throw 2 of 2,,72,78
302,3,1:48.0,,P. Mills misses 2-pt jump shot from 20 ft,72,78
303,3,1:47.0,,Offensive rebound by D. West,72,78
304,3,1:44.0,,L. Aldridge misses 2-pt jump shot from 20 ft,72,78
305,3,1:43.0,Defensive rebound by N. Mirotić,,72,78
306,3,1:35.0,J. Holiday misses 3-pt jump shot from 24 ft,,72,78
307,3,1:34.0,,Defensive rebound by L. Aldridge,72,78
308,3,1:18.0,,Shooting foul by J. Holiday (drawn by K. Leonard),72,78
309,3,1:18.0,,K. Leonard makes free throw 1 of 2,72,79
310,3,1:18.0,,K. Anderson enters the game for M. Ginóbili,72,79
311,3,1:18.0,,K. Leonard makes free throw 2 of 2,72,80
312,3,1:03.0,Turnover by P. Gasol (bad pass; steal by L. Aldridge),,72,80
313,3,0:59.0,,P. Mills makes 2-pt layup from 2 ft (assist by K. Leonard),72,82
314,3,0:50.0,P. Gasol makes 2-pt hook shot from 3 ft (assist by D. McDermott),,74,82
315,3,0:39.0,,Turnover by P. Mills (bad pass; steal by J. Holiday),74,82
316,3,0:39.0,Personal foul by K. Leonard,,74,82
317,3,0:34.0,Turnover by E. Moore (bad pass),,74,82
318,3,0:14.0,,K. Anderson misses 2-pt jump shot from 17 ft,74,82
319,3,0:11.0,,Offensive rebound by D. West,74,82
320,3,0:09.0,,L. Aldridge makes 2-pt dunk at rim (assist by K. Anderson),74,84
321,3,0:02.0,D. McDermott misses 2-pt jump shot from 12 ft,,74,84
322,3,0:00.0,Offensive rebound by J. Holiday,,74,84
323,4,11:51.0,,K. Leonard misses 2-pt jump shot from 16 ft,74,84
324,4,11:50.0,Defensive rebound by N. Mirotić,,74,84
325,4,11:34.0,D. Rose makes 2-pt layup from 3 ft,,76,84
326,4,11:19.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. West),76,87
327,4,11:04.0,D. Rose makes 2-pt jump shot from 17 ft,,78,87
328,4,10:54.0,,Personal foul by B. Portis,78,87
329,4,10:54.0,,D. Green enters the game for K. Leonard,78,87
330,4,10:41.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by P. Mills),78,90
331,4,10:18.0,D. Rose makes 2-pt jump shot from 18 ft,,80,90
332,4,10:02.0,,D. West misses 2-pt jump shot from 16 ft,80,90
333,4,10:00.0,Defensive rebound by N. Mirotić,,80,90
334,4,9:52.0,J. Holiday makes 2-pt layup from 3 ft,,82,90
335,4,9:33.0,,P. Mills misses 2-pt layup from 2 ft,82,90
336,4,9:32.0,Defensive rebound by N. Mirotić,,82,90
337,4,9:31.0,Shooting foul by D. West (drawn by D. McDermott),,82,90
338,4,9:31.0,D. McDermott makes free throw 1 of 2,,83,90
339,4,9:31.0,,T. Duncan enters the game for D. West,83,90
340,4,9:31.0,,T. Parker enters the game for A. Miller,83,90
341,4,9:31.0,D. McDermott makes free throw 2 of 2,,84,90
342,4,9:16.0,,D. Green misses 2-pt jump shot from 18 ft,84,90
343,4,9:16.0,,Offensive rebound by Team,84,90
344,4,9:16.0,Loose ball foul by B. Portis,,84,90
345,4,9:13.0,,Personal foul by J. Holiday,84,90
346,4,9:06.0,,P. Mills misses 3-pt jump shot from 24 ft,84,90
347,4,9:05.0,Defensive rebound by N. Mirotić,,84,90
348,4,8:57.0,Turnover by J. Holiday (bad pass; steal by K. Anderson),,84,90
349,4,8:51.0,,K. Anderson misses 2-pt layup from 3 ft,84,90
350,4,8:50.0,Defensive rebound by D. McDermott,,84,90
351,4,8:36.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Rose),,87,90
352,4,8:05.0,,D. Green misses 3-pt jump shot from 25 ft,87,90
353,4,8:04.0,Defensive rebound by B. Portis,,87,90
354,4,7:58.0,Turnover by J. Holiday (lost ball; steal by K. Anderson),,87,90
355,4,7:57.0,,Personal foul by N. Mirotić,87,90
356,4,7:57.0,Official timeout,,87,90
357,4,7:57.0,,K. Leonard enters the game for P. Mills,87,90
358,4,7:41.0,,T. Parker makes 2-pt layup from 3 ft (assist by T. Duncan),87,92
359,4,7:24.0,B. Portis misses 2-pt jump shot from 20 ft,,87,92
360,4,7:23.0,,Defensive rebound by K. Anderson,87,92
361,4,7:15.0,,T. Parker makes 2-pt jump shot from 17 ft,87,94
362,4,7:15.0,Chicago full timeout,,87,94
363,4,7:15.0,,L. Aldridge enters the game for K. Anderson,87,94
364,4,7:15.0,T. Gibson enters the game for J. Holiday,,87,94
365,4,7:15.0,M. Dunleavy enters the game for B. Portis,,87,94
366,4,7:02.0,E. Moore enters the game for D. McDermott,,87,94
367,4,7:02.0,D. Rose misses 2-pt jump shot from 20 ft (block by K. Leonard),,87,94
368,4,7:01.0,,Defensive rebound by L. Aldridge,87,94
369,4,6:44.0,,T. Parker misses 2-pt jump shot from 15 ft,87,94
370,4,6:43.0,Defensive rebound by E. Moore,,87,94
371,4,6:29.0,M. Dunleavy makes 3-pt jump shot from 26 ft (assist by N. Mirotić),,90,94
372,4,6:04.0,,K. Leonard makes 2-pt layup from 4 ft (assist by T. Parker),90,96
373,4,5:52.0,T. Gibson makes 2-pt dunk at rim (assist by E. Moore),,92,96
374,4,5:36.0,,L. Aldridge makes 2-pt jump shot from 17 ft (assist by T. Parker),92,98
375,4,5:21.0,T. Gibson misses 2-pt jump shot from 4 ft,,92,98
376,4,5:20.0,,Defensive rebound by K. Leonard,92,98
377,4,5:10.0,,Personal foul by N. Mirotić,92,98
378,4,5:10.0,,L. Aldridge makes free throw 1 of 2,92,99
379,4,5:10.0,P. Gasol enters the game for N. Mirotić,,92,99
380,4,5:10.0,,L. Aldridge makes free throw 2 of 2,92,100
381,4,4:59.0,Turnover by D. Rose (lost ball; steal by K. Leonard),,92,100
382,4,4:47.0,,L. Aldridge misses 2-pt jump shot from 13 ft,92,100
383,4,4:46.0,Defensive rebound by M. Dunleavy,,92,100
384,4,4:32.0,Turnover by P. Gasol (bad pass),,92,100
