,QUARTER,TIME_REMAINING,INDIANA_ACTION,MINNESOTA_ACTION,INDIANA_SCORE,MINNESOTA_SCORE
65,1,4:33.0,J. Hill enters the game for I. Mahinmi,,11,15
66,1,4:33.0,L. Allen enters the game for G. Hill,,11,15
67,1,4:13.0,J. Hill makes 2-pt hook shot from 6 ft,,13,15
68,1,3:54.0,,Turnover by R. Rubio (traveling),13,15
69,1,3:44.0,P. George makes 2-pt jump shot from 19 ft,,15,15
70,1,3:31.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),15,17
71,1,3:19.0,L. Allen makes 2-pt jump shot from 3 ft (assist by R. Stuckey),,17,17
72,1,3:01.0,,R. Rubio misses 3-pt jump shot from 23 ft,17,17
73,1,2:59.0,Defensive rebound by Team,,17,17
74,1,2:46.0,J. Hill makes 2-pt jump shot from 20 ft (assist by R. Stuckey),,19,17
75,1,2:29.0,,K. Towns misses 2-pt jump shot from 17 ft,19,17
76,1,2:28.0,,Offensive rebound by A. Wiggins,19,17
77,1,2:18.0,,R. Rubio makes 2-pt jump shot from 19 ft,19,19
78,1,2:13.0,Personal foul by R. Rubio (drawn by R. Stuckey),,19,19
79,1,2:13.0,,Z. LaVine enters the game for T. Prince,19,19
80,1,2:13.0,,T. Jones enters the game for R. Rubio,19,19
81,1,2:13.0,Indiana full timeout,,19,19
82,1,2:13.0,G. Robinson enters the game for R. Stuckey,,19,19
83,1,1:58.0,P. George misses 2-pt jump shot from 8 ft,,19,19
84,1,1:56.0,,Defensive rebound by G. Dieng,19,19
85,1,1:37.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by Z. LaVine),19,21
86,1,1:24.0,P. George makes 2-pt dunk at rim (assist by L. Allen),,21,21
87,1,0:55.0,,K. Towns misses 2-pt jump shot from 18 ft,21,21
88,1,0:53.0,Defensive rebound by G. Robinson,,21,21
89,1,0:53.0,Personal foul by K. Towns (drawn by G. Robinson),,21,21
90,1,0:36.0,P. George misses 2-pt jump shot from 22 ft,,21,21
91,1,0:34.0,,Defensive rebound by T. Jones,21,21
92,1,0:21.0,,G. Dieng misses 2-pt jump shot from 17 ft,21,21
93,1,0:19.0,Defensive rebound by J. Hill,,21,21
94,1,0:01.0,J. Hill misses 2-pt jump shot from 19 ft,,21,21
95,1,0:00.0,Offensive rebound by Team,,21,21
96,2,11:33.0,G. Robinson misses 2-pt layup from 1 ft,,21,21
97,2,11:32.0,,Defensive rebound by G. Dieng,21,21
98,2,11:20.0,,A. Payne makes 3-pt jump shot from 23 ft (assist by G. Dieng),21,24
99,2,10:56.0,J. Hill makes 2-pt jump shot from 14 ft,,23,24
100,2,10:40.0,,Z. LaVine misses 2-pt jump shot from 19 ft,23,24
101,2,10:39.0,Defensive rebound by C. Budinger,,23,24
102,2,10:21.0,J. Hill misses 2-pt jump shot from 7 ft,,23,24
103,2,10:20.0,,Defensive rebound by T. Jones,23,24
104,2,10:16.0,,Z. LaVine misses 2-pt layup from 1 ft,23,24
105,2,10:15.0,Defensive rebound by G. Robinson,,23,24
106,2,10:01.0,Shooting foul by S. Muhammad (drawn by C. Budinger),,23,24
107,2,10:01.0,C. Budinger makes free throw 1 of 2,,24,24
108,2,10:01.0,C. Budinger makes free throw 2 of 2,,25,24
109,2,9:47.0,,Turnover by S. Muhammad (lost ball; steal by C. Budinger),25,24
110,2,9:44.0,R. Stuckey enters the game for G. Robinson,,25,24
111,2,9:35.0,,Violation by G. Dieng (def goaltending),25,24
112,2,9:35.0,J. Hill makes 2-pt layup at rim (assist by C. Budinger),,27,24
113,2,9:19.0,,S. Muhammad misses 2-pt jump shot from 19 ft,27,24
114,2,9:18.0,Defensive rebound by G. Hill,,27,24
115,2,9:06.0,L. Allen makes 2-pt hook shot from 4 ft (assist by G. Hill),,29,24
116,2,8:52.0,,S. Muhammad misses 2-pt layup from 1 ft,29,24
117,2,8:51.0,Defensive rebound by C. Budinger,,29,24
118,2,8:42.0,Turnover by J. Hill (lost ball),,29,24
119,2,8:42.0,,Minnesota full timeout,29,24
120,2,8:24.0,,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),29,26
121,2,8:06.0,Turnover by C. Budinger (traveling),,29,26
122,2,7:44.0,,G. Dieng makes 2-pt jump shot from 20 ft,29,28
123,2,7:26.0,R. Stuckey misses 2-pt jump shot from 14 ft (block by T. Jones),,29,28
124,2,7:25.0,Offensive rebound by R. Stuckey,,29,28
125,2,7:24.0,L. Allen makes 2-pt hook shot from 4 ft (assist by R. Stuckey),,31,28
126,2,7:09.0,,T. Jones misses 2-pt jump shot from 17 ft,31,28
127,2,7:08.0,Defensive rebound by C. Budinger,,31,28
128,2,6:58.0,L. Allen misses 2-pt hook shot from 7 ft,,31,28
129,2,6:57.0,,Defensive rebound by A. Payne,31,28
130,2,6:48.0,,Turnover by A. Payne (lost ball; steal by G. Hill),31,28
131,2,6:43.0,G. Hill makes 2-pt layup from 1 ft,,33,28
132,2,6:20.0,,G. Dieng misses 2-pt jump shot from 18 ft,33,28
133,2,6:18.0,Defensive rebound by R. Stuckey,,33,28
134,2,6:14.0,R. Stuckey misses 2-pt layup from 2 ft,,33,28
135,2,6:13.0,,Defensive rebound by T. Jones,33,28
136,2,6:02.0,,A. Payne makes 3-pt jump shot from 24 ft (assist by T. Jones),33,31
137,2,5:44.0,R. Stuckey makes 2-pt jump shot from 19 ft (assist by L. Allen),,35,31
138,2,5:43.0,,Minnesota full timeout,35,31
139,2,5:43.0,,R. Rubio enters the game for T. Jones,35,31
140,2,5:43.0,,A. Wiggins enters the game for S. Muhammad,35,31
141,2,5:43.0,M. Ellis enters the game for G. Hill,,35,31
142,2,5:27.0,,Turnover by G. Dieng (offensive foul),35,31
143,2,5:27.0,,Offensive foul by G. Dieng (drawn by R. Stuckey),35,31
144,2,5:27.0,,K. Towns enters the game for A. Payne,35,31
145,2,5:10.0,M. Ellis makes 2-pt jump shot from 13 ft,,37,31
146,2,4:48.0,,G. Dieng misses 2-pt jump shot from 10 ft,37,31
147,2,4:47.0,Defensive rebound by J. Hill,,37,31
148,2,4:29.0,R. Stuckey misses 2-pt jump shot from 12 ft,,37,31
149,2,4:28.0,,Defensive rebound by R. Rubio,37,31
150,2,4:21.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by R. Rubio),37,34
151,2,4:03.0,C. Budinger makes 2-pt jump shot from 14 ft,,39,34
152,2,3:41.0,,A. Wiggins makes 2-pt layup at rim (assist by R. Rubio),39,36
153,2,3:40.0,Indiana full timeout,,39,36
154,2,3:40.0,,T. Prince enters the game for Z. LaVine,39,36
155,2,3:40.0,I. Mahinmi enters the game for J. Hill,,39,36
156,2,3:40.0,G. Hill enters the game for R. Stuckey,,39,36
157,2,3:40.0,P. George enters the game for C. Budinger,,39,36
158,2,3:29.0,Turnover by M. Ellis (bad pass),,39,36
159,2,3:15.0,,K. Towns makes 2-pt jump shot from 20 ft (assist by T. Prince),39,38
160,2,3:06.0,C. Miles enters the game for L. Allen,,39,38
161,2,2:59.0,Offensive foul by I. Mahinmi (drawn by K. Towns),,39,38
162,2,2:59.0,Turnover by I. Mahinmi (offensive foul),,39,38
163,2,2:52.0,,R. Rubio misses 2-pt jump shot from 19 ft,39,38
164,2,2:51.0,Defensive rebound by I. Mahinmi,,39,38
165,2,2:33.0,M. Ellis misses 3-pt jump shot from 25 ft,,39,38
166,2,2:30.0,Offensive rebound by M. Ellis,,39,38
167,2,2:26.0,C. Miles misses 3-pt jump shot from 25 ft,,39,38
168,2,2:25.0,,Defensive rebound by K. Towns,39,38
169,2,2:19.0,,G. Dieng misses 2-pt layup from 1 ft,39,38
170,2,2:17.0,,Offensive rebound by A. Wiggins,39,38
171,2,2:17.0,,A. Wiggins makes 2-pt layup from 2 ft,39,40
172,2,2:02.0,M. Ellis makes 2-pt jump shot from 11 ft,,41,40
173,2,1:47.0,,Turnover by K. Towns (bad pass; steal by C. Miles),41,40
174,2,1:42.0,C. Miles makes 2-pt layup from 2 ft,,43,40
175,2,1:42.0,,Minnesota full timeout,43,40
176,2,1:30.0,,Turnover by G. Dieng (traveling),43,40
177,2,1:12.0,C. Miles misses 3-pt jump shot from 24 ft,,43,40
178,2,1:11.0,,Defensive rebound by R. Rubio,43,40
179,2,0:53.0,,T. Prince makes 2-pt jump shot from 20 ft (assist by G. Dieng),43,42
180,2,0:42.0,C. Miles misses 3-pt jump shot from 26 ft,,43,42
181,2,0:41.0,,Defensive rebound by R. Rubio,43,42
182,2,0:33.0,,R. Rubio makes 2-pt jump shot from 19 ft,43,44
183,2,0:27.0,Personal foul by K. Towns (drawn by G. Hill),,43,44
184,2,0:27.0,,Z. LaVine enters the game for G. Dieng,43,44
185,2,0:27.0,J. Hill enters the game for I. Mahinmi,,43,44
186,2,0:17.0,P. George misses 2-pt jump shot from 20 ft,,43,44
187,2,0:15.0,Offensive rebound by G. Hill,,43,44
188,2,0:01.0,G. Hill misses 2-pt jump shot from 20 ft,,43,44
189,2,0:00.0,Offensive rebound by Team,,43,44
190,3,11:42.0,P. George misses 3-pt jump shot from 24 ft,,43,44
191,3,11:40.0,,Defensive rebound by K. Garnett,43,44
192,3,11:27.0,,Turnover by A. Wiggins (bad pass; steal by G. Hill),43,44
193,3,11:26.0,Personal foul by T. Prince (drawn by G. Hill),,43,44
194,3,11:12.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by G. Hill),,45,44
195,3,10:53.0,,K. Towns makes 2-pt layup at rim,45,46
196,3,10:53.0,,Shooting foul by I. Mahinmi (drawn by K. Towns),45,46
197,3,10:53.0,,K. Towns misses free throw 1 of 1,45,46
198,3,10:53.0,Defensive rebound by P. George,,45,46
199,3,10:33.0,Shooting foul by A. Wiggins (drawn by M. Ellis),,45,46
200,3,10:33.0,M. Ellis makes free throw 1 of 2,,46,46
201,3,10:33.0,M. Ellis makes free throw 2 of 2,,47,46
202,3,10:22.0,,K. Garnett makes 2-pt layup at rim (assist by K. Towns),47,48
203,3,10:17.0,Turnover by P. George (bad pass; steal by R. Rubio),,47,48
204,3,10:14.0,,Shooting foul by G. Hill (drawn by K. Towns),47,48
205,3,10:14.0,,K. Towns makes free throw 1 of 2,47,49
206,3,10:14.0,,K. Towns makes free throw 2 of 2,47,50
207,3,9:52.0,C. Miles misses 3-pt jump shot from 25 ft,,47,50
208,3,9:51.0,,Defensive rebound by R. Rubio,47,50
209,3,9:34.0,Offensive charge foul by T. Prince (drawn by C. Miles),,47,50
210,3,9:34.0,,Turnover by T. Prince (offensive foul),47,50
211,3,9:20.0,I. Mahinmi makes 2-pt dunk at rim (assist by M. Ellis),,49,50
212,3,9:17.0,,Minnesota full timeout,49,50
213,3,8:59.0,,K. Garnett misses 2-pt jump shot from 12 ft,49,50
214,3,8:58.0,Defensive rebound by G. Hill,,49,50
215,3,8:54.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),,51,50
216,3,8:54.0,Shooting foul by K. Garnett (drawn by I. Mahinmi),,51,50
217,3,8:54.0,I. Mahinmi makes free throw 1 of 1,,52,50
218,3,8:41.0,,A. Wiggins misses 2-pt jump shot from 17 ft,52,50
219,3,8:40.0,Defensive rebound by I. Mahinmi,,52,50
220,3,8:33.0,P. George misses 2-pt jump shot from 14 ft,,52,50
221,3,8:32.0,,Defensive rebound by T. Prince,52,50
222,3,8:23.0,,T. Prince misses 2-pt jump shot from 19 ft,52,50
223,3,8:22.0,Defensive rebound by M. Ellis,,52,50
224,3,8:18.0,Turnover by M. Ellis (lost ball; steal by K. Towns),,52,50
225,3,8:16.0,,A. Wiggins makes 2-pt layup at rim (assist by K. Towns),52,52
226,3,7:57.0,P. George misses 2-pt jump shot from 21 ft,,52,52
227,3,7:56.0,,Defensive rebound by K. Garnett,52,52
228,3,7:45.0,,Turnover by R. Rubio (bad pass; steal by I. Mahinmi),52,52
229,3,7:40.0,Turnover by M. Ellis (bad pass; steal by K. Garnett),,52,52
230,3,7:23.0,,K. Towns makes 2-pt layup from 1 ft (assist by K. Garnett),52,54
231,3,7:11.0,M. Ellis makes 2-pt jump shot from 17 ft,,54,54
232,3,6:56.0,,Shooting foul by G. Hill (drawn by R. Rubio),54,54
233,3,6:56.0,,R. Rubio makes free throw 1 of 2,54,55
234,3,6:56.0,,R. Rubio makes free throw 2 of 2,54,56
235,3,6:36.0,Turnover by G. Hill (lost ball),,54,56
236,3,6:36.0,,G. Dieng enters the game for K. Garnett,54,56
237,3,6:25.0,,R. Rubio makes 2-pt layup at rim,54,58
238,3,6:13.0,P. George misses 3-pt jump shot from 24 ft,,54,58
239,3,6:12.0,,Defensive rebound by K. Towns,54,58
240,3,5:53.0,,G. Dieng misses 2-pt jump shot from 19 ft,54,58
241,3,5:52.0,Defensive rebound by M. Ellis,,54,58
242,3,5:43.0,C. Miles misses 3-pt jump shot from 23 ft,,54,58
243,3,5:42.0,Offensive rebound by I. Mahinmi,,54,58
244,3,5:39.0,Turnover by I. Mahinmi (lost ball; steal by T. Prince),,54,58
245,3,5:33.0,,Personal foul by C. Miles (drawn by G. Dieng),54,58
246,3,5:33.0,L. Allen enters the game for C. Miles,,54,58
247,3,5:21.0,,A. Wiggins misses 2-pt layup at rim,54,58
248,3,5:20.0,,Offensive rebound by K. Towns,54,58
249,3,5:19.0,,K. Towns makes 2-pt layup from 1 ft,54,60
250,3,5:18.0,Indiana full timeout,,54,60
251,3,5:18.0,J. Hill enters the game for I. Mahinmi,,54,60
252,3,5:06.0,Shooting foul by K. Towns (drawn by J. Hill),,54,60
253,3,5:06.0,J. Hill makes free throw 1 of 2,,55,60
254,3,5:06.0,J. Hill makes free throw 2 of 2,,56,60
255,3,4:45.0,,A. Wiggins misses 2-pt jump shot from 22 ft,56,60
256,3,4:44.0,,Offensive rebound by T. Prince,56,60
257,3,4:43.0,,T. Prince makes 2-pt layup from 1 ft,56,62
258,3,4:29.0,Turnover by L. Allen (bad pass; steal by G. Dieng),,56,62
259,3,4:26.0,,Turnover by R. Rubio (bad pass; steal by G. Hill),56,62
260,3,4:13.0,J. Hill misses 2-pt jump shot from 16 ft,,56,62
261,3,4:11.0,Offensive rebound by L. Allen,,56,62
262,3,3:55.0,M. Ellis misses 3-pt jump shot from 24 ft,,56,62
263,3,3:54.0,Offensive rebound by Team,,56,62
264,3,3:51.0,P. George makes 3-pt jump shot from 22 ft (assist by M. Ellis),,59,62
265,3,3:30.0,,Turnover by G. Dieng (lost ball; steal by P. George),59,62
266,3,3:23.0,Turnover by P. George (bad pass; steal by A. Wiggins),,59,62
267,3,3:18.0,,Turnover by K. Towns (bad pass),59,62
268,3,3:18.0,,Z. LaVine enters the game for T. Prince,59,62
269,3,3:18.0,R. Stuckey enters the game for G. Hill,,59,62
270,3,3:04.0,L. Allen makes 2-pt dunk at rim (assist by P. George),,61,62
271,3,2:47.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by R. Rubio),61,64
272,3,2:30.0,Turnover by R. Stuckey (lost ball; steal by R. Rubio),,61,64
273,3,2:24.0,,Z. LaVine misses 3-pt jump shot from 24 ft,61,64
274,3,2:23.0,,Offensive rebound by G. Dieng,61,64
275,3,2:23.0,,G. Dieng misses 2-pt layup from 1 ft,61,64
276,3,2:22.0,,Offensive rebound by G. Dieng,61,64
277,3,2:22.0,,Shooting foul by L. Allen (drawn by G. Dieng),61,64
278,3,2:22.0,,G. Dieng makes free throw 1 of 2,61,65
279,3,2:22.0,,G. Dieng makes free throw 2 of 2,61,66
280,3,2:09.0,P. George misses 3-pt jump shot from 25 ft,,61,66
281,3,2:08.0,,Defensive rebound by G. Dieng,61,66
282,3,1:53.0,,Turnover by K. Towns (lost ball),61,66
283,3,1:31.0,M. Ellis misses 2-pt layup from 1 ft,,61,66
284,3,1:29.0,Offensive rebound by J. Hill,,61,66
285,3,1:29.0,J. Hill misses 2-pt layup at rim (block by K. Towns),,61,66
286,3,1:29.0,Offensive rebound by Team,,61,66
287,3,1:29.0,,A. Payne enters the game for K. Towns,61,66
288,3,1:15.0,Turnover by P. George (lost ball; steal by Z. LaVine),,61,66
289,3,1:10.0,,R. Rubio makes 2-pt layup at rim (assist by A. Wiggins),61,68
290,3,0:53.0,R. Stuckey misses 2-pt jump shot from 12 ft,,61,68
291,3,0:50.0,Offensive rebound by P. George,,61,68
292,3,0:44.0,M. Ellis makes 2-pt layup from 2 ft,,63,68
293,3,0:44.0,Shooting foul by A. Payne (drawn by M. Ellis),,63,68
294,3,0:44.0,,T. Jones enters the game for R. Rubio,63,68
295,3,0:44.0,C. Budinger enters the game for P. George,,63,68
296,3,0:44.0,M. Ellis makes free throw 1 of 1,,64,68
297,3,0:34.0,,Turnover by G. Dieng (bad pass; steal by C. Budinger),64,68
298,3,0:26.0,Shooting foul by T. Jones (drawn by M. Ellis),,64,68
299,3,0:26.0,M. Ellis makes free throw 1 of 2,,65,68
300,3,0:26.0,M. Ellis makes free throw 2 of 2,,66,68
301,3,0:04.0,,A. Wiggins misses 2-pt layup from 1 ft (block by L. Allen),66,68
302,3,0:03.0,,Offensive rebound by Team,66,68
303,3,0:02.0,,Turnover by Team (shot clock),66,68
304,3,0:01.0,C. Budinger misses 2-pt jump shot from 9 ft,,66,68
305,3,0:00.0,Offensive rebound by Team,,66,68
306,4,11:48.0,,Turnover by K. Towns (bad pass; steal by R. Stuckey),66,68
307,4,11:44.0,R. Stuckey makes 2-pt layup from 2 ft,,68,68
308,4,11:24.0,,K. Towns misses 3-pt jump shot from 24 ft,68,68
309,4,11:23.0,Defensive rebound by L. Allen,,68,68
310,4,11:06.0,Turnover by R. Stuckey (bad pass; steal by S. Muhammad),,68,68
311,4,11:04.0,,Shooting foul by C. Budinger (drawn by S. Muhammad),68,68
312,4,11:04.0,,S. Muhammad makes free throw 1 of 2,68,69
313,4,11:04.0,,S. Muhammad makes free throw 2 of 2,68,70
314,4,10:50.0,J. Hill makes 2-pt hook shot from 5 ft,,70,70
315,4,10:37.0,,Turnover by K. Towns (bad pass),70,70
316,4,10:20.0,G. Hill makes 3-pt jump shot from 24 ft (assist by J. Hill),,73,70
317,4,9:57.0,,Z. LaVine misses 2-pt jump shot from 20 ft,73,70
318,4,9:55.0,Defensive rebound by R. Stuckey,,73,70
319,4,9:51.0,G. Hill makes 2-pt layup at rim (assist by R. Stuckey),,75,70
320,4,9:50.0,,Minnesota full timeout,75,70
321,4,9:50.0,,G. Dieng enters the game for A. Payne,75,70
322,4,9:50.0,,R. Rubio enters the game for T. Jones,75,70
323,4,9:27.0,,Z. LaVine misses 2-pt jump shot from 19 ft,75,70
324,4,9:26.0,Defensive rebound by L. Allen,,75,70
325,4,9:24.0,C. Budinger makes 2-pt dunk at rim (assist by G. Hill),,77,70
326,4,9:09.0,,Z. LaVine makes 2-pt jump shot from 19 ft,77,72
327,4,8:48.0,G. Hill misses 3-pt jump shot from 23 ft,,77,72
328,4,8:47.0,,Defensive rebound by S. Muhammad,77,72
329,4,8:37.0,,Z. LaVine misses 3-pt jump shot from 25 ft,77,72
330,4,8:36.0,Defensive rebound by Team,,77,72
331,4,8:24.0,Personal foul by K. Towns (drawn by J. Hill),,77,72
332,4,8:13.0,C. Budinger makes 3-pt jump shot from 22 ft (assist by R. Stuckey),,80,72
333,4,7:57.0,,Offensive foul by G. Dieng (drawn by R. Stuckey),80,72
334,4,7:57.0,,Turnover by G. Dieng (offensive foul),80,72
335,4,7:57.0,,A. Wiggins enters the game for S. Muhammad,80,72
336,4,7:43.0,J. Hill misses 2-pt hook shot at rim,,80,72
337,4,7:42.0,,Defensive rebound by G. Dieng,80,72
338,4,7:32.0,,Shooting foul by J. Hill (drawn by Z. LaVine),80,72
339,4,7:32.0,,Z. LaVine makes free throw 1 of 2,80,73
340,4,7:32.0,,Z. LaVine makes free throw 2 of 2,80,74
341,4,7:20.0,C. Budinger makes 2-pt layup from 1 ft (assist by R. Stuckey),,82,74
342,4,7:06.0,,Turnover by R. Rubio (bad pass),82,74
343,4,6:50.0,L. Allen misses 2-pt jump shot from 7 ft,,82,74
344,4,6:48.0,Offensive rebound by Team,,82,74
345,4,6:45.0,Turnover by C. Budinger (bad pass; steal by R. Rubio),,82,74
346,4,6:40.0,,K. Towns makes 2-pt dunk at rim (assist by Z. LaVine),82,76
347,4,6:18.0,Turnover by J. Hill (offensive foul),,82,76
348,4,6:18.0,Offensive foul by J. Hill (drawn by G. Dieng),,82,76
349,4,6:18.0,M. Ellis enters the game for G. Hill,,82,76
350,4,6:07.0,,A. Wiggins makes 2-pt jump shot from 4 ft (assist by R. Rubio),82,78
351,4,6:07.0,,Shooting foul by J. Hill (drawn by A. Wiggins),82,78
352,4,6:07.0,,A. Wiggins makes free throw 1 of 1,82,79
353,4,5:45.0,M. Ellis makes 2-pt jump shot from 21 ft,,84,79
354,4,5:25.0,,K. Towns misses 3-pt jump shot from 23 ft,84,79
355,4,5:24.0,Defensive rebound by J. Hill,,84,79
356,4,5:16.0,Turnover by M. Ellis (lost ball; steal by R. Rubio),,84,79
357,4,5:16.0,,Minnesota full timeout,84,79
358,4,5:16.0,,Minnesota full timeout,84,79
359,4,5:16.0,I. Mahinmi enters the game for J. Hill,,84,79
360,4,5:16.0,P. George enters the game for C. Budinger,,84,79
361,4,5:02.0,,A. Wiggins misses 2-pt jump shot from 10 ft,84,79
362,4,5:01.0,,Offensive rebound by A. Wiggins,84,79
363,4,5:00.0,,A. Wiggins makes 2-pt dunk at rim,84,81
364,4,4:38.0,R. Stuckey misses 3-pt jump shot from 23 ft,,84,81
365,4,4:36.0,Offensive rebound by P. George,,84,81
366,4,4:30.0,P. George makes 2-pt layup from 1 ft (assist by L. Allen),,86,81
367,4,4:08.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Towns),86,84
368,4,3:44.0,P. George makes 3-pt jump shot from 22 ft (assist by R. Stuckey),,89,84
369,4,3:23.0,,A. Wiggins misses 2-pt jump shot from 4 ft (block by L. Allen),89,84
370,4,3:22.0,Defensive rebound by I. Mahinmi,,89,84
371,4,3:21.0,Turnover by P. George (lost ball),,89,84
372,4,3:16.0,,R. Rubio misses 3-pt jump shot from 24 ft,89,84
373,4,3:14.0,Defensive rebound by Team,,89,84
374,4,2:55.0,R. Stuckey makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),,92,84
375,4,2:37.0,,Z. LaVine misses 2-pt jump shot from 17 ft,92,84
376,4,2:36.0,Defensive rebound by R. Stuckey,,92,84
377,4,2:17.0,M. Ellis misses 2-pt jump shot from 14 ft,,92,84
378,4,2:16.0,,Defensive rebound by K. Towns,92,84
379,4,2:09.0,,A. Wiggins makes 2-pt layup from 1 ft,92,86
380,4,2:08.0,Indiana full timeout,,92,86
381,4,2:08.0,J. Hill enters the game for L. Allen,,92,86
382,4,1:48.0,P. George makes 3-pt jump shot from 25 ft,,95,86
383,4,1:37.0,,Turnover by Z. LaVine (lost ball; steal by M. Ellis),95,86
384,4,1:33.0,M. Ellis makes 2-pt layup from 1 ft,,97,86
385,4,1:24.0,,R. Rubio misses 3-pt jump shot from 24 ft,97,86
386,4,1:23.0,Defensive rebound by J. Hill,,97,86
