,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHICAGO_ACTION,HOUSTON_SCORE,CHICAGO_SCORE
392,4,10:54.0,,Defensive rebound by D. McDermott,75,86
393,4,10:35.0,,N. Mirotić misses 2-pt layup from 2 ft,75,86
394,4,10:35.0,,Offensive rebound by Team,75,86
395,4,10:32.0,,J. Butler misses 2-pt jump shot from 18 ft,75,86
396,4,10:31.0,Defensive rebound by D. Howard,,75,86
397,4,10:29.0,Turnover by D. Howard (bad pass),,75,86
398,4,10:20.0,,D. Rose makes 3-pt jump shot from 24 ft,75,89
399,4,10:08.0,Turnover by C. Brewer (bad pass),,75,89
400,4,9:59.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by J. Butler),75,92
401,4,9:58.0,Houston full timeout,,75,92
402,4,9:58.0,M. Harrell enters the game for D. Motiejūnas,,75,92
403,4,9:58.0,P. Beverley enters the game for J. Terry,,75,92
404,4,9:58.0,J. Harden enters the game for C. Brewer,,75,92
405,4,9:58.0,,E. Moore enters the game for D. Rose,75,92
406,4,9:43.0,D. Howard makes 2-pt hook shot from 8 ft (assist by J. Harden),,77,92
407,4,9:30.0,,Turnover by D. McDermott (traveling),77,92
408,4,9:13.0,D. Howard makes 2-pt layup from 2 ft,,79,92
409,4,8:47.0,,J. Butler misses 2-pt jump shot from 10 ft,79,92
410,4,8:45.0,Defensive rebound by T. Ariza,,79,92
411,4,8:23.0,Turnover by P. Beverley (bad pass),,79,92
412,4,8:04.0,,T. Gibson misses 2-pt layup from 1 ft,79,92
413,4,8:03.0,Defensive rebound by P. Beverley,,79,92
414,4,7:55.0,J. Harden makes 3-pt jump shot from 26 ft (assist by T. Ariza),,82,92
415,4,7:54.0,,Chicago full timeout,82,92
416,4,7:54.0,,M. Dunleavy enters the game for D. McDermott,82,92
417,4,7:42.0,,Personal foul by T. Ariza (drawn by J. Butler),82,92
418,4,7:32.0,,J. Butler makes 3-pt jump shot from 23 ft (assist by N. Mirotić),82,95
419,4,7:16.0,Turnover by J. Harden (bad pass; steal by T. Gibson),,82,95
420,4,6:58.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by M. Dunleavy),82,98
421,4,6:38.0,P. Beverley misses 3-pt jump shot from 24 ft,,82,98
422,4,6:36.0,,Defensive rebound by E. Moore,82,98
423,4,6:25.0,,Turnover by J. Butler (offensive foul),82,98
424,4,6:25.0,Offensive charge foul by J. Butler (drawn by P. Beverley),,82,98
425,4,6:25.0,C. Brewer enters the game for M. Harrell,,82,98
426,4,6:25.0,,P. Gasol enters the game for N. Mirotić,82,98
427,4,6:25.0,,D. McDermott enters the game for J. Butler,82,98
428,4,6:04.0,J. Harden misses 2-pt jump shot from 2 ft,,82,98
429,4,6:03.0,,Defensive rebound by M. Dunleavy,82,98
430,4,5:40.0,,P. Gasol misses 3-pt jump shot from 25 ft,82,98
431,4,5:40.0,,Offensive rebound by T. Gibson,82,98
432,4,5:40.0,,Turnover by Team (shot clock),82,98
433,4,5:22.0,T. Ariza misses 3-pt jump shot from 25 ft,,82,98
434,4,5:21.0,,Defensive rebound by D. McDermott,82,98
435,4,5:12.0,,D. McDermott misses 2-pt jump shot from 6 ft,82,98
436,4,5:10.0,,Offensive rebound by D. McDermott,82,98
437,4,5:10.0,,D. McDermott misses 2-pt layup from 1 ft,82,98
438,4,5:09.0,,Offensive rebound by T. Gibson,82,98
439,4,5:09.0,,T. Gibson makes 2-pt layup from 2 ft,82,100
440,4,4:53.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by P. Beverley),,85,100
441,4,4:34.0,,Turnover by P. Gasol (bad pass; steal by C. Brewer),85,100
442,4,4:30.0,C. Brewer makes 2-pt layup at rim (assist by J. Harden),,87,100
443,4,4:14.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by E. Moore),87,102
444,4,4:01.0,P. Beverley makes 2-pt layup from 1 ft (assist by J. Harden),,89,102
445,4,3:41.0,,D. McDermott misses 3-pt jump shot from 23 ft,89,102
446,4,3:40.0,Defensive rebound by J. Harden,,89,102
447,4,3:30.0,J. Harden makes 3-pt jump shot from 24 ft (assist by C. Brewer),,92,102
448,4,3:11.0,,D. McDermott misses 2-pt layup from 1 ft,92,102
449,4,3:10.0,Defensive rebound by D. Howard,,92,102
450,4,3:08.0,Personal foul by E. Moore (drawn by C. Brewer),,92,102
451,4,3:08.0,,J. Butler enters the game for D. McDermott,92,102
452,4,2:57.0,J. Harden misses 3-pt jump shot from 25 ft,,92,102
453,4,2:56.0,,Defensive rebound by M. Dunleavy,92,102
454,4,2:38.0,,Personal foul by D. Howard (drawn by P. Gasol),92,102
455,4,2:38.0,,Chicago full timeout,92,102
456,4,2:38.0,,P. Gasol makes free throw 1 of 2,92,103
457,4,2:38.0,,P. Gasol makes free throw 2 of 2,92,104
458,4,2:34.0,Personal foul by J. Butler (drawn by D. Howard),,92,104
459,4,2:34.0,,D. Rose enters the game for J. Butler,92,104
460,4,2:22.0,J. Harden makes 3-pt jump shot from 25 ft (assist by P. Beverley),,95,104
461,4,2:22.0,Shooting foul by E. Moore (drawn by J. Harden),,95,104
462,4,2:22.0,J. Harden makes free throw 1 of 1,,96,104
463,4,2:08.0,,Personal foul by C. Brewer (drawn by P. Gasol),96,104
464,4,1:52.0,,E. Moore misses 2-pt jump shot from 18 ft,96,104
465,4,1:51.0,Defensive rebound by C. Brewer,,96,104
466,4,1:49.0,Shooting foul by M. Dunleavy (drawn by C. Brewer),,96,104
467,4,1:49.0,C. Brewer misses free throw 1 of 2,,96,104
468,4,1:49.0,Offensive rebound by Team,,96,104
469,4,1:49.0,C. Brewer makes free throw 2 of 2,,97,104
470,4,1:27.0,,Turnover by P. Gasol (lost ball; steal by P. Beverley),97,104
471,4,1:17.0,J. Harden misses 3-pt jump shot from 26 ft,,97,104
472,4,1:16.0,,Defensive rebound by E. Moore,97,104
473,4,1:10.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,97,104
474,4,1:09.0,Defensive rebound by C. Brewer,,97,104
475,4,0:57.0,Turnover by J. Harden (bad pass),,97,104
476,4,0:44.0,,Chicago full timeout,97,104
477,4,0:44.0,,N. Mirotić enters the game for T. Gibson,97,104
478,4,0:44.0,,Chicago full timeout,97,104
479,4,0:42.0,,Turnover by M. Dunleavy (bad pass; steal by C. Brewer),97,104
480,4,0:35.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by T. Ariza),,100,104
481,4,0:33.0,,Personal foul by D. Howard (drawn by E. Moore),100,104
482,4,0:26.0,,Shooting foul by D. Howard (drawn by P. Gasol),100,104
483,4,0:26.0,,T. Gibson enters the game for N. Mirotić,100,104
484,4,0:26.0,C. Capela enters the game for D. Howard,,100,104
485,4,0:26.0,,P. Gasol makes free throw 1 of 2,100,105
486,4,0:26.0,,P. Gasol makes free throw 2 of 2,100,106
487,4,0:26.0,Houston full timeout,,100,106
488,4,0:26.0,J. Terry enters the game for P. Beverley,,100,106
489,4,0:22.0,J. Harden misses 3-pt jump shot from 23 ft,,100,106
490,4,0:20.0,,Defensive rebound by P. Gasol,100,106
491,4,0:20.0,,Personal take foul by C. Capela (drawn by P. Gasol),100,106
492,4,0:20.0,,P. Gasol makes free throw 1 of 2,100,107
493,4,0:20.0,,P. Gasol makes free throw 2 of 2,100,108
494,4,0:20.0,Houston full timeout,,100,108
495,4,0:20.0,Houston full timeout,,100,108
496,4,0:11.0,T. Ariza misses 3-pt jump shot from 26 ft,,100,108
497,4,0:10.0,Offensive rebound by J. Harden,,100,108
498,4,0:06.0,J. Harden misses 3-pt jump shot from 23 ft,,100,108
499,4,0:04.0,,Defensive rebound by D. Rose,100,108
