,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHILADELPHIA_ACTION,INDIANA_SCORE,PHILADELPHIA_SCORE
0,1,11:48.0,I. Mahinmi makes 2-pt dunk at rim (assist by P. George),,2,0
1,1,11:30.0,,Shooting foul by M. Ellis (drawn by C. Landry),2,0
2,1,11:30.0,,C. Landry makes free throw 1 of 2,2,1
3,1,11:30.0,,C. Landry makes free throw 2 of 2,2,2
4,1,11:13.0,I. Mahinmi misses 2-pt hook shot from 6 ft,,2,2
5,1,11:12.0,,Defensive rebound by Team,2,2
6,1,10:59.0,,J. Grant misses 2-pt jump shot from 5 ft,2,2
7,1,10:58.0,Defensive rebound by L. Allen,,2,2
8,1,10:51.0,Turnover by P. George (lost ball; steal by R. Covington),,2,2
9,1,10:31.0,,J. Grant misses 3-pt jump shot from 25 ft,2,2
10,1,10:30.0,Defensive rebound by P. George,,2,2
11,1,10:15.0,L. Allen makes 2-pt layup from 1 ft,,4,2
12,1,9:47.0,,I. Canaan misses 2-pt jump shot from 21 ft,4,2
13,1,9:46.0,Defensive rebound by P. George,,4,2
14,1,9:38.0,P. George misses 2-pt jump shot from 14 ft,,4,2
15,1,9:36.0,,Defensive rebound by J. Grant,4,2
16,1,9:26.0,,C. Landry makes 2-pt jump shot from 14 ft,4,4
17,1,9:16.0,L. Allen misses 2-pt jump shot from 10 ft,,4,4
18,1,9:14.0,,Defensive rebound by R. Covington,4,4
19,1,9:09.0,,J. Grant misses 2-pt layup from 2 ft,4,4
20,1,9:05.0,Defensive rebound by G. Hill,,4,4
21,1,9:00.0,Personal foul by J. Grant,,4,4
22,1,8:54.0,G. Hill misses 3-pt jump shot from 24 ft,,4,4
23,1,8:53.0,,Defensive rebound by I. Canaan,4,4
24,1,8:39.0,,C. Landry makes 2-pt jump shot from 15 ft (assist by I. Smith),4,6
25,1,8:29.0,Offensive foul by I. Mahinmi (drawn by J. Grant),,4,6
26,1,8:29.0,Turnover by I. Mahinmi (offensive foul),,4,6
27,1,8:16.0,,C. Landry makes 3-pt jump shot from 23 ft (assist by J. Grant),4,9
28,1,8:02.0,M. Ellis makes 2-pt jump shot from 17 ft,,6,9
29,1,7:51.0,,J. Grant makes 2-pt layup from 2 ft (assist by I. Smith),6,11
30,1,7:36.0,L. Allen misses 2-pt jump shot from 4 ft,,6,11
31,1,7:34.0,,Defensive rebound by I. Canaan,6,11
32,1,7:25.0,,C. Landry makes 3-pt jump shot from 25 ft (assist by I. Smith),6,14
33,1,7:10.0,Shooting block foul by J. Grant (drawn by P. George),,6,14
34,1,7:10.0,P. George makes free throw 1 of 2,,7,14
35,1,7:10.0,,E. Brand enters the game for J. Grant,7,14
36,1,7:10.0,,N. Stauskas enters the game for C. Landry,7,14
37,1,7:10.0,P. George makes free throw 2 of 2,,8,14
38,1,6:57.0,,R. Covington misses 3-pt jump shot from 24 ft,8,14
39,1,6:56.0,Defensive rebound by M. Ellis,,8,14
40,1,6:50.0,Turnover by M. Ellis (bad pass; steal by R. Covington),,8,14
41,1,6:34.0,,I. Smith misses 2-pt dunk at rim,8,14
42,1,6:31.0,Defensive rebound by I. Mahinmi,,8,14
43,1,6:26.0,P. George makes 2-pt jump shot from 5 ft,,10,14
44,1,6:10.0,,I. Canaan misses 3-pt jump shot from 23 ft,10,14
45,1,6:08.0,Defensive rebound by P. George,,10,14
46,1,5:52.0,Shooting foul by N. Stauskas (drawn by P. George),,10,14
47,1,5:52.0,,Philadelphia full timeout,10,14
48,1,5:52.0,S. Hill enters the game for L. Allen,,10,14
49,1,5:52.0,P. George makes free throw 1 of 2,,11,14
50,1,5:52.0,P. George makes free throw 2 of 2,,12,14
51,1,5:40.0,,Shooting foul by S. Hill (drawn by N. Stauskas),12,14
52,1,5:40.0,,N. Stauskas makes free throw 1 of 2,12,15
53,1,5:40.0,,N. Stauskas makes free throw 2 of 2,12,16
54,1,5:25.0,P. George misses 2-pt jump shot from 16 ft,,12,16
55,1,5:23.0,,Defensive rebound by E. Brand,12,16
56,1,5:07.0,,N. Stauskas makes 3-pt jump shot from 24 ft (assist by R. Covington),12,19
57,1,4:54.0,G. Hill makes 2-pt jump shot from 15 ft,,14,19
58,1,4:34.0,,I. Canaan makes 2-pt jump shot from 10 ft (assist by N. Stauskas),14,21
59,1,4:18.0,M. Ellis makes 2-pt jump shot from 15 ft,,16,21
60,1,3:54.0,,E. Brand misses 2-pt jump shot from 3 ft,16,21
61,1,3:52.0,,Offensive rebound by I. Smith,16,21
62,1,3:49.0,,N. Stauskas misses 3-pt jump shot from 26 ft,16,21
63,1,3:47.0,Defensive rebound by I. Mahinmi,,16,21
64,1,3:38.0,G. Hill misses 2-pt layup from 1 ft,,16,21
65,1,3:36.0,Offensive rebound by P. George,,16,21
66,1,3:36.0,P. George misses 2-pt layup from 2 ft,,16,21
