,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
0,1,11:37.0,,C. McCollum misses 2-pt jump shot from 17 ft,0,0
1,1,11:37.0,Defensive rebound by T. Parker,,0,0
2,1,11:27.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by T. Parker),,2,0
3,1,11:11.0,,A. Aminu makes 2-pt jump shot from 18 ft (assist by D. Lillard),2,2
4,1,10:53.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by T. Parker),,4,2
5,1,10:42.0,,D. Lillard misses 2-pt jump shot from 13 ft,4,2
6,1,10:41.0,,Offensive rebound by M. Plumlee,4,2
7,1,10:35.0,,Turnover by C. McCollum (bad pass),4,2
8,1,10:16.0,Shooting foul by A. Aminu (drawn by K. Leonard),,4,2
9,1,10:16.0,K. Leonard makes free throw 1 of 2,,5,2
10,1,10:16.0,K. Leonard makes free throw 2 of 2,,6,2
11,1,9:56.0,,C. McCollum makes 2-pt jump shot from 10 ft (assist by D. Lillard),6,4
12,1,9:40.0,L. Aldridge misses 2-pt jump shot from 19 ft,,6,4
13,1,9:39.0,,Defensive rebound by M. Plumlee,6,4
14,1,9:31.0,,D. Lillard misses 2-pt jump shot from 19 ft,6,4
15,1,9:30.0,Defensive rebound by T. Duncan,,6,4
16,1,9:26.0,Turnover by T. Duncan (bad pass; steal by M. Plumlee),,6,4
17,1,9:22.0,,C. McCollum misses 3-pt jump shot from 23 ft,6,4
18,1,9:21.0,Defensive rebound by T. Duncan,,6,4
19,1,9:10.0,T. Parker makes 2-pt jump shot from 5 ft (assist by T. Duncan),,8,4
20,1,8:43.0,,M. Leonard makes 3-pt jump shot from 23 ft (assist by A. Aminu),8,7
21,1,8:27.0,T. Parker misses 2-pt layup at rim,,8,7
22,1,8:26.0,,Defensive rebound by M. Plumlee,8,7
23,1,8:23.0,,Personal foul by T. Duncan (drawn by D. Lillard),8,7
24,1,8:10.0,,C. McCollum makes 2-pt jump shot from 5 ft (assist by M. Plumlee),8,9
25,1,7:57.0,L. Aldridge misses 2-pt jump shot from 19 ft,,8,9
26,1,7:56.0,,Defensive rebound by D. Lillard,8,9
27,1,7:47.0,,M. Plumlee makes 2-pt jump shot from 13 ft (assist by D. Lillard),8,11
28,1,7:26.0,L. Aldridge makes 2-pt jump shot from 4 ft,,10,11
29,1,7:06.0,,C. McCollum makes 2-pt layup from 1 ft (assist by A. Aminu),10,13
30,1,6:45.0,K. Leonard misses 2-pt jump shot from 12 ft,,10,13
31,1,6:44.0,,Defensive rebound by M. Leonard,10,13
32,1,6:37.0,,D. Lillard makes 3-pt jump shot from 23 ft,10,16
33,1,6:37.0,San Antonio full timeout,,10,16
34,1,6:16.0,K. Leonard misses 3-pt jump shot from 25 ft,,10,16
35,1,6:15.0,,Defensive rebound by D. Lillard,10,16
36,1,5:54.0,,C. McCollum makes 2-pt jump shot from 18 ft (assist by M. Plumlee),10,18
37,1,5:33.0,T. Duncan makes 2-pt jump shot from 21 ft (assist by T. Parker),,12,18
38,1,5:19.0,,M. Plumlee misses 2-pt layup from 1 ft (block by T. Duncan),12,18
39,1,5:18.0,Defensive rebound by T. Duncan,,12,18
40,1,5:08.0,K. Leonard makes 2-pt layup at rim (assist by T. Duncan),,14,18
41,1,4:52.0,,A. Aminu misses 3-pt jump shot from 23 ft,14,18
42,1,4:52.0,Defensive rebound by L. Aldridge,,14,18
43,1,4:38.0,T. Duncan misses 2-pt jump shot from 16 ft,,14,18
44,1,4:37.0,,Defensive rebound by Team,14,18
45,1,4:37.0,M. Ginóbili enters the game for T. Duncan,,14,18
46,1,4:37.0,B. Diaw enters the game for D. Green,,14,18
47,1,4:37.0,P. Mills enters the game for T. Parker,,14,18
48,1,4:25.0,,D. Lillard makes 2-pt layup at rim,14,20
49,1,4:25.0,,Shooting foul by B. Diaw (drawn by D. Lillard),14,20
50,1,4:25.0,,E. Davis enters the game for C. McCollum,14,20
51,1,4:25.0,,A. Crabbe enters the game for M. Plumlee,14,20
52,1,4:25.0,,M. Harkless enters the game for A. Aminu,14,20
53,1,4:25.0,,D. Lillard misses free throw 1 of 1,14,20
54,1,4:24.0,Defensive rebound by K. Leonard,,14,20
55,1,4:02.0,L. Aldridge misses 3-pt jump shot from 23 ft,,14,20
56,1,4:01.0,,Defensive rebound by D. Lillard,14,20
57,1,3:49.0,,A. Crabbe misses 3-pt jump shot from 24 ft,14,20
58,1,3:48.0,Defensive rebound by L. Aldridge,,14,20
59,1,3:36.0,B. Diaw misses 2-pt hook shot from 4 ft,,14,20
60,1,3:34.0,Offensive rebound by L. Aldridge,,14,20
61,1,3:34.0,L. Aldridge makes 2-pt layup at rim,,16,20
62,1,3:17.0,,D. Lillard misses 2-pt layup from 2 ft,16,20
63,1,3:17.0,Defensive rebound by P. Mills,,16,20
64,1,3:11.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),,19,20
65,1,2:56.0,,Turnover by D. Lillard (bad pass),19,20
66,1,2:56.0,,Portland full timeout,19,20
67,1,2:44.0,M. Ginóbili makes 2-pt jump shot from 18 ft,,21,20
68,1,2:19.0,,Turnover by E. Davis (3 sec),21,20
69,1,2:19.0,R. Butler enters the game for K. Leonard,,21,20
70,1,2:05.0,L. Aldridge misses 2-pt layup at rim,,21,20
71,1,2:05.0,,Defensive rebound by E. Davis,21,20
72,1,1:51.0,,M. Leonard makes 2-pt jump shot from 14 ft (assist by E. Davis),21,22
73,1,1:35.0,P. Mills makes 2-pt jump shot from 19 ft (assist by B. Diaw),,23,22
74,1,1:17.0,,E. Davis makes 2-pt dunk at rim (assist by D. Lillard),23,24
75,1,1:00.0,B. Diaw makes 2-pt layup from 1 ft,,25,24
76,1,0:49.0,,M. Leonard misses 2-pt jump shot from 15 ft,25,24
77,1,0:48.0,Defensive rebound by L. Aldridge,,25,24
78,1,0:40.0,L. Aldridge misses 2-pt jump shot from 3 ft,,25,24
79,1,0:39.0,Offensive rebound by M. Ginóbili,,25,24
80,1,0:39.0,M. Ginóbili misses 2-pt layup from 1 ft,,25,24
81,1,0:38.0,Offensive rebound by L. Aldridge,,25,24
82,1,0:37.0,Turnover by L. Aldridge (lost ball; steal by D. Lillard),,25,24
83,1,0:32.0,,D. Lillard misses 2-pt layup from 1 ft,25,24
84,1,0:32.0,Defensive rebound by R. Butler,,25,24
85,1,0:22.0,R. Butler makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,28,24
86,1,0:00.0,,D. Lillard misses 2-pt jump shot from 8 ft,28,24
87,1,0:00.0,,Offensive rebound by Team,28,24
88,2,11:46.0,B. Diaw makes 2-pt hook shot from 5 ft,,30,24
89,2,11:34.0,Offensive charge foul by A. Crabbe (drawn by P. Mills),,30,24
90,2,11:34.0,,Turnover by A. Crabbe (offensive foul),30,24
91,2,11:13.0,Turnover by B. Diaw (lost ball; steal by A. Crabbe),,30,24
92,2,11:07.0,,N. Vonleh makes 2-pt dunk at rim (assist by A. Crabbe),30,26
93,2,10:47.0,M. Ginóbili makes 2-pt jump shot from 15 ft,,32,26
94,2,10:22.0,,A. Crabbe misses 2-pt jump shot from 20 ft,32,26
95,2,10:21.0,Defensive rebound by R. Butler,,32,26
96,2,10:13.0,D. West misses 2-pt jump shot from 19 ft,,32,26
97,2,10:13.0,,Defensive rebound by N. Vonleh,32,26
98,2,9:56.0,,C. McCollum misses 3-pt jump shot from 26 ft,32,26
99,2,9:54.0,,Offensive rebound by E. Davis,32,26
100,2,9:52.0,,E. Davis makes 2-pt layup from 2 ft,32,28
101,2,9:37.0,M. Ginóbili misses 2-pt jump shot from 2 ft,,32,28
102,2,9:36.0,,Defensive rebound by E. Davis,32,28
103,2,9:26.0,,C. McCollum misses 2-pt jump shot from 12 ft,32,28
104,2,9:26.0,,Offensive rebound by Team,32,28
105,2,9:26.0,Loose ball foul by D. West (drawn by E. Davis),,32,28
106,2,9:26.0,D. Green enters the game for M. Ginóbili,,32,28
107,2,9:26.0,,G. Henderson enters the game for A. Crabbe,32,28
108,2,9:18.0,,M. Harkless misses 3-pt jump shot from 23 ft,32,28
109,2,9:18.0,,Offensive rebound by Team,32,28
110,2,9:08.0,,G. Henderson misses 2-pt jump shot from 15 ft,32,28
111,2,9:07.0,Defensive rebound by B. Diaw,,32,28
112,2,8:55.0,D. West makes 2-pt jump shot from 19 ft (assist by R. Butler),,34,28
113,2,8:31.0,,C. McCollum misses 2-pt jump shot from 7 ft,34,28
114,2,8:30.0,Defensive rebound by R. Butler,,34,28
115,2,8:18.0,D. West misses 2-pt jump shot from 3 ft (block by E. Davis),,34,28
116,2,8:16.0,Offensive rebound by B. Diaw,,34,28
117,2,8:06.0,D. Green makes 2-pt layup from 1 ft (assist by R. Butler),,36,28
118,2,8:06.0,,Portland full timeout,36,28
119,2,8:06.0,T. Duncan enters the game for B. Diaw,,36,28
120,2,8:06.0,,A. Aminu enters the game for M. Harkless,36,28
121,2,8:06.0,T. Parker enters the game for P. Mills,,36,28
122,2,8:06.0,K. Leonard enters the game for R. Butler,,36,28
123,2,7:52.0,,C. McCollum makes 2-pt jump shot from 14 ft,36,30
124,2,7:31.0,Turnover by D. West (bad pass),,36,30
