,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW YORK_ACTION,DENVER_SCORE,NEW YORK_SCORE
380,4,6:20.0,,Loose ball foul by R. Lopez (drawn by J. Lauvergne),86,88
381,4,6:20.0,E. Mudiay enters the game for R. Foye,,86,88
382,4,6:08.0,E. Mudiay makes 2-pt jump shot from 19 ft,,88,88
383,4,5:44.0,,C. Anthony misses 2-pt jump shot from 16 ft,88,88
384,4,5:42.0,Defensive rebound by W. Barton,,88,88
385,4,5:23.0,E. Mudiay makes 3-pt jump shot from 24 ft,,91,88
386,4,5:23.0,,New York full timeout,91,88
387,4,5:23.0,,J. Calderón enters the game for R. Lopez,91,88
388,4,5:23.0,,S. Vujačić enters the game for L. Galloway,91,88
389,4,5:06.0,,Personal foul by W. Barton (drawn by C. Anthony),91,88
390,4,5:06.0,,C. Anthony makes free throw 1 of 2,91,89
391,4,5:06.0,,C. Anthony makes free throw 2 of 2,91,90
392,4,4:51.0,E. Mudiay makes 2-pt layup from 1 ft,,93,90
393,4,4:32.0,,K. Porziņģis misses 2-pt hook shot from 6 ft,93,90
394,4,4:30.0,Defensive rebound by E. Mudiay,,93,90
395,4,4:15.0,E. Mudiay misses 2-pt jump shot from 10 ft,,93,90
396,4,4:13.0,,Defensive rebound by J. Calderón,93,90
397,4,4:09.0,,C. Anthony misses 3-pt jump shot from 25 ft,93,90
398,4,4:07.0,Defensive rebound by Team,,93,90
399,4,3:52.0,D. Gallinari makes 2-pt jump shot from 17 ft,,95,90
400,4,3:35.0,,S. Vujačić misses 3-pt jump shot from 24 ft,95,90
401,4,3:33.0,Defensive rebound by J. Lauvergne,,95,90
402,4,3:16.0,G. Harris misses 3-pt jump shot from 25 ft,,95,90
403,4,3:13.0,,Defensive rebound by A. Afflalo,95,90
404,4,3:08.0,,J. Calderón misses 3-pt jump shot from 24 ft,95,90
405,4,3:06.0,Defensive rebound by W. Barton,,95,90
406,4,2:43.0,E. Mudiay makes 2-pt layup from 2 ft,,97,90
407,4,2:42.0,,New York full timeout,97,90
408,4,2:42.0,,L. Galloway enters the game for S. Vujačić,97,90
409,4,2:22.0,,C. Anthony misses 2-pt jump shot from 4 ft (block by J. Lauvergne),97,90
410,4,2:21.0,,Offensive rebound by K. Porziņģis,97,90
411,4,2:18.0,,C. Anthony makes 2-pt layup from 1 ft (assist by K. Porziņģis),97,92
412,4,1:54.0,W. Barton misses 2-pt jump shot from 5 ft,,97,92
413,4,1:52.0,Offensive rebound by J. Lauvergne,,97,92
414,4,1:49.0,Turnover by J. Lauvergne (lost ball),,97,92
415,4,1:38.0,,L. Galloway misses 3-pt jump shot from 24 ft,97,92
416,4,1:36.0,Defensive rebound by W. Barton,,97,92
417,4,1:21.0,Personal foul by A. Afflalo (drawn by J. Lauvergne),,97,92
418,4,1:12.0,D. Gallinari misses 3-pt jump shot from 23 ft,,97,92
419,4,1:10.0,Offensive rebound by Team,,97,92
420,4,1:10.0,Denver full timeout,,97,92
421,4,0:51.0,E. Mudiay misses 2-pt jump shot from 17 ft,,97,92
422,4,0:49.0,,Defensive rebound by J. Calderón,97,92
423,4,0:43.0,,K. Porziņģis makes 2-pt layup at rim (assist by C. Anthony),97,94
424,4,0:21.0,D. Gallinari misses 2-pt jump shot from 17 ft,,97,94
425,4,0:19.0,,Defensive rebound by K. Porziņģis,97,94
426,4,0:12.0,,C. Anthony misses 3-pt jump shot from 25 ft,97,94
427,4,0:10.0,Defensive rebound by W. Barton,,97,94
428,4,0:08.0,Personal take foul by J. Calderón (drawn by W. Barton),,97,94
429,4,0:08.0,W. Barton makes free throw 1 of 2,,98,94
430,4,0:08.0,W. Barton makes free throw 2 of 2,,99,94
431,4,0:08.0,,New York full timeout,99,94
432,4,0:05.0,,C. Anthony makes 2-pt layup from 1 ft,99,96
433,4,0:04.0,Personal take foul by J. Calderón (drawn by W. Barton),,99,96
434,4,0:04.0,W. Barton makes free throw 1 of 2,,100,96
435,4,0:04.0,W. Barton makes free throw 2 of 2,,101,96
436,4,0:04.0,,New York full timeout,101,96
437,4,0:00.0,,Turnover by K. Porziņģis (lost ball),101,96
