,QUARTER,TIME_REMAINING,BOSTON_ACTION,BROOKLYN_ACTION,BOSTON_SCORE,BROOKLYN_SCORE
81,1,1:45.0,J. Crowder misses 3-pt jump shot from 23 ft,,30,22
82,1,1:43.0,,Defensive rebound by T. Young,30,22
83,1,1:37.0,,W. Ellington misses 3-pt jump shot from 24 ft,30,22
84,1,1:36.0,Defensive rebound by A. Johnson,,30,22
85,1,1:28.0,J. Sullinger makes 2-pt layup from 2 ft (assist by A. Johnson),,32,22
86,1,1:08.0,Offensive charge foul by W. Ellington (drawn by J. Crowder),,32,22
87,1,1:08.0,,Turnover by W. Ellington (offensive foul),32,22
88,1,1:08.0,,W. Reed enters the game for B. Lopez,32,22
89,1,1:08.0,E. Turner enters the game for J. Crowder,,32,22
90,1,0:52.0,J. Sullinger misses 2-pt hook shot from 8 ft,,32,22
91,1,0:51.0,Offensive rebound by Team,,32,22
92,1,0:50.0,,B. Lopez enters the game for T. Young,32,22
93,1,0:50.0,T. Zeller enters the game for A. Johnson,,32,22
94,1,0:47.0,J. Sullinger makes 2-pt jump shot from 17 ft (assist by M. Smart),,34,22
95,1,0:35.0,,B. Lopez misses 2-pt jump shot from 8 ft,34,22
96,1,0:33.0,Defensive rebound by J. Young,,34,22
97,1,0:27.0,J. Sullinger makes 3-pt jump shot from 25 ft (assist by M. Smart),,37,22
98,1,0:06.0,,W. Ellington misses 3-pt jump shot from 24 ft,37,22
99,1,0:05.0,Defensive rebound by J. Sullinger,,37,22
100,1,0:01.0,J. Young misses 3-pt jump shot from 54 ft,,37,22
101,1,0:00.0,Offensive rebound by Team,,37,22
102,2,11:47.0,Offensive foul by J. Young (drawn by W. Reed),,37,22
103,2,11:47.0,Turnover by J. Young (offensive foul),,37,22
104,2,11:28.0,,B. Bogdanović makes 2-pt jump shot from 18 ft,37,24
105,2,11:01.0,T. Zeller misses 2-pt hook shot from 9 ft,,37,24
106,2,11:00.0,,Defensive rebound by W. Reed,37,24
107,2,10:45.0,,B. Bogdanović misses 2-pt layup from 1 ft,37,24
108,2,10:44.0,Defensive rebound by J. Sullinger,,37,24
109,2,10:36.0,M. Smart misses 3-pt jump shot from 25 ft,,37,24
110,2,10:35.0,,Defensive rebound by W. Reed,37,24
111,2,10:22.0,,A. Bargnani misses 2-pt jump shot from 19 ft,37,24
112,2,10:20.0,Defensive rebound by J. Sullinger,,37,24
113,2,10:08.0,J. Young misses 3-pt jump shot from 23 ft,,37,24
114,2,10:07.0,,Defensive rebound by D. Sloan,37,24
115,2,10:03.0,,Personal foul by M. Smart (drawn by D. Sloan),37,24
116,2,9:54.0,,W. Ellington misses 3-pt jump shot from 23 ft,37,24
117,2,9:53.0,Defensive rebound by E. Turner,,37,24
118,2,9:39.0,J. Sullinger misses 2-pt jump shot from 10 ft,,37,24
119,2,9:38.0,,Defensive rebound by W. Ellington,37,24
120,2,9:27.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by E. Turner),37,24
121,2,9:26.0,,Offensive rebound by Team,37,24
122,2,9:12.0,,W. Ellington misses 3-pt jump shot from 29 ft,37,24
123,2,9:11.0,Defensive rebound by J. Sullinger,,37,24
124,2,9:01.0,E. Turner makes 2-pt jump shot from 6 ft,,39,24
125,2,9:01.0,,Brooklyn full timeout,39,24
126,2,9:01.0,K. Olynyk enters the game for J. Sullinger,,39,24
127,2,8:38.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,39,24
128,2,8:37.0,Defensive rebound by E. Turner,,39,24
129,2,8:18.0,E. Turner misses 2-pt jump shot from 4 ft (block by W. Reed),,39,24
130,2,8:17.0,Offensive rebound by E. Turner,,39,24
131,2,8:14.0,E. Turner misses 2-pt jump shot from 13 ft,,39,24
132,2,8:13.0,,Defensive rebound by W. Ellington,39,24
133,2,8:04.0,,D. Sloan misses 2-pt layup from 2 ft,39,24
134,2,8:03.0,Defensive rebound by T. Zeller,,39,24
135,2,7:52.0,T. Zeller makes 2-pt hook shot from 7 ft (assist by E. Turner),,41,24
136,2,7:35.0,,Personal foul by E. Turner (drawn by W. Reed),41,24
137,2,7:35.0,,B. Lopez enters the game for W. Reed,41,24
138,2,7:35.0,,J. Johnson enters the game for A. Bargnani,41,24
139,2,7:35.0,,S. Larkin enters the game for D. Sloan,41,24
140,2,7:35.0,,T. Young enters the game for B. Bogdanović,41,24
141,2,7:28.0,,Turnover by S. Larkin (bad pass; steal by J. Young),41,24
142,2,7:19.0,T. Zeller makes 2-pt layup from 1 ft (assist by M. Smart),,43,24
143,2,6:51.0,,J. Johnson makes 2-pt jump shot from 4 ft,43,26
144,2,6:36.0,M. Smart makes 2-pt jump shot from 17 ft,,45,26
145,2,6:16.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by W. Ellington),45,28
146,2,6:00.0,T. Zeller misses 2-pt jump shot from 5 ft,,45,28
147,2,5:59.0,Offensive rebound by J. Young,,45,28
148,2,5:47.0,K. Olynyk misses 3-pt jump shot from 24 ft,,45,28
149,2,5:46.0,,Defensive rebound by B. Lopez,45,28
150,2,5:36.0,,J. Johnson makes 2-pt jump shot from 8 ft,45,30
151,2,5:36.0,Boston full timeout,,45,30
152,2,5:36.0,I. Thomas enters the game for M. Smart,,45,30
153,2,5:36.0,J. Crowder enters the game for J. Young,,45,30
154,2,5:36.0,,B. Bogdanović enters the game for W. Ellington,45,30
155,2,5:25.0,T. Zeller misses 2-pt dunk at rim (block by B. Lopez),,45,30
156,2,5:24.0,,Defensive rebound by J. Johnson,45,30
157,2,5:16.0,,J. Johnson misses 3-pt jump shot from 24 ft,45,30
158,2,5:14.0,,Offensive rebound by J. Johnson,45,30
159,2,5:11.0,,T. Young misses 3-pt jump shot from 23 ft,45,30
160,2,5:09.0,,Offensive rebound by B. Bogdanović,45,30
161,2,5:08.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,45,30
162,2,5:07.0,,Offensive rebound by B. Bogdanović,45,30
163,2,5:06.0,,B. Bogdanović makes 2-pt jump shot from 6 ft,45,32
164,2,5:06.0,,Shooting foul by T. Zeller (drawn by B. Bogdanović),45,32
165,2,5:06.0,A. Johnson enters the game for T. Zeller,,45,32
166,2,5:06.0,,B. Bogdanović makes free throw 1 of 1,45,33
167,2,4:56.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,48,33
168,2,4:39.0,,S. Larkin makes 2-pt jump shot from 7 ft,48,35
169,2,4:22.0,K. Olynyk misses 3-pt jump shot from 25 ft,,48,35
170,2,4:18.0,,Defensive rebound by B. Lopez,48,35
171,2,4:01.0,,T. Young misses 2-pt hook shot from 7 ft,48,35
172,2,4:00.0,Defensive rebound by E. Turner,,48,35
173,2,3:50.0,K. Olynyk misses 2-pt jump shot from 17 ft,,48,35
174,2,3:48.0,,Defensive rebound by T. Young,48,35
175,2,3:43.0,,B. Lopez misses 2-pt layup from 3 ft (block by K. Olynyk),48,35
176,2,3:41.0,Defensive rebound by E. Turner,,48,35
177,2,3:33.0,K. Olynyk makes 2-pt jump shot from 7 ft,,50,35
178,2,3:08.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,50,35
179,2,3:05.0,,Offensive rebound by T. Young,50,35
180,2,3:04.0,,T. Young misses 2-pt jump shot from 4 ft (block by A. Johnson),50,35
181,2,3:03.0,,Offensive rebound by T. Young,50,35
182,2,3:02.0,,T. Young misses 2-pt jump shot from 6 ft (block by A. Johnson),50,35
183,2,2:59.0,,Offensive rebound by B. Bogdanović,50,35
184,2,2:51.0,,T. Young makes 2-pt hook shot from 7 ft (assist by B. Bogdanović),50,37
185,2,2:32.0,J. Crowder misses 3-pt jump shot from 24 ft,,50,37
186,2,2:30.0,,Defensive rebound by B. Lopez,50,37
187,2,2:18.0,,Turnover by T. Young (lost ball; steal by J. Crowder),50,37
188,2,2:13.0,Official timeout,,50,37
189,2,2:13.0,M. Smart enters the game for E. Turner,,50,37
190,2,1:58.0,K. Olynyk makes 2-pt layup from 2 ft,,52,37
191,2,1:39.0,,S. Larkin misses 3-pt jump shot from 24 ft,52,37
192,2,1:38.0,Defensive rebound by J. Crowder,,52,37
193,2,1:31.0,A. Johnson makes 2-pt layup from 1 ft (assist by I. Thomas),,54,37
194,2,1:06.0,,Shooting foul by J. Crowder (drawn by B. Bogdanović),54,37
195,2,1:06.0,,B. Bogdanović makes free throw 1 of 2,54,38
196,2,1:06.0,,B. Bogdanović makes free throw 2 of 2,54,39
197,2,0:54.0,A. Johnson makes 2-pt dunk at rim (assist by K. Olynyk),,56,39
198,2,0:33.0,,Personal foul by J. Crowder (drawn by J. Johnson),56,39
199,2,0:33.0,,J. Johnson makes free throw 1 of 2,56,40
200,2,0:33.0,,W. Reed enters the game for B. Lopez,56,40
201,2,0:33.0,E. Turner enters the game for J. Crowder,,56,40
202,2,0:33.0,,J. Johnson misses free throw 2 of 2,56,40
203,2,0:32.0,Defensive rebound by K. Olynyk,,56,40
204,2,0:19.0,I. Thomas misses 3-pt jump shot from 24 ft,,56,40
205,2,0:17.0,,Defensive rebound by B. Bogdanović,56,40
206,2,0:08.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),56,42
207,2,0:08.0,Boston full timeout,,56,42
208,2,0:08.0,,W. Ellington enters the game for J. Johnson,56,42
209,2,0:08.0,J. Crowder enters the game for A. Johnson,,56,42
210,2,0:02.0,Turnover by E. Turner (dbl dribble),,56,42
211,2,0:02.0,,Brooklyn full timeout,56,42
212,2,0:02.0,J. Sullinger enters the game for J. Crowder,,56,42
213,2,0:02.0,J. Young enters the game for K. Olynyk,,56,42
214,2,0:02.0,A. Johnson enters the game for I. Thomas,,56,42
215,2,0:02.0,,J. Johnson enters the game for S. Larkin,56,42
216,2,0:02.0,,A. Bargnani enters the game for W. Reed,56,42
217,2,0:00.0,,T. Young misses 3-pt jump shot from 25 ft,56,42
218,2,0:00.0,,Offensive rebound by Team,56,42
219,3,11:42.0,E. Turner misses 2-pt layup from 1 ft,,56,42
220,3,11:41.0,,Defensive rebound by B. Bogdanović,56,42
221,3,11:25.0,,B. Lopez makes 2-pt layup from 1 ft,56,44
222,3,11:05.0,I. Thomas misses 2-pt jump shot at rim,,56,44
223,3,11:04.0,Offensive rebound by I. Thomas,,56,44
224,3,11:03.0,I. Thomas misses 2-pt layup from 1 ft,,56,44
225,3,11:02.0,,Defensive rebound by B. Bogdanović,56,44
226,3,10:58.0,,Turnover by B. Bogdanović (lost ball; steal by J. Crowder),56,44
227,3,10:46.0,E. Turner misses 2-pt layup from 2 ft,,56,44
228,3,10:44.0,,Defensive rebound by S. Larkin,56,44
229,3,10:38.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,56,44
230,3,10:37.0,Defensive rebound by J. Crowder,,56,44
231,3,10:24.0,Turnover by K. Olynyk (lost ball; steal by T. Young),,56,44
232,3,10:24.0,,Personal foul by K. Olynyk (drawn by S. Larkin),56,44
233,3,10:04.0,,T. Young makes 2-pt jump shot from 19 ft,56,46
234,3,9:38.0,I. Thomas makes 2-pt layup from 3 ft,,58,46
235,3,9:16.0,,Shooting foul by A. Johnson (drawn by B. Lopez),58,46
236,3,9:16.0,,B. Lopez makes free throw 1 of 2,58,47
237,3,9:16.0,,B. Lopez makes free throw 2 of 2,58,48
238,3,9:04.0,A. Johnson makes 2-pt hook shot from 6 ft (assist by I. Thomas),,60,48
239,3,8:48.0,,T. Young misses 2-pt jump shot from 17 ft,60,48
240,3,8:47.0,,Offensive rebound by J. Johnson,60,48
241,3,8:41.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,60,48
242,3,8:40.0,Defensive rebound by I. Thomas,,60,48
243,3,8:24.0,A. Johnson makes 2-pt layup from 2 ft (assist by E. Turner),,62,48
244,3,7:59.0,,B. Lopez misses 2-pt jump shot from 5 ft,62,48
245,3,7:58.0,Defensive rebound by K. Olynyk,,62,48
246,3,7:50.0,E. Turner makes 2-pt jump shot from 9 ft (assist by I. Thomas),,64,48
247,3,7:46.0,,Brooklyn full timeout,64,48
248,3,7:46.0,,W. Ellington enters the game for B. Bogdanović,64,48
249,3,7:29.0,,Personal foul by A. Johnson (drawn by B. Lopez),64,48
250,3,7:17.0,,S. Larkin misses 2-pt jump shot from 15 ft,64,48
251,3,7:15.0,,Offensive rebound by T. Young,64,48
252,3,7:03.0,,B. Lopez makes 2-pt layup from 2 ft (assist by T. Young),64,50
253,3,7:03.0,,Shooting foul by A. Johnson (drawn by B. Lopez),64,50
254,3,7:03.0,,B. Lopez makes free throw 1 of 1,64,51
255,3,6:42.0,K. Olynyk misses 2-pt jump shot from 17 ft,,64,51
256,3,6:41.0,,Defensive rebound by T. Young,64,51
257,3,6:25.0,,T. Young makes 2-pt layup from 1 ft (assist by B. Lopez),64,53
258,3,6:11.0,I. Thomas makes 2-pt layup from 2 ft,,66,53
259,3,6:00.0,,B. Lopez makes 2-pt dunk at rim (assist by T. Young),66,55
260,3,5:40.0,A. Johnson makes 2-pt hook shot from 6 ft,,68,55
261,3,5:29.0,,Def 3 sec tech foul by J. Crowder,68,55
262,3,5:29.0,J. Sullinger enters the game for A. Johnson,,68,55
263,3,5:29.0,,W. Ellington makes technical free throw,68,56
264,3,5:16.0,,J. Johnson misses 3-pt jump shot from 28 ft,68,56
265,3,5:15.0,Defensive rebound by E. Turner,,68,56
266,3,5:08.0,E. Turner makes 2-pt jump shot from 15 ft,,70,56
267,3,4:49.0,,S. Larkin misses 3-pt jump shot from 25 ft,70,56
268,3,4:48.0,Defensive rebound by J. Sullinger,,70,56
269,3,4:43.0,I. Thomas makes 2-pt layup from 2 ft,,72,56
270,3,4:31.0,,Personal foul by J. Sullinger (drawn by B. Lopez),72,56
271,3,4:31.0,,B. Lopez makes free throw 1 of 2,72,57
272,3,4:31.0,,D. Sloan enters the game for S. Larkin,72,57
273,3,4:31.0,,B. Lopez makes free throw 2 of 2,72,58
274,3,4:11.0,Turnover by E. Turner (bad pass; steal by W. Ellington),,72,58
275,3,4:02.0,,T. Young misses 2-pt hook shot from 9 ft,72,58
276,3,4:01.0,Defensive rebound by J. Sullinger,,72,58
277,3,3:55.0,I. Thomas misses 3-pt jump shot from 24 ft,,72,58
278,3,3:53.0,Offensive rebound by K. Olynyk,,72,58
279,3,3:52.0,K. Olynyk misses 2-pt layup from 1 ft,,72,58
280,3,3:51.0,,Defensive rebound by T. Young,72,58
281,3,3:47.0,,Personal foul by J. Sullinger (drawn by T. Young),72,58
282,3,3:47.0,,T. Young makes free throw 1 of 2,72,59
283,3,3:47.0,,W. Reed enters the game for B. Lopez,72,59
284,3,3:47.0,M. Smart enters the game for E. Turner,,72,59
285,3,3:47.0,,T. Young misses free throw 2 of 2,72,59
286,3,3:46.0,Defensive rebound by K. Olynyk,,72,59
287,3,3:30.0,J. Crowder misses 2-pt jump shot from 18 ft,,72,59
288,3,3:29.0,,Defensive rebound by Team,72,59
289,3,3:16.0,,W. Ellington misses 3-pt jump shot from 23 ft,72,59
290,3,3:15.0,Defensive rebound by J. Crowder,,72,59
291,3,3:08.0,K. Olynyk makes 2-pt layup from 1 ft,,74,59
292,3,3:08.0,Shooting foul by W. Reed (drawn by K. Olynyk),,74,59
293,3,3:08.0,J. Young enters the game for I. Thomas,,74,59
294,3,3:08.0,K. Olynyk misses free throw 1 of 1,,74,59
295,3,3:07.0,,Defensive rebound by T. Young,74,59
296,3,2:45.0,,T. Young makes 3-pt jump shot from 25 ft (assist by D. Sloan),74,62
297,3,2:30.0,Shooting foul by W. Reed (drawn by J. Sullinger),,74,62
298,3,2:30.0,Boston full timeout,,74,62
299,3,2:30.0,,T. Robinson enters the game for W. Reed,74,62
300,3,2:30.0,J. Sullinger makes free throw 1 of 2,,75,62
301,3,2:30.0,J. Sullinger makes free throw 2 of 2,,76,62
302,3,2:06.0,,J. Johnson misses 2-pt jump shot from 7 ft,76,62
303,3,2:05.0,,Offensive rebound by T. Young,76,62
304,3,2:01.0,,W. Ellington misses 3-pt jump shot from 24 ft,76,62
305,3,2:00.0,,Offensive rebound by D. Sloan,76,62
306,3,1:55.0,,W. Ellington makes 2-pt jump shot from 19 ft,76,64
307,3,1:37.0,J. Crowder misses 2-pt jump shot from 10 ft,,76,64
308,3,1:34.0,,Defensive rebound by J. Johnson,76,64
309,3,1:18.0,,J. Johnson misses 2-pt jump shot from 3 ft (block by J. Crowder),76,64
310,3,1:17.0,,Offensive rebound by J. Johnson,76,64
311,3,1:16.0,,J. Johnson misses 2-pt layup at rim,76,64
312,3,1:15.0,,Offensive rebound by J. Johnson,76,64
313,3,1:14.0,,J. Johnson makes 2-pt layup at rim,76,66
314,3,0:59.0,Personal foul by T. Robinson (drawn by J. Sullinger),,76,66
315,3,0:59.0,,B. Bogdanović enters the game for J. Johnson,76,66
316,3,0:59.0,J. Jerebko enters the game for K. Olynyk,,76,66
317,3,0:55.0,J. Sullinger misses 2-pt jump shot from 21 ft,,76,66
318,3,0:53.0,,Defensive rebound by B. Bogdanović,76,66
319,3,0:37.0,,Turnover by D. Sloan (bad pass; steal by J. Sullinger),76,66
320,3,0:35.0,Shooting foul by T. Robinson (drawn by J. Sullinger),,76,66
321,3,0:35.0,J. Sullinger makes 2-pt dunk at rim (assist by J. Jerebko),,78,66
322,3,0:35.0,J. Sullinger makes free throw 1 of 1,,79,66
323,3,0:16.0,,Personal foul by M. Smart (drawn by T. Robinson),79,66
324,3,0:16.0,,T. Robinson makes free throw 1 of 2,79,67
325,3,0:16.0,I. Thomas enters the game for M. Smart,,79,67
326,3,0:16.0,,S. Larkin enters the game for T. Young,79,67
327,3,0:16.0,,T. Robinson makes free throw 2 of 2,79,68
328,3,0:02.0,Turnover by I. Thomas (bad pass; steal by D. Sloan),,79,68
329,3,0:00.0,,D. Sloan misses 3-pt jump shot from 41 ft,79,68
330,3,0:00.0,,Offensive rebound by Team,79,68
331,4,11:43.0,,B. Lopez makes 2-pt hook shot from 4 ft,79,70
332,4,11:24.0,J. Young misses 3-pt jump shot from 24 ft,,79,70
333,4,11:23.0,,Defensive rebound by B. Bogdanović,79,70
334,4,11:16.0,,Offensive foul by B. Lopez (drawn by J. Sullinger),79,70
335,4,11:16.0,,Turnover by B. Lopez (offensive foul),79,70
336,4,11:01.0,J. Sullinger misses 2-pt jump shot from 19 ft,,79,70
337,4,11:00.0,,Defensive rebound by T. Robinson,79,70
338,4,10:49.0,,Shooting foul by J. Young (drawn by W. Ellington),79,70
339,4,10:49.0,,W. Ellington makes free throw 1 of 2,79,71
340,4,10:49.0,T. Zeller enters the game for J. Young,,79,71
341,4,10:49.0,,W. Ellington misses free throw 2 of 2,79,71
342,4,10:47.0,Defensive rebound by J. Sullinger,,79,71
343,4,10:30.0,Turnover by E. Turner (bad pass; steal by T. Robinson),,79,71
344,4,10:18.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,79,71
345,4,10:16.0,Defensive rebound by E. Turner,,79,71
346,4,10:08.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by J. Sullinger),,82,71
347,4,9:37.0,,W. Ellington misses 3-pt jump shot from 23 ft,82,71
348,4,9:35.0,Defensive rebound by J. Sullinger,,82,71
349,4,9:26.0,J. Jerebko misses 3-pt jump shot from 22 ft,,82,71
350,4,9:25.0,,Defensive rebound by B. Bogdanović,82,71
351,4,9:22.0,,D. Sloan makes 2-pt layup from 2 ft,82,73
352,4,9:05.0,Turnover by E. Turner (traveling),,82,73
353,4,8:47.0,,Personal foul by J. Sullinger (drawn by B. Bogdanović),82,73
354,4,8:47.0,Official timeout,,82,73
355,4,8:35.0,,B. Lopez misses 2-pt hook shot from 6 ft,82,73
356,4,8:34.0,Defensive rebound by T. Zeller,,82,73
357,4,8:21.0,M. Smart misses 2-pt layup from 1 ft,,82,73
358,4,8:20.0,Offensive rebound by T. Zeller,,82,73
359,4,8:19.0,T. Zeller misses 2-pt layup at rim,,82,73
360,4,8:18.0,Offensive rebound by T. Zeller,,82,73
361,4,8:17.0,T. Zeller misses 2-pt layup from 1 ft,,82,73
362,4,8:16.0,,Defensive rebound by T. Robinson,82,73
363,4,8:01.0,,B. Lopez misses 2-pt hook shot from 9 ft,82,73
364,4,7:59.0,Defensive rebound by J. Sullinger,,82,73
365,4,7:48.0,J. Sullinger misses 2-pt jump shot from 11 ft,,82,73
366,4,7:47.0,,Defensive rebound by T. Robinson,82,73
367,4,7:41.0,,Personal foul by T. Zeller (drawn by B. Lopez),82,73
368,4,7:41.0,,B. Lopez makes free throw 1 of 2,82,74
369,4,7:41.0,I. Thomas enters the game for M. Smart,,82,74
370,4,7:41.0,,T. Young enters the game for T. Robinson,82,74
371,4,7:41.0,,B. Lopez makes free throw 2 of 2,82,75
372,4,7:33.0,Personal foul by W. Ellington (drawn by E. Turner),,82,75
373,4,7:21.0,T. Zeller misses 2-pt jump shot from 17 ft,,82,75
374,4,7:20.0,,Defensive rebound by D. Sloan,82,75
375,4,7:05.0,,B. Lopez misses 2-pt jump shot from 9 ft,82,75
376,4,7:04.0,Defensive rebound by J. Sullinger,,82,75
377,4,6:54.0,I. Thomas makes 2-pt jump shot from 19 ft,,84,75
378,4,6:47.0,,Brooklyn full timeout,84,75
379,4,6:47.0,J. Crowder enters the game for J. Sullinger,,84,75
380,4,6:47.0,K. Olynyk enters the game for J. Jerebko,,84,75
381,4,6:47.0,,J. Johnson enters the game for B. Bogdanović,84,75
382,4,6:29.0,,B. Lopez misses 2-pt hook shot from 5 ft,84,75
383,4,6:28.0,Defensive rebound by E. Turner,,84,75
384,4,6:15.0,I. Thomas misses 3-pt jump shot from 24 ft,,84,75
385,4,6:14.0,,Defensive rebound by Team,84,75
386,4,6:04.0,,W. Ellington misses 2-pt jump shot from 17 ft,84,75
