,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,WASHINGTON_ACTION,GOLDEN STATE_SCORE,WASHINGTON_SCORE
60,1,4:45.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Dudley),26,16
61,1,4:33.0,A. Iguodala enters the game for H. Barnes,,26,16
62,1,4:33.0,,G. Temple enters the game for O. Porter,26,16
63,1,4:21.0,A. Iguodala misses 3-pt jump shot from 26 ft,,26,16
64,1,4:19.0,Offensive rebound by A. Bogut,,26,16
65,1,4:13.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Bogut),,29,16
66,1,3:59.0,,J. Wall misses 2-pt jump shot from 17 ft,29,16
67,1,3:58.0,Defensive rebound by A. Iguodala,,29,16
68,1,3:50.0,Shooting foul by J. Wall (drawn by A. Bogut),,29,16
69,1,3:50.0,A. Bogut misses free throw 1 of 2,,29,16
70,1,3:50.0,Offensive rebound by Team,,29,16
71,1,3:50.0,,N. Hilário enters the game for M. Gortat,29,16
72,1,3:50.0,A. Bogut misses free throw 2 of 2,,29,16
73,1,3:50.0,,Defensive rebound by N. Hilário,29,16
74,1,3:36.0,,N. Hilário makes 2-pt jump shot from 10 ft (assist by B. Beal),29,18
75,1,3:17.0,D. Green makes 2-pt layup at rim,,31,18
76,1,3:12.0,,Turnover by J. Wall (lost ball; steal by S. Curry),31,18
77,1,3:09.0,S. Curry makes 3-pt jump shot from 25 ft,,34,18
78,1,3:09.0,,Washington full timeout,34,18
79,1,3:09.0,L. Barbosa enters the game for A. Bogut,,34,18
80,1,3:09.0,M. Speights enters the game for K. Thompson,,34,18
81,1,2:51.0,,B. Beal makes 2-pt dunk at rim (assist by G. Temple),34,20
82,1,2:39.0,S. Curry makes 3-pt jump shot from 25 ft,,37,20
83,1,2:22.0,,J. Wall makes 2-pt jump shot from 16 ft,37,22
84,1,2:07.0,Turnover by S. Curry (lost ball; steal by J. Dudley),,37,22
85,1,2:04.0,,Shooting foul by L. Barbosa (drawn by J. Dudley),37,22
86,1,2:04.0,Golden State full timeout,,37,22
87,1,2:04.0,,R. Sessions enters the game for J. Wall,37,22
88,1,2:04.0,,J. Dudley makes free throw 1 of 2,37,23
89,1,2:04.0,,J. Dudley makes free throw 2 of 2,37,24
90,1,1:42.0,Shooting foul by J. Dudley (drawn by D. Green),,37,24
91,1,1:42.0,D. Green makes free throw 1 of 2,,38,24
92,1,1:42.0,,D. Gooden enters the game for J. Dudley,38,24
93,1,1:42.0,D. Green makes free throw 2 of 2,,39,24
94,1,1:25.0,,B. Beal makes 2-pt jump shot from 12 ft (assist by R. Sessions),39,26
95,1,1:15.0,L. Barbosa misses 2-pt layup at rim,,39,26
96,1,1:14.0,Offensive rebound by M. Speights,,39,26
97,1,1:13.0,M. Speights misses 2-pt layup from 1 ft,,39,26
98,1,1:13.0,Offensive rebound by M. Speights,,39,26
99,1,1:13.0,M. Speights misses 2-pt layup from 1 ft (block by D. Gooden),,39,26
100,1,1:13.0,Offensive rebound by Team,,39,26
101,1,1:07.0,Turnover by S. Curry (bad pass; steal by N. Hilário),,39,26
102,1,0:56.0,,B. Beal misses 3-pt jump shot from 24 ft,39,26
103,1,0:54.0,Defensive rebound by M. Speights,,39,26
104,1,0:45.0,L. Barbosa misses 2-pt jump shot from 3 ft,,39,26
105,1,0:44.0,,Defensive rebound by R. Sessions,39,26
106,1,0:34.0,,N. Hilário misses 2-pt jump shot from 18 ft,39,26
107,1,0:33.0,Defensive rebound by D. Green,,39,26
108,1,0:26.0,M. Speights makes 2-pt layup at rim (assist by A. Iguodala),,41,26
109,1,0:11.0,,R. Sessions makes 2-pt layup from 2 ft,41,28
110,1,0:03.0,S. Curry makes 2-pt jump shot from 20 ft,,43,28
111,2,11:45.0,M. Speights misses 2-pt jump shot from 16 ft,,43,28
112,2,11:44.0,,Defensive rebound by G. Neal,43,28
113,2,11:26.0,,N. Hilário misses 2-pt layup at rim,43,28
114,2,11:25.0,Defensive rebound by M. Speights,,43,28
115,2,11:13.0,Turnover by S. Livingston (bad pass; steal by B. Beal),,43,28
116,2,11:07.0,,B. Beal makes 2-pt layup at rim,43,30
117,2,11:07.0,,Shooting foul by A. Iguodala (drawn by B. Beal),43,30
118,2,11:07.0,,B. Beal makes free throw 1 of 1,43,31
119,2,10:44.0,M. Speights makes 2-pt jump shot from 17 ft (assist by S. Livingston),,45,31
120,2,10:34.0,,Turnover by R. Sessions (bad pass; steal by S. Livingston),45,31
121,2,10:30.0,Shooting foul by B. Beal (drawn by S. Livingston),,45,31
122,2,10:30.0,S. Livingston misses free throw 1 of 2,,45,31
123,2,10:30.0,Offensive rebound by Team,,45,31
124,2,10:30.0,S. Livingston makes free throw 2 of 2,,46,31
125,2,10:14.0,,R. Sessions makes 3-pt jump shot from 23 ft (assist by D. Gooden),46,34
126,2,9:57.0,L. Barbosa misses 2-pt layup from 1 ft,,46,34
127,2,9:56.0,,Defensive rebound by D. Gooden,46,34
128,2,9:40.0,,D. Gooden misses 2-pt jump shot from 12 ft,46,34
129,2,9:39.0,Defensive rebound by A. Iguodala,,46,34
130,2,9:33.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by S. Livingston),,49,34
131,2,9:05.0,,D. Gooden misses 2-pt layup from 2 ft,49,34
132,2,9:04.0,Defensive rebound by M. Speights,,49,34
133,2,8:48.0,M. Speights makes 2-pt jump shot from 20 ft (assist by L. Barbosa),,51,34
134,2,8:39.0,,N. Hilário makes 2-pt jump shot from 12 ft (assist by B. Beal),51,36
135,2,8:31.0,Turnover by S. Livingston (lost ball; steal by D. Gooden),,51,36
136,2,8:22.0,,D. Gooden misses 3-pt jump shot from 27 ft,51,36
137,2,8:21.0,Defensive rebound by A. Iguodala,,51,36
138,2,7:57.0,M. Speights misses 3-pt jump shot from 23 ft,,51,36
139,2,7:55.0,,Defensive rebound by N. Hilário,51,36
140,2,7:45.0,,B. Beal makes 2-pt layup at rim,51,38
141,2,7:44.0,Golden State full timeout,,51,38
142,2,7:44.0,,M. Gortat enters the game for N. Hilário,51,38
143,2,7:44.0,,J. Wall enters the game for B. Beal,51,38
144,2,7:44.0,B. Rush enters the game for A. Iguodala,,51,38
145,2,7:44.0,K. Thompson enters the game for L. Barbosa,,51,38
146,2,7:44.0,A. Bogut enters the game for M. Speights,,51,38
147,2,7:44.0,,O. Porter enters the game for D. Gooden,51,38
148,2,7:23.0,S. Livingston misses 2-pt jump shot from 16 ft,,51,38
149,2,7:22.0,,Defensive rebound by O. Porter,51,38
150,2,7:09.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),51,40
151,2,6:55.0,H. Barnes makes 2-pt jump shot from 17 ft (assist by B. Rush),,53,40
152,2,6:44.0,,J. Wall makes 2-pt jump shot from 18 ft,53,42
153,2,6:34.0,B. Rush makes 2-pt jump shot from 18 ft (assist by S. Livingston),,55,42
154,2,6:21.0,,M. Gortat misses 2-pt jump shot from 18 ft,55,42
155,2,6:20.0,Defensive rebound by K. Thompson,,55,42
156,2,6:05.0,Turnover by K. Thompson (lost ball; steal by M. Gortat),,55,42
157,2,6:00.0,,R. Sessions makes 2-pt dunk at rim,55,44
158,2,5:38.0,K. Thompson misses 3-pt jump shot from 28 ft,,55,44
159,2,5:37.0,,Defensive rebound by J. Wall,55,44
160,2,5:32.0,,G. Neal makes 2-pt layup at rim (assist by J. Wall),55,46
161,2,5:31.0,Golden State full timeout,,55,46
162,2,5:31.0,Official timeout,,55,46
163,2,5:31.0,,G. Temple enters the game for R. Sessions,55,46
164,2,5:31.0,D. Green enters the game for H. Barnes,,55,46
165,2,5:31.0,S. Curry enters the game for S. Livingston,,55,46
166,2,5:18.0,Personal foul by G. Temple (drawn by S. Curry),,55,46
167,2,5:11.0,S. Curry makes 2-pt layup at rim (assist by A. Bogut),,57,46
168,2,4:51.0,,O. Porter misses 3-pt jump shot from 24 ft,57,46
169,2,4:50.0,Defensive rebound by B. Rush,,57,46
170,2,4:44.0,K. Thompson misses 3-pt jump shot from 25 ft,,57,46
171,2,4:43.0,,Defensive rebound by G. Neal,57,46
172,2,4:32.0,,Turnover by J. Wall (bad pass; steal by B. Rush),57,46
173,2,4:28.0,S. Curry makes 2-pt layup from 1 ft (assist by B. Rush),,59,46
174,2,4:19.0,,Personal foul by D. Green (drawn by G. Temple),59,46
175,2,4:12.0,,G. Neal misses 3-pt jump shot from 25 ft,59,46
176,2,4:11.0,Defensive rebound by S. Curry,,59,46
177,2,4:08.0,Shooting foul by G. Neal (drawn by A. Bogut),,59,46
178,2,4:08.0,A. Bogut misses free throw 1 of 2,,59,46
179,2,4:08.0,Offensive rebound by Team,,59,46
180,2,4:08.0,A. Bogut misses free throw 2 of 2,,59,46
181,2,4:06.0,,Defensive rebound by O. Porter,59,46
182,2,3:55.0,,J. Wall makes 2-pt layup at rim,59,48
183,2,3:49.0,Turnover by D. Green (lost ball; steal by O. Porter),,59,48
184,2,3:46.0,,Shooting foul by A. Bogut (drawn by O. Porter),59,48
185,2,3:46.0,,O. Porter makes free throw 1 of 2,59,49
186,2,3:46.0,,J. Dudley enters the game for G. Neal,59,49
187,2,3:46.0,A. Iguodala enters the game for B. Rush,,59,49
188,2,3:46.0,H. Barnes enters the game for A. Bogut,,59,49
189,2,3:46.0,,O. Porter makes free throw 2 of 2,59,50
190,2,3:34.0,K. Thompson makes 2-pt layup from 2 ft (assist by H. Barnes),,61,50
191,2,3:23.0,,J. Wall misses 2-pt jump shot from 17 ft,61,50
192,2,3:22.0,Defensive rebound by S. Curry,,61,50
193,2,3:15.0,S. Curry makes 2-pt layup at rim,,63,50
194,2,3:06.0,,G. Temple misses 2-pt layup from 1 ft (block by D. Green),63,50
195,2,3:05.0,Defensive rebound by H. Barnes,,63,50
196,2,3:01.0,Turnover by H. Barnes (lost ball; steal by J. Wall),,63,50
197,2,2:59.0,,Personal take foul by S. Curry (drawn by J. Wall),63,50
198,2,2:59.0,,Washington full timeout,63,50
199,2,2:59.0,,R. Sessions enters the game for M. Gortat,63,50
200,2,2:59.0,,B. Beal enters the game for G. Temple,63,50
201,2,2:37.0,,J. Wall makes 2-pt layup from 1 ft,63,52
202,2,2:23.0,Personal foul by R. Sessions (drawn by S. Curry),,63,52
203,2,2:14.0,D. Green makes 2-pt jump shot from 8 ft,,65,52
204,2,2:14.0,Shooting foul by J. Dudley (drawn by D. Green),,65,52
205,2,2:14.0,,N. Hilário enters the game for J. Dudley,65,52
206,2,2:14.0,D. Green makes free throw 1 of 1,,66,52
207,2,2:03.0,,J. Wall makes 2-pt layup at rim,66,54
208,2,1:55.0,Turnover by S. Curry (bad pass),,66,54
209,2,1:49.0,,Shooting foul by S. Curry (drawn by R. Sessions),66,54
210,2,1:49.0,,R. Sessions makes free throw 1 of 2,66,55
211,2,1:49.0,,R. Sessions misses free throw 2 of 2,66,55
212,2,1:48.0,Defensive rebound by D. Green,,66,55
213,2,1:40.0,Turnover by H. Barnes (lost ball; steal by J. Wall),,66,55
214,2,1:34.0,,Personal foul by H. Barnes (drawn by J. Wall),66,55
215,2,1:34.0,,J. Wall makes free throw 1 of 2,66,56
216,2,1:34.0,,J. Wall makes free throw 2 of 2,66,57
217,2,1:22.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Curry),,69,57
218,2,1:04.0,,N. Hilário misses 2-pt layup from 2 ft,69,57
219,2,1:03.0,Defensive rebound by D. Green,,69,57
220,2,1:01.0,Turnover by D. Green (bad pass; steal by R. Sessions),,69,57
221,2,0:58.0,,B. Beal misses 3-pt jump shot from 24 ft (block by D. Green),69,57
222,2,0:56.0,Defensive rebound by S. Curry,,69,57
223,2,0:52.0,A. Iguodala misses 2-pt layup from 2 ft (block by B. Beal),,69,57
224,2,0:51.0,Offensive rebound by A. Iguodala,,69,57
225,2,0:49.0,A. Iguodala misses 2-pt layup from 1 ft,,69,57
226,2,0:48.0,,Defensive rebound by N. Hilário,69,57
227,2,0:39.0,,B. Beal misses 3-pt jump shot from 25 ft,69,57
228,2,0:37.0,Defensive rebound by D. Green,,69,57
229,2,0:30.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,72,57
230,2,0:29.0,,J. Wall makes 2-pt layup at rim (assist by O. Porter),72,59
231,2,0:29.0,,Shooting foul by D. Green (drawn by J. Wall),72,59
232,2,0:29.0,,J. Wall makes free throw 1 of 1,72,60
233,2,0:13.0,Personal foul by J. Wall (drawn by S. Curry),,72,60
234,2,0:13.0,S. Curry misses free throw 1 of 2,,72,60
235,2,0:13.0,Offensive rebound by Team,,72,60
236,2,0:13.0,A. Bogut enters the game for D. Green,,72,60
237,2,0:13.0,S. Curry makes free throw 2 of 2,,73,60
238,2,0:03.0,,Offensive foul by J. Wall (drawn by S. Curry),73,60
239,2,0:03.0,,Turnover by J. Wall (offensive foul),73,60
240,2,0:03.0,D. Green enters the game for A. Bogut,,73,60
241,2,0:03.0,,G. Temple enters the game for J. Wall,73,60
242,2,0:03.0,,Technical foul by J. Wall,73,60
243,2,0:03.0,S. Curry makes technical free throw,,74,60
244,2,0:02.0,H. Barnes misses 3-pt jump shot from 24 ft,,74,60
245,2,0:01.0,,Defensive rebound by B. Beal,74,60
246,3,11:49.0,Turnover by S. Curry (bad pass; steal by O. Porter),,74,60
247,3,11:46.0,,O. Porter makes 2-pt dunk at rim,74,62
248,3,11:33.0,Shooting foul by G. Temple (drawn by K. Thompson),,74,62
249,3,11:33.0,K. Thompson makes free throw 1 of 2,,75,62
250,3,11:33.0,K. Thompson makes free throw 2 of 2,,76,62
251,3,11:14.0,,O. Porter makes 2-pt jump shot from 16 ft (assist by J. Wall),76,64
252,3,10:59.0,H. Barnes misses 2-pt layup from 1 ft (block by M. Gortat),,76,64
253,3,10:57.0,,Defensive rebound by J. Dudley,76,64
254,3,10:51.0,,J. Wall makes 2-pt jump shot from 18 ft,76,66
255,3,10:33.0,H. Barnes misses 2-pt jump shot from 21 ft,,76,66
256,3,10:32.0,,Defensive rebound by M. Gortat,76,66
257,3,10:26.0,,J. Wall misses 2-pt jump shot from 20 ft,76,66
258,3,10:24.0,Defensive rebound by A. Bogut,,76,66
259,3,10:14.0,D. Green misses 3-pt jump shot from 26 ft,,76,66
260,3,10:13.0,,Defensive rebound by M. Gortat,76,66
261,3,10:10.0,,Shooting foul by A. Bogut (drawn by G. Temple),76,66
262,3,10:10.0,,G. Temple makes 2-pt layup from 1 ft (assist by J. Wall),76,68
263,3,10:10.0,Golden State full timeout,,76,68
264,3,10:10.0,,G. Temple makes free throw 1 of 1,76,69
265,3,9:57.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,79,69
266,3,9:40.0,,Shooting foul by D. Green (drawn by O. Porter),79,69
267,3,9:40.0,,O. Porter misses free throw 1 of 2,79,69
268,3,9:40.0,,Offensive rebound by Team,79,69
269,3,9:40.0,,O. Porter makes free throw 2 of 2,79,70
270,3,9:29.0,Turnover by S. Curry (bad pass; steal by O. Porter),,79,70
271,3,9:24.0,,J. Wall makes 2-pt dunk at rim (assist by G. Temple),79,72
272,3,9:09.0,S. Curry misses 3-pt jump shot from 25 ft,,79,72
273,3,9:09.0,,Defensive rebound by Team,79,72
274,3,9:09.0,Loose ball foul by A. Bogut (drawn by M. Gortat),,79,72
275,3,9:09.0,B. Rush enters the game for A. Bogut,,79,72
276,3,8:48.0,,J. Wall makes 3-pt jump shot from 27 ft (assist by G. Temple),79,75
277,3,8:40.0,Turnover by S. Curry (lost ball),,79,75
278,3,8:24.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),79,77
279,3,8:06.0,K. Thompson misses 2-pt jump shot from 18 ft,,79,77
280,3,8:05.0,Offensive rebound by B. Rush,,79,77
281,3,7:59.0,H. Barnes makes 2-pt jump shot from 21 ft (assist by D. Green),,81,77
282,3,7:48.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),81,79
283,3,7:30.0,K. Thompson misses 3-pt jump shot from 25 ft,,81,79
284,3,7:28.0,,Defensive rebound by J. Wall,81,79
285,3,7:27.0,,Personal foul by S. Curry (drawn by J. Wall),81,79
286,3,7:17.0,,J. Wall misses 2-pt layup at rim (block by D. Green),81,79
287,3,7:17.0,,Offensive rebound by Team,81,79
288,3,7:07.0,,Turnover by O. Porter (bad pass; steal by S. Curry),81,79
289,3,7:02.0,K. Thompson misses 2-pt layup at rim,,81,79
290,3,7:01.0,,Defensive rebound by Team,81,79
291,3,7:01.0,A. Iguodala enters the game for H. Barnes,,81,79
292,3,6:42.0,,M. Gortat misses 2-pt jump shot from 10 ft,81,79
293,3,6:41.0,Defensive rebound by S. Curry,,81,79
294,3,6:33.0,S. Curry misses 2-pt layup from 2 ft,,81,79
295,3,6:33.0,,Defensive rebound by M. Gortat,81,79
296,3,6:26.0,,G. Temple misses 3-pt jump shot from 23 ft,81,79
297,3,6:25.0,Defensive rebound by D. Green,,81,79
298,3,6:19.0,B. Rush misses 3-pt jump shot from 27 ft,,81,79
299,3,6:18.0,Offensive rebound by Team,,81,79
300,3,6:18.0,,Loose ball foul by J. Wall (drawn by A. Iguodala),81,79
301,3,6:18.0,,Washington full timeout,81,79
302,3,6:18.0,,R. Sessions enters the game for J. Wall,81,79
303,3,6:18.0,,N. Hilário enters the game for M. Gortat,81,79
304,3,6:10.0,A. Iguodala makes 3-pt jump shot from 24 ft (assist by S. Curry),,84,79
305,3,5:55.0,,Shooting foul by A. Iguodala (drawn by N. Hilário),84,79
306,3,5:55.0,,N. Hilário misses free throw 1 of 2,84,79
307,3,5:55.0,,Offensive rebound by Team,84,79
308,3,5:55.0,,B. Beal enters the game for J. Dudley,84,79
309,3,5:55.0,,N. Hilário misses free throw 2 of 2,84,79
310,3,5:54.0,Defensive rebound by D. Green,,84,79
311,3,5:49.0,D. Green misses 2-pt layup from 1 ft,,84,79
312,3,5:48.0,,Defensive rebound by R. Sessions,84,79
313,3,5:39.0,,Turnover by N. Hilário (lost ball),84,79
314,3,5:17.0,Shooting foul by O. Porter (drawn by A. Iguodala),,84,79
315,3,5:17.0,A. Iguodala misses free throw 1 of 2,,84,79
316,3,5:17.0,Offensive rebound by Team,,84,79
317,3,5:17.0,L. Barbosa enters the game for K. Thompson,,84,79
318,3,5:17.0,A. Iguodala makes free throw 2 of 2,,85,79
319,3,5:06.0,,B. Beal misses 3-pt jump shot from 25 ft,85,79
320,3,5:05.0,Defensive rebound by B. Rush,,85,79
321,3,4:57.0,S. Curry makes 2-pt jump shot from 9 ft,,87,79
322,3,4:39.0,,R. Sessions misses 2-pt jump shot from 15 ft,87,79
323,3,4:39.0,,Offensive rebound by Team,87,79
324,3,4:39.0,Loose ball foul by L. Barbosa (drawn by N. Hilário),,87,79
325,3,4:39.0,,N. Hilário makes free throw 1 of 2,87,80
326,3,4:39.0,,N. Hilário makes free throw 2 of 2,87,81
327,3,4:28.0,S. Curry misses 2-pt jump shot from 13 ft,,87,81
328,3,4:27.0,,Defensive rebound by R. Sessions,87,81
329,3,4:20.0,,B. Beal makes 2-pt layup at rim,87,83
330,3,4:07.0,S. Curry misses 3-pt jump shot from 25 ft,,87,83
331,3,4:06.0,,Defensive rebound by N. Hilário,87,83
332,3,3:54.0,,B. Beal misses 2-pt layup from 2 ft,87,83
333,3,3:53.0,,Offensive rebound by N. Hilário,87,83
334,3,3:52.0,,Shooting foul by B. Rush (drawn by N. Hilário),87,83
335,3,3:52.0,,N. Hilário makes free throw 1 of 2,87,84
336,3,3:52.0,,N. Hilário misses free throw 2 of 2,87,84
337,3,3:51.0,Defensive rebound by A. Iguodala,,87,84
338,3,3:40.0,Shooting foul by B. Beal (drawn by D. Green),,87,84
339,3,3:40.0,D. Green makes free throw 1 of 2,,88,84
340,3,3:40.0,,G. Neal enters the game for O. Porter,88,84
341,3,3:40.0,D. Green misses free throw 2 of 2,,88,84
342,3,3:38.0,Offensive rebound by D. Green,,88,84
343,3,3:24.0,A. Iguodala makes 3-pt jump shot from 27 ft (assist by B. Rush),,91,84
344,3,3:11.0,Violation by D. Green (kicked ball),,91,84
345,3,3:08.0,,Turnover by R. Sessions (bad pass; steal by S. Curry),91,84
346,3,3:04.0,Shooting foul by B. Beal (drawn by L. Barbosa),,91,84
347,3,3:04.0,L. Barbosa makes free throw 1 of 2,,92,84
348,3,3:04.0,L. Barbosa makes free throw 2 of 2,,93,84
349,3,2:56.0,,B. Beal misses 3-pt jump shot from 26 ft,93,84
350,3,2:55.0,Defensive rebound by B. Rush,,93,84
351,3,2:48.0,S. Curry makes 3-pt jump shot from 26 ft (assist by L. Barbosa),,96,84
352,3,2:44.0,,Turnover by R. Sessions (discontinued dribble),96,84
353,3,2:39.0,Personal foul by N. Hilário (drawn by D. Green),,96,84
354,3,2:39.0,D. Green misses free throw 1 of 2,,96,84
355,3,2:39.0,Offensive rebound by Team,,96,84
356,3,2:39.0,D. Green makes free throw 2 of 2,,97,84
357,3,2:24.0,,Shooting foul by D. Green (drawn by N. Hilário),97,84
358,3,2:24.0,,N. Hilário makes free throw 1 of 2,97,85
359,3,2:24.0,M. Speights enters the game for D. Green,,97,85
360,3,2:24.0,,N. Hilário makes free throw 2 of 2,97,86
361,3,2:09.0,S. Curry makes 3-pt jump shot from 28 ft (assist by A. Iguodala),,100,86
362,3,1:50.0,,N. Hilário makes 2-pt layup at rim,100,88
363,3,1:39.0,S. Curry misses 2-pt layup at rim (block by N. Hilário),,100,88
364,3,1:38.0,,Defensive rebound by G. Neal,100,88
365,3,1:32.0,,R. Sessions makes 2-pt layup from 1 ft (assist by G. Neal),100,90
366,3,1:16.0,S. Curry misses 3-pt jump shot from 28 ft,,100,90
367,3,1:15.0,Offensive rebound by S. Curry,,100,90
368,3,1:12.0,S. Curry misses 2-pt jump shot from 12 ft,,100,90
369,3,1:11.0,,Defensive rebound by N. Hilário,100,90
370,3,1:01.0,,G. Temple misses 3-pt jump shot from 28 ft,100,90
371,3,1:00.0,Defensive rebound by S. Curry,,100,90
372,3,0:54.0,Personal foul by G. Neal (drawn by B. Rush),,100,90
373,3,0:54.0,B. Rush makes free throw 1 of 2,,101,90
374,3,0:54.0,,M. Gortat enters the game for N. Hilário,101,90
375,3,0:54.0,S. Livingston enters the game for S. Curry,,101,90
376,3,0:54.0,B. Rush misses free throw 2 of 2,,101,90
377,3,0:54.0,,Defensive rebound by R. Sessions,101,90
378,3,0:37.0,,B. Beal makes 2-pt layup at rim (assist by R. Sessions),101,92
379,3,0:35.0,Personal take foul by M. Gortat (drawn by A. Iguodala),,101,92
380,3,0:35.0,A. Iguodala misses free throw 1 of 2,,101,92
381,3,0:35.0,Offensive rebound by Team,,101,92
382,3,0:35.0,A. Iguodala misses free throw 2 of 2,,101,92
383,3,0:34.0,Offensive rebound by M. Speights,,101,92
384,3,0:16.0,M. Speights misses 3-pt jump shot from 28 ft,,101,92
385,3,0:15.0,Offensive rebound by L. Barbosa,,101,92
386,3,0:03.0,L. Barbosa makes 2-pt jump shot from 10 ft,,103,92
387,3,0:01.0,,B. Beal misses 3-pt jump shot from 37 ft,103,92
388,3,0:00.0,,Offensive rebound by Team,103,92
389,4,11:41.0,,G. Neal makes 3-pt jump shot from 26 ft,103,95
390,4,11:23.0,M. Speights makes 2-pt jump shot from 20 ft (assist by S. Livingston),,105,95
