,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
75,1,2:32.0,,M. Scott enters the game for M. Muscala,25,13
76,1,2:17.0,,P. Millsap misses 2-pt jump shot from 3 ft,25,13
77,1,2:16.0,Defensive rebound by D. Green,,25,13
78,1,2:10.0,A. Iguodala misses 3-pt jump shot from 23 ft,,25,13
79,1,2:08.0,Offensive rebound by L. Barbosa,,25,13
80,1,1:53.0,A. Iguodala misses 3-pt jump shot from 23 ft,,25,13
81,1,1:46.0,,Defensive rebound by M. Scott,25,13
82,1,1:35.0,,P. Millsap misses 2-pt jump shot from 7 ft,25,13
83,1,1:34.0,Defensive rebound by D. Green,,25,13
84,1,1:27.0,L. Barbosa misses 3-pt jump shot from 23 ft,,25,13
85,1,1:26.0,,Defensive rebound by M. Scott,25,13
86,1,1:18.0,,D. Schröder makes 2-pt layup from 1 ft,25,15
87,1,1:07.0,Personal foul by D. Schröder,,25,15
88,1,1:07.0,,A. Horford enters the game for P. Millsap,25,15
89,1,1:00.0,Turnover by D. Green (lost ball; steal by A. Horford),,25,15
90,1,0:39.0,,Turnover by T. Sefolosha (lost ball; steal by S. Curry),25,15
91,1,0:34.0,S. Curry makes 2-pt layup from 1 ft,,27,15
92,1,0:23.0,,A. Horford misses 2-pt jump shot from 15 ft,27,15
93,1,0:21.0,Defensive rebound by D. Green,,27,15
94,1,0:01.0,L. Barbosa makes 3-pt jump shot from 22 ft (assist by A. Iguodala),,30,15
95,1,0:00.0,,D. Schröder misses 3-pt jump shot from 49 ft,30,15
96,1,0:00.0,,Offensive rebound by Team,30,15
97,2,11:38.0,M. Speights misses 2-pt jump shot from 18 ft (block by A. Horford),,30,15
98,2,11:35.0,,Defensive rebound by M. Scott,30,15
99,2,11:23.0,,D. Schröder makes 2-pt layup at rim (assist by A. Horford),30,17
100,2,11:10.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by A. Iguodala),,33,17
101,2,10:59.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Schröder),33,20
102,2,10:39.0,M. Speights misses 2-pt layup from 1 ft,,33,20
103,2,10:36.0,,Defensive rebound by M. Scott,33,20
104,2,10:34.0,,Turnover by A. Horford (bad pass; steal by A. Iguodala),33,20
105,2,10:29.0,H. Barnes makes 2-pt dunk at rim (assist by L. Barbosa),,35,20
106,2,10:15.0,Violation by A. Iguodala (kicked ball),,35,20
107,2,10:15.0,K. Thompson enters the game for L. Barbosa,,35,20
108,2,10:11.0,,D. Schröder makes 2-pt jump shot from 15 ft,35,22
109,2,10:01.0,Personal foul by D. Schröder,,35,22
110,2,9:56.0,M. Speights makes 2-pt layup at rim (assist by K. Thompson),,37,22
111,2,9:40.0,,T. Hardaway makes 2-pt jump shot from 20 ft (assist by D. Schröder),37,24
112,2,9:29.0,K. Thompson misses 3-pt jump shot from 25 ft,,37,24
113,2,9:27.0,,Defensive rebound by Team,37,24
114,2,9:27.0,,J. Teague enters the game for D. Schröder,37,24
115,2,9:09.0,,A. Horford makes 2-pt dunk at rim (assist by T. Hardaway),37,26
116,2,8:47.0,M. Speights misses 2-pt jump shot from 20 ft,,37,26
117,2,8:45.0,,Defensive rebound by M. Scott,37,26
118,2,8:35.0,,A. Horford misses 3-pt jump shot from 24 ft,37,26
119,2,8:35.0,,Offensive rebound by Team,37,26
120,2,8:35.0,Official timeout,,37,26
121,2,8:27.0,,T. Hardaway misses 2-pt hook shot from 6 ft,37,26
122,2,8:26.0,,Offensive rebound by A. Horford,37,26
123,2,8:20.0,,A. Horford makes 2-pt hook shot from 5 ft (assist by J. Teague),37,28
124,2,8:01.0,A. Iguodala misses 2-pt jump shot from 10 ft,,37,28
125,2,7:59.0,,Defensive rebound by A. Horford,37,28
126,2,7:53.0,,M. Scott misses 2-pt layup at rim,37,28
127,2,7:52.0,,Offensive rebound by M. Scott,37,28
128,2,7:52.0,,M. Scott misses 2-pt layup at rim,37,28
129,2,7:51.0,Defensive rebound by M. Speights,,37,28
130,2,7:40.0,Turnover by M. Speights (bad pass; steal by J. Teague),,37,28
131,2,7:36.0,Offensive charge foul by T. Hardaway (drawn by M. Speights),,37,28
132,2,7:36.0,,Turnover by T. Hardaway (offensive foul),37,28
133,2,7:36.0,,K. Bazemore enters the game for T. Hardaway,37,28
134,2,7:36.0,A. Bogut enters the game for M. Speights,,37,28
135,2,7:25.0,K. Thompson misses 2-pt layup from 2 ft,,37,28
136,2,7:24.0,Offensive rebound by A. Bogut,,37,28
137,2,7:24.0,A. Bogut misses 2-pt layup at rim,,37,28
138,2,7:22.0,,Defensive rebound by A. Horford,37,28
139,2,7:13.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Teague),37,30
140,2,6:44.0,H. Barnes makes 2-pt jump shot from 16 ft,,39,30
141,2,6:31.0,,A. Horford misses 3-pt jump shot from 24 ft,39,30
142,2,6:29.0,Defensive rebound by A. Iguodala,,39,30
143,2,6:20.0,K. Thompson misses 2-pt jump shot from 4 ft,,39,30
144,2,6:20.0,,Defensive rebound by Team,39,30
145,2,6:20.0,,P. Millsap enters the game for M. Scott,39,30
146,2,6:20.0,D. Green enters the game for H. Barnes,,39,30
147,2,6:20.0,S. Curry enters the game for A. Iguodala,,39,30
148,2,6:12.0,,Shooting foul by K. Thompson (drawn by J. Teague),39,30
149,2,6:12.0,,J. Teague makes free throw 1 of 2,39,31
150,2,6:12.0,,T. Sefolosha enters the game for K. Korver,39,31
151,2,6:12.0,,J. Teague makes free throw 2 of 2,39,32
152,2,5:55.0,K. Thompson misses 3-pt jump shot from 24 ft,,39,32
153,2,5:54.0,Offensive rebound by S. Curry,,39,32
154,2,5:51.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,42,32
155,2,5:33.0,,A. Horford misses 2-pt hook shot from 5 ft,42,32
156,2,5:32.0,,Offensive rebound by P. Millsap,42,32
157,2,5:29.0,,T. Sefolosha misses 2-pt jump shot from 18 ft,42,32
158,2,5:28.0,Defensive rebound by D. Green,,42,32
159,2,5:08.0,Turnover by S. Livingston (lost ball),,42,32
160,2,5:08.0,,Atlanta full timeout,42,32
161,2,4:53.0,,Turnover by P. Millsap (bad pass; steal by S. Curry),42,32
162,2,4:48.0,Turnover by D. Green (bad pass),,42,32
163,2,4:48.0,,Technical foul by Team,42,32
164,2,4:48.0,S. Curry makes technical free throw,,43,32
165,2,4:30.0,,J. Teague misses 2-pt layup at rim (block by S. Livingston),43,32
166,2,4:28.0,Defensive rebound by A. Bogut,,43,32
167,2,4:25.0,S. Livingston makes 2-pt dunk at rim (assist by S. Curry),,45,32
168,2,4:11.0,,P. Millsap misses 3-pt jump shot from 25 ft,45,32
169,2,4:10.0,Defensive rebound by A. Bogut,,45,32
170,2,3:51.0,A. Bogut misses 2-pt hook shot from 3 ft,,45,32
171,2,3:50.0,,Defensive rebound by P. Millsap,45,32
172,2,3:42.0,,A. Horford misses 3-pt jump shot from 24 ft,45,32
173,2,3:41.0,Defensive rebound by Team,,45,32
174,2,3:41.0,,M. Scott enters the game for K. Bazemore,45,32
175,2,3:41.0,,K. Korver enters the game for A. Horford,45,32
176,2,3:41.0,A. Iguodala enters the game for A. Bogut,,45,32
177,2,3:41.0,H. Barnes enters the game for S. Livingston,,45,32
178,2,3:29.0,A. Iguodala misses 3-pt jump shot from 23 ft,,45,32
179,2,3:27.0,,Defensive rebound by T. Sefolosha,45,32
180,2,3:15.0,,Turnover by T. Sefolosha (bad pass; steal by H. Barnes),45,32
181,2,3:12.0,Turnover by H. Barnes (bad pass; steal by K. Korver),,45,32
182,2,3:08.0,,J. Teague makes 3-pt jump shot from 22 ft (assist by K. Korver),45,35
183,2,2:59.0,A. Iguodala misses 3-pt jump shot from 23 ft,,45,35
184,2,2:58.0,,Defensive rebound by P. Millsap,45,35
185,2,2:45.0,,J. Teague misses 3-pt jump shot from 25 ft,45,35
186,2,2:42.0,Defensive rebound by A. Iguodala,,45,35
187,2,2:39.0,D. Green misses 2-pt layup at rim (block by J. Teague),,45,35
188,2,2:37.0,,Defensive rebound by M. Scott,45,35
189,2,2:25.0,,P. Millsap makes 2-pt jump shot from 6 ft,45,37
190,2,2:16.0,S. Curry makes 3-pt jump shot from 24 ft,,48,37
191,2,2:10.0,Offensive charge foul by J. Teague (drawn by S. Curry),,48,37
192,2,2:10.0,,Turnover by J. Teague (offensive foul),48,37
193,2,2:10.0,Golden State full timeout,,48,37
194,2,2:00.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Thompson),,51,37
195,2,1:40.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,51,37
196,2,1:38.0,Defensive rebound by H. Barnes,,51,37
197,2,1:27.0,A. Iguodala makes 2-pt layup from 1 ft (assist by D. Green),,53,37
198,2,1:27.0,Shooting foul by P. Millsap (drawn by A. Iguodala),,53,37
199,2,1:27.0,,T. Hardaway enters the game for T. Sefolosha,53,37
200,2,1:27.0,,A. Horford enters the game for M. Scott,53,37
201,2,1:27.0,A. Iguodala makes free throw 1 of 1,,54,37
202,2,1:13.0,,Personal foul by H. Barnes,54,37
203,2,1:13.0,,A. Horford makes free throw 1 of 2,54,38
204,2,1:13.0,,A. Horford makes free throw 2 of 2,54,39
205,2,1:00.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,56,39
206,2,0:40.0,,Turnover by P. Millsap (lost ball; steal by A. Iguodala),56,39
207,2,0:28.0,S. Curry misses 2-pt layup from 2 ft,,56,39
208,2,0:27.0,,Defensive rebound by A. Horford,56,39
209,2,0:22.0,,Shooting foul by A. Iguodala (drawn by J. Teague),56,39
210,2,0:22.0,,J. Teague misses free throw 1 of 2,56,39
211,2,0:22.0,,Offensive rebound by Team,56,39
212,2,0:22.0,,T. Sefolosha enters the game for K. Korver,56,39
213,2,0:22.0,,K. Bazemore enters the game for T. Hardaway,56,39
214,2,0:22.0,,J. Teague misses free throw 2 of 2,56,39
215,2,0:21.0,Defensive rebound by D. Green,,56,39
216,2,0:01.0,S. Curry makes 2-pt jump shot from 21 ft,,58,39
217,2,0:00.0,,Personal foul by S. Curry,58,39
218,2,0:00.0,Violation by Team (delay of game),,58,39
219,2,0:00.0,,J. Teague misses free throw 1 of 2,58,39
220,2,0:00.0,,Offensive rebound by Team,58,39
221,2,0:00.0,,J. Teague misses free throw 2 of 2,58,39
222,2,0:00.0,Defensive rebound by D. Green,,58,39
223,3,11:45.0,Turnover by D. Green (bad pass; steal by A. Horford),,58,39
224,3,11:29.0,,K. Bazemore misses 2-pt layup from 3 ft (block by A. Bogut),58,39
225,3,11:28.0,,Offensive rebound by A. Horford,58,39
226,3,11:28.0,,A. Horford makes 2-pt layup from 1 ft,58,41
227,3,11:13.0,K. Thompson makes 2-pt layup at rim (assist by S. Curry),,60,41
228,3,10:47.0,,Turnover by K. Bazemore (bad pass; steal by K. Thompson),60,41
229,3,10:38.0,K. Thompson makes 3-pt jump shot from 24 ft,,63,41
230,3,10:20.0,,Shooting foul by K. Thompson (drawn by K. Bazemore),63,41
231,3,10:20.0,,K. Bazemore makes free throw 1 of 2,63,42
232,3,10:20.0,,K. Bazemore makes free throw 2 of 2,63,43
233,3,10:08.0,K. Thompson misses 3-pt jump shot from 24 ft,,63,43
234,3,10:06.0,,Defensive rebound by A. Horford,63,43
235,3,9:54.0,,J. Teague makes 2-pt jump shot from 19 ft (assist by A. Horford),63,45
236,3,9:27.0,A. Bogut misses 2-pt hook shot from 4 ft,,63,45
237,3,9:25.0,,Defensive rebound by A. Horford,63,45
238,3,9:10.0,,K. Bazemore misses 3-pt jump shot from 23 ft,63,45
239,3,9:09.0,Defensive rebound by A. Bogut,,63,45
240,3,8:57.0,H. Barnes misses 3-pt jump shot from 24 ft,,63,45
241,3,8:56.0,Offensive rebound by A. Bogut,,63,45
242,3,8:52.0,S. Curry misses 3-pt jump shot from 25 ft,,63,45
243,3,8:51.0,,Defensive rebound by P. Millsap,63,45
244,3,8:30.0,,Turnover by K. Korver (bad pass; steal by K. Thompson),63,45
245,3,8:18.0,S. Curry makes 2-pt layup from 1 ft,,65,45
246,3,8:04.0,,J. Teague misses 3-pt jump shot from 24 ft,65,45
247,3,8:03.0,Defensive rebound by D. Green,,65,45
248,3,7:54.0,Shooting foul by P. Millsap (drawn by D. Green),,65,45
249,3,7:54.0,D. Green makes free throw 1 of 2,,66,45
250,3,7:54.0,D. Green makes free throw 2 of 2,,67,45
251,3,7:32.0,,K. Bazemore misses 2-pt jump shot from 8 ft,67,45
252,3,7:31.0,,Offensive rebound by A. Horford,67,45
253,3,7:31.0,,A. Horford makes 2-pt layup at rim,67,47
254,3,7:23.0,S. Curry misses 3-pt jump shot from 24 ft,,67,47
255,3,7:22.0,,Defensive rebound by K. Bazemore,67,47
256,3,7:19.0,,Turnover by K. Bazemore (bad pass; steal by K. Thompson),67,47
257,3,7:14.0,Shooting foul by K. Korver (drawn by H. Barnes),,67,47
258,3,7:14.0,H. Barnes misses free throw 1 of 2,,67,47
259,3,7:14.0,Offensive rebound by Team,,67,47
260,3,7:14.0,,T. Hardaway enters the game for K. Bazemore,67,47
261,3,7:14.0,H. Barnes makes free throw 2 of 2,,68,47
262,3,7:07.0,,K. Korver misses 3-pt jump shot from 24 ft,68,47
263,3,7:06.0,Defensive rebound by S. Curry,,68,47
264,3,6:56.0,S. Curry makes 2-pt layup at rim (assist by A. Bogut),,70,47
265,3,6:40.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),70,49
266,3,6:35.0,Turnover by D. Green (bad pass; steal by T. Hardaway),,70,49
267,3,6:31.0,,Personal foul by A. Bogut,70,49
268,3,6:31.0,,T. Sefolosha enters the game for K. Korver,70,49
269,3,6:23.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by J. Teague),70,51
270,3,6:10.0,K. Thompson misses 2-pt jump shot from 12 ft,,70,51
271,3,6:08.0,,Defensive rebound by Team,70,51
272,3,5:59.0,,Shooting foul by A. Bogut (drawn by J. Teague),70,51
273,3,5:59.0,,Atlanta full timeout,70,51
274,3,5:59.0,A. Iguodala enters the game for H. Barnes,,70,51
275,3,5:59.0,,J. Teague makes free throw 1 of 2,70,52
276,3,5:59.0,,J. Teague makes free throw 2 of 2,70,53
277,3,5:38.0,K. Thompson misses 3-pt jump shot from 23 ft,,70,53
278,3,5:37.0,,Defensive rebound by A. Horford,70,53
279,3,5:30.0,,Personal foul by K. Thompson,70,53
280,3,5:22.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by A. Horford),70,56
281,3,5:10.0,Personal foul by T. Hardaway,,70,56
282,3,5:10.0,L. Barbosa enters the game for K. Thompson,,70,56
283,3,5:03.0,Turnover by S. Curry (bad pass),,70,56
284,3,4:54.0,,Shooting foul by D. Green (drawn by P. Millsap),70,56
285,3,4:54.0,,P. Millsap makes free throw 1 of 2,70,57
286,3,4:54.0,,M. Scott enters the game for A. Horford,70,57
287,3,4:54.0,,P. Millsap misses free throw 2 of 2,70,57
288,3,4:54.0,Defensive rebound by D. Green,,70,57
289,3,4:46.0,S. Curry misses 3-pt jump shot from 24 ft,,70,57
290,3,4:45.0,,Defensive rebound by T. Hardaway,70,57
291,3,4:39.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by J. Teague),70,60
292,3,4:19.0,A. Iguodala misses 3-pt jump shot from 23 ft,,70,60
293,3,4:18.0,,Defensive rebound by M. Scott,70,60
294,3,4:11.0,,T. Hardaway misses 3-pt jump shot from 24 ft,70,60
295,3,4:09.0,Defensive rebound by A. Bogut,,70,60
296,3,4:02.0,S. Curry makes 2-pt jump shot from 10 ft (assist by D. Green),,72,60
297,3,3:50.0,,J. Teague misses 2-pt layup from 1 ft,72,60
298,3,3:50.0,,Offensive rebound by Team,72,60
299,3,3:50.0,,D. Schröder enters the game for J. Teague,72,60
300,3,3:50.0,B. Rush enters the game for A. Bogut,,72,60
301,3,3:50.0,,A. Horford enters the game for P. Millsap,72,60
302,3,3:40.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by M. Scott),72,63
303,3,3:23.0,D. Green misses 3-pt jump shot from 25 ft,,72,63
304,3,3:22.0,,Defensive rebound by D. Schröder,72,63
305,3,3:13.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),72,65
306,3,3:13.0,Golden State full timeout,,72,65
307,3,2:55.0,A. Iguodala misses 2-pt jump shot from 18 ft,,72,65
308,3,2:53.0,,Defensive rebound by T. Hardaway,72,65
309,3,2:36.0,,T. Hardaway makes 2-pt jump shot from 2 ft (assist by D. Schröder),72,67
310,3,2:22.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,74,67
311,3,2:08.0,,D. Schröder makes 3-pt jump shot from 24 ft,74,70
312,3,1:46.0,S. Curry makes 2-pt layup at rim (assist by D. Green),,76,70
313,3,1:39.0,,D. Schröder makes 2-pt jump shot from 18 ft,76,72
314,3,1:20.0,S. Curry misses 2-pt jump shot from 21 ft (block by A. Horford),,76,72
315,3,1:18.0,,Defensive rebound by M. Scott,76,72
316,3,1:07.0,,M. Scott misses 3-pt jump shot from 23 ft,76,72
317,3,1:05.0,Defensive rebound by Team,,76,72
318,3,0:55.0,D. Green misses 2-pt layup from 1 ft,,76,72
319,3,0:52.0,,Defensive rebound by A. Horford,76,72
320,3,0:48.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by A. Horford),76,75
321,3,0:36.0,A. Iguodala misses 3-pt jump shot from 23 ft,,76,75
322,3,0:34.0,,Defensive rebound by T. Sefolosha,76,75
323,3,0:27.0,,D. Schröder misses 3-pt jump shot from 26 ft,76,75
324,3,0:24.0,Defensive rebound by D. Green,,76,75
325,3,0:07.0,B. Rush misses 3-pt jump shot from 23 ft,,76,75
326,3,0:06.0,,Defensive rebound by D. Schröder,76,75
327,4,11:50.0,,A. Horford makes 2-pt layup at rim (assist by D. Schröder),76,77
328,4,11:32.0,Turnover by M. Speights (bad pass; steal by A. Horford),,76,77
329,4,11:12.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by A. Horford),76,80
330,4,10:53.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Livingston),,79,80
331,4,10:42.0,,D. Schröder misses 2-pt jump shot from 20 ft,79,80
332,4,10:40.0,Defensive rebound by A. Iguodala,,79,80
333,4,10:35.0,K. Thompson misses 3-pt jump shot from 25 ft,,79,80
334,4,10:32.0,,Defensive rebound by T. Sefolosha,79,80
335,4,10:20.0,,A. Horford misses 2-pt layup from 1 ft,79,80
336,4,10:19.0,,Offensive rebound by M. Scott,79,80
337,4,10:09.0,,D. Schröder makes 2-pt layup at rim,79,82
338,4,9:51.0,H. Barnes misses 3-pt jump shot from 23 ft,,79,82
339,4,9:50.0,,Defensive rebound by D. Schröder,79,82
340,4,9:42.0,,Personal foul by M. Speights,79,82
341,4,9:42.0,,K. Korver enters the game for T. Sefolosha,79,82
342,4,9:36.0,,A. Horford misses 2-pt jump shot from 19 ft,79,82
343,4,9:35.0,Defensive rebound by K. Thompson,,79,82
344,4,9:26.0,S. Livingston makes 2-pt jump shot from 15 ft (assist by K. Thompson),,81,82
345,4,9:02.0,,M. Scott misses 3-pt jump shot from 23 ft,81,82
346,4,9:01.0,Defensive rebound by H. Barnes,,81,82
347,4,8:45.0,K. Thompson misses 3-pt jump shot from 22 ft,,81,82
348,4,8:44.0,,Defensive rebound by M. Scott,81,82
349,4,8:32.0,,D. Schröder misses 3-pt jump shot from 23 ft,81,82
350,4,8:32.0,Defensive rebound by Team,,81,82
351,4,8:32.0,Official timeout,,81,82
352,4,8:32.0,,J. Teague enters the game for D. Schröder,81,82
353,4,8:32.0,,P. Millsap enters the game for T. Hardaway,81,82
354,4,8:32.0,,T. Sefolosha enters the game for M. Scott,81,82
355,4,8:32.0,A. Bogut enters the game for M. Speights,,81,82
356,4,8:18.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by H. Barnes),,84,82
357,4,7:56.0,,Personal foul by S. Livingston,84,82
358,4,7:56.0,D. Green enters the game for A. Iguodala,,84,82
359,4,7:43.0,,J. Teague misses 3-pt jump shot from 27 ft,84,82
360,4,7:39.0,Defensive rebound by K. Thompson,,84,82
361,4,7:21.0,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),,86,82
362,4,7:21.0,,Atlanta full timeout,86,82
363,4,6:58.0,,P. Millsap misses 2-pt dunk from 2 ft (block by A. Bogut),86,82
364,4,6:55.0,Defensive rebound by S. Livingston,,86,82
365,4,6:48.0,K. Thompson misses 3-pt jump shot from 23 ft (block by A. Horford),,86,82
366,4,6:48.0,Offensive rebound by Team,,86,82
367,4,6:44.0,K. Thompson misses 3-pt jump shot from 25 ft,,86,82
368,4,6:43.0,,Defensive rebound by P. Millsap,86,82
369,4,6:28.0,,J. Teague makes 2-pt jump shot from 17 ft,86,84
370,4,6:09.0,D. Green misses 3-pt jump shot from 24 ft,,86,84
371,4,6:07.0,,Defensive rebound by T. Sefolosha,86,84
372,4,6:00.0,,T. Sefolosha misses 2-pt layup from 1 ft (block by A. Bogut),86,84
373,4,5:58.0,Defensive rebound by D. Green,,86,84
374,4,5:52.0,K. Thompson makes 2-pt layup at rim (assist by D. Green),,88,84
375,4,5:41.0,,P. Millsap misses 3-pt jump shot from 23 ft,88,84
376,4,5:39.0,Defensive rebound by A. Bogut,,88,84
377,4,5:28.0,Turnover by K. Thompson (lost ball),,88,84
378,4,5:28.0,,T. Hardaway enters the game for A. Horford,88,84
379,4,5:28.0,,M. Scott enters the game for K. Korver,88,84
380,4,5:28.0,S. Curry enters the game for H. Barnes,,88,84
381,4,5:05.0,,Turnover by J. Teague (bad pass; steal by D. Green),88,84
382,4,4:56.0,Personal foul by J. Teague,,88,84
383,4,4:43.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,91,84
384,4,4:17.0,,J. Teague misses 2-pt layup at rim (block by A. Bogut),91,84
385,4,4:15.0,Defensive rebound by S. Curry,,91,84
386,4,4:12.0,Personal foul by T. Hardaway,,91,84
387,4,4:12.0,,D. Schröder enters the game for J. Teague,91,84
388,4,4:12.0,,K. Korver enters the game for T. Sefolosha,91,84
389,4,4:12.0,,A. Horford enters the game for M. Scott,91,84
