,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
0,1,11:33.0,P. Millsap misses 2-pt layup from 1 ft,,0,0
1,1,11:32.0,Offensive rebound by P. Millsap,,0,0
2,1,11:32.0,P. Millsap misses 2-pt layup from 1 ft,,0,0
3,1,11:31.0,,Defensive rebound by K. Love,0,0
4,1,11:09.0,,K. Love misses 2-pt jump shot from 9 ft,0,0
5,1,11:07.0,Defensive rebound by P. Millsap,,0,0
6,1,10:58.0,K. Bazemore makes 2-pt layup at rim (assist by A. Horford),,2,0
7,1,10:42.0,,K. Irving misses 2-pt layup at rim (block by P. Millsap),2,0
8,1,10:41.0,Defensive rebound by K. Bazemore,,2,0
9,1,10:35.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),,5,0
10,1,10:15.0,,Turnover by L. James (lost ball; steal by K. Bazemore),5,0
11,1,10:11.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),,8,0
12,1,10:11.0,,Cleveland full timeout,8,0
13,1,10:01.0,,Turnover by K. Irving (bad pass),8,0
14,1,10:00.0,Turnover by J. Teague (bad pass; steal by K. Love),,8,0
15,1,9:53.0,,L. James misses 2-pt layup from 1 ft (block by P. Millsap),8,0
16,1,9:51.0,Defensive rebound by A. Horford,,8,0
17,1,9:39.0,A. Horford makes 2-pt layup at rim (assist by J. Teague),,10,0
18,1,9:24.0,,K. Irving misses 2-pt jump shot from 5 ft,10,0
19,1,9:22.0,Defensive rebound by K. Bazemore,,10,0
20,1,9:15.0,Turnover by J. Teague (bad pass; steal by L. James),,10,0
21,1,9:09.0,,L. James makes 2-pt dunk at rim,10,2
22,1,8:57.0,A. Horford makes 2-pt jump shot from 12 ft,,12,2
23,1,8:41.0,,K. Love misses 3-pt jump shot from 22 ft,12,2
24,1,8:40.0,Defensive rebound by K. Korver,,12,2
25,1,8:29.0,K. Bazemore misses 3-pt jump shot from 24 ft,,12,2
26,1,8:29.0,,Defensive rebound by K. Love,12,2
27,1,8:13.0,,L. James makes 3-pt jump shot from 25 ft,12,5
28,1,8:01.0,Turnover by J. Teague (bad pass; steal by K. Irving),,12,5
29,1,7:53.0,,L. James makes 3-pt jump shot from 25 ft (assist by K. Love),12,8
30,1,7:37.0,Turnover by K. Bazemore (lost ball; steal by K. Love),,12,8
31,1,7:33.0,,L. James misses 3-pt jump shot from 26 ft,12,8
32,1,7:28.0,Defensive rebound by K. Korver,,12,8
33,1,7:23.0,K. Bazemore makes 2-pt jump shot from 8 ft,,14,8
34,1,7:05.0,,T. Thompson misses 2-pt jump shot from 7 ft (block by A. Horford),14,8
35,1,7:05.0,Defensive rebound by Team,,14,8
36,1,6:54.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,16,8
37,1,6:28.0,,K. Irving misses 2-pt jump shot from 10 ft,16,8
38,1,6:27.0,Defensive rebound by P. Millsap,,16,8
39,1,6:15.0,P. Millsap misses 3-pt jump shot from 25 ft,,16,8
40,1,6:14.0,,Defensive rebound by K. Love,16,8
41,1,6:06.0,,J. Smith misses 2-pt jump shot from 14 ft,16,8
42,1,6:03.0,Defensive rebound by A. Horford,,16,8
43,1,5:48.0,A. Horford misses 3-pt jump shot from 25 ft,,16,8
44,1,5:48.0,,Defensive rebound by Team,16,8
45,1,5:34.0,,T. Thompson misses 2-pt jump shot from 5 ft (block by A. Horford),16,8
46,1,5:32.0,Defensive rebound by A. Horford,,16,8
47,1,5:19.0,P. Millsap misses 2-pt jump shot from 7 ft,,16,8
48,1,5:17.0,,Defensive rebound by K. Love,16,8
49,1,5:08.0,,K. Irving makes 2-pt jump shot from 20 ft,16,10
50,1,5:08.0,Atlanta full timeout,,16,10
51,1,5:08.0,T. Sefolosha enters the game for A. Horford,,16,10
52,1,5:08.0,K. Humphries enters the game for K. Bazemore,,16,10
53,1,4:44.0,J. Teague makes 2-pt layup at rim,,18,10
54,1,4:33.0,T. Hardaway enters the game for K. Korver,,18,10
55,1,4:29.0,,J. Smith misses 3-pt jump shot from 25 ft,18,10
56,1,4:28.0,Defensive rebound by T. Sefolosha,,18,10
57,1,4:05.0,J. Teague makes 2-pt layup from 2 ft,,20,10
58,1,3:54.0,,K. Irving makes 2-pt jump shot from 18 ft,20,12
59,1,3:43.0,J. Teague makes 2-pt layup at rim (assist by K. Humphries),,22,12
60,1,3:28.0,,K. Irving makes 2-pt jump shot from 4 ft,22,14
61,1,3:08.0,J. Teague misses 2-pt jump shot from 22 ft,,22,14
62,1,3:07.0,,Defensive rebound by T. Thompson,22,14
63,1,2:58.0,,Turnover by K. Irving (bad pass; steal by T. Sefolosha),22,14
64,1,2:53.0,Shooting foul by J. Smith (drawn by P. Millsap),,22,14
65,1,2:53.0,P. Millsap makes free throw 1 of 2,,23,14
66,1,2:53.0,D. Schröder enters the game for J. Teague,,23,14
67,1,2:53.0,,M. Dellavedova enters the game for K. Love,23,14
68,1,2:53.0,P. Millsap misses free throw 2 of 2,,23,14
69,1,2:52.0,,Defensive rebound by M. Dellavedova,23,14
70,1,2:32.0,,M. Dellavedova makes 2-pt jump shot from 5 ft (assist by L. James),23,16
71,1,2:22.0,T. Hardaway misses 3-pt jump shot from 26 ft,,23,16
72,1,2:21.0,,Defensive rebound by K. Irving,23,16
73,1,2:12.0,,K. Irving misses 2-pt jump shot from 19 ft,23,16
74,1,2:11.0,Defensive rebound by T. Hardaway,,23,16
75,1,1:49.0,Shooting foul by T. Thompson (drawn by K. Humphries),,23,16
76,1,1:49.0,K. Humphries misses free throw 1 of 2,,23,16
77,1,1:49.0,Offensive rebound by Team,,23,16
78,1,1:49.0,,R. Jefferson enters the game for L. James,23,16
79,1,1:49.0,M. Scott enters the game for P. Millsap,,23,16
80,1,1:49.0,K. Humphries makes free throw 2 of 2,,24,16
81,1,1:39.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by T. Thompson),24,19
82,1,1:17.0,K. Humphries misses 2-pt jump shot from 8 ft,,24,19
83,1,1:17.0,,Defensive rebound by T. Thompson,24,19
84,1,1:06.0,,K. Irving misses 3-pt jump shot from 25 ft,24,19
85,1,1:06.0,Defensive rebound by K. Humphries,,24,19
86,1,1:04.0,Turnover by K. Humphries (bad pass; steal by K. Irving),,24,19
87,1,0:56.0,,J. Smith misses 3-pt jump shot from 25 ft,24,19
88,1,0:56.0,Defensive rebound by K. Humphries,,24,19
89,1,0:50.0,T. Hardaway makes 2-pt jump shot from 12 ft,,26,19
90,1,0:35.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),26,22
91,1,0:24.0,D. Schröder misses 3-pt jump shot from 22 ft,,26,22
92,1,0:23.0,,Defensive rebound by R. Jefferson,26,22
93,1,0:00.0,,M. Dellavedova misses 2-pt jump shot from 14 ft,26,22
94,1,0:00.0,,Offensive rebound by Team,26,22
95,2,11:34.0,,C. Frye makes 3-pt jump shot from 22 ft (assist by L. James),26,25
96,2,11:17.0,A. Horford makes 2-pt jump shot from 19 ft (assist by M. Scott),,28,25
97,2,10:55.0,,M. Dellavedova makes 2-pt layup from 1 ft,28,27
98,2,10:41.0,D. Schröder misses 2-pt jump shot from 16 ft,,28,27
99,2,10:41.0,,Defensive rebound by C. Frye,28,27
100,2,10:31.0,,Personal foul by D. Schröder,28,27
101,2,10:31.0,K. Bazemore enters the game for T. Hardaway,,28,27
102,2,10:21.0,,C. Frye misses 3-pt jump shot from 23 ft,28,27
103,2,10:20.0,Defensive rebound by K. Bazemore,,28,27
104,2,10:00.0,D. Schröder misses 3-pt jump shot from 23 ft,,28,27
105,2,9:59.0,,Defensive rebound by L. James,28,27
106,2,9:55.0,K. Korver enters the game for T. Sefolosha,,28,27
107,2,9:46.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),28,30
108,2,9:27.0,D. Schröder makes 2-pt jump shot from 7 ft,,30,30
109,2,9:27.0,Shooting foul by M. Dellavedova (drawn by D. Schröder),,30,30
110,2,9:27.0,D. Schröder misses free throw 1 of 1,,30,30
111,2,9:26.0,,Defensive rebound by Team,30,30
112,2,9:13.0,,Turnover by L. James (bad pass),30,30
113,2,8:59.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),,33,30
114,2,8:38.0,,L. James makes 2-pt dunk at rim (assist by J. McRae),33,32
115,2,8:18.0,Personal foul by R. Jefferson,,33,32
116,2,8:18.0,Official timeout,,33,32
117,2,8:18.0,K. Bazemore makes free throw 1 of 2,,34,32
118,2,8:18.0,K. Bazemore makes free throw 2 of 2,,35,32
119,2,8:06.0,,Offensive foul by L. James (drawn by D. Schröder),35,32
120,2,8:06.0,,Turnover by L. James (offensive foul),35,32
121,2,7:57.0,A. Horford misses 3-pt jump shot from 25 ft,,35,32
122,2,7:55.0,Offensive rebound by D. Schröder,,35,32
123,2,7:42.0,K. Bazemore makes 3-pt jump shot from 29 ft (assist by D. Schröder),,38,32
124,2,7:20.0,,C. Frye makes 2-pt hook shot from 7 ft,38,34
125,2,7:16.0,Personal foul by C. Frye,,38,34
126,2,7:07.0,A. Horford misses 2-pt jump shot from 18 ft,,38,34
127,2,7:07.0,,Defensive rebound by L. James,38,34
128,2,7:04.0,,Turnover by C. Frye (step out of bounds),38,34
129,2,7:04.0,J. Teague enters the game for D. Schröder,,38,34
130,2,6:43.0,,Offensive charge foul by K. Bazemore (drawn by R. Jefferson),38,34
131,2,6:43.0,Turnover by K. Bazemore (offensive foul),,38,34
132,2,6:43.0,P. Millsap enters the game for A. Horford,,38,34
133,2,6:43.0,,K. Love enters the game for C. Frye,38,34
134,2,6:43.0,,K. Irving enters the game for M. Dellavedova,38,34
135,2,6:36.0,,J. Smith enters the game for J. McRae,38,34
136,2,6:25.0,,L. James makes 2-pt layup at rim,38,36
137,2,6:25.0,,Shooting foul by J. Teague (drawn by L. James),38,36
138,2,6:25.0,,L. James makes free throw 1 of 1,38,37
139,2,6:18.0,Turnover by J. Teague (offensive foul),,38,37
140,2,6:18.0,Offensive foul by J. Teague (drawn by K. Irving),,38,37
141,2,5:59.0,,K. Irving misses 3-pt jump shot from 25 ft,38,37
142,2,5:59.0,Defensive rebound by K. Korver,,38,37
143,2,5:44.0,P. Millsap makes 2-pt jump shot from 7 ft,,40,37
144,2,5:24.0,,K. Irving makes 2-pt layup at rim (assist by L. James),40,39
145,2,5:16.0,Atlanta full timeout,,40,39
146,2,5:16.0,A. Horford enters the game for M. Scott,,40,39
147,2,5:10.0,J. Teague misses 2-pt layup from 2 ft,,40,39
148,2,5:08.0,Offensive rebound by P. Millsap,,40,39
149,2,5:06.0,Turnover by K. Korver (step out of bounds),,40,39
150,2,4:57.0,Violation by K. Bazemore (kicked ball),,40,39
151,2,4:57.0,T. Sefolosha enters the game for K. Korver,,40,39
152,2,4:57.0,,T. Thompson enters the game for R. Jefferson,40,39
153,2,4:48.0,,Offensive foul by K. Love (drawn by P. Millsap),40,39
154,2,4:48.0,,Turnover by K. Love (offensive foul),40,39
155,2,4:35.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,40,39
