,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA LAKERS_ACTION,MIAMI_SCORE,LA LAKERS_SCORE
170,2,6:25.0,,M. Huertas misses 2-pt layup from 1 ft,34,30
171,2,6:24.0,Defensive rebound by H. Whiteside,,34,30
172,2,6:21.0,D. Wade makes 2-pt jump shot from 7 ft,,36,30
173,2,5:56.0,,J. Clarkson makes 2-pt jump shot from 10 ft,36,32
174,2,5:34.0,J. Johnson makes 2-pt jump shot from 16 ft,,38,32
175,2,5:19.0,,Offensive foul by J. Randle (drawn by J. Winslow),38,32
176,2,5:19.0,,Turnover by J. Randle (offensive foul),38,32
177,2,5:19.0,,LA Lakers full timeout,38,32
178,2,5:19.0,,D. Russell enters the game for B. Bass,38,32
179,2,5:19.0,,R. Hibbert enters the game for M. Huertas,38,32
180,2,5:11.0,Personal foul by D. Russell,,38,32
181,2,5:03.0,J. Johnson makes 2-pt jump shot from 14 ft,,40,32
182,2,4:46.0,,J. Clarkson misses 2-pt jump shot from 7 ft,40,32
183,2,4:43.0,Defensive rebound by D. Wade,,40,32
184,2,4:31.0,J. Richardson misses 3-pt jump shot from 25 ft,,40,32
185,2,4:30.0,,Defensive rebound by Team,40,32
186,2,4:06.0,,R. Kelly misses 2-pt layup at rim,40,32
187,2,4:04.0,,Offensive rebound by R. Hibbert,40,32
188,2,4:04.0,,R. Hibbert makes 2-pt layup from 1 ft,40,34
189,2,3:47.0,Turnover by H. Whiteside (bad pass; steal by J. Randle),,40,34
190,2,3:31.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by J. Randle),40,37
191,2,3:30.0,Miami full timeout,,40,37
192,2,3:30.0,,L. Nance enters the game for R. Kelly,40,37
193,2,3:30.0,L. Deng enters the game for J. Richardson,,40,37
194,2,3:30.0,G. Dragić enters the game for J. Winslow,,40,37
195,2,3:12.0,Shooting foul by J. Randle (drawn by L. Deng),,40,37
196,2,3:12.0,L. Deng makes free throw 1 of 2,,41,37
197,2,3:12.0,L. Deng makes free throw 2 of 2,,42,37
198,2,2:55.0,,J. Randle misses 2-pt jump shot from 5 ft (block by H. Whiteside),42,37
199,2,2:53.0,Defensive rebound by J. Johnson,,42,37
200,2,2:50.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),,44,37
201,2,2:34.0,,D. Russell misses 2-pt jump shot from 3 ft,44,37
202,2,2:33.0,Defensive rebound by J. Johnson,,44,37
203,2,2:31.0,Turnover by J. Johnson (bad pass; steal by J. Clarkson),,44,37
204,2,2:12.0,,L. Nance makes 2-pt layup from 2 ft,44,39
205,2,1:55.0,H. Whiteside makes 2-pt jump shot from 18 ft (assist by G. Dragić),,46,39
206,2,1:41.0,,D. Russell misses 2-pt jump shot from 9 ft,46,39
207,2,1:39.0,Defensive rebound by H. Whiteside,,46,39
208,2,1:26.0,D. Wade misses 2-pt jump shot from 12 ft,,46,39
209,2,1:24.0,,Defensive rebound by J. Clarkson,46,39
210,2,1:18.0,,J. Clarkson makes 2-pt layup at rim,46,41
211,2,0:57.0,L. Deng makes 2-pt jump shot from 19 ft,,48,41
212,2,0:44.0,,J. Clarkson misses 3-pt jump shot from 25 ft,48,41
213,2,0:43.0,,Offensive rebound by Team,48,41
214,2,0:24.0,,J. Clarkson misses 2-pt layup from 2 ft (block by H. Whiteside),48,41
215,2,0:22.0,Defensive rebound by L. Deng,,48,41
216,2,0:16.0,J. Johnson misses 3-pt jump shot from 23 ft,,48,41
217,2,0:13.0,,Defensive rebound by J. Randle,48,41
218,2,0:04.0,,Personal foul by G. Dragić,48,41
219,2,0:04.0,J. Richardson enters the game for G. Dragić,,48,41
220,3,11:47.0,Turnover by J. Johnson (bad pass),,48,41
221,3,11:30.0,,Shooting foul by A. Stoudemire (drawn by J. Clarkson),48,41
222,3,11:30.0,,J. Clarkson makes free throw 1 of 2,48,42
223,3,11:30.0,,J. Clarkson makes free throw 2 of 2,48,43
224,3,11:18.0,L. Deng makes 3-pt jump shot from 24 ft (assist by G. Dragić),,51,43
225,3,10:59.0,,Turnover by R. Hibbert (traveling),51,43
226,3,10:49.0,G. Dragić misses 2-pt jump shot from 13 ft,,51,43
227,3,10:47.0,,Defensive rebound by J. Randle,51,43
228,3,10:37.0,,D. Russell misses 2-pt layup from 2 ft (block by A. Stoudemire),51,43
229,3,10:36.0,,Offensive rebound by R. Hibbert,51,43
230,3,10:36.0,,Personal foul by A. Stoudemire,51,43
231,3,10:27.0,,Shooting foul by G. Dragić (drawn by D. Russell),51,43
232,3,10:27.0,,D. Russell makes free throw 1 of 2,51,44
233,3,10:27.0,,D. Russell misses free throw 2 of 2,51,44
234,3,10:24.0,Defensive rebound by A. Stoudemire,,51,44
235,3,10:21.0,Personal foul by D. Russell,,51,44
236,3,10:12.0,Turnover by J. Johnson (bad pass; steal by R. Hibbert),,51,44
237,3,10:07.0,,D. Russell makes 2-pt jump shot from 15 ft (assist by L. Nance),51,46
238,3,9:51.0,Turnover by D. Wade (bad pass; steal by D. Russell),,51,46
239,3,9:46.0,,J. Randle makes 2-pt layup at rim (assist by D. Russell),51,48
240,3,9:28.0,D. Wade misses 2-pt jump shot from 16 ft,,51,48
241,3,9:27.0,,Defensive rebound by J. Clarkson,51,48
242,3,9:20.0,,J. Clarkson misses 2-pt layup from 2 ft (block by D. Wade),51,48
243,3,9:19.0,,Offensive rebound by J. Clarkson,51,48
244,3,9:15.0,,L. Nance misses 2-pt jump shot from 7 ft,51,48
245,3,9:14.0,,Offensive rebound by R. Hibbert,51,48
246,3,9:10.0,,D. Russell misses 3-pt jump shot from 24 ft,51,48
247,3,9:09.0,,Offensive rebound by J. Clarkson,51,48
248,3,9:05.0,,J. Clarkson misses 2-pt layup from 2 ft,51,48
249,3,9:04.0,Defensive rebound by J. Johnson,,51,48
250,3,8:56.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),,53,48
251,3,8:34.0,,J. Randle misses 2-pt layup from 1 ft,53,48
252,3,8:31.0,Defensive rebound by D. Wade,,53,48
253,3,8:10.0,A. Stoudemire misses 2-pt jump shot from 15 ft,,53,48
254,3,8:09.0,,Defensive rebound by J. Randle,53,48
255,3,7:53.0,,R. Hibbert makes 2-pt jump shot from 4 ft,53,50
256,3,7:30.0,L. Deng misses 3-pt jump shot from 22 ft,,53,50
257,3,7:29.0,,Defensive rebound by D. Russell,53,50
258,3,7:18.0,,D. Russell makes 2-pt jump shot from 15 ft,53,52
259,3,7:17.0,Violation by Team (jump ball),,53,52
260,3,7:05.0,Shooting foul by L. Nance (drawn by J. Johnson),,53,52
261,3,7:05.0,J. Johnson makes free throw 1 of 2,,54,52
262,3,7:05.0,J. Johnson makes free throw 2 of 2,,55,52
263,3,6:51.0,,J. Clarkson makes 2-pt jump shot from 4 ft,55,54
264,3,6:31.0,H. Whiteside enters the game for A. Stoudemire,,55,54
265,3,6:31.0,J. Richardson enters the game for G. Dragić,,55,54
266,3,6:25.0,J. Richardson misses 2-pt jump shot from 5 ft (block by R. Hibbert),,55,54
267,3,6:24.0,Offensive rebound by J. Richardson,,55,54
268,3,6:22.0,J. Richardson misses 2-pt layup from 2 ft (block by R. Hibbert),,55,54
269,3,6:22.0,,Defensive rebound by R. Hibbert,55,54
270,3,6:22.0,,Personal foul by J. Richardson,55,54
271,3,6:10.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by J. Randle),55,57
272,3,5:46.0,L. Deng misses 2-pt layup from 2 ft (block by R. Hibbert),,55,57
273,3,5:44.0,Offensive rebound by L. Deng,,55,57
274,3,5:42.0,L. Deng misses 2-pt layup from 2 ft (block by L. Nance),,55,57
275,3,5:42.0,Offensive rebound by L. Deng,,55,57
276,3,5:42.0,Turnover by Team (shot clock),,55,57
277,3,5:42.0,,LA Lakers full timeout,55,57
278,3,5:42.0,J. Winslow enters the game for L. Deng,,55,57
279,3,5:22.0,,J. Randle makes 2-pt dunk at rim (assist by J. Clarkson),55,59
280,3,5:02.0,J. Richardson misses 3-pt jump shot from 23 ft,,55,59
281,3,5:01.0,,Defensive rebound by J. Randle,55,59
282,3,4:53.0,,D. Russell misses 3-pt jump shot from 26 ft,55,59
283,3,4:50.0,Defensive rebound by Team,,55,59
284,3,4:39.0,Offensive foul by H. Whiteside (drawn by J. Clarkson),,55,59
285,3,4:39.0,Turnover by H. Whiteside (offensive foul),,55,59
286,3,4:39.0,,R. Kelly enters the game for L. Nance,55,59
287,3,4:16.0,,J. Clarkson misses 2-pt jump shot from 19 ft,55,59
288,3,4:15.0,Defensive rebound by Team,,55,59
289,3,4:15.0,,M. Huertas enters the game for J. Clarkson,55,59
290,3,4:15.0,,L. Williams enters the game for D. Russell,55,59
291,3,3:57.0,H. Whiteside makes 2-pt hook shot from 5 ft,,57,59
292,3,3:46.0,,R. Kelly makes 2-pt jump shot from 14 ft (assist by M. Huertas),57,61
293,3,3:26.0,J. Winslow makes 2-pt jump shot from 18 ft (assist by J. Richardson),,59,61
294,3,3:08.0,,R. Hibbert misses 2-pt jump shot from 5 ft,59,61
295,3,3:07.0,Defensive rebound by D. Wade,,59,61
296,3,3:00.0,D. Wade makes 2-pt jump shot from 12 ft,,61,61
297,3,2:44.0,,R. Hibbert misses 2-pt jump shot from 18 ft,61,61
298,3,2:43.0,,Offensive rebound by J. Randle,61,61
299,3,2:41.0,,Shooting foul by J. Winslow (drawn by J. Randle),61,61
300,3,2:41.0,Miami full timeout,,61,61
301,3,2:41.0,,B. Bass enters the game for R. Hibbert,61,61
302,3,2:41.0,G. Dragić enters the game for J. Johnson,,61,61
303,3,2:41.0,L. Deng enters the game for D. Wade,,61,61
304,3,2:41.0,,J. Randle makes free throw 1 of 2,61,62
305,3,2:41.0,,J. Randle makes free throw 2 of 2,61,63
306,3,2:29.0,Turnover by J. Winslow (bad pass),,61,63
307,3,2:19.0,,B. Bass makes 2-pt dunk at rim (assist by J. Randle),61,65
308,3,2:19.0,,Shooting foul by H. Whiteside (drawn by B. Bass),61,65
309,3,2:19.0,,B. Bass misses free throw 1 of 1,61,65
310,3,2:18.0,Defensive rebound by H. Whiteside,,61,65
311,3,2:08.0,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),,63,65
312,3,2:08.0,Shooting foul by M. Huertas (drawn by H. Whiteside),,63,65
313,3,2:08.0,H. Whiteside makes free throw 1 of 1,,64,65
314,3,1:52.0,,M. Huertas misses 2-pt jump shot from 7 ft,64,65
315,3,1:49.0,Defensive rebound by J. Winslow,,64,65
316,3,1:44.0,G. Dragić misses 2-pt layup from 1 ft,,64,65
317,3,1:44.0,Offensive rebound by H. Whiteside,,64,65
318,3,1:44.0,Personal foul by J. Randle,,64,65
319,3,1:35.0,G. Dragić misses 2-pt jump shot from 13 ft,,64,65
320,3,1:33.0,Offensive rebound by H. Whiteside,,64,65
321,3,1:33.0,Turnover by H. Whiteside (traveling),,64,65
322,3,1:22.0,,L. Williams misses 3-pt jump shot from 24 ft,64,65
323,3,1:20.0,Defensive rebound by H. Whiteside,,64,65
324,3,1:07.0,H. Whiteside misses 2-pt hook shot from 4 ft,,64,65
325,3,1:06.0,,Defensive rebound by J. Randle,64,65
326,3,0:50.0,,J. Randle misses 2-pt layup from 1 ft,64,65
327,3,0:50.0,Defensive rebound by Team,,64,65
328,3,0:50.0,,Loose ball foul by J. Randle,64,65
329,3,0:50.0,J. Winslow makes free throw 1 of 2,,65,65
330,3,0:50.0,,R. Hibbert enters the game for J. Randle,65,65
331,3,0:50.0,J. Winslow misses free throw 2 of 2,,65,65
332,3,0:49.0,,Defensive rebound by R. Kelly,65,65
333,3,0:31.0,,Turnover by L. Williams (lost ball; steal by L. Deng),65,65
334,3,0:27.0,G. Dragić makes 2-pt layup from 1 ft (assist by J. Winslow),,67,65
335,3,0:03.0,,R. Hibbert makes 2-pt hook shot from 5 ft (assist by M. Huertas),67,67
336,3,0:01.0,J. Richardson misses 3-pt jump shot from 35 ft,,67,67
337,3,0:00.0,Offensive rebound by Team,,67,67
338,4,11:42.0,,R. Kelly misses 2-pt jump shot from 15 ft,67,67
339,4,11:39.0,,Offensive rebound by R. Hibbert,67,67
340,4,11:39.0,,R. Hibbert makes 2-pt layup from 2 ft,67,69
341,4,11:23.0,L. Deng misses 2-pt jump shot from 6 ft,,67,69
342,4,11:21.0,Offensive rebound by H. Whiteside,,67,69
343,4,11:20.0,Shooting foul by R. Hibbert (drawn by H. Whiteside),,67,69
344,4,11:20.0,H. Whiteside misses free throw 1 of 2,,67,69
345,4,11:20.0,Offensive rebound by Team,,67,69
346,4,11:20.0,H. Whiteside makes free throw 2 of 2,,68,69
347,4,10:59.0,,R. Kelly misses 2-pt jump shot from 18 ft,68,69
348,4,10:57.0,Defensive rebound by L. Deng,,68,69
349,4,10:50.0,J. Richardson misses 2-pt jump shot from 13 ft,,68,69
350,4,10:49.0,,Defensive rebound by R. Hibbert,68,69
351,4,10:45.0,,Shooting block foul by G. Dragić (drawn by L. Williams),68,69
352,4,10:45.0,,L. Williams makes free throw 1 of 2,68,70
353,4,10:45.0,,L. Williams misses free throw 2 of 2,68,70
354,4,10:44.0,Defensive rebound by H. Whiteside,,68,70
355,4,10:40.0,Turnover by G. Dragić (lost ball; steal by M. Huertas),,68,70
356,4,10:30.0,,Shooting foul by J. Winslow (drawn by B. Bass),68,70
357,4,10:30.0,,B. Bass makes free throw 1 of 2,68,71
358,4,10:30.0,,B. Bass makes free throw 2 of 2,68,72
359,4,10:20.0,J. Richardson misses 2-pt jump shot from 10 ft,,68,72
360,4,10:19.0,,Defensive rebound by R. Hibbert,68,72
361,4,10:12.0,,M. Huertas makes 2-pt jump shot from 6 ft (assist by R. Kelly),68,74
362,4,10:12.0,Miami full timeout,,68,74
363,4,9:55.0,L. Deng makes 2-pt layup from 1 ft (assist by J. Richardson),,70,74
364,4,9:37.0,,R. Hibbert makes 2-pt jump shot from 6 ft,70,76
365,4,9:16.0,L. Deng misses 2-pt jump shot from 14 ft,,70,76
366,4,9:14.0,Offensive rebound by L. Deng,,70,76
367,4,9:14.0,Shooting foul by M. Huertas (drawn by L. Deng),,70,76
368,4,9:14.0,L. Deng misses free throw 1 of 2,,70,76
369,4,9:14.0,Offensive rebound by Team,,70,76
370,4,9:14.0,L. Deng misses free throw 2 of 2,,70,76
371,4,9:13.0,,Defensive rebound by R. Kelly,70,76
372,4,8:55.0,,M. Huertas makes 2-pt layup from 3 ft,70,78
373,4,8:42.0,H. Whiteside makes 2-pt jump shot from 14 ft (assist by G. Dragić),,72,78
374,4,8:27.0,,M. Huertas misses 2-pt jump shot from 3 ft,72,78
375,4,8:27.0,Defensive rebound by Team,,72,78
376,4,8:27.0,,Loose ball foul by B. Bass,72,78
377,4,8:27.0,D. Wade enters the game for G. Dragić,,72,78
378,4,8:27.0,,J. Clarkson enters the game for L. Williams,72,78
379,4,8:27.0,,D. Russell enters the game for M. Huertas,72,78
380,4,8:09.0,Shooting foul by R. Kelly (drawn by H. Whiteside),,72,78
381,4,8:09.0,H. Whiteside makes free throw 1 of 2,,73,78
382,4,8:09.0,H. Whiteside makes free throw 2 of 2,,74,78
383,4,7:45.0,,R. Hibbert misses 2-pt jump shot from 12 ft,74,78
384,4,7:44.0,Defensive rebound by L. Deng,,74,78
385,4,7:30.0,Turnover by D. Wade (bad pass; steal by R. Hibbert),,74,78
386,4,7:21.0,,D. Russell misses 2-pt jump shot from 13 ft,74,78
387,4,7:20.0,,Offensive rebound by R. Hibbert,74,78
388,4,7:02.0,,J. Clarkson misses 3-pt jump shot from 25 ft,74,78
389,4,7:01.0,Defensive rebound by J. Winslow,,74,78
390,4,6:56.0,J. Winslow makes 2-pt layup at rim,,76,78
391,4,6:56.0,,LA Lakers full timeout,76,78
392,4,6:56.0,,L. Nance enters the game for B. Bass,76,78
