,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MEMPHIS_ACTION,GOLDEN STATE_SCORE,MEMPHIS_SCORE
30,1,6:59.0,S. Curry makes 2-pt jump shot from 17 ft,,15,17
31,1,6:44.0,,Turnover by Z. Randolph (traveling),15,17
32,1,6:36.0,K. Thompson makes 2-pt layup from 2 ft,,17,17
33,1,6:36.0,Shooting foul by V. Carter (drawn by K. Thompson),,17,17
34,1,6:36.0,K. Thompson makes free throw 1 of 1,,18,17
35,1,6:34.0,,Turnover by M. Barnes (bad pass; steal by K. Thompson),18,17
36,1,6:28.0,S. Curry misses 3-pt jump shot from 24 ft,,18,17
37,1,6:27.0,,Defensive rebound by M. Barnes,18,17
38,1,6:14.0,,L. Stephenson misses 2-pt jump shot from 13 ft,18,17
39,1,6:11.0,Defensive rebound by S. Curry,,18,17
40,1,6:07.0,S. Curry misses 3-pt jump shot from 24 ft,,18,17
41,1,6:04.0,,Defensive rebound by M. Barnes,18,17
42,1,6:01.0,,Memphis full timeout,18,17
43,1,6:01.0,A. Iguodala enters the game for H. Barnes,,18,17
44,1,5:44.0,,M. Barnes misses 2-pt jump shot from 11 ft,18,17
45,1,5:41.0,,Offensive rebound by V. Carter,18,17
46,1,5:32.0,,Z. Randolph misses 2-pt jump shot from 18 ft,18,17
47,1,5:30.0,Defensive rebound by A. Iguodala,,18,17
48,1,5:22.0,Personal foul by J. Farmar,,18,17
49,1,5:12.0,F. Ezeli makes 2-pt dunk at rim (assist by S. Curry),,20,17
50,1,4:55.0,Violation by F. Ezeli (def goaltending),,20,17
51,1,4:55.0,,L. Stephenson makes 2-pt layup at rim (assist by M. Barnes),20,19
52,1,4:44.0,F. Ezeli makes 2-pt dunk at rim (assist by S. Curry),,22,19
53,1,4:23.0,,J. Farmar misses 3-pt jump shot from 24 ft,22,19
54,1,4:22.0,Defensive rebound by S. Curry,,22,19
55,1,4:15.0,S. Curry makes 2-pt layup from 1 ft,,24,19
56,1,4:03.0,,M. Barnes misses 2-pt layup from 3 ft,24,19
57,1,4:00.0,Defensive rebound by A. Iguodala,,24,19
58,1,3:51.0,D. Green makes 2-pt dunk at rim,,26,19
59,1,3:29.0,,V. Carter makes 2-pt jump shot from 22 ft (assist by Z. Randolph),26,21
60,1,3:17.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,28,21
61,1,3:01.0,,L. Stephenson misses 2-pt jump shot from 16 ft,28,21
62,1,3:00.0,,Offensive rebound by Z. Randolph,28,21
63,1,2:53.0,,Personal foul by S. Curry,28,21
64,1,2:53.0,A. Varejão enters the game for K. Thompson,,28,21
65,1,2:53.0,L. Barbosa enters the game for F. Ezeli,,28,21
66,1,2:53.0,,P. Hairston enters the game for J. Farmar,28,21
67,1,2:53.0,,X. Munford enters the game for L. Stephenson,28,21
68,1,2:53.0,,J. Green enters the game for V. Carter,28,21
69,1,2:38.0,,P. Hairston misses 3-pt jump shot from 23 ft,28,21
70,1,2:37.0,Defensive rebound by S. Curry,,28,21
71,1,2:24.0,S. Curry misses 3-pt jump shot from 23 ft,,28,21
72,1,2:23.0,,Defensive rebound by P. Hairston,28,21
73,1,2:18.0,,P. Hairston makes 2-pt layup from 3 ft,28,23
74,1,2:18.0,,Shooting foul by L. Barbosa (drawn by P. Hairston),28,23
75,1,2:18.0,,C. Andersen enters the game for Z. Randolph,28,23
76,1,2:18.0,,P. Hairston makes free throw 1 of 1,28,24
77,1,2:02.0,S. Curry misses 2-pt layup from 3 ft,,28,24
78,1,1:58.0,,Defensive rebound by C. Andersen,28,24
79,1,1:39.0,,X. Munford misses 3-pt jump shot from 24 ft,28,24
80,1,1:38.0,Defensive rebound by D. Green,,28,24
81,1,1:31.0,A. Iguodala misses 2-pt jump shot from 14 ft,,28,24
82,1,1:29.0,,Defensive rebound by M. Barnes,28,24
83,1,1:22.0,,M. Barnes makes 2-pt jump shot from 13 ft,28,26
84,1,1:13.0,S. Livingston enters the game for S. Curry,,28,26
85,1,1:10.0,Turnover by D. Green (bad pass; steal by X. Munford),,28,26
86,1,1:01.0,,J. Green misses 2-pt jump shot from 18 ft,28,26
87,1,1:00.0,Defensive rebound by A. Varejão,,28,26
88,1,0:53.0,Turnover by D. Green (bad pass; steal by C. Andersen),,28,26
89,1,0:49.0,,M. Barnes makes 2-pt dunk at rim (assist by X. Munford),28,28
90,1,0:30.0,D. Green makes 3-pt jump shot from 26 ft,,31,28
91,1,0:10.0,,X. Munford misses 2-pt jump shot from 13 ft,31,28
92,1,0:07.0,,Offensive rebound by X. Munford,31,28
93,1,0:07.0,,X. Munford misses 2-pt jump shot from 8 ft,31,28
94,1,0:05.0,Defensive rebound by A. Varejão,,31,28
95,1,0:00.0,L. Barbosa misses 3-pt jump shot from 22 ft,,31,28
96,1,0:00.0,Offensive rebound by Team,,31,28
97,2,11:48.0,,Shooting foul by H. Barnes (drawn by J. Green),31,28
98,2,11:48.0,,J. Green makes free throw 1 of 2,31,29
99,2,11:48.0,,J. Green makes free throw 2 of 2,31,30
100,2,11:22.0,H. Barnes misses 3-pt jump shot from 27 ft,,31,30
101,2,11:21.0,,Defensive rebound by X. Munford,31,30
102,2,11:09.0,,M. Barnes misses 2-pt layup from 2 ft (block by B. Rush),31,30
103,2,11:07.0,Defensive rebound by A. Varejão,,31,30
104,2,11:00.0,A. Varejão misses 2-pt jump shot from 18 ft,,31,30
105,2,10:59.0,,Defensive rebound by C. Andersen,31,30
106,2,10:41.0,,J. Green misses 2-pt jump shot from 10 ft,31,30
107,2,10:38.0,Defensive rebound by A. Varejão,,31,30
108,2,10:34.0,Turnover by B. Rush (lost ball; steal by J. Green),,31,30
109,2,10:31.0,,Shooting foul by B. Rush (drawn by J. Green),31,30
110,2,10:31.0,,J. Green makes free throw 1 of 2,31,31
111,2,10:31.0,,V. Carter enters the game for M. Barnes,31,31
112,2,10:31.0,,J. Green misses free throw 2 of 2,31,31
113,2,10:30.0,Defensive rebound by A. Varejão,,31,31
114,2,10:09.0,H. Barnes makes 2-pt jump shot from 4 ft,,33,31
115,2,9:51.0,,Personal foul by H. Barnes,33,31
116,2,9:51.0,,J. Martin enters the game for J. Green,33,31
117,2,9:51.0,M. Speights enters the game for A. Varejão,,33,31
118,2,9:45.0,,P. Hairston misses 2-pt jump shot from 18 ft,33,31
119,2,9:43.0,Defensive rebound by S. Livingston,,33,31
120,2,9:23.0,L. Barbosa misses 2-pt jump shot from 8 ft,,33,31
121,2,9:21.0,,Defensive rebound by P. Hairston,33,31
122,2,9:03.0,,J. Martin misses 2-pt jump shot from 5 ft (block by S. Livingston),33,31
123,2,9:02.0,Defensive rebound by S. Livingston,,33,31
124,2,8:51.0,M. Speights misses 2-pt jump shot from 15 ft,,33,31
125,2,8:49.0,,Defensive rebound by P. Hairston,33,31
126,2,8:39.0,,Shooting foul by B. Rush (drawn by V. Carter),33,31
127,2,8:39.0,,Memphis full timeout,33,31
128,2,8:39.0,,L. Stephenson enters the game for P. Hairston,33,31
129,2,8:39.0,I. Clark enters the game for L. Barbosa,,33,31
130,2,8:39.0,,V. Carter makes free throw 1 of 2,33,32
131,2,8:39.0,,V. Carter makes free throw 2 of 2,33,33
132,2,8:28.0,H. Barnes makes 2-pt jump shot from 19 ft (assist by S. Livingston),,35,33
133,2,8:04.0,,C. Andersen makes 2-pt layup from 2 ft (assist by V. Carter),35,35
134,2,7:50.0,H. Barnes misses 2-pt jump shot from 9 ft,,35,35
135,2,7:48.0,,Defensive rebound by V. Carter,35,35
136,2,7:36.0,,J. Martin misses 2-pt layup from 1 ft,35,35
137,2,7:35.0,,Offensive rebound by C. Andersen,35,35
138,2,7:32.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by C. Andersen),35,38
139,2,7:19.0,M. Speights makes 2-pt jump shot from 19 ft (assist by I. Clark),,37,38
140,2,6:52.0,,V. Carter misses 2-pt jump shot from 23 ft,37,38
141,2,6:50.0,Defensive rebound by M. Speights,,37,38
142,2,6:42.0,Shooting foul by J. Martin (drawn by M. Speights),,37,38
143,2,6:42.0,M. Speights makes free throw 1 of 2,,38,38
144,2,6:42.0,K. Thompson enters the game for B. Rush,,38,38
145,2,6:42.0,M. Speights makes free throw 2 of 2,,39,38
146,2,6:27.0,,C. Andersen makes 2-pt dunk at rim (assist by X. Munford),39,40
147,2,6:09.0,Turnover by M. Speights (lost ball; steal by C. Andersen),,39,40
148,2,6:08.0,,Personal take foul by M. Speights,39,40
149,2,6:08.0,,C. Andersen makes free throw 1 of 2,39,41
150,2,6:08.0,,C. Andersen makes free throw 2 of 2,39,42
151,2,5:47.0,H. Barnes makes 2-pt jump shot from 20 ft (assist by K. Thompson),,41,42
152,2,5:32.0,,L. Stephenson misses 2-pt layup from 2 ft,41,42
153,2,5:31.0,,Offensive rebound by C. Andersen,41,42
154,2,5:31.0,,C. Andersen misses 2-pt layup from 1 ft,41,42
155,2,5:29.0,,Offensive rebound by J. Martin,41,42
156,2,5:29.0,,J. Martin makes 2-pt layup from 2 ft,41,44
157,2,5:19.0,K. Thompson misses 3-pt jump shot from 24 ft,,41,44
158,2,5:17.0,,Defensive rebound by V. Carter,41,44
159,2,4:58.0,,V. Carter misses 2-pt layup from 2 ft,41,44
160,2,4:54.0,,Offensive rebound by V. Carter,41,44
161,2,4:54.0,,V. Carter misses 2-pt layup at rim,41,44
162,2,4:53.0,,Offensive rebound by V. Carter,41,44
163,2,4:53.0,,V. Carter makes 2-pt layup at rim,41,46
164,2,4:52.0,Golden State full timeout,,41,46
165,2,4:52.0,,Z. Randolph enters the game for C. Andersen,41,46
166,2,4:52.0,F. Ezeli enters the game for H. Barnes,,41,46
167,2,4:52.0,A. Iguodala enters the game for S. Livingston,,41,46
168,2,4:52.0,S. Curry enters the game for M. Speights,,41,46
169,2,4:52.0,D. Green enters the game for I. Clark,,41,46
170,2,4:41.0,D. Green makes 2-pt jump shot from 5 ft (assist by S. Curry),,43,46
171,2,4:15.0,,Turnover by Team (shot clock),43,46
172,2,4:03.0,Personal foul by Z. Randolph,,43,46
173,2,4:00.0,D. Green misses 3-pt jump shot from 24 ft,,43,46
174,2,3:59.0,,Defensive rebound by X. Munford,43,46
175,2,3:43.0,,J. Martin makes 2-pt layup from 2 ft (assist by X. Munford),43,48
176,2,3:34.0,Personal foul by J. Martin,,43,48
177,2,3:20.0,S. Curry misses 3-pt jump shot from 25 ft,,43,48
178,2,3:18.0,Offensive rebound by A. Iguodala,,43,48
179,2,3:12.0,Turnover by A. Iguodala (bad pass; steal by X. Munford),,43,48
180,2,2:54.0,,Z. Randolph misses 2-pt jump shot from 21 ft,43,48
181,2,2:52.0,Defensive rebound by D. Green,,43,48
182,2,2:45.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,46,48
183,2,2:37.0,,Memphis full timeout,46,48
184,2,2:37.0,,M. Barnes enters the game for V. Carter,46,48
185,2,2:24.0,,X. Munford misses 2-pt jump shot from 9 ft,46,48
186,2,2:21.0,Defensive rebound by F. Ezeli,,46,48
187,2,2:01.0,F. Ezeli misses 2-pt layup from 1 ft (block by J. Martin),,46,48
188,2,1:59.0,,Defensive rebound by X. Munford,46,48
189,2,1:44.0,,M. Barnes misses 3-pt jump shot from 26 ft,46,48
190,2,1:43.0,Defensive rebound by D. Green,,46,48
191,2,1:33.0,D. Green makes 2-pt layup from 3 ft,,48,48
192,2,1:17.0,,Z. Randolph misses 2-pt jump shot from 8 ft,48,48
193,2,1:17.0,Defensive rebound by F. Ezeli,,48,48
194,2,1:17.0,,Loose ball foul by J. Martin,48,48
195,2,1:17.0,,C. Andersen enters the game for J. Martin,48,48
196,2,1:05.0,K. Thompson misses 3-pt jump shot from 22 ft,,48,48
197,2,1:03.0,,Defensive rebound by X. Munford,48,48
198,2,0:53.0,,Turnover by L. Stephenson (bad pass; steal by S. Curry),48,48
199,2,0:42.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,51,48
200,2,0:28.0,,Z. Randolph makes 2-pt jump shot from 18 ft (assist by X. Munford),51,50
201,2,0:12.0,Shooting foul by M. Barnes (drawn by F. Ezeli),,51,50
202,2,0:12.0,F. Ezeli makes free throw 1 of 2,,52,50
203,2,0:12.0,F. Ezeli makes free throw 2 of 2,,53,50
204,2,0:03.0,,Turnover by L. Stephenson (bad pass),53,50
205,2,0:00.0,S. Curry misses 3-pt jump shot from 62 ft,,53,50
206,2,0:00.0,Offensive rebound by Team,,53,50
207,3,11:44.0,,Z. Randolph misses 2-pt jump shot from 18 ft,53,50
208,3,11:42.0,Defensive rebound by D. Green,,53,50
209,3,11:19.0,D. Green misses 3-pt jump shot from 25 ft,,53,50
210,3,11:17.0,,Defensive rebound by J. Farmar,53,50
211,3,11:10.0,Violation by F. Ezeli (kicked ball),,53,50
212,3,11:01.0,,V. Carter makes 2-pt jump shot from 13 ft,53,52
213,3,10:52.0,Turnover by D. Green (lost ball),,53,52
214,3,10:30.0,,Z. Randolph misses 2-pt jump shot from 18 ft,53,52
215,3,10:30.0,Defensive rebound by S. Curry,,53,52
216,3,10:22.0,S. Curry misses 2-pt jump shot from 20 ft,,53,52
217,3,10:21.0,,Defensive rebound by Z. Randolph,53,52
218,3,10:03.0,,L. Stephenson misses 3-pt jump shot from 24 ft,53,52
219,3,10:01.0,,Offensive rebound by J. Farmar,53,52
220,3,9:54.0,,M. Barnes misses 3-pt jump shot from 24 ft,53,52
221,3,9:53.0,Defensive rebound by F. Ezeli,,53,52
222,3,9:29.0,K. Thompson makes 2-pt jump shot from 18 ft,,55,52
223,3,9:18.0,,J. Farmar misses 2-pt layup from 1 ft (block by D. Green),55,52
224,3,9:15.0,Defensive rebound by S. Curry,,55,52
225,3,9:10.0,H. Barnes misses 2-pt dunk at rim (block by J. Farmar),,55,52
226,3,9:10.0,Offensive rebound by Team,,55,52
227,3,9:07.0,Turnover by K. Thompson (lost ball; steal by L. Stephenson),,55,52
228,3,9:01.0,,L. Stephenson makes 2-pt dunk at rim,55,54
229,3,8:40.0,K. Thompson misses 3-pt jump shot from 24 ft,,55,54
230,3,8:39.0,,Defensive rebound by Z. Randolph,55,54
231,3,8:31.0,,Z. Randolph makes 2-pt jump shot from 4 ft (assist by M. Barnes),55,56
232,3,8:30.0,,Violation by Team (jump ball),55,56
233,3,8:30.0,Golden State full timeout,,55,56
234,3,8:11.0,S. Curry makes 2-pt jump shot from 3 ft,,57,56
235,3,7:47.0,,L. Stephenson misses 2-pt jump shot from 7 ft,57,56
236,3,7:45.0,,Offensive rebound by Z. Randolph,57,56
237,3,7:42.0,,Z. Randolph misses 2-pt layup from 1 ft,57,56
238,3,7:40.0,,Offensive rebound by Z. Randolph,57,56
239,3,7:40.0,,Z. Randolph misses 2-pt layup from 1 ft,57,56
240,3,7:39.0,Defensive rebound by S. Curry,,57,56
241,3,7:36.0,S. Curry makes 3-pt jump shot from 24 ft,,60,56
242,3,7:36.0,,Memphis full timeout,60,56
243,3,7:36.0,,C. Andersen enters the game for Z. Randolph,60,56
244,3,7:36.0,A. Iguodala enters the game for F. Ezeli,,60,56
245,3,7:25.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by V. Carter),60,59
246,3,7:03.0,K. Thompson misses 3-pt jump shot from 24 ft,,60,59
247,3,7:01.0,,Defensive rebound by M. Barnes,60,59
248,3,6:52.0,,C. Andersen misses 2-pt jump shot from 5 ft,60,59
249,3,6:50.0,Defensive rebound by H. Barnes,,60,59
250,3,6:45.0,S. Curry misses 3-pt jump shot from 26 ft,,60,59
251,3,6:41.0,,Defensive rebound by M. Barnes,60,59
252,3,6:30.0,,V. Carter misses 2-pt jump shot from 17 ft,60,59
253,3,6:27.0,,Offensive rebound by M. Barnes,60,59
254,3,6:15.0,,Personal foul by H. Barnes,60,59
255,3,6:15.0,,X. Munford enters the game for J. Farmar,60,59
256,3,6:15.0,,P. Hairston enters the game for L. Stephenson,60,59
257,3,6:08.0,,Shooting foul by A. Iguodala (drawn by P. Hairston),60,59
258,3,6:08.0,,P. Hairston makes free throw 1 of 2,60,60
259,3,6:08.0,,P. Hairston makes free throw 2 of 2,60,61
260,3,5:56.0,D. Green makes 2-pt dunk at rim (assist by K. Thompson),,62,61
261,3,5:38.0,,P. Hairston misses 3-pt jump shot from 24 ft,62,61
262,3,5:36.0,Defensive rebound by D. Green,,62,61
263,3,5:26.0,H. Barnes misses 2-pt jump shot from 7 ft,,62,61
264,3,5:25.0,,Defensive rebound by V. Carter,62,61
265,3,5:15.0,,X. Munford makes 2-pt layup from 2 ft,62,63
266,3,4:59.0,K. Thompson misses 3-pt jump shot from 24 ft,,62,63
267,3,4:58.0,,Defensive rebound by X. Munford,62,63
268,3,4:47.0,,V. Carter misses 2-pt layup from 3 ft,62,63
269,3,4:43.0,Defensive rebound by A. Iguodala,,62,63
270,3,4:41.0,K. Thompson makes 2-pt layup from 2 ft (assist by H. Barnes),,64,63
271,3,4:41.0,Shooting foul by M. Barnes (drawn by K. Thompson),,64,63
272,3,4:41.0,,J. Green enters the game for C. Andersen,64,63
273,3,4:41.0,B. Rush enters the game for H. Barnes,,64,63
274,3,4:41.0,,L. Stephenson enters the game for V. Carter,64,63
275,3,4:41.0,K. Thompson makes free throw 1 of 1,,65,63
276,3,4:22.0,,J. Green misses 2-pt layup from 1 ft (block by D. Green),65,63
277,3,4:22.0,,Offensive rebound by Team,65,63
278,3,4:22.0,L. Barbosa enters the game for K. Thompson,,65,63
279,3,4:19.0,,P. Hairston makes 2-pt jump shot from 16 ft (assist by M. Barnes),65,65
280,3,4:08.0,S. Curry misses 3-pt jump shot from 27 ft,,65,65
281,3,4:07.0,,Defensive rebound by M. Barnes,65,65
282,3,3:52.0,,L. Stephenson makes 2-pt layup from 3 ft,65,67
283,3,3:42.0,D. Green misses 2-pt layup at rim,,65,67
284,3,3:40.0,,Defensive rebound by M. Barnes,65,67
285,3,3:35.0,,X. Munford misses 3-pt jump shot from 23 ft,65,67
286,3,3:33.0,Defensive rebound by D. Green,,65,67
287,3,3:21.0,S. Curry misses 3-pt jump shot from 29 ft,,65,67
288,3,3:21.0,,Defensive rebound by M. Barnes,65,67
289,3,2:57.0,,J. Green misses 2-pt layup from 4 ft (block by D. Green),65,67
290,3,2:55.0,Defensive rebound by S. Curry,,65,67
291,3,2:53.0,Turnover by S. Curry (lost ball),,65,67
292,3,2:32.0,,L. Stephenson makes 2-pt jump shot from 16 ft,65,69
293,3,2:23.0,S. Curry misses 2-pt layup from 3 ft (block by X. Munford),,65,69
294,3,2:23.0,,Defensive rebound by Team,65,69
295,3,2:06.0,,M. Barnes misses 2-pt layup from 3 ft,65,69
296,3,2:04.0,,Offensive rebound by J. Green,65,69
297,3,2:04.0,,J. Green makes 2-pt dunk at rim,65,71
298,3,1:56.0,B. Rush misses 3-pt jump shot from 24 ft,,65,71
299,3,1:53.0,,Defensive rebound by X. Munford,65,71
300,3,1:38.0,,X. Munford makes 3-pt jump shot from 24 ft (assist by J. Green),65,74
301,3,1:18.0,D. Green makes 2-pt dunk at rim,,67,74
302,3,0:56.0,,Turnover by J. Green (lost ball; steal by D. Green),67,74
303,3,0:49.0,S. Curry misses 3-pt jump shot from 24 ft,,67,74
304,3,0:45.0,,Defensive rebound by J. Green,67,74
305,3,0:28.0,,Shooting foul by D. Green (drawn by J. Green),67,74
306,3,0:28.0,,J. Green makes free throw 1 of 2,67,75
307,3,0:28.0,S. Livingston enters the game for A. Iguodala,,67,75
308,3,0:28.0,,J. Farmar enters the game for M. Barnes,67,75
309,3,0:28.0,,J. Green makes free throw 2 of 2,67,76
310,3,0:15.0,Personal take foul by P. Hairston,,67,76
311,3,0:15.0,,M. Barnes enters the game for J. Green,67,76
312,3,0:06.0,S. Curry makes 3-pt jump shot from 24 ft (assist by S. Livingston),,70,76
313,3,0:00.0,,X. Munford makes 2-pt jump shot from 3 ft,70,78
314,4,11:44.0,M. Speights misses 2-pt jump shot from 20 ft,,70,78
315,4,11:43.0,,Defensive rebound by Z. Randolph,70,78
316,4,11:27.0,,M. Barnes makes 2-pt dunk at rim,70,80
317,4,11:17.0,S. Livingston misses 2-pt jump shot from 14 ft,,70,80
318,4,11:17.0,Offensive rebound by Team,,70,80
319,4,11:17.0,,Loose ball foul by Z. Randolph,70,80
320,4,11:04.0,L. Barbosa misses 2-pt layup from 2 ft,,70,80
321,4,11:01.0,Offensive rebound by M. Speights,,70,80
322,4,11:01.0,M. Speights misses 2-pt layup from 1 ft (block by Z. Randolph),,70,80
323,4,10:59.0,Offensive rebound by M. Speights,,70,80
324,4,10:59.0,M. Speights makes 2-pt layup from 1 ft,,72,80
325,4,10:46.0,,Shooting foul by L. Barbosa (drawn by X. Munford),72,80
326,4,10:46.0,,X. Munford makes free throw 1 of 2,72,81
327,4,10:46.0,,X. Munford misses free throw 2 of 2,72,81
328,4,10:45.0,Defensive rebound by K. Thompson,,72,81
329,4,10:32.0,M. Speights misses 2-pt jump shot from 20 ft,,72,81
330,4,10:32.0,,Defensive rebound by M. Barnes,72,81
331,4,10:26.0,,Z. Randolph misses 2-pt jump shot from 5 ft,72,81
332,4,10:22.0,Defensive rebound by K. Thompson,,72,81
333,4,10:18.0,Shooting foul by L. Stephenson (drawn by K. Thompson),,72,81
334,4,10:18.0,K. Thompson makes free throw 1 of 2,,73,81
335,4,10:18.0,K. Thompson makes free throw 2 of 2,,74,81
336,4,10:00.0,,Z. Randolph misses 2-pt jump shot from 3 ft (block by M. Speights),74,81
337,4,10:00.0,,Offensive rebound by Team,74,81
338,4,9:56.0,,Z. Randolph misses 2-pt jump shot from 16 ft,74,81
339,4,9:54.0,Defensive rebound by H. Barnes,,74,81
340,4,9:40.0,M. Speights misses 2-pt jump shot from 8 ft,,74,81
341,4,9:38.0,,Defensive rebound by P. Hairston,74,81
342,4,9:31.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by P. Hairston),74,83
343,4,9:21.0,S. Livingston misses 2-pt jump shot from 10 ft,,74,83
344,4,9:20.0,Offensive rebound by M. Speights,,74,83
345,4,9:20.0,Personal foul by X. Munford,,74,83
346,4,9:20.0,,J. Green enters the game for Z. Randolph,74,83
347,4,9:15.0,K. Thompson makes 2-pt layup from 2 ft,,76,83
348,4,8:52.0,,J. Green misses 2-pt jump shot from 6 ft,76,83
349,4,8:51.0,Defensive rebound by M. Speights,,76,83
350,4,8:45.0,Turnover by L. Barbosa (bad pass),,76,83
351,4,8:45.0,,Memphis full timeout,76,83
352,4,8:45.0,,J. Farmar enters the game for X. Munford,76,83
353,4,8:45.0,A. Iguodala enters the game for L. Barbosa,,76,83
354,4,8:29.0,,J. Martin enters the game for P. Hairston,76,83
355,4,8:24.0,,J. Farmar makes 3-pt jump shot from 24 ft,76,86
356,4,8:04.0,S. Livingston makes 2-pt jump shot from 9 ft,,78,86
357,4,7:43.0,,Turnover by J. Green (lost ball),78,86
358,4,7:25.0,S. Livingston makes 2-pt jump shot from 9 ft,,80,86
359,4,7:00.0,,J. Green misses 2-pt jump shot from 20 ft,80,86
360,4,6:57.0,,Offensive rebound by M. Barnes,80,86
361,4,6:57.0,,M. Barnes makes 2-pt layup from 1 ft,80,88
362,4,6:37.0,A. Iguodala misses 3-pt jump shot from 22 ft,,80,88
363,4,6:36.0,,Defensive rebound by J. Green,80,88
364,4,6:20.0,,M. Barnes makes 2-pt layup from 1 ft (assist by J. Green),80,90
365,4,6:20.0,Golden State full timeout,,80,90
366,4,6:20.0,,V. Carter enters the game for L. Stephenson,80,90
367,4,6:20.0,D. Green enters the game for H. Barnes,,80,90
368,4,6:20.0,S. Curry enters the game for M. Speights,,80,90
369,4,6:08.0,Shooting foul by J. Green (drawn by S. Livingston),,80,90
370,4,6:08.0,S. Livingston makes free throw 1 of 2,,81,90
371,4,6:08.0,S. Livingston makes free throw 2 of 2,,82,90
372,4,5:53.0,,V. Carter misses 3-pt jump shot from 27 ft,82,90
373,4,5:50.0,,Offensive rebound by J. Green,82,90
374,4,5:50.0,,J. Green misses 2-pt dunk at rim,82,90
375,4,5:47.0,Defensive rebound by K. Thompson,,82,90
376,4,5:41.0,K. Thompson misses 3-pt jump shot from 22 ft,,82,90
377,4,5:41.0,Offensive rebound by K. Thompson,,82,90
378,4,5:34.0,A. Iguodala makes 2-pt jump shot from 3 ft,,84,90
379,4,5:09.0,,Shooting foul by S. Livingston (drawn by M. Barnes),84,90
380,4,5:09.0,,M. Barnes makes free throw 1 of 3,84,91
381,4,5:09.0,,M. Barnes makes free throw 2 of 3,84,92
382,4,5:09.0,,X. Munford enters the game for J. Farmar,84,92
383,4,5:09.0,,Z. Randolph enters the game for J. Green,84,92
384,4,5:09.0,,M. Barnes makes free throw 3 of 3,84,93
385,4,4:59.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,87,93
386,4,4:35.0,,M. Barnes misses 3-pt jump shot from 24 ft,87,93
387,4,4:33.0,Defensive rebound by K. Thompson,,87,93
388,4,4:24.0,A. Iguodala makes 3-pt jump shot from 22 ft (assist by K. Thompson),,90,93
389,4,4:23.0,,Memphis full timeout,90,93
390,4,4:23.0,,L. Stephenson enters the game for J. Martin,90,93
391,4,4:23.0,H. Barnes enters the game for S. Livingston,,90,93
392,4,4:05.0,,Z. Randolph misses 2-pt jump shot from 6 ft,90,93
393,4,4:02.0,Defensive rebound by A. Iguodala,,90,93
