,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
129,2,9:18.0,Def 3 sec tech foul by C. McCollum,,28,34
130,2,9:18.0,R. Sessions misses technical free throw,,28,34
131,2,9:18.0,Offensive rebound by Team,,28,34
132,2,9:06.0,N. Hilário misses 2-pt jump shot from 18 ft,,28,34
133,2,9:05.0,,Defensive rebound by E. Davis,28,34
134,2,8:52.0,,Turnover by C. McCollum (bad pass; steal by J. Dudley),28,34
135,2,8:48.0,G. Temple makes 2-pt layup from 1 ft (assist by R. Sessions),,30,34
136,2,8:29.0,,M. Leonard misses 3-pt jump shot from 24 ft,30,34
137,2,8:28.0,Defensive rebound by R. Sessions,,30,34
138,2,8:24.0,Shooting foul by M. Leonard (drawn by R. Sessions),,30,34
139,2,8:24.0,Official timeout,,30,34
140,2,8:24.0,,A. Aminu enters the game for M. Leonard,30,34
141,2,8:24.0,R. Sessions misses free throw 1 of 2,,30,34
142,2,8:24.0,Offensive rebound by Team,,30,34
143,2,8:24.0,R. Sessions makes free throw 2 of 2,,31,34
144,2,8:11.0,,Offensive foul by C. McCollum (drawn by G. Temple),31,34
145,2,8:11.0,,Turnover by C. McCollum (offensive foul),31,34
146,2,8:11.0,,D. Lillard enters the game for C. McCollum,31,34
147,2,7:59.0,J. Dudley makes 2-pt jump shot from 17 ft (assist by R. Sessions),,33,34
148,2,7:38.0,,Personal foul by N. Hilário,33,34
149,2,7:32.0,,D. Lillard misses 3-pt jump shot from 25 ft,33,34
150,2,7:32.0,Defensive rebound by R. Sessions,,33,34
151,2,7:12.0,N. Hilário misses 2-pt jump shot from 16 ft,,33,34
152,2,7:12.0,,Defensive rebound by D. Lillard,33,34
153,2,7:12.0,,Personal foul by J. Dudley,33,34
154,2,7:12.0,,D. Lillard makes free throw 1 of 2,33,35
155,2,7:12.0,M. Morris enters the game for J. Dudley,,33,35
156,2,7:12.0,,D. Lillard makes free throw 2 of 2,33,36
157,2,7:00.0,N. Hilário misses 2-pt hook shot from 6 ft,,33,36
158,2,6:59.0,,Defensive rebound by A. Crabbe,33,36
159,2,6:56.0,,G. Henderson makes 2-pt layup at rim,33,38
160,2,6:56.0,,Shooting foul by K. Oubre (drawn by G. Henderson),33,38
161,2,6:56.0,,G. Henderson makes free throw 1 of 1,33,39
162,2,6:45.0,N. Hilário makes 2-pt jump shot from 5 ft (assist by R. Sessions),,35,39
163,2,6:45.0,Shooting foul by E. Davis (drawn by N. Hilário),,35,39
164,2,6:45.0,J. Wall enters the game for K. Oubre,,35,39
165,2,6:45.0,N. Hilário makes free throw 1 of 1,,36,39
166,2,6:31.0,,G. Henderson makes 2-pt dunk at rim (assist by D. Lillard),36,41
167,2,6:26.0,Shooting foul by A. Crabbe (drawn by R. Sessions),,36,41
168,2,6:26.0,R. Sessions makes free throw 1 of 2,,37,41
169,2,6:26.0,R. Sessions misses free throw 2 of 2,,37,41
170,2,6:25.0,,Defensive rebound by G. Henderson,37,41
171,2,6:08.0,,D. Lillard misses 2-pt jump shot from 14 ft,37,41
172,2,6:06.0,,Offensive rebound by Team,37,41
173,2,6:06.0,,M. Plumlee enters the game for E. Davis,37,41
174,2,6:06.0,,B. Roberts enters the game for A. Crabbe,37,41
175,2,6:02.0,,A. Aminu makes 2-pt jump shot from 14 ft,37,43
176,2,5:52.0,Offensive foul by G. Temple (drawn by A. Aminu),,37,43
177,2,5:52.0,Turnover by G. Temple (offensive foul),,37,43
178,2,5:52.0,,Portland full timeout,37,43
179,2,5:52.0,O. Porter enters the game for G. Temple,,37,43
180,2,5:33.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),37,45
181,2,5:11.0,N. Hilário misses 2-pt layup at rim,,37,45
182,2,5:10.0,,Defensive rebound by G. Henderson,37,45
183,2,5:01.0,,B. Roberts misses 3-pt jump shot from 24 ft,37,45
184,2,5:00.0,,Offensive rebound by A. Aminu,37,45
185,2,4:55.0,,B. Roberts makes 2-pt layup at rim (assist by M. Plumlee),37,47
186,2,4:48.0,Washington full timeout,,37,47
187,2,4:48.0,M. Gortat enters the game for N. Hilário,,37,47
188,2,4:43.0,M. Morris misses 2-pt jump shot from 15 ft,,37,47
189,2,4:42.0,Offensive rebound by M. Gortat,,37,47
190,2,4:42.0,Shooting foul by M. Plumlee (drawn by M. Gortat),,37,47
191,2,4:42.0,M. Gortat makes free throw 1 of 2,,38,47
192,2,4:42.0,M. Gortat misses free throw 2 of 2,,38,47
193,2,4:41.0,,Defensive rebound by Team,38,47
194,2,4:41.0,Loose ball foul by M. Morris,,38,47
195,2,4:41.0,,M. Plumlee misses free throw 1 of 2,38,47
196,2,4:41.0,,Offensive rebound by Team,38,47
197,2,4:41.0,J. Dudley enters the game for M. Morris,,38,47
198,2,4:41.0,,M. Plumlee misses free throw 2 of 2,38,47
199,2,4:39.0,,Offensive rebound by A. Aminu,38,47
200,2,4:39.0,,A. Aminu misses 2-pt layup at rim,38,47
201,2,4:39.0,,Offensive rebound by A. Aminu,38,47
202,2,4:39.0,,Shooting foul by M. Gortat (drawn by A. Aminu),38,47
203,2,4:39.0,,A. Aminu makes free throw 1 of 2,38,48
204,2,4:39.0,,A. Aminu misses free throw 2 of 2,38,48
205,2,4:37.0,Defensive rebound by M. Gortat,,38,48
206,2,4:13.0,R. Sessions makes 3-pt jump shot from 22 ft (assist by M. Gortat),,41,48
207,2,3:54.0,,D. Lillard misses 2-pt jump shot from 7 ft,41,48
208,2,3:53.0,Defensive rebound by J. Wall,,41,48
209,2,3:46.0,J. Wall makes 2-pt layup at rim,,43,48
210,2,3:26.0,,D. Lillard misses 3-pt jump shot from 23 ft,43,48
211,2,3:25.0,Defensive rebound by O. Porter,,43,48
212,2,3:10.0,R. Sessions makes 2-pt jump shot from 10 ft,,45,48
213,2,3:10.0,,Portland full timeout,45,48
214,2,3:10.0,,A. Crabbe enters the game for G. Henderson,45,48
215,2,2:52.0,,M. Plumlee makes 2-pt layup at rim (assist by D. Lillard),45,50
216,2,2:33.0,R. Sessions misses 3-pt jump shot from 25 ft,,45,50
217,2,2:32.0,Offensive rebound by J. Dudley,,45,50
218,2,2:32.0,Turnover by J. Dudley (step out of bounds),,45,50
219,2,2:18.0,,D. Lillard misses 2-pt layup from 2 ft (block by J. Wall),45,50
220,2,2:17.0,Defensive rebound by M. Gortat,,45,50
221,2,2:00.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,47,50
222,2,1:35.0,,A. Aminu misses 2-pt layup from 1 ft (block by J. Wall),47,50
223,2,1:35.0,Defensive rebound by Team,,47,50
224,2,1:22.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,49,50
225,2,1:22.0,Shooting foul by B. Roberts (drawn by M. Gortat),,49,50
226,2,1:22.0,M. Gortat makes free throw 1 of 1,,50,50
227,2,1:04.0,,A. Aminu misses 2-pt layup from 1 ft,50,50
228,2,1:03.0,,Offensive rebound by M. Plumlee,50,50
229,2,0:54.0,,A. Crabbe misses 2-pt jump shot from 2 ft,50,50
230,2,0:53.0,,Offensive rebound by A. Aminu,50,50
231,2,0:53.0,,A. Aminu makes 2-pt layup from 1 ft,50,52
232,2,0:48.0,R. Sessions makes 2-pt layup from 1 ft,,52,52
233,2,0:29.0,,A. Aminu misses 3-pt jump shot from 24 ft,52,52
234,2,0:27.0,Defensive rebound by R. Sessions,,52,52
235,2,0:21.0,Washington full timeout,,52,52
236,2,0:06.0,J. Wall makes 3-pt jump shot from 24 ft,,55,52
237,2,0:01.0,,B. Roberts makes 2-pt jump shot from 3 ft,55,54
238,3,11:36.0,M. Gortat makes 2-pt jump shot from 8 ft (assist by G. Temple),,57,54
239,3,11:26.0,,C. McCollum misses 3-pt jump shot from 24 ft,57,54
240,3,11:25.0,Defensive rebound by M. Morris,,57,54
241,3,11:18.0,J. Wall makes 2-pt jump shot from 16 ft,,59,54
242,3,11:05.0,,Turnover by A. Aminu (lost ball),59,54
243,3,10:54.0,,Offensive charge foul by M. Morris (drawn by D. Lillard),59,54
244,3,10:54.0,Turnover by M. Morris (offensive foul),,59,54
245,3,10:37.0,,C. McCollum misses 2-pt jump shot from 18 ft,59,54
246,3,10:37.0,Defensive rebound by Team,,59,54
247,3,10:37.0,,Loose ball foul by N. Vonleh,59,54
248,3,10:18.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,62,54
249,3,10:02.0,,Offensive foul by M. Plumlee (drawn by M. Morris),62,54
250,3,10:02.0,,Turnover by M. Plumlee (offensive foul),62,54
251,3,9:51.0,G. Temple misses 3-pt jump shot from 23 ft,,62,54
252,3,9:51.0,Offensive rebound by M. Gortat,,62,54
253,3,9:51.0,Shooting foul by M. Plumlee (drawn by M. Gortat),,62,54
254,3,9:51.0,M. Gortat makes 2-pt layup from 1 ft,,64,54
255,3,9:51.0,,Portland full timeout,64,54
256,3,9:51.0,M. Gortat makes free throw 1 of 1,,65,54
257,3,9:32.0,,C. McCollum misses 2-pt jump shot from 18 ft,65,54
258,3,9:31.0,Defensive rebound by M. Gortat,,65,54
259,3,9:20.0,M. Morris makes 2-pt dunk at rim (assist by J. Wall),,67,54
260,3,9:07.0,,D. Lillard misses 2-pt jump shot from 14 ft (block by J. Wall),67,54
261,3,9:06.0,Defensive rebound by J. Wall,,67,54
262,3,8:53.0,J. Wall misses 2-pt jump shot from 21 ft,,67,54
263,3,8:53.0,,Defensive rebound by N. Vonleh,67,54
264,3,8:41.0,,Shooting foul by J. Wall (drawn by N. Vonleh),67,54
265,3,8:41.0,,N. Vonleh makes free throw 1 of 2,67,55
266,3,8:41.0,,E. Davis enters the game for M. Plumlee,67,55
267,3,8:41.0,,N. Vonleh makes free throw 2 of 2,67,56
268,3,8:26.0,G. Temple misses 2-pt jump shot from 10 ft,,67,56
269,3,8:25.0,,Defensive rebound by N. Vonleh,67,56
270,3,8:17.0,,Shooting foul by J. Wall (drawn by D. Lillard),67,56
271,3,8:17.0,,D. Lillard makes free throw 1 of 2,67,57
272,3,8:17.0,,M. Leonard enters the game for N. Vonleh,67,57
273,3,8:17.0,,D. Lillard makes free throw 2 of 2,67,58
274,3,8:07.0,Offensive foul by M. Morris (drawn by D. Lillard),,67,58
275,3,8:07.0,Turnover by M. Morris (offensive foul),,67,58
276,3,8:07.0,J. Dudley enters the game for M. Morris,,67,58
277,3,7:54.0,,D. Lillard misses 3-pt jump shot from 25 ft,67,58
278,3,7:54.0,Defensive rebound by J. Wall,,67,58
279,3,7:49.0,G. Temple misses 2-pt layup from 1 ft,,67,58
280,3,7:49.0,Offensive rebound by O. Porter,,67,58
281,3,7:49.0,O. Porter makes 2-pt dunk at rim,,69,58
282,3,7:31.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),69,61
283,3,7:20.0,J. Wall misses 2-pt jump shot from 18 ft,,69,61
284,3,7:19.0,,Defensive rebound by C. McCollum,69,61
285,3,7:13.0,,Turnover by C. McCollum (lost ball; steal by O. Porter),69,61
286,3,7:08.0,J. Wall makes 2-pt dunk at rim (assist by G. Temple),,71,61
287,3,6:50.0,,M. Leonard makes 2-pt jump shot from 17 ft,71,63
288,3,6:37.0,Offensive foul by M. Gortat (drawn by E. Davis),,71,63
289,3,6:37.0,Turnover by M. Gortat (offensive foul),,71,63
290,3,6:37.0,,G. Henderson enters the game for A. Aminu,71,63
291,3,6:21.0,,G. Henderson misses 2-pt jump shot from 15 ft,71,63
292,3,6:21.0,,Offensive rebound by Team,71,63
293,3,6:21.0,Loose ball foul by J. Dudley,,71,63
294,3,6:14.0,,E. Davis makes 2-pt layup from 2 ft (assist by C. McCollum),71,65
295,3,6:06.0,O. Porter misses 2-pt jump shot from 21 ft,,71,65
296,3,6:05.0,,Defensive rebound by D. Lillard,71,65
297,3,6:02.0,,Turnover by D. Lillard (bad pass; steal by J. Dudley),71,65
298,3,5:58.0,J. Wall misses 2-pt layup at rim,,71,65
299,3,5:57.0,,Defensive rebound by M. Leonard,71,65
300,3,5:51.0,,D. Lillard makes 2-pt jump shot from 8 ft,71,67
301,3,5:50.0,Technical foul by J. Wall,,71,67
302,3,5:50.0,Washington full timeout,,71,67
303,3,5:50.0,,D. Lillard makes technical free throw,71,68
304,3,5:39.0,J. Wall misses 2-pt jump shot from 19 ft,,71,68
305,3,5:39.0,,Defensive rebound by Team,71,68
306,3,5:24.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by M. Leonard),71,71
307,3,4:59.0,J. Wall misses 3-pt jump shot from 27 ft,,71,71
308,3,4:59.0,Offensive rebound by Team,,71,71
309,3,4:59.0,,Loose ball foul by M. Leonard,71,71
310,3,4:59.0,R. Sessions enters the game for G. Temple,,71,71
311,3,4:55.0,O. Porter makes 2-pt jump shot from 21 ft,,73,71
312,3,4:30.0,,C. McCollum misses 2-pt jump shot from 17 ft,73,71
313,3,4:29.0,,Offensive rebound by E. Davis,73,71
314,3,4:26.0,,Shooting block foul by M. Gortat (drawn by D. Lillard),73,71
315,3,4:26.0,,D. Lillard makes free throw 1 of 2,73,72
316,3,4:26.0,N. Hilário enters the game for M. Gortat,,73,72
317,3,4:26.0,,A. Crabbe enters the game for C. McCollum,73,72
318,3,4:26.0,,D. Lillard makes free throw 2 of 2,73,73
319,3,4:08.0,O. Porter misses 3-pt jump shot from 24 ft,,73,73
320,3,4:06.0,,Defensive rebound by G. Henderson,73,73
321,3,3:58.0,,G. Henderson misses 2-pt hook shot from 5 ft,73,73
322,3,3:54.0,Defensive rebound by O. Porter,,73,73
323,3,3:48.0,Shooting foul by G. Henderson (drawn by J. Wall),,73,73
324,3,3:48.0,J. Wall misses free throw 1 of 2,,73,73
325,3,3:48.0,Offensive rebound by Team,,73,73
326,3,3:48.0,J. Wall misses free throw 2 of 2,,73,73
327,3,3:48.0,,Defensive rebound by G. Henderson,73,73
328,3,3:35.0,,Shooting foul by J. Dudley (drawn by A. Crabbe),73,73
329,3,3:35.0,,A. Crabbe makes free throw 1 of 3,73,74
330,3,3:35.0,,A. Crabbe makes free throw 2 of 3,73,75
331,3,3:35.0,,A. Crabbe makes free throw 3 of 3,73,76
332,3,3:15.0,N. Hilário makes 2-pt layup from 4 ft,,75,76
333,3,3:02.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),75,79
334,3,2:36.0,J. Wall makes 2-pt dunk at rim (assist by N. Hilário),,77,79
335,3,2:16.0,,Offensive foul by M. Leonard (drawn by J. Dudley),77,79
336,3,2:16.0,,Turnover by M. Leonard (offensive foul),77,79
337,3,2:16.0,,C. McCollum enters the game for D. Lillard,77,79
338,3,1:59.0,N. Hilário misses 2-pt hook shot from 6 ft,,77,79
339,3,1:58.0,,Defensive rebound by M. Leonard,77,79
340,3,1:46.0,,G. Henderson misses 2-pt jump shot from 15 ft,77,79
341,3,1:44.0,,Offensive rebound by E. Davis,77,79
342,3,1:34.0,G. Temple enters the game for J. Wall,,77,79
343,3,1:34.0,,A. Aminu enters the game for M. Leonard,77,79
344,3,1:31.0,,G. Henderson makes 2-pt jump shot from 16 ft (assist by A. Crabbe),77,81
345,3,1:19.0,R. Sessions makes 2-pt jump shot from 8 ft (assist by N. Hilário),,79,81
346,3,1:00.0,,C. McCollum makes 2-pt layup from 2 ft,79,83
347,3,0:55.0,R. Sessions makes 2-pt layup from 1 ft,,81,83
348,3,0:37.0,Offensive charge foul by C. McCollum (drawn by N. Hilário),,81,83
349,3,0:37.0,,Turnover by C. McCollum (offensive foul),81,83
350,3,0:37.0,J. Wall enters the game for G. Temple,,81,83
351,3,0:33.0,J. Wall misses 2-pt jump shot from 9 ft,,81,83
352,3,0:33.0,,Defensive rebound by E. Davis,81,83
353,3,0:21.0,,C. McCollum makes 2-pt layup from 1 ft,81,85
354,3,0:03.0,Offensive foul by N. Hilário (drawn by G. Henderson),,81,85
355,3,0:03.0,Turnover by N. Hilário (offensive foul),,81,85
356,3,0:03.0,,D. Lillard enters the game for A. Aminu,81,85
357,3,0:03.0,G. Temple enters the game for J. Wall,,81,85
358,3,0:03.0,,M. Leonard enters the game for E. Davis,81,85
359,3,0:00.0,,G. Henderson misses 3-pt jump shot from 24 ft,81,85
360,3,0:00.0,,Offensive rebound by Team,81,85
361,4,11:49.0,,Offensive foul by E. Davis (drawn by G. Temple),81,85
362,4,11:49.0,,Turnover by E. Davis (offensive foul),81,85
363,4,11:29.0,R. Sessions misses 2-pt jump shot from 18 ft,,81,85
364,4,11:29.0,,Defensive rebound by A. Crabbe,81,85
365,4,11:20.0,,C. McCollum misses 2-pt jump shot from 2 ft,81,85
366,4,11:20.0,,Offensive rebound by Team,81,85
367,4,11:09.0,,Turnover by A. Aminu (lost ball; steal by K. Oubre),81,85
368,4,11:05.0,K. Oubre misses 2-pt dunk at rim (block by A. Aminu),,81,85
369,4,11:00.0,,Defensive rebound by E. Davis,81,85
370,4,10:47.0,,E. Davis misses 2-pt layup from 2 ft,81,85
371,4,10:47.0,Defensive rebound by N. Hilário,,81,85
372,4,10:37.0,N. Hilário misses 2-pt hook shot from 10 ft,,81,85
373,4,10:36.0,,Defensive rebound by E. Davis,81,85
374,4,10:26.0,,C. McCollum makes 2-pt jump shot from 6 ft,81,87
375,4,10:05.0,R. Sessions makes 2-pt jump shot from 2 ft,,83,87
376,4,9:38.0,,G. Henderson misses 2-pt jump shot from 11 ft,83,87
377,4,9:37.0,Defensive rebound by K. Oubre,,83,87
378,4,9:26.0,K. Oubre misses 2-pt layup from 2 ft (block by E. Davis),,83,87
379,4,9:25.0,,Defensive rebound by E. Davis,83,87
380,4,9:22.0,,Turnover by G. Henderson (lost ball),83,87
381,4,9:22.0,,M. Plumlee enters the game for E. Davis,83,87
382,4,9:11.0,N. Hilário misses 2-pt layup at rim,,83,87
383,4,9:10.0,,Defensive rebound by C. McCollum,83,87
384,4,8:54.0,,A. Aminu misses 2-pt jump shot from 3 ft,83,87
385,4,8:54.0,Defensive rebound by G. Temple,,83,87
386,4,8:40.0,Turnover by R. Sessions (bad pass),,83,87
387,4,8:40.0,Official timeout,,83,87
388,4,8:40.0,M. Morris enters the game for K. Oubre,,83,87
389,4,8:40.0,,D. Lillard enters the game for A. Aminu,83,87
390,4,8:32.0,,Personal foul by N. Hilário,83,87
391,4,8:22.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by M. Plumlee),83,90
392,4,8:04.0,R. Sessions misses 3-pt jump shot from 24 ft,,83,90
393,4,8:04.0,,Defensive rebound by G. Henderson,83,90
