,QUARTER,TIME_REMAINING,DENVER_ACTION,MILWAUKEE_ACTION,DENVER_SCORE,MILWAUKEE_SCORE
50,1,5:42.0,Personal foul by O. Mayo (drawn by R. Foye),,11,12
51,1,5:29.0,D. Gallinari misses 2-pt jump shot from 18 ft,,11,12
52,1,5:29.0,Offensive rebound by Team,,11,12
53,1,5:29.0,Turnover by Team (shot clock),,11,12
54,1,5:16.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Monroe),11,15
55,1,5:01.0,Shooting foul by M. Carter-Williams (drawn by E. Mudiay),,11,15
56,1,5:01.0,E. Mudiay makes free throw 1 of 2,,12,15
57,1,5:01.0,E. Mudiay makes free throw 2 of 2,,13,15
58,1,4:47.0,,G. Monroe makes 2-pt layup from 2 ft,13,17
59,1,4:35.0,Turnover by R. Foye (lost ball; steal by O. Mayo),,13,17
60,1,4:31.0,,Shooting foul by K. Faried (drawn by J. Parker),13,17
61,1,4:31.0,,J. Parker makes free throw 1 of 2,13,18
62,1,4:31.0,J. Lauvergne enters the game for N. Jokić,,13,18
63,1,4:31.0,D. Arthur enters the game for K. Faried,,13,18
64,1,4:31.0,,J. Parker makes free throw 2 of 2,13,19
65,1,4:07.0,Turnover by Team (shot clock),,13,19
66,1,3:54.0,,Turnover by O. Mayo (bad pass; steal by D. Arthur),13,19
67,1,3:45.0,D. Arthur misses 2-pt jump shot from 14 ft,,13,19
68,1,3:44.0,Offensive rebound by J. Lauvergne,,13,19
69,1,3:43.0,J. Nelson enters the game for E. Mudiay,,13,19
70,1,3:43.0,,J. Henson enters the game for G. Monroe,13,19
71,1,3:40.0,J. Lauvergne makes 2-pt dunk at rim (assist by J. Nelson),,15,19
72,1,3:23.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Henson),15,22
73,1,3:06.0,J. Nelson makes 2-pt jump shot from 20 ft,,17,22
74,1,2:45.0,,J. Parker makes 2-pt hook shot from 6 ft (assist by O. Mayo),17,24
75,1,2:29.0,Turnover by R. Foye (bad pass; steal by O. Mayo),,17,24
76,1,2:26.0,,J. Parker makes 2-pt dunk at rim (assist by M. Carter-Williams),17,26
77,1,2:26.0,Denver full timeout,,17,26
78,1,2:26.0,,J. Bayless enters the game for O. Mayo,17,26
79,1,2:26.0,W. Barton enters the game for R. Foye,,17,26
80,1,2:11.0,Turnover by D. Gallinari (traveling),,17,26
81,1,1:55.0,,J. Henson misses 2-pt hook shot from 5 ft,17,26
82,1,1:53.0,Defensive rebound by D. Arthur,,17,26
83,1,1:43.0,D. Arthur makes 2-pt layup from 2 ft (assist by D. Gallinari),,19,26
84,1,1:32.0,,K. Middleton misses 3-pt jump shot from 26 ft,19,26
85,1,1:31.0,Defensive rebound by W. Barton,,19,26
86,1,1:22.0,J. Lauvergne misses 2-pt dunk at rim (block by J. Henson),,19,26
87,1,1:20.0,,Defensive rebound by J. Parker,19,26
88,1,1:07.0,,J. Parker makes 2-pt jump shot from 14 ft (assist by K. Middleton),19,28
89,1,0:51.0,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Nelson),,22,28
90,1,0:40.0,,Turnover by K. Middleton (bad pass; steal by D. Arthur),22,28
91,1,0:31.0,J. Nelson misses 2-pt jump shot from 21 ft,,22,28
92,1,0:30.0,,Defensive rebound by J. Henson,22,28
93,1,0:14.0,,Personal take foul by J. Nelson (drawn by M. Carter-Williams),22,28
94,1,0:14.0,,G. Antetokounmpo enters the game for K. Middleton,22,28
95,1,0:14.0,K. Papanikolaou enters the game for D. Gallinari,,22,28
96,1,0:06.0,,Turnover by M. Carter-Williams (bad pass; steal by J. Nelson),22,28
97,1,0:02.0,Shooting foul by J. Bayless (drawn by J. Lauvergne),,22,28
98,1,0:02.0,J. Lauvergne misses free throw 1 of 2,,22,28
99,1,0:02.0,Offensive rebound by Team,,22,28
100,1,0:02.0,J. Lauvergne makes free throw 2 of 2,,23,28
101,2,11:41.0,W. Barton misses 2-pt layup from 1 ft,,23,28
102,2,11:40.0,,Defensive rebound by J. Henson,23,28
103,2,11:40.0,,Personal foul by D. Arthur (drawn by J. Henson),23,28
104,2,11:27.0,,Turnover by J. Bayless (step out of bounds),23,28
105,2,11:17.0,J. Lauvergne misses 2-pt jump shot from 19 ft,,23,28
106,2,11:16.0,,Defensive rebound by M. Carter-Williams,23,28
107,2,11:00.0,,J. Parker misses 2-pt jump shot from 19 ft,23,28
108,2,10:59.0,Defensive rebound by K. Papanikolaou,,23,28
109,2,10:50.0,W. Barton makes 2-pt jump shot from 3 ft (assist by J. Nelson),,25,28
110,2,10:28.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,25,28
111,2,10:26.0,Defensive rebound by W. Barton,,25,28
112,2,10:17.0,Turnover by D. Arthur (step out of bounds),,25,28
113,2,10:10.0,,Personal foul by K. Papanikolaou (drawn by G. Antetokounmpo),25,28
114,2,10:02.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,25,28
115,2,10:02.0,,Offensive rebound by Team,25,28
116,2,10:02.0,,Personal foul by J. Lauvergne (drawn by J. Henson),25,28
117,2,9:56.0,,Turnover by M. Carter-Williams (bad pass),25,28
118,2,9:43.0,W. Barton misses 2-pt jump shot from 12 ft,,25,28
119,2,9:43.0,,Defensive rebound by Team,25,28
120,2,9:36.0,,Offensive foul by G. Antetokounmpo (drawn by K. Papanikolaou),25,28
121,2,9:36.0,,Turnover by G. Antetokounmpo (offensive foul),25,28
122,2,9:21.0,Personal foul by M. Carter-Williams (drawn by J. Nelson),,25,28
123,2,9:19.0,,Offensive charge foul by J. Nelson (drawn by M. Carter-Williams),25,28
124,2,9:19.0,Turnover by J. Nelson (offensive foul),,25,28
125,2,9:05.0,,M. Carter-Williams misses 2-pt layup from 1 ft,25,28
126,2,9:05.0,,Offensive rebound by M. Carter-Williams,25,28
127,2,9:05.0,,Shooting foul by K. Papanikolaou (drawn by G. Antetokounmpo),25,28
128,2,9:05.0,,G. Antetokounmpo makes free throw 1 of 2,25,29
129,2,9:05.0,,G. Antetokounmpo misses free throw 2 of 2,25,29
130,2,9:03.0,,Offensive rebound by J. Henson,25,29
131,2,8:52.0,,Personal foul by D. Arthur (drawn by J. Henson),25,29
132,2,8:52.0,Official timeout,,25,29
133,2,8:52.0,,R. Vaughn enters the game for M. Carter-Williams,25,29
134,2,8:52.0,,J. Henson misses free throw 1 of 2,25,29
135,2,8:52.0,,Offensive rebound by Team,25,29
136,2,8:52.0,,J. Henson misses free throw 2 of 2,25,29
137,2,8:51.0,Defensive rebound by J. Lauvergne,,25,29
138,2,8:40.0,D. Arthur misses 2-pt jump shot from 12 ft,,25,29
139,2,8:39.0,,Defensive rebound by J. Parker,25,29
140,2,8:25.0,,Turnover by J. Bayless (bad pass),25,29
141,2,8:07.0,K. Papanikolaou misses 2-pt layup from 2 ft (block by J. Henson),,25,29
142,2,8:07.0,Offensive rebound by Team,,25,29
143,2,8:02.0,K. Papanikolaou misses 2-pt jump shot from 5 ft (block by J. Henson),,25,29
144,2,8:01.0,,Defensive rebound by J. Henson,25,29
145,2,7:43.0,,G. Antetokounmpo misses 2-pt jump shot from 3 ft,25,29
146,2,7:41.0,,Offensive rebound by G. Antetokounmpo,25,29
147,2,7:41.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,25,29
148,2,7:39.0,,Offensive rebound by G. Antetokounmpo,25,29
149,2,7:38.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,25,31
150,2,7:23.0,Personal foul by J. Parker (drawn by J. Lauvergne),,25,31
151,2,7:23.0,K. Faried enters the game for D. Arthur,,25,31
152,2,7:23.0,E. Mudiay enters the game for J. Nelson,,25,31
153,2,7:23.0,,G. Monroe enters the game for J. Henson,25,31
154,2,7:13.0,J. Lauvergne misses 2-pt jump shot from 16 ft,,25,31
155,2,7:12.0,Offensive rebound by K. Faried,,25,31
156,2,7:12.0,,Loose ball foul by G. Antetokounmpo (drawn by K. Faried),25,31
157,2,7:12.0,,O. Mayo enters the game for G. Antetokounmpo,25,31
158,2,7:04.0,J. Lauvergne misses 2-pt layup from 1 ft,,25,31
159,2,7:02.0,Offensive rebound by J. Lauvergne,,25,31
160,2,7:00.0,J. Lauvergne makes 2-pt layup at rim,,27,31
161,2,6:46.0,,J. Parker misses 2-pt jump shot from 3 ft,27,31
162,2,6:44.0,,Offensive rebound by G. Monroe,27,31
163,2,6:43.0,,G. Monroe makes 2-pt layup at rim,27,33
164,2,6:24.0,Turnover by K. Papanikolaou (bad pass; steal by J. Parker),,27,33
165,2,6:14.0,,O. Mayo makes 3-pt jump shot from 27 ft (assist by J. Parker),27,36
166,2,6:12.0,Denver full timeout,,27,36
167,2,6:12.0,N. Jokić enters the game for J. Lauvergne,,27,36
168,2,6:12.0,D. Gallinari enters the game for K. Papanikolaou,,27,36
169,2,5:47.0,W. Barton misses 2-pt layup from 2 ft,,27,36
170,2,5:45.0,,Defensive rebound by G. Monroe,27,36
171,2,5:36.0,,O. Mayo misses 2-pt jump shot from 13 ft,27,36
172,2,5:34.0,Defensive rebound by N. Jokić,,27,36
173,2,5:26.0,K. Faried misses 2-pt layup at rim (block by J. Parker),,27,36
174,2,5:24.0,,Defensive rebound by R. Vaughn,27,36
175,2,5:07.0,,J. Parker misses 2-pt layup from 1 ft,27,36
176,2,5:05.0,Defensive rebound by D. Gallinari,,27,36
177,2,5:02.0,Shooting foul by O. Mayo (drawn by D. Gallinari),,27,36
178,2,5:02.0,D. Gallinari makes free throw 1 of 2,,28,36
179,2,5:02.0,,K. Middleton enters the game for R. Vaughn,28,36
180,2,5:02.0,D. Gallinari makes free throw 2 of 2,,29,36
181,2,4:45.0,,J. Parker makes 2-pt dunk at rim (assist by J. Bayless),29,38
182,2,4:32.0,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),,31,38
183,2,4:21.0,,Turnover by J. Bayless (lost ball; steal by E. Mudiay),31,38
184,2,4:15.0,E. Mudiay makes 2-pt layup at rim,,33,38
185,2,4:02.0,,J. Parker misses 2-pt jump shot from 18 ft,33,38
186,2,4:00.0,Defensive rebound by W. Barton,,33,38
187,2,3:50.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by N. Jokić),,36,38
188,2,3:49.0,,Milwaukee full timeout,36,38
189,2,3:49.0,,M. Carter-Williams enters the game for J. Bayless,36,38
190,2,3:49.0,,J. Henson enters the game for J. Parker,36,38
191,2,3:35.0,,K. Middleton misses 2-pt jump shot from 19 ft,36,38
192,2,3:34.0,Defensive rebound by K. Faried,,36,38
193,2,3:21.0,Def 3 sec tech foul by J. Henson,,36,38
194,2,3:21.0,D. Gallinari makes technical free throw,,37,38
195,2,3:09.0,K. Faried misses 2-pt hook shot from 2 ft,,37,38
196,2,3:08.0,Offensive rebound by Team,,37,38
197,2,3:06.0,E. Mudiay misses 3-pt jump shot from 26 ft,,37,38
198,2,3:04.0,Offensive rebound by K. Faried,,37,38
199,2,3:03.0,Denver full timeout,,37,38
200,2,2:51.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,40,38
201,2,2:36.0,,G. Monroe misses 2-pt jump shot from 3 ft (block by N. Jokić),40,38
202,2,2:34.0,Defensive rebound by K. Faried,,40,38
203,2,2:20.0,Turnover by E. Mudiay (lost ball),,40,38
204,2,2:03.0,,J. Henson makes 2-pt layup from 1 ft (assist by K. Middleton),40,40
205,2,1:43.0,Turnover by D. Gallinari (lost ball),,40,40
206,2,1:30.0,,G. Monroe makes 2-pt layup at rim (assist by M. Carter-Williams),40,42
207,2,1:08.0,E. Mudiay misses 2-pt jump shot from 14 ft (block by M. Carter-Williams),,40,42
208,2,1:06.0,,Defensive rebound by J. Henson,40,42
209,2,1:02.0,,J. Henson misses 2-pt dunk at rim,40,42
210,2,1:00.0,Defensive rebound by K. Faried,,40,42
211,2,0:58.0,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),,42,42
212,2,0:45.0,,M. Carter-Williams makes 2-pt jump shot from 10 ft,42,44
213,2,0:24.0,N. Jokić makes 2-pt hook shot from 6 ft,,44,44
214,2,0:06.0,,M. Carter-Williams makes 2-pt jump shot from 4 ft,44,46
215,2,0:00.0,E. Mudiay misses 3-pt jump shot from 26 ft,,44,46
216,2,0:00.0,Offensive rebound by Team,,44,46
217,3,11:43.0,R. Foye makes 3-pt jump shot from 27 ft (assist by K. Faried),,47,46
218,3,11:19.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,47,46
219,3,11:18.0,Defensive rebound by N. Jokić,,47,46
220,3,11:08.0,Turnover by N. Jokić (bad pass),,47,46
221,3,10:50.0,,J. Bayless makes 3-pt jump shot from 26 ft (assist by K. Middleton),47,49
222,3,10:36.0,Personal foul by K. Middleton (drawn by E. Mudiay),,47,49
223,3,10:27.0,D. Gallinari makes 2-pt layup from 1 ft,,49,49
224,3,10:19.0,,O. Mayo misses 3-pt jump shot from 27 ft,49,49
225,3,10:17.0,Defensive rebound by R. Foye,,49,49
226,3,10:03.0,D. Gallinari misses 3-pt jump shot from 24 ft,,49,49
227,3,10:02.0,,Defensive rebound by G. Antetokounmpo,49,49
228,3,9:52.0,,J. Bayless misses 2-pt jump shot from 13 ft,49,49
229,3,9:51.0,Defensive rebound by K. Faried,,49,49
230,3,9:29.0,K. Faried makes 2-pt hook shot from 5 ft,,51,49
231,3,9:07.0,,K. Middleton misses 3-pt jump shot from 27 ft,51,49
232,3,9:05.0,Defensive rebound by D. Gallinari,,51,49
233,3,8:52.0,R. Foye misses 2-pt layup from 1 ft (block by G. Monroe),,51,49
234,3,8:52.0,Offensive rebound by Team,,51,49
235,3,8:52.0,,M. Carter-Williams enters the game for J. Bayless,51,49
236,3,8:46.0,Turnover by E. Mudiay (lost ball; steal by M. Carter-Williams),,51,49
237,3,8:42.0,,Shooting foul by K. Faried (drawn by G. Monroe),51,49
238,3,8:42.0,,G. Monroe makes free throw 1 of 2,51,50
239,3,8:42.0,,G. Monroe makes free throw 2 of 2,51,51
240,3,8:18.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,54,51
241,3,8:01.0,,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),54,53
242,3,7:38.0,R. Foye misses 3-pt jump shot from 24 ft,,54,53
243,3,7:38.0,Offensive rebound by Team,,54,53
244,3,7:38.0,,Loose ball foul by M. Carter-Williams (drawn by D. Gallinari),54,53
245,3,7:28.0,N. Jokić misses 2-pt jump shot from 3 ft,,54,53
246,3,7:27.0,,Defensive rebound by O. Mayo,54,53
247,3,7:11.0,,M. Carter-Williams makes 2-pt layup at rim (assist by G. Monroe),54,55
248,3,6:58.0,Turnover by E. Mudiay (bad pass; steal by M. Carter-Williams),,54,55
249,3,6:53.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Carter-Williams),54,57
250,3,6:53.0,Denver full timeout,,54,57
251,3,6:40.0,K. Faried misses 2-pt layup from 1 ft (block by G. Monroe),,54,57
252,3,6:37.0,,Defensive rebound by G. Antetokounmpo,54,57
253,3,6:30.0,,G. Monroe makes 2-pt layup from 1 ft (assist by M. Carter-Williams),54,59
254,3,6:07.0,D. Gallinari misses 2-pt jump shot from 4 ft (block by M. Carter-Williams),,54,59
255,3,6:07.0,Offensive rebound by Team,,54,59
256,3,6:01.0,E. Mudiay misses 2-pt jump shot from 10 ft,,54,59
257,3,6:00.0,,Defensive rebound by G. Monroe,54,59
258,3,5:55.0,,Shooting foul by E. Mudiay (drawn by G. Antetokounmpo),54,59
259,3,5:55.0,,G. Antetokounmpo makes free throw 1 of 2,54,60
260,3,5:55.0,J. Nelson enters the game for E. Mudiay,,54,60
261,3,5:55.0,J. Lauvergne enters the game for N. Jokić,,54,60
262,3,5:55.0,,G. Antetokounmpo makes free throw 2 of 2,54,61
263,3,5:30.0,D. Gallinari misses 3-pt jump shot from 23 ft,,54,61
264,3,5:29.0,Offensive rebound by R. Foye,,54,61
265,3,5:22.0,Shooting foul by O. Mayo (drawn by D. Gallinari),,54,61
266,3,5:22.0,D. Gallinari makes free throw 1 of 2,,55,61
267,3,5:22.0,D. Gallinari makes free throw 2 of 2,,56,61
268,3,5:07.0,,O. Mayo misses 2-pt layup at rim (block by R. Foye),56,61
269,3,5:07.0,,Offensive rebound by Team,56,61
270,3,5:03.0,,K. Middleton misses 2-pt jump shot from 19 ft,56,61
271,3,5:02.0,Defensive rebound by J. Lauvergne,,56,61
272,3,4:50.0,J. Lauvergne misses 2-pt hook shot from 3 ft,,56,61
273,3,4:48.0,,Defensive rebound by M. Carter-Williams,56,61
274,3,4:41.0,,O. Mayo misses 3-pt jump shot from 25 ft,56,61
275,3,4:40.0,Defensive rebound by J. Lauvergne,,56,61
276,3,4:31.0,R. Foye misses 2-pt jump shot from 19 ft,,56,61
277,3,4:29.0,,Defensive rebound by G. Antetokounmpo,56,61
278,3,4:20.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,56,61
279,3,4:18.0,Defensive rebound by R. Foye,,56,61
280,3,4:12.0,Turnover by K. Faried (traveling),,56,61
281,3,4:12.0,W. Barton enters the game for K. Faried,,56,61
282,3,4:12.0,D. Arthur enters the game for R. Foye,,56,61
283,3,4:12.0,,J. Bayless enters the game for O. Mayo,56,61
284,3,4:00.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by M. Carter-Williams),56,63
285,3,3:47.0,J. Lauvergne makes 2-pt hook shot from 5 ft (assist by J. Nelson),,58,63
286,3,3:26.0,,J. Bayless misses 3-pt jump shot from 24 ft,58,63
287,3,3:24.0,Defensive rebound by J. Nelson,,58,63
288,3,3:15.0,J. Lauvergne misses 2-pt jump shot from 2 ft (block by M. Carter-Williams),,58,63
289,3,3:13.0,,Defensive rebound by G. Monroe,58,63
290,3,2:54.0,,M. Carter-Williams misses 2-pt layup from 2 ft,58,63
291,3,2:52.0,,Offensive rebound by G. Monroe,58,63
292,3,2:52.0,,G. Monroe makes 2-pt layup from 1 ft,58,65
293,3,2:42.0,Offensive foul by D. Gallinari (drawn by K. Middleton),,58,65
294,3,2:42.0,Turnover by D. Gallinari (offensive foul),,58,65
295,3,2:42.0,,Milwaukee full timeout,58,65
296,3,2:42.0,,J. Henson enters the game for G. Antetokounmpo,58,65
297,3,2:42.0,,J. Parker enters the game for G. Monroe,58,65
298,3,2:17.0,,M. Carter-Williams misses 2-pt layup from 2 ft,58,65
299,3,2:15.0,,Offensive rebound by J. Henson,58,65
300,3,2:15.0,,J. Henson misses 2-pt layup from 2 ft,58,65
301,3,2:14.0,Defensive rebound by W. Barton,,58,65
302,3,2:10.0,Personal foul by J. Henson (drawn by D. Arthur),,58,65
303,3,1:57.0,J. Nelson misses 3-pt jump shot from 28 ft,,58,65
304,3,1:55.0,,Defensive rebound by J. Parker,58,65
305,3,1:40.0,,Shooting foul by J. Nelson (drawn by J. Parker),58,65
306,3,1:40.0,,J. Parker makes free throw 1 of 2,58,66
307,3,1:40.0,,J. Parker makes free throw 2 of 2,58,67
308,3,1:26.0,Turnover by J. Nelson (bad pass; steal by J. Henson),,58,67
309,3,1:17.0,,K. Middleton misses 2-pt jump shot from 17 ft,58,67
310,3,1:16.0,Defensive rebound by W. Barton,,58,67
311,3,1:06.0,D. Arthur makes 2-pt jump shot from 17 ft (assist by J. Lauvergne),,60,67
312,3,0:52.0,,Turnover by J. Henson (traveling),60,67
313,3,0:31.0,W. Barton misses 2-pt jump shot from 4 ft,,60,67
314,3,0:30.0,,Defensive rebound by M. Carter-Williams,60,67
315,3,0:08.0,,J. Parker misses 2-pt jump shot from 10 ft,60,67
316,3,0:07.0,,Offensive rebound by Team,60,67
317,4,11:46.0,,J. Parker misses 2-pt jump shot from 3 ft,60,67
318,4,11:44.0,Defensive rebound by R. Foye,,60,67
319,4,11:29.0,Turnover by W. Barton (step out of bounds),,60,67
320,4,11:06.0,,J. Bayless makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),60,69
321,4,10:37.0,J. Nelson makes 2-pt layup from 1 ft,,62,69
322,4,10:19.0,,J. Bayless misses 3-pt jump shot from 25 ft,62,69
323,4,10:19.0,Defensive rebound by Team,,62,69
324,4,10:03.0,D. Arthur misses 2-pt jump shot from 16 ft,,62,69
325,4,10:01.0,,Defensive rebound by K. Middleton,62,69
326,4,9:56.0,,Shooting foul by J. Nelson (drawn by J. Henson),62,69
327,4,9:56.0,,J. Henson misses free throw 1 of 2,62,69
328,4,9:56.0,,Offensive rebound by Team,62,69
329,4,9:56.0,,O. Mayo enters the game for K. Middleton,62,69
330,4,9:56.0,,J. Henson misses free throw 2 of 2,62,69
331,4,9:55.0,Defensive rebound by J. Lauvergne,,62,69
332,4,9:41.0,J. Nelson misses 3-pt jump shot from 23 ft,,62,69
333,4,9:40.0,,Defensive rebound by O. Mayo,62,69
334,4,9:33.0,,O. Mayo makes 3-pt jump shot from 27 ft (assist by M. Carter-Williams),62,72
335,4,9:12.0,Turnover by D. Arthur (bad pass; steal by M. Carter-Williams),,62,72
336,4,9:09.0,,M. Carter-Williams makes 2-pt dunk at rim,62,74
337,4,9:09.0,Denver full timeout,,62,74
338,4,9:09.0,N. Jokić enters the game for J. Lauvergne,,62,74
339,4,8:57.0,Personal foul by J. Henson (drawn by J. Nelson),,62,74
340,4,8:51.0,Turnover by R. Foye (bad pass; steal by J. Parker),,62,74
341,4,8:36.0,,J. Parker misses 2-pt jump shot from 19 ft,62,74
342,4,8:35.0,Defensive rebound by N. Jokić,,62,74
343,4,8:25.0,R. Foye misses 2-pt jump shot from 17 ft,,62,74
344,4,8:23.0,Offensive rebound by N. Jokić,,62,74
345,4,8:18.0,Shooting foul by O. Mayo (drawn by N. Jokić),,62,74
346,4,8:18.0,N. Jokić misses free throw 1 of 2,,62,74
347,4,8:18.0,Offensive rebound by Team,,62,74
348,4,8:18.0,N. Jokić misses free throw 2 of 2,,62,74
349,4,8:16.0,,Defensive rebound by J. Henson,62,74
350,4,8:04.0,,Turnover by O. Mayo (bad pass; steal by J. Nelson),62,74
351,4,8:00.0,Shooting foul by J. Bayless (drawn by R. Foye),,62,74
352,4,8:00.0,R. Foye makes free throw 1 of 2,,63,74
353,4,8:00.0,D. Gallinari enters the game for D. Arthur,,63,74
354,4,8:00.0,R. Foye makes free throw 2 of 2,,64,74
355,4,7:42.0,,J. Henson makes 2-pt dunk at rim (assist by M. Carter-Williams),64,76
356,4,7:20.0,R. Foye misses 3-pt jump shot from 29 ft,,64,76
357,4,7:19.0,,Defensive rebound by O. Mayo,64,76
358,4,6:56.0,,J. Parker makes 2-pt jump shot from 5 ft,64,78
359,4,6:46.0,Denver full timeout,,64,78
360,4,6:46.0,E. Mudiay enters the game for J. Nelson,,64,78
361,4,6:28.0,N. Jokić misses 2-pt jump shot from 16 ft,,64,78
362,4,6:27.0,,Defensive rebound by J. Parker,64,78
363,4,6:13.0,,Personal foul by R. Foye (drawn by J. Henson),64,78
364,4,6:01.0,,O. Mayo misses 3-pt jump shot from 24 ft,64,78
365,4,5:59.0,Defensive rebound by D. Gallinari,,64,78
366,4,5:59.0,,Offensive charge foul by W. Barton (drawn by M. Carter-Williams),64,78
367,4,5:59.0,Turnover by W. Barton (offensive foul),,64,78
368,4,5:43.0,,J. Henson makes 2-pt dunk at rim (assist by J. Bayless),64,80
369,4,5:20.0,R. Foye misses 2-pt layup from 1 ft,,64,80
370,4,5:18.0,,Defensive rebound by M. Carter-Williams,64,80
371,4,5:15.0,,Shooting foul by D. Gallinari (drawn by M. Carter-Williams),64,80
372,4,5:15.0,,M. Carter-Williams makes free throw 1 of 2,64,81
373,4,5:15.0,J. Nelson enters the game for R. Foye,,64,81
374,4,5:15.0,,M. Carter-Williams makes free throw 2 of 2,64,82
375,4,5:01.0,,Violation by J. Henson (kicked ball),64,82
376,4,4:53.0,Shooting foul by M. Carter-Williams (drawn by E. Mudiay),,64,82
