,QUARTER,TIME_REMAINING,UTAH_ACTION,SAN ANTONIO_ACTION,UTAH_SCORE,SAN ANTONIO_SCORE
0,1,11:40.0,T. Lyles makes 2-pt jump shot from 17 ft (assist by G. Hayward),,2,0
1,1,11:25.0,,T. Duncan makes 2-pt jump shot from 4 ft (assist by P. Mills),2,2
2,1,11:16.0,Turnover by G. Hayward (lost ball; steal by K. Leonard),,2,2
3,1,11:08.0,,Turnover by K. Leonard (lost ball),2,2
4,1,10:54.0,Turnover by R. Hood (bad pass; steal by D. West),,2,2
5,1,10:48.0,,K. Leonard makes 2-pt dunk at rim (assist by D. West),2,4
6,1,10:24.0,G. Hayward misses 2-pt layup at rim,,2,4
7,1,10:23.0,,Defensive rebound by T. Duncan,2,4
8,1,10:10.0,,D. West makes 2-pt hook shot from 2 ft (assist by T. Duncan),2,6
9,1,10:10.0,Utah full timeout,,2,6
10,1,9:56.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by J. Withey),,5,6
11,1,9:38.0,,D. Green makes 3-pt jump shot from 22 ft (assist by K. Leonard),5,9
12,1,9:21.0,R. Neto misses 2-pt jump shot from 9 ft,,5,9
13,1,9:20.0,Offensive rebound by J. Withey,,5,9
14,1,9:10.0,R. Hood misses 2-pt jump shot from 9 ft,,5,9
15,1,9:09.0,,Defensive rebound by D. West,5,9
16,1,9:00.0,,T. Duncan makes 2-pt layup from 1 ft (assist by D. Green),5,11
17,1,8:49.0,Turnover by R. Hood (bad pass; steal by P. Mills),,5,11
18,1,8:48.0,,Personal foul by R. Neto (drawn by P. Mills),5,11
19,1,8:35.0,,K. Leonard makes 2-pt jump shot from 15 ft,5,13
20,1,8:18.0,G. Hayward makes 2-pt layup from 1 ft,,7,13
21,1,8:18.0,Shooting foul by D. West (drawn by G. Hayward),,7,13
22,1,8:18.0,G. Hayward makes free throw 1 of 1,,8,13
23,1,7:54.0,,K. Leonard misses 2-pt hook shot from 6 ft,8,13
24,1,7:51.0,,Offensive rebound by T. Duncan,8,13
25,1,7:47.0,,K. Leonard makes 2-pt layup from 1 ft (assist by T. Duncan),8,15
26,1,7:32.0,G. Hayward misses 2-pt layup from 2 ft,,8,15
27,1,7:31.0,,Defensive rebound by D. West,8,15
28,1,7:26.0,,D. Green misses 2-pt jump shot from 20 ft,8,15
29,1,7:24.0,Defensive rebound by T. Lyles,,8,15
30,1,7:15.0,T. Lyles misses 2-pt jump shot from 5 ft,,8,15
31,1,7:14.0,Offensive rebound by Team,,8,15
32,1,7:14.0,,R. McCallum enters the game for P. Mills,8,15
33,1,7:02.0,R. Hood misses 2-pt jump shot from 10 ft,,8,15
34,1,7:01.0,Offensive rebound by J. Withey,,8,15
35,1,6:58.0,J. Withey makes 2-pt layup at rim,,10,15
36,1,6:47.0,,T. Duncan makes 2-pt jump shot from 7 ft,10,17
37,1,6:32.0,Turnover by R. Hood (bad pass; steal by T. Duncan),,10,17
38,1,6:22.0,,Turnover by D. West (bad pass; steal by J. Withey),10,17
39,1,6:17.0,Shooting foul by D. Green (drawn by R. Hood),,10,17
40,1,6:17.0,R. Hood makes free throw 1 of 2,,11,17
41,1,6:17.0,T. Pleiß enters the game for J. Withey,,11,17
42,1,6:17.0,R. Hood makes free throw 2 of 2,,12,17
43,1,6:06.0,,Shooting foul by T. Pleiß (drawn by T. Duncan),12,17
44,1,6:06.0,,T. Duncan makes free throw 1 of 2,12,18
45,1,6:06.0,,M. Ginóbili enters the game for D. Green,12,18
46,1,6:06.0,T. Burke enters the game for R. Neto,,12,18
47,1,6:06.0,,T. Duncan makes free throw 2 of 2,12,19
48,1,5:49.0,,Violation by T. Duncan (kicked ball),12,19
49,1,5:43.0,T. Lyles makes 2-pt jump shot from 10 ft (assist by T. Burke),,14,19
50,1,5:25.0,,R. McCallum makes 2-pt layup at rim (assist by T. Duncan),14,21
51,1,5:08.0,G. Hayward misses 3-pt jump shot from 24 ft,,14,21
52,1,5:07.0,,Defensive rebound by D. West,14,21
53,1,4:58.0,,D. West makes 2-pt jump shot from 18 ft (assist by K. Leonard),14,23
54,1,4:34.0,R. Hood misses 3-pt jump shot from 24 ft,,14,23
55,1,4:34.0,,Defensive rebound by D. West,14,23
56,1,4:24.0,,Def 3 sec tech foul by T. Pleiß,14,23
57,1,4:24.0,,K. Leonard makes technical free throw,14,24
58,1,4:24.0,,B. Diaw enters the game for D. West,14,24
59,1,4:24.0,,J. Simmons enters the game for K. Leonard,14,24
60,1,4:24.0,T. Booker enters the game for T. Lyles,,14,24
61,1,4:14.0,,Turnover by J. Simmons (lost ball),14,24
62,1,3:57.0,G. Hayward misses 2-pt layup at rim,,14,24
63,1,3:56.0,,Defensive rebound by B. Diaw,14,24
64,1,3:34.0,,T. Duncan misses 2-pt jump shot from 8 ft,14,24
65,1,3:34.0,Defensive rebound by T. Booker,,14,24
66,1,3:34.0,,Loose ball foul by M. Ginóbili (drawn by R. Hood),14,24
67,1,3:34.0,C. Johnson enters the game for G. Hayward,,14,24
68,1,3:17.0,T. Burke makes 2-pt jump shot from 14 ft,,16,24
69,1,3:17.0,,San Antonio full timeout,16,24
70,1,3:17.0,,P. Mills enters the game for R. McCallum,16,24
71,1,3:00.0,,B. Diaw makes 2-pt hook shot at rim,16,26
72,1,2:42.0,T. Burke misses 2-pt jump shot from 15 ft,,16,26
73,1,2:41.0,,Defensive rebound by T. Duncan,16,26
74,1,2:29.0,,M. Ginóbili makes 3-pt jump shot from 24 ft,16,29
75,1,2:11.0,T. Pleiß misses 2-pt layup at rim,,16,29
76,1,2:10.0,,Defensive rebound by T. Duncan,16,29
77,1,2:07.0,Offensive charge foul by J. Simmons (drawn by R. Hood),,16,29
78,1,2:07.0,,Turnover by J. Simmons (offensive foul),16,29
79,1,2:07.0,,B. Marjanović enters the game for T. Duncan,16,29
80,1,1:57.0,Personal foul by J. Simmons (drawn by R. Hood),,16,29
81,1,1:44.0,T. Burke makes 2-pt jump shot from 10 ft,,18,29
82,1,1:32.0,,Personal foul by C. Johnson (drawn by B. Diaw),18,29
83,1,1:32.0,J. Ingles enters the game for R. Hood,,18,29
84,1,1:20.0,,B. Diaw misses 3-pt jump shot from 23 ft,18,29
85,1,1:19.0,Defensive rebound by C. Johnson,,18,29
86,1,1:02.0,T. Burke makes 2-pt jump shot from 14 ft (assist by C. Johnson),,20,29
87,1,0:43.0,,J. Simmons makes 3-pt jump shot from 24 ft (assist by B. Diaw),20,32
88,1,0:34.0,Turnover by T. Booker (bad pass),,20,32
89,1,0:29.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,20,32
90,1,0:28.0,Defensive rebound by T. Booker,,20,32
91,1,0:14.0,T. Pleiß makes 2-pt layup at rim (assist by T. Burke),,22,32
92,1,0:02.0,,P. Mills misses 2-pt layup at rim,22,32
93,1,0:01.0,Defensive rebound by T. Burke,,22,32
94,1,0:00.0,T. Burke misses 3-pt jump shot from 45 ft,,22,32
95,1,0:00.0,Offensive rebound by Team,,22,32
96,2,11:45.0,,Turnover by M. Ginóbili (bad pass; steal by T. Pleiß),22,32
97,2,11:41.0,,Violation by J. Simmons (def goaltending),22,32
98,2,11:41.0,J. Ingles makes 2-pt layup from 1 ft,,24,32
99,2,11:41.0,Shooting foul by J. Simmons (drawn by J. Ingles),,24,32
100,2,11:41.0,J. Ingles makes free throw 1 of 1,,25,32
101,2,11:29.0,,J. Simmons makes 2-pt layup from 1 ft (assist by B. Diaw),25,34
102,2,11:29.0,,Shooting foul by T. Pleiß (drawn by J. Simmons),25,34
103,2,11:29.0,G. Hayward enters the game for C. Johnson,,25,34
104,2,11:29.0,,J. Simmons makes free throw 1 of 1,25,35
105,2,11:11.0,Turnover by J. Ingles (discontinued dribble),,25,35
106,2,10:55.0,,M. Ginóbili misses 2-pt layup at rim,25,35
107,2,10:55.0,,Offensive rebound by B. Marjanović,25,35
108,2,10:51.0,,B. Marjanović makes 2-pt layup at rim,25,37
109,2,10:32.0,T. Burke makes 2-pt jump shot from 12 ft,,27,37
110,2,10:20.0,,P. Mills misses 3-pt jump shot from 26 ft,27,37
111,2,10:20.0,Defensive rebound by J. Ingles,,27,37
112,2,10:14.0,T. Burke misses 2-pt jump shot from 15 ft,,27,37
113,2,10:13.0,,Defensive rebound by B. Marjanović,27,37
114,2,10:04.0,,M. Ginóbili makes 2-pt layup at rim,27,39
115,2,9:55.0,Personal foul by J. Simmons (drawn by G. Hayward),,27,39
116,2,9:55.0,J. Withey enters the game for T. Pleiß,,27,39
117,2,9:55.0,,R. McCallum enters the game for P. Mills,27,39
118,2,9:42.0,Turnover by G. Hayward (lost ball; steal by J. Simmons),,27,39
119,2,9:40.0,,Personal foul by T. Burke (drawn by B. Diaw),27,39
120,2,9:33.0,,M. Ginóbili misses 2-pt jump shot from 11 ft,27,39
121,2,9:31.0,Defensive rebound by J. Withey,,27,39
122,2,9:26.0,Turnover by T. Booker (bad pass),,27,39
123,2,9:26.0,,K. Leonard enters the game for J. Simmons,27,39
124,2,9:26.0,C. Johnson enters the game for J. Ingles,,27,39
125,2,9:11.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),27,42
126,2,8:50.0,T. Booker misses 2-pt jump shot from 19 ft,,27,42
127,2,8:49.0,,Defensive rebound by B. Marjanović,27,42
128,2,8:41.0,,B. Marjanović makes 2-pt dunk at rim (assist by B. Diaw),27,44
129,2,8:34.0,Utah full timeout,,27,44
130,2,8:34.0,,D. West enters the game for B. Diaw,27,44
131,2,8:34.0,,D. Green enters the game for M. Ginóbili,27,44
132,2,8:34.0,T. Lyles enters the game for T. Booker,,27,44
133,2,8:20.0,T. Lyles makes 2-pt jump shot from 8 ft (assist by G. Hayward),,29,44
134,2,8:04.0,,Shooting foul by C. Johnson (drawn by B. Marjanović),29,44
135,2,8:04.0,,B. Marjanović misses free throw 1 of 2,29,44
136,2,8:04.0,,Offensive rebound by Team,29,44
137,2,8:04.0,,B. Marjanović makes free throw 2 of 2,29,45
138,2,7:43.0,Turnover by C. Johnson (lost ball; steal by R. McCallum),,29,45
139,2,7:36.0,,R. McCallum misses 2-pt layup from 1 ft (block by C. Johnson),29,45
140,2,7:33.0,,Offensive rebound by B. Marjanović,29,45
141,2,7:27.0,,B. Marjanović misses 2-pt dunk at rim (block by J. Withey),29,45
142,2,7:25.0,Defensive rebound by G. Hayward,,29,45
143,2,7:18.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by T. Burke),,32,45
144,2,7:10.0,,Personal foul by T. Lyles (drawn by D. West),32,45
145,2,7:10.0,,T. Duncan enters the game for B. Marjanović,32,45
146,2,7:10.0,R. Hood enters the game for C. Johnson,,32,45
147,2,7:10.0,R. Neto enters the game for T. Burke,,32,45
148,2,7:04.0,,R. McCallum makes 2-pt jump shot from 17 ft,32,47
149,2,6:43.0,R. Neto misses 2-pt jump shot from 10 ft,,32,47
150,2,6:42.0,,Defensive rebound by D. West,32,47
151,2,6:33.0,,D. West makes 2-pt hook shot from 6 ft,32,49
152,2,6:17.0,G. Hayward makes 2-pt jump shot from 19 ft (assist by T. Lyles),,34,49
153,2,5:58.0,,K. Leonard misses 2-pt jump shot from 15 ft,34,49
154,2,5:56.0,,Offensive rebound by T. Duncan,34,49
155,2,5:50.0,,D. West makes 2-pt jump shot from 18 ft (assist by D. Green),34,51
156,2,5:27.0,T. Lyles misses 2-pt jump shot from 7 ft,,34,51
157,2,5:26.0,,Defensive rebound by D. West,34,51
158,2,5:14.0,,T. Duncan misses 2-pt hook shot from 8 ft,34,51
159,2,5:14.0,Defensive rebound by J. Withey,,34,51
160,2,5:02.0,Turnover by R. Neto (bad pass; steal by K. Leonard),,34,51
161,2,4:56.0,,D. Green makes 3-pt jump shot from 22 ft (assist by K. Leonard),34,54
162,2,4:56.0,Utah full timeout,,34,54
163,2,4:56.0,Official timeout,,34,54
164,2,4:56.0,,K. Anderson enters the game for K. Leonard,34,54
165,2,4:42.0,J. Withey makes 2-pt dunk at rim (assist by G. Hayward),,36,54
166,2,4:33.0,,R. McCallum makes 2-pt layup from 2 ft (assist by D. West),36,56
167,2,4:20.0,Shooting foul by T. Duncan (drawn by G. Hayward),,36,56
168,2,4:20.0,G. Hayward makes 2-pt layup at rim (assist by J. Withey),,38,56
169,2,4:20.0,G. Hayward makes free throw 1 of 1,,39,56
170,2,4:02.0,,R. McCallum makes 2-pt jump shot from 14 ft (assist by T. Duncan),39,58
171,2,3:45.0,G. Hayward misses 3-pt jump shot from 24 ft,,39,58
172,2,3:44.0,,Defensive rebound by D. West,39,58
173,2,3:34.0,,R. McCallum misses 2-pt jump shot from 14 ft,39,58
174,2,3:32.0,Defensive rebound by R. Hood,,39,58
175,2,3:27.0,Shooting foul by D. Green (drawn by G. Hayward),,39,58
176,2,3:27.0,G. Hayward makes free throw 1 of 2,,40,58
177,2,3:27.0,,San Antonio full timeout,40,58
178,2,3:27.0,,M. Ginóbili enters the game for D. Green,40,58
179,2,3:27.0,J. Ingles enters the game for R. Hood,,40,58
180,2,3:27.0,G. Hayward makes free throw 2 of 2,,41,58
181,2,3:22.0,,Personal foul by R. Neto (drawn by R. McCallum),41,58
182,2,3:22.0,,R. McCallum makes free throw 1 of 2,41,59
183,2,3:22.0,,R. McCallum makes free throw 2 of 2,41,60
184,2,3:08.0,J. Withey makes 2-pt jump shot from 7 ft (assist by G. Hayward),,43,60
185,2,2:55.0,T. Burke enters the game for R. Neto,,43,60
186,2,2:49.0,,D. West makes 2-pt hook shot from 4 ft (assist by M. Ginóbili),43,62
187,2,2:36.0,G. Hayward misses 2-pt layup at rim,,43,62
188,2,2:35.0,Offensive rebound by G. Hayward,,43,62
189,2,2:34.0,G. Hayward misses 2-pt layup at rim,,43,62
190,2,2:33.0,Offensive rebound by J. Withey,,43,62
191,2,2:33.0,J. Withey makes 2-pt layup from 2 ft,,45,62
192,2,2:33.0,Shooting foul by D. West (drawn by J. Withey),,45,62
193,2,2:33.0,T. Booker enters the game for T. Lyles,,45,62
194,2,2:33.0,J. Withey makes free throw 1 of 1,,46,62
195,2,2:22.0,,M. Ginóbili makes 2-pt hook shot from 7 ft (assist by R. McCallum),46,64
196,2,1:56.0,G. Hayward misses 2-pt jump shot from 13 ft,,46,64
197,2,1:56.0,,Defensive rebound by T. Duncan,46,64
198,2,1:45.0,,T. Duncan misses 2-pt jump shot from 13 ft,46,64
199,2,1:44.0,Defensive rebound by T. Booker,,46,64
200,2,1:34.0,T. Burke makes 2-pt jump shot from 11 ft (assist by T. Booker),,48,64
201,2,1:12.0,,T. Duncan makes 2-pt hook shot from 3 ft (assist by M. Ginóbili),48,66
202,2,1:00.0,G. Hayward misses 2-pt jump shot from 14 ft,,48,66
203,2,1:00.0,Offensive rebound by J. Withey,,48,66
204,2,0:58.0,J. Withey misses 2-pt layup from 2 ft,,48,66
205,2,0:57.0,,Defensive rebound by D. West,48,66
206,2,0:54.0,,K. Anderson misses 2-pt jump shot from 9 ft,48,66
207,2,0:54.0,Defensive rebound by Team,,48,66
208,2,0:54.0,,Loose ball foul by T. Duncan (drawn by J. Withey),48,66
209,2,0:54.0,J. Withey misses free throw 1 of 2,,48,66
210,2,0:54.0,Offensive rebound by Team,,48,66
211,2,0:54.0,R. Hood enters the game for J. Ingles,,48,66
212,2,0:54.0,J. Withey makes free throw 2 of 2,,49,66
213,2,0:35.0,,M. Ginóbili makes 2-pt layup at rim,49,68
214,2,0:20.0,T. Burke makes 2-pt jump shot from 17 ft,,51,68
215,2,0:00.0,,R. McCallum misses 3-pt jump shot from 22 ft,51,68
216,2,0:00.0,,Offensive rebound by Team,51,68
217,3,11:43.0,,D. West misses 2-pt jump shot from 4 ft,51,68
218,3,11:42.0,Defensive rebound by G. Hayward,,51,68
219,3,11:23.0,Turnover by R. Hood (traveling),,51,68
220,3,11:03.0,,T. Duncan makes 2-pt layup from 2 ft (assist by K. Anderson),51,70
221,3,10:42.0,R. Neto makes 3-pt jump shot from 24 ft (assist by R. Hood),,54,70
222,3,10:26.0,,K. Anderson makes 2-pt jump shot from 5 ft (assist by D. West),54,72
223,3,10:26.0,,Shooting foul by R. Hood (drawn by K. Anderson),54,72
224,3,10:26.0,,P. Mills enters the game for R. McCallum,54,72
225,3,10:26.0,,K. Anderson makes free throw 1 of 1,54,73
226,3,10:10.0,R. Neto misses 3-pt jump shot from 26 ft,,54,73
227,3,10:09.0,,Defensive rebound by T. Duncan,54,73
228,3,9:59.0,,K. Anderson makes 2-pt jump shot from 14 ft,54,75
229,3,9:52.0,G. Hayward misses 2-pt jump shot from 15 ft,,54,75
230,3,9:51.0,,Defensive rebound by T. Duncan,54,75
231,3,9:42.0,,J. Simmons makes 2-pt layup from 1 ft,54,77
232,3,9:30.0,Offensive foul by G. Hayward (drawn by J. Simmons),,54,77
233,3,9:30.0,Turnover by G. Hayward (offensive foul),,54,77
234,3,9:10.0,,K. Anderson makes 2-pt hook shot from 5 ft (assist by T. Duncan),54,79
235,3,8:53.0,R. Hood makes 3-pt jump shot from 22 ft (assist by R. Neto),,57,79
236,3,8:40.0,,P. Mills misses 2-pt layup from 2 ft,57,79
237,3,8:38.0,,Offensive rebound by D. West,57,79
238,3,8:38.0,,D. West makes 2-pt dunk at rim,57,81
239,3,8:25.0,J. Withey misses 2-pt jump shot from 11 ft,,57,81
240,3,8:24.0,,Defensive rebound by D. West,57,81
241,3,8:08.0,,D. West makes 2-pt jump shot from 17 ft (assist by P. Mills),57,83
242,3,7:56.0,Shooting foul by T. Duncan (drawn by R. Hood),,57,83
243,3,7:56.0,R. Hood makes free throw 1 of 2,,58,83
244,3,7:56.0,T. Pleiß enters the game for J. Withey,,58,83
245,3,7:56.0,T. Booker enters the game for R. Neto,,58,83
246,3,7:56.0,T. Burke enters the game for T. Lyles,,58,83
247,3,7:56.0,R. Hood makes free throw 2 of 2,,59,83
