,QUARTER,TIME_REMAINING,DETROIT_ACTION,MIAMI_ACTION,DETROIT_SCORE,MIAMI_SCORE
233,3,5:39.0,,D. Wade makes free throw 1 of 2,63,63
234,3,5:39.0,,D. Wade makes free throw 2 of 2,63,64
235,3,5:19.0,A. Drummond makes 2-pt dunk at rim,,65,64
236,3,4:58.0,,D. Wade makes 2-pt jump shot from 11 ft,65,66
237,3,4:44.0,R. Jackson makes 2-pt jump shot from 5 ft,,67,66
238,3,4:21.0,,H. Whiteside misses 2-pt hook shot from 8 ft,67,66
239,3,4:20.0,Defensive rebound by E. İlyasova,,67,66
240,3,4:12.0,M. Morris misses 3-pt jump shot from 24 ft,,67,66
241,3,4:11.0,,Defensive rebound by D. Wade,67,66
242,3,4:04.0,,B. Udrih misses 3-pt jump shot from 25 ft,67,66
243,3,4:03.0,Defensive rebound by E. İlyasova,,67,66
244,3,3:54.0,R. Jackson misses 2-pt jump shot from 6 ft,,67,66
245,3,3:53.0,Offensive rebound by R. Jackson,,67,66
246,3,3:50.0,R. Jackson misses 2-pt layup from 1 ft (block by H. Whiteside),,67,66
247,3,3:49.0,,Defensive rebound by B. Udrih,67,66
248,3,3:45.0,,D. Wade misses 2-pt layup from 2 ft,67,66
249,3,3:44.0,Defensive rebound by R. Jackson,,67,66
250,3,3:36.0,E. İlyasova makes 2-pt layup from 1 ft (assist by R. Jackson),,69,66
251,3,3:10.0,,B. Udrih misses 3-pt jump shot from 24 ft,69,66
252,3,3:09.0,Defensive rebound by M. Morris,,69,66
253,3,2:58.0,Shooting foul by B. Udrih (drawn by M. Morris),,69,66
254,3,2:58.0,Detroit full timeout,,69,66
255,3,2:58.0,S. Johnson enters the game for K. Caldwell-Pope,,69,66
256,3,2:58.0,S. Blake enters the game for R. Jackson,,69,66
257,3,2:58.0,,G. Green enters the game for H. Whiteside,69,66
258,3,2:58.0,,C. Bosh enters the game for D. Wade,69,66
259,3,2:58.0,M. Morris misses free throw 1 of 2,,69,66
260,3,2:58.0,Offensive rebound by Team,,69,66
261,3,2:58.0,M. Morris makes free throw 2 of 2,,70,66
262,3,2:31.0,,L. Deng misses 2-pt jump shot from 21 ft,70,66
263,3,2:30.0,Defensive rebound by E. İlyasova,,70,66
264,3,2:21.0,Turnover by A. Drummond (3 sec),,70,66
265,3,2:11.0,,C. Bosh makes 2-pt layup from 1 ft (assist by B. Udrih),70,68
266,3,1:52.0,Turnover by S. Johnson (lost ball; steal by J. Winslow),,70,68
267,3,1:47.0,,J. Winslow makes 2-pt dunk at rim,70,70
268,3,1:22.0,E. İlyasova misses 3-pt jump shot from 24 ft,,70,70
269,3,1:21.0,,Defensive rebound by G. Green,70,70
270,3,1:12.0,,C. Bosh makes 3-pt jump shot from 23 ft (assist by G. Green),70,73
271,3,0:51.0,Turnover by M. Morris (traveling),,70,73
272,3,0:51.0,,J. Richardson enters the game for B. Udrih,70,73
273,3,0:33.0,,C. Bosh makes 2-pt jump shot from 10 ft,70,75
274,3,0:11.0,A. Drummond makes 2-pt hook shot from 7 ft,,72,75
275,3,0:01.0,,C. Bosh misses 3-pt jump shot from 24 ft,72,75
276,3,0:00.0,,Offensive rebound by Team,72,75
277,4,11:39.0,,C. Bosh misses 2-pt hook shot from 6 ft,72,75
278,4,11:38.0,Defensive rebound by A. Tolliver,,72,75
279,4,11:20.0,A. Baynes misses 2-pt hook shot from 6 ft,,72,75
280,4,11:19.0,,Defensive rebound by H. Whiteside,72,75
281,4,11:03.0,,G. Green misses 2-pt jump shot from 12 ft,72,75
282,4,11:02.0,,Offensive rebound by G. Green,72,75
283,4,10:56.0,,C. Bosh misses 3-pt jump shot from 24 ft,72,75
284,4,10:55.0,,Offensive rebound by H. Whiteside,72,75
285,4,10:53.0,,H. Whiteside misses 2-pt hook shot from 4 ft,72,75
286,4,10:52.0,Defensive rebound by S. Johnson,,72,75
287,4,10:39.0,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,,72,75
288,4,10:36.0,,Defensive rebound by H. Whiteside,72,75
289,4,10:29.0,,J. Richardson misses 2-pt layup from 1 ft,72,75
290,4,10:28.0,Defensive rebound by Team,,72,75
291,4,10:28.0,,Loose ball foul by J. Richardson (drawn by A. Tolliver),72,75
292,4,10:12.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,72,75
293,4,10:11.0,,Defensive rebound by C. Bosh,72,75
294,4,9:51.0,,H. Whiteside makes 2-pt hook shot from 7 ft,72,77
295,4,9:26.0,S. Blake misses 3-pt jump shot from 24 ft,,72,77
296,4,9:25.0,,Defensive rebound by C. Bosh,72,77
297,4,9:12.0,,J. Richardson makes 2-pt jump shot from 13 ft,72,79
298,4,9:12.0,Detroit full timeout,,72,79
299,4,8:54.0,S. Blake makes 3-pt jump shot from 24 ft (assist by S. Johnson),,75,79
300,4,8:31.0,,C. Bosh makes 2-pt jump shot from 17 ft,75,81
301,4,8:14.0,S. Johnson misses 3-pt jump shot from 25 ft,,75,81
302,4,8:13.0,,Defensive rebound by G. Green,75,81
303,4,8:04.0,,G. Green misses 2-pt jump shot from 19 ft,75,81
304,4,8:03.0,Defensive rebound by A. Baynes,,75,81
305,4,7:54.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by S. Blake),,78,81
306,4,7:33.0,,C. Bosh makes 2-pt layup from 1 ft,78,83
307,4,7:15.0,S. Blake makes 3-pt jump shot from 24 ft,,81,83
308,4,7:00.0,,Shooting foul by S. Blake (drawn by J. Richardson),81,83
309,4,7:00.0,,J. Richardson makes free throw 1 of 2,81,84
310,4,7:00.0,A. Drummond enters the game for A. Baynes,,81,84
311,4,7:00.0,R. Jackson enters the game for S. Blake,,81,84
312,4,7:00.0,,J. Richardson makes free throw 2 of 2,81,85
313,4,6:36.0,R. Jackson misses 3-pt jump shot from 24 ft,,81,85
314,4,6:35.0,,Defensive rebound by J. Winslow,81,85
315,4,6:25.0,,J. Winslow misses 3-pt jump shot from 25 ft,81,85
316,4,6:24.0,Defensive rebound by S. Johnson,,81,85
317,4,6:07.0,A. Drummond misses 2-pt hook shot from 5 ft,,81,85
318,4,6:06.0,Offensive rebound by Team,,81,85
319,4,6:06.0,M. Morris enters the game for S. Johnson,,81,85
320,4,6:06.0,,D. Wade enters the game for J. Winslow,81,85
321,4,6:06.0,,L. Deng enters the game for C. Bosh,81,85
322,4,5:45.0,A. Drummond makes 2-pt hook shot from 3 ft (assist by K. Caldwell-Pope),,83,85
323,4,5:35.0,,Miami full timeout,83,85
324,4,5:35.0,,B. Udrih enters the game for J. Richardson,83,85
325,4,5:20.0,,D. Wade misses 2-pt jump shot from 11 ft,83,85
326,4,5:19.0,Defensive rebound by M. Morris,,83,85
327,4,5:12.0,A. Drummond misses 2-pt jump shot from 6 ft,,83,85
328,4,5:11.0,,Defensive rebound by Team,83,85
329,4,4:50.0,,Shooting foul by A. Tolliver (drawn by L. Deng),83,85
330,4,4:50.0,,L. Deng makes free throw 1 of 2,83,86
331,4,4:50.0,,L. Deng makes free throw 2 of 2,83,87
332,4,4:42.0,R. Jackson misses 2-pt layup from 2 ft (block by G. Green),,83,87
333,4,4:41.0,,Defensive rebound by H. Whiteside,83,87
334,4,4:39.0,,Turnover by H. Whiteside (bad pass; steal by A. Tolliver),83,87
335,4,4:21.0,R. Jackson makes 3-pt jump shot from 24 ft,,86,87
336,4,3:57.0,,D. Wade misses 2-pt jump shot from 7 ft (block by A. Drummond),86,87
337,4,3:56.0,,Offensive rebound by Team,86,87
338,4,3:56.0,Loose ball foul by R. Jackson (drawn by H. Whiteside),,86,87
339,4,3:51.0,,Personal foul by K. Caldwell-Pope (drawn by D. Wade),86,87
340,4,3:41.0,,L. Deng misses 3-pt jump shot from 23 ft,86,87
341,4,3:40.0,Defensive rebound by A. Drummond,,86,87
342,4,3:16.0,A. Tolliver misses 3-pt jump shot from 23 ft,,86,87
343,4,3:15.0,,Defensive rebound by L. Deng,86,87
344,4,3:07.0,,D. Wade makes 2-pt layup at rim,86,89
345,4,2:43.0,K. Caldwell-Pope makes 2-pt jump shot from 12 ft,,88,89
346,4,2:24.0,,D. Wade misses 2-pt jump shot from 11 ft,88,89
347,4,2:23.0,Defensive rebound by A. Drummond,,88,89
348,4,2:17.0,R. Jackson misses 2-pt layup at rim (block by G. Green),,88,89
349,4,2:16.0,,Defensive rebound by B. Udrih,88,89
350,4,2:08.0,,D. Wade misses 2-pt layup from 1 ft,88,89
351,4,2:07.0,Defensive rebound by A. Tolliver,,88,89
352,4,2:01.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by R. Jackson),,91,89
353,4,2:00.0,,Miami full timeout,91,89
354,4,2:00.0,Official timeout,,91,89
355,4,2:00.0,,C. Bosh enters the game for L. Deng,91,89
356,4,1:45.0,,Shooting foul by A. Drummond (drawn by D. Wade),91,89
357,4,1:45.0,,D. Wade misses free throw 1 of 2,91,89
358,4,1:45.0,,Offensive rebound by Team,91,89
359,4,1:45.0,,D. Wade makes free throw 2 of 2,91,90
360,4,1:26.0,M. Morris misses 2-pt layup from 1 ft,,91,90
361,4,1:25.0,,Defensive rebound by D. Wade,91,90
362,4,1:18.0,,H. Whiteside makes 2-pt dunk at rim (assist by B. Udrih),91,92
363,4,1:07.0,Personal foul by B. Udrih (drawn by R. Jackson),,91,92
364,4,0:56.0,K. Caldwell-Pope makes 2-pt jump shot from 16 ft (assist by A. Tolliver),,93,92
365,4,0:32.0,,C. Bosh misses 2-pt jump shot from 12 ft,93,92
366,4,0:31.0,Defensive rebound by R. Jackson,,93,92
367,4,0:10.0,R. Jackson misses 3-pt jump shot from 24 ft,,93,92
368,4,0:09.0,,Defensive rebound by H. Whiteside,93,92
369,4,0:09.0,,Miami full timeout,93,92
370,4,0:09.0,S. Johnson enters the game for A. Tolliver,,93,92
371,4,0:09.0,,L. Deng enters the game for H. Whiteside,93,92
372,4,0:03.0,,D. Wade misses 2-pt jump shot from 11 ft,93,92
373,4,0:02.0,Defensive rebound by A. Drummond,,93,92
374,4,0:02.0,Personal foul by C. Bosh (drawn by A. Drummond),,93,92
375,4,0:02.0,A. Drummond misses free throw 1 of 2,,93,92
376,4,0:02.0,Offensive rebound by Team,,93,92
377,4,0:02.0,,H. Whiteside enters the game for B. Udrih,93,92
378,4,0:02.0,A. Tolliver enters the game for S. Johnson,,93,92
379,4,0:02.0,A. Drummond misses free throw 2 of 2,,93,92
380,4,0:01.0,,Defensive rebound by H. Whiteside,93,92
381,4,0:01.0,,Miami full timeout,93,92
382,4,0:01.0,,B. Udrih enters the game for H. Whiteside,93,92
383,4,0:00.0,,C. Bosh misses 2-pt jump shot from 21 ft,93,92
384,4,0:00.0,,Offensive rebound by Team,93,92
