,QUARTER,TIME_REMAINING,PORTLAND_ACTION,TORONTO_ACTION,PORTLAND_SCORE,TORONTO_SCORE
385,4,7:20.0,C. McCollum misses 2-pt jump shot from 18 ft,,88,97
386,4,7:19.0,,Defensive rebound by C. Joseph,88,97
387,4,7:11.0,,T. Ross misses 3-pt jump shot from 24 ft,88,97
388,4,7:10.0,Defensive rebound by M. Harkless,,88,97
389,4,7:04.0,Personal foul by T. Ross (drawn by D. Lillard),,88,97
390,4,7:04.0,D. Lillard makes free throw 1 of 2,,89,97
391,4,7:04.0,D. Lillard makes free throw 2 of 2,,90,97
392,4,6:43.0,,C. Joseph misses 2-pt jump shot from 15 ft,90,97
393,4,6:43.0,Defensive rebound by G. Henderson,,90,97
394,4,6:33.0,D. Lillard makes 3-pt jump shot from 25 ft,,93,97
395,4,6:33.0,,Toronto full timeout,93,97
396,4,6:33.0,,K. Lowry enters the game for T. Ross,93,97
397,4,6:19.0,,D. DeRozan misses 2-pt jump shot from 19 ft,93,97
398,4,6:18.0,Defensive rebound by Team,,93,97
399,4,6:18.0,,Loose ball foul by B. Biyombo (drawn by M. Harkless),93,97
400,4,6:18.0,M. Harkless makes free throw 1 of 2,,94,97
401,4,6:18.0,,J. Valančiūnas enters the game for B. Biyombo,94,97
402,4,6:18.0,M. Harkless misses free throw 2 of 2,,94,97
403,4,6:17.0,,Defensive rebound by J. Valančiūnas,94,97
404,4,6:03.0,,Personal foul by M. Harkless (drawn by J. Valančiūnas),94,97
405,4,6:00.0,,Personal foul by G. Henderson (drawn by K. Lowry),94,97
406,4,5:50.0,,D. DeRozan makes 2-pt dunk at rim,94,99
407,4,5:30.0,D. Lillard makes 3-pt jump shot from 27 ft,,97,99
408,4,5:06.0,,P. Patterson misses 3-pt jump shot from 24 ft,97,99
409,4,5:05.0,,Offensive rebound by J. Valančiūnas,97,99
410,4,5:01.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),97,102
411,4,4:41.0,Shooting foul by J. Valančiūnas (drawn by D. Lillard),,97,102
412,4,4:41.0,D. Lillard misses free throw 1 of 2,,97,102
413,4,4:41.0,Offensive rebound by Team,,97,102
414,4,4:41.0,D. Lillard makes free throw 2 of 2,,98,102
415,4,4:27.0,,K. Lowry misses 2-pt jump shot from 4 ft (block by M. Plumlee),98,102
416,4,4:25.0,,Offensive rebound by K. Lowry,98,102
417,4,4:22.0,,K. Lowry misses 2-pt layup at rim,98,102
418,4,4:20.0,,Offensive rebound by J. Valančiūnas,98,102
419,4,4:20.0,,J. Valančiūnas makes 2-pt layup from 1 ft,98,104
420,4,4:12.0,D. Lillard makes 2-pt jump shot from 21 ft,,100,104
421,4,3:50.0,,D. DeRozan misses 2-pt jump shot from 16 ft,100,104
422,4,3:50.0,Defensive rebound by G. Henderson,,100,104
423,4,3:41.0,D. Lillard misses 2-pt jump shot from 12 ft,,100,104
424,4,3:41.0,Offensive rebound by M. Harkless,,100,104
425,4,3:36.0,G. Henderson misses 2-pt jump shot from 17 ft,,100,104
426,4,3:35.0,,Defensive rebound by K. Lowry,100,104
427,4,3:31.0,,Shooting foul by C. McCollum (drawn by K. Lowry),100,104
428,4,3:31.0,,K. Lowry misses free throw 1 of 2,100,104
429,4,3:31.0,,Offensive rebound by Team,100,104
430,4,3:31.0,,K. Lowry makes free throw 2 of 2,100,105
431,4,3:18.0,D. Lillard makes 2-pt jump shot from 18 ft,,102,105
432,4,3:18.0,Shooting foul by C. Joseph (drawn by D. Lillard),,102,105
433,4,3:18.0,D. Lillard makes free throw 1 of 1,,103,105
434,4,3:06.0,,Shooting foul by M. Plumlee (drawn by K. Lowry),103,105
435,4,3:06.0,,K. Lowry misses free throw 1 of 2,103,105
436,4,3:06.0,,Offensive rebound by Team,103,105
437,4,3:06.0,,K. Lowry makes free throw 2 of 2,103,106
438,4,2:50.0,D. Lillard misses 2-pt jump shot from 11 ft,,103,106
439,4,2:50.0,,Defensive rebound by J. Valančiūnas,103,106
440,4,2:31.0,,D. DeRozan makes 2-pt jump shot from 6 ft,103,108
441,4,2:31.0,Portland full timeout,,103,108
442,4,2:08.0,G. Henderson makes 2-pt jump shot from 15 ft,,105,108
443,4,1:47.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),105,111
444,4,1:30.0,C. McCollum misses 2-pt jump shot from 14 ft,,105,111
445,4,1:28.0,,Defensive rebound by Team,105,111
446,4,1:28.0,E. Davis enters the game for M. Plumlee,,105,111
447,4,1:10.0,,D. DeRozan misses 2-pt jump shot from 15 ft,105,111
448,4,1:09.0,Defensive rebound by D. Lillard,,105,111
449,4,0:59.0,D. Lillard misses 3-pt jump shot from 27 ft,,105,111
450,4,0:58.0,,Defensive rebound by P. Patterson,105,111
451,4,0:55.0,,Turnover by P. Patterson (lost ball; steal by G. Henderson),105,111
452,4,0:47.0,D. Lillard makes 2-pt layup from 1 ft,,107,111
453,4,0:28.0,,K. Lowry makes 2-pt hook shot from 4 ft,107,113
454,4,0:27.0,Portland full timeout,,107,113
455,4,0:27.0,M. Leonard enters the game for E. Davis,,107,113
456,4,0:27.0,A. Crabbe enters the game for M. Harkless,,107,113
457,4,0:24.0,D. Lillard misses 3-pt jump shot from 28 ft,,107,113
458,4,0:23.0,Offensive rebound by D. Lillard,,107,113
459,4,0:20.0,D. Lillard makes 3-pt jump shot from 25 ft,,110,113
460,4,0:19.0,,Personal block foul by G. Henderson (drawn by K. Lowry),110,113
461,4,0:19.0,,K. Lowry misses free throw 1 of 2,110,113
462,4,0:19.0,,Offensive rebound by Team,110,113
463,4,0:19.0,E. Davis enters the game for A. Crabbe,,110,113
464,4,0:19.0,M. Plumlee enters the game for M. Leonard,,110,113
465,4,0:19.0,,K. Lowry makes free throw 2 of 2,110,114
466,4,0:19.0,Portland full timeout,,110,114
467,4,0:19.0,,B. Biyombo enters the game for J. Valančiūnas,110,114
468,4,0:19.0,A. Crabbe enters the game for M. Plumlee,,110,114
469,4,0:19.0,M. Leonard enters the game for E. Davis,,110,114
470,4,0:14.0,D. Lillard misses 2-pt jump shot from 6 ft,,110,114
471,4,0:14.0,Offensive rebound by M. Leonard,,110,114
472,4,0:09.0,D. Lillard misses 3-pt jump shot from 24 ft,,110,114
473,4,0:09.0,Offensive rebound by A. Crabbe,,110,114
474,4,0:08.0,A. Crabbe makes 2-pt layup from 1 ft,,112,114
475,4,0:08.0,,Toronto full timeout,112,114
476,4,0:08.0,,J. Valančiūnas enters the game for B. Biyombo,112,114
477,4,0:08.0,,L. Scola enters the game for P. Patterson,112,114
478,4,0:08.0,E. Davis enters the game for M. Leonard,,112,114
479,4,0:07.0,,Personal foul by E. Davis (drawn by D. DeRozan),112,114
480,4,0:07.0,,D. DeRozan makes free throw 1 of 2,112,115
481,4,0:07.0,M. Plumlee enters the game for A. Crabbe,,112,115
482,4,0:07.0,,B. Biyombo enters the game for J. Valančiūnas,112,115
483,4,0:07.0,,P. Patterson enters the game for L. Scola,112,115
484,4,0:07.0,,D. DeRozan makes free throw 2 of 2,112,116
485,4,0:07.0,Portland full timeout,,112,116
486,4,0:07.0,A. Crabbe enters the game for M. Plumlee,,112,116
487,4,0:07.0,M. Leonard enters the game for E. Davis,,112,116
488,4,0:02.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,115,116
489,4,0:02.0,,Toronto full timeout,115,116
490,4,0:02.0,,L. Scola enters the game for B. Biyombo,115,116
491,4,0:02.0,,J. Valančiūnas enters the game for P. Patterson,115,116
492,4,0:01.0,,Personal foul by G. Henderson (drawn by D. DeRozan),115,116
493,4,0:01.0,,D. DeRozan makes free throw 1 of 2,115,117
494,4,0:01.0,,D. DeRozan misses free throw 2 of 2,115,117
495,4,0:01.0,Defensive rebound by M. Leonard,,115,117
496,4,0:00.0,M. Leonard misses 3-pt jump shot from 80 ft,,115,117
497,4,0:00.0,Offensive rebound by Team,,115,117
