,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
0,1,11:31.0,J. Green misses 3-pt jump shot from 32 ft,,0,0
1,1,11:31.0,Offensive rebound by Team,,0,0
2,1,11:31.0,Turnover by Team (shot clock),,0,0
3,1,11:15.0,,M. Plumlee misses 2-pt layup from 1 ft,0,0
4,1,11:14.0,Defensive rebound by M. Gasol,,0,0
5,1,10:56.0,M. Conley misses 2-pt jump shot from 9 ft,,0,0
6,1,10:56.0,,Defensive rebound by M. Plumlee,0,0
7,1,10:49.0,,Turnover by A. Aminu (bad pass),0,0
8,1,10:30.0,M. Conley misses 3-pt jump shot from 24 ft,,0,0
9,1,10:30.0,,Defensive rebound by A. Aminu,0,0
10,1,10:18.0,,D. Lillard misses 3-pt jump shot from 25 ft,0,0
11,1,10:17.0,Defensive rebound by Team,,0,0
12,1,10:06.0,C. Lee makes 2-pt jump shot from 4 ft (assist by M. Conley),,2,0
13,1,9:50.0,,C. McCollum misses 2-pt jump shot from 17 ft,2,0
14,1,9:50.0,Defensive rebound by M. Conley,,2,0
15,1,9:35.0,J. Green misses 2-pt layup from 2 ft (block by N. Vonleh),,2,0
16,1,9:34.0,,Defensive rebound by M. Plumlee,2,0
17,1,9:22.0,,M. Plumlee misses 2-pt hook shot from 6 ft,2,0
18,1,9:21.0,Defensive rebound by J. Green,,2,0
19,1,9:11.0,Def 3 sec tech foul by M. Plumlee,,2,0
20,1,9:11.0,C. Lee makes technical free throw,,3,0
21,1,8:58.0,M. Gasol misses 2-pt jump shot from 14 ft,,3,0
22,1,8:57.0,,Defensive rebound by N. Vonleh,3,0
23,1,8:46.0,,M. Plumlee misses 2-pt jump shot from 19 ft,3,0
24,1,8:45.0,,Offensive rebound by N. Vonleh,3,0
25,1,8:41.0,,N. Vonleh misses 2-pt layup from 2 ft (block by J. Green),3,0
26,1,8:41.0,,Offensive rebound by A. Aminu,3,0
27,1,8:41.0,,Shooting foul by M. Gasol (drawn by A. Aminu),3,0
28,1,8:41.0,,A. Aminu makes free throw 1 of 2,3,1
29,1,8:41.0,,A. Aminu makes free throw 2 of 2,3,2
30,1,8:28.0,C. Lee makes 2-pt jump shot from 4 ft (assist by M. Conley),,5,2
31,1,8:09.0,,A. Aminu misses 3-pt jump shot from 25 ft,5,2
32,1,8:08.0,Defensive rebound by M. Conley,,5,2
33,1,8:03.0,M. Barnes misses 2-pt layup at rim,,5,2
34,1,8:02.0,Offensive rebound by M. Barnes,,5,2
35,1,8:02.0,M. Barnes misses 2-pt layup at rim,,5,2
36,1,8:00.0,Offensive rebound by M. Barnes,,5,2
37,1,8:00.0,M. Barnes misses 2-pt layup at rim,,5,2
38,1,7:59.0,,Defensive rebound by N. Vonleh,5,2
39,1,7:49.0,,Turnover by N. Vonleh (bad pass; steal by M. Barnes),5,2
40,1,7:32.0,M. Gasol misses 2-pt hook shot from 2 ft,,5,2
41,1,7:28.0,,Defensive rebound by A. Aminu,5,2
42,1,7:14.0,,N. Vonleh makes 2-pt hook shot from 3 ft,5,4
43,1,6:51.0,M. Conley misses 2-pt hook shot from 4 ft,,5,4
44,1,6:49.0,,Defensive rebound by D. Lillard,5,4
