,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ATLANTA_ACTION,CHARLOTTE_SCORE,ATLANTA_SCORE
64,1,3:25.0,Defensive rebound by M. Williams,,4,16
65,1,3:08.0,J. Lin misses 3-pt jump shot from 24 ft,,4,16
66,1,3:07.0,,Defensive rebound by Team,4,16
67,1,3:07.0,,A. Horford enters the game for P. Millsap,4,16
68,1,3:07.0,F. Kaminsky enters the game for M. Williams,,4,16
69,1,2:58.0,,D. Schröder misses 2-pt jump shot from 14 ft,4,16
70,1,2:56.0,,Offensive rebound by M. Muscala,4,16
71,1,2:47.0,,T. Sefolosha misses 2-pt jump shot from 19 ft,4,16
72,1,2:44.0,Defensive rebound by K. Walker,,4,16
73,1,2:28.0,C. Lee misses 2-pt jump shot from 14 ft,,4,16
74,1,2:24.0,,Defensive rebound by A. Horford,4,16
75,1,2:22.0,,Shooting foul by J. Lin (drawn by D. Schröder),4,16
76,1,2:22.0,,D. Schröder makes free throw 1 of 2,4,17
77,1,2:22.0,J. Lamb enters the game for C. Lee,,4,17
78,1,2:22.0,,M. Scott enters the game for M. Muscala,4,17
79,1,2:22.0,,D. Schröder misses free throw 2 of 2,4,17
80,1,2:21.0,Defensive rebound by A. Jefferson,,4,17
81,1,2:10.0,K. Walker misses 2-pt layup from 1 ft,,4,17
82,1,2:09.0,,Defensive rebound by M. Scott,4,17
83,1,2:03.0,,A. Horford misses 2-pt jump shot from 15 ft,4,17
84,1,2:01.0,Defensive rebound by J. Lin,,4,17
85,1,1:46.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,4,17
86,1,1:44.0,,Defensive rebound by A. Horford,4,17
87,1,1:36.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),4,20
88,1,1:08.0,Shooting foul by A. Horford (drawn by J. Lin),,4,20
89,1,1:08.0,J. Lin makes free throw 1 of 2,,5,20
90,1,1:08.0,J. Lin makes free throw 2 of 2,,6,20
91,1,0:53.0,,D. Schröder makes 2-pt jump shot from 21 ft (assist by A. Horford),6,22
92,1,0:41.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,6,22
93,1,0:40.0,Offensive rebound by K. Walker,,6,22
94,1,0:38.0,J. Lin makes 3-pt jump shot from 23 ft (assist by K. Walker),,9,22
95,1,0:28.0,,Turnover by A. Horford (lost ball),9,22
96,1,0:03.0,A. Jefferson misses 2-pt jump shot from 7 ft,,9,22
97,1,0:01.0,,Defensive rebound by A. Horford,9,22
98,1,0:00.0,,T. Hardaway makes 3-pt jump shot from 41 ft (assist by A. Horford),9,25
99,2,11:45.0,Shooting foul by A. Horford (drawn by A. Jefferson),,9,25
100,2,11:45.0,A. Jefferson misses free throw 1 of 2,,9,25
101,2,11:45.0,Offensive rebound by Team,,9,25
102,2,11:45.0,A. Jefferson misses free throw 2 of 2,,9,25
103,2,11:44.0,,Defensive rebound by A. Horford,9,25
104,2,11:30.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by T. Sefolosha),9,27
105,2,11:09.0,J. Lamb makes 2-pt jump shot from 20 ft (assist by F. Kaminsky),,11,27
106,2,10:44.0,,Turnover by T. Sefolosha (bad pass; steal by J. Lamb),11,27
107,2,10:41.0,Shooting foul by T. Hardaway (drawn by J. Lamb),,11,27
108,2,10:41.0,J. Lamb misses free throw 1 of 2,,11,27
109,2,10:41.0,Offensive rebound by Team,,11,27
110,2,10:41.0,,P. Millsap enters the game for A. Horford,11,27
111,2,10:41.0,J. Lamb misses free throw 2 of 2,,11,27
112,2,10:40.0,Offensive rebound by F. Kaminsky,,11,27
113,2,10:38.0,Shooting foul by P. Millsap (drawn by J. Lin),,11,27
114,2,10:38.0,J. Lin misses free throw 1 of 2,,11,27
115,2,10:38.0,Offensive rebound by Team,,11,27
116,2,10:38.0,J. Lin makes free throw 2 of 2,,12,27
117,2,10:23.0,,Shooting foul by J. Lin (drawn by D. Schröder),12,27
118,2,10:23.0,,D. Schröder makes 2-pt layup from 1 ft (assist by P. Millsap),12,29
119,2,10:23.0,,D. Schröder makes free throw 1 of 1,12,30
120,2,10:06.0,J. Lin misses 2-pt layup from 1 ft,,12,30
121,2,10:04.0,,Defensive rebound by M. Scott,12,30
122,2,9:53.0,,Personal foul by F. Kaminsky (drawn by M. Scott),12,30
123,2,9:46.0,,P. Millsap misses 2-pt jump shot from 14 ft,12,30
124,2,9:45.0,Defensive rebound by N. Batum,,12,30
125,2,9:27.0,A. Jefferson misses 2-pt jump shot from 10 ft,,12,30
126,2,9:26.0,Offensive rebound by A. Jefferson,,12,30
127,2,9:25.0,A. Jefferson misses 2-pt layup at rim,,12,30
128,2,9:23.0,,Defensive rebound by P. Millsap,12,30
129,2,9:11.0,,M. Scott makes 2-pt layup at rim (assist by D. Schröder),12,32
130,2,9:04.0,Charlotte full timeout,,12,32
131,2,9:04.0,K. Walker enters the game for A. Jefferson,,12,32
132,2,9:04.0,C. Zeller enters the game for J. Lin,,12,32
133,2,8:56.0,N. Batum misses 3-pt jump shot from 24 ft,,12,32
134,2,8:55.0,,Defensive rebound by P. Millsap,12,32
135,2,8:43.0,,T. Hardaway makes 2-pt jump shot from 21 ft (assist by M. Scott),12,34
136,2,8:28.0,Turnover by F. Kaminsky (lost ball; steal by T. Sefolosha),,12,34
137,2,8:06.0,,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),12,36
138,2,7:53.0,J. Lamb makes 2-pt layup from 1 ft,,14,36
139,2,7:29.0,,J. Teague enters the game for D. Schröder,14,36
140,2,7:29.0,,K. Bazemore enters the game for T. Sefolosha,14,36
141,2,7:26.0,,J. Teague misses 2-pt jump shot from 15 ft,14,36
142,2,7:23.0,Defensive rebound by J. Lamb,,14,36
143,2,7:15.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,14,36
144,2,7:14.0,,Defensive rebound by P. Millsap,14,36
145,2,7:01.0,,Turnover by P. Millsap (bad pass),14,36
146,2,7:01.0,,A. Horford enters the game for M. Scott,14,36
147,2,7:01.0,,K. Korver enters the game for T. Hardaway,14,36
148,2,6:46.0,J. Lamb makes 3-pt jump shot from 23 ft (assist by K. Walker),,17,36
149,2,6:35.0,,Personal foul by J. Lamb (drawn by P. Millsap),17,36
150,2,6:25.0,,K. Korver misses 3-pt jump shot from 24 ft,17,36
151,2,6:25.0,,Offensive rebound by Team,17,36
152,2,6:25.0,Loose ball foul by F. Kaminsky (drawn by A. Horford),,17,36
153,2,6:15.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),17,38
154,2,5:54.0,K. Walker misses 3-pt jump shot from 24 ft,,17,38
155,2,5:53.0,,Defensive rebound by K. Korver,17,38
156,2,5:39.0,,Turnover by A. Horford (bad pass; steal by J. Lamb),17,38
157,2,5:30.0,C. Zeller misses 2-pt layup at rim,,17,38
158,2,5:28.0,Offensive rebound by C. Zeller,,17,38
159,2,5:27.0,C. Zeller makes 2-pt layup at rim,,19,38
160,2,5:02.0,,P. Millsap misses 2-pt layup at rim,19,38
161,2,5:00.0,Defensive rebound by C. Zeller,,19,38
162,2,4:57.0,Shooting foul by A. Horford (drawn by C. Zeller),,19,38
163,2,4:57.0,Official timeout,,19,38
164,2,4:57.0,,M. Muscala enters the game for A. Horford,19,38
165,2,4:57.0,M. Williams enters the game for F. Kaminsky,,19,38
166,2,4:57.0,C. Zeller makes free throw 1 of 2,,20,38
167,2,4:57.0,C. Zeller makes free throw 2 of 2,,21,38
168,2,4:44.0,,M. Muscala misses 2-pt jump shot from 9 ft,21,38
169,2,4:41.0,Defensive rebound by C. Zeller,,21,38
170,2,4:38.0,Shooting foul by P. Millsap (drawn by K. Walker),,21,38
171,2,4:38.0,K. Walker makes free throw 1 of 2,,22,38
172,2,4:38.0,K. Walker makes free throw 2 of 2,,23,38
173,2,4:24.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by K. Korver),23,41
174,2,3:59.0,K. Walker misses 2-pt jump shot from 11 ft,,23,41
175,2,3:58.0,Offensive rebound by K. Walker,,23,41
176,2,3:55.0,J. Lamb misses 3-pt jump shot from 24 ft,,23,41
177,2,3:54.0,,Defensive rebound by K. Bazemore,23,41
178,2,3:36.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Teague),23,44
179,2,3:17.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,26,44
180,2,2:48.0,,Turnover by Team (shot clock),26,44
181,2,2:30.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,29,44
182,2,2:21.0,,Atlanta full timeout,29,44
183,2,2:21.0,C. Lee enters the game for J. Lamb,,29,44
184,2,2:21.0,,M. Scott enters the game for M. Muscala,29,44
185,2,2:13.0,,K. Bazemore misses 2-pt hook shot from 8 ft,29,44
186,2,2:12.0,Defensive rebound by M. Williams,,29,44
187,2,1:57.0,Turnover by C. Zeller (offensive goaltending),,29,44
188,2,1:43.0,,M. Scott misses 2-pt jump shot from 17 ft,29,44
189,2,1:42.0,Defensive rebound by C. Lee,,29,44
190,2,1:33.0,M. Williams makes 3-pt jump shot from 25 ft (assist by C. Lee),,32,44
191,2,1:25.0,Offensive charge foul by J. Teague (drawn by K. Walker),,32,44
192,2,1:25.0,,Turnover by J. Teague (offensive foul),32,44
193,2,1:25.0,,M. Muscala enters the game for P. Millsap,32,44
194,2,1:11.0,M. Williams misses 2-pt layup from 1 ft,,32,44
195,2,1:07.0,,Defensive rebound by K. Korver,32,44
196,2,1:01.0,,K. Bazemore makes 2-pt layup from 1 ft,32,46
197,2,0:38.0,M. Williams misses 2-pt jump shot from 17 ft (block by M. Muscala),,32,46
198,2,0:37.0,,Defensive rebound by M. Muscala,32,46
199,2,0:27.0,,Atlanta full timeout,32,46
200,2,0:27.0,,P. Millsap enters the game for M. Muscala,32,46
201,2,0:27.0,,Turnover by Team (5 sec inbounds),32,46
202,2,0:27.0,,M. Muscala enters the game for P. Millsap,32,46
203,2,0:27.0,,T. Sefolosha enters the game for J. Teague,32,46
204,2,0:27.0,,T. Hardaway enters the game for K. Korver,32,46
205,2,0:03.0,K. Walker misses 3-pt jump shot from 24 ft,,32,46
206,2,0:01.0,Offensive rebound by M. Williams,,32,46
207,2,0:00.0,M. Williams misses 2-pt layup at rim (block by T. Hardaway),,32,46
208,2,0:00.0,Offensive rebound by Team,,32,46
209,3,11:45.0,Shooting foul by P. Millsap (drawn by C. Zeller),,32,46
210,3,11:45.0,C. Zeller makes free throw 1 of 2,,33,46
211,3,11:45.0,C. Zeller makes free throw 2 of 2,,34,46
212,3,11:26.0,,A. Horford misses 2-pt jump shot from 15 ft,34,46
213,3,11:24.0,Defensive rebound by N. Batum,,34,46
214,3,11:18.0,N. Batum makes 2-pt jump shot from 19 ft,,36,46
215,3,11:05.0,,A. Horford misses 2-pt jump shot from 7 ft,36,46
216,3,11:00.0,,Offensive rebound by P. Millsap,36,46
217,3,10:56.0,,P. Millsap makes 2-pt jump shot from 11 ft,36,48
218,3,10:43.0,K. Walker makes 2-pt jump shot from 11 ft,,38,48
219,3,10:29.0,,A. Horford misses 3-pt jump shot from 24 ft,38,48
220,3,10:28.0,Defensive rebound by K. Walker,,38,48
221,3,10:19.0,Shooting foul by K. Bazemore (drawn by K. Walker),,38,48
222,3,10:19.0,K. Walker makes free throw 1 of 2,,39,48
223,3,10:19.0,K. Walker misses free throw 2 of 2,,39,48
224,3,10:17.0,,Defensive rebound by A. Horford,39,48
225,3,10:05.0,,P. Millsap misses 2-pt jump shot from 10 ft,39,48
226,3,10:04.0,Defensive rebound by M. Williams,,39,48
227,3,9:54.0,M. Williams makes 2-pt jump shot from 11 ft (assist by N. Batum),,41,48
228,3,9:53.0,,Atlanta full timeout,41,48
229,3,9:42.0,,Turnover by K. Korver (lost ball; steal by C. Zeller),41,48
230,3,9:28.0,C. Lee makes 2-pt layup at rim (assist by M. Williams),,43,48
231,3,9:05.0,,Personal foul by K. Walker (drawn by J. Teague),43,48
232,3,8:56.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by P. Millsap),43,51
233,3,8:26.0,K. Walker misses 2-pt jump shot from 21 ft,,43,51
234,3,8:25.0,,Defensive rebound by K. Bazemore,43,51
235,3,8:11.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),43,53
236,3,7:45.0,K. Walker misses 2-pt layup from 2 ft,,43,53
237,3,7:44.0,,Defensive rebound by A. Horford,43,53
238,3,7:43.0,,Turnover by J. Teague (lost ball; steal by C. Lee),43,53
239,3,7:33.0,C. Lee misses 3-pt jump shot from 24 ft,,43,53
240,3,7:31.0,,Defensive rebound by A. Horford,43,53
241,3,7:21.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),43,55
242,3,7:21.0,Charlotte full timeout,,43,55
243,3,7:21.0,,T. Hardaway enters the game for K. Korver,43,55
244,3,7:07.0,N. Batum misses 3-pt jump shot from 25 ft,,43,55
245,3,7:06.0,,Defensive rebound by J. Teague,43,55
246,3,6:56.0,,T. Hardaway misses 3-pt jump shot from 23 ft,43,55
247,3,6:55.0,Defensive rebound by C. Zeller,,43,55
248,3,6:38.0,Turnover by C. Zeller (back court),,43,55
249,3,6:28.0,,Personal block foul by C. Zeller (drawn by J. Teague),43,55
250,3,6:28.0,A. Jefferson enters the game for C. Zeller,,43,55
251,3,6:15.0,,A. Horford misses 2-pt jump shot from 19 ft,43,55
252,3,6:13.0,Defensive rebound by A. Jefferson,,43,55
253,3,6:02.0,M. Williams misses 3-pt jump shot from 23 ft,,43,55
254,3,6:01.0,Offensive rebound by C. Lee,,43,55
255,3,5:57.0,K. Walker misses 3-pt jump shot from 24 ft,,43,55
256,3,5:55.0,,Defensive rebound by A. Horford,43,55
257,3,5:49.0,,T. Hardaway makes 2-pt layup at rim (assist by A. Horford),43,57
258,3,5:35.0,Personal foul by J. Teague (drawn by N. Batum),,43,57
259,3,5:35.0,,M. Scott enters the game for P. Millsap,43,57
260,3,5:25.0,M. Williams misses 3-pt jump shot from 22 ft,,43,57
261,3,5:24.0,,Defensive rebound by J. Teague,43,57
262,3,5:16.0,,J. Teague makes 3-pt jump shot from 24 ft,43,60
263,3,4:53.0,C. Lee makes 3-pt jump shot from 23 ft (assist by A. Jefferson),,46,60
264,3,4:37.0,,A. Horford misses 3-pt jump shot from 24 ft,46,60
265,3,4:36.0,Defensive rebound by N. Batum,,46,60
266,3,4:29.0,Turnover by N. Batum (bad pass; steal by J. Teague),,46,60
267,3,4:24.0,,J. Teague makes 2-pt layup from 1 ft,46,62
268,3,3:55.0,C. Lee makes 2-pt jump shot from 18 ft,,48,62
269,3,3:44.0,,J. Teague misses 2-pt jump shot from 17 ft,48,62
270,3,3:42.0,Defensive rebound by M. Williams,,48,62
271,3,3:24.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by K. Walker),,50,62
272,3,3:08.0,,M. Scott misses 3-pt jump shot from 24 ft,50,62
273,3,3:07.0,Defensive rebound by C. Lee,,50,62
274,3,2:53.0,M. Williams misses 3-pt jump shot from 23 ft,,50,62
275,3,2:51.0,,Defensive rebound by J. Teague,50,62
276,3,2:45.0,,T. Hardaway makes 2-pt jump shot from 18 ft (assist by K. Bazemore),50,64
277,3,2:20.0,M. Williams makes 3-pt jump shot from 22 ft (assist by C. Lee),,53,64
278,3,1:58.0,,K. Bazemore misses 2-pt jump shot from 5 ft,53,64
279,3,1:57.0,Defensive rebound by M. Williams,,53,64
280,3,1:52.0,A. Jefferson misses 2-pt layup at rim (block by M. Scott),,53,64
281,3,1:49.0,Offensive rebound by A. Jefferson,,53,64
282,3,1:48.0,A. Jefferson misses 2-pt layup from 2 ft (block by A. Horford),,53,64
283,3,1:48.0,,Defensive rebound by T. Hardaway,53,64
284,3,1:48.0,,T. Sefolosha enters the game for K. Bazemore,53,64
285,3,1:48.0,,M. Muscala enters the game for A. Horford,53,64
286,3,1:48.0,,D. Schröder enters the game for J. Teague,53,64
287,3,1:48.0,J. Lamb enters the game for N. Batum,,53,64
288,3,1:48.0,J. Lin enters the game for C. Lee,,53,64
289,3,1:44.0,,T. Hardaway misses 2-pt jump shot from 15 ft,53,64
290,3,1:41.0,Defensive rebound by A. Jefferson,,53,64
291,3,1:19.0,M. Williams misses 2-pt jump shot from 17 ft,,53,64
292,3,1:17.0,,Defensive rebound by T. Sefolosha,53,64
293,3,1:14.0,,T. Hardaway misses 2-pt layup from 2 ft (block by J. Lamb),53,64
294,3,1:14.0,,Offensive rebound by Team,53,64
295,3,1:11.0,,M. Muscala makes 2-pt jump shot from 18 ft (assist by T. Hardaway),53,66
296,3,0:41.0,A. Jefferson makes 2-pt jump shot from 3 ft (assist by J. Lin),,55,66
297,3,0:33.0,,D. Schröder makes 2-pt jump shot from 17 ft,55,68
298,3,0:16.0,M. Williams makes 2-pt jump shot from 10 ft (assist by A. Jefferson),,57,68
299,3,0:01.0,,M. Muscala misses 2-pt hook shot from 7 ft,57,68
300,3,0:00.0,Defensive rebound by A. Jefferson,,57,68
301,4,11:42.0,,D. Schröder misses 3-pt jump shot from 24 ft,57,68
302,4,11:40.0,Defensive rebound by K. Walker,,57,68
303,4,11:23.0,Personal foul by D. Schröder (drawn by J. Lamb),,57,68
304,4,11:16.0,Personal foul by T. Hardaway (drawn by J. Lin),,57,68
305,4,11:16.0,,K. Korver enters the game for T. Hardaway,57,68
306,4,11:00.0,J. Lamb misses 2-pt jump shot from 19 ft,,57,68
307,4,10:59.0,,Defensive rebound by D. Schröder,57,68
308,4,10:55.0,,D. Schröder misses 2-pt layup from 3 ft (block by K. Walker),57,68
309,4,10:55.0,,Offensive rebound by Team,57,68
310,4,10:46.0,,K. Korver makes 2-pt jump shot from 13 ft (assist by M. Muscala),57,70
311,4,10:33.0,J. Lamb misses 3-pt jump shot from 24 ft,,57,70
312,4,10:32.0,,Defensive rebound by D. Schröder,57,70
313,4,10:26.0,,Offensive foul by M. Scott (drawn by J. Lamb),57,70
314,4,10:26.0,,Turnover by M. Scott (offensive foul),57,70
315,4,10:10.0,J. Lamb misses 2-pt layup from 2 ft,,57,70
316,4,10:09.0,,Defensive rebound by M. Muscala,57,70
317,4,10:00.0,,Turnover by M. Muscala (bad pass),57,70
318,4,9:51.0,K. Walker makes 2-pt layup from 1 ft,,59,70
319,4,9:33.0,,Personal foul by A. Jefferson (drawn by M. Muscala),59,70
320,4,9:33.0,,A. Horford enters the game for M. Scott,59,70
321,4,9:33.0,,P. Millsap enters the game for M. Muscala,59,70
322,4,9:26.0,,K. Korver misses 3-pt jump shot from 24 ft,59,70
323,4,9:25.0,Defensive rebound by A. Jefferson,,59,70
324,4,9:11.0,J. Lin makes 2-pt layup from 2 ft (assist by F. Kaminsky),,61,70
325,4,9:11.0,Shooting foul by P. Millsap (drawn by J. Lin),,61,70
326,4,9:11.0,N. Batum enters the game for K. Walker,,61,70
327,4,9:11.0,J. Lin makes free throw 1 of 1,,62,70
328,4,9:01.0,,D. Schröder misses 2-pt layup from 1 ft (block by J. Lin),62,70
329,4,8:58.0,Defensive rebound by F. Kaminsky,,62,70
330,4,8:43.0,J. Lin makes 2-pt jump shot from 16 ft,,64,70
331,4,8:20.0,,Turnover by T. Sefolosha (lost ball),64,70
332,4,8:20.0,Official timeout,,64,70
333,4,8:20.0,,J. Teague enters the game for K. Korver,64,70
334,4,8:20.0,,K. Bazemore enters the game for D. Schröder,64,70
335,4,8:00.0,F. Kaminsky makes 2-pt jump shot from 8 ft (assist by J. Lamb),,66,70
336,4,7:37.0,,Turnover by K. Bazemore (bad pass; steal by F. Kaminsky),66,70
337,4,7:22.0,J. Lamb makes 2-pt layup from 1 ft,,68,70
338,4,7:05.0,,Personal foul by J. Lin (drawn by J. Teague),68,70
339,4,7:05.0,,T. Hardaway enters the game for T. Sefolosha,68,70
340,4,7:05.0,,M. Scott enters the game for P. Millsap,68,70
341,4,6:55.0,,T. Hardaway makes 2-pt jump shot from 9 ft (assist by J. Teague),68,72
342,4,6:36.0,A. Jefferson makes 2-pt jump shot from 18 ft (assist by J. Lamb),,70,72
343,4,6:18.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by A. Horford),70,75
344,4,5:58.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,70,75
345,4,5:56.0,,Defensive rebound by K. Bazemore,70,75
346,4,5:51.0,,M. Scott makes 2-pt layup from 1 ft (assist by K. Bazemore),70,77
347,4,5:43.0,Charlotte full timeout,,70,77
348,4,5:43.0,K. Walker enters the game for F. Kaminsky,,70,77
349,4,5:43.0,M. Williams enters the game for J. Lamb,,70,77
350,4,5:35.0,Personal foul by T. Hardaway (drawn by J. Lin),,70,77
351,4,5:21.0,A. Jefferson misses 2-pt jump shot from 14 ft,,70,77
352,4,5:21.0,Offensive rebound by Team,,70,77
353,4,5:21.0,Turnover by Team (shot clock),,70,77
354,4,5:09.0,,J. Teague misses 2-pt jump shot from 15 ft,70,77
355,4,5:07.0,Defensive rebound by M. Williams,,70,77
356,4,4:55.0,A. Jefferson misses 2-pt layup at rim,,70,77
357,4,4:53.0,,Defensive rebound by K. Bazemore,70,77
358,4,4:46.0,,A. Horford misses 2-pt jump shot from 18 ft,70,77
359,4,4:44.0,Defensive rebound by Team,,70,77
360,4,4:44.0,C. Zeller enters the game for A. Jefferson,,70,77
361,4,4:27.0,,Violation by A. Horford (def goaltending),70,77
362,4,4:27.0,J. Lin makes 2-pt layup from 1 ft,,72,77
363,4,4:09.0,,A. Horford misses 2-pt layup from 1 ft,72,77
364,4,4:06.0,,Offensive rebound by K. Bazemore,72,77
365,4,4:06.0,,K. Bazemore makes 2-pt layup at rim,72,79
366,4,4:01.0,Charlotte full timeout,,72,79
367,4,3:53.0,N. Batum misses 3-pt jump shot from 25 ft,,72,79
368,4,3:52.0,Offensive rebound by C. Zeller,,72,79
369,4,3:38.0,M. Williams misses 2-pt jump shot from 8 ft,,72,79
370,4,3:36.0,Offensive rebound by M. Williams,,72,79
371,4,3:33.0,K. Walker misses 3-pt jump shot from 24 ft,,72,79
372,4,3:33.0,Offensive rebound by Team,,72,79
373,4,3:33.0,,Loose ball foul by K. Bazemore (drawn by C. Zeller),72,79
374,4,3:33.0,C. Zeller misses free throw 1 of 2,,72,79
375,4,3:33.0,Offensive rebound by Team,,72,79
376,4,3:33.0,C. Zeller misses free throw 2 of 2,,72,79
377,4,3:29.0,,Defensive rebound by A. Horford,72,79
378,4,3:23.0,,Atlanta full timeout,72,79
379,4,3:14.0,,A. Horford misses 2-pt layup at rim (block by N. Batum),72,79
380,4,3:12.0,,Offensive rebound by A. Horford,72,79
381,4,3:11.0,,A. Horford misses 2-pt layup from 1 ft,72,79
382,4,3:09.0,,Offensive rebound by A. Horford,72,79
383,4,3:07.0,,Shooting foul by C. Zeller (drawn by M. Scott),72,79
384,4,3:07.0,,M. Scott makes free throw 1 of 2,72,80
385,4,3:07.0,,M. Scott misses free throw 2 of 2,72,80
386,4,3:05.0,Defensive rebound by K. Walker,,72,80
387,4,2:53.0,Turnover by J. Lin (lost ball; steal by T. Hardaway),,72,80
388,4,2:35.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by K. Bazemore),72,83
389,4,2:20.0,,Violation by A. Horford (kicked ball),72,83
