,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MILWAUKEE_ACTION,PORTLAND_SCORE,MILWAUKEE_SCORE
59,1,4:12.0,A. Crabbe makes 2-pt jump shot from 9 ft (assist by D. Lillard),,10,19
60,1,4:12.0,Shooting foul by K. Middleton (drawn by A. Crabbe),,10,19
61,1,4:12.0,,M. Carter-Williams enters the game for K. Middleton,10,19
62,1,4:12.0,A. Crabbe misses free throw 1 of 1,,10,19
63,1,4:09.0,,Defensive rebound by G. Antetokounmpo,10,19
64,1,3:58.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,10,19
65,1,3:57.0,Defensive rebound by A. Crabbe,,10,19
66,1,3:52.0,Personal foul by M. Carter-Williams (drawn by D. Lillard),,10,19
67,1,3:52.0,M. Harkless enters the game for A. Aminu,,10,19
68,1,3:40.0,Turnover by M. Leonard (lost ball),,10,19
69,1,3:29.0,,M. Carter-Williams misses 2-pt jump shot from 5 ft,10,19
70,1,3:27.0,Defensive rebound by D. Lillard,,10,19
71,1,3:20.0,D. Lillard makes 2-pt dunk at rim,,12,19
72,1,3:16.0,,Turnover by M. Carter-Williams (bad pass),12,19
73,1,2:59.0,D. Lillard misses 3-pt jump shot from 26 ft,,12,19
74,1,2:58.0,,Defensive rebound by J. Parker,12,19
75,1,2:48.0,,J. Parker makes 2-pt jump shot from 14 ft (assist by M. Carter-Williams),12,21
76,1,2:33.0,,Milwaukee full timeout,12,21
77,1,2:33.0,,R. Vaughn enters the game for J. Parker,12,21
78,1,2:33.0,,J. O'Bryant enters the game for O. Mayo,12,21
79,1,2:22.0,A. Crabbe misses 2-pt jump shot from 17 ft,,12,21
80,1,2:21.0,Offensive rebound by E. Davis,,12,21
81,1,2:15.0,D. Lillard misses 2-pt jump shot from 18 ft,,12,21
82,1,2:13.0,,Defensive rebound by G. Monroe,12,21
83,1,2:00.0,,J. O'Bryant misses 2-pt jump shot from 13 ft,12,21
84,1,1:58.0,Defensive rebound by D. Lillard,,12,21
85,1,1:53.0,,J. Henson enters the game for G. Monroe,12,21
86,1,1:53.0,Inbound foul by R. Vaughn,,12,21
87,1,1:53.0,A. Crabbe makes free throw 1 of 2,,13,21
88,1,1:53.0,A. Crabbe makes free throw 2 of 2,,14,21
89,1,1:38.0,,M. Carter-Williams misses 2-pt jump shot from 5 ft,14,21
90,1,1:37.0,,Offensive rebound by J. Henson,14,21
91,1,1:37.0,,J. Henson makes 2-pt layup at rim,14,23
92,1,1:21.0,A. Crabbe misses 3-pt jump shot from 27 ft,,14,23
93,1,1:20.0,Offensive rebound by M. Harkless,,14,23
94,1,1:14.0,M. Harkless misses 3-pt jump shot from 27 ft,,14,23
95,1,1:12.0,,Defensive rebound by R. Vaughn,14,23
96,1,1:03.0,,M. Carter-Williams makes 2-pt jump shot from 16 ft,14,25
97,1,0:40.0,D. Lillard misses 3-pt jump shot from 24 ft,,14,25
98,1,0:38.0,,Defensive rebound by Team,14,25
99,1,0:38.0,C. McCollum enters the game for D. Lillard,,14,25
100,1,0:23.0,,Turnover by R. Vaughn (bad pass; steal by A. Crabbe),14,25
101,1,0:04.0,C. McCollum makes 2-pt jump shot from 3 ft,,16,25
102,2,11:41.0,,Turnover by M. Carter-Williams (bad pass; steal by C. McCollum),16,25
103,2,11:31.0,M. Leonard makes 2-pt layup at rim (assist by E. Davis),,18,25
104,2,11:19.0,,M. Carter-Williams makes 2-pt layup at rim,18,27
105,2,11:00.0,,Offensive charge foul by C. McCollum (drawn by M. Carter-Williams),18,27
106,2,11:00.0,Turnover by C. McCollum (offensive foul),,18,27
107,2,10:38.0,,K. Middleton misses 3-pt jump shot from 26 ft,18,27
108,2,10:36.0,,Offensive rebound by R. Vaughn,18,27
109,2,10:24.0,,M. Carter-Williams misses 2-pt jump shot from 16 ft,18,27
110,2,10:22.0,,Offensive rebound by M. Carter-Williams,18,27
111,2,10:18.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by M. Carter-Williams),18,29
112,2,10:01.0,A. Crabbe makes 2-pt jump shot from 15 ft (assist by C. McCollum),,20,29
113,2,9:44.0,,K. Middleton misses 2-pt jump shot from 14 ft,20,29
114,2,9:44.0,Defensive rebound by Team,,20,29
115,2,9:25.0,Turnover by M. Leonard (bad pass; steal by R. Vaughn),,20,29
116,2,9:20.0,,K. Middleton makes 2-pt layup at rim (assist by R. Vaughn),20,31
117,2,9:02.0,A. Crabbe misses 2-pt jump shot from 15 ft,,20,31
118,2,9:01.0,,Defensive rebound by J. Henson,20,31
119,2,8:48.0,,Turnover by M. Carter-Williams (bad pass; steal by C. McCollum),20,31
120,2,8:43.0,A. Crabbe misses 3-pt jump shot from 24 ft,,20,31
121,2,8:41.0,Offensive rebound by E. Davis,,20,31
122,2,8:37.0,Turnover by E. Davis (lost ball; steal by R. Vaughn),,20,31
123,2,8:31.0,,R. Vaughn misses 2-pt layup at rim,20,31
124,2,8:29.0,Defensive rebound by E. Davis,,20,31
125,2,8:17.0,Shooting foul by J. O'Bryant (drawn by E. Davis),,20,31
126,2,8:17.0,Official timeout,,20,31
127,2,8:17.0,E. Davis makes free throw 1 of 2,,21,31
128,2,8:17.0,E. Davis makes free throw 2 of 2,,22,31
129,2,8:03.0,,K. Middleton misses 3-pt jump shot from 25 ft,22,31
130,2,8:01.0,Defensive rebound by A. Crabbe,,22,31
131,2,7:52.0,C. McCollum misses 2-pt layup at rim,,22,31
132,2,7:52.0,Offensive rebound by E. Davis,,22,31
133,2,7:52.0,E. Davis misses 2-pt layup at rim,,22,31
134,2,7:52.0,Offensive rebound by Team,,22,31
135,2,7:52.0,G. Henderson enters the game for A. Crabbe,,22,31
136,2,7:33.0,M. Leonard makes 2-pt hook shot from 6 ft,,24,31
137,2,7:08.0,,J. O'Bryant misses 2-pt jump shot from 7 ft,24,31
138,2,7:07.0,Defensive rebound by M. Leonard,,24,31
139,2,7:00.0,C. McCollum misses 3-pt jump shot from 25 ft,,24,31
140,2,6:58.0,,Defensive rebound by R. Vaughn,24,31
141,2,6:47.0,,J. O'Bryant misses 2-pt layup at rim,24,31
142,2,6:45.0,Defensive rebound by M. Leonard,,24,31
143,2,6:32.0,M. Leonard misses 3-pt jump shot from 25 ft,,24,31
144,2,6:31.0,,Defensive rebound by J. O'Bryant,24,31
145,2,6:24.0,,R. Vaughn misses 2-pt jump shot from 10 ft,24,31
146,2,6:23.0,Defensive rebound by M. Harkless,,24,31
147,2,6:04.0,M. Leonard misses 3-pt jump shot from 26 ft,,24,31
148,2,6:03.0,,Defensive rebound by J. Henson,24,31
149,2,5:55.0,,Milwaukee full timeout,24,31
150,2,5:55.0,M. Plumlee enters the game for C. McCollum,,24,31
151,2,5:55.0,A. Aminu enters the game for E. Davis,,24,31
152,2,5:55.0,D. Lillard enters the game for M. Harkless,,24,31
153,2,5:55.0,,O. Mayo enters the game for J. O'Bryant,24,31
154,2,5:55.0,,J. Parker enters the game for R. Vaughn,24,31
155,2,5:46.0,,J. Parker makes 2-pt dunk at rim (assist by M. Carter-Williams),24,33
156,2,5:30.0,Personal block foul by O. Mayo (drawn by G. Henderson),,24,33
157,2,5:18.0,A. Aminu misses 2-pt jump shot from 5 ft (block by J. Henson),,24,33
158,2,5:16.0,,Defensive rebound by J. Henson,24,33
159,2,5:14.0,,Shooting foul by M. Leonard (drawn by J. Parker),24,33
160,2,5:14.0,,J. Parker makes free throw 1 of 2,24,34
161,2,5:14.0,,J. Parker makes free throw 2 of 2,24,35
162,2,5:02.0,Turnover by M. Leonard (bad pass),,24,35
163,2,4:50.0,,M. Carter-Williams misses 2-pt dunk at rim (block by M. Plumlee),24,35
164,2,4:50.0,,Offensive rebound by M. Carter-Williams,24,35
165,2,4:50.0,,Shooting foul by M. Leonard (drawn by M. Carter-Williams),24,35
166,2,4:50.0,,M. Carter-Williams misses free throw 1 of 2,24,35
167,2,4:50.0,,Offensive rebound by Team,24,35
168,2,4:50.0,C. McCollum enters the game for M. Leonard,,24,35
169,2,4:50.0,,M. Carter-Williams makes free throw 2 of 2,24,36
170,2,4:35.0,C. McCollum misses 3-pt jump shot from 24 ft,,24,36
171,2,4:35.0,,Defensive rebound by Team,24,36
172,2,4:35.0,Loose ball foul by A. Aminu (drawn by K. Middleton),,24,36
173,2,4:23.0,,J. Henson makes 2-pt dunk at rim (assist by M. Carter-Williams),24,38
174,2,4:02.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by G. Henderson),,27,38
175,2,3:48.0,,Turnover by M. Carter-Williams (lost ball; steal by G. Henderson),27,38
176,2,3:38.0,A. Aminu misses 3-pt jump shot from 26 ft,,27,38
177,2,3:35.0,,Defensive rebound by J. Henson,27,38
178,2,3:29.0,,Turnover by K. Middleton (bad pass; steal by A. Aminu),27,38
179,2,3:25.0,G. Henderson makes 2-pt layup at rim (assist by D. Lillard),,29,38
180,2,3:09.0,,K. Middleton misses 3-pt jump shot from 23 ft,29,38
181,2,3:07.0,Defensive rebound by A. Aminu,,29,38
182,2,3:00.0,Shooting foul by K. Middleton (drawn by D. Lillard),,29,38
183,2,3:00.0,D. Lillard makes free throw 1 of 2,,30,38
184,2,3:00.0,,G. Monroe enters the game for J. Henson,30,38
185,2,3:00.0,,G. Antetokounmpo enters the game for K. Middleton,30,38
186,2,3:00.0,D. Lillard makes free throw 2 of 2,,31,38
187,2,2:41.0,,Milwaukee full timeout,31,38
188,2,2:41.0,Portland full timeout,,31,38
189,2,2:33.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft,31,38
190,2,2:32.0,Defensive rebound by D. Lillard,,31,38
191,2,2:21.0,Turnover by M. Plumlee (bad pass; steal by O. Mayo),,31,38
192,2,2:06.0,,G. Monroe misses 2-pt hook shot from 3 ft,31,38
193,2,2:05.0,Defensive rebound by D. Lillard,,31,38
194,2,1:51.0,G. Henderson misses 2-pt jump shot from 11 ft,,31,38
195,2,1:50.0,,Defensive rebound by M. Carter-Williams,31,38
196,2,1:42.0,,M. Carter-Williams misses 2-pt jump shot from 13 ft,31,38
197,2,1:41.0,Defensive rebound by D. Lillard,,31,38
198,2,1:35.0,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),,33,38
199,2,1:11.0,,G. Monroe makes 2-pt layup at rim (assist by J. Parker),33,40
200,2,0:59.0,Turnover by G. Henderson (offensive foul),,33,40
201,2,0:59.0,Offensive foul by G. Henderson (drawn by J. Parker),,33,40
202,2,0:59.0,E. Davis enters the game for G. Henderson,,33,40
203,2,0:55.0,,O. Mayo misses 3-pt jump shot from 25 ft,33,40
204,2,0:54.0,Defensive rebound by A. Aminu,,33,40
205,2,0:50.0,C. McCollum misses 3-pt jump shot from 24 ft,,33,40
206,2,0:42.0,Offensive rebound by Team,,33,40
207,2,0:42.0,Portland full timeout,,33,40
208,2,0:42.0,G. Henderson enters the game for C. McCollum,,33,40
209,2,0:42.0,C. McCollum enters the game for E. Davis,,33,40
210,2,0:33.0,C. McCollum misses 3-pt jump shot from 27 ft,,33,40
211,2,0:31.0,,Defensive rebound by G. Monroe,33,40
212,2,0:12.0,,O. Mayo misses 2-pt jump shot from 8 ft,33,40
213,2,0:10.0,,Offensive rebound by G. Monroe,33,40
214,2,0:09.0,,Shooting foul by M. Plumlee (drawn by G. Antetokounmpo),33,40
215,2,0:09.0,,G. Antetokounmpo makes free throw 1 of 2,33,41
216,2,0:09.0,,G. Antetokounmpo makes free throw 2 of 2,33,42
217,2,0:04.0,Personal foul by J. Parker (drawn by D. Lillard),,33,42
218,3,11:48.0,,Offensive foul by O. Mayo (drawn by D. Lillard),33,42
219,3,11:48.0,,Turnover by O. Mayo (offensive foul),33,42
220,3,11:38.0,Shooting foul by G. Monroe (drawn by M. Plumlee),,33,42
221,3,11:38.0,M. Plumlee misses free throw 1 of 2,,33,42
222,3,11:38.0,Offensive rebound by Team,,33,42
223,3,11:38.0,M. Plumlee makes free throw 2 of 2,,34,42
224,3,11:17.0,,G. Monroe misses 2-pt hook shot from 7 ft,34,42
225,3,11:15.0,,Offensive rebound by G. Antetokounmpo,34,42
226,3,11:11.0,,G. Monroe misses 2-pt layup from 1 ft,34,42
227,3,11:09.0,,Offensive rebound by G. Antetokounmpo,34,42
228,3,11:05.0,,Turnover by J. Parker (lost ball; steal by C. McCollum),34,42
229,3,10:59.0,D. Lillard misses 2-pt jump shot from 16 ft (block by G. Antetokounmpo),,34,42
230,3,10:57.0,Offensive rebound by N. Vonleh,,34,42
231,3,10:55.0,N. Vonleh makes 2-pt layup at rim,,36,42
232,3,10:38.0,,K. Middleton makes 2-pt jump shot from 20 ft (assist by O. Mayo),36,44
233,3,10:18.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),,38,44
234,3,9:58.0,,J. Parker misses 2-pt jump shot from 11 ft,38,44
235,3,9:57.0,Defensive rebound by M. Plumlee,,38,44
236,3,9:52.0,Turnover by N. Vonleh (step out of bounds),,38,44
237,3,9:41.0,,Personal foul by A. Aminu (drawn by G. Antetokounmpo),38,44
238,3,9:30.0,,Turnover by G. Antetokounmpo (step out of bounds),38,44
239,3,9:18.0,C. McCollum misses 2-pt layup at rim,,38,44
240,3,9:16.0,,Defensive rebound by G. Monroe,38,44
241,3,9:12.0,,Personal foul by A. Aminu (drawn by G. Antetokounmpo),38,44
242,3,8:59.0,,G. Monroe makes 2-pt layup at rim (assist by J. Parker),38,46
243,3,8:40.0,C. McCollum misses 3-pt jump shot from 25 ft,,38,46
244,3,8:39.0,,Defensive rebound by G. Monroe,38,46
245,3,8:32.0,,O. Mayo misses 3-pt jump shot from 24 ft,38,46
246,3,8:31.0,Defensive rebound by M. Plumlee,,38,46
247,3,8:22.0,D. Lillard misses 2-pt layup from 1 ft,,38,46
248,3,8:21.0,Offensive rebound by N. Vonleh,,38,46
249,3,8:21.0,N. Vonleh misses 2-pt layup from 1 ft,,38,46
250,3,8:19.0,Offensive rebound by N. Vonleh,,38,46
251,3,8:19.0,N. Vonleh makes 2-pt layup from 1 ft,,40,46
252,3,8:03.0,,G. Antetokounmpo misses 2-pt hook shot from 6 ft,40,46
253,3,8:01.0,Defensive rebound by M. Plumlee,,40,46
254,3,7:54.0,D. Lillard misses 3-pt jump shot from 24 ft,,40,46
255,3,7:53.0,,Defensive rebound by G. Antetokounmpo,40,46
256,3,7:40.0,,O. Mayo makes 2-pt layup from 1 ft (assist by G. Monroe),40,48
257,3,7:09.0,C. McCollum misses 3-pt jump shot from 24 ft,,40,48
258,3,7:08.0,Offensive rebound by N. Vonleh,,40,48
259,3,7:08.0,N. Vonleh makes 2-pt layup from 1 ft,,42,48
260,3,6:55.0,,Turnover by J. Parker (bad pass; steal by C. McCollum),42,48
261,3,6:47.0,C. McCollum misses 2-pt jump shot from 14 ft,,42,48
262,3,6:46.0,,Defensive rebound by G. Antetokounmpo,42,48
263,3,6:30.0,,Turnover by G. Monroe (traveling),42,48
264,3,6:20.0,D. Lillard misses 2-pt layup from 1 ft,,42,48
265,3,6:18.0,Offensive rebound by N. Vonleh,,42,48
266,3,6:05.0,M. Plumlee misses 2-pt layup from 1 ft,,42,48
267,3,6:04.0,,Defensive rebound by G. Monroe,42,48
268,3,5:54.0,,Shooting foul by N. Vonleh (drawn by J. Parker),42,48
269,3,5:54.0,,Milwaukee full timeout,42,48
270,3,5:54.0,,J. Parker makes free throw 1 of 2,42,49
271,3,5:54.0,,J. Parker misses free throw 2 of 2,42,49
272,3,5:52.0,Defensive rebound by N. Vonleh,,42,49
273,3,5:35.0,C. McCollum makes 3-pt jump shot from 28 ft (assist by D. Lillard),,45,49
274,3,5:15.0,,Turnover by G. Antetokounmpo (traveling),45,49
275,3,4:50.0,C. McCollum misses 2-pt jump shot from 8 ft (block by K. Middleton),,45,49
276,3,4:48.0,,Defensive rebound by G. Monroe,45,49
277,3,4:33.0,,Shooting foul by M. Plumlee (drawn by G. Monroe),45,49
278,3,4:33.0,,G. Monroe makes free throw 1 of 2,45,50
279,3,4:33.0,A. Crabbe enters the game for N. Vonleh,,45,50
280,3,4:33.0,M. Leonard enters the game for M. Plumlee,,45,50
281,3,4:33.0,E. Davis enters the game for C. McCollum,,45,50
282,3,4:33.0,,G. Monroe makes free throw 2 of 2,45,51
283,3,4:21.0,D. Lillard makes 3-pt jump shot from 26 ft,,48,51
284,3,4:08.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),48,53
285,3,3:42.0,A. Aminu makes 2-pt jump shot from 4 ft,,50,53
286,3,3:27.0,,Shooting foul by D. Lillard (drawn by O. Mayo),50,53
287,3,3:27.0,,O. Mayo makes free throw 1 of 2,50,54
288,3,3:27.0,,J. O'Bryant enters the game for J. Parker,50,54
289,3,3:27.0,,O. Mayo makes free throw 2 of 2,50,55
290,3,3:17.0,Personal foul by O. Mayo (drawn by D. Lillard),,50,55
291,3,3:10.0,E. Davis makes 2-pt dunk at rim (assist by D. Lillard),,52,55
292,3,2:57.0,,Shooting foul by A. Crabbe (drawn by K. Middleton),52,55
293,3,2:57.0,Portland full timeout,,52,55
294,3,2:57.0,,M. Carter-Williams enters the game for O. Mayo,52,55
295,3,2:57.0,,K. Middleton makes free throw 1 of 2,52,56
296,3,2:57.0,,K. Middleton makes free throw 2 of 2,52,57
297,3,2:43.0,D. Lillard makes 2-pt layup at rim,,54,57
298,3,2:24.0,,Turnover by M. Carter-Williams (traveling),54,57
299,3,2:09.0,M. Leonard misses 3-pt jump shot from 24 ft,,54,57
300,3,2:07.0,,Defensive rebound by G. Monroe,54,57
301,3,1:55.0,,J. O'Bryant misses 2-pt jump shot from 2 ft (block by M. Leonard),54,57
302,3,1:54.0,Defensive rebound by A. Aminu,,54,57
303,3,1:54.0,Turnover by A. Aminu (palming),,54,57
304,3,1:40.0,,Personal block foul by D. Lillard (drawn by G. Antetokounmpo),54,57
305,3,1:40.0,,G. Antetokounmpo misses free throw 1 of 2,54,57
306,3,1:40.0,,Offensive rebound by Team,54,57
307,3,1:40.0,,G. Antetokounmpo makes free throw 2 of 2,54,58
308,3,1:29.0,Personal block foul by J. O'Bryant (drawn by D. Lillard),,54,58
309,3,1:29.0,,J. Henson enters the game for G. Monroe,54,58
310,3,1:29.0,G. Henderson enters the game for A. Aminu,,54,58
311,3,1:15.0,A. Crabbe makes 3-pt jump shot from 22 ft (assist by M. Leonard),,57,58
312,3,1:00.0,,Shooting foul by M. Leonard (drawn by J. Henson),57,58
313,3,1:00.0,,J. Henson misses free throw 1 of 2,57,58
314,3,1:00.0,,Offensive rebound by Team,57,58
315,3,1:00.0,,J. Henson makes free throw 2 of 2,57,59
316,3,0:44.0,D. Lillard makes 2-pt jump shot from 20 ft (assist by M. Leonard),,59,59
317,3,0:34.0,,Shooting foul by E. Davis (drawn by J. Henson),59,59
318,3,0:34.0,,J. Henson misses free throw 1 of 2,59,59
319,3,0:34.0,,Offensive rebound by Team,59,59
320,3,0:34.0,,J. Henson makes free throw 2 of 2,59,60
321,3,0:20.0,D. Lillard makes 3-pt jump shot from 29 ft,,62,60
322,3,0:06.0,,M. Carter-Williams misses 2-pt layup from 1 ft,62,60
323,3,0:05.0,,Offensive rebound by M. Carter-Williams,62,60
324,3,0:03.0,,K. Middleton misses 3-pt jump shot from 25 ft,62,60
325,3,0:02.0,,Offensive rebound by G. Antetokounmpo,62,60
326,3,0:01.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,62,60
327,3,0:00.0,Defensive rebound by M. Leonard,,62,60
328,4,11:40.0,D. Lillard misses 2-pt layup from 3 ft,,62,60
329,4,11:39.0,Offensive rebound by E. Davis,,62,60
330,4,11:15.0,M. Leonard misses 3-pt jump shot from 25 ft,,62,60
331,4,11:11.0,Offensive rebound by E. Davis,,62,60
332,4,11:09.0,E. Davis misses 2-pt layup from 2 ft,,62,60
333,4,11:08.0,,Defensive rebound by J. Henson,62,60
334,4,10:48.0,,O. Mayo makes 2-pt jump shot from 19 ft,62,62
335,4,10:31.0,Turnover by A. Crabbe (lost ball),,62,62
336,4,10:31.0,C. McCollum enters the game for D. Lillard,,62,62
337,4,10:23.0,,Personal foul by C. McCollum (drawn by M. Carter-Williams),62,62
338,4,10:11.0,,J. Parker misses 2-pt jump shot from 17 ft,62,62
339,4,10:10.0,Defensive rebound by A. Crabbe,,62,62
340,4,9:54.0,E. Davis makes 2-pt layup from 1 ft (assist by C. McCollum),,64,62
341,4,9:37.0,,O. Mayo makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),64,65
342,4,9:17.0,A. Crabbe misses 3-pt jump shot from 25 ft,,64,65
343,4,9:14.0,Offensive rebound by M. Leonard,,64,65
344,4,9:01.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by G. Henderson),,67,65
345,4,8:44.0,,O. Mayo misses 2-pt layup at rim,67,65
346,4,8:40.0,Defensive rebound by E. Davis,,67,65
347,4,8:37.0,Personal foul by O. Mayo (drawn by C. McCollum),,67,65
348,4,8:37.0,Official timeout,,67,65
349,4,8:30.0,M. Leonard misses 3-pt jump shot from 23 ft,,67,65
350,4,8:29.0,,Defensive rebound by K. Middleton,67,65
351,4,8:20.0,,J. Parker makes 2-pt layup at rim (assist by K. Middleton),67,67
352,4,8:20.0,,Shooting foul by E. Davis (drawn by J. Parker),67,67
353,4,8:20.0,,J. Parker makes free throw 1 of 1,67,68
354,4,8:04.0,C. McCollum misses 2-pt layup from 2 ft (block by J. Henson),,67,68
355,4,8:01.0,,Defensive rebound by O. Mayo,67,68
356,4,7:58.0,,J. Parker misses 2-pt layup from 1 ft (block by G. Henderson),67,68
357,4,7:58.0,Defensive rebound by Team,,67,68
358,4,7:49.0,Personal foul by K. Middleton (drawn by G. Henderson),,67,68
359,4,7:42.0,E. Davis makes 2-pt layup at rim (assist by A. Crabbe),,69,68
360,4,7:18.0,,Personal foul by C. McCollum (drawn by M. Carter-Williams),69,68
361,4,7:18.0,,M. Carter-Williams makes free throw 1 of 2,69,69
362,4,7:18.0,D. Lillard enters the game for A. Crabbe,,69,69
363,4,7:18.0,,M. Carter-Williams makes free throw 2 of 2,69,70
364,4,6:59.0,D. Lillard misses 3-pt jump shot from 28 ft (block by J. Henson),,69,70
365,4,6:57.0,,Defensive rebound by J. Parker,69,70
366,4,6:48.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by J. Henson),69,73
367,4,6:26.0,G. Henderson misses 2-pt jump shot from 15 ft,,69,73
368,4,6:25.0,,Defensive rebound by J. Parker,69,73
369,4,6:12.0,,O. Mayo misses 3-pt jump shot from 23 ft,69,73
370,4,6:11.0,Defensive rebound by E. Davis,,69,73
371,4,5:52.0,Turnover by G. Henderson (bad pass; steal by K. Middleton),,69,73
372,4,5:51.0,,Shooting foul by C. McCollum (drawn by K. Middleton),69,73
373,4,5:51.0,,Milwaukee full timeout,69,73
374,4,5:51.0,A. Crabbe enters the game for M. Leonard,,69,73
375,4,5:51.0,A. Aminu enters the game for G. Henderson,,69,73
376,4,5:51.0,,K. Middleton makes free throw 1 of 2,69,74
377,4,5:51.0,,K. Middleton makes free throw 2 of 2,69,75
378,4,5:32.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by E. Davis),,72,75
379,4,5:08.0,,O. Mayo misses 2-pt jump shot from 14 ft,72,75
