,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
62,1,5:07.0,,G. Hill misses 2-pt jump shot from 13 ft,15,7
63,1,5:07.0,,Offensive rebound by J. Hill,15,7
64,1,5:05.0,Violation by Z. Randolph (kicked ball),,15,7
65,1,5:05.0,B. Udrih enters the game for M. Conley,,15,7
66,1,5:00.0,,P. George makes 3-pt jump shot from 27 ft (assist by G. Hill),15,10
67,1,4:43.0,J. Green makes 2-pt jump shot from 19 ft (assist by Z. Randolph),,17,10
68,1,4:26.0,,I. Mahinmi misses 2-pt jump shot from 21 ft,17,10
69,1,4:24.0,Defensive rebound by Z. Randolph,,17,10
70,1,4:15.0,B. Udrih makes 2-pt layup from 1 ft (assist by M. Gasol),,19,10
71,1,3:58.0,,G. Hill misses 2-pt jump shot from 18 ft,19,10
72,1,3:58.0,Defensive rebound by J. Green,,19,10
73,1,3:53.0,Z. Randolph makes 2-pt layup from 5 ft (assist by B. Udrih),,21,10
74,1,3:53.0,,Technical foul by G. Hill,21,10
75,1,3:53.0,C. Lee makes technical free throw,,22,10
76,1,3:53.0,M. Barnes enters the game for C. Lee,,22,10
77,1,3:53.0,,C. Budinger enters the game for P. George,22,10
78,1,3:53.0,,R. Stuckey enters the game for I. Mahinmi,22,10
79,1,3:53.0,,M. Turner enters the game for G. Hill,22,10
80,1,3:41.0,,Turnover by M. Ellis (bad pass),22,10
81,1,3:32.0,Personal foul by J. Hill (drawn by Z. Randolph),,22,10
82,1,3:32.0,Memphis full timeout,,22,10
83,1,3:28.0,Personal foul by M. Turner (drawn by M. Gasol),,22,10
84,1,3:28.0,,C. Miles enters the game for J. Hill,22,10
85,1,3:15.0,M. Gasol misses 2-pt jump shot from 5 ft,,22,10
86,1,3:15.0,,Defensive rebound by Team,22,10
87,1,3:15.0,B. Wright enters the game for M. Gasol,,22,10
88,1,2:56.0,,Turnover by M. Ellis (lost ball; steal by M. Barnes),22,10
89,1,2:53.0,Shooting foul by C. Miles (drawn by B. Udrih),,22,10
90,1,2:53.0,B. Udrih makes free throw 1 of 2,,23,10
91,1,2:53.0,B. Udrih makes free throw 2 of 2,,24,10
92,1,2:43.0,,M. Turner misses 2-pt jump shot from 16 ft,24,10
93,1,2:42.0,Defensive rebound by B. Udrih,,24,10
94,1,2:28.0,Z. Randolph misses 2-pt jump shot from 8 ft,,24,10
95,1,2:27.0,Offensive rebound by Z. Randolph,,24,10
96,1,2:26.0,Shooting foul by C. Miles (drawn by Z. Randolph),,24,10
97,1,2:26.0,Z. Randolph makes free throw 1 of 2,,25,10
98,1,2:26.0,Z. Randolph misses free throw 2 of 2,,25,10
99,1,2:26.0,,Defensive rebound by C. Miles,25,10
100,1,2:07.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by R. Stuckey),25,13
101,1,1:45.0,B. Udrih makes 3-pt jump shot from 24 ft (assist by J. Green),,28,13
102,1,1:36.0,,Turnover by R. Stuckey (lost ball),28,13
103,1,1:36.0,J. Green enters the game for Z. Randolph,,28,13
104,1,1:26.0,Turnover by J. Green (bad pass; steal by C. Budinger),,28,13
105,1,1:21.0,,M. Ellis makes 2-pt layup from 1 ft (assist by C. Budinger),28,15
106,1,1:09.0,Personal foul by M. Ellis (drawn by J. Green),,28,15
107,1,1:09.0,J. Green misses free throw 1 of 2,,28,15
108,1,1:09.0,Offensive rebound by Team,,28,15
109,1,1:09.0,J. Green makes free throw 2 of 2,,29,15
110,1,1:02.0,,C. Budinger makes 3-pt jump shot from 24 ft,29,18
111,1,0:50.0,J. Green misses 2-pt layup from 3 ft (block by M. Turner),,29,18
112,1,0:50.0,Offensive rebound by J. Green,,29,18
113,1,0:50.0,Turnover by J. Green (lost ball; steal by M. Turner),,29,18
114,1,0:43.0,,M. Ellis misses 2-pt layup from 2 ft,29,18
115,1,0:42.0,,Offensive rebound by M. Turner,29,18
116,1,0:42.0,,M. Turner makes 2-pt dunk at rim,29,20
117,1,0:26.0,J. Green misses 2-pt hook shot from 7 ft,,29,20
118,1,0:26.0,,Defensive rebound by M. Turner,29,20
119,1,0:05.0,,Turnover by M. Ellis (offensive foul),29,20
120,1,0:05.0,Offensive charge foul by M. Ellis (drawn by B. Udrih),,29,20
121,1,0:05.0,M. Conley enters the game for B. Wright,,29,20
122,1,0:05.0,,G. Hill enters the game for M. Ellis,29,20
123,2,11:38.0,,M. Turner makes 2-pt jump shot from 18 ft,29,22
124,2,11:16.0,Turnover by J. Green (traveling),,29,22
125,2,11:01.0,,C. Miles makes 2-pt jump shot from 22 ft (assist by R. Stuckey),29,24
126,2,10:47.0,Offensive foul by M. Conley (drawn by R. Stuckey),,29,24
127,2,10:47.0,Turnover by M. Conley (offensive foul),,29,24
128,2,10:29.0,,C. Miles misses 3-pt jump shot from 27 ft,29,24
129,2,10:28.0,Defensive rebound by B. Wright,,29,24
130,2,10:11.0,Turnover by J. Green (dbl dribble),,29,24
131,2,9:58.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by C. Budinger),29,26
132,2,9:46.0,M. Conley misses 2-pt jump shot from 10 ft,,29,26
133,2,9:45.0,,Defensive rebound by M. Turner,29,26
134,2,9:43.0,,Turnover by M. Turner (bad pass; steal by M. Barnes),29,26
135,2,9:38.0,Shooting foul by M. Turner (drawn by M. Conley),,29,26
136,2,9:38.0,M. Conley makes free throw 1 of 2,,30,26
137,2,9:38.0,M. Conley makes free throw 2 of 2,,31,26
138,2,9:26.0,,Personal foul by B. Wright (drawn by M. Turner),31,26
139,2,9:19.0,,M. Turner misses 2-pt jump shot from 11 ft,31,26
140,2,9:18.0,Defensive rebound by M. Barnes,,31,26
141,2,9:03.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by M. Conley),,34,26
142,2,8:50.0,,R. Stuckey makes 2-pt layup at rim,34,28
143,2,8:50.0,,Shooting foul by J. Green (drawn by R. Stuckey),34,28
144,2,8:50.0,Official timeout,,34,28
145,2,8:50.0,T. Allen enters the game for J. Green,,34,28
146,2,8:50.0,,R. Stuckey misses free throw 1 of 1,34,28
147,2,8:50.0,Defensive rebound by J. Green,,34,28
148,2,8:29.0,T. Allen misses 2-pt jump shot from 5 ft,,34,28
149,2,8:27.0,,Defensive rebound by M. Turner,34,28
150,2,8:22.0,,G. Hill makes 2-pt layup at rim (assist by C. Budinger),34,30
151,2,8:07.0,B. Wright makes 2-pt dunk at rim (assist by M. Conley),,36,30
152,2,7:40.0,,C. Miles makes 2-pt jump shot from 23 ft,36,32
153,2,7:22.0,B. Wright makes 2-pt dunk at rim (assist by M. Conley),,38,32
154,2,7:04.0,,C. Budinger makes 3-pt jump shot from 25 ft (assist by C. Miles),38,35
155,2,6:48.0,M. Conley makes 2-pt layup from 1 ft,,40,35
156,2,6:40.0,,G. Hill misses 2-pt layup from 1 ft (block by J. Green),40,35
157,2,6:40.0,,Offensive rebound by Team,40,35
158,2,6:40.0,M. Gasol enters the game for B. Wright,,40,35
159,2,6:38.0,,Turnover by C. Miles (bad pass; steal by M. Barnes),40,35
160,2,6:26.0,J. Green misses 2-pt jump shot from 19 ft,,40,35
161,2,6:26.0,,Defensive rebound by R. Stuckey,40,35
162,2,6:11.0,,Indiana full timeout,40,35
163,2,6:11.0,C. Lee enters the game for M. Barnes,,40,35
164,2,6:11.0,Z. Randolph enters the game for J. Green,,40,35
165,2,6:11.0,,J. Hill enters the game for C. Budinger,40,35
166,2,6:11.0,,I. Mahinmi enters the game for M. Turner,40,35
167,2,6:11.0,,P. George enters the game for C. Miles,40,35
168,2,6:01.0,,R. Stuckey misses 3-pt jump shot from 26 ft,40,35
169,2,6:00.0,,Offensive rebound by I. Mahinmi,40,35
170,2,5:56.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by P. George),40,38
171,2,5:36.0,C. Lee misses 3-pt jump shot from 24 ft,,40,38
172,2,5:35.0,,Defensive rebound by I. Mahinmi,40,38
173,2,5:21.0,,Turnover by R. Stuckey (bad pass; steal by M. Conley),40,38
174,2,5:15.0,T. Allen makes 2-pt layup from 5 ft (assist by M. Conley),,42,38
175,2,4:50.0,,Turnover by G. Hill (bad pass),42,38
176,2,4:32.0,Z. Randolph misses 2-pt jump shot from 17 ft,,42,38
177,2,4:31.0,,Defensive rebound by J. Hill,42,38
178,2,4:18.0,,Turnover by P. George (bad pass; steal by T. Allen),42,38
179,2,4:14.0,M. Conley misses 2-pt layup at rim,,42,38
180,2,4:13.0,,Defensive rebound by P. George,42,38
181,2,4:07.0,,Turnover by P. George (lost ball; steal by T. Allen),42,38
182,2,3:56.0,M. Conley misses 2-pt jump shot from 10 ft,,42,38
183,2,3:56.0,,Defensive rebound by I. Mahinmi,42,38
184,2,3:51.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by P. George),42,40
185,2,3:35.0,Z. Randolph misses 2-pt layup from 4 ft (block by I. Mahinmi),,42,40
186,2,3:34.0,Offensive rebound by M. Conley,,42,40
187,2,3:23.0,T. Allen misses 3-pt jump shot from 24 ft,,42,40
188,2,3:22.0,,Defensive rebound by R. Stuckey,42,40
189,2,3:19.0,,R. Stuckey makes 2-pt layup from 1 ft,42,42
190,2,3:19.0,,Shooting foul by C. Lee (drawn by R. Stuckey),42,42
191,2,3:19.0,B. Udrih enters the game for M. Conley,,42,42
192,2,3:19.0,,R. Stuckey makes free throw 1 of 1,42,43
193,2,3:16.0,Memphis full timeout,,42,43
194,2,3:09.0,Turnover by C. Lee (bad pass; steal by R. Stuckey),,42,43
195,2,3:06.0,,Turnover by R. Stuckey (palming),42,43
196,2,2:54.0,M. Gasol makes 2-pt dunk at rim (assist by B. Udrih),,44,43
197,2,2:27.0,,I. Mahinmi makes 2-pt hook shot from 1 ft (assist by P. George),44,45
198,2,2:05.0,T. Allen misses 2-pt layup from 4 ft,,44,45
199,2,2:05.0,,Defensive rebound by P. George,44,45
200,2,1:56.0,,P. George misses 3-pt jump shot from 27 ft,44,45
201,2,1:56.0,Defensive rebound by B. Udrih,,44,45
202,2,1:43.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by B. Udrih),,46,45
203,2,1:28.0,,I. Mahinmi makes 2-pt jump shot from 17 ft (assist by G. Hill),46,47
204,2,1:08.0,Offensive foul by Z. Randolph (drawn by J. Hill),,46,47
205,2,1:08.0,Turnover by Z. Randolph (offensive foul),,46,47
206,2,0:56.0,Offensive charge foul by P. George (drawn by T. Allen),,46,47
207,2,0:56.0,,Turnover by P. George (offensive foul),46,47
208,2,0:45.0,Shooting foul by J. Hill (drawn by Z. Randolph),,46,47
209,2,0:45.0,Z. Randolph makes free throw 1 of 2,,47,47
210,2,0:45.0,J. Green enters the game for T. Allen,,47,47
211,2,0:45.0,Z. Randolph makes free throw 2 of 2,,48,47
212,2,0:25.0,,J. Hill makes 2-pt jump shot from 19 ft (assist by P. George),48,49
213,2,0:04.0,B. Udrih makes 2-pt jump shot from 16 ft,,50,49
214,2,0:00.0,,G. Hill misses 3-pt jump shot from 30 ft,50,49
215,2,0:00.0,,Offensive rebound by Team,50,49
216,3,11:39.0,,P. George makes 2-pt jump shot from 17 ft,50,51
217,3,11:21.0,M. Gasol misses 2-pt jump shot from 20 ft,,50,51
218,3,11:20.0,Offensive rebound by T. Allen,,50,51
219,3,11:20.0,Shooting foul by P. George (drawn by T. Allen),,50,51
220,3,11:20.0,T. Allen makes free throw 1 of 2,,51,51
221,3,11:20.0,T. Allen misses free throw 2 of 2,,51,51
222,3,11:20.0,,Defensive rebound by J. Hill,51,51
223,3,11:06.0,,Shooting foul by T. Allen (drawn by P. George),51,51
224,3,11:06.0,,P. George makes free throw 1 of 2,51,52
225,3,11:06.0,,P. George makes free throw 2 of 2,51,53
226,3,10:51.0,Turnover by Z. Randolph (bad pass; steal by P. George),,51,53
227,3,10:38.0,,I. Mahinmi makes 2-pt layup from 1 ft,51,55
228,3,10:25.0,M. Gasol misses 2-pt jump shot from 16 ft,,51,55
229,3,10:24.0,,Defensive rebound by I. Mahinmi,51,55
230,3,10:07.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by M. Ellis),51,58
231,3,10:07.0,Memphis full timeout,,51,58
232,3,9:51.0,C. Lee misses 3-pt jump shot from 22 ft,,51,58
233,3,9:51.0,,Defensive rebound by G. Hill,51,58
234,3,9:42.0,,G. Hill misses 3-pt jump shot from 25 ft,51,58
235,3,9:41.0,Defensive rebound by M. Gasol,,51,58
236,3,9:23.0,M. Conley misses 2-pt layup from 1 ft,,51,58
237,3,9:23.0,Offensive rebound by Z. Randolph,,51,58
238,3,9:23.0,Z. Randolph misses 2-pt layup at rim (block by P. George),,51,58
239,3,9:23.0,Offensive rebound by Team,,51,58
240,3,9:20.0,Personal foul by I. Mahinmi (drawn by M. Gasol),,51,58
241,3,9:09.0,Shooting foul by J. Hill (drawn by M. Gasol),,51,58
242,3,9:09.0,M. Gasol makes free throw 1 of 2,,52,58
243,3,9:09.0,M. Gasol makes free throw 2 of 2,,53,58
244,3,8:54.0,,J. Hill makes 2-pt jump shot from 19 ft (assist by G. Hill),53,60
245,3,8:27.0,T. Allen misses 2-pt jump shot from 21 ft,,53,60
246,3,8:25.0,,Defensive rebound by G. Hill,53,60
247,3,8:18.0,,J. Hill misses 2-pt hook shot from 6 ft,53,60
248,3,8:17.0,Defensive rebound by Z. Randolph,,53,60
249,3,8:04.0,Z. Randolph makes 2-pt jump shot from 21 ft (assist by M. Conley),,55,60
250,3,7:43.0,,P. George misses 3-pt jump shot from 27 ft,55,60
251,3,7:42.0,Defensive rebound by Z. Randolph,,55,60
252,3,7:30.0,C. Lee misses 3-pt jump shot from 22 ft,,55,60
253,3,7:30.0,,Defensive rebound by J. Hill,55,60
254,3,7:14.0,,M. Ellis misses 3-pt jump shot from 24 ft,55,60
255,3,7:14.0,Defensive rebound by M. Conley,,55,60
256,3,7:00.0,Z. Randolph misses 2-pt jump shot from 18 ft,,55,60
257,3,6:59.0,Offensive rebound by M. Gasol,,55,60
258,3,6:54.0,Shooting foul by J. Hill (drawn by Z. Randolph),,55,60
259,3,6:54.0,Z. Randolph makes free throw 1 of 2,,56,60
260,3,6:54.0,,L. Allen enters the game for J. Hill,56,60
261,3,6:54.0,B. Udrih enters the game for M. Conley,,56,60
262,3,6:54.0,Z. Randolph makes free throw 2 of 2,,57,60
263,3,6:41.0,,P. George misses 3-pt jump shot from 26 ft,57,60
264,3,6:40.0,,Offensive rebound by Team,57,60
265,3,6:40.0,,Personal foul by Z. Randolph (drawn by L. Allen),57,60
266,3,6:26.0,,G. Hill misses 2-pt jump shot from 11 ft,57,60
267,3,6:25.0,,Offensive rebound by P. George,57,60
268,3,6:22.0,,P. George misses 2-pt layup at rim (block by M. Gasol),57,60
269,3,6:20.0,,Offensive rebound by P. George,57,60
270,3,6:14.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by P. George),57,63
271,3,5:48.0,Z. Randolph misses 2-pt jump shot from 17 ft,,57,63
272,3,5:47.0,,Defensive rebound by P. George,57,63
273,3,5:36.0,,Turnover by G. Hill (step out of bounds),57,63
274,3,5:19.0,B. Udrih makes 2-pt jump shot from 15 ft (assist by M. Gasol),,59,63
275,3,5:03.0,,G. Hill misses 3-pt jump shot from 25 ft,59,63
276,3,5:01.0,Defensive rebound by T. Allen,,59,63
277,3,4:50.0,T. Allen misses 2-pt jump shot from 4 ft,,59,63
278,3,4:50.0,Offensive rebound by T. Allen,,59,63
279,3,4:48.0,T. Allen makes 2-pt layup from 1 ft,,61,63
280,3,4:48.0,,Indiana full timeout,61,63
281,3,4:48.0,J. Green enters the game for Z. Randolph,,61,63
282,3,4:48.0,,R. Stuckey enters the game for I. Mahinmi,61,63
283,3,4:48.0,,M. Turner enters the game for M. Ellis,61,63
284,3,4:28.0,Offensive charge foul by G. Hill (drawn by B. Udrih),,61,63
285,3,4:28.0,,Turnover by G. Hill (offensive foul),61,63
286,3,4:28.0,,C. Miles enters the game for L. Allen,61,63
287,3,4:16.0,C. Lee misses 2-pt jump shot from 3 ft,,61,63
288,3,4:14.0,,Defensive rebound by G. Hill,61,63
289,3,4:14.0,Loose ball foul by T. Allen (drawn by G. Hill),,61,63
290,3,4:14.0,M. Barnes enters the game for T. Allen,,61,63
291,3,3:59.0,,P. George makes 2-pt layup from 1 ft (assist by R. Stuckey),61,65
292,3,3:39.0,Personal foul by M. Turner (drawn by M. Gasol),,61,65
293,3,3:39.0,M. Gasol makes free throw 1 of 2,,62,65
294,3,3:39.0,M. Gasol makes free throw 2 of 2,,63,65
295,3,3:30.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by R. Stuckey),63,68
296,3,3:12.0,M. Barnes misses 3-pt jump shot from 24 ft,,63,68
297,3,3:11.0,,Defensive rebound by R. Stuckey,63,68
298,3,3:05.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by R. Stuckey),63,71
299,3,2:48.0,M. Barnes misses 2-pt jump shot from 10 ft (block by R. Stuckey),,63,71
300,3,2:48.0,Offensive rebound by Team,,63,71
301,3,2:41.0,Turnover by B. Udrih (bad pass; steal by M. Turner),,63,71
302,3,2:38.0,,Turnover by M. Turner (bad pass; steal by C. Lee),63,71
303,3,2:34.0,C. Lee makes 2-pt jump shot from 13 ft,,65,71
304,3,2:17.0,,R. Stuckey makes 2-pt jump shot from 16 ft,65,73
305,3,1:53.0,B. Udrih misses 3-pt jump shot from 26 ft,,65,73
306,3,1:52.0,Offensive rebound by Team,,65,73
307,3,1:52.0,,Loose ball foul by G. Hill (drawn by M. Barnes),65,73
308,3,1:52.0,M. Barnes misses free throw 1 of 2,,65,73
309,3,1:52.0,Offensive rebound by Team,,65,73
310,3,1:52.0,J. Green enters the game for C. Lee,,65,73
311,3,1:52.0,M. Barnes makes free throw 2 of 2,,66,73
312,3,1:44.0,,Shooting foul by J. Green (drawn by C. Miles),66,73
313,3,1:44.0,,C. Miles misses free throw 1 of 3,66,73
314,3,1:44.0,,Offensive rebound by Team,66,73
315,3,1:44.0,,C. Miles makes free throw 2 of 3,66,74
316,3,1:44.0,,C. Miles makes free throw 3 of 3,66,75
317,3,1:29.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by B. Udrih),,69,75
318,3,1:08.0,,Personal foul by J. Green (drawn by M. Turner),69,75
319,3,1:08.0,,M. Turner misses free throw 1 of 2,69,75
320,3,1:08.0,,Offensive rebound by Team,69,75
321,3,1:08.0,,C. Budinger enters the game for P. George,69,75
322,3,1:08.0,,M. Ellis enters the game for G. Hill,69,75
323,3,1:08.0,,M. Turner misses free throw 2 of 2,69,75
324,3,1:08.0,Defensive rebound by J. Green,,69,75
325,3,1:00.0,M. Gasol makes 2-pt jump shot from 10 ft (assist by B. Udrih),,71,75
326,3,0:47.0,,C. Budinger misses 3-pt jump shot from 22 ft,71,75
327,3,0:47.0,Defensive rebound by M. Gasol,,71,75
328,3,0:36.0,B. Udrih makes 2-pt layup from 1 ft,,73,75
329,3,0:25.0,,Turnover by M. Ellis (bad pass; steal by J. Green),73,75
330,3,0:22.0,,Offensive charge foul by J. Green (drawn by M. Ellis),73,75
331,3,0:22.0,Turnover by J. Green (offensive foul),,73,75
332,3,0:03.0,,R. Stuckey misses 2-pt layup from 1 ft (block by J. Green),73,75
333,3,0:01.0,Defensive rebound by M. Barnes,,73,75
334,3,0:00.0,M. Barnes misses 3-pt jump shot from 25 ft,,73,75
335,3,0:00.0,Offensive rebound by Team,,73,75
336,4,11:45.0,B. Wright makes 2-pt dunk at rim (assist by J. Green),,75,75
337,4,11:31.0,,M. Ellis misses 2-pt layup at rim (block by B. Wright),75,75
338,4,11:30.0,Defensive rebound by M. Barnes,,75,75
339,4,11:22.0,Shooting foul by C. Miles (drawn by J. Green),,75,75
340,4,11:22.0,J. Green makes free throw 1 of 2,,76,75
341,4,11:22.0,J. Green makes free throw 2 of 2,,77,75
342,4,11:11.0,,Personal foul by M. Barnes (drawn by M. Turner),77,75
343,4,11:02.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Ellis),77,78
344,4,10:46.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by B. Udrih),,80,78
345,4,10:26.0,,M. Ellis makes 2-pt jump shot from 16 ft,80,80
346,4,10:26.0,,Shooting foul by B. Udrih (drawn by M. Ellis),80,80
347,4,10:26.0,,M. Ellis makes free throw 1 of 1,80,81
348,4,10:14.0,J. Green makes 2-pt layup from 1 ft,,82,81
349,4,10:08.0,,Turnover by C. Miles (lost ball; steal by B. Udrih),82,81
350,4,10:01.0,M. Barnes misses 3-pt jump shot from 23 ft,,82,81
351,4,10:00.0,,Defensive rebound by R. Stuckey,82,81
352,4,9:48.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by M. Ellis),82,83
353,4,9:30.0,Shooting foul by M. Turner (drawn by B. Wright),,82,83
354,4,9:30.0,B. Wright makes free throw 1 of 2,,83,83
355,4,9:30.0,,P. George enters the game for C. Budinger,83,83
356,4,9:30.0,M. Conley enters the game for B. Udrih,,83,83
357,4,9:30.0,B. Wright misses free throw 2 of 2,,83,83
358,4,9:29.0,Offensive rebound by J. Green,,83,83
359,4,9:29.0,J. Green makes 2-pt dunk from 4 ft,,85,83
360,4,9:10.0,,P. George makes 2-pt jump shot from 19 ft (assist by C. Miles),85,85
361,4,8:48.0,J. Green makes 2-pt jump shot from 15 ft,,87,85
362,4,8:32.0,,Personal foul by J. Green (drawn by P. George),87,85
363,4,8:32.0,Official timeout,,87,85
364,4,8:32.0,T. Allen enters the game for J. Green,,87,85
365,4,8:32.0,,I. Mahinmi enters the game for M. Turner,87,85
366,4,8:18.0,,M. Ellis misses 2-pt jump shot from 15 ft,87,85
367,4,8:16.0,Defensive rebound by T. Allen,,87,85
368,4,7:55.0,M. Conley makes 2-pt jump shot from 13 ft,,89,85
369,4,7:42.0,,Shooting block foul by M. Conley (drawn by M. Ellis),89,85
370,4,7:42.0,,M. Ellis makes free throw 1 of 2,89,86
371,4,7:42.0,,G. Hill enters the game for R. Stuckey,89,86
372,4,7:42.0,,M. Ellis misses free throw 2 of 2,89,86
373,4,7:42.0,Defensive rebound by J. Green,,89,86
374,4,7:24.0,M. Conley makes 3-pt jump shot from 22 ft (assist by M. Barnes),,92,86
375,4,7:05.0,,C. Miles misses 3-pt jump shot from 26 ft,92,86
376,4,7:02.0,,Offensive rebound by P. George,92,86
377,4,7:00.0,,Personal foul by M. Barnes (drawn by G. Hill),92,86
378,4,7:00.0,,G. Hill makes free throw 1 of 2,92,87
379,4,7:00.0,,G. Hill makes free throw 2 of 2,92,88
380,4,6:46.0,Turnover by M. Conley (bad pass; steal by G. Hill),,92,88
381,4,6:44.0,,Turnover by G. Hill (lost ball; steal by T. Allen),92,88
382,4,6:41.0,Offensive foul by T. Allen (drawn by M. Ellis),,92,88
383,4,6:41.0,Turnover by T. Allen (offensive foul),,92,88
384,4,6:29.0,,G. Hill makes 2-pt layup from 1 ft,92,90
385,4,6:28.0,Memphis full timeout,,92,90
386,4,6:28.0,Z. Randolph enters the game for T. Allen,,92,90
387,4,6:28.0,,L. Allen enters the game for C. Miles,92,90
388,4,6:11.0,J. Green misses 2-pt jump shot from 7 ft,,92,90
389,4,6:10.0,,Defensive rebound by I. Mahinmi,92,90
390,4,5:58.0,,P. George makes 3-pt jump shot from 26 ft,92,93
391,4,5:38.0,B. Wright makes 2-pt jump shot from 7 ft (assist by M. Conley),,94,93
