,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PORTLAND_ACTION,CHICAGO_SCORE,PORTLAND_SCORE
131,2,8:39.0,,C. McCollum misses 2-pt jump shot from 21 ft,35,27
132,2,8:38.0,Defensive rebound by T. Gibson,,35,27
133,2,8:26.0,D. Rose makes 2-pt layup from 1 ft (assist by T. Gibson),,37,27
134,2,8:12.0,Official timeout,,37,27
135,2,8:03.0,,Turnover by G. Henderson (traveling),37,27
136,2,7:53.0,D. Rose misses 2-pt jump shot from 4 ft,,37,27
137,2,7:52.0,,Defensive rebound by E. Davis,37,27
138,2,7:32.0,,A. Crabbe makes 2-pt jump shot from 19 ft (assist by M. Plumlee),37,29
139,2,7:11.0,T. Gibson misses 2-pt jump shot from 19 ft,,37,29
140,2,7:09.0,,Defensive rebound by C. McCollum,37,29
141,2,7:00.0,,C. McCollum misses 2-pt jump shot from 19 ft,37,29
142,2,6:59.0,Defensive rebound by J. Noah,,37,29
143,2,6:53.0,Turnover by D. Rose (bad pass),,37,29
144,2,6:53.0,P. Gasol enters the game for J. Noah,,37,29
145,2,6:53.0,,A. Aminu enters the game for G. Henderson,37,29
146,2,6:42.0,,Turnover by E. Davis (offensive foul),37,29
147,2,6:42.0,,Offensive foul by E. Davis (drawn by T. Gibson),37,29
148,2,6:42.0,J. Butler enters the game for E. Moore,,37,29
149,2,6:42.0,,D. Lillard enters the game for C. McCollum,37,29
150,2,6:42.0,Violation by Team (delay of game),,37,29
151,2,6:32.0,P. Gasol misses 2-pt jump shot from 18 ft,,37,29
152,2,6:31.0,,Defensive rebound by E. Davis,37,29
153,2,6:19.0,,M. Plumlee misses 2-pt jump shot from 16 ft,37,29
154,2,6:18.0,Defensive rebound by P. Gasol,,37,29
155,2,6:11.0,D. Rose misses 2-pt jump shot from 18 ft,,37,29
156,2,6:10.0,,Defensive rebound by E. Davis,37,29
157,2,6:00.0,,A. Aminu misses 2-pt jump shot from 8 ft,37,29
158,2,5:58.0,Defensive rebound by T. Gibson,,37,29
159,2,5:40.0,T. Gibson makes 2-pt jump shot from 14 ft (assist by D. Rose),,39,29
160,2,5:17.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Lillard),39,32
161,2,4:58.0,P. Gasol makes 2-pt hook shot at rim (assist by J. Butler),,41,32
162,2,4:58.0,,Portland full timeout,41,32
163,2,4:58.0,N. Mirotić enters the game for T. Gibson,,41,32
164,2,4:42.0,,D. Lillard misses 2-pt jump shot from 19 ft,41,32
165,2,4:41.0,,Offensive rebound by D. Lillard,41,32
166,2,4:39.0,,Turnover by A. Crabbe (step out of bounds),41,32
167,2,4:29.0,Turnover by J. Butler (bad pass; steal by A. Crabbe),,41,32
168,2,4:22.0,,D. Lillard misses 2-pt jump shot from 16 ft,41,32
169,2,4:19.0,Defensive rebound by D. Rose,,41,32
170,2,4:14.0,N. Mirotić makes 2-pt layup from 1 ft (assist by D. Rose),,43,32
171,2,3:57.0,,Shooting foul by N. Mirotić (drawn by M. Plumlee),43,32
172,2,3:57.0,,M. Plumlee misses free throw 1 of 2,43,32
173,2,3:57.0,,Offensive rebound by Team,43,32
174,2,3:57.0,K. Hinrich enters the game for D. Rose,,43,32
175,2,3:57.0,,C. McCollum enters the game for A. Crabbe,43,32
176,2,3:57.0,,M. Plumlee makes free throw 2 of 2,43,33
177,2,3:44.0,P. Gasol misses 2-pt jump shot from 16 ft,,43,33
178,2,3:44.0,,Defensive rebound by M. Plumlee,43,33
179,2,3:36.0,,C. McCollum misses 2-pt hook shot from 4 ft,43,33
180,2,3:36.0,Defensive rebound by D. McDermott,,43,33
181,2,3:33.0,Turnover by N. Mirotić (traveling),,43,33
182,2,3:33.0,E. Moore enters the game for D. McDermott,,43,33
183,2,3:11.0,,C. McCollum misses 2-pt jump shot from 3 ft,43,33
184,2,3:09.0,,Offensive rebound by E. Davis,43,33
185,2,3:09.0,,E. Davis makes 2-pt layup at rim,43,35
186,2,2:56.0,Turnover by J. Butler (lost ball; steal by E. Davis),,43,35
187,2,2:49.0,,E. Davis makes 2-pt layup from 1 ft,43,37
188,2,2:49.0,Chicago full timeout,,43,37
189,2,2:36.0,E. Moore misses 2-pt jump shot from 18 ft,,43,37
190,2,2:36.0,Offensive rebound by Team,,43,37
191,2,2:36.0,,Loose ball foul by A. Aminu (drawn by J. Butler),43,37
192,2,2:21.0,Turnover by N. Mirotić (lost ball; steal by E. Davis),,43,37
193,2,2:11.0,,D. Lillard misses 2-pt jump shot from 8 ft,43,37
194,2,2:10.0,Defensive rebound by N. Mirotić,,43,37
195,2,1:59.0,P. Gasol makes 2-pt hook shot from 4 ft (assist by K. Hinrich),,45,37
196,2,1:42.0,,D. Lillard misses 3-pt jump shot from 25 ft,45,37
197,2,1:41.0,,Offensive rebound by E. Davis,45,37
198,2,1:29.0,,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),45,39
199,2,1:11.0,Personal foul by E. Davis (drawn by P. Gasol),,45,39
200,2,1:11.0,J. Noah enters the game for N. Mirotić,,45,39
201,2,1:11.0,T. Snell enters the game for J. Butler,,45,39
202,2,0:59.0,K. Hinrich misses 2-pt layup from 1 ft,,45,39
203,2,0:58.0,Offensive rebound by P. Gasol,,45,39
204,2,0:58.0,P. Gasol misses 2-pt layup from 2 ft (block by A. Aminu),,45,39
205,2,0:58.0,Offensive rebound by Team,,45,39
206,2,0:58.0,T. Snell misses 3-pt jump shot from 28 ft (block by D. Lillard),,45,39
207,2,0:58.0,Offensive rebound by Team,,45,39
208,2,0:58.0,Turnover by Team (shot clock),,45,39
209,2,0:58.0,,A. Crabbe enters the game for M. Plumlee,45,39
210,2,0:37.0,,A. Aminu misses 3-pt jump shot from 25 ft,45,39
211,2,0:36.0,Defensive rebound by Team,,45,39
212,2,0:35.0,D. Rose enters the game for E. Moore,,45,39
213,2,0:35.0,,M. Plumlee enters the game for A. Crabbe,45,39
214,2,0:25.0,Chicago full timeout,,45,39
215,2,0:25.0,D. McDermott enters the game for T. Snell,,45,39
216,2,0:23.0,J. Noah misses 2-pt layup from 3 ft (block by M. Plumlee),,45,39
217,2,0:23.0,,Defensive rebound by Team,45,39
218,2,0:23.0,,Portland full timeout,45,39
219,2,0:23.0,T. Snell enters the game for P. Gasol,,45,39
220,2,0:23.0,J. Butler enters the game for D. McDermott,,45,39
221,2,0:23.0,,A. Crabbe enters the game for M. Plumlee,45,39
222,2,0:23.0,,M. Harkless enters the game for E. Davis,45,39
223,2,0:04.0,,D. Lillard misses 2-pt layup from 2 ft,45,39
224,2,0:03.0,,Offensive rebound by A. Aminu,45,39
225,2,0:03.0,,A. Aminu misses 2-pt layup from 2 ft,45,39
226,2,0:02.0,,Offensive rebound by A. Aminu,45,39
227,2,0:02.0,,Turnover by A. Aminu (lost ball),45,39
228,2,0:00.0,J. Butler makes 3-pt jump shot from 47 ft (assist by J. Noah),,48,39
229,3,11:39.0,,A. Aminu misses 2-pt jump shot from 22 ft,48,39
230,3,11:38.0,,Offensive rebound by M. Plumlee,48,39
231,3,11:24.0,,C. McCollum misses 3-pt jump shot from 24 ft,48,39
232,3,11:21.0,Defensive rebound by D. Rose,,48,39
233,3,10:59.0,D. Rose misses 3-pt jump shot from 25 ft,,48,39
234,3,10:58.0,Offensive rebound by Team,,48,39
235,3,10:42.0,Personal foul by M. Plumlee (drawn by P. Gasol),,48,39
236,3,10:37.0,N. Mirotić misses 2-pt jump shot from 16 ft,,48,39
237,3,10:36.0,,Defensive rebound by D. Lillard,48,39
238,3,10:26.0,,M. Plumlee makes 2-pt jump shot from 7 ft (assist by D. Lillard),48,41
239,3,10:03.0,T. Snell misses 2-pt layup from 2 ft,,48,41
240,3,10:02.0,,Defensive rebound by D. Lillard,48,41
241,3,9:55.0,,N. Vonleh makes 3-pt jump shot from 23 ft (assist by D. Lillard),48,44
242,3,9:44.0,D. Rose misses 2-pt layup from 1 ft (block by N. Vonleh),,48,44
243,3,9:43.0,,Defensive rebound by M. Plumlee,48,44
244,3,9:38.0,,N. Vonleh makes 2-pt dunk at rim (assist by D. Lillard),48,46
245,3,9:38.0,Chicago full timeout,,48,46
246,3,9:21.0,T. Snell misses 3-pt jump shot from 25 ft,,48,46
247,3,9:20.0,,Defensive rebound by A. Aminu,48,46
248,3,9:15.0,,Turnover by D. Lillard (bad pass; steal by J. Butler),48,46
249,3,9:10.0,Personal block foul by D. Lillard (drawn by D. Rose),,48,46
250,3,9:03.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by D. Rose),,51,46
251,3,8:43.0,,M. Plumlee misses 2-pt hook shot from 5 ft,51,46
252,3,8:43.0,,Offensive rebound by N. Vonleh,51,46
253,3,8:36.0,,A. Aminu misses 2-pt jump shot from 21 ft,51,46
254,3,8:36.0,Defensive rebound by N. Mirotić,,51,46
255,3,8:35.0,Personal foul by M. Plumlee (drawn by N. Mirotić),,51,46
256,3,8:25.0,Shooting foul by D. Lillard (drawn by D. Rose),,51,46
257,3,8:25.0,D. Rose makes free throw 1 of 2,,52,46
258,3,8:25.0,D. Rose makes free throw 2 of 2,,53,46
259,3,8:14.0,,D. Lillard misses 2-pt layup from 3 ft,53,46
260,3,8:13.0,Defensive rebound by P. Gasol,,53,46
261,3,8:05.0,J. Butler makes 2-pt jump shot from 18 ft (assist by D. Rose),,55,46
262,3,7:44.0,,C. McCollum makes 2-pt hook shot from 3 ft,55,48
263,3,7:37.0,T. Snell misses 3-pt jump shot from 22 ft,,55,48
264,3,7:36.0,,Defensive rebound by N. Vonleh,55,48
265,3,7:26.0,,N. Vonleh misses 3-pt jump shot from 25 ft,55,48
266,3,7:25.0,Defensive rebound by Team,,55,48
267,3,7:10.0,D. Rose makes 2-pt jump shot from 16 ft,,57,48
268,3,6:49.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by C. McCollum),57,50
269,3,6:29.0,T. Snell misses 3-pt jump shot from 23 ft,,57,50
270,3,6:28.0,,Defensive rebound by A. Aminu,57,50
271,3,6:20.0,,Shooting foul by P. Gasol (drawn by A. Aminu),57,50
272,3,6:20.0,,A. Aminu makes free throw 1 of 2,57,51
273,3,6:20.0,D. McDermott enters the game for T. Snell,,57,51
274,3,6:20.0,,E. Davis enters the game for M. Plumlee,57,51
275,3,6:20.0,,A. Aminu makes free throw 2 of 2,57,52
276,3,6:07.0,J. Butler makes 2-pt layup at rim (assist by N. Mirotić),,59,52
277,3,5:45.0,,N. Vonleh misses 2-pt dunk at rim,59,52
278,3,5:44.0,Defensive rebound by D. Rose,,59,52
279,3,5:37.0,D. Rose misses 2-pt layup from 2 ft,,59,52
280,3,5:37.0,Offensive rebound by N. Mirotić,,59,52
281,3,5:37.0,Shooting foul by E. Davis (drawn by N. Mirotić),,59,52
282,3,5:37.0,N. Mirotić misses free throw 1 of 2,,59,52
283,3,5:37.0,Offensive rebound by Team,,59,52
284,3,5:37.0,,A. Crabbe enters the game for C. McCollum,59,52
285,3,5:37.0,N. Mirotić makes free throw 2 of 2,,60,52
286,3,5:22.0,,D. Lillard misses 2-pt jump shot from 20 ft,60,52
287,3,5:22.0,Defensive rebound by P. Gasol,,60,52
288,3,5:09.0,Turnover by N. Mirotić (lost ball; steal by E. Davis),,60,52
289,3,4:52.0,,Turnover by A. Aminu (traveling),60,52
290,3,4:52.0,J. Noah enters the game for P. Gasol,,60,52
291,3,4:44.0,K. Hinrich enters the game for D. Rose,,60,52
292,3,4:44.0,,G. Henderson enters the game for N. Vonleh,60,52
293,3,4:44.0,,M. Harkless enters the game for A. Aminu,60,52
294,3,4:35.0,J. Butler makes 2-pt layup from 2 ft,,62,52
295,3,4:08.0,,E. Davis makes 2-pt jump shot from 3 ft (assist by M. Harkless),62,54
296,3,3:45.0,D. McDermott makes 2-pt hook shot from 13 ft,,64,54
297,3,3:45.0,,Portland full timeout,64,54
298,3,3:29.0,,M. Harkless makes 2-pt layup from 3 ft (assist by D. Lillard),64,56
299,3,3:08.0,N. Mirotić misses 3-pt jump shot from 24 ft,,64,56
300,3,3:08.0,,Defensive rebound by E. Davis,64,56
301,3,3:00.0,,M. Harkless misses 3-pt jump shot from 24 ft,64,56
302,3,2:59.0,,Offensive rebound by M. Harkless,64,56
303,3,2:50.0,,E. Davis misses 2-pt hook shot at rim,64,56
304,3,2:49.0,Defensive rebound by N. Mirotić,,64,56
305,3,2:37.0,T. Gibson enters the game for N. Mirotić,,64,56
306,3,2:33.0,Turnover by Team (shot clock),,64,56
307,3,2:20.0,,A. Crabbe misses 2-pt jump shot from 19 ft,64,56
308,3,2:19.0,Defensive rebound by J. Noah,,64,56
309,3,2:14.0,Turnover by J. Noah (bad pass),,64,56
310,3,1:59.0,,Turnover by M. Harkless (bad pass; steal by J. Butler),64,56
311,3,1:53.0,J. Butler makes 2-pt layup from 2 ft,,66,56
312,3,1:43.0,,G. Henderson misses 2-pt jump shot from 16 ft,66,56
313,3,1:43.0,Defensive rebound by Team,,66,56
314,3,1:43.0,,Loose ball foul by A. Crabbe (drawn by J. Noah),66,56
315,3,1:43.0,J. Noah makes free throw 1 of 2,,67,56
316,3,1:43.0,D. Rose enters the game for J. Butler,,67,56
317,3,1:43.0,J. Noah misses free throw 2 of 2,,67,56
318,3,1:42.0,,Defensive rebound by G. Henderson,67,56
319,3,1:38.0,,Turnover by G. Henderson (lost ball; steal by D. McDermott),67,56
320,3,1:29.0,T. Gibson makes 2-pt jump shot from 19 ft (assist by D. Rose),,69,56
321,3,1:10.0,,G. Henderson makes 2-pt hook shot from 5 ft (assist by D. Lillard),69,58
322,3,0:57.0,Turnover by D. McDermott (lost ball; steal by G. Henderson),,69,58
323,3,0:56.0,,Personal foul by J. Noah (drawn by A. Crabbe),69,58
324,3,0:56.0,,M. Plumlee enters the game for M. Harkless,69,58
325,3,0:56.0,Technical foul by Team,,69,58
326,3,0:56.0,Violation by Team (delay of game),,69,58
327,3,0:56.0,,D. Lillard makes technical free throw,69,59
328,3,0:56.0,,C. McCollum enters the game for A. Crabbe,69,59
329,3,0:41.0,,Personal foul by D. Rose (drawn by D. Lillard),69,59
330,3,0:41.0,,D. Lillard makes free throw 1 of 2,69,60
331,3,0:41.0,,D. Lillard makes free throw 2 of 2,69,61
332,3,0:28.0,D. Rose makes 2-pt jump shot from 17 ft,,71,61
333,3,0:22.0,,D. Lillard makes 2-pt layup from 1 ft,71,63
334,3,0:22.0,,Shooting foul by D. Rose (drawn by D. Lillard),71,63
335,3,0:22.0,N. Mirotić enters the game for T. Gibson,,71,63
336,3,0:22.0,,D. Lillard misses free throw 1 of 1,71,63
337,3,0:21.0,Defensive rebound by J. Noah,,71,63
338,3,0:01.0,D. Rose misses 2-pt jump shot from 19 ft,,71,63
339,3,0:00.0,,Defensive rebound by M. Plumlee,71,63
340,4,11:46.0,T. Gibson misses 2-pt jump shot from 19 ft,,71,63
341,4,11:45.0,,Defensive rebound by A. Crabbe,71,63
342,4,11:36.0,,Personal foul by J. Noah (drawn by C. McCollum),71,63
343,4,11:28.0,,M. Plumlee makes 2-pt jump shot from 13 ft (assist by C. McCollum),71,65
344,4,11:16.0,Turnover by D. Rose (back court),,71,65
345,4,11:03.0,,C. McCollum misses 3-pt jump shot from 23 ft,71,65
346,4,11:02.0,Defensive rebound by D. McDermott,,71,65
347,4,10:54.0,D. Rose makes 2-pt jump shot from 15 ft,,73,65
348,4,10:32.0,,M. Plumlee misses 2-pt layup from 1 ft (block by J. Noah),73,65
349,4,10:31.0,Defensive rebound by K. Hinrich,,73,65
350,4,10:29.0,K. Hinrich makes 2-pt layup at rim,,75,65
351,4,10:29.0,Shooting foul by C. McCollum (drawn by K. Hinrich),,75,65
352,4,10:29.0,K. Hinrich makes free throw 1 of 1,,76,65
353,4,10:17.0,,G. Henderson misses 3-pt jump shot from 24 ft,76,65
354,4,10:16.0,Defensive rebound by T. Gibson,,76,65
355,4,10:07.0,D. Rose makes 2-pt jump shot from 11 ft,,78,65
356,4,9:47.0,,A. Crabbe makes 2-pt jump shot from 15 ft (assist by C. McCollum),78,67
357,4,9:29.0,J. Noah misses 2-pt hook shot from 4 ft,,78,67
358,4,9:29.0,,Defensive rebound by M. Plumlee,78,67
359,4,9:21.0,,Turnover by E. Davis (offensive goaltending),78,67
360,4,9:21.0,,D. Lillard enters the game for G. Henderson,78,67
361,4,9:07.0,D. Rose misses 2-pt jump shot from 15 ft,,78,67
362,4,9:06.0,,Defensive rebound by M. Plumlee,78,67
363,4,9:03.0,,Personal foul by K. Hinrich (drawn by E. Davis),78,67
364,4,8:52.0,,D. Lillard misses 2-pt jump shot from 16 ft,78,67
365,4,8:52.0,,Offensive rebound by E. Davis,78,67
366,4,8:50.0,,E. Davis makes 2-pt dunk at rim,78,69
367,4,8:35.0,D. McDermott misses 3-pt jump shot from 24 ft,,78,69
368,4,8:34.0,,Defensive rebound by Team,78,69
369,4,8:34.0,,Personal foul by T. Gibson (drawn by M. Plumlee),78,69
370,4,8:34.0,Official timeout,,78,69
371,4,8:34.0,P. Gasol enters the game for J. Noah,,78,69
372,4,8:34.0,J. Butler enters the game for D. Rose,,78,69
373,4,8:16.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by D. Lillard),78,71
374,4,7:59.0,D. McDermott misses 2-pt layup from 4 ft,,78,71
375,4,7:58.0,,Defensive rebound by M. Plumlee,78,71
376,4,7:47.0,,C. McCollum misses 2-pt jump shot from 22 ft,78,71
377,4,7:47.0,Defensive rebound by P. Gasol,,78,71
378,4,7:25.0,P. Gasol misses 2-pt jump shot from 3 ft (block by C. McCollum),,78,71
379,4,7:25.0,Offensive rebound by Team,,78,71
380,4,7:25.0,Turnover by Team (shot clock),,78,71
381,4,7:11.0,,D. Lillard misses 2-pt jump shot from 21 ft,78,71
382,4,7:09.0,Defensive rebound by T. Gibson,,78,71
383,4,6:58.0,J. Butler misses 2-pt jump shot from 18 ft,,78,71
384,4,6:58.0,,Defensive rebound by E. Davis,78,71
385,4,6:50.0,,D. Lillard makes 2-pt layup at rim,78,73
386,4,6:50.0,,Shooting foul by T. Gibson (drawn by D. Lillard),78,73
387,4,6:50.0,D. Rose enters the game for K. Hinrich,,78,73
388,4,6:50.0,N. Mirotić enters the game for T. Gibson,,78,73
389,4,6:50.0,,D. Lillard makes free throw 1 of 1,78,74
390,4,6:33.0,P. Gasol misses 2-pt jump shot from 11 ft,,78,74
