,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MIAMI_ACTION,CHICAGO_SCORE,MIAMI_SCORE
34,1,6:16.0,,G. Dragić misses 2-pt jump shot from 15 ft,19,20
35,1,6:15.0,Defensive rebound by M. Dunleavy,,19,20
36,1,6:07.0,D. Rose misses 2-pt layup from 1 ft (block by A. Stoudemire),,19,20
37,1,6:06.0,,Defensive rebound by A. Stoudemire,19,20
38,1,6:00.0,,L. Deng makes 2-pt layup at rim (assist by G. Dragić),19,22
39,1,5:52.0,Chicago full timeout,,19,22
40,1,5:52.0,,J. Winslow enters the game for L. Deng,19,22
41,1,5:52.0,,H. Whiteside enters the game for A. Stoudemire,19,22
42,1,5:52.0,,J. Richardson enters the game for G. Dragić,19,22
43,1,5:52.0,T. Snell enters the game for M. Dunleavy,,19,22
44,1,5:52.0,D. McDermott enters the game for D. Rose,,19,22
45,1,5:34.0,T. Snell misses 3-pt jump shot from 24 ft,,19,22
46,1,5:33.0,,Defensive rebound by H. Whiteside,19,22
47,1,5:20.0,,Shooting foul by T. Snell (drawn by D. Wade),19,22
48,1,5:20.0,,D. Wade makes free throw 1 of 2,19,23
49,1,5:20.0,,D. Wade makes free throw 2 of 2,19,24
50,1,5:03.0,Turnover by P. Gasol (lost ball),,19,24
51,1,4:42.0,,J. Johnson makes 2-pt jump shot from 5 ft,19,26
52,1,4:26.0,T. Gibson misses 2-pt hook shot from 5 ft,,19,26
53,1,4:25.0,,Defensive rebound by H. Whiteside,19,26
54,1,4:19.0,,D. Wade misses 2-pt jump shot from 6 ft,19,26
55,1,4:18.0,,Offensive rebound by Team,19,26
56,1,4:18.0,B. Portis enters the game for T. Gibson,,19,26
57,1,4:12.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),19,28
58,1,3:58.0,D. McDermott makes 2-pt jump shot from 6 ft,,21,28
59,1,3:45.0,,J. Richardson makes 2-pt jump shot from 14 ft,21,30
60,1,3:45.0,,Shooting foul by E. Moore (drawn by J. Richardson),21,30
61,1,3:45.0,,J. Richardson misses free throw 1 of 1,21,30
62,1,3:44.0,Defensive rebound by B. Portis,,21,30
63,1,3:32.0,D. McDermott misses 3-pt jump shot from 24 ft,,21,30
64,1,3:31.0,,Defensive rebound by H. Whiteside,21,30
65,1,3:21.0,,J. Winslow makes 2-pt jump shot from 20 ft (assist by J. Richardson),21,32
66,1,3:02.0,B. Portis makes 2-pt hook shot from 7 ft,,23,32
67,1,2:50.0,,J. Winslow misses 2-pt jump shot from 5 ft,23,32
68,1,2:49.0,Defensive rebound by P. Gasol,,23,32
69,1,2:41.0,P. Gasol makes 3-pt jump shot from 24 ft,,26,32
70,1,2:33.0,,Miami full timeout,26,32
71,1,2:33.0,A. Brooks enters the game for E. Moore,,26,32
72,1,2:33.0,,L. Deng enters the game for J. Johnson,26,32
73,1,2:33.0,,G. Dragić enters the game for D. Wade,26,32
74,1,2:23.0,,J. Winslow makes 2-pt jump shot from 19 ft (assist by G. Dragić),26,34
75,1,2:06.0,B. Portis makes 2-pt jump shot from 18 ft,,28,34
76,1,1:54.0,,G. Dragić misses 3-pt jump shot from 24 ft,28,34
77,1,1:53.0,Defensive rebound by A. Brooks,,28,34
78,1,1:46.0,D. McDermott misses 2-pt jump shot from 3 ft,,28,34
79,1,1:45.0,Offensive rebound by P. Gasol,,28,34
80,1,1:43.0,B. Portis makes 2-pt dunk at rim,,30,34
81,1,1:19.0,,L. Deng misses 2-pt jump shot from 5 ft,30,34
82,1,1:18.0,Defensive rebound by A. Brooks,,30,34
83,1,0:58.0,B. Portis misses 2-pt jump shot from 20 ft,,30,34
84,1,0:57.0,,Defensive rebound by H. Whiteside,30,34
85,1,0:42.0,,J. Richardson misses 3-pt jump shot from 24 ft,30,34
86,1,0:41.0,,Offensive rebound by H. Whiteside,30,34
87,1,0:40.0,,Personal foul by A. Brooks (drawn by H. Whiteside),30,34
88,1,0:40.0,C. Felício enters the game for P. Gasol,,30,34
89,1,0:36.0,,G. Dragić misses 3-pt jump shot from 25 ft,30,34
90,1,0:34.0,Defensive rebound by B. Portis,,30,34
91,1,0:18.0,A. Brooks misses 2-pt jump shot from 6 ft,,30,34
92,1,0:17.0,,Defensive rebound by H. Whiteside,30,34
93,1,0:12.0,,L. Deng makes 2-pt layup from 1 ft (assist by G. Dragić),30,36
94,1,0:00.0,D. McDermott misses 3-pt jump shot from 24 ft,,30,36
95,1,0:00.0,Offensive rebound by Team,,30,36
96,2,11:45.0,,Turnover by L. Deng (bad pass; steal by B. Portis),30,36
97,2,11:30.0,D. McDermott makes 2-pt layup at rim (assist by T. Snell),,32,36
98,2,11:18.0,,Shooting foul by C. Felício (drawn by H. Whiteside),32,36
99,2,11:18.0,,H. Whiteside makes free throw 1 of 2,32,37
100,2,11:18.0,,H. Whiteside makes free throw 2 of 2,32,38
101,2,11:06.0,C. Felício misses 2-pt layup from 2 ft,,32,38
102,2,11:05.0,,Defensive rebound by G. Dragić,32,38
103,2,10:48.0,,J. Winslow makes 2-pt jump shot from 4 ft,32,40
104,2,10:33.0,D. McDermott makes 2-pt layup from 2 ft (assist by C. Felício),,34,40
105,2,10:07.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by L. Deng),34,43
106,2,9:55.0,Def 3 sec tech foul by H. Whiteside,,34,43
107,2,9:55.0,D. McDermott makes technical free throw,,35,43
108,2,9:55.0,D. Rose enters the game for A. Brooks,,35,43
109,2,9:42.0,C. Felício misses 2-pt jump shot from 20 ft,,35,43
110,2,9:41.0,,Defensive rebound by L. Deng,35,43
111,2,9:31.0,,L. Deng misses 2-pt layup from 2 ft,35,43
112,2,9:30.0,Defensive rebound by B. Portis,,35,43
113,2,9:23.0,Turnover by D. McDermott (bad pass; steal by G. Dragić),,35,43
114,2,9:17.0,,Turnover by G. Dragić (lost ball),35,43
115,2,9:17.0,T. Gibson enters the game for C. Felício,,35,43
116,2,9:03.0,D. Rose makes 2-pt layup from 2 ft,,37,43
117,2,8:52.0,,Personal foul by T. Snell (drawn by G. Dragić),37,43
118,2,8:52.0,Official timeout,,37,43
119,2,8:52.0,M. Dunleavy enters the game for T. Snell,,37,43
120,2,8:50.0,,Personal foul by B. Portis (drawn by G. Dragić),37,43
121,2,8:44.0,Offensive charge foul by J. Winslow (drawn by B. Portis),,37,43
122,2,8:44.0,,Turnover by J. Winslow (offensive foul),37,43
123,2,8:31.0,D. Rose makes 2-pt layup from 1 ft,,39,43
124,2,8:31.0,Shooting foul by H. Whiteside (drawn by D. Rose),,39,43
125,2,8:31.0,D. Rose makes free throw 1 of 1,,40,43
126,2,8:18.0,,H. Whiteside makes 2-pt jump shot from 19 ft (assist by G. Dragić),40,45
127,2,8:00.0,Turnover by T. Gibson (lost ball; steal by J. Richardson),,40,45
128,2,7:49.0,,Shooting foul by T. Gibson (drawn by H. Whiteside),40,45
129,2,7:49.0,,H. Whiteside makes free throw 1 of 2,40,46
130,2,7:49.0,,H. Whiteside makes free throw 2 of 2,40,47
131,2,7:37.0,Shooting foul by J. Richardson (drawn by D. Rose),,40,47
132,2,7:37.0,D. Rose makes free throw 1 of 2,,41,47
133,2,7:37.0,D. Rose misses free throw 2 of 2,,41,47
134,2,7:36.0,,Defensive rebound by H. Whiteside,41,47
135,2,7:24.0,,L. Deng makes 3-pt jump shot from 25 ft (assist by G. Dragić),41,50
136,2,7:02.0,D. McDermott makes 2-pt jump shot from 10 ft (assist by T. Gibson),,43,50
137,2,6:47.0,,J. Richardson misses 3-pt jump shot from 25 ft,43,50
138,2,6:46.0,,Offensive rebound by Team,43,50
139,2,6:46.0,,D. Wade enters the game for G. Dragić,43,50
140,2,6:46.0,,J. Johnson enters the game for L. Deng,43,50
141,2,6:46.0,E. Moore enters the game for D. McDermott,,43,50
142,2,6:37.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Johnson),43,52
143,2,6:24.0,Personal foul by D. Wade (drawn by E. Moore),,43,52
144,2,6:24.0,P. Gasol enters the game for B. Portis,,43,52
145,2,6:10.0,E. Moore misses 2-pt jump shot from 10 ft,,43,52
146,2,6:09.0,,Defensive rebound by J. Winslow,43,52
147,2,5:56.0,,H. Whiteside misses 2-pt jump shot from 3 ft (block by P. Gasol),43,52
148,2,5:55.0,Defensive rebound by P. Gasol,,43,52
149,2,5:52.0,Personal foul by J. Johnson (drawn by T. Gibson),,43,52
150,2,5:52.0,,Miami full timeout,43,52
151,2,5:51.0,Personal foul by J. Richardson (drawn by P. Gasol),,43,52
152,2,5:51.0,P. Gasol makes free throw 1 of 2,,44,52
153,2,5:51.0,P. Gasol makes free throw 2 of 2,,45,52
154,2,5:32.0,,D. Wade makes 2-pt dunk at rim (assist by J. Johnson),45,54
155,2,5:26.0,Personal foul by J. Winslow (drawn by T. Gibson),,45,54
156,2,5:26.0,T. Gibson misses free throw 1 of 2,,45,54
157,2,5:26.0,Offensive rebound by Team,,45,54
158,2,5:26.0,T. Gibson makes free throw 2 of 2,,46,54
159,2,5:12.0,,Turnover by J. Johnson (bad pass; steal by D. Rose),46,54
160,2,4:49.0,E. Moore makes 3-pt jump shot from 23 ft (assist by D. Rose),,49,54
161,2,4:35.0,,J. Johnson makes 2-pt jump shot from 8 ft,49,56
162,2,4:26.0,D. Rose makes 2-pt layup from 2 ft,,51,56
163,2,4:10.0,,J. Richardson makes 2-pt jump shot from 13 ft,51,58
164,2,4:01.0,Turnover by E. Moore (bad pass; steal by D. Wade),,51,58
165,2,3:47.0,,Turnover by D. Wade (bad pass; steal by E. Moore),51,58
166,2,3:42.0,M. Dunleavy makes 2-pt layup at rim (assist by D. Rose),,53,58
167,2,3:26.0,,H. Whiteside misses 2-pt hook shot from 9 ft,53,58
168,2,3:25.0,Defensive rebound by P. Gasol,,53,58
169,2,3:19.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,53,58
170,2,3:18.0,,Defensive rebound by H. Whiteside,53,58
171,2,3:13.0,,Turnover by J. Winslow (bad pass; steal by T. Gibson),53,58
172,2,3:05.0,E. Moore makes 3-pt jump shot from 23 ft (assist by P. Gasol),,56,58
173,2,3:05.0,,Miami full timeout,56,58
174,2,3:05.0,A. Brooks enters the game for D. Rose,,56,58
175,2,3:05.0,,L. Deng enters the game for J. Richardson,56,58
176,2,3:05.0,,G. Dragić enters the game for J. Winslow,56,58
177,2,2:46.0,,Shooting foul by P. Gasol (drawn by H. Whiteside),56,58
178,2,2:46.0,Chicago full timeout,,56,58
179,2,2:46.0,,H. Whiteside makes free throw 1 of 2,56,59
180,2,2:46.0,,H. Whiteside makes free throw 2 of 2,56,60
181,2,2:20.0,P. Gasol misses 2-pt jump shot from 18 ft,,56,60
182,2,2:19.0,Offensive rebound by T. Gibson,,56,60
183,2,2:19.0,Shooting foul by D. Wade (drawn by T. Gibson),,56,60
184,2,2:19.0,T. Gibson misses free throw 1 of 2,,56,60
185,2,2:19.0,Offensive rebound by Team,,56,60
186,2,2:19.0,T. Gibson makes free throw 2 of 2,,57,60
187,2,2:04.0,,Shooting foul by M. Dunleavy (drawn by H. Whiteside),57,60
188,2,2:04.0,,H. Whiteside makes free throw 1 of 2,57,61
189,2,2:04.0,,H. Whiteside makes free throw 2 of 2,57,62
190,2,1:50.0,T. Gibson makes 2-pt layup from 2 ft (assist by P. Gasol),,59,62
191,2,1:50.0,Shooting foul by L. Deng (drawn by T. Gibson),,59,62
192,2,1:50.0,B. Portis enters the game for P. Gasol,,59,62
193,2,1:50.0,T. Gibson makes free throw 1 of 1,,60,62
194,2,1:42.0,,Shooting foul by E. Moore (drawn by D. Wade),60,62
195,2,1:42.0,,D. Wade misses free throw 1 of 2,60,62
196,2,1:42.0,,Offensive rebound by Team,60,62
197,2,1:42.0,T. Snell enters the game for E. Moore,,60,62
198,2,1:42.0,,D. Wade makes free throw 2 of 2,60,63
199,2,1:28.0,Turnover by B. Portis (discontinued dribble),,60,63
200,2,1:10.0,,L. Deng makes 2-pt jump shot from 6 ft,60,65
201,2,0:59.0,A. Brooks misses 2-pt jump shot from 14 ft,,60,65
202,2,0:58.0,,Defensive rebound by H. Whiteside,60,65
203,2,0:49.0,,Turnover by D. Wade (lost ball; steal by B. Portis),60,65
204,2,0:43.0,T. Snell misses 2-pt layup from 1 ft,,60,65
205,2,0:41.0,,Defensive rebound by L. Deng,60,65
206,2,0:37.0,,D. Wade misses 2-pt layup from 2 ft,60,65
207,2,0:36.0,Defensive rebound by T. Gibson,,60,65
208,2,0:35.0,Personal foul by D. Wade (drawn by T. Gibson),,60,65
209,2,0:35.0,T. Gibson makes free throw 1 of 2,,61,65
210,2,0:35.0,,J. Winslow enters the game for D. Wade,61,65
211,2,0:35.0,T. Gibson makes free throw 2 of 2,,62,65
212,2,0:19.0,,J. Johnson misses 2-pt jump shot from 19 ft,62,65
213,2,0:18.0,Defensive rebound by B. Portis,,62,65
214,2,0:11.0,Chicago full timeout,,62,65
215,2,0:11.0,,J. Richardson enters the game for J. Winslow,62,65
216,2,0:11.0,P. Gasol enters the game for T. Gibson,,62,65
217,2,0:11.0,D. McDermott enters the game for T. Snell,,62,65
218,2,0:03.0,P. Gasol misses 2-pt jump shot from 10 ft,,62,65
219,2,0:02.0,,Defensive rebound by Team,62,65
220,3,11:41.0,,D. Wade makes 2-pt layup from 1 ft,62,67
221,3,11:24.0,P. Gasol misses 2-pt hook shot from 8 ft,,62,67
222,3,11:23.0,Offensive rebound by Team,,62,67
223,3,11:12.0,D. Rose makes 2-pt jump shot from 9 ft,,64,67
224,3,10:55.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),64,70
225,3,10:39.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Gasol),,67,70
226,3,10:20.0,,J. Johnson misses 2-pt jump shot from 6 ft,67,70
227,3,10:19.0,,Offensive rebound by J. Johnson,67,70
228,3,10:18.0,,J. Johnson makes 2-pt layup from 1 ft,67,72
229,3,9:58.0,P. Gasol makes 2-pt hook shot from 9 ft,,69,72
230,3,9:40.0,,D. Wade makes 2-pt jump shot from 17 ft,69,74
231,3,9:28.0,D. Rose misses 2-pt jump shot from 15 ft,,69,74
232,3,9:27.0,,Defensive rebound by D. Wade,69,74
233,3,9:21.0,,Shooting foul by E. Moore (drawn by D. Wade),69,74
234,3,9:21.0,,D. Wade makes free throw 1 of 2,69,75
235,3,9:21.0,,D. Wade misses free throw 2 of 2,69,75
236,3,9:20.0,Defensive rebound by E. Moore,,69,75
237,3,9:06.0,T. Gibson misses 2-pt dunk at rim (block by A. Stoudemire),,69,75
238,3,9:05.0,,Defensive rebound by A. Stoudemire,69,75
239,3,8:59.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by G. Dragić),69,78
240,3,8:50.0,Personal foul by A. Stoudemire (drawn by T. Gibson),,69,78
241,3,8:39.0,E. Moore misses 3-pt jump shot from 23 ft,,69,78
242,3,8:38.0,Offensive rebound by T. Gibson,,69,78
243,3,8:33.0,M. Dunleavy misses 2-pt layup from 1 ft (block by A. Stoudemire),,69,78
244,3,8:32.0,Offensive rebound by M. Dunleavy,,69,78
245,3,8:26.0,E. Moore makes 2-pt jump shot from 10 ft,,71,78
246,3,8:19.0,,G. Dragić misses 2-pt jump shot from 7 ft,71,78
247,3,8:18.0,,Offensive rebound by A. Stoudemire,71,78
248,3,8:15.0,,Turnover by A. Stoudemire (bad pass; steal by E. Moore),71,78
249,3,8:15.0,Personal foul by L. Deng (drawn by E. Moore),,71,78
250,3,7:59.0,D. Rose misses 2-pt layup from 1 ft (block by A. Stoudemire),,71,78
251,3,7:58.0,,Defensive rebound by Team,71,78
252,3,7:58.0,Loose ball foul by T. Gibson (drawn by A. Stoudemire),,71,78
253,3,7:39.0,,Turnover by D. Wade (lost ball),71,78
254,3,7:32.0,M. Dunleavy misses 3-pt jump shot from 23 ft,,71,78
255,3,7:31.0,,Defensive rebound by J. Johnson,71,78
256,3,7:21.0,,Personal foul by E. Moore (drawn by A. Stoudemire),71,78
257,3,7:21.0,T. Snell enters the game for E. Moore,,71,78
258,3,7:12.0,,A. Stoudemire makes 2-pt dunk at rim (assist by J. Johnson),71,80
259,3,7:12.0,Chicago full timeout,,71,80
260,3,6:49.0,D. Rose misses 2-pt layup from 2 ft (block by D. Wade),,71,80
261,3,6:48.0,Offensive rebound by Team,,71,80
262,3,6:48.0,Turnover by Team (shot clock),,71,80
263,3,6:29.0,,D. Wade misses 2-pt jump shot from 16 ft,71,80
264,3,6:28.0,Defensive rebound by P. Gasol,,71,80
265,3,6:22.0,T. Snell makes 2-pt layup from 1 ft (assist by D. Rose),,73,80
266,3,6:00.0,,G. Dragić makes 2-pt jump shot from 15 ft (assist by A. Stoudemire),73,82
267,3,5:45.0,Personal foul by L. Deng (drawn by P. Gasol),,73,82
268,3,5:45.0,,J. Richardson enters the game for L. Deng,73,82
269,3,5:45.0,,J. Winslow enters the game for D. Wade,73,82
270,3,5:45.0,D. McDermott enters the game for M. Dunleavy,,73,82
271,3,5:45.0,B. Portis enters the game for T. Gibson,,73,82
272,3,5:39.0,D. McDermott misses 2-pt layup from 1 ft,,73,82
273,3,5:38.0,,Defensive rebound by J. Johnson,73,82
274,3,5:24.0,,J. Johnson makes 2-pt layup from 1 ft,73,84
275,3,5:16.0,P. Gasol misses 3-pt jump shot from 24 ft,,73,84
276,3,5:15.0,,Defensive rebound by J. Johnson,73,84
277,3,5:05.0,,G. Dragić misses 2-pt jump shot from 19 ft,73,84
278,3,5:04.0,Defensive rebound by P. Gasol,,73,84
279,3,4:48.0,D. Rose makes 3-pt jump shot from 24 ft (assist by P. Gasol),,76,84
280,3,4:41.0,,Miami full timeout,76,84
281,3,4:27.0,,J. Johnson makes 2-pt jump shot from 8 ft,76,86
282,3,4:19.0,Offensive foul by T. Snell (drawn by J. Winslow),,76,86
283,3,4:19.0,Turnover by T. Snell (offensive foul),,76,86
284,3,4:19.0,J. Holiday enters the game for T. Snell,,76,86
285,3,4:00.0,,J. Richardson misses 2-pt jump shot from 13 ft,76,86
286,3,3:59.0,,Offensive rebound by A. Stoudemire,76,86
287,3,3:53.0,,A. Stoudemire makes 2-pt layup from 2 ft,76,88
288,3,3:42.0,P. Gasol misses 2-pt hook shot from 9 ft,,76,88
289,3,3:41.0,,Defensive rebound by Team,76,88
290,3,3:25.0,,J. Johnson makes 2-pt jump shot from 8 ft,76,90
291,3,3:14.0,Turnover by D. Rose (lost ball; steal by J. Richardson),,76,90
292,3,3:09.0,,J. Richardson makes 2-pt layup from 1 ft,76,92
293,3,3:09.0,Chicago full timeout,,76,92
294,3,3:09.0,A. Brooks enters the game for D. Rose,,76,92
295,3,3:09.0,,H. Whiteside enters the game for A. Stoudemire,76,92
296,3,2:50.0,B. Portis misses 2-pt jump shot from 18 ft,,76,92
297,3,2:49.0,,Defensive rebound by J. Richardson,76,92
298,3,2:43.0,,J. Johnson misses 3-pt jump shot from 24 ft,76,92
299,3,2:42.0,Defensive rebound by P. Gasol,,76,92
300,3,2:33.0,A. Brooks misses 2-pt jump shot from 12 ft,,76,92
301,3,2:32.0,,Defensive rebound by H. Whiteside,76,92
302,3,2:22.0,,Shooting foul by B. Portis (drawn by G. Dragić),76,92
303,3,2:22.0,,G. Dragić misses free throw 1 of 2,76,92
304,3,2:22.0,,Offensive rebound by Team,76,92
305,3,2:22.0,,G. Dragić makes free throw 2 of 2,76,93
306,3,2:04.0,A. Brooks makes 2-pt jump shot from 10 ft,,78,93
307,3,1:45.0,,H. Whiteside misses 2-pt hook shot from 7 ft,78,93
308,3,1:44.0,Defensive rebound by J. Holiday,,78,93
309,3,1:35.0,Personal foul by J. Richardson (drawn by D. McDermott),,78,93
310,3,1:35.0,,L. Deng enters the game for J. Johnson,78,93
311,3,1:35.0,,D. Wade enters the game for G. Dragić,78,93
312,3,1:28.0,D. McDermott makes 2-pt jump shot from 19 ft (assist by P. Gasol),,80,93
313,3,1:07.0,,Turnover by D. Wade (bad pass; steal by B. Portis),80,93
314,3,1:04.0,B. Portis makes 2-pt dunk at rim,,82,93
315,3,0:44.0,,D. Wade misses 2-pt layup from 2 ft,82,93
316,3,0:43.0,Defensive rebound by P. Gasol,,82,93
317,3,0:37.0,J. Holiday misses 2-pt layup from 1 ft,,82,93
318,3,0:35.0,Offensive rebound by B. Portis,,82,93
319,3,0:33.0,B. Portis misses 2-pt layup from 2 ft,,82,93
320,3,0:32.0,Offensive rebound by B. Portis,,82,93
321,3,0:15.0,A. Brooks misses 2-pt jump shot from 9 ft,,82,93
322,3,0:14.0,,Defensive rebound by J. Richardson,82,93
323,3,0:01.0,,D. Wade makes 2-pt jump shot from 12 ft,82,95
324,3,0:00.0,A. Brooks misses 3-pt jump shot from 47 ft,,82,95
325,3,0:00.0,Offensive rebound by Team,,82,95
326,4,11:39.0,J. Holiday misses 3-pt jump shot from 24 ft,,82,95
327,4,11:38.0,,Defensive rebound by J. Winslow,82,95
328,4,11:29.0,,Personal foul by B. Portis (drawn by H. Whiteside),82,95
329,4,11:14.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Richardson),82,97
330,4,11:02.0,D. McDermott misses 2-pt layup from 1 ft (block by H. Whiteside),,82,97
331,4,11:01.0,,Defensive rebound by L. Deng,82,97
332,4,10:53.0,,Turnover by H. Whiteside (3 sec),82,97
333,4,10:36.0,A. Brooks misses 2-pt jump shot from 2 ft,,82,97
334,4,10:35.0,,Defensive rebound by H. Whiteside,82,97
335,4,10:26.0,,J. Winslow makes 2-pt dunk at rim,82,99
336,4,10:12.0,M. Dunleavy makes 2-pt jump shot from 5 ft,,84,99
337,4,9:54.0,,Shooting foul by M. Dunleavy (drawn by H. Whiteside),84,99
338,4,9:54.0,,H. Whiteside misses free throw 1 of 2,84,99
339,4,9:54.0,,Offensive rebound by Team,84,99
340,4,9:54.0,,H. Whiteside makes free throw 2 of 2,84,100
341,4,9:40.0,D. McDermott misses 2-pt layup from 2 ft (block by H. Whiteside),,84,100
342,4,9:39.0,,Defensive rebound by J. Richardson,84,100
343,4,9:19.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Wade),84,103
344,4,9:19.0,Chicago full timeout,,84,103
345,4,9:05.0,A. Brooks makes 3-pt jump shot from 25 ft,,87,103
346,4,8:51.0,,Turnover by J. Winslow (bad pass),87,103
347,4,8:49.0,,Loose ball foul by D. Wade (drawn by J. Holiday),87,103
348,4,8:37.0,A. Brooks makes 2-pt layup from 2 ft,,89,103
349,4,8:19.0,,Shooting foul by M. Dunleavy (drawn by L. Deng),89,103
350,4,8:19.0,,L. Deng misses free throw 1 of 2,89,103
351,4,8:19.0,,Offensive rebound by Team,89,103
352,4,8:19.0,,L. Deng makes free throw 2 of 2,89,104
353,4,8:09.0,J. Holiday misses 2-pt jump shot from 17 ft,,89,104
354,4,8:08.0,Offensive rebound by Team,,89,104
355,4,8:08.0,,Loose ball foul by J. Richardson (drawn by M. Dunleavy),89,104
356,4,8:00.0,A. Brooks misses 2-pt jump shot from 6 ft,,89,104
357,4,7:59.0,,Defensive rebound by Team,89,104
358,4,7:58.0,,Personal foul by B. Portis (drawn by H. Whiteside),89,104
359,4,7:43.0,,Turnover by D. Wade (lost ball; steal by D. McDermott),89,104
360,4,7:38.0,J. Holiday makes 2-pt layup from 1 ft (assist by D. McDermott),,91,104
361,4,7:20.0,,J. Winslow misses 3-pt jump shot from 24 ft,91,104
362,4,7:19.0,Defensive rebound by B. Portis,,91,104
363,4,7:09.0,B. Portis makes 3-pt jump shot from 24 ft (assist by M. Dunleavy),,94,104
364,4,7:09.0,,Miami full timeout,94,104
365,4,7:09.0,,J. Johnson enters the game for J. Richardson,94,104
366,4,7:09.0,,G. Dragić enters the game for J. Winslow,94,104
367,4,6:52.0,,Turnover by J. Johnson (lost ball; steal by B. Portis),94,104
368,4,6:37.0,A. Brooks misses 2-pt jump shot from 12 ft (block by H. Whiteside),,94,104
369,4,6:36.0,,Defensive rebound by H. Whiteside,94,104
370,4,6:30.0,,G. Dragić makes 2-pt jump shot from 12 ft (assist by H. Whiteside),94,106
371,4,6:15.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Brooks),,97,106
372,4,5:54.0,,Turnover by L. Deng (bad pass; steal by J. Holiday),97,106
373,4,5:47.0,D. McDermott misses 2-pt layup from 2 ft (block by J. Johnson),,97,106
374,4,5:46.0,Offensive rebound by D. McDermott,,97,106
375,4,5:40.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Holiday),,100,106
376,4,5:24.0,,H. Whiteside makes 2-pt jump shot from 13 ft (assist by G. Dragić),100,108
377,4,5:14.0,Shooting foul by G. Dragić (drawn by A. Brooks),,100,108
378,4,5:14.0,A. Brooks makes free throw 1 of 3,,101,108
379,4,5:14.0,A. Brooks misses free throw 2 of 3,,101,108
380,4,5:14.0,Offensive rebound by Team,,101,108
381,4,5:14.0,P. Gasol enters the game for B. Portis,,101,108
382,4,5:14.0,D. Rose enters the game for D. McDermott,,101,108
383,4,5:14.0,A. Brooks makes free throw 3 of 3,,102,108
