,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
0,1,11:41.0,,I. Mahinmi misses 2-pt layup from 1 ft,0,0
1,1,11:41.0,Defensive rebound by J. Valančiūnas,,0,0
2,1,11:18.0,K. Lowry misses 2-pt jump shot from 12 ft,,0,0
3,1,11:17.0,,Defensive rebound by P. George,0,0
4,1,11:06.0,,M. Ellis misses 2-pt layup from 4 ft,0,0
5,1,11:06.0,Defensive rebound by J. Valančiūnas,,0,0
6,1,11:01.0,Shooting block foul by P. George (drawn by D. Carroll),,0,0
7,1,11:01.0,D. Carroll makes free throw 1 of 2,,1,0
8,1,11:01.0,D. Carroll makes free throw 2 of 2,,2,0
9,1,10:37.0,,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by M. Ellis),2,2
10,1,10:11.0,J. Valančiūnas misses 2-pt layup from 4 ft (block by I. Mahinmi),,2,2
11,1,10:11.0,Offensive rebound by Team,,2,2
12,1,10:11.0,Turnover by Team (shot clock),,2,2
13,1,9:56.0,,P. George misses 3-pt jump shot from 25 ft,2,2
14,1,9:54.0,Defensive rebound by K. Lowry,,2,2
15,1,9:44.0,J. Valančiūnas misses 2-pt jump shot from 5 ft,,2,2
16,1,9:44.0,Offensive rebound by D. DeRozan,,2,2
17,1,9:44.0,D. DeRozan makes 2-pt dunk at rim,,4,2
18,1,9:32.0,,Turnover by I. Mahinmi (bad pass; steal by D. Carroll),4,2
19,1,9:28.0,D. Carroll makes 2-pt dunk at rim,,6,2
20,1,9:12.0,,M. Ellis misses 3-pt jump shot from 24 ft,6,2
21,1,9:10.0,,Offensive rebound by P. George,6,2
22,1,9:08.0,,P. George misses 2-pt layup at rim (block by J. Valančiūnas),6,2
23,1,9:07.0,,Offensive rebound by M. Ellis,6,2
24,1,8:59.0,,G. Hill misses 2-pt jump shot from 10 ft,6,2
25,1,8:58.0,,Offensive rebound by Team,6,2
26,1,8:50.0,,Personal foul by D. Carroll,6,2
27,1,8:40.0,,M. Turner misses 2-pt jump shot from 14 ft,6,2
28,1,8:38.0,Defensive rebound by K. Lowry,,6,2
29,1,8:32.0,K. Lowry makes 2-pt layup from 1 ft,,8,2
30,1,8:31.0,,Indiana full timeout,8,2
31,1,8:14.0,,G. Hill misses 2-pt layup from 1 ft,8,2
32,1,8:13.0,Defensive rebound by D. DeRozan,,8,2
