,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:46.0,,R. Covington misses 2-pt jump shot from 6 ft,0,0
1,1,11:44.0,Defensive rebound by T. Young,,0,0
2,1,11:29.0,W. Ellington misses 2-pt jump shot from 18 ft,,0,0
3,1,11:27.0,Offensive rebound by B. Lopez,,0,0
4,1,11:25.0,Turnover by D. Sloan (lost ball),,0,0
5,1,11:13.0,,R. Covington misses 3-pt jump shot from 25 ft,0,0
6,1,11:11.0,Defensive rebound by T. Young,,0,0
7,1,10:54.0,Turnover by B. Lopez (traveling),,0,0
8,1,10:43.0,,Personal foul by B. Lopez (drawn by J. Okafor),0,0
9,1,10:43.0,,J. Okafor makes free throw 1 of 2,0,1
10,1,10:43.0,,J. Okafor makes free throw 2 of 2,0,2
11,1,10:32.0,Turnover by D. Sloan (lost ball; steal by R. Covington),,0,2
12,1,10:27.0,,Turnover by T. McConnell (bad pass; steal by D. Sloan),0,2
13,1,10:21.0,W. Ellington makes 2-pt layup from 1 ft (assist by T. Young),,2,2
14,1,10:05.0,,Turnover by N. Noel (lost ball),2,2
15,1,9:47.0,B. Lopez misses 2-pt layup from 2 ft (block by J. Okafor),,2,2
16,1,9:45.0,,Defensive rebound by N. Noel,2,2
17,1,9:40.0,,R. Covington misses 3-pt jump shot from 25 ft,2,2
18,1,9:38.0,,Offensive rebound by J. Okafor,2,2
19,1,9:32.0,,J. Okafor misses 2-pt jump shot from 12 ft,2,2
20,1,9:31.0,Defensive rebound by Team,,2,2
21,1,9:14.0,Personal foul by R. Covington (drawn by J. Johnson),,2,2
22,1,9:08.0,Turnover by W. Ellington (lost ball),,2,2
23,1,8:55.0,,T. McConnell misses 2-pt jump shot from 15 ft,2,2
24,1,8:53.0,Defensive rebound by W. Ellington,,2,2
25,1,8:45.0,B. Lopez makes 2-pt layup at rim,,4,2
26,1,8:32.0,,N. Noel makes 2-pt dunk at rim,4,4
27,1,8:15.0,T. Young misses 2-pt layup from 2 ft,,4,4
28,1,8:14.0,Offensive rebound by B. Lopez,,4,4
29,1,8:12.0,B. Lopez misses 2-pt layup from 2 ft (block by N. Noel),,4,4
30,1,8:10.0,,Defensive rebound by J. Okafor,4,4
31,1,7:57.0,,R. Covington misses 3-pt jump shot from 24 ft,4,4
32,1,7:56.0,,Offensive rebound by J. Okafor,4,4
33,1,7:46.0,,T. McConnell makes 2-pt jump shot from 5 ft,4,6
34,1,7:31.0,Personal foul by J. Okafor (drawn by B. Lopez),,4,6
35,1,7:24.0,D. Sloan misses 2-pt layup from 1 ft (block by N. Noel),,4,6
36,1,7:22.0,,Defensive rebound by T. McConnell,4,6
37,1,7:18.0,,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),4,8
38,1,6:53.0,T. Young misses 2-pt jump shot from 18 ft,,4,8
39,1,6:51.0,,Defensive rebound by R. Covington,4,8
40,1,6:47.0,,Personal block foul by D. Sloan (drawn by T. McConnell),4,8
41,1,6:47.0,,Philadelphia full timeout,4,8
42,1,6:47.0,B. Bogdanović enters the game for B. Lopez,,4,8
43,1,6:47.0,S. Larkin enters the game for W. Ellington,,4,8
44,1,6:47.0,T. Robinson enters the game for D. Sloan,,4,8
45,1,6:47.0,,K. Marshall enters the game for J. Okafor,4,8
46,1,6:47.0,,J. Grant enters the game for T. McConnell,4,8
47,1,6:34.0,,N. Stauskas misses 3-pt jump shot from 25 ft,4,8
48,1,6:32.0,Defensive rebound by B. Bogdanović,,4,8
49,1,6:13.0,J. Johnson misses 2-pt jump shot from 16 ft,,4,8
50,1,6:11.0,,Defensive rebound by N. Noel,4,8
51,1,5:53.0,,Turnover by J. Grant (step out of bounds),4,8
52,1,5:53.0,,H. Thompson enters the game for R. Covington,4,8
53,1,5:41.0,Turnover by B. Bogdanović (lost ball; steal by N. Noel),,4,8
54,1,5:32.0,,Turnover by K. Marshall (bad pass; steal by T. Robinson),4,8
55,1,5:29.0,Turnover by T. Robinson (lost ball; steal by N. Noel),,4,8
56,1,5:20.0,,N. Stauskas makes 2-pt layup from 1 ft,4,10
57,1,4:57.0,Turnover by B. Bogdanović (bad pass; steal by K. Marshall),,4,10
