,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA CLIPPERS_ACTION,BOSTON_SCORE,LA CLIPPERS_SCORE
390,4,6:44.0,,Offensive rebound by C. Aldrich,79,101
391,4,6:44.0,,C. Aldrich makes 2-pt hook shot from 5 ft,79,103
392,4,6:43.0,Boston full timeout,,79,103
393,4,6:43.0,J. Mickey enters the game for K. Olynyk,,79,103
394,4,6:28.0,J. Mickey misses 2-pt layup from 1 ft (block by C. Aldrich),,79,103
395,4,6:26.0,Offensive rebound by J. Mickey,,79,103
396,4,6:23.0,J. Mickey misses 2-pt layup from 2 ft (block by C. Aldrich),,79,103
397,4,6:22.0,Offensive rebound by T. Rozier,,79,103
398,4,6:18.0,T. Rozier makes 2-pt jump shot from 17 ft,,81,103
399,4,5:57.0,,A. Rivers makes 2-pt layup from 1 ft,81,105
400,4,5:41.0,Shooting foul by C. Aldrich (drawn by J. Mickey),,81,105
401,4,5:41.0,Official timeout,,81,105
402,4,5:41.0,M. Smart enters the game for A. Bradley,,81,105
403,4,5:41.0,J. Mickey misses free throw 1 of 2,,81,105
404,4,5:41.0,Offensive rebound by Team,,81,105
405,4,5:41.0,J. Mickey misses free throw 2 of 2,,81,105
406,4,5:40.0,,Defensive rebound by J. Green,81,105
407,4,5:22.0,,J. Crawford misses 3-pt jump shot from 25 ft,81,105
408,4,5:22.0,Defensive rebound by J. Mickey,,81,105
409,4,5:14.0,,C. Wilcox enters the game for J. Crawford,81,105
410,4,5:14.0,,J. Ayres enters the game for C. Aldrich,81,105
411,4,5:04.0,M. Smart makes 2-pt layup from 2 ft,,83,105
412,4,4:36.0,,A. Rivers misses 2-pt jump shot from 7 ft,83,105
413,4,4:34.0,Defensive rebound by J. Mickey,,83,105
414,4,4:32.0,M. Smart makes 2-pt jump shot from 6 ft,,85,105
415,4,4:32.0,Shooting foul by C. Wilcox (drawn by M. Smart),,85,105
416,4,4:32.0,M. Smart makes free throw 1 of 1,,86,105
417,4,4:10.0,,J. Ayres makes 2-pt jump shot from 15 ft (assist by C. Wilcox),86,107
418,4,3:54.0,M. Smart misses 3-pt jump shot from 24 ft,,86,107
419,4,3:54.0,Offensive rebound by Team,,86,107
420,4,3:54.0,,Loose ball foul by J. Green,86,107
421,4,3:54.0,R. Hunter enters the game for E. Turner,,86,107
422,4,3:46.0,Personal foul by J. Ayres,,86,107
423,4,3:37.0,T. Rozier misses 2-pt jump shot from 17 ft,,86,107
424,4,3:36.0,,Defensive rebound by J. Ayres,86,107
425,4,3:18.0,,J. Green misses 2-pt hook shot from 3 ft,86,107
426,4,3:17.0,Defensive rebound by J. Mickey,,86,107
427,4,3:02.0,J. Mickey misses 2-pt jump shot from 16 ft,,86,107
428,4,3:01.0,Offensive rebound by T. Zeller,,86,107
429,4,2:54.0,J. Mickey makes 2-pt dunk at rim (assist by M. Smart),,88,107
430,4,2:39.0,,Offensive foul by J. Ayres (drawn by T. Rozier),88,107
431,4,2:39.0,,Turnover by J. Ayres (offensive foul),88,107
432,4,2:39.0,,LA Clippers full timeout,88,107
433,4,2:39.0,J. Young enters the game for M. Smart,,88,107
434,4,2:23.0,Shooting foul by J. Ayres (drawn by T. Zeller),,88,107
435,4,2:23.0,T. Zeller makes free throw 1 of 2,,89,107
436,4,2:23.0,T. Zeller makes free throw 2 of 2,,90,107
437,4,2:04.0,,J. Green misses 2-pt jump shot from 18 ft,90,107
438,4,2:02.0,Defensive rebound by T. Zeller,,90,107
439,4,1:55.0,T. Zeller misses 2-pt jump shot from 18 ft,,90,107
440,4,1:54.0,,Defensive rebound by P. Prigioni,90,107
441,4,1:40.0,,J. Ayres makes 2-pt jump shot from 18 ft (assist by P. Prigioni),90,109
442,4,1:23.0,R. Hunter misses 2-pt jump shot from 19 ft,,90,109
443,4,1:22.0,,Defensive rebound by P. Prigioni,90,109
444,4,1:10.0,,P. Prigioni makes 3-pt jump shot from 25 ft,90,112
445,4,1:01.0,Turnover by T. Zeller (lost ball; steal by C. Wilcox),,90,112
446,4,0:57.0,,C. Wilcox makes 2-pt layup from 2 ft (assist by A. Rivers),90,114
447,4,0:32.0,J. Mickey misses 2-pt dunk at rim,,90,114
448,4,0:30.0,,Defensive rebound by P. Prigioni,90,114
449,4,0:07.0,,Turnover by Team (shot clock),90,114
