,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
0,1,11:47.0,,Personal foul by A. Aminu (drawn by K. Leonard),0,0
1,1,11:33.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),0,2
2,1,11:16.0,C. Kaman misses 2-pt jump shot from 19 ft,,0,2
3,1,11:15.0,,Defensive rebound by K. Leonard,0,2
4,1,11:02.0,,L. Aldridge misses 2-pt jump shot from 13 ft,0,2
5,1,11:01.0,Defensive rebound by D. Lillard,,0,2
6,1,10:53.0,Turnover by A. Aminu (bad pass; steal by K. Leonard),,0,2
7,1,10:39.0,,Shooting foul by D. Lillard (drawn by T. Parker),0,2
8,1,10:39.0,,T. Parker makes free throw 1 of 2,0,3
9,1,10:39.0,,T. Parker makes free throw 2 of 2,0,4
10,1,10:21.0,A. Aminu misses 2-pt jump shot from 4 ft,,0,4
11,1,10:20.0,Offensive rebound by C. Kaman,,0,4
12,1,10:07.0,A. Aminu misses 3-pt jump shot from 24 ft,,0,4
13,1,10:06.0,,Defensive rebound by L. Aldridge,0,4
14,1,9:43.0,,Turnover by T. Duncan (lost ball; steal by M. Plumlee),0,4
15,1,9:28.0,C. Kaman misses 2-pt layup at rim (block by L. Aldridge),,0,4
16,1,9:26.0,,Defensive rebound by T. Duncan,0,4
17,1,9:19.0,,L. Aldridge makes 2-pt layup at rim (assist by T. Parker),0,6
18,1,8:58.0,Personal foul by K. Leonard (drawn by M. Plumlee),,0,6
19,1,8:50.0,C. Kaman misses 2-pt jump shot from 18 ft,,0,6
20,1,8:49.0,,Defensive rebound by L. Aldridge,0,6
21,1,8:38.0,,T. Duncan misses 2-pt layup from 1 ft,0,6
22,1,8:37.0,Defensive rebound by M. Plumlee,,0,6
23,1,8:30.0,Shooting foul by L. Aldridge (drawn by M. Plumlee),,0,6
24,1,8:30.0,M. Plumlee makes free throw 1 of 2,,1,6
25,1,8:30.0,M. Plumlee makes free throw 2 of 2,,2,6
26,1,8:16.0,,L. Aldridge misses 2-pt jump shot from 14 ft,2,6
27,1,8:14.0,Defensive rebound by Team,,2,6
28,1,8:00.0,D. Lillard misses 2-pt jump shot from 18 ft,,2,6
29,1,7:59.0,Offensive rebound by D. Lillard,,2,6
30,1,7:57.0,D. Lillard makes 2-pt layup from 2 ft,,4,6
31,1,7:40.0,,T. Parker misses 2-pt jump shot from 14 ft,4,6
32,1,7:39.0,Defensive rebound by M. Plumlee,,4,6
33,1,7:24.0,C. McCollum makes 2-pt jump shot from 17 ft (assist by C. Kaman),,6,6
34,1,7:08.0,,K. Leonard misses 2-pt jump shot from 12 ft,6,6
35,1,7:08.0,,Offensive rebound by L. Aldridge,6,6
36,1,6:56.0,,D. Green misses 3-pt jump shot from 26 ft,6,6
37,1,6:55.0,,Offensive rebound by K. Leonard,6,6
38,1,6:38.0,,T. Duncan misses 2-pt jump shot from 20 ft,6,6
39,1,6:37.0,Defensive rebound by D. Lillard,,6,6
40,1,6:27.0,A. Aminu misses 2-pt layup from 2 ft (block by T. Duncan),,6,6
41,1,6:26.0,,Defensive rebound by T. Duncan,6,6
42,1,6:20.0,,D. Green misses 3-pt jump shot from 22 ft,6,6
43,1,6:19.0,Defensive rebound by Team,,6,6
44,1,6:05.0,D. Lillard makes 2-pt layup at rim,,8,6
45,1,6:05.0,,San Antonio full timeout,8,6
46,1,6:05.0,,M. Ginóbili enters the game for D. Green,8,6
