,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
384,4,2:47.0,D. Green makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,90,93
385,4,2:31.0,,Turnover by D. DeRozan (lost ball; steal by M. Ginóbili),90,93
386,4,2:14.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,90,93
387,4,2:13.0,,Defensive rebound by Team,90,93
388,4,1:50.0,,B. Biyombo makes 2-pt dunk at rim (assist by P. Patterson),90,95
389,4,1:42.0,Personal foul by C. Joseph (drawn by M. Ginóbili),,90,95
390,4,1:42.0,M. Ginóbili makes free throw 1 of 2,,91,95
391,4,1:42.0,,L. Scola enters the game for B. Biyombo,91,95
392,4,1:42.0,M. Ginóbili makes free throw 2 of 2,,92,95
393,4,1:22.0,,D. DeRozan makes 2-pt jump shot from 3 ft (assist by K. Lowry),92,97
394,4,1:04.0,Turnover by D. Green (bad pass; steal by P. Patterson),,92,97
395,4,0:49.0,,Turnover by K. Lowry (lost ball),92,97
396,4,0:49.0,,B. Biyombo enters the game for L. Scola,92,97
397,4,0:38.0,K. Leonard misses 2-pt jump shot from 6 ft,,92,97
398,4,0:37.0,Offensive rebound by L. Aldridge,,92,97
399,4,0:35.0,L. Aldridge misses 2-pt dunk at rim,,92,97
400,4,0:34.0,Offensive rebound by K. Leonard,,92,97
401,4,0:31.0,M. Ginóbili misses 3-pt jump shot from 27 ft,,92,97
402,4,0:31.0,Offensive rebound by K. Leonard,,92,97
403,4,0:29.0,K. Leonard makes 2-pt layup at rim,,94,97
404,4,0:09.0,,K. Lowry misses 2-pt jump shot from 6 ft,94,97
405,4,0:08.0,,Offensive rebound by D. DeRozan,94,97
406,4,0:05.0,,Personal foul by M. Ginóbili (drawn by D. DeRozan),94,97
407,4,0:05.0,,L. Scola enters the game for B. Biyombo,94,97
408,4,0:05.0,,Toronto full timeout,94,97
