,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SACRAMENTO_ACTION,ATLANTA_SCORE,SACRAMENTO_SCORE
382,4,7:58.0,,D. Cousins makes 2-pt layup from 2 ft (assist by B. McLemore),73,76
383,4,7:47.0,A. Horford makes 3-pt jump shot from 24 ft (assist by T. Sefolosha),,76,76
384,4,7:39.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),76,78
385,4,7:26.0,Turnover by T. Sefolosha (lost ball; steal by D. Cousins),,76,78
386,4,7:20.0,,Turnover by R. Rondo (bad pass; steal by T. Hardaway),76,78
387,4,7:19.0,Personal foul by O. Casspi (drawn by T. Hardaway),,76,78
388,4,7:19.0,P. Millsap enters the game for A. Horford,,76,78
389,4,7:06.0,Turnover by P. Millsap (traveling),,76,78
390,4,6:50.0,,Turnover by D. Cousins (lost ball; steal by P. Millsap),76,78
391,4,6:37.0,T. Hardaway misses 3-pt jump shot from 25 ft,,76,78
392,4,6:37.0,,Defensive rebound by R. Rondo,76,78
393,4,6:29.0,,Shooting foul by M. Scott (drawn by D. Cousins),76,78
394,4,6:29.0,,D. Cousins makes free throw 1 of 2,76,79
395,4,6:29.0,K. Korver enters the game for T. Sefolosha,,76,79
396,4,6:29.0,D. Schröder enters the game for T. Hardaway,,76,79
397,4,6:29.0,,D. Cousins makes free throw 2 of 2,76,80
398,4,6:18.0,K. Bazemore makes 2-pt jump shot from 16 ft,,78,80
399,4,6:18.0,Shooting foul by O. Casspi (drawn by K. Bazemore),,78,80
400,4,6:18.0,K. Bazemore misses free throw 1 of 1,,78,80
401,4,6:17.0,,Defensive rebound by D. Cousins,78,80
402,4,6:03.0,,Turnover by R. Rondo (lost ball),78,80
403,4,6:03.0,A. Horford enters the game for M. Scott,,78,80
404,4,5:50.0,K. Bazemore makes 2-pt jump shot from 19 ft,,80,80
405,4,5:30.0,,O. Casspi makes 3-pt jump shot from 24 ft,80,83
406,4,5:17.0,Turnover by K. Bazemore (lost ball; steal by O. Casspi),,80,83
407,4,5:09.0,,Turnover by D. Cousins (lost ball; steal by K. Bazemore),80,83
408,4,5:08.0,Personal foul by O. Casspi (drawn by K. Bazemore),,80,83
409,4,5:08.0,,W. Cauley-Stein enters the game for Q. Acy,80,83
410,4,4:54.0,K. Korver misses 3-pt jump shot from 24 ft,,80,83
411,4,4:53.0,,Defensive rebound by O. Casspi,80,83
412,4,4:49.0,,R. Rondo misses 2-pt layup from 2 ft,80,83
413,4,4:48.0,,Offensive rebound by W. Cauley-Stein,80,83
414,4,4:41.0,,Turnover by O. Casspi (lost ball; steal by P. Millsap),80,83
415,4,4:33.0,Turnover by D. Schröder (bad pass; steal by O. Casspi),,80,83
416,4,4:26.0,,B. McLemore misses 3-pt jump shot from 23 ft,80,83
417,4,4:24.0,Defensive rebound by P. Millsap,,80,83
418,4,4:15.0,A. Horford misses 3-pt jump shot from 25 ft,,80,83
419,4,4:14.0,,Defensive rebound by O. Casspi,80,83
420,4,3:52.0,,R. Rondo misses 3-pt jump shot from 24 ft,80,83
421,4,3:51.0,Defensive rebound by K. Korver,,80,83
422,4,3:39.0,D. Schröder makes 2-pt jump shot from 16 ft,,82,83
423,4,3:22.0,,R. Rondo misses 2-pt jump shot from 16 ft,82,83
424,4,3:21.0,Defensive rebound by P. Millsap,,82,83
425,4,3:07.0,K. Bazemore misses 2-pt dunk at rim (block by D. Cousins),,82,83
426,4,3:05.0,,Defensive rebound by R. Rondo,82,83
427,4,3:02.0,,Personal foul by P. Millsap (drawn by O. Casspi),82,83
428,4,3:02.0,,O. Casspi makes free throw 1 of 2,82,84
429,4,3:02.0,T. Sefolosha enters the game for K. Bazemore,,82,84
430,4,3:02.0,,O. Casspi misses free throw 2 of 2,82,84
431,4,3:01.0,Defensive rebound by T. Sefolosha,,82,84
432,4,2:47.0,P. Millsap misses 2-pt jump shot from 13 ft,,82,84
433,4,2:46.0,,Defensive rebound by D. Cousins,82,84
434,4,2:30.0,,B. McLemore misses 2-pt jump shot from 19 ft,82,84
435,4,2:29.0,Defensive rebound by D. Schröder,,82,84
436,4,2:18.0,D. Schröder misses 3-pt jump shot from 24 ft,,82,84
437,4,2:18.0,,Defensive rebound by Team,82,84
438,4,2:18.0,Official timeout,,82,84
439,4,2:18.0,K. Bazemore enters the game for K. Korver,,82,84
440,4,2:18.0,,Violation by Team (delay of game),82,84
441,4,2:01.0,,D. Cousins misses 2-pt jump shot from 5 ft,82,84
442,4,1:59.0,Defensive rebound by T. Sefolosha,,82,84
443,4,1:53.0,T. Sefolosha misses 2-pt jump shot from 3 ft,,82,84
444,4,1:52.0,,Defensive rebound by R. Rondo,82,84
445,4,1:46.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),82,86
446,4,1:35.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,82,86
447,4,1:35.0,Offensive rebound by Team,,82,86
448,4,1:35.0,,Loose ball foul by D. Cousins (drawn by P. Millsap),82,86
449,4,1:35.0,K. Korver enters the game for T. Sefolosha,,82,86
450,4,1:24.0,K. Korver makes 3-pt jump shot from 26 ft,,85,86
451,4,1:09.0,,D. Cousins misses 2-pt jump shot from 22 ft,85,86
452,4,1:09.0,Defensive rebound by A. Horford,,85,86
453,4,0:59.0,P. Millsap misses 2-pt jump shot from 8 ft (block by R. Rondo),,85,86
454,4,0:59.0,,Defensive rebound by Team,85,86
455,4,0:59.0,T. Sefolosha enters the game for K. Korver,,85,86
456,4,0:41.0,Loose ball foul by P. Millsap (drawn by W. Cauley-Stein),,85,86
457,4,0:41.0,,W. Cauley-Stein makes free throw 1 of 2,85,87
458,4,0:41.0,K. Korver enters the game for T. Sefolosha,,85,87
459,4,0:41.0,,W. Cauley-Stein makes free throw 2 of 2,85,88
460,4,0:29.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Korver),,88,88
461,4,0:29.0,,Sacramento full timeout,88,88
462,4,0:29.0,T. Sefolosha enters the game for K. Korver,,88,88
463,4,0:29.0,,M. Belinelli enters the game for W. Cauley-Stein,88,88
464,4,0:13.0,,R. Rondo makes 2-pt layup from 3 ft (assist by D. Cousins),88,90
465,4,0:13.0,Atlanta full timeout,,88,90
466,4,0:13.0,K. Korver enters the game for T. Sefolosha,,88,90
467,4,0:13.0,,W. Cauley-Stein enters the game for M. Belinelli,88,90
468,4,0:03.0,Turnover by P. Millsap (lost ball; steal by O. Casspi),,88,90
469,4,0:03.0,,Sacramento full timeout,88,90
470,4,0:03.0,T. Sefolosha enters the game for K. Korver,,88,90
471,4,0:03.0,,D. Collison enters the game for O. Casspi,88,90
472,4,0:03.0,,M. Belinelli enters the game for W. Cauley-Stein,88,90
473,4,0:02.0,,Personal take foul by D. Schröder (drawn by D. Collison),88,90
474,4,0:02.0,,D. Collison misses free throw 1 of 2,88,90
475,4,0:02.0,,Offensive rebound by Team,88,90
476,4,0:02.0,T. Splitter enters the game for D. Schröder,,88,90
477,4,0:02.0,,D. Collison makes free throw 2 of 2,88,91
478,4,0:02.0,Atlanta full timeout,,88,91
479,4,0:02.0,,W. Cauley-Stein enters the game for B. McLemore,88,91
480,4,0:02.0,,O. Casspi enters the game for M. Belinelli,88,91
481,4,0:02.0,K. Korver enters the game for T. Splitter,,88,91
