,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SACRAMENTO_ACTION,ATLANTA_SCORE,SACRAMENTO_SCORE
0,1,11:39.0,A. Horford makes 2-pt jump shot from 6 ft (assist by K. Korver),,2,0
1,1,11:25.0,,D. Cousins makes 2-pt jump shot from 3 ft (assist by R. Rondo),2,2
2,1,11:06.0,J. Teague makes 2-pt jump shot from 14 ft,,4,2
3,1,11:00.0,,Turnover by R. Rondo (bad pass; steal by P. Millsap),4,2
4,1,10:51.0,A. Horford misses 3-pt jump shot from 25 ft,,4,2
5,1,10:50.0,,Defensive rebound by D. Cousins,4,2
6,1,10:36.0,,R. Rondo misses 3-pt jump shot from 24 ft,4,2
7,1,10:36.0,Defensive rebound by P. Millsap,,4,2
8,1,10:24.0,Turnover by J. Teague (bad pass; steal by O. Casspi),,4,2
9,1,10:19.0,,O. Casspi makes 2-pt layup from 2 ft (assist by R. Rondo),4,4
10,1,9:54.0,K. Korver misses 3-pt jump shot from 23 ft,,4,4
11,1,9:53.0,,Defensive rebound by W. Cauley-Stein,4,4
12,1,9:49.0,,Turnover by R. Rondo (lost ball),4,4
13,1,9:32.0,P. Millsap misses 2-pt jump shot from 5 ft,,4,4
14,1,9:31.0,,Defensive rebound by D. Cousins,4,4
15,1,9:11.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Cousins),4,7
16,1,9:01.0,Turnover by K. Korver (bad pass; steal by O. Casspi),,4,7
17,1,8:53.0,,O. Casspi misses 3-pt jump shot from 24 ft,4,7
18,1,8:52.0,,Offensive rebound by Team,4,7
19,1,8:45.0,,B. McLemore misses 3-pt jump shot from 25 ft,4,7
20,1,8:45.0,Defensive rebound by A. Horford,,4,7
21,1,8:34.0,K. Korver misses 3-pt jump shot from 24 ft,,4,7
22,1,8:34.0,,Defensive rebound by R. Rondo,4,7
23,1,8:29.0,,R. Rondo misses 2-pt layup from 3 ft (block by P. Millsap),4,7
24,1,8:29.0,,Offensive rebound by Team,4,7
25,1,8:15.0,,Turnover by B. McLemore (bad pass; steal by J. Teague),4,7
26,1,8:10.0,J. Teague misses 2-pt layup from 1 ft,,4,7
27,1,8:09.0,,Defensive rebound by D. Cousins,4,7
28,1,8:02.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by B. McLemore),4,9
29,1,7:48.0,K. Korver makes 3-pt jump shot from 23 ft (assist by P. Millsap),,7,9
30,1,7:26.0,,B. McLemore makes 2-pt jump shot from 20 ft (assist by O. Casspi),7,11
31,1,7:26.0,,Shooting foul by K. Korver (drawn by B. McLemore),7,11
32,1,7:26.0,,B. McLemore misses free throw 1 of 1,7,11
33,1,7:25.0,,Offensive rebound by D. Cousins,7,11
34,1,7:22.0,,D. Cousins misses 2-pt jump shot from 4 ft (block by P. Millsap),7,11
35,1,7:21.0,,Offensive rebound by W. Cauley-Stein,7,11
36,1,7:05.0,,Shooting foul by P. Millsap (drawn by O. Casspi),7,11
37,1,7:05.0,,O. Casspi misses free throw 1 of 2,7,11
38,1,7:05.0,,Offensive rebound by Team,7,11
39,1,7:05.0,T. Splitter enters the game for K. Bazemore,,7,11
40,1,7:05.0,T. Sefolosha enters the game for A. Horford,,7,11
41,1,7:05.0,,O. Casspi makes free throw 2 of 2,7,12
42,1,6:56.0,J. Teague misses 2-pt jump shot from 11 ft,,7,12
43,1,6:55.0,,Defensive rebound by D. Cousins,7,12
44,1,6:50.0,,B. McLemore misses 2-pt layup from 2 ft,7,12
45,1,6:49.0,Defensive rebound by P. Millsap,,7,12
46,1,6:40.0,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),,10,12
47,1,6:24.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by D. Cousins),10,15
48,1,6:05.0,T. Sefolosha makes 2-pt jump shot from 16 ft,,12,15
49,1,5:58.0,,D. Cousins misses 2-pt jump shot from 6 ft (block by K. Korver),12,15
50,1,5:58.0,,Offensive rebound by Team,12,15
51,1,5:58.0,,Sacramento full timeout,12,15
52,1,5:42.0,,Turnover by D. Cousins (bad pass; steal by P. Millsap),12,15
53,1,5:29.0,P. Millsap makes 2-pt jump shot from 19 ft,,14,15
54,1,5:19.0,,Turnover by R. Rondo (bad pass),14,15
55,1,5:19.0,,K. Koufos enters the game for W. Cauley-Stein,14,15
56,1,5:08.0,Personal foul by D. Cousins (drawn by P. Millsap),,14,15
57,1,5:08.0,,M. Belinelli enters the game for O. Casspi,14,15
58,1,5:03.0,J. Teague misses 2-pt jump shot from 18 ft,,14,15
59,1,5:02.0,,Defensive rebound by B. McLemore,14,15
60,1,4:53.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),14,18
61,1,4:35.0,P. Millsap misses 3-pt jump shot from 24 ft,,14,18
62,1,4:35.0,,Defensive rebound by R. Rondo,14,18
63,1,4:21.0,,D. Cousins makes 2-pt layup from 3 ft,14,20
64,1,4:00.0,T. Sefolosha makes 2-pt layup from 2 ft (assist by P. Millsap),,16,20
65,1,3:45.0,,B. McLemore makes 2-pt jump shot from 17 ft (assist by R. Rondo),16,22
66,1,3:39.0,Atlanta full timeout,,16,22
67,1,3:39.0,D. Schröder enters the game for K. Korver,,16,22
68,1,3:39.0,K. Bazemore enters the game for J. Teague,,16,22
69,1,3:39.0,,D. Collison enters the game for B. McLemore,16,22
70,1,3:26.0,D. Schröder misses 2-pt jump shot from 16 ft,,16,22
71,1,3:25.0,,Defensive rebound by D. Cousins,16,22
72,1,3:05.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by T. Splitter),16,22
73,1,3:03.0,Defensive rebound by T. Splitter,,16,22
74,1,2:58.0,Turnover by P. Millsap (lost ball),,16,22
75,1,2:49.0,,Def 3 sec tech foul by P. Millsap,16,22
76,1,2:49.0,,M. Belinelli makes technical free throw,16,23
77,1,2:49.0,A. Horford enters the game for P. Millsap,,16,23
78,1,2:40.0,,M. Belinelli misses 3-pt jump shot from 24 ft,16,23
79,1,2:40.0,Defensive rebound by K. Bazemore,,16,23
80,1,2:29.0,A. Horford makes 2-pt jump shot from 13 ft,,18,23
81,1,2:08.0,,D. Cousins misses 2-pt jump shot from 8 ft,18,23
82,1,2:07.0,,Offensive rebound by D. Cousins,18,23
83,1,2:00.0,,R. Rondo misses 3-pt jump shot from 24 ft,18,23
84,1,2:00.0,,Offensive rebound by D. Cousins,18,23
85,1,1:55.0,,D. Cousins makes 2-pt jump shot from 3 ft,18,25
86,1,1:35.0,A. Horford misses 2-pt jump shot from 14 ft,,18,25
87,1,1:34.0,,Defensive rebound by M. Belinelli,18,25
88,1,1:17.0,,D. Cousins makes 2-pt layup from 3 ft (assist by R. Rondo),18,27
89,1,0:55.0,Turnover by D. Schröder (bad pass; steal by D. Cousins),,18,27
90,1,0:44.0,,D. Cousins misses 2-pt layup from 3 ft,18,27
91,1,0:43.0,Defensive rebound by K. Bazemore,,18,27
92,1,0:40.0,,W. Cauley-Stein enters the game for D. Cousins,18,27
93,1,0:40.0,M. Scott enters the game for T. Splitter,,18,27
94,1,0:38.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by K. Bazemore),,20,27
95,1,0:23.0,,K. Koufos misses 2-pt jump shot from 6 ft,20,27
96,1,0:22.0,,Offensive rebound by W. Cauley-Stein,20,27
97,1,0:03.0,,M. Belinelli misses 3-pt jump shot from 26 ft,20,27
98,1,0:01.0,,Offensive rebound by R. Rondo,20,27
99,1,0:00.0,,R. Rondo misses 2-pt jump shot from 14 ft,20,27
100,1,0:00.0,,Offensive rebound by Team,20,27
101,2,11:45.0,,Shooting foul by T. Sefolosha (drawn by D. Collison),20,27
102,2,11:45.0,,M. Belinelli makes free throw 1 of 2,20,28
103,2,11:45.0,,M. Belinelli makes free throw 2 of 2,20,29
104,2,11:37.0,T. Hardaway misses 3-pt jump shot from 25 ft,,20,29
105,2,11:36.0,,Defensive rebound by M. Belinelli,20,29
106,2,11:24.0,,Def 3 sec tech foul by A. Horford,20,29
107,2,11:24.0,,M. Belinelli makes technical free throw,20,30
108,2,11:12.0,,Turnover by D. Collison (bad pass; steal by A. Horford),20,30
109,2,11:07.0,D. Schröder makes 2-pt jump shot from 4 ft (assist by T. Sefolosha),,22,30
110,2,10:52.0,,Turnover by K. Koufos (bad pass; steal by T. Sefolosha),22,30
111,2,10:49.0,Shooting foul by K. Koufos (drawn by T. Sefolosha),,22,30
112,2,10:49.0,T. Sefolosha makes free throw 1 of 2,,23,30
113,2,10:49.0,T. Sefolosha makes free throw 2 of 2,,24,30
114,2,10:30.0,,D. Collison misses 2-pt jump shot from 21 ft,24,30
115,2,10:30.0,Defensive rebound by A. Horford,,24,30
116,2,10:20.0,D. Schröder misses 3-pt jump shot from 25 ft,,24,30
117,2,10:20.0,Offensive rebound by Team,,24,30
118,2,10:10.0,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),,27,30
119,2,10:01.0,,D. Collison misses 2-pt jump shot from 20 ft,27,30
120,2,10:00.0,Defensive rebound by T. Hardaway,,27,30
121,2,9:53.0,T. Hardaway misses 3-pt jump shot from 24 ft,,27,30
122,2,9:52.0,Offensive rebound by A. Horford,,27,30
123,2,9:40.0,D. Schröder misses 2-pt jump shot from 11 ft,,27,30
124,2,9:40.0,,Defensive rebound by M. Belinelli,27,30
125,2,9:17.0,,O. Casspi misses 3-pt jump shot from 25 ft,27,30
126,2,9:16.0,Defensive rebound by M. Scott,,27,30
127,2,8:59.0,Shooting block foul by W. Cauley-Stein (drawn by T. Hardaway),,27,30
128,2,8:59.0,Official timeout,,27,30
129,2,8:59.0,T. Hardaway misses free throw 1 of 2,,27,30
130,2,8:59.0,Offensive rebound by Team,,27,30
131,2,8:59.0,T. Hardaway makes free throw 2 of 2,,28,30
132,2,8:39.0,,M. Belinelli misses 3-pt jump shot from 25 ft,28,30
133,2,8:39.0,,Offensive rebound by K. Koufos,28,30
134,2,8:17.0,,K. Koufos makes 2-pt layup from 2 ft (assist by O. Casspi),28,32
135,2,8:05.0,M. Scott misses 2-pt jump shot from 5 ft,,28,32
136,2,8:05.0,,Defensive rebound by W. Cauley-Stein,28,32
137,2,7:55.0,,W. Cauley-Stein misses 2-pt dunk at rim,28,32
138,2,7:55.0,Defensive rebound by Team,,28,32
139,2,7:55.0,,Loose ball foul by K. Koufos (drawn by A. Horford),28,32
140,2,7:55.0,,D. Cousins enters the game for K. Koufos,28,32
141,2,7:44.0,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),,31,32
142,2,7:20.0,,O. Casspi misses 3-pt jump shot from 24 ft,31,32
143,2,7:20.0,Defensive rebound by D. Schröder,,31,32
144,2,7:01.0,D. Schröder misses 2-pt jump shot from 20 ft,,31,32
145,2,7:00.0,,Defensive rebound by O. Casspi,31,32
146,2,6:53.0,,D. Collison makes 2-pt jump shot from 9 ft,31,34
147,2,6:39.0,A. Horford misses 2-pt jump shot from 14 ft,,31,34
148,2,6:38.0,,Defensive rebound by D. Cousins,31,34
149,2,6:27.0,,Turnover by D. Cousins (lost ball),31,34
150,2,6:27.0,,R. Rondo enters the game for M. Belinelli,31,34
151,2,6:27.0,J. Teague enters the game for A. Horford,,31,34
152,2,6:27.0,T. Splitter enters the game for T. Sefolosha,,31,34
153,2,6:27.0,K. Bazemore enters the game for D. Schröder,,31,34
154,2,6:27.0,K. Korver enters the game for T. Hardaway,,31,34
155,2,6:08.0,Personal foul by D. Cousins (drawn by T. Splitter),,31,34
156,2,6:01.0,K. Bazemore misses 3-pt jump shot from 24 ft,,31,34
157,2,6:01.0,,Defensive rebound by W. Cauley-Stein,31,34
158,2,5:54.0,,D. Collison misses 2-pt jump shot from 6 ft,31,34
159,2,5:52.0,Defensive rebound by T. Splitter,,31,34
160,2,5:49.0,K. Bazemore makes 2-pt layup from 3 ft,,33,34
161,2,5:29.0,,D. Cousins misses 2-pt jump shot from 19 ft,33,34
162,2,5:29.0,Defensive rebound by J. Teague,,33,34
163,2,5:25.0,,Sacramento full timeout,33,34
164,2,5:25.0,,B. McLemore enters the game for D. Collison,33,34
165,2,5:25.0,P. Millsap enters the game for M. Scott,,33,34
166,2,5:17.0,Shooting foul by R. Rondo (drawn by T. Splitter),,33,34
167,2,5:17.0,T. Splitter makes free throw 1 of 2,,34,34
168,2,5:17.0,T. Splitter misses free throw 2 of 2,,34,34
169,2,5:16.0,,Defensive rebound by W. Cauley-Stein,34,34
170,2,4:56.0,,D. Cousins makes 2-pt hook shot from 6 ft,34,36
171,2,4:42.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by P. Millsap),,37,36
172,2,4:30.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by R. Rondo),37,38
173,2,4:21.0,Turnover by K. Bazemore (traveling),,37,38
174,2,4:07.0,,R. Rondo misses 2-pt jump shot from 7 ft,37,38
175,2,4:06.0,Defensive rebound by K. Bazemore,,37,38
176,2,4:04.0,Turnover by K. Bazemore (bad pass; steal by D. Cousins),,37,38
177,2,3:59.0,,B. McLemore misses 3-pt jump shot from 22 ft,37,38
178,2,3:58.0,,Offensive rebound by R. Rondo,37,38
179,2,3:49.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. McLemore),37,40
180,2,3:39.0,Shooting foul by B. McLemore (drawn by T. Splitter),,37,40
181,2,3:39.0,T. Splitter makes free throw 1 of 2,,38,40
182,2,3:39.0,T. Splitter misses free throw 2 of 2,,38,40
183,2,3:37.0,Offensive rebound by Team,,38,40
184,2,3:30.0,K. Korver misses 3-pt jump shot from 26 ft,,38,40
185,2,3:30.0,,Defensive rebound by R. Rondo,38,40
186,2,3:24.0,,R. Rondo misses 2-pt layup from 1 ft,38,40
187,2,3:23.0,Defensive rebound by K. Bazemore,,38,40
188,2,3:15.0,K. Bazemore misses 3-pt jump shot from 26 ft,,38,40
189,2,3:15.0,Offensive rebound by P. Millsap,,38,40
190,2,3:14.0,P. Millsap makes 2-pt layup from 2 ft,,40,40
191,2,2:52.0,,O. Casspi misses 2-pt jump shot from 8 ft,40,40
192,2,2:51.0,,Offensive rebound by D. Cousins,40,40
193,2,2:51.0,,D. Cousins misses 2-pt layup at rim,40,40
194,2,2:50.0,,Offensive rebound by W. Cauley-Stein,40,40
195,2,2:50.0,,W. Cauley-Stein makes 2-pt layup from 3 ft,40,42
196,2,2:41.0,Atlanta full timeout,,40,42
197,2,2:41.0,A. Horford enters the game for T. Splitter,,40,42
198,2,2:41.0,,K. Koufos enters the game for W. Cauley-Stein,40,42
199,2,2:34.0,P. Millsap makes 2-pt layup from 3 ft (assist by J. Teague),,42,42
200,2,2:19.0,,Personal foul by P. Millsap (drawn by D. Cousins),42,42
201,2,2:06.0,,K. Koufos misses 2-pt layup from 2 ft,42,42
202,2,2:05.0,Defensive rebound by P. Millsap,,42,42
203,2,1:57.0,P. Millsap misses 2-pt layup from 4 ft,,42,42
204,2,1:56.0,,Defensive rebound by K. Koufos,42,42
205,2,1:44.0,,B. McLemore makes 3-pt jump shot from 22 ft (assist by D. Cousins),42,45
206,2,1:34.0,A. Horford misses 2-pt jump shot from 19 ft,,42,45
207,2,1:34.0,,Defensive rebound by O. Casspi,42,45
208,2,1:25.0,,Turnover by R. Rondo (bad pass; steal by P. Millsap),42,45
209,2,1:20.0,,Q. Acy enters the game for D. Cousins,42,45
210,2,1:16.0,K. Korver misses 3-pt jump shot from 26 ft,,42,45
211,2,1:15.0,,Defensive rebound by B. McLemore,42,45
212,2,1:04.0,,K. Koufos misses 2-pt jump shot from 3 ft,42,45
213,2,1:04.0,Defensive rebound by A. Horford,,42,45
214,2,1:00.0,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),,44,45
215,2,0:44.0,,B. McLemore misses 2-pt jump shot from 16 ft,44,45
216,2,0:43.0,Defensive rebound by P. Millsap,,44,45
217,2,0:31.0,K. Korver misses 3-pt jump shot from 23 ft,,44,45
218,2,0:31.0,,Defensive rebound by Q. Acy,44,45
219,2,0:13.0,,Shooting foul by A. Horford (drawn by K. Koufos),44,45
220,2,0:13.0,,K. Koufos makes free throw 1 of 2,44,46
221,2,0:13.0,M. Scott enters the game for P. Millsap,,44,46
222,2,0:13.0,,J. Anderson enters the game for Q. Acy,44,46
223,2,0:13.0,,K. Koufos makes free throw 2 of 2,44,47
224,2,0:03.0,A. Horford misses 2-pt jump shot from 19 ft,,44,47
225,2,0:00.0,,Defensive rebound by J. Anderson,44,47
226,3,11:46.0,,Personal foul by K. Korver (drawn by D. Cousins),44,47
227,3,11:39.0,,R. Rondo makes 2-pt layup from 1 ft,44,49
228,3,11:23.0,J. Teague makes 2-pt jump shot from 9 ft (assist by K. Bazemore),,46,49
229,3,11:15.0,,B. McLemore misses 3-pt jump shot from 24 ft,46,49
230,3,11:14.0,,Offensive rebound by W. Cauley-Stein,46,49
231,3,11:00.0,,W. Cauley-Stein misses 2-pt layup from 2 ft (block by P. Millsap),46,49
232,3,10:58.0,Defensive rebound by P. Millsap,,46,49
233,3,10:51.0,K. Korver misses 3-pt jump shot from 24 ft,,46,49
234,3,10:51.0,Offensive rebound by P. Millsap,,46,49
235,3,10:49.0,P. Millsap misses 2-pt layup from 2 ft,,46,49
236,3,10:46.0,Offensive rebound by P. Millsap,,46,49
237,3,10:45.0,Turnover by P. Millsap (bad pass; steal by W. Cauley-Stein),,46,49
238,3,10:41.0,,O. Casspi misses 2-pt layup from 2 ft (block by J. Teague),46,49
239,3,10:39.0,Defensive rebound by J. Teague,,46,49
240,3,10:26.0,J. Teague misses 3-pt jump shot from 24 ft,,46,49
241,3,10:23.0,Offensive rebound by A. Horford,,46,49
242,3,10:14.0,A. Horford makes 2-pt layup from 4 ft (assist by J. Teague),,48,49
243,3,10:00.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by P. Millsap),48,49
244,3,9:58.0,,Offensive rebound by O. Casspi,48,49
245,3,9:53.0,,Turnover by B. McLemore (lost ball; steal by K. Korver),48,49
246,3,9:49.0,K. Bazemore makes 2-pt layup from 1 ft (assist by K. Korver),,50,49
247,3,9:43.0,,Sacramento full timeout,50,49
248,3,9:27.0,,Shooting foul by A. Horford (drawn by D. Cousins),50,49
249,3,9:27.0,,D. Cousins misses free throw 1 of 2,50,49
250,3,9:27.0,,Offensive rebound by Team,50,49
251,3,9:27.0,,D. Cousins makes free throw 2 of 2,50,50
252,3,9:21.0,,Offensive charge foul by J. Teague (drawn by D. Cousins),50,50
253,3,9:21.0,Turnover by J. Teague (offensive foul),,50,50
254,3,9:08.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),50,52
255,3,8:53.0,Turnover by P. Millsap (lost ball; steal by B. McLemore),,50,52
256,3,8:49.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. McLemore),50,54
257,3,8:33.0,J. Teague misses 3-pt jump shot from 25 ft,,50,54
258,3,8:32.0,,Defensive rebound by W. Cauley-Stein,50,54
259,3,8:19.0,,R. Rondo misses 2-pt jump shot from 10 ft,50,54
260,3,8:18.0,Defensive rebound by A. Horford,,50,54
261,3,8:12.0,Turnover by J. Teague (traveling),,50,54
262,3,7:46.0,,R. Rondo misses 2-pt jump shot from 21 ft,50,54
263,3,7:45.0,,Offensive rebound by B. McLemore,50,54
264,3,7:38.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Cousins),50,57
265,3,7:38.0,,Shooting foul by J. Teague (drawn by B. McLemore),50,57
266,3,7:38.0,,B. McLemore makes free throw 1 of 1,50,58
267,3,7:17.0,K. Bazemore misses 2-pt jump shot from 19 ft,,50,58
268,3,7:16.0,,Defensive rebound by D. Cousins,50,58
269,3,7:09.0,T. Splitter enters the game for A. Horford,,50,58
270,3,7:09.0,T. Sefolosha enters the game for K. Bazemore,,50,58
271,3,7:01.0,,Turnover by D. Cousins (bad pass; steal by K. Korver),50,58
272,3,6:56.0,J. Teague misses 2-pt layup at rim,,50,58
273,3,6:55.0,,Defensive rebound by R. Rondo,50,58
274,3,6:49.0,,O. Casspi makes 3-pt jump shot from 24 ft (assist by R. Rondo),50,61
275,3,6:49.0,Atlanta full timeout,,50,61
276,3,6:49.0,D. Schröder enters the game for J. Teague,,50,61
277,3,6:37.0,Turnover by D. Schröder (bad pass; steal by W. Cauley-Stein),,50,61
278,3,6:25.0,,R. Rondo makes 2-pt layup from 2 ft,50,63
279,3,5:56.0,T. Sefolosha misses 3-pt jump shot from 24 ft,,50,63
280,3,5:56.0,,Defensive rebound by W. Cauley-Stein,50,63
281,3,5:32.0,,O. Casspi misses 3-pt jump shot from 22 ft,50,63
282,3,5:32.0,Defensive rebound by P. Millsap,,50,63
283,3,5:25.0,D. Schröder misses 3-pt jump shot from 25 ft,,50,63
284,3,5:24.0,,Defensive rebound by R. Rondo,50,63
285,3,5:16.0,,Turnover by B. McLemore (lost ball; steal by D. Schröder),50,63
286,3,5:13.0,D. Schröder misses 2-pt layup from 2 ft (block by D. Cousins),,50,63
287,3,5:13.0,Offensive rebound by Team,,50,63
288,3,5:13.0,,M. Belinelli enters the game for O. Casspi,50,63
