,QUARTER,TIME_REMAINING,DENVER_ACTION,UTAH_ACTION,DENVER_SCORE,UTAH_SCORE
47,1,3:41.0,,Personal foul by N. Jokić (drawn by R. Gobert),17,14
48,1,3:41.0,,T. Booker enters the game for D. Favors,17,14
49,1,3:23.0,,R. Gobert makes 2-pt layup from 2 ft,17,16
50,1,3:12.0,Shooting foul by R. Neto (drawn by E. Mudiay),,17,16
51,1,3:12.0,E. Mudiay misses free throw 1 of 2,,17,16
52,1,3:12.0,Offensive rebound by Team,,17,16
53,1,3:12.0,W. Barton enters the game for G. Harris,,17,16
54,1,3:12.0,J. Lauvergne enters the game for N. Jokić,,17,16
55,1,3:12.0,,C. Johnson enters the game for R. Hood,17,16
56,1,3:12.0,,T. Burke enters the game for R. Neto,17,16
57,1,3:12.0,E. Mudiay makes free throw 2 of 2,,18,16
58,1,3:01.0,,C. Johnson makes 3-pt jump shot from 22 ft (assist by G. Hayward),18,19
59,1,2:42.0,Denver full timeout,,18,19
60,1,2:42.0,J. Nurkić enters the game for K. Faried,,18,19
61,1,2:35.0,E. Mudiay makes 2-pt jump shot from 7 ft,,20,19
62,1,2:10.0,,Turnover by C. Johnson (lost ball; steal by J. Lauvergne),20,19
63,1,2:06.0,Turnover by W. Barton (lost ball),,20,19
64,1,2:01.0,,G. Hayward misses 2-pt jump shot from 7 ft,20,19
65,1,2:00.0,Defensive rebound by J. Lauvergne,,20,19
66,1,1:40.0,D. Gallinari misses 2-pt jump shot from 14 ft,,20,19
67,1,1:39.0,,Defensive rebound by R. Gobert,20,19
68,1,1:19.0,,T. Burke misses 3-pt jump shot from 23 ft,20,19
69,1,1:18.0,Defensive rebound by W. Barton,,20,19
70,1,1:05.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by J. Nurkić),,23,19
71,1,1:01.0,,Utah full timeout,23,19
72,1,1:01.0,R. Foye enters the game for E. Mudiay,,23,19
73,1,0:46.0,,R. Gobert makes 2-pt layup from 1 ft,23,21
74,1,0:33.0,Turnover by J. Lauvergne (bad pass; steal by T. Burke),,23,21
75,1,0:30.0,,Personal foul by R. Foye (drawn by T. Burke),23,21
76,1,0:30.0,G. Harris enters the game for D. Gallinari,,23,21
77,1,0:27.0,,G. Hayward misses 3-pt jump shot from 25 ft,23,21
78,1,0:27.0,Defensive rebound by J. Nurkić,,23,21
79,1,0:06.0,G. Harris misses 3-pt jump shot from 25 ft,,23,21
80,1,0:05.0,,Defensive rebound by T. Booker,23,21
81,2,11:40.0,,T. Booker makes 2-pt dunk at rim (assist by T. Burke),23,23
82,2,11:15.0,J. Nurkić makes 2-pt hook shot from 1 ft,,25,23
83,2,10:54.0,,Turnover by C. Johnson (bad pass; steal by W. Barton),25,23
84,2,10:44.0,Turnover by J. Nurkić (3 sec),,25,23
85,2,10:44.0,,J. Ingles enters the game for C. Johnson,25,23
86,2,10:44.0,,E. Green enters the game for T. Burke,25,23
87,2,10:27.0,,E. Green misses 3-pt jump shot from 24 ft,25,23
88,2,10:22.0,,Offensive rebound by E. Green,25,23
89,2,10:07.0,,Turnover by R. Hood (bad pass; steal by G. Harris),25,23
90,2,10:03.0,G. Harris makes 2-pt dunk at rim,,27,23
91,2,9:45.0,,T. Booker makes 2-pt dunk at rim (assist by J. Ingles),27,25
92,2,9:20.0,Shooting foul by D. Favors (drawn by J. Nurkić),,27,25
93,2,9:20.0,J. Nurkić misses free throw 1 of 2,,27,25
94,2,9:20.0,Offensive rebound by Team,,27,25
95,2,9:20.0,J. Nurkić makes free throw 2 of 2,,28,25
96,2,9:03.0,,R. Hood makes 2-pt jump shot from 9 ft,28,27
97,2,8:50.0,R. Foye misses 2-pt layup from 2 ft (block by D. Favors),,28,27
98,2,8:49.0,,Defensive rebound by J. Ingles,28,27
99,2,8:27.0,,R. Hood misses 3-pt jump shot from 24 ft,28,27
100,2,8:26.0,Defensive rebound by W. Barton,,28,27
101,2,8:21.0,W. Barton misses 2-pt layup from 1 ft (block by R. Hood),,28,27
102,2,8:20.0,,Defensive rebound by D. Favors,28,27
103,2,8:13.0,,T. Booker makes 2-pt jump shot from 3 ft,28,29
104,2,8:13.0,,Shooting foul by J. Nurkić (drawn by T. Booker),28,29
105,2,8:13.0,,Utah full timeout,28,29
106,2,8:13.0,,C. Johnson enters the game for E. Green,28,29
107,2,8:13.0,,T. Booker misses free throw 1 of 1,28,29
108,2,8:13.0,Defensive rebound by J. Lauvergne,,28,29
109,2,7:59.0,R. Foye misses 3-pt jump shot from 25 ft,,28,29
110,2,7:58.0,,Defensive rebound by D. Favors,28,29
111,2,7:39.0,,D. Favors misses 2-pt jump shot from 16 ft,28,29
112,2,7:38.0,Defensive rebound by W. Barton,,28,29
113,2,7:17.0,W. Barton makes 2-pt layup from 1 ft,,30,29
114,2,6:55.0,,R. Hood misses 3-pt jump shot from 23 ft,30,29
115,2,6:55.0,Defensive rebound by J. Nurkić,,30,29
116,2,6:47.0,W. Barton misses 3-pt jump shot from 23 ft,,30,29
117,2,6:47.0,,Defensive rebound by T. Booker,30,29
118,2,6:23.0,,R. Hood misses 2-pt jump shot from 14 ft,30,29
119,2,6:22.0,Defensive rebound by W. Barton,,30,29
120,2,6:13.0,J. Lauvergne misses 2-pt jump shot from 14 ft,,30,29
121,2,6:12.0,,Defensive rebound by D. Favors,30,29
122,2,5:59.0,,Turnover by J. Ingles (lost ball; steal by W. Barton),30,29
123,2,5:55.0,W. Barton makes 2-pt dunk at rim,,32,29
124,2,5:55.0,,Utah full timeout,32,29
125,2,5:55.0,,R. Gobert enters the game for T. Booker,32,29
126,2,5:55.0,,G. Hayward enters the game for D. Favors,32,29
127,2,5:55.0,,T. Burke enters the game for J. Ingles,32,29
128,2,5:55.0,,T. Lyles enters the game for R. Hood,32,29
129,2,5:55.0,K. Faried enters the game for J. Nurkić,,32,29
130,2,5:55.0,N. Jokić enters the game for J. Lauvergne,,32,29
131,2,5:39.0,,C. Johnson misses 3-pt jump shot from 22 ft,32,29
132,2,5:38.0,,Offensive rebound by C. Johnson,32,29
133,2,5:32.0,,Turnover by T. Burke (bad pass; steal by R. Foye),32,29
134,2,5:28.0,Shooting foul by C. Johnson (drawn by K. Faried),,32,29
135,2,5:28.0,K. Faried makes free throw 1 of 2,,33,29
136,2,5:28.0,E. Mudiay enters the game for R. Foye,,33,29
137,2,5:28.0,D. Gallinari enters the game for W. Barton,,33,29
138,2,5:28.0,K. Faried makes free throw 2 of 2,,34,29
139,2,5:03.0,,C. Johnson makes 3-pt jump shot from 24 ft (assist by T. Burke),34,32
140,2,4:48.0,Turnover by E. Mudiay (bad pass),,34,32
141,2,4:31.0,,T. Lyles makes 2-pt jump shot from 17 ft,34,34
142,2,4:15.0,D. Gallinari makes 2-pt layup from 1 ft,,36,34
143,2,4:02.0,,T. Lyles makes 2-pt layup from 2 ft (assist by G. Hayward),36,36
144,2,4:02.0,,Shooting foul by N. Jokić (drawn by T. Lyles),36,36
145,2,4:02.0,,T. Lyles makes free throw 1 of 1,36,37
146,2,3:45.0,G. Harris makes 2-pt jump shot from 9 ft,,38,37
147,2,3:21.0,,T. Lyles misses 2-pt jump shot from 10 ft,38,37
148,2,3:21.0,Defensive rebound by K. Faried,,38,37
149,2,3:14.0,Shooting foul by T. Lyles (drawn by D. Gallinari),,38,37
150,2,3:14.0,D. Gallinari makes free throw 1 of 2,,39,37
151,2,3:14.0,,R. Hood enters the game for C. Johnson,39,37
152,2,3:14.0,,D. Favors enters the game for T. Lyles,39,37
153,2,3:14.0,W. Barton enters the game for N. Jokić,,39,37
154,2,3:14.0,,R. Neto enters the game for T. Burke,39,37
155,2,3:14.0,D. Gallinari misses free throw 2 of 2,,39,37
156,2,3:14.0,,Defensive rebound by D. Favors,39,37
157,2,2:59.0,,Turnover by R. Neto (bad pass; steal by D. Gallinari),39,37
158,2,2:58.0,Clear path foul by R. Neto,,39,37
159,2,2:58.0,Denver full timeout,,39,37
160,2,2:58.0,,T. Burke enters the game for R. Neto,39,37
161,2,2:58.0,D. Gallinari makes clear path free throw 1 of 2,,40,37
162,2,2:58.0,D. Gallinari makes clear path free throw 2 of 2,,41,37
163,2,2:51.0,Personal foul by D. Favors (drawn by D. Gallinari),,41,37
164,2,2:51.0,D. Gallinari makes free throw 1 of 2,,42,37
165,2,2:51.0,,T. Booker enters the game for D. Favors,42,37
166,2,2:51.0,D. Gallinari makes free throw 2 of 2,,43,37
167,2,2:26.0,,G. Hayward misses 3-pt jump shot from 24 ft,43,37
168,2,2:25.0,Defensive rebound by W. Barton,,43,37
169,2,2:08.0,E. Mudiay misses 2-pt jump shot from 5 ft (block by R. Gobert),,43,37
170,2,2:06.0,Offensive rebound by K. Faried,,43,37
171,2,2:05.0,K. Faried misses 2-pt layup at rim,,43,37
172,2,2:04.0,,Defensive rebound by R. Gobert,43,37
173,2,1:57.0,,T. Burke misses 3-pt jump shot from 23 ft,43,37
174,2,1:56.0,Defensive rebound by W. Barton,,43,37
175,2,1:36.0,D. Gallinari misses 2-pt jump shot from 19 ft,,43,37
176,2,1:36.0,,Defensive rebound by Team,43,37
177,2,1:15.0,,G. Hayward makes 2-pt jump shot from 9 ft,43,39
178,2,0:59.0,D. Gallinari misses 3-pt jump shot from 24 ft,,43,39
179,2,0:58.0,Offensive rebound by G. Harris,,43,39
180,2,0:49.0,D. Gallinari misses 3-pt jump shot from 24 ft,,43,39
181,2,0:49.0,Offensive rebound by Team,,43,39
182,2,0:48.0,Personal foul by R. Hood (drawn by E. Mudiay),,43,39
183,2,0:48.0,E. Mudiay misses free throw 1 of 2,,43,39
184,2,0:48.0,Offensive rebound by Team,,43,39
185,2,0:48.0,E. Mudiay makes free throw 2 of 2,,44,39
186,2,0:35.0,,R. Hood misses 2-pt jump shot from 21 ft,44,39
187,2,0:34.0,,Offensive rebound by Team,44,39
188,2,0:34.0,,Flagrant foul type 1 by D. Gallinari (drawn by R. Gobert),44,39
189,2,0:34.0,,R. Gobert makes flagrant free throw 1 of 2,44,40
190,2,0:34.0,,R. Gobert misses flagrant free throw 2 of 2,44,40
191,2,0:34.0,,Offensive rebound by Team,44,40
192,2,0:22.0,,R. Gobert misses 2-pt layup from 2 ft,44,40
193,2,0:22.0,Defensive rebound by W. Barton,,44,40
194,2,0:16.0,Denver full timeout,,44,40
195,2,0:16.0,,C. Johnson enters the game for T. Burke,44,40
196,2,0:06.0,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),,46,40
197,2,0:01.0,,C. Johnson misses 3-pt jump shot from 23 ft,46,40
198,2,0:00.0,Defensive rebound by G. Harris,,46,40
199,3,11:50.0,,Turnover by G. Hayward (bad pass),46,40
200,3,11:32.0,D. Gallinari makes 2-pt jump shot from 13 ft,,48,40
201,3,11:08.0,,R. Gobert makes 2-pt jump shot from 8 ft (assist by R. Neto),48,42
202,3,10:51.0,N. Jokić makes 2-pt jump shot from 22 ft (assist by E. Mudiay),,50,42
203,3,10:28.0,,R. Gobert makes 2-pt layup from 2 ft,50,44
204,3,10:08.0,Turnover by D. Gallinari (bad pass),,50,44
205,3,9:44.0,,R. Gobert misses 2-pt layup from 2 ft (block by K. Faried),50,44
206,3,9:43.0,,Offensive rebound by D. Favors,50,44
207,3,9:43.0,,D. Favors makes 2-pt layup from 2 ft,50,46
208,3,9:43.0,Denver full timeout,,50,46
209,3,9:29.0,Shooting foul by R. Gobert (drawn by E. Mudiay),,50,46
210,3,9:29.0,E. Mudiay misses free throw 1 of 2,,50,46
211,3,9:29.0,Offensive rebound by Team,,50,46
212,3,9:29.0,E. Mudiay makes free throw 2 of 2,,51,46
213,3,9:19.0,,D. Favors misses 2-pt jump shot from 11 ft,51,46
214,3,9:18.0,Defensive rebound by E. Mudiay,,51,46
215,3,9:04.0,D. Gallinari misses 3-pt jump shot from 24 ft,,51,46
216,3,9:02.0,Offensive rebound by N. Jokić,,51,46
217,3,8:46.0,Turnover by K. Faried (bad pass; steal by R. Gobert),,51,46
218,3,8:31.0,,D. Favors makes 2-pt dunk at rim,51,48
219,3,8:09.0,D. Gallinari misses 2-pt layup from 1 ft,,51,48
220,3,8:09.0,Offensive rebound by N. Jokić,,51,48
221,3,8:07.0,N. Jokić makes 2-pt layup from 1 ft,,53,48
222,3,7:49.0,,Turnover by R. Neto (bad pass; steal by E. Mudiay),53,48
223,3,7:43.0,E. Mudiay misses 2-pt layup from 1 ft,,53,48
224,3,7:42.0,,Defensive rebound by Team,53,48
225,3,7:39.0,Loose ball foul by K. Faried (drawn by R. Neto),,53,48
226,3,7:32.0,,G. Hayward makes 2-pt jump shot from 14 ft,53,50
227,3,7:13.0,Shooting foul by G. Hayward (drawn by D. Gallinari),,53,50
228,3,7:13.0,D. Gallinari makes free throw 1 of 2,,54,50
229,3,7:13.0,D. Gallinari makes free throw 2 of 2,,55,50
230,3,6:56.0,,Turnover by R. Hood (traveling),55,50
231,3,6:31.0,K. Faried misses 2-pt layup at rim,,55,50
232,3,6:31.0,,Defensive rebound by D. Favors,55,50
233,3,6:28.0,,Turnover by D. Favors (bad pass; steal by G. Harris),55,50
234,3,6:23.0,Turnover by D. Gallinari (3 sec),,55,50
235,3,6:03.0,,G. Hayward makes 2-pt jump shot from 18 ft,55,52
236,3,5:49.0,E. Mudiay misses 2-pt layup from 1 ft (block by D. Favors),,55,52
237,3,5:47.0,,Defensive rebound by R. Neto,55,52
238,3,5:37.0,,Shooting foul by N. Jokić (drawn by G. Hayward),55,52
239,3,5:37.0,,G. Hayward makes free throw 1 of 2,55,53
240,3,5:37.0,,T. Booker enters the game for R. Gobert,55,53
241,3,5:37.0,,G. Hayward makes free throw 2 of 2,55,54
242,3,5:20.0,D. Gallinari makes 2-pt jump shot from 18 ft,,57,54
243,3,4:54.0,,Turnover by Team (shot clock),57,54
244,3,4:35.0,Shooting foul by G. Hayward (drawn by D. Gallinari),,57,54
245,3,4:35.0,D. Gallinari misses free throw 1 of 2,,57,54
246,3,4:35.0,Offensive rebound by Team,,57,54
247,3,4:35.0,D. Gallinari makes free throw 2 of 2,,58,54
248,3,4:19.0,,Turnover by D. Favors (lost ball; steal by N. Jokić),58,54
249,3,4:14.0,G. Harris makes 2-pt dunk at rim (assist by E. Mudiay),,60,54
250,3,3:55.0,,G. Hayward misses 3-pt jump shot from 24 ft,60,54
251,3,3:54.0,,Offensive rebound by T. Booker,60,54
252,3,3:46.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by R. Hood),60,57
253,3,3:30.0,Personal foul by G. Hayward (drawn by D. Gallinari),,60,57
254,3,3:30.0,,Personal foul by D. Gallinari,60,57
255,3,3:30.0,,C. Johnson enters the game for R. Hood,60,57
256,3,3:30.0,J. Lauvergne enters the game for K. Faried,,60,57
257,3,3:23.0,N. Jokić misses 2-pt layup from 2 ft,,60,57
258,3,3:22.0,Offensive rebound by N. Jokić,,60,57
259,3,3:18.0,N. Jokić misses 2-pt layup from 2 ft (block by D. Favors),,60,57
260,3,3:18.0,Offensive rebound by Team,,60,57
261,3,3:11.0,E. Mudiay misses 2-pt jump shot from 3 ft (block by D. Favors),,60,57
262,3,3:10.0,Offensive rebound by J. Lauvergne,,60,57
263,3,3:06.0,N. Jokić misses 2-pt jump shot from 4 ft (block by T. Booker),,60,57
264,3,3:04.0,,Defensive rebound by G. Hayward,60,57
265,3,3:00.0,,R. Neto makes 2-pt layup from 1 ft (assist by G. Hayward),60,59
266,3,2:37.0,E. Mudiay misses 2-pt jump shot from 6 ft,,60,59
267,3,2:36.0,,Defensive rebound by C. Johnson,60,59
268,3,2:25.0,,T. Booker misses 2-pt hook shot from 1 ft,60,59
269,3,2:22.0,Defensive rebound by G. Harris,,60,59
270,3,2:12.0,N. Jokić makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,63,59
271,3,1:47.0,,R. Neto misses 2-pt jump shot from 9 ft,63,59
272,3,1:47.0,,Offensive rebound by Team,63,59
273,3,1:47.0,,Personal foul by N. Jokić (drawn by D. Favors),63,59
274,3,1:47.0,,Utah full timeout,63,59
275,3,1:47.0,J. Nurkić enters the game for N. Jokić,,63,59
276,3,1:47.0,R. Foye enters the game for G. Harris,,63,59
277,3,1:47.0,W. Barton enters the game for E. Mudiay,,63,59
278,3,1:40.0,,G. Hayward misses 2-pt jump shot from 17 ft,63,59
279,3,1:38.0,Defensive rebound by R. Foye,,63,59
280,3,1:19.0,D. Gallinari misses 2-pt jump shot from 10 ft,,63,59
281,3,1:18.0,,Defensive rebound by D. Favors,63,59
282,3,1:00.0,,G. Hayward makes 2-pt jump shot from 8 ft,63,61
283,3,0:46.0,Turnover by J. Nurkić (lost ball; steal by T. Booker),,63,61
284,3,0:31.0,,D. Favors misses 2-pt jump shot from 16 ft,63,61
285,3,0:30.0,Defensive rebound by W. Barton,,63,61
286,3,0:06.0,J. Lauvergne misses 2-pt jump shot from 14 ft,,63,61
287,3,0:04.0,,Defensive rebound by R. Neto,63,61
288,3,0:01.0,,R. Neto misses 2-pt jump shot from 15 ft,63,61
289,3,0:00.0,,Offensive rebound by Team,63,61
290,4,11:42.0,G. Harris misses 3-pt jump shot from 23 ft,,63,61
291,4,11:42.0,,Defensive rebound by T. Burke,63,61
292,4,11:22.0,,R. Hood misses 3-pt jump shot from 24 ft,63,61
293,4,11:21.0,Defensive rebound by R. Foye,,63,61
294,4,11:20.0,Personal foul by T. Lyles (drawn by R. Foye),,63,61
295,4,11:02.0,J. Nurkić misses 2-pt hook shot from 4 ft,,63,61
296,4,11:02.0,,Defensive rebound by Team,63,61
297,4,10:39.0,Violation by J. Nurkić (def goaltending),,63,61
298,4,10:39.0,,R. Hood makes 2-pt layup from 2 ft,63,63
299,4,10:29.0,Shooting foul by R. Hood (drawn by J. Nurkić),,63,63
300,4,10:29.0,J. Nurkić makes free throw 1 of 2,,64,63
301,4,10:29.0,J. Nurkić makes free throw 2 of 2,,65,63
302,4,10:08.0,,R. Hood misses 2-pt jump shot from 7 ft,65,63
303,4,10:08.0,Defensive rebound by J. Nurkić,,65,63
304,4,10:02.0,Turnover by W. Barton (lost ball; steal by C. Johnson),,65,63
305,4,9:51.0,,T. Burke makes 2-pt layup from 2 ft,65,65
306,4,9:39.0,J. Nurkić misses 2-pt layup from 1 ft,,65,65
307,4,9:37.0,,Defensive rebound by T. Lyles,65,65
308,4,9:32.0,,Shooting block foul by J. Lauvergne (drawn by R. Hood),65,65
309,4,9:32.0,,R. Hood makes free throw 1 of 2,65,66
310,4,9:32.0,,R. Hood misses free throw 2 of 2,65,66
311,4,9:31.0,Defensive rebound by J. Nurkić,,65,66
312,4,9:18.0,R. Foye misses 2-pt jump shot from 16 ft,,65,66
313,4,9:18.0,Offensive rebound by J. Nurkić,,65,66
314,4,9:06.0,W. Barton makes 2-pt layup from 2 ft,,67,66
315,4,8:55.0,,Turnover by C. Johnson (bad pass; steal by G. Harris),67,66
316,4,8:54.0,Clear path foul by R. Hood,,67,66
317,4,8:54.0,Denver full timeout,,67,66
318,4,8:54.0,,D. Favors enters the game for R. Gobert,67,66
319,4,8:54.0,G. Harris makes clear path free throw 1 of 2,,68,66
320,4,8:54.0,G. Harris makes clear path free throw 2 of 2,,69,66
321,4,8:40.0,W. Barton misses 2-pt jump shot from 22 ft,,69,66
322,4,8:40.0,,Defensive rebound by T. Burke,69,66
323,4,8:21.0,,C. Johnson misses 3-pt jump shot from 22 ft (block by W. Barton),69,66
324,4,8:20.0,,Offensive rebound by C. Johnson,69,66
325,4,8:19.0,,Personal foul by R. Foye (drawn by D. Favors),69,66
326,4,8:19.0,,J. Ingles enters the game for C. Johnson,69,66
327,4,8:19.0,,G. Hayward enters the game for R. Hood,69,66
328,4,8:06.0,,G. Hayward misses 3-pt jump shot from 23 ft,69,66
329,4,8:05.0,Defensive rebound by J. Lauvergne,,69,66
330,4,7:54.0,G. Harris misses 2-pt layup from 1 ft (block by D. Favors),,69,66
331,4,7:53.0,,Defensive rebound by T. Burke,69,66
332,4,7:48.0,,T. Lyles makes 2-pt dunk at rim (assist by G. Hayward),69,68
333,4,7:45.0,Denver full timeout,,69,68
334,4,7:45.0,N. Jokić enters the game for J. Nurkić,,69,68
335,4,7:45.0,D. Gallinari enters the game for G. Harris,,69,68
336,4,7:31.0,W. Barton makes 2-pt dunk at rim (assist by N. Jokić),,71,68
337,4,7:08.0,,G. Hayward makes 2-pt jump shot from 16 ft,71,70
338,4,6:53.0,J. Lauvergne misses 3-pt jump shot from 24 ft,,71,70
339,4,6:53.0,,Defensive rebound by T. Burke,71,70
340,4,6:34.0,,D. Favors makes 2-pt hook shot from 7 ft,71,72
341,4,6:20.0,J. Lauvergne misses 3-pt jump shot from 23 ft,,71,72
342,4,6:19.0,,Defensive rebound by T. Lyles,71,72
343,4,6:10.0,,T. Burke misses 2-pt jump shot from 11 ft,71,72
344,4,6:10.0,Defensive rebound by N. Jokić,,71,72
345,4,5:51.0,Turnover by W. Barton (step out of bounds),,71,72
346,4,5:51.0,,R. Neto enters the game for T. Burke,71,72
347,4,5:51.0,E. Mudiay enters the game for J. Lauvergne,,71,72
348,4,5:51.0,G. Harris enters the game for R. Foye,,71,72
349,4,5:34.0,,R. Neto misses 3-pt jump shot from 22 ft,71,72
350,4,5:34.0,Defensive rebound by G. Harris,,71,72
351,4,5:09.0,N. Jokić misses 3-pt jump shot from 23 ft,,71,72
352,4,5:08.0,,Defensive rebound by T. Lyles,71,72
353,4,4:55.0,,Shooting foul by D. Gallinari (drawn by D. Favors),71,72
354,4,4:55.0,,D. Favors makes free throw 1 of 2,71,73
355,4,4:55.0,,T. Booker enters the game for T. Lyles,71,73
356,4,4:55.0,,D. Favors misses free throw 2 of 2,71,73
357,4,4:55.0,Defensive rebound by W. Barton,,71,73
358,4,4:30.0,E. Mudiay misses 2-pt jump shot from 8 ft (block by T. Booker),,71,73
359,4,4:29.0,Offensive rebound by W. Barton,,71,73
360,4,4:27.0,W. Barton makes 2-pt layup at rim,,73,73
361,4,4:14.0,,D. Favors misses 2-pt jump shot from 14 ft,73,73
362,4,4:13.0,Defensive rebound by N. Jokić,,73,73
363,4,4:03.0,E. Mudiay misses 2-pt layup from 2 ft (block by D. Favors),,73,73
364,4,4:00.0,,Defensive rebound by R. Neto,73,73
365,4,3:44.0,,T. Booker makes 2-pt jump shot from 5 ft,73,75
366,4,3:27.0,Turnover by G. Harris (step out of bounds),,73,75
367,4,3:27.0,K. Faried enters the game for W. Barton,,73,75
368,4,3:27.0,,R. Hood enters the game for J. Ingles,73,75
369,4,3:27.0,,R. Gobert enters the game for D. Favors,73,75
370,4,3:05.0,,R. Neto misses 2-pt layup from 1 ft,73,75
371,4,3:05.0,,Offensive rebound by R. Gobert,73,75
372,4,3:03.0,,R. Gobert misses 2-pt layup from 1 ft,73,75
373,4,3:01.0,Defensive rebound by K. Faried,,73,75
374,4,2:47.0,Shooting block foul by G. Hayward (drawn by N. Jokić),,73,75
375,4,2:47.0,,Utah full timeout,73,75
376,4,2:47.0,N. Jokić misses free throw 1 of 2,,73,75
377,4,2:47.0,Offensive rebound by Team,,73,75
378,4,2:47.0,N. Jokić makes free throw 2 of 2,,74,75
379,4,2:37.0,,Shooting foul by N. Jokić (drawn by G. Hayward),74,75
380,4,2:37.0,,G. Hayward makes free throw 1 of 2,74,76
381,4,2:37.0,,G. Hayward makes free throw 2 of 2,74,77
382,4,2:26.0,Turnover by E. Mudiay (lost ball),,74,77
383,4,2:26.0,,D. Favors enters the game for R. Gobert,74,77
384,4,2:09.0,,Personal foul by E. Mudiay (drawn by R. Neto),74,77
385,4,2:09.0,,R. Neto makes free throw 1 of 2,74,78
386,4,2:09.0,,R. Gobert enters the game for T. Booker,74,78
387,4,2:09.0,,R. Neto makes free throw 2 of 2,74,79
388,4,1:58.0,Shooting foul by R. Gobert (drawn by D. Gallinari),,74,79
389,4,1:58.0,D. Gallinari makes free throw 1 of 2,,75,79
390,4,1:58.0,,T. Booker enters the game for R. Gobert,75,79
391,4,1:58.0,D. Gallinari makes free throw 2 of 2,,76,79
392,4,1:42.0,,R. Neto misses 3-pt jump shot from 24 ft,76,79
393,4,1:41.0,Defensive rebound by Team,,76,79
394,4,1:41.0,,Loose ball foul by T. Booker (drawn by K. Faried),76,79
