,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BOSTON_ACTION,CHICAGO_SCORE,BOSTON_SCORE
168,2,6:01.0,T. Gibson makes 2-pt layup at rim,,40,45
169,2,5:53.0,,M. Smart misses 3-pt jump shot from 23 ft,40,45
170,2,5:52.0,Defensive rebound by B. Portis,,40,45
171,2,5:47.0,Turnover by D. McDermott (lost ball; steal by E. Turner),,40,45
172,2,5:39.0,,I. Thomas misses 3-pt jump shot from 25 ft,40,45
173,2,5:38.0,,Offensive rebound by I. Thomas,40,45
174,2,5:35.0,,I. Thomas misses 2-pt jump shot from 9 ft (block by T. Gibson),40,45
175,2,5:34.0,Defensive rebound by T. Gibson,,40,45
176,2,5:25.0,D. Rose misses 2-pt jump shot from 9 ft,,40,45
177,2,5:24.0,Offensive rebound by B. Portis,,40,45
178,2,5:24.0,B. Portis makes 2-pt layup at rim,,42,45
179,2,5:24.0,,Boston full timeout,42,45
180,2,5:24.0,,J. Sullinger enters the game for J. Crowder,42,45
181,2,5:24.0,,A. Bradley enters the game for E. Turner,42,45
182,2,5:24.0,J. Butler enters the game for D. McDermott,,42,45
183,2,5:24.0,A. Brooks enters the game for E. Moore,,42,45
184,2,5:24.0,P. Gasol enters the game for B. Portis,,42,45
185,2,5:11.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Sullinger),42,48
186,2,4:57.0,Turnover by D. Rose (bad pass),,42,48
187,2,4:33.0,,J. Sullinger makes 2-pt jump shot from 16 ft (assist by A. Bradley),42,50
188,2,4:18.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),,44,50
189,2,4:07.0,,J. Sullinger makes 2-pt jump shot from 19 ft (assist by I. Thomas),44,52
190,2,3:43.0,J. Butler misses 3-pt jump shot from 24 ft,,44,52
191,2,3:40.0,,Defensive rebound by M. Smart,44,52
192,2,3:37.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by M. Smart),44,55
193,2,3:37.0,Chicago full timeout,,44,55
194,2,3:27.0,Turnover by D. Rose (lost ball),,44,55
195,2,3:20.0,,M. Smart makes 2-pt jump shot from 4 ft (assist by A. Bradley),44,57
196,2,3:07.0,Turnover by J. Butler (lost ball; steal by I. Thomas),,44,57
197,2,3:01.0,,I. Thomas makes 2-pt layup at rim,44,59
198,2,2:59.0,Chicago full timeout,,44,59
199,2,2:59.0,N. Mirotić enters the game for A. Brooks,,44,59
200,2,2:40.0,Turnover by P. Gasol (lost ball; steal by A. Bradley),,44,59
201,2,2:32.0,,Shooting foul by T. Gibson (drawn by I. Thomas),44,59
202,2,2:32.0,,I. Thomas misses free throw 1 of 2,44,59
203,2,2:32.0,,Offensive rebound by Team,44,59
204,2,2:32.0,B. Portis enters the game for T. Gibson,,44,59
205,2,2:32.0,,I. Thomas makes free throw 2 of 2,44,60
206,2,2:10.0,D. Rose misses 2-pt jump shot from 7 ft,,44,60
207,2,2:09.0,Offensive rebound by D. Rose,,44,60
208,2,2:07.0,D. Rose misses 2-pt layup at rim,,44,60
209,2,2:05.0,Offensive rebound by P. Gasol,,44,60
210,2,2:05.0,P. Gasol makes 2-pt layup at rim,,46,60
211,2,1:49.0,,J. Sullinger misses 2-pt jump shot from 12 ft,46,60
212,2,1:48.0,Defensive rebound by P. Gasol,,46,60
213,2,1:37.0,B. Portis misses 2-pt jump shot from 15 ft,,46,60
214,2,1:36.0,,Defensive rebound by K. Olynyk,46,60
215,2,1:29.0,,A. Bradley misses 3-pt jump shot from 25 ft,46,60
216,2,1:26.0,,Offensive rebound by M. Smart,46,60
217,2,1:17.0,,I. Thomas makes 2-pt jump shot from 19 ft,46,62
218,2,1:01.0,Shooting block foul by K. Olynyk (drawn by P. Gasol),,46,62
219,2,1:01.0,P. Gasol makes free throw 1 of 2,,47,62
220,2,1:01.0,P. Gasol makes free throw 2 of 2,,48,62
221,2,0:51.0,,K. Olynyk makes 2-pt layup from 2 ft,48,64
222,2,0:39.0,Personal foul by I. Thomas (drawn by N. Mirotić),,48,64
223,2,0:39.0,N. Mirotić misses free throw 1 of 2,,48,64
224,2,0:39.0,Offensive rebound by Team,,48,64
225,2,0:39.0,N. Mirotić makes free throw 2 of 2,,49,64
226,2,0:39.0,,Boston full timeout,49,64
227,2,0:39.0,T. Snell enters the game for P. Gasol,,49,64
228,2,0:24.0,,J. Sullinger misses 2-pt jump shot from 8 ft,49,64
229,2,0:23.0,,Offensive rebound by M. Smart,49,64
230,2,0:23.0,,M. Smart misses 2-pt layup from 1 ft,49,64
231,2,0:22.0,Defensive rebound by J. Butler,,49,64
232,2,0:01.0,N. Mirotić misses 2-pt jump shot from 19 ft,,49,64
233,2,0:01.0,,Defensive rebound by K. Olynyk,49,64
234,3,11:49.0,,Turnover by I. Thomas (bad pass),49,64
235,3,11:30.0,J. Butler makes 2-pt jump shot from 14 ft (assist by T. Snell),,51,64
236,3,11:14.0,,J. Sullinger misses 2-pt hook shot from 5 ft,51,64
237,3,11:13.0,,Offensive rebound by K. Olynyk,51,64
238,3,11:13.0,,K. Olynyk misses 2-pt layup at rim,51,64
239,3,11:12.0,,Offensive rebound by K. Olynyk,51,64
240,3,11:12.0,,K. Olynyk misses 2-pt layup at rim,51,64
241,3,11:09.0,Defensive rebound by J. Butler,,51,64
242,3,10:58.0,T. Snell makes 2-pt layup at rim (assist by P. Gasol),,53,64
243,3,10:45.0,,A. Bradley makes 2-pt jump shot from 9 ft,53,66
244,3,10:21.0,Personal foul by J. Crowder (drawn by D. Rose),,53,66
245,3,10:12.0,D. Rose misses 2-pt jump shot from 17 ft,,53,66
246,3,10:10.0,,Defensive rebound by K. Olynyk,53,66
247,3,9:53.0,,Shooting foul by D. Rose (drawn by I. Thomas),53,66
248,3,9:53.0,,I. Thomas makes free throw 1 of 2,53,67
249,3,9:53.0,,I. Thomas misses free throw 2 of 2,53,67
250,3,9:53.0,Defensive rebound by P. Gasol,,53,67
251,3,9:35.0,J. Butler misses 2-pt jump shot from 17 ft,,53,67
252,3,9:33.0,Offensive rebound by T. Gibson,,53,67
253,3,9:26.0,J. Butler makes 2-pt layup from 1 ft,,55,67
254,3,9:26.0,Shooting foul by J. Crowder (drawn by J. Butler),,55,67
255,3,9:26.0,J. Butler makes free throw 1 of 1,,56,67
256,3,9:16.0,,J. Crowder misses 2-pt jump shot from 8 ft,56,67
257,3,9:13.0,,Offensive rebound by J. Crowder,56,67
258,3,9:08.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Crowder),56,69
259,3,9:00.0,D. Rose makes 2-pt layup at rim,,58,69
260,3,9:00.0,Shooting foul by K. Olynyk (drawn by D. Rose),,58,69
261,3,9:00.0,D. Rose makes free throw 1 of 1,,59,69
262,3,8:47.0,,J. Sullinger misses 2-pt layup at rim,59,69
263,3,8:46.0,Defensive rebound by P. Gasol,,59,69
264,3,8:43.0,D. Rose misses 2-pt jump shot from 3 ft (block by J. Crowder),,59,69
265,3,8:42.0,Offensive rebound by Team,,59,69
266,3,8:38.0,J. Butler misses 2-pt jump shot from 13 ft,,59,69
267,3,8:36.0,,Defensive rebound by J. Sullinger,59,69
268,3,8:29.0,,Personal foul by P. Gasol (drawn by I. Thomas),59,69
269,3,8:18.0,,J. Crowder misses 2-pt layup from 1 ft,59,69
270,3,8:17.0,Defensive rebound by P. Gasol,,59,69
271,3,8:10.0,Turnover by P. Gasol (lost ball; steal by J. Crowder),,59,69
272,3,8:05.0,,A. Bradley makes 2-pt layup from 1 ft (assist by I. Thomas),59,71
273,3,7:53.0,D. Rose makes 2-pt layup at rim,,61,71
274,3,7:43.0,,Personal foul by T. Gibson (drawn by K. Olynyk),61,71
275,3,7:43.0,,J. Jerebko enters the game for K. Olynyk,61,71
276,3,7:37.0,,J. Sullinger misses 2-pt jump shot from 20 ft,61,71
277,3,7:36.0,Defensive rebound by J. Butler,,61,71
278,3,7:21.0,Turnover by J. Butler (bad pass; steal by J. Sullinger),,61,71
279,3,7:14.0,,I. Thomas makes 3-pt jump shot from 25 ft,61,74
280,3,6:57.0,P. Gasol misses 2-pt jump shot from 14 ft,,61,74
281,3,6:56.0,,Defensive rebound by J. Sullinger,61,74
282,3,6:50.0,,I. Thomas misses 3-pt jump shot from 25 ft,61,74
283,3,6:50.0,Defensive rebound by Team,,61,74
284,3,6:50.0,,Loose ball foul by J. Jerebko (drawn by P. Gasol),61,74
285,3,6:38.0,D. Rose misses 3-pt jump shot from 26 ft,,61,74
286,3,6:37.0,,Defensive rebound by Team,61,74
287,3,6:25.0,,A. Bradley misses 3-pt jump shot from 25 ft,61,74
288,3,6:24.0,,Offensive rebound by J. Jerebko,61,74
289,3,6:21.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Jerebko),61,77
290,3,6:21.0,Chicago full timeout,,61,77
291,3,6:21.0,D. McDermott enters the game for T. Snell,,61,77
292,3,6:21.0,N. Mirotić enters the game for P. Gasol,,61,77
293,3,6:06.0,J. Butler misses 2-pt jump shot from 10 ft,,61,77
294,3,6:05.0,Offensive rebound by T. Gibson,,61,77
295,3,6:05.0,T. Gibson makes 2-pt layup at rim,,63,77
296,3,5:42.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by A. Bradley),63,79
297,3,5:26.0,J. Butler makes 2-pt layup from 2 ft,,65,79
298,3,5:23.0,,Shooting foul by D. McDermott (drawn by I. Thomas),65,79
299,3,5:23.0,,I. Thomas misses free throw 1 of 2,65,79
300,3,5:23.0,,Offensive rebound by Team,65,79
301,3,5:23.0,A. Brooks enters the game for J. Butler,,65,79
302,3,5:23.0,,I. Thomas makes free throw 2 of 2,65,80
303,3,5:07.0,D. Rose makes 2-pt jump shot from 9 ft,,67,80
304,3,4:50.0,,M. Smart enters the game for J. Crowder,67,80
305,3,4:42.0,,J. Sullinger makes 2-pt hook shot from 8 ft,67,82
306,3,4:32.0,A. Brooks makes 2-pt layup from 2 ft,,69,82
307,3,4:19.0,,Shooting foul by T. Gibson (drawn by J. Sullinger),69,82
308,3,4:19.0,,J. Sullinger makes free throw 1 of 2,69,83
309,3,4:19.0,B. Portis enters the game for T. Gibson,,69,83
310,3,4:19.0,,J. Sullinger makes free throw 2 of 2,69,84
311,3,4:03.0,B. Portis makes 2-pt layup at rim (assist by D. Rose),,71,84
312,3,3:49.0,,J. Sullinger misses 2-pt jump shot from 20 ft,71,84
313,3,3:48.0,Defensive rebound by D. Rose,,71,84
314,3,3:32.0,A. Brooks makes 2-pt layup at rim,,73,84
315,3,3:32.0,,Boston full timeout,73,84
316,3,3:32.0,,E. Turner enters the game for J. Sullinger,73,84
317,3,3:32.0,,T. Zeller enters the game for I. Thomas,73,84
318,3,3:19.0,,M. Smart misses 3-pt jump shot from 25 ft,73,84
319,3,3:18.0,Defensive rebound by N. Mirotić,,73,84
320,3,3:02.0,Shooting foul by T. Zeller (drawn by D. Rose),,73,84
321,3,3:02.0,D. Rose makes free throw 1 of 2,,74,84
322,3,3:02.0,D. Rose makes free throw 2 of 2,,75,84
323,3,2:52.0,,A. Bradley misses 2-pt jump shot from 19 ft,75,84
324,3,2:50.0,Defensive rebound by D. Rose,,75,84
325,3,2:44.0,A. Brooks misses 3-pt jump shot from 26 ft,,75,84
326,3,2:43.0,,Defensive rebound by J. Jerebko,75,84
327,3,2:33.0,,Turnover by E. Turner (lost ball; steal by N. Mirotić),75,84
328,3,2:16.0,B. Portis misses 2-pt jump shot from 3 ft,,75,84
329,3,2:15.0,Offensive rebound by N. Mirotić,,75,84
330,3,2:14.0,N. Mirotić misses 2-pt layup at rim,,75,84
331,3,2:13.0,,Defensive rebound by E. Turner,75,84
332,3,2:12.0,,Shooting block foul by A. Brooks (drawn by M. Smart),75,84
333,3,2:12.0,,M. Smart makes free throw 1 of 2,75,85
334,3,2:12.0,,M. Smart makes free throw 2 of 2,75,86
335,3,1:57.0,D. Rose makes 2-pt layup at rim,,77,86
336,3,1:44.0,,T. Zeller misses 2-pt jump shot from 17 ft,77,86
337,3,1:44.0,Defensive rebound by D. Rose,,77,86
338,3,1:39.0,B. Portis misses 2-pt dunk at rim,,77,86
339,3,1:38.0,,Defensive rebound by T. Zeller,77,86
340,3,1:28.0,,E. Turner misses 3-pt jump shot from 25 ft,77,86
341,3,1:24.0,,Offensive rebound by M. Smart,77,86
342,3,1:21.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),77,88
343,3,1:07.0,D. Rose makes 2-pt jump shot from 20 ft,,79,88
344,3,0:48.0,,Turnover by E. Turner (bad pass; steal by D. McDermott),79,88
345,3,0:32.0,B. Portis misses 2-pt jump shot from 14 ft,,79,88
346,3,0:31.0,,Defensive rebound by J. Jerebko,79,88
347,3,0:13.0,,E. Turner makes 2-pt jump shot from 15 ft,79,90
348,3,0:05.0,D. Rose makes 3-pt jump shot from 25 ft,,82,90
349,3,0:00.0,,M. Smart misses 3-pt jump shot from 25 ft,82,90
350,3,0:00.0,,Offensive rebound by Team,82,90
351,4,11:46.0,N. Mirotić misses 2-pt jump shot from 20 ft,,82,90
352,4,11:45.0,,Defensive rebound by Team,82,90
353,4,11:36.0,,Turnover by E. Turner (bad pass; steal by J. Butler),82,90
354,4,11:32.0,J. Butler makes 2-pt dunk at rim,,84,90
355,4,11:15.0,,E. Turner makes 2-pt jump shot from 15 ft,84,92
356,4,10:59.0,Shooting foul by J. Crowder (drawn by J. Butler),,84,92
357,4,10:59.0,J. Butler makes free throw 1 of 2,,85,92
358,4,10:59.0,J. Butler makes free throw 2 of 2,,86,92
359,4,10:49.0,,M. Smart misses 2-pt layup from 1 ft,86,92
360,4,10:48.0,,Offensive rebound by T. Zeller,86,92
361,4,10:47.0,,T. Zeller makes 2-pt layup at rim,86,94
362,4,10:33.0,B. Portis misses 2-pt jump shot from 17 ft,,86,94
363,4,10:32.0,,Defensive rebound by J. Crowder,86,94
364,4,10:26.0,,Shooting foul by A. Brooks (drawn by T. Zeller),86,94
365,4,10:26.0,,T. Zeller misses free throw 1 of 2,86,94
366,4,10:26.0,,Offensive rebound by Team,86,94
367,4,10:26.0,,T. Zeller makes free throw 2 of 2,86,95
368,4,10:11.0,Turnover by A. Brooks (lost ball; steal by M. Smart),,86,95
369,4,10:05.0,,J. Crowder misses 3-pt jump shot from 24 ft,86,95
370,4,10:04.0,,Offensive rebound by E. Turner,86,95
371,4,9:56.0,,J. Crowder misses 2-pt jump shot from 8 ft,86,95
372,4,9:55.0,,Offensive rebound by K. Olynyk,86,95
373,4,9:48.0,,Personal foul by A. Brooks (drawn by E. Turner),86,95
374,4,9:45.0,Violation by J. Butler (kicked ball),,86,95
375,4,9:45.0,P. Gasol enters the game for B. Portis,,86,95
376,4,9:42.0,,Offensive foul by K. Olynyk (drawn by A. Brooks),86,95
377,4,9:42.0,,Turnover by K. Olynyk (offensive foul),86,95
378,4,9:42.0,,J. Jerebko enters the game for K. Olynyk,86,95
379,4,9:30.0,A. Brooks misses 2-pt layup from 2 ft,,86,95
380,4,9:29.0,Offensive rebound by P. Gasol,,86,95
381,4,9:29.0,P. Gasol makes 2-pt layup from 1 ft,,88,95
382,4,9:14.0,,T. Zeller makes 2-pt jump shot from 18 ft (assist by E. Turner),88,97
383,4,9:01.0,A. Brooks misses 3-pt jump shot from 27 ft,,88,97
384,4,9:01.0,,Defensive rebound by E. Turner,88,97
385,4,8:49.0,,M. Smart misses 3-pt jump shot from 23 ft,88,97
386,4,8:47.0,,Offensive rebound by T. Zeller,88,97
387,4,8:32.0,,Turnover by E. Turner (lost ball; steal by J. Butler),88,97
