,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
155,2,5:51.0,,T. Parker misses 2-pt jump shot from 5 ft,28,35
156,2,5:50.0,,Offensive rebound by T. Duncan,28,35
157,2,5:50.0,,T. Duncan makes 2-pt layup at rim,28,37
158,2,5:32.0,J. Green makes 3-pt jump shot from 23 ft (assist by C. Paul),,31,37
159,2,5:32.0,,San Antonio full timeout,31,37
160,2,5:09.0,,K. Leonard misses 2-pt jump shot from 15 ft,31,37
161,2,5:08.0,Defensive rebound by D. Jordan,,31,37
162,2,4:58.0,Turnover by D. Jordan (bad pass; steal by L. Aldridge),,31,37
163,2,4:51.0,,K. Leonard makes 2-pt jump shot from 13 ft,31,39
164,2,4:51.0,,Shooting foul by L. Mbah a Moute (drawn by K. Leonard),31,39
165,2,4:51.0,,K. Leonard makes free throw 1 of 1,31,40
166,2,4:35.0,J. Green misses 3-pt jump shot from 24 ft,,31,40
167,2,4:34.0,,Defensive rebound by T. Duncan,31,40
168,2,4:20.0,,T. Parker misses 3-pt jump shot from 22 ft,31,40
169,2,4:19.0,,Offensive rebound by L. Aldridge,31,40
170,2,4:11.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by T. Duncan),31,42
171,2,3:51.0,J. Redick makes 2-pt jump shot from 6 ft (assist by C. Paul),,33,42
172,2,3:37.0,,Def 3 sec tech foul by L. Mbah a Moute,33,42
173,2,3:37.0,,K. Leonard makes technical free throw,33,43
174,2,3:28.0,,Personal foul by L. Mbah a Moute,33,43
175,2,3:19.0,,L. Aldridge makes 2-pt jump shot from 9 ft (assist by K. Leonard),33,45
176,2,3:08.0,D. Jordan makes 2-pt hook shot from 5 ft (assist by C. Paul),,35,45
177,2,2:49.0,,Shooting foul by L. Mbah a Moute (drawn by L. Aldridge),35,45
178,2,2:49.0,Official timeout,,35,45
179,2,2:49.0,,P. Mills enters the game for D. Green,35,45
180,2,2:49.0,C. Aldrich enters the game for L. Mbah a Moute,,35,45
181,2,2:49.0,,L. Aldridge misses free throw 1 of 2,35,45
182,2,2:49.0,,Offensive rebound by Team,35,45
183,2,2:49.0,,L. Aldridge makes free throw 2 of 2,35,46
184,2,2:34.0,Shooting foul by T. Duncan (drawn by D. Jordan),,35,46
185,2,2:34.0,D. Jordan misses free throw 1 of 2,,35,46
186,2,2:34.0,Offensive rebound by Team,,35,46
187,2,2:34.0,D. Jordan misses free throw 2 of 2,,35,46
188,2,2:33.0,,Defensive rebound by L. Aldridge,35,46
189,2,2:14.0,,L. Aldridge misses 2-pt jump shot from 15 ft,35,46
190,2,2:13.0,Defensive rebound by D. Jordan,,35,46
191,2,2:02.0,C. Paul makes 2-pt jump shot from 13 ft,,37,46
192,2,1:37.0,,P. Mills misses 3-pt jump shot from 24 ft,37,46
193,2,1:36.0,Defensive rebound by C. Aldrich,,37,46
194,2,1:29.0,Personal foul by T. Parker,,37,46
195,2,1:29.0,,D. West enters the game for T. Duncan,37,46
196,2,1:17.0,C. Paul makes 2-pt jump shot from 16 ft,,39,46
197,2,0:59.0,,L. Aldridge misses 2-pt jump shot from 14 ft,39,46
198,2,0:58.0,Defensive rebound by C. Aldrich,,39,46
199,2,0:45.0,D. Jordan makes 2-pt layup from 2 ft (assist by C. Paul),,41,46
200,2,0:25.0,,K. Leonard makes 2-pt layup from 2 ft (assist by P. Mills),41,48
201,2,0:19.0,LA Clippers full timeout,,41,48
202,2,0:19.0,A. Rivers enters the game for D. Jordan,,41,48
203,2,0:19.0,J. Crawford enters the game for C. Aldrich,,41,48
204,2,0:19.0,,M. Ginóbili enters the game for D. West,41,48
205,2,0:01.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by C. Paul),,44,48
206,3,11:45.0,,K. Leonard misses 2-pt jump shot from 20 ft,44,48
207,3,11:45.0,Defensive rebound by Team,,44,48
208,3,11:31.0,J. Redick misses 2-pt jump shot from 8 ft,,44,48
209,3,11:30.0,,Defensive rebound by T. Parker,44,48
210,3,11:19.0,,L. Aldridge makes 2-pt jump shot from 8 ft (assist by T. Parker),44,50
211,3,11:00.0,J. Green misses 3-pt jump shot from 25 ft,,44,50
212,3,10:59.0,,Defensive rebound by L. Aldridge,44,50
213,3,10:49.0,,K. Leonard misses 2-pt jump shot from 8 ft,44,50
214,3,10:48.0,Defensive rebound by C. Paul,,44,50
215,3,10:42.0,Shooting foul by K. Leonard (drawn by L. Mbah a Moute),,44,50
216,3,10:42.0,L. Mbah a Moute misses free throw 1 of 2,,44,50
217,3,10:42.0,Offensive rebound by Team,,44,50
218,3,10:42.0,L. Mbah a Moute misses free throw 2 of 2,,44,50
219,3,10:41.0,,Defensive rebound by T. Duncan,44,50
220,3,10:33.0,,Personal foul by J. Redick,44,50
221,3,10:21.0,,L. Aldridge misses 2-pt jump shot from 18 ft,44,50
222,3,10:21.0,Defensive rebound by D. Jordan,,44,50
223,3,10:09.0,Turnover by C. Paul (bad pass; steal by K. Leonard),,44,50
224,3,9:59.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),44,53
225,3,9:46.0,Shooting foul by L. Aldridge (drawn by L. Mbah a Moute),,44,53
226,3,9:46.0,L. Mbah a Moute misses free throw 1 of 2,,44,53
227,3,9:46.0,Offensive rebound by Team,,44,53
228,3,9:46.0,L. Mbah a Moute misses free throw 2 of 2,,44,53
229,3,9:44.0,,Defensive rebound by K. Leonard,44,53
230,3,9:20.0,,D. Green misses 3-pt jump shot from 26 ft,44,53
231,3,9:19.0,Defensive rebound by D. Jordan,,44,53
232,3,9:14.0,Shooting foul by T. Parker (drawn by J. Redick),,44,53
233,3,9:14.0,J. Redick makes free throw 1 of 2,,45,53
234,3,9:14.0,J. Redick makes free throw 2 of 2,,46,53
235,3,8:56.0,,K. Leonard misses 3-pt jump shot from 24 ft (block by J. Green),46,53
236,3,8:56.0,,Offensive rebound by Team,46,53
237,3,8:56.0,,Turnover by T. Parker (bad pass),46,53
238,3,8:39.0,C. Paul makes 2-pt jump shot from 14 ft,,48,53
239,3,8:39.0,,San Antonio full timeout,48,53
240,3,8:17.0,Offensive charge foul by K. Leonard (drawn by C. Paul),,48,53
241,3,8:17.0,,Turnover by K. Leonard (offensive foul),48,53
242,3,7:53.0,C. Paul misses 2-pt jump shot from 20 ft,,48,53
243,3,7:53.0,Offensive rebound by Team,,48,53
244,3,7:53.0,Turnover by Team (shot clock),,48,53
245,3,7:39.0,,T. Parker misses 2-pt jump shot from 18 ft,48,53
246,3,7:38.0,Defensive rebound by D. Jordan,,48,53
247,3,7:27.0,J. Redick makes 2-pt layup at rim,,50,53
248,3,7:12.0,,Personal foul by J. Green,50,53
249,3,7:00.0,,T. Duncan misses 2-pt jump shot from 3 ft (block by L. Mbah a Moute),50,53
250,3,7:00.0,Defensive rebound by D. Jordan,,50,53
251,3,7:00.0,Personal foul by T. Duncan,,50,53
252,3,6:46.0,Shooting foul by D. Green (drawn by J. Green),,50,53
253,3,6:46.0,J. Green makes free throw 1 of 2,,51,53
254,3,6:46.0,J. Green makes free throw 2 of 2,,52,53
255,3,6:29.0,,L. Aldridge misses 2-pt layup at rim,52,53
256,3,6:28.0,,Offensive rebound by T. Duncan,52,53
257,3,6:28.0,,T. Duncan makes 2-pt layup from 1 ft,52,55
258,3,6:06.0,,P. Mills enters the game for T. Parker,52,55
259,3,6:06.0,,M. Ginóbili enters the game for D. Green,52,55
260,3,6:05.0,Turnover by C. Paul (bad pass; steal by K. Leonard),,52,55
261,3,5:44.0,,M. Ginóbili makes 3-pt jump shot from 23 ft (assist by T. Duncan),52,58
262,3,5:44.0,LA Clippers full timeout,,52,58
263,3,5:27.0,J. Redick makes 2-pt jump shot from 20 ft,,54,58
264,3,5:09.0,,K. Leonard makes 2-pt jump shot from 9 ft (assist by L. Aldridge),54,60
265,3,4:42.0,C. Paul misses 3-pt jump shot from 23 ft,,54,60
266,3,4:41.0,Offensive rebound by D. Jordan,,54,60
267,3,4:36.0,D. Jordan makes 2-pt layup from 1 ft,,56,60
268,3,4:20.0,,L. Aldridge makes 2-pt jump shot from 14 ft,56,62
269,3,4:04.0,Turnover by J. Redick (bad pass; steal by L. Aldridge),,56,62
270,3,3:55.0,,Turnover by K. Leonard (bad pass; steal by L. Mbah a Moute),56,62
271,3,3:51.0,Turnover by D. Jordan (bad pass; steal by K. Leonard),,56,62
272,3,3:48.0,,Turnover by K. Leonard (bad pass; steal by C. Paul),56,62
273,3,3:47.0,Personal foul by M. Ginóbili,,56,62
274,3,3:47.0,C. Paul makes free throw 1 of 2,,57,62
275,3,3:47.0,J. Crawford enters the game for J. Redick,,57,62
276,3,3:47.0,W. Johnson enters the game for L. Mbah a Moute,,57,62
277,3,3:47.0,,B. Diaw enters the game for T. Duncan,57,62
278,3,3:47.0,C. Paul makes free throw 2 of 2,,58,62
279,3,3:31.0,,P. Mills misses 3-pt jump shot from 22 ft,58,62
280,3,3:30.0,Defensive rebound by J. Crawford,,58,62
281,3,3:21.0,J. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),,61,62
282,3,3:12.0,,Personal foul by J. Green,61,62
283,3,3:10.0,,Personal foul by J. Crawford,61,62
284,3,3:01.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),61,64
285,3,2:50.0,C. Paul misses 2-pt jump shot from 6 ft,,61,64
286,3,2:47.0,Offensive rebound by J. Green,,61,64
287,3,2:32.0,J. Green makes 3-pt jump shot from 23 ft (assist by W. Johnson),,64,64
288,3,2:15.0,A. Rivers enters the game for C. Paul,,64,64
289,3,2:11.0,,M. Ginóbili makes 2-pt jump shot from 13 ft (assist by P. Mills),64,66
290,3,1:48.0,J. Green misses 2-pt jump shot from 9 ft,,64,66
291,3,1:47.0,Offensive rebound by D. Jordan,,64,66
292,3,1:44.0,D. Jordan makes 2-pt dunk at rim,,66,66
293,3,1:27.0,,P. Mills makes 2-pt jump shot from 18 ft,66,68
294,3,1:04.0,J. Green makes 2-pt jump shot from 16 ft,,68,68
295,3,0:53.0,,Personal foul by J. Green,68,68
296,3,0:53.0,,P. Mills misses free throw 1 of 2,68,68
297,3,0:53.0,,Offensive rebound by Team,68,68
298,3,0:53.0,,K. Anderson enters the game for K. Leonard,68,68
299,3,0:53.0,,D. West enters the game for L. Aldridge,68,68
300,3,0:53.0,P. Prigioni enters the game for J. Green,,68,68
301,3,0:53.0,,P. Mills makes free throw 2 of 2,68,69
302,3,0:41.0,A. Rivers misses 2-pt dunk at rim,,68,69
303,3,0:40.0,,Defensive rebound by P. Mills,68,69
304,3,0:34.0,,K. Anderson misses 2-pt layup at rim (block by W. Johnson),68,69
305,3,0:32.0,Defensive rebound by D. Jordan,,68,69
306,3,0:17.0,J. Crawford makes 2-pt jump shot from 19 ft,,70,69
307,3,0:00.0,,K. Anderson makes 2-pt jump shot from 12 ft (assist by P. Mills),70,71
308,4,11:46.0,J. Crawford misses 2-pt jump shot from 19 ft,,70,71
309,4,11:45.0,,Defensive rebound by K. Anderson,70,71
310,4,11:37.0,,D. West makes 2-pt hook shot from 6 ft (assist by M. Ginóbili),70,73
311,4,11:27.0,Personal foul by M. Ginóbili,,70,73
312,4,11:16.0,W. Johnson misses 2-pt jump shot from 19 ft,,70,73
313,4,11:15.0,,Defensive rebound by P. Mills,70,73
314,4,10:59.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),70,76
315,4,10:35.0,C. Aldrich makes 2-pt layup at rim (assist by J. Crawford),,72,76
316,4,10:20.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,72,76
317,4,10:20.0,,Offensive rebound by D. West,72,76
318,4,10:15.0,,P. Mills misses 2-pt jump shot from 11 ft,72,76
319,4,10:14.0,,Offensive rebound by D. West,72,76
320,4,10:12.0,,D. West makes 2-pt layup at rim,72,78
321,4,9:59.0,W. Johnson misses 3-pt jump shot from 25 ft,,72,78
322,4,9:58.0,Offensive rebound by C. Aldrich,,72,78
323,4,9:58.0,,K. Martin enters the game for K. Anderson,72,78
324,4,9:58.0,,D. Green enters the game for M. Ginóbili,72,78
325,4,9:51.0,Turnover by A. Rivers (step out of bounds),,72,78
326,4,9:38.0,,D. West misses 2-pt jump shot from 6 ft,72,78
327,4,9:37.0,,Offensive rebound by B. Diaw,72,78
328,4,9:37.0,,B. Diaw misses 2-pt layup from 1 ft,72,78
329,4,9:35.0,,Offensive rebound by D. West,72,78
330,4,9:34.0,,D. West makes 2-pt layup from 3 ft,72,80
331,4,9:32.0,LA Clippers full timeout,,72,80
332,4,9:32.0,D. Jordan enters the game for C. Aldrich,,72,80
333,4,9:25.0,A. Rivers misses 2-pt layup at rim (block by D. West),,72,80
334,4,9:23.0,,Defensive rebound by P. Mills,72,80
335,4,9:17.0,,P. Mills makes 2-pt jump shot from 18 ft,72,82
336,4,8:56.0,J. Crawford misses 3-pt jump shot from 24 ft,,72,82
337,4,8:55.0,,Defensive rebound by D. West,72,82
338,4,8:43.0,,Turnover by B. Diaw (bad pass),72,82
339,4,8:43.0,C. Paul enters the game for A. Rivers,,72,82
340,4,8:43.0,J. Redick enters the game for P. Prigioni,,72,82
341,4,8:25.0,D. Jordan makes 2-pt layup at rim (assist by J. Crawford),,74,82
342,4,8:11.0,,D. West makes 2-pt jump shot from 16 ft (assist by P. Mills),74,84
343,4,7:50.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Crawford),,77,84
344,4,7:41.0,,Personal foul by C. Paul,77,84
345,4,7:41.0,J. Green enters the game for W. Johnson,,77,84
346,4,7:41.0,,K. Leonard enters the game for K. Martin,77,84
347,4,7:33.0,,K. Leonard makes 2-pt jump shot from 4 ft,77,86
348,4,7:06.0,J. Green misses 3-pt jump shot from 22 ft,,77,86
349,4,7:05.0,,Defensive rebound by K. Leonard,77,86
350,4,7:04.0,,Personal take foul by D. Jordan,77,86
351,4,6:45.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),77,89
352,4,6:23.0,Shooting foul by D. Green (drawn by J. Crawford),,77,89
353,4,6:23.0,J. Crawford makes free throw 1 of 2,,78,89
354,4,6:23.0,J. Crawford makes free throw 2 of 2,,79,89
355,4,6:12.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. Green),79,92
356,4,6:11.0,LA Clippers full timeout,,79,92
357,4,6:11.0,,L. Aldridge enters the game for B. Diaw,79,92
358,4,6:11.0,L. Mbah a Moute enters the game for J. Crawford,,79,92
359,4,6:08.0,Personal take foul by D. West,,79,92
360,4,5:50.0,C. Paul misses 2-pt layup from 1 ft,,79,92
361,4,5:49.0,,Defensive rebound by P. Mills,79,92
362,4,5:31.0,,D. West misses 2-pt jump shot from 7 ft (block by D. Jordan),79,92
363,4,5:31.0,Defensive rebound by Team,,79,92
364,4,5:19.0,Turnover by J. Green (bad pass),,79,92
365,4,5:19.0,,T. Parker enters the game for D. West,79,92
366,4,5:19.0,W. Johnson enters the game for L. Mbah a Moute,,79,92
367,4,5:05.0,,P. Mills makes 2-pt layup from 1 ft (assist by L. Aldridge),79,94
368,4,4:43.0,Turnover by J. Green (lost ball),,79,94
369,4,4:43.0,J. Crawford enters the game for W. Johnson,,79,94
370,4,4:29.0,,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),79,97
371,4,4:29.0,LA Clippers full timeout,,79,97
372,4,4:29.0,A. Rivers enters the game for D. Jordan,,79,97
373,4,4:29.0,W. Johnson enters the game for J. Redick,,79,97
374,4,4:29.0,C. Aldrich enters the game for C. Paul,,79,97
375,4,4:29.0,,K. Martin enters the game for P. Mills,79,97
376,4,4:11.0,Turnover by C. Aldrich (bad pass),,79,97
377,4,4:11.0,,B. Marjanović enters the game for L. Aldridge,79,97
378,4,3:52.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by B. Marjanović),79,99
379,4,3:46.0,Personal take foul by T. Parker,,79,99
380,4,3:46.0,,K. Anderson enters the game for K. Leonard,79,99
381,4,3:46.0,,A. Miller enters the game for T. Parker,79,99
382,4,3:46.0,P. Prigioni enters the game for J. Green,,79,99
383,4,3:46.0,,B. Diaw enters the game for D. Green,79,99
384,4,3:32.0,C. Aldrich makes 2-pt hook shot from 6 ft (assist by A. Rivers),,81,99
385,4,3:14.0,,Turnover by K. Martin (step out of bounds),81,99
386,4,2:58.0,A. Rivers misses 2-pt layup at rim,,81,99
387,4,2:57.0,,Defensive rebound by B. Diaw,81,99
388,4,2:40.0,,Shooting foul by C. Aldrich (drawn by B. Marjanović),81,99
389,4,2:40.0,,B. Marjanović makes free throw 1 of 2,81,100
390,4,2:40.0,,B. Marjanović misses free throw 2 of 2,81,100
391,4,2:38.0,Defensive rebound by C. Aldrich,,81,100
392,4,2:23.0,J. Crawford misses 2-pt jump shot from 18 ft,,81,100
393,4,2:23.0,,Defensive rebound by A. Miller,81,100
394,4,1:57.0,,K. Anderson makes 2-pt jump shot from 21 ft,81,102
