,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ORLANDO_ACTION,GOLDEN STATE_SCORE,ORLANDO_SCORE
382,4,7:13.0,,N. Vučević misses 2-pt jump shot from 13 ft,113,100
383,4,7:12.0,Defensive rebound by Team,,113,100
384,4,6:56.0,H. Barnes makes 2-pt jump shot from 16 ft,,115,100
385,4,6:41.0,,V. Oladipo misses 2-pt jump shot from 16 ft,115,100
386,4,6:39.0,,Offensive rebound by A. Gordon,115,100
387,4,6:39.0,,A. Gordon makes 2-pt layup from 3 ft,115,102
388,4,6:18.0,H. Barnes misses 2-pt jump shot from 16 ft,,115,102
389,4,6:17.0,,Defensive rebound by A. Gordon,115,102
390,4,6:06.0,,V. Oladipo misses 2-pt jump shot from 11 ft,115,102
391,4,6:03.0,Defensive rebound by S. Livingston,,115,102
392,4,5:49.0,Personal foul by V. Oladipo (drawn by H. Barnes),,115,102
393,4,5:49.0,S. Curry enters the game for A. Iguodala,,115,102
394,4,5:34.0,Turnover by Team (shot clock),,115,102
395,4,5:34.0,,C. Watson enters the game for V. Oladipo,115,102
396,4,5:24.0,,Personal foul by A. Bogut (drawn by N. Vučević),115,102
397,4,5:24.0,D. Green enters the game for S. Livingston,,115,102
398,4,5:14.0,,Turnover by A. Gordon (lost ball; steal by D. Green),115,102
399,4,5:09.0,Personal foul by E. Payton (drawn by S. Curry),,115,102
400,4,4:59.0,Turnover by A. Bogut (bad pass; steal by E. Payton),,115,102
401,4,4:49.0,,N. Vučević misses 2-pt jump shot from 14 ft,115,102
402,4,4:48.0,Defensive rebound by S. Curry,,115,102
403,4,4:38.0,Golden State full timeout,,115,102
404,4,4:32.0,D. Green makes 2-pt layup from 1 ft,,117,102
405,4,4:32.0,Shooting foul by N. Vučević (drawn by D. Green),,117,102
406,4,4:32.0,D. Green misses free throw 1 of 1,,117,102
407,4,4:32.0,,Defensive rebound by C. Watson,117,102
408,4,4:19.0,,E. Fournier misses 3-pt jump shot from 22 ft,117,102
409,4,4:17.0,,Offensive rebound by N. Vučević,117,102
410,4,4:17.0,,N. Vučević makes 2-pt layup from 1 ft,117,104
411,4,4:06.0,A. Bogut makes 2-pt dunk at rim (assist by D. Green),,119,104
412,4,3:53.0,,Turnover by E. Payton (bad pass; steal by A. Bogut),119,104
413,4,3:49.0,Shooting foul by N. Vučević (drawn by D. Green),,119,104
414,4,3:49.0,D. Green makes free throw 1 of 2,,120,104
415,4,3:49.0,,M. Hezonja enters the game for E. Fournier,120,104
416,4,3:49.0,,B. Jennings enters the game for A. Gordon,120,104
417,4,3:49.0,,D. Dedmon enters the game for N. Vučević,120,104
418,4,3:49.0,,D. Marble enters the game for E. Payton,120,104
419,4,3:49.0,,A. Nicholson enters the game for C. Watson,120,104
420,4,3:49.0,A. Varejão enters the game for A. Bogut,,120,104
421,4,3:49.0,D. Green misses free throw 2 of 2,,120,104
422,4,3:48.0,,Defensive rebound by A. Nicholson,120,104
423,4,3:35.0,,A. Nicholson makes 2-pt layup from 1 ft (assist by B. Jennings),120,106
424,4,3:35.0,,Shooting foul by A. Varejão (drawn by A. Nicholson),120,106
425,4,3:35.0,,A. Nicholson makes free throw 1 of 1,120,107
426,4,3:24.0,S. Curry makes 3-pt jump shot from 27 ft,,123,107
427,4,3:07.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by A. Nicholson),123,110
428,4,2:55.0,S. Curry misses 3-pt jump shot from 25 ft,,123,110
429,4,2:54.0,,Defensive rebound by M. Hezonja,123,110
430,4,2:39.0,,M. Hezonja misses 3-pt jump shot from 26 ft,123,110
431,4,2:38.0,Defensive rebound by H. Barnes,,123,110
432,4,2:26.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,125,110
433,4,2:03.0,,D. Marble misses 3-pt jump shot from 25 ft,125,110
434,4,2:02.0,Defensive rebound by K. Thompson,,125,110
435,4,2:02.0,Golden State full timeout,,125,110
436,4,2:02.0,B. Rush enters the game for H. Barnes,,125,110
437,4,2:02.0,M. Speights enters the game for D. Green,,125,110
438,4,2:02.0,K. Looney enters the game for K. Thompson,,125,110
439,4,2:02.0,I. Clark enters the game for S. Curry,,125,110
440,4,1:48.0,Turnover by I. Clark (bad pass; steal by B. Jennings),,125,110
441,4,1:46.0,,B. Jennings makes 2-pt layup from 2 ft,125,112
442,4,1:28.0,B. Rush makes 3-pt jump shot from 24 ft (assist by I. Clark),,128,112
443,4,1:05.0,,B. Jennings misses 3-pt jump shot from 24 ft,128,112
444,4,1:02.0,Defensive rebound by B. Rush,,128,112
445,4,0:57.0,Turnover by K. Looney (step out of bounds),,128,112
446,4,0:44.0,,D. Dedmon makes 2-pt jump shot from 18 ft,128,114
447,4,0:25.0,K. Looney misses 2-pt jump shot from 15 ft (block by A. Nicholson),,128,114
448,4,0:21.0,Offensive rebound by M. Speights,,128,114
449,4,0:21.0,K. Looney makes 2-pt dunk at rim (assist by M. Speights),,130,114
450,4,0:12.0,,D. Dedmon misses 2-pt jump shot from 18 ft,130,114
451,4,0:11.0,Defensive rebound by I. Clark,,130,114
