,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SAN ANTONIO_ACTION,LA LAKERS_SCORE,SAN ANTONIO_SCORE
59,1,3:00.0,K. Bryant misses 3-pt jump shot from 25 ft,,23,17
60,1,2:59.0,Offensive rebound by R. Hibbert,,23,17
61,1,2:55.0,R. Hibbert makes 2-pt dunk at rim,,25,17
62,1,2:38.0,,R. McCallum misses 2-pt layup from 2 ft,25,17
63,1,2:36.0,,Offensive rebound by L. Aldridge,25,17
64,1,2:36.0,,L. Aldridge makes 2-pt dunk at rim,25,19
65,1,2:27.0,D. Russell makes 2-pt jump shot from 12 ft,,27,19
66,1,2:13.0,,R. McCallum misses 2-pt layup from 2 ft (block by L. Williams),27,19
67,1,2:12.0,,Offensive rebound by R. McCallum,27,19
68,1,2:02.0,,T. Duncan misses 2-pt jump shot from 6 ft,27,19
69,1,2:01.0,,Offensive rebound by L. Aldridge,27,19
70,1,2:01.0,,L. Aldridge makes 2-pt layup from 1 ft,27,21
71,1,2:01.0,,Shooting foul by L. Nance (drawn by L. Aldridge),27,21
72,1,2:01.0,LA Lakers full timeout,,27,21
73,1,2:01.0,,P. Mills enters the game for R. McCallum,27,21
74,1,2:01.0,,M. Ginóbili enters the game for D. Green,27,21
75,1,2:01.0,,K. Anderson enters the game for K. Leonard,27,21
76,1,2:01.0,,B. Diaw enters the game for T. Duncan,27,21
77,1,2:01.0,J. Randle enters the game for K. Bryant,,27,21
78,1,2:01.0,M. Huertas enters the game for L. Nance,,27,21
79,1,2:01.0,N. Young enters the game for D. Russell,,27,21
80,1,2:01.0,,L. Aldridge misses free throw 1 of 1,27,21
81,1,2:00.0,,Offensive rebound by B. Diaw,27,21
82,1,1:51.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by L. Aldridge),27,23
83,1,1:26.0,J. Randle misses 2-pt layup from 1 ft (block by B. Diaw),,27,23
84,1,1:25.0,,Defensive rebound by P. Mills,27,23
85,1,1:19.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),27,25
86,1,0:54.0,J. Randle misses 2-pt jump shot from 11 ft,,27,25
87,1,0:53.0,,Defensive rebound by L. Aldridge,27,25
88,1,0:44.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),27,28
89,1,0:34.0,L. Williams misses 3-pt jump shot from 25 ft,,27,28
90,1,0:33.0,,Defensive rebound by M. Ginóbili,27,28
91,1,0:18.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),27,31
92,1,0:02.0,R. Hibbert misses 2-pt jump shot from 14 ft,,27,31
93,1,0:01.0,,Defensive rebound by K. Anderson,27,31
94,2,11:36.0,J. Randle misses 2-pt jump shot from 8 ft,,27,31
95,2,11:35.0,,Defensive rebound by D. West,27,31
96,2,11:35.0,,Personal foul by J. Randle (drawn by D. West),27,31
97,2,11:22.0,,M. Ginóbili misses 2-pt jump shot from 6 ft,27,31
98,2,11:22.0,Defensive rebound by Team,,27,31
99,2,11:06.0,R. Sacre misses 2-pt jump shot from 14 ft,,27,31
100,2,11:05.0,,Defensive rebound by M. Ginóbili,27,31
101,2,10:57.0,,D. West misses 2-pt jump shot from 19 ft,27,31
102,2,10:56.0,Defensive rebound by J. Randle,,27,31
103,2,10:40.0,R. Sacre makes 2-pt dunk at rim (assist by M. Huertas),,29,31
104,2,10:15.0,,B. Diaw misses 2-pt jump shot from 17 ft,29,31
105,2,10:13.0,Defensive rebound by R. Sacre,,29,31
106,2,9:52.0,N. Young misses 3-pt jump shot from 24 ft,,29,31
107,2,9:50.0,Offensive rebound by R. Sacre,,29,31
108,2,9:47.0,M. Huertas makes 2-pt layup from 1 ft (assist by R. Sacre),,31,31
109,2,9:30.0,,D. West makes 2-pt layup from 1 ft (assist by M. Ginóbili),31,33
110,2,9:23.0,L. Williams makes 2-pt layup from 1 ft,,33,33
111,2,9:23.0,Shooting foul by B. Diaw (drawn by L. Williams),,33,33
112,2,9:23.0,K. Bryant enters the game for N. Young,,33,33
113,2,9:23.0,L. Williams makes free throw 1 of 1,,34,33
114,2,9:13.0,,B. Diaw makes 3-pt jump shot from 22 ft (assist by K. Anderson),34,36
115,2,8:56.0,M. Huertas makes 2-pt layup from 1 ft,,36,36
116,2,8:47.0,,P. Mills misses 3-pt jump shot from 25 ft,36,36
117,2,8:46.0,Defensive rebound by L. Williams,,36,36
118,2,8:36.0,Personal foul by D. West (drawn by R. Sacre),,36,36
119,2,8:36.0,Official timeout,,36,36
120,2,8:36.0,,D. Green enters the game for M. Ginóbili,36,36
121,2,8:36.0,D. Russell enters the game for L. Williams,,36,36
122,2,8:24.0,K. Bryant misses 3-pt jump shot from 24 ft,,36,36
123,2,8:23.0,,Defensive rebound by B. Diaw,36,36
124,2,8:07.0,,Turnover by K. Anderson (lost ball; steal by D. Russell),36,36
125,2,7:51.0,J. Randle misses 2-pt jump shot from 11 ft,,36,36
126,2,7:50.0,,Defensive rebound by D. West,36,36
127,2,7:33.0,,D. Green misses 3-pt jump shot from 24 ft,36,36
128,2,7:32.0,Defensive rebound by D. Russell,,36,36
129,2,7:17.0,D. Russell makes 3-pt jump shot from 25 ft (assist by K. Bryant),,39,36
130,2,6:52.0,,D. West misses 2-pt jump shot from 18 ft,39,36
131,2,6:51.0,Defensive rebound by J. Randle,,39,36
132,2,6:41.0,,T. Duncan enters the game for B. Diaw,39,36
133,2,6:30.0,D. Russell misses 3-pt jump shot from 25 ft,,39,36
134,2,6:29.0,,Defensive rebound by T. Duncan,39,36
135,2,6:21.0,,T. Duncan misses 2-pt layup from 2 ft,39,36
136,2,6:19.0,Defensive rebound by J. Randle,,39,36
137,2,6:14.0,Turnover by J. Randle (traveling),,39,36
138,2,6:14.0,R. Hibbert enters the game for R. Sacre,,39,36
139,2,6:04.0,,Personal foul by K. Bryant (drawn by K. Anderson),39,36
140,2,6:04.0,,K. Leonard enters the game for K. Anderson,39,36
141,2,6:04.0,,L. Aldridge enters the game for D. West,39,36
142,2,5:57.0,,P. Mills makes 2-pt layup from 1 ft,39,38
143,2,5:45.0,Turnover by K. Bryant (bad pass; steal by T. Duncan),,39,38
144,2,5:30.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),39,41
145,2,5:04.0,J. Randle misses 2-pt jump shot from 20 ft,,39,41
146,2,5:03.0,,Defensive rebound by K. Leonard,39,41
147,2,4:56.0,,Personal foul by D. Russell (drawn by K. Leonard),39,41
148,2,4:56.0,,San Antonio full timeout,39,41
149,2,4:56.0,L. Williams enters the game for M. Huertas,,39,41
150,2,4:56.0,L. Nance enters the game for J. Randle,,39,41
151,2,4:42.0,,Turnover by T. Duncan (bad pass; steal by L. Nance),39,41
152,2,4:37.0,Turnover by K. Bryant (bad pass; steal by D. Green),,39,41
153,2,4:32.0,,K. Leonard makes 2-pt layup from 1 ft (assist by P. Mills),39,43
154,2,4:32.0,,Shooting foul by L. Williams (drawn by K. Leonard),39,43
155,2,4:32.0,,K. Leonard makes free throw 1 of 1,39,44
156,2,4:22.0,K. Bryant misses 2-pt jump shot from 18 ft,,39,44
157,2,4:21.0,,Defensive rebound by K. Leonard,39,44
158,2,4:13.0,,P. Mills makes 2-pt jump shot from 21 ft (assist by K. Leonard),39,46
159,2,3:58.0,D. Russell misses 2-pt jump shot from 13 ft,,39,46
160,2,3:58.0,Offensive rebound by Team,,39,46
161,2,3:46.0,R. Hibbert makes 2-pt hook shot from 9 ft (assist by D. Russell),,41,46
162,2,3:28.0,,K. Leonard misses 2-pt jump shot from 10 ft,41,46
163,2,3:28.0,Defensive rebound by Team,,41,46
164,2,3:28.0,N. Young enters the game for K. Bryant,,41,46
165,2,3:13.0,Turnover by L. Williams (bad pass; steal by P. Mills),,41,46
166,2,3:09.0,,Turnover by P. Mills (bad pass; steal by L. Nance),41,46
167,2,3:00.0,L. Williams misses 3-pt jump shot from 23 ft,,41,46
168,2,2:58.0,,Defensive rebound by Team,41,46
169,2,2:58.0,LA Lakers full timeout,,41,46
170,2,2:48.0,,Personal foul by N. Young (drawn by T. Duncan),41,46
171,2,2:48.0,,T. Duncan misses free throw 1 of 2,41,46
172,2,2:48.0,,Offensive rebound by Team,41,46
173,2,2:48.0,,K. Anderson enters the game for P. Mills,41,46
174,2,2:48.0,,T. Duncan makes free throw 2 of 2,41,47
175,2,2:26.0,D. Russell misses 3-pt jump shot from 25 ft,,41,47
176,2,2:25.0,,Defensive rebound by T. Duncan,41,47
177,2,2:13.0,,Shooting foul by L. Nance (drawn by L. Aldridge),41,47
178,2,2:13.0,,L. Aldridge misses free throw 1 of 2,41,47
179,2,2:13.0,,Offensive rebound by Team,41,47
180,2,2:13.0,J. Randle enters the game for L. Nance,,41,47
181,2,2:13.0,,D. West enters the game for T. Duncan,41,47
182,2,2:13.0,,L. Aldridge makes free throw 2 of 2,41,48
183,2,2:05.0,L. Williams makes 3-pt jump shot from 25 ft (assist by D. Russell),,44,48
184,2,1:42.0,,L. Aldridge misses 2-pt jump shot from 7 ft (block by J. Randle),44,48
185,2,1:40.0,Defensive rebound by J. Randle,,44,48
186,2,1:33.0,Personal foul by K. Anderson (drawn by D. Russell),,44,48
187,2,1:33.0,,J. Simmons enters the game for D. Green,44,48
188,2,1:22.0,Turnover by D. Russell (step out of bounds),,44,48
189,2,1:09.0,,K. Leonard makes 2-pt layup from 1 ft (assist by D. West),44,50
190,2,0:56.0,L. Williams misses 2-pt jump shot from 19 ft,,44,50
191,2,0:55.0,,Defensive rebound by K. Leonard,44,50
192,2,0:45.0,,Turnover by J. Simmons (bad pass; steal by L. Williams),44,50
193,2,0:42.0,L. Williams makes 2-pt layup at rim,,46,50
194,2,0:31.0,,Shooting foul by L. Williams (drawn by L. Aldridge),46,50
195,2,0:31.0,,L. Aldridge makes free throw 1 of 2,46,51
196,2,0:31.0,,L. Aldridge misses free throw 2 of 2,46,51
197,2,0:30.0,Defensive rebound by J. Randle,,46,51
198,2,0:11.0,D. Russell makes 3-pt jump shot from 24 ft,,49,51
199,2,0:01.0,,Turnover by K. Anderson (bad pass),49,51
200,3,11:36.0,K. Bryant misses 3-pt jump shot from 24 ft (block by K. Leonard),,49,51
201,3,11:35.0,,Defensive rebound by K. Leonard,49,51
202,3,11:35.0,Technical foul by K. Bryant,,49,51
203,3,11:35.0,,K. Leonard makes technical free throw,49,52
204,3,11:15.0,,L. Aldridge misses 2-pt jump shot from 20 ft,49,52
205,3,11:14.0,Defensive rebound by K. Bryant,,49,52
206,3,10:53.0,L. Nance misses 2-pt jump shot from 20 ft,,49,52
207,3,10:52.0,,Defensive rebound by L. Aldridge,49,52
208,3,10:43.0,,K. Leonard makes 2-pt jump shot from 20 ft (assist by R. McCallum),49,54
209,3,10:32.0,Shooting foul by R. McCallum (drawn by D. Russell),,49,54
210,3,10:32.0,D. Russell misses free throw 1 of 2,,49,54
211,3,10:32.0,Offensive rebound by Team,,49,54
212,3,10:32.0,D. Russell makes free throw 2 of 2,,50,54
213,3,10:15.0,,T. Duncan makes 2-pt hook shot from 7 ft (assist by L. Aldridge),50,56
214,3,10:03.0,R. Hibbert misses 2-pt layup from 1 ft,,50,56
215,3,10:03.0,,Defensive rebound by K. Leonard,50,56
216,3,9:56.0,,Turnover by R. McCallum (bad pass; steal by L. Nance),50,56
217,3,9:48.0,L. Nance makes 2-pt dunk at rim (assist by K. Bryant),,52,56
218,3,9:35.0,,L. Aldridge misses 2-pt jump shot from 19 ft,52,56
219,3,9:34.0,Defensive rebound by L. Williams,,52,56
220,3,9:27.0,L. Williams misses 2-pt jump shot from 12 ft (block by T. Duncan),,52,56
221,3,9:25.0,,Defensive rebound by L. Aldridge,52,56
222,3,9:17.0,,R. McCallum misses 2-pt jump shot from 4 ft,52,56
223,3,9:16.0,,Offensive rebound by L. Aldridge,52,56
224,3,9:15.0,,L. Aldridge misses 2-pt layup from 2 ft (block by R. Hibbert),52,56
225,3,9:13.0,Defensive rebound by R. Hibbert,,52,56
226,3,9:07.0,D. Russell misses 3-pt jump shot from 25 ft,,52,56
227,3,9:06.0,,Defensive rebound by K. Leonard,52,56
228,3,8:56.0,,R. McCallum makes 2-pt layup from 1 ft (assist by T. Duncan),52,58
229,3,8:41.0,K. Bryant misses 3-pt jump shot from 25 ft,,52,58
230,3,8:40.0,,Defensive rebound by L. Aldridge,52,58
231,3,8:22.0,,T. Duncan misses 2-pt jump shot from 11 ft,52,58
232,3,8:21.0,Defensive rebound by D. Russell,,52,58
233,3,8:03.0,Shooting foul by R. McCallum (drawn by K. Bryant),,52,58
234,3,8:03.0,K. Bryant misses free throw 1 of 2,,52,58
235,3,8:03.0,Offensive rebound by Team,,52,58
236,3,8:03.0,K. Bryant makes free throw 2 of 2,,53,58
237,3,7:49.0,,Shooting foul by R. Hibbert (drawn by K. Leonard),53,58
238,3,7:49.0,,K. Leonard makes free throw 1 of 2,53,59
239,3,7:49.0,,K. Leonard makes free throw 2 of 2,53,60
240,3,7:42.0,Offensive foul by R. Hibbert (drawn by J. Simmons),,53,60
241,3,7:42.0,Turnover by R. Hibbert (offensive foul),,53,60
242,3,7:29.0,,L. Aldridge makes 2-pt dunk at rim (assist by J. Simmons),53,62
243,3,7:29.0,LA Lakers full timeout,,53,62
244,3,7:22.0,Personal foul by J. Simmons (drawn by L. Nance),,53,62
245,3,7:14.0,R. Hibbert misses 2-pt jump shot from 7 ft,,53,62
246,3,7:13.0,,Defensive rebound by T. Duncan,53,62
247,3,6:56.0,,R. McCallum misses 2-pt jump shot from 15 ft,53,62
248,3,6:55.0,Defensive rebound by D. Russell,,53,62
249,3,6:40.0,Turnover by L. Nance (bad pass; steal by K. Leonard),,53,62
250,3,6:26.0,,L. Aldridge misses 2-pt layup from 1 ft,53,62
251,3,6:25.0,,Offensive rebound by L. Aldridge,53,62
252,3,6:24.0,,L. Aldridge makes 2-pt layup from 1 ft,53,64
253,3,6:10.0,D. Russell misses 2-pt jump shot from 18 ft,,53,64
254,3,6:08.0,Offensive rebound by R. Hibbert,,53,64
255,3,6:08.0,J. Randle enters the game for L. Nance,,53,64
256,3,6:08.0,,P. Mills enters the game for R. McCallum,53,64
257,3,6:08.0,,B. Diaw enters the game for T. Duncan,53,64
258,3,6:02.0,Offensive foul by R. Hibbert (drawn by L. Aldridge),,53,64
259,3,6:02.0,Turnover by R. Hibbert (offensive foul),,53,64
260,3,5:51.0,,L. Aldridge misses 2-pt jump shot from 12 ft,53,64
261,3,5:50.0,,Offensive rebound by J. Simmons,53,64
262,3,5:50.0,,J. Simmons makes 2-pt dunk at rim,53,66
263,3,5:43.0,Shooting foul by J. Simmons (drawn by L. Williams),,53,66
264,3,5:43.0,L. Williams makes free throw 1 of 2,,54,66
265,3,5:43.0,L. Williams makes free throw 2 of 2,,55,66
266,3,5:23.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by P. Mills),55,68
267,3,5:08.0,J. Randle misses 2-pt jump shot from 16 ft,,55,68
268,3,5:07.0,,Defensive rebound by L. Aldridge,55,68
269,3,5:03.0,,Shooting foul by J. Randle (drawn by J. Simmons),55,68
270,3,5:03.0,,J. Simmons makes free throw 1 of 2,55,69
271,3,5:03.0,M. Huertas enters the game for L. Williams,,55,69
272,3,5:03.0,,J. Simmons makes free throw 2 of 2,55,70
273,3,4:52.0,D. Russell misses 2-pt jump shot from 13 ft,,55,70
274,3,4:51.0,,Defensive rebound by K. Leonard,55,70
275,3,4:43.0,,K. Leonard makes 2-pt jump shot from 17 ft,55,72
276,3,4:43.0,LA Lakers full timeout,,55,72
277,3,4:22.0,D. Russell makes 3-pt jump shot from 25 ft (assist by K. Bryant),,58,72
278,3,4:09.0,,K. Leonard misses 2-pt jump shot from 12 ft,58,72
279,3,4:08.0,,Offensive rebound by K. Leonard,58,72
280,3,3:55.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by P. Mills),58,74
281,3,3:36.0,D. Russell makes 3-pt jump shot from 24 ft,,61,74
282,3,3:20.0,,Turnover by L. Aldridge (traveling),61,74
283,3,3:20.0,N. Young enters the game for K. Bryant,,61,74
284,3,3:07.0,D. Russell misses 2-pt jump shot from 18 ft,,61,74
285,3,3:06.0,,Defensive rebound by K. Leonard,61,74
286,3,3:04.0,,Personal foul by M. Huertas (drawn by K. Leonard),61,74
287,3,3:04.0,,K. Anderson enters the game for K. Leonard,61,74
288,3,3:04.0,,D. West enters the game for L. Aldridge,61,74
289,3,2:45.0,,B. Diaw misses 2-pt layup from 1 ft,61,74
290,3,2:44.0,Defensive rebound by R. Hibbert,,61,74
291,3,2:30.0,J. Randle makes 2-pt jump shot from 6 ft (assist by M. Huertas),,63,74
292,3,2:14.0,,Shooting foul by J. Randle (drawn by J. Simmons),63,74
293,3,2:14.0,,San Antonio full timeout,63,74
294,3,2:14.0,R. Sacre enters the game for R. Hibbert,,63,74
295,3,2:14.0,,J. Simmons makes free throw 1 of 2,63,75
296,3,2:14.0,,J. Simmons makes free throw 2 of 2,63,76
297,3,1:58.0,N. Young makes 2-pt jump shot from 15 ft (assist by M. Huertas),,65,76
298,3,1:45.0,,P. Mills makes 2-pt jump shot from 20 ft,65,78
299,3,1:30.0,J. Randle makes 2-pt jump shot from 4 ft (assist by R. Sacre),,67,78
300,3,1:12.0,,K. Anderson misses 3-pt jump shot from 23 ft,67,78
301,3,1:11.0,Defensive rebound by J. Randle,,67,78
302,3,1:04.0,Turnover by J. Randle (lost ball; steal by B. Diaw),,67,78
303,3,1:02.0,,Personal foul by M. Huertas (drawn by P. Mills),67,78
304,3,1:02.0,,P. Mills misses free throw 1 of 2,67,78
305,3,1:02.0,,Offensive rebound by Team,67,78
306,3,1:02.0,,P. Mills makes free throw 2 of 2,67,79
307,3,0:53.0,N. Young makes 3-pt jump shot from 24 ft (assist by M. Huertas),,70,79
308,3,0:51.0,,Technical foul by Team,70,79
309,3,0:51.0,N. Young makes technical free throw,,71,79
310,3,0:35.0,,Offensive foul by D. West (drawn by J. Randle),71,79
311,3,0:35.0,,Turnover by D. West (offensive foul),71,79
312,3,0:28.0,M. Huertas misses 3-pt jump shot from 24 ft,,71,79
313,3,0:28.0,Offensive rebound by Team,,71,79
314,3,0:04.0,Turnover by Team (shot clock),,71,79
315,3,0:00.0,,J. Simmons misses 2-pt layup at rim (block by R. Sacre),71,79
316,3,0:00.0,,Offensive rebound by Team,71,79
317,4,11:42.0,,P. Mills makes 2-pt jump shot from 19 ft,71,81
318,4,11:31.0,Personal foul by B. Diaw (drawn by J. Randle),,71,81
319,4,11:23.0,R. Sacre misses 2-pt jump shot from 6 ft,,71,81
320,4,11:22.0,Offensive rebound by J. Randle,,71,81
321,4,11:22.0,J. Randle misses 2-pt layup at rim,,71,81
322,4,11:21.0,Offensive rebound by Team,,71,81
323,4,11:06.0,L. Williams makes 2-pt jump shot from 16 ft,,73,81
324,4,10:52.0,,Personal foul by J. Randle (drawn by B. Diaw),73,81
325,4,10:52.0,,J. Simmons enters the game for D. Green,73,81
326,4,10:45.0,,P. Mills makes 2-pt jump shot from 19 ft,73,83
327,4,10:27.0,N. Young misses 2-pt jump shot from 19 ft,,73,83
328,4,10:26.0,,Defensive rebound by B. Diaw,73,83
329,4,10:21.0,,Shooting foul by R. Sacre (drawn by J. Simmons),73,83
330,4,10:21.0,,J. Simmons makes 2-pt layup from 1 ft (assist by K. Anderson),73,85
331,4,10:21.0,,R. Butler enters the game for K. Anderson,73,85
332,4,10:21.0,,J. Simmons makes free throw 1 of 1,73,86
333,4,10:06.0,M. Huertas misses 3-pt jump shot from 24 ft,,73,86
334,4,10:05.0,Offensive rebound by Team,,73,86
335,4,9:56.0,Turnover by L. Williams (bad pass; steal by D. West),,73,86
336,4,9:54.0,,Personal foul by M. Huertas (drawn by R. Butler),73,86
337,4,9:54.0,,R. Butler misses free throw 1 of 2,73,86
338,4,9:54.0,,Offensive rebound by Team,73,86
339,4,9:54.0,K. Bryant enters the game for N. Young,,73,86
340,4,9:54.0,,R. Butler makes free throw 2 of 2,73,87
341,4,9:45.0,K. Bryant makes 2-pt jump shot from 21 ft,,75,87
342,4,9:30.0,,P. Mills makes 2-pt jump shot from 18 ft,75,89
343,4,9:07.0,R. Sacre misses 2-pt jump shot from 14 ft,,75,89
344,4,9:07.0,,Defensive rebound by P. Mills,75,89
345,4,9:00.0,,R. Butler makes 2-pt jump shot from 15 ft,75,91
346,4,9:00.0,LA Lakers full timeout,,75,91
347,4,9:00.0,R. Kelly enters the game for J. Randle,,75,91
348,4,8:37.0,K. Bryant misses 2-pt jump shot from 16 ft,,75,91
349,4,8:36.0,,Defensive rebound by B. Diaw,75,91
350,4,8:25.0,,R. Butler misses 3-pt jump shot from 24 ft,75,91
351,4,8:24.0,Defensive rebound by L. Williams,,75,91
352,4,8:15.0,R. Sacre misses 2-pt jump shot from 7 ft,,75,91
353,4,8:14.0,Offensive rebound by R. Sacre,,75,91
354,4,8:13.0,Shooting foul by D. West (drawn by R. Sacre),,75,91
355,4,8:13.0,R. Sacre misses free throw 1 of 2,,75,91
356,4,8:13.0,Offensive rebound by Team,,75,91
357,4,8:13.0,D. Russell enters the game for M. Huertas,,75,91
358,4,8:13.0,R. Sacre misses free throw 2 of 2,,75,91
359,4,8:11.0,,Defensive rebound by P. Mills,75,91
360,4,7:54.0,,P. Mills misses 2-pt jump shot from 16 ft,75,91
361,4,7:53.0,Defensive rebound by K. Bryant,,75,91
362,4,7:42.0,D. Russell misses 2-pt layup from 2 ft,,75,91
363,4,7:41.0,Offensive rebound by D. Russell,,75,91
364,4,7:41.0,D. Russell misses 2-pt layup from 2 ft,,75,91
365,4,7:39.0,,Defensive rebound by J. Simmons,75,91
366,4,7:37.0,Offensive charge foul by J. Simmons (drawn by R. Sacre),,75,91
367,4,7:37.0,,Turnover by J. Simmons (offensive foul),75,91
368,4,7:37.0,R. Hibbert enters the game for R. Sacre,,75,91
369,4,7:37.0,,R. McCallum enters the game for P. Mills,75,91
370,4,7:17.0,D. Russell makes 2-pt hook shot from 5 ft,,77,91
371,4,7:09.0,,Turnover by B. Diaw (lost ball),77,91
372,4,6:55.0,D. Russell misses 2-pt jump shot from 7 ft,,77,91
373,4,6:54.0,,Defensive rebound by R. McCallum,77,91
374,4,6:44.0,,D. West makes 2-pt jump shot from 19 ft (assist by R. McCallum),77,93
375,4,6:33.0,D. Russell misses 2-pt jump shot from 9 ft,,77,93
376,4,6:32.0,,Defensive rebound by D. West,77,93
377,4,6:20.0,,B. Diaw makes 2-pt layup from 1 ft,77,95
378,4,6:05.0,K. Bryant misses 2-pt jump shot from 7 ft (block by R. McCallum),,77,95
379,4,6:02.0,Offensive rebound by Team,,77,95
380,4,5:56.0,D. Russell misses 3-pt jump shot from 24 ft,,77,95
381,4,5:55.0,,Defensive rebound by R. McCallum,77,95
382,4,5:41.0,,R. McCallum makes 3-pt jump shot from 25 ft (assist by D. West),77,98
383,4,5:29.0,Personal foul by R. McCallum (drawn by K. Bryant),,77,98
384,4,5:29.0,Official timeout,,77,98
385,4,5:29.0,,B. Marjanović enters the game for D. West,77,98
386,4,5:29.0,,K. Anderson enters the game for J. Simmons,77,98
387,4,5:29.0,N. Young enters the game for K. Bryant,,77,98
388,4,5:29.0,B. Bass enters the game for R. Hibbert,,77,98
