,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHARLOTTE_ACTION,CLEVELAND_SCORE,CHARLOTTE_SCORE
0,1,11:47.0,K. Irving makes 2-pt jump shot from 20 ft,,2,0
1,1,11:30.0,,M. Williams makes 2-pt layup from 1 ft (assist by J. Lin),2,2
2,1,11:13.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,5,2
3,1,11:00.0,,N. Batum misses 3-pt jump shot from 25 ft,5,2
4,1,10:59.0,Defensive rebound by K. Love,,5,2
5,1,10:36.0,K. Love makes 2-pt hook shot from 11 ft,,7,2
6,1,10:22.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by J. Lin),7,5
7,1,10:02.0,K. Love misses 2-pt jump shot from 16 ft,,7,5
8,1,10:01.0,,Defensive rebound by M. Williams,7,5
9,1,9:57.0,,Turnover by M. Kidd-Gilchrist (lost ball),7,5
10,1,9:41.0,K. Love misses 3-pt jump shot from 25 ft,,7,5
11,1,9:39.0,,Defensive rebound by M. Kidd-Gilchrist,7,5
12,1,9:28.0,,C. Zeller misses 2-pt jump shot from 6 ft,7,5
13,1,9:27.0,Defensive rebound by K. Love,,7,5
14,1,9:17.0,K. Irving makes 2-pt layup from 1 ft,,9,5
15,1,9:04.0,,Turnover by J. Lin (bad pass; steal by K. Love),9,5
16,1,8:54.0,T. Thompson makes 2-pt layup from 1 ft (assist by K. Irving),,11,5
17,1,8:38.0,,Turnover by N. Batum (lost ball; steal by J. Smith),11,5
18,1,8:30.0,J. Smith misses 3-pt jump shot from 23 ft,,11,5
19,1,8:28.0,,Defensive rebound by M. Kidd-Gilchrist,11,5
20,1,8:17.0,,C. Zeller makes 2-pt jump shot from 7 ft (assist by N. Batum),11,7
21,1,7:59.0,K. Love makes 2-pt layup from 1 ft,,13,7
22,1,7:34.0,,Shooting foul by T. Thompson (drawn by M. Williams),13,7
23,1,7:34.0,,M. Williams makes free throw 1 of 3,13,8
24,1,7:34.0,,M. Williams makes free throw 2 of 3,13,9
25,1,7:34.0,,M. Williams makes free throw 3 of 3,13,10
26,1,7:20.0,T. Thompson misses 2-pt layup from 2 ft (block by N. Batum),,13,10
27,1,7:19.0,,Defensive rebound by N. Batum,13,10
28,1,7:15.0,,Turnover by N. Batum (lost ball; steal by J. Smith),13,10
29,1,7:09.0,K. Irving makes 2-pt layup from 1 ft (assist by L. James),,15,10
30,1,6:54.0,,J. Lin makes 2-pt jump shot from 14 ft,15,12
31,1,6:31.0,K. Love misses 3-pt jump shot from 24 ft,,15,12
32,1,6:30.0,,Defensive rebound by M. Kidd-Gilchrist,15,12
33,1,6:19.0,,M. Williams misses 3-pt jump shot from 24 ft,15,12
34,1,6:17.0,Defensive rebound by J. Smith,,15,12
35,1,6:04.0,K. Love misses 2-pt hook shot from 10 ft,,15,12
36,1,6:03.0,,Defensive rebound by N. Batum,15,12
37,1,5:55.0,,Turnover by N. Batum (bad pass; steal by J. Smith),15,12
38,1,5:46.0,K. Love misses 3-pt jump shot from 22 ft,,15,12
39,1,5:46.0,Offensive rebound by Team,,15,12
40,1,5:46.0,,Loose ball foul by C. Zeller (drawn by L. James),15,12
41,1,5:46.0,,Charlotte full timeout,15,12
42,1,5:35.0,L. James misses 2-pt jump shot from 14 ft,,15,12
43,1,5:34.0,,Defensive rebound by M. Kidd-Gilchrist,15,12
44,1,5:19.0,,C. Zeller misses 2-pt layup from 2 ft (block by K. Love),15,12
45,1,5:19.0,,Offensive rebound by Team,15,12
46,1,5:19.0,Violation by T. Thompson (kicked ball),,15,12
47,1,5:19.0,T. Mozgov enters the game for T. Thompson,,15,12
48,1,5:11.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft (block by L. James),15,12
49,1,5:09.0,,Offensive rebound by C. Zeller,15,12
50,1,5:06.0,,J. Lin misses 2-pt layup at rim (block by K. Love),15,12
51,1,5:04.0,Defensive rebound by K. Love,,15,12
52,1,5:00.0,L. James makes 2-pt layup from 1 ft,,17,12
53,1,4:46.0,,N. Batum makes 2-pt jump shot from 20 ft (assist by J. Lin),17,14
54,1,4:24.0,T. Mozgov makes 2-pt layup at rim (assist by K. Irving),,19,14
55,1,4:08.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by J. Lin),19,16
56,1,3:46.0,K. Irving misses 2-pt layup from 1 ft,,19,16
57,1,3:45.0,,Defensive rebound by M. Williams,19,16
58,1,3:39.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,19,16
59,1,3:36.0,Defensive rebound by L. James,,19,16
60,1,3:30.0,K. Love misses 3-pt jump shot from 23 ft,,19,16
61,1,3:29.0,,Defensive rebound by M. Kidd-Gilchrist,19,16
62,1,3:23.0,,M. Williams makes 2-pt layup at rim (assist by N. Batum),19,18
63,1,3:21.0,Cleveland full timeout,,19,18
64,1,3:21.0,M. Williams enters the game for K. Irving,,19,18
65,1,3:21.0,,J. Lamb enters the game for M. Williams,19,18
66,1,3:21.0,,F. Kaminsky enters the game for N. Batum,19,18
67,1,3:05.0,J. Smith misses 2-pt jump shot from 20 ft,,19,18
68,1,3:04.0,,Defensive rebound by J. Lin,19,18
69,1,2:59.0,,Shooting foul by T. Mozgov (drawn by J. Lin),19,18
70,1,2:59.0,,J. Lin misses free throw 1 of 2,19,18
71,1,2:59.0,,Offensive rebound by Team,19,18
72,1,2:59.0,I. Shumpert enters the game for K. Love,,19,18
73,1,2:59.0,,J. Lin makes free throw 2 of 2,19,19
74,1,2:45.0,I. Shumpert misses 2-pt jump shot from 18 ft,,19,19
75,1,2:44.0,,Defensive rebound by C. Zeller,19,19
76,1,2:30.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 24 ft,19,19
77,1,2:29.0,,Offensive rebound by J. Lin,19,19
78,1,2:23.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft,19,19
79,1,2:22.0,,Offensive rebound by M. Kidd-Gilchrist,19,19
80,1,2:18.0,,J. Lamb misses 3-pt jump shot from 26 ft,19,19
81,1,2:17.0,,Offensive rebound by F. Kaminsky,19,19
82,1,2:17.0,,F. Kaminsky makes 2-pt layup from 1 ft,19,21
83,1,1:57.0,M. Williams makes 2-pt jump shot from 17 ft,,21,21
84,1,1:31.0,,J. Lin misses 2-pt jump shot from 20 ft,21,21
85,1,1:30.0,Defensive rebound by L. James,,21,21
86,1,1:23.0,L. James makes 2-pt layup at rim,,23,21
87,1,1:05.0,,J. Lin makes 2-pt jump shot from 19 ft,23,23
88,1,0:45.0,M. Williams misses 2-pt jump shot from 6 ft,,23,23
89,1,0:44.0,,Defensive rebound by C. Zeller,23,23
90,1,0:35.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,23,23
91,1,0:34.0,,Offensive rebound by F. Kaminsky,23,23
92,1,0:28.0,,J. Lin misses 3-pt jump shot from 24 ft,23,23
93,1,0:27.0,Defensive rebound by L. James,,23,23
94,1,0:08.0,I. Shumpert misses 2-pt jump shot from 15 ft,,23,23
95,1,0:07.0,,Defensive rebound by M. Kidd-Gilchrist,23,23
96,1,0:01.0,,Personal foul by M. Williams (drawn by C. Zeller),23,23
97,1,0:00.0,,J. Lamb misses 2-pt dunk at rim (block by J. Smith),23,23
98,1,0:00.0,,Offensive rebound by Team,23,23
99,2,11:37.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by B. Roberts),23,26
100,2,11:15.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,26,26
101,2,10:59.0,,Personal foul by I. Shumpert (drawn by F. Kaminsky),26,26
102,2,10:49.0,,F. Kaminsky makes 2-pt jump shot from 17 ft (assist by P. Hairston),26,28
103,2,10:25.0,T. Mozgov makes 2-pt jump shot from 14 ft (assist by M. Williams),,28,28
104,2,10:14.0,,B. Roberts makes 2-pt jump shot from 19 ft,28,30
105,2,9:57.0,Cleveland full timeout,,28,30
106,2,9:57.0,K. Love enters the game for T. Mozgov,,28,30
107,2,9:47.0,M. Williams makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,31,30
108,2,9:26.0,,Turnover by P. Hairston (bad pass; steal by I. Shumpert),31,30
109,2,9:10.0,M. Williams misses 2-pt jump shot from 18 ft,,31,30
110,2,9:08.0,,Defensive rebound by J. Lamb,31,30
111,2,8:55.0,,S. Hawes misses 3-pt jump shot from 24 ft,31,30
112,2,8:52.0,,Offensive rebound by J. Lamb,31,30
113,2,8:52.0,,J. Lamb makes 2-pt layup from 1 ft,31,32
114,2,8:42.0,Shooting foul by J. Lamb (drawn by I. Shumpert),,31,32
115,2,8:42.0,I. Shumpert misses free throw 1 of 2,,31,32
116,2,8:42.0,Offensive rebound by Team,,31,32
117,2,8:42.0,K. Irving enters the game for M. Williams,,31,32
118,2,8:42.0,I. Shumpert makes free throw 2 of 2,,32,32
119,2,8:27.0,,J. Lamb misses 2-pt jump shot from 17 ft,32,32
120,2,8:26.0,Defensive rebound by R. Jefferson,,32,32
121,2,8:18.0,K. Irving makes 2-pt layup from 1 ft,,34,32
122,2,8:02.0,,P. Hairston misses 3-pt jump shot from 27 ft,34,32
123,2,8:01.0,,Offensive rebound by B. Roberts,34,32
124,2,7:50.0,,J. Lamb makes 2-pt layup from 1 ft (assist by S. Hawes),34,34
125,2,7:28.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by R. Jefferson),,37,34
126,2,7:18.0,,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by B. Roberts),37,36
127,2,7:03.0,Personal foul by J. Lamb (drawn by I. Shumpert),,37,36
128,2,7:03.0,,N. Batum enters the game for J. Lamb,37,36
129,2,6:55.0,Shooting foul by B. Roberts (drawn by K. Irving),,37,36
130,2,6:55.0,K. Irving makes free throw 1 of 2,,38,36
131,2,6:55.0,K. Irving makes free throw 2 of 2,,39,36
132,2,6:47.0,,Personal foul by R. Jefferson (drawn by S. Hawes),39,36
133,2,6:47.0,,Inbound foul by K. Irving,39,36
134,2,6:47.0,,B. Roberts makes free throw 1 of 2,39,37
135,2,6:47.0,J. Smith enters the game for I. Shumpert,,39,37
136,2,6:47.0,L. James enters the game for R. Jefferson,,39,37
137,2,6:47.0,,B. Roberts makes free throw 2 of 2,39,38
138,2,6:29.0,Shooting foul by F. Kaminsky (drawn by K. Love),,39,38
139,2,6:29.0,K. Love makes free throw 1 of 2,,40,38
140,2,6:29.0,K. Love makes free throw 2 of 2,,41,38
141,2,6:15.0,,Personal foul by K. Love (drawn by S. Hawes),41,38
142,2,6:15.0,Violation by Team (delay of game),,41,38
143,2,6:05.0,,P. Hairston makes 3-pt jump shot from 25 ft (assist by N. Batum),41,41
144,2,6:00.0,L. James misses 2-pt layup at rim,,41,41
145,2,5:58.0,,Defensive rebound by N. Batum,41,41
146,2,5:54.0,,P. Hairston misses 3-pt jump shot from 25 ft,41,41
147,2,5:53.0,,Offensive rebound by F. Kaminsky,41,41
148,2,5:52.0,,F. Kaminsky makes 2-pt layup from 1 ft,41,43
149,2,5:33.0,J. Smith makes 2-pt jump shot from 9 ft,,43,43
150,2,5:09.0,,F. Kaminsky makes 2-pt jump shot from 6 ft (assist by S. Hawes),43,45
151,2,4:52.0,Official timeout,,43,45
152,2,4:52.0,,J. Lin enters the game for B. Roberts,43,45
153,2,4:52.0,,M. Kidd-Gilchrist enters the game for P. Hairston,43,45
154,2,4:45.0,K. Irving misses 2-pt layup from 1 ft (block by S. Hawes),,43,45
155,2,4:43.0,Offensive rebound by T. Thompson,,43,45
156,2,4:43.0,T. Thompson misses 2-pt layup from 1 ft,,43,45
157,2,4:41.0,,Defensive rebound by F. Kaminsky,43,45
158,2,4:29.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by J. Lin),43,47
159,2,4:10.0,L. James misses 2-pt jump shot from 17 ft,,43,47
160,2,4:09.0,Offensive rebound by T. Thompson,,43,47
161,2,4:09.0,T. Thompson makes 2-pt layup from 1 ft,,45,47
162,2,3:45.0,,N. Batum misses 3-pt jump shot from 25 ft,45,47
163,2,3:43.0,Defensive rebound by L. James,,45,47
164,2,3:19.0,J. Smith misses 2-pt jump shot from 19 ft,,45,47
165,2,3:18.0,,Defensive rebound by J. Lin,45,47
166,2,3:14.0,,Shooting foul by J. Smith (drawn by J. Lin),45,47
167,2,3:14.0,,J. Lin makes free throw 1 of 2,45,48
168,2,3:14.0,,C. Zeller enters the game for S. Hawes,45,48
169,2,3:14.0,,M. Williams enters the game for F. Kaminsky,45,48
170,2,3:14.0,,J. Lin misses free throw 2 of 2,45,48
171,2,3:12.0,Defensive rebound by J. Smith,,45,48
172,2,2:55.0,Shooting foul by C. Zeller (drawn by L. James),,45,48
173,2,2:55.0,,Charlotte full timeout,45,48
174,2,2:55.0,L. James misses free throw 1 of 2,,45,48
175,2,2:55.0,Offensive rebound by Team,,45,48
176,2,2:55.0,L. James makes free throw 2 of 2,,46,48
177,2,2:34.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 12 ft,46,48
178,2,2:33.0,Defensive rebound by J. Smith,,46,48
179,2,2:21.0,K. Irving makes 2-pt jump shot from 13 ft,,48,48
180,2,2:07.0,,C. Zeller misses 2-pt layup from 1 ft (block by L. James),48,48
181,2,2:05.0,Defensive rebound by L. James,,48,48
182,2,1:55.0,L. James makes 2-pt layup from 1 ft,,50,48
183,2,1:34.0,,J. Lin misses 2-pt jump shot from 17 ft,50,48
184,2,1:30.0,Defensive rebound by K. Love,,50,48
185,2,1:14.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,53,48
186,2,0:57.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,53,48
187,2,0:56.0,Defensive rebound by Team,,53,48
188,2,0:56.0,,S. Hawes enters the game for C. Zeller,53,48
189,2,0:33.0,L. James makes 2-pt jump shot from 13 ft (assist by K. Irving),,55,48
190,2,0:17.0,,Shooting foul by K. Irving (drawn by J. Lin),55,48
191,2,0:17.0,,J. Lin misses free throw 1 of 2,55,48
192,2,0:17.0,,Offensive rebound by Team,55,48
193,2,0:17.0,,J. Lin makes free throw 2 of 2,55,49
194,2,0:08.0,Cleveland full timeout,,55,49
195,2,0:00.0,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),,58,49
196,3,11:45.0,,N. Batum makes 2-pt jump shot from 22 ft,58,51
197,3,11:23.0,L. James misses 3-pt jump shot from 25 ft,,58,51
198,3,11:21.0,,Defensive rebound by M. Williams,58,51
199,3,11:10.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by C. Zeller),58,54
200,3,10:41.0,J. Smith misses 3-pt jump shot from 35 ft,,58,54
201,3,10:41.0,Offensive rebound by Team,,58,54
202,3,10:41.0,Turnover by Team (shot clock),,58,54
203,3,10:32.0,,Personal foul by J. Smith (drawn by N. Batum),58,54
204,3,10:26.0,,N. Batum misses 3-pt jump shot from 26 ft,58,54
205,3,10:25.0,Defensive rebound by K. Love,,58,54
206,3,10:16.0,L. James makes 2-pt jump shot from 8 ft,,60,54
207,3,9:52.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by J. Lin),60,57
208,3,9:37.0,K. Irving makes 3-pt jump shot from 26 ft,,63,57
209,3,9:19.0,,Shooting foul by J. Smith (drawn by M. Kidd-Gilchrist),63,57
210,3,9:19.0,,M. Kidd-Gilchrist makes free throw 1 of 2,63,58
211,3,9:19.0,,M. Kidd-Gilchrist misses free throw 2 of 2,63,58
212,3,9:17.0,Defensive rebound by K. Love,,63,58
213,3,9:05.0,K. Irving makes 2-pt layup from 2 ft,,65,58
214,3,8:49.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,65,58
215,3,8:48.0,Defensive rebound by K. Love,,65,58
216,3,8:39.0,K. Love misses 3-pt jump shot from 25 ft,,65,58
217,3,8:37.0,,Defensive rebound by M. Kidd-Gilchrist,65,58
218,3,8:31.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,65,60
219,3,8:07.0,J. Smith misses 2-pt jump shot from 19 ft,,65,60
220,3,8:06.0,,Defensive rebound by M. Williams,65,60
221,3,8:00.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,65,60
222,3,8:00.0,,Offensive rebound by C. Zeller,65,60
223,3,8:00.0,,C. Zeller makes 2-pt layup at rim,65,62
224,3,8:00.0,Cleveland full timeout,,65,62
225,3,7:44.0,L. James makes 2-pt jump shot from 14 ft,,67,62
226,3,7:26.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),67,65
227,3,7:00.0,Turnover by L. James (bad pass; steal by M. Williams),,67,65
228,3,6:54.0,,C. Zeller makes 2-pt dunk at rim (assist by J. Lin),67,67
229,3,6:36.0,K. Irving makes 2-pt layup from 1 ft,,69,67
230,3,6:14.0,,M. Williams misses 3-pt jump shot from 24 ft,69,67
231,3,6:13.0,Defensive rebound by K. Love,,69,67
232,3,6:08.0,Personal block foul by M. Kidd-Gilchrist (drawn by K. Irving),,69,67
233,3,5:56.0,L. James misses 2-pt jump shot from 13 ft,,69,67
234,3,5:54.0,,Defensive rebound by J. Lin,69,67
235,3,5:48.0,,J. Lin makes 2-pt layup from 1 ft (assist by N. Batum),69,69
236,3,5:48.0,,Shooting foul by T. Thompson (drawn by J. Lin),69,69
237,3,5:48.0,,J. Lin makes free throw 1 of 1,69,70
238,3,5:36.0,L. James misses 2-pt jump shot from 17 ft,,69,70
239,3,5:34.0,,Defensive rebound by N. Batum,69,70
240,3,5:29.0,,Turnover by N. Batum (bad pass; steal by K. Love),69,70
241,3,5:12.0,K. Irving misses 2-pt layup from 1 ft,,69,70
242,3,5:11.0,,Defensive rebound by C. Zeller,69,70
243,3,5:06.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim (assist by J. Lin),69,72
244,3,4:44.0,K. Love misses 2-pt jump shot from 9 ft,,69,72
245,3,4:44.0,Offensive rebound by Team,,69,72
246,3,4:44.0,,Loose ball foul by N. Batum (drawn by T. Thompson),69,72
247,3,4:44.0,A. Varejão enters the game for K. Love,,69,72
248,3,4:44.0,,J. Lamb enters the game for N. Batum,69,72
249,3,4:44.0,M. Williams enters the game for K. Irving,,69,72
250,3,4:37.0,L. James misses 3-pt jump shot from 24 ft,,69,72
251,3,4:36.0,,Defensive rebound by C. Zeller,69,72
252,3,4:28.0,,Turnover by J. Lin (bad pass),69,72
253,3,4:09.0,L. James misses 2-pt jump shot from 21 ft,,69,72
254,3,4:08.0,,Defensive rebound by J. Lamb,69,72
255,3,3:51.0,,J. Lin makes 3-pt jump shot from 27 ft (assist by C. Zeller),69,75
256,3,3:29.0,M. Williams misses 2-pt jump shot from 18 ft,,69,75
257,3,3:28.0,,Defensive rebound by M. Kidd-Gilchrist,69,75
258,3,3:13.0,,C. Zeller misses 2-pt jump shot from 3 ft,69,75
259,3,3:12.0,Defensive rebound by T. Thompson,,69,75
260,3,3:07.0,L. James makes 2-pt jump shot from 15 ft,,71,75
261,3,3:07.0,Shooting foul by C. Zeller (drawn by L. James),,71,75
262,3,3:07.0,I. Shumpert enters the game for T. Thompson,,71,75
263,3,3:07.0,,F. Kaminsky enters the game for M. Williams,71,75
264,3,3:07.0,L. James makes free throw 1 of 1,,72,75
265,3,3:00.0,,Shooting foul by M. Williams (drawn by J. Lin),72,75
266,3,3:00.0,,J. Lin makes free throw 1 of 2,72,76
267,3,3:00.0,,J. Lin makes free throw 2 of 2,72,77
268,3,2:43.0,L. James misses 2-pt jump shot from 14 ft (block by C. Zeller),,72,77
269,3,2:41.0,,Defensive rebound by J. Lin,72,77
270,3,2:33.0,,Turnover by J. Lin (lost ball; steal by L. James),72,77
271,3,2:13.0,M. Williams misses 3-pt jump shot from 23 ft,,72,77
272,3,2:12.0,,Defensive rebound by M. Kidd-Gilchrist,72,77
273,3,2:04.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,72,79
274,3,1:59.0,Cleveland full timeout,,72,79
275,3,1:59.0,,Charlotte full timeout,72,79
276,3,1:59.0,,S. Hawes enters the game for C. Zeller,72,79
277,3,1:40.0,M. Williams misses 2-pt jump shot from 11 ft,,72,79
278,3,1:39.0,Offensive rebound by Team,,72,79
279,3,1:35.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,75,79
280,3,1:19.0,,Turnover by S. Hawes (bad pass; steal by J. Smith),75,79
281,3,1:13.0,J. Smith misses 3-pt jump shot from 27 ft,,75,79
282,3,1:11.0,,Defensive rebound by Team,75,79
283,3,1:02.0,Violation by M. Williams (kicked ball),,75,79
284,3,0:54.0,,J. Lamb misses 2-pt jump shot from 15 ft,75,79
