,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ORLANDO_ACTION,NEW ORLEANS_SCORE,ORLANDO_SCORE
0,1,11:39.0,,C. Frye makes 3-pt jump shot from 23 ft (assist by T. Harris),0,3
1,1,11:21.0,Turnover by E. Gordon (lost ball; steal by C. Frye),,0,3
2,1,11:08.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by C. Frye),0,6
3,1,10:55.0,Def 3 sec tech foul by N. Vučević,,0,6
4,1,10:55.0,A. Davis misses technical free throw,,0,6
5,1,10:55.0,Offensive rebound by Team,,0,6
6,1,10:40.0,Ö. Aşık misses 2-pt layup from 2 ft,,0,6
7,1,10:39.0,Offensive rebound by T. Evans,,0,6
8,1,10:33.0,E. Gordon misses 3-pt jump shot from 23 ft,,0,6
9,1,10:33.0,,Defensive rebound by E. Payton,0,6
10,1,10:22.0,,E. Fournier makes 2-pt layup from 1 ft (assist by N. Vučević),0,8
11,1,10:22.0,,Shooting foul by A. Gee (drawn by E. Fournier),0,8
12,1,10:22.0,,E. Fournier makes free throw 1 of 1,0,9
13,1,10:16.0,New Orleans full timeout,,0,9
14,1,10:08.0,Turnover by A. Davis (bad pass; steal by C. Frye),,0,9
15,1,9:50.0,,T. Harris misses 2-pt jump shot from 10 ft,0,9
16,1,9:50.0,Defensive rebound by Ö. Aşık,,0,9
17,1,9:45.0,Offensive foul by Ö. Aşık (drawn by E. Payton),,0,9
18,1,9:45.0,Turnover by Ö. Aşık (offensive foul),,0,9
19,1,9:29.0,,N. Vučević misses 2-pt hook shot from 4 ft,0,9
20,1,9:28.0,Defensive rebound by A. Davis,,0,9
21,1,9:19.0,A. Davis makes 2-pt jump shot from 18 ft (assist by T. Evans),,2,9
22,1,8:54.0,,N. Vučević makes 2-pt hook shot from 3 ft,2,11
23,1,8:36.0,E. Gordon misses 3-pt jump shot from 25 ft,,2,11
24,1,8:36.0,,Defensive rebound by N. Vučević,2,11
25,1,8:27.0,,T. Harris misses 3-pt jump shot from 24 ft,2,11
26,1,8:27.0,Defensive rebound by A. Davis,,2,11
27,1,8:10.0,T. Evans misses 2-pt layup from 1 ft,,2,11
28,1,8:09.0,,Defensive rebound by E. Payton,2,11
29,1,8:06.0,Violation by E. Gordon (kicked ball),,2,11
30,1,7:53.0,,N. Vučević misses 2-pt jump shot from 17 ft,2,11
31,1,7:53.0,Defensive rebound by Ö. Aşık,,2,11
32,1,7:41.0,Shooting foul by N. Vučević (drawn by A. Davis),,2,11
33,1,7:41.0,A. Davis misses free throw 1 of 2,,2,11
34,1,7:41.0,Offensive rebound by Team,,2,11
35,1,7:41.0,A. Davis misses free throw 2 of 2,,2,11
36,1,7:39.0,Offensive rebound by A. Gee,,2,11
37,1,7:30.0,T. Evans makes 2-pt layup at rim,,4,11
38,1,7:10.0,,E. Payton makes 2-pt jump shot from 4 ft,4,13
39,1,7:00.0,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),,6,13
40,1,6:52.0,,Orlando full timeout,6,13
41,1,6:52.0,,V. Oladipo enters the game for E. Payton,6,13
42,1,6:36.0,,N. Vučević misses 2-pt jump shot from 20 ft (block by E. Gordon),6,13
43,1,6:36.0,,Offensive rebound by Team,6,13
44,1,6:31.0,,V. Oladipo misses 2-pt jump shot from 20 ft,6,13
45,1,6:30.0,Defensive rebound by A. Gee,,6,13
46,1,6:19.0,A. Davis makes 2-pt jump shot from 16 ft (assist by T. Evans),,8,13
47,1,5:55.0,,E. Fournier makes 2-pt jump shot from 18 ft,8,15
48,1,5:38.0,A. Davis misses 3-pt jump shot from 24 ft,,8,15
49,1,5:37.0,Offensive rebound by Ö. Aşık,,8,15
50,1,5:35.0,Ö. Aşık makes 2-pt dunk at rim,,10,15
51,1,5:13.0,,N. Vučević makes 2-pt jump shot from 13 ft (assist by C. Frye),10,17
52,1,4:58.0,T. Evans misses 2-pt layup at rim,,10,17
53,1,4:58.0,,Defensive rebound by E. Fournier,10,17
54,1,4:48.0,,V. Oladipo misses 3-pt jump shot from 24 ft,10,17
55,1,4:47.0,,Offensive rebound by T. Harris,10,17
56,1,4:47.0,,T. Harris makes 2-pt dunk at rim,10,19
57,1,4:31.0,T. Evans makes 2-pt layup at rim (assist by A. Davis),,12,19
58,1,4:12.0,,E. Fournier misses 2-pt layup at rim,12,19
59,1,4:11.0,Defensive rebound by Ö. Aşık,,12,19
60,1,4:06.0,A. Gee misses 2-pt layup from 1 ft (block by C. Frye),,12,19
61,1,4:06.0,Offensive rebound by Team,,12,19
62,1,4:06.0,J. Holiday enters the game for A. Gee,,12,19
63,1,4:06.0,,J. Smith enters the game for C. Frye,12,19
64,1,4:03.0,A. Davis makes 2-pt jump shot from 18 ft (assist by T. Evans),,14,19
65,1,3:53.0,,Turnover by V. Oladipo (lost ball),14,19
66,1,3:39.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,16,19
67,1,3:21.0,,N. Vučević misses 2-pt jump shot from 19 ft,16,19
68,1,3:20.0,Defensive rebound by A. Davis,,16,19
69,1,3:19.0,Personal foul by J. Smith (drawn by A. Davis),,16,19
70,1,3:19.0,R. Anderson enters the game for Ö. Aşık,,16,19
71,1,3:04.0,A. Davis misses 2-pt jump shot from 17 ft,,16,19
72,1,3:04.0,,Defensive rebound by T. Harris,16,19
73,1,2:54.0,Violation by J. Holiday (kicked ball),,16,19
74,1,2:54.0,,Orlando full timeout,16,19
75,1,2:38.0,,N. Vučević makes 2-pt layup from 1 ft,16,21
76,1,2:20.0,R. Anderson makes 2-pt jump shot from 19 ft,,18,21
77,1,1:56.0,,M. Hezonja enters the game for E. Fournier,18,21
78,1,1:56.0,N. Cole enters the game for T. Evans,,18,21
79,1,1:52.0,,N. Vučević misses 3-pt jump shot from 23 ft,18,21
80,1,1:52.0,Defensive rebound by R. Anderson,,18,21
81,1,1:43.0,J. Holiday makes 2-pt jump shot from 12 ft,,20,21
82,1,1:24.0,,N. Vučević makes 2-pt hook shot from 2 ft (assist by V. Oladipo),20,23
83,1,1:14.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by R. Anderson),,23,23
84,1,0:59.0,,Personal foul by A. Davis (drawn by N. Vučević),23,23
85,1,0:59.0,K. Perkins enters the game for A. Davis,,23,23
86,1,0:59.0,,A. Gordon enters the game for T. Harris,23,23
87,1,0:59.0,,A. Nicholson enters the game for N. Vučević,23,23
88,1,0:48.0,,A. Nicholson misses 2-pt jump shot from 16 ft,23,23
89,1,0:47.0,Defensive rebound by J. Holiday,,23,23
90,1,0:38.0,R. Anderson misses 3-pt jump shot from 24 ft,,23,23
91,1,0:38.0,,Defensive rebound by Team,23,23
92,1,0:21.0,,V. Oladipo makes 2-pt jump shot from 13 ft,23,25
93,1,0:01.0,Turnover by J. Holiday (bad pass; steal by J. Smith),,23,25
94,2,11:43.0,J. Holiday misses 2-pt jump shot from 19 ft,,23,25
95,2,11:41.0,Offensive rebound by K. Perkins,,23,25
96,2,11:27.0,K. Perkins makes 2-pt hook shot from 2 ft,,25,25
97,2,11:13.0,,V. Oladipo makes 2-pt jump shot from 18 ft,25,27
98,2,11:02.0,N. Cole misses 2-pt jump shot from 3 ft,,25,27
99,2,11:01.0,,Defensive rebound by A. Gordon,25,27
100,2,10:52.0,,M. Hezonja misses 2-pt jump shot from 20 ft,25,27
