,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DALLAS_ACTION,HOUSTON_SCORE,DALLAS_SCORE
0,1,11:40.0,Turnover by T. Jones (lost ball; steal by R. Felton),,0,0
1,1,11:30.0,,Personal foul by T. Jones (drawn by D. Nowitzki),0,0
2,1,11:23.0,,Turnover by D. Williams (bad pass),0,0
3,1,11:09.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by T. Jones),,3,0
4,1,10:44.0,,R. Felton misses 3-pt jump shot from 26 ft,3,0
5,1,10:43.0,,Offensive rebound by Z. Pachulia,3,0
6,1,10:43.0,,Z. Pachulia misses 2-pt layup from 1 ft,3,0
7,1,10:42.0,Defensive rebound by J. Harden,,3,0
8,1,10:31.0,T. Jones misses 2-pt jump shot from 9 ft,,3,0
9,1,10:30.0,Offensive rebound by C. Capela,,3,0
10,1,10:25.0,P. Beverley makes 3-pt jump shot from 24 ft,,6,0
11,1,10:04.0,,W. Matthews misses 3-pt jump shot from 24 ft,6,0
12,1,10:03.0,Defensive rebound by T. Jones,,6,0
13,1,9:55.0,Turnover by T. Ariza (lost ball; steal by R. Felton),,6,0
14,1,9:48.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by R. Felton),6,3
15,1,9:37.0,Turnover by P. Beverley (bad pass),,6,3
16,1,9:28.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,6,3
17,1,9:27.0,Defensive rebound by C. Capela,,6,3
18,1,9:15.0,Shooting foul by D. Williams (drawn by C. Capela),,6,3
19,1,9:15.0,C. Capela makes free throw 1 of 2,,7,3
20,1,9:15.0,C. Capela misses free throw 2 of 2,,7,3
21,1,9:15.0,,Defensive rebound by D. Nowitzki,7,3
22,1,9:03.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Williams),7,6
23,1,8:44.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),,10,6
24,1,8:20.0,,D. Williams misses 2-pt jump shot from 9 ft (block by C. Capela),10,6
25,1,8:18.0,Defensive rebound by P. Beverley,,10,6
26,1,8:10.0,T. Ariza misses 3-pt jump shot from 25 ft,,10,6
27,1,8:09.0,,Defensive rebound by D. Nowitzki,10,6
28,1,8:04.0,,Turnover by R. Felton (bad pass),10,6
29,1,7:52.0,J. Harden makes 2-pt layup from 1 ft,,12,6
30,1,7:36.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,12,6
31,1,7:33.0,,Offensive rebound by Z. Pachulia,12,6
32,1,7:33.0,,Z. Pachulia makes 2-pt layup from 2 ft,12,8
33,1,7:16.0,J. Harden misses 2-pt jump shot from 15 ft,,12,8
34,1,7:15.0,,Defensive rebound by Z. Pachulia,12,8
35,1,7:04.0,,W. Matthews misses 2-pt jump shot from 12 ft,12,8
36,1,7:03.0,,Offensive rebound by W. Matthews,12,8
37,1,6:52.0,,R. Felton misses 2-pt layup from 2 ft,12,8
38,1,6:52.0,Defensive rebound by Team,,12,8
39,1,6:42.0,J. Harden makes 3-pt jump shot from 24 ft,,15,8
40,1,6:39.0,,Dallas full timeout,15,8
41,1,6:39.0,,D. Powell enters the game for D. Nowitzki,15,8
42,1,6:39.0,,C. Parsons enters the game for R. Felton,15,8
43,1,6:39.0,M. Harrell enters the game for T. Jones,,15,8
44,1,6:25.0,,Z. Pachulia misses 2-pt layup at rim (block by J. Harden),15,8
45,1,6:23.0,,Offensive rebound by Team,15,8
46,1,6:18.0,,Z. Pachulia misses 2-pt layup from 2 ft,15,8
47,1,6:16.0,Defensive rebound by T. Ariza,,15,8
48,1,6:05.0,C. Capela misses 2-pt layup from 2 ft (block by D. Powell),,15,8
49,1,6:03.0,,Defensive rebound by D. Powell,15,8
50,1,6:00.0,,C. Parsons makes 3-pt jump shot from 23 ft (assist by D. Williams),15,11
51,1,5:37.0,M. Harrell misses 2-pt jump shot from 20 ft,,15,11
52,1,5:36.0,,Defensive rebound by W. Matthews,15,11
53,1,5:19.0,,C. Parsons makes 2-pt layup from 1 ft,15,13
54,1,5:05.0,Turnover by T. Ariza (kicked ball),,15,13
55,1,5:05.0,T. Lawson enters the game for P. Beverley,,15,13
56,1,4:48.0,,Turnover by Z. Pachulia (bad pass),15,13
57,1,4:32.0,J. Harden misses 3-pt jump shot from 23 ft,,15,13
58,1,4:32.0,,Defensive rebound by D. Powell,15,13
59,1,4:13.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Williams),15,15
60,1,4:13.0,,Shooting foul by M. Harrell (drawn by D. Powell),15,15
61,1,4:13.0,T. Jones enters the game for T. Ariza,,15,15
62,1,4:13.0,C. Brewer enters the game for C. Capela,,15,15
63,1,4:13.0,,D. Powell misses free throw 1 of 1,15,15
64,1,4:12.0,Defensive rebound by M. Harrell,,15,15
65,1,3:55.0,T. Lawson misses 3-pt jump shot from 24 ft,,15,15
66,1,3:54.0,,Defensive rebound by C. Parsons,15,15
67,1,3:50.0,,D. Powell makes 2-pt dunk at rim (assist by C. Parsons),15,17
68,1,3:38.0,C. Brewer misses 3-pt jump shot from 22 ft,,15,17
69,1,3:37.0,,Defensive rebound by W. Matthews,15,17
70,1,3:28.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by C. Parsons),15,20
71,1,3:28.0,Houston full timeout,,15,20
72,1,3:28.0,,C. Villanueva enters the game for D. Powell,15,20
73,1,3:28.0,J. Terry enters the game for J. Harden,,15,20
74,1,3:28.0,M. Harrell misses 2-pt layup from 1 ft,,15,20
75,1,3:27.0,Offensive rebound by M. Harrell,,15,20
76,1,3:26.0,M. Harrell misses 2-pt layup from 1 ft (block by C. Villanueva),,15,20
77,1,3:25.0,,Defensive rebound by C. Villanueva,15,20
78,1,3:18.0,,Turnover by D. Williams (bad pass; steal by M. Harrell),15,20
79,1,3:14.0,Turnover by C. Brewer (bad pass; steal by W. Matthews),,15,20
80,1,3:10.0,,D. Williams makes 2-pt layup from 1 ft (assist by W. Matthews),15,22
81,1,2:54.0,T. Jones misses 2-pt hook shot from 7 ft,,15,22
