,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHICAGO_ACTION,OKLAHOMA CITY_SCORE,CHICAGO_SCORE
0,1,11:44.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Durant),,2,0
1,1,11:23.0,,Turnover by N. Mirotić (bad pass; steal by R. Westbrook),2,0
2,1,11:20.0,R. Westbrook makes 2-pt dunk from 1 ft,,4,0
3,1,11:11.0,,D. Rose makes 2-pt layup from 1 ft,4,2
4,1,10:46.0,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,7,2
5,1,10:31.0,,J. Butler makes 2-pt layup from 2 ft,7,4
6,1,10:09.0,S. Ibaka makes 2-pt jump shot from 15 ft (assist by K. Durant),,9,4
7,1,9:56.0,,Personal foul by A. Roberson (drawn by J. Butler),9,4
8,1,9:45.0,,P. Gasol makes 2-pt jump shot from 9 ft,9,6
9,1,9:30.0,A. Roberson misses 3-pt jump shot from 23 ft,,9,6
10,1,9:29.0,,Defensive rebound by N. Mirotić,9,6
11,1,9:14.0,,N. Mirotić misses 2-pt jump shot from 15 ft,9,6
12,1,9:13.0,Defensive rebound by S. Ibaka,,9,6
13,1,9:00.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,11,6
14,1,8:45.0,,Personal foul by S. Adams (drawn by P. Gasol),11,6
15,1,8:39.0,,D. Rose misses 2-pt jump shot from 16 ft,11,6
16,1,8:38.0,Defensive rebound by K. Durant,,11,6
17,1,8:34.0,K. Durant misses 2-pt layup from 3 ft,,11,6
18,1,8:33.0,,Defensive rebound by P. Gasol,11,6
19,1,8:24.0,,D. McDermott misses 3-pt jump shot from 23 ft,11,6
20,1,8:23.0,Defensive rebound by S. Adams,,11,6
21,1,8:11.0,R. Westbrook makes 2-pt jump shot from 5 ft,,13,6
22,1,7:57.0,,J. Butler misses 2-pt jump shot from 15 ft (block by K. Durant),13,6
23,1,7:57.0,,Offensive rebound by Team,13,6
24,1,7:48.0,,P. Gasol misses 2-pt dunk at rim,13,6
25,1,7:46.0,,Offensive rebound by J. Butler,13,6
26,1,7:40.0,,J. Butler makes 2-pt jump shot from 18 ft,13,8
27,1,7:31.0,Personal foul by J. Butler (drawn by K. Durant),,13,8
28,1,7:31.0,D. Waiters enters the game for A. Roberson,,13,8
29,1,7:18.0,S. Ibaka makes 2-pt hook shot from 6 ft (assist by K. Durant),,15,8
30,1,7:04.0,,J. Butler misses 2-pt jump shot from 17 ft,15,8
31,1,7:03.0,Defensive rebound by K. Durant,,15,8
32,1,6:57.0,Turnover by K. Durant (discontinued dribble),,15,8
33,1,6:32.0,,D. Rose misses 3-pt jump shot from 25 ft,15,8
34,1,6:31.0,Defensive rebound by K. Durant,,15,8
35,1,6:16.0,D. Waiters makes 2-pt layup from 1 ft,,17,8
36,1,6:15.0,,Chicago full timeout,17,8
37,1,6:15.0,,T. Snell enters the game for D. McDermott,17,8
38,1,6:03.0,,P. Gasol misses 2-pt hook shot from 2 ft (block by S. Adams),17,8
39,1,6:01.0,,Offensive rebound by P. Gasol,17,8
40,1,6:01.0,,P. Gasol misses 2-pt layup from 2 ft,17,8
41,1,6:00.0,Defensive rebound by S. Ibaka,,17,8
42,1,5:51.0,R. Westbrook misses 2-pt jump shot from 15 ft,,17,8
43,1,5:49.0,,Defensive rebound by P. Gasol,17,8
44,1,5:37.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by D. Rose),17,10
45,1,5:17.0,K. Durant misses 2-pt jump shot from 11 ft,,17,10
46,1,5:16.0,,Defensive rebound by J. Butler,17,10
47,1,4:52.0,,J. Butler makes 3-pt jump shot from 23 ft (assist by P. Gasol),17,13
48,1,4:38.0,Personal foul by J. Butler (drawn by K. Durant),,17,13
49,1,4:38.0,,J. Noah enters the game for N. Mirotić,17,13
50,1,4:38.0,,E. Moore enters the game for J. Butler,17,13
