,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHOENIX_ACTION,LA LAKERS_SCORE,PHOENIX_SCORE
0,1,11:39.0,,P. Tucker misses 2-pt layup at rim,0,0
1,1,11:39.0,,Offensive rebound by A. Len,0,0
2,1,11:39.0,,Turnover by A. Len (bad pass),0,0
3,1,11:36.0,R. Hibbert misses 2-pt hook shot from 6 ft,,0,0
4,1,11:34.0,,Defensive rebound by D. Booker,0,0
5,1,11:01.0,,Personal foul by R. Hibbert,0,0
6,1,11:01.0,,Shooting foul by D. Russell (drawn by D. Booker),0,0
7,1,11:01.0,,D. Booker misses free throw 1 of 2,0,0
8,1,11:01.0,,Offensive rebound by Team,0,0
9,1,11:01.0,,D. Booker makes free throw 2 of 2,0,1
10,1,10:44.0,Turnover by J. Randle (lost ball; steal by J. Leuer),,0,1
11,1,10:31.0,,B. Knight misses 3-pt jump shot from 24 ft,0,1
12,1,10:31.0,Defensive rebound by J. Randle,,0,1
13,1,10:26.0,,Violation by Team (jump ball),0,1
14,1,10:26.0,D. Russell misses 3-pt jump shot from 24 ft,,0,1
15,1,10:26.0,,Defensive rebound by P. Tucker,0,1
16,1,10:07.0,,J. Leuer misses 2-pt jump shot from 12 ft,0,1
17,1,10:07.0,Defensive rebound by J. Randle,,0,1
18,1,9:54.0,Turnover by J. Randle (bad pass),,0,1
19,1,9:31.0,,A. Len misses 2-pt jump shot from 6 ft,0,1
20,1,9:30.0,,Offensive rebound by P. Tucker,0,1
21,1,9:30.0,,P. Tucker misses 2-pt layup from 2 ft,0,1
22,1,9:30.0,,Offensive rebound by P. Tucker,0,1
23,1,9:13.0,,A. Len misses 2-pt jump shot from 12 ft,0,1
24,1,9:13.0,Defensive rebound by J. Randle,,0,1
25,1,8:55.0,K. Bryant makes 2-pt jump shot from 18 ft,,2,1
26,1,8:45.0,,D. Booker makes 2-pt layup from 1 ft (assist by A. Len),2,3
27,1,8:33.0,D. Russell misses 3-pt jump shot from 24 ft,,2,3
28,1,8:33.0,Offensive rebound by R. Hibbert,,2,3
29,1,8:31.0,D. Russell misses 2-pt layup from 1 ft,,2,3
30,1,8:31.0,,Defensive rebound by J. Leuer,2,3
31,1,8:22.0,,B. Knight makes 2-pt layup from 2 ft,2,5
