,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
167,2,5:35.0,,Personal foul by F. Kaminsky (drawn by L. Aldridge),35,44
168,2,5:35.0,,L. Aldridge makes free throw 1 of 2,35,45
169,2,5:35.0,,L. Aldridge makes free throw 2 of 2,35,46
170,2,5:12.0,A. Jefferson makes 2-pt hook shot from 4 ft,,37,46
171,2,4:51.0,,Turnover by T. Parker (bad pass; steal by N. Batum),37,46
172,2,4:47.0,Shooting foul by D. Green (drawn by N. Batum),,37,46
173,2,4:47.0,N. Batum makes free throw 1 of 2,,38,46
174,2,4:47.0,P. Hairston enters the game for M. Williams,,38,46
175,2,4:47.0,C. Zeller enters the game for F. Kaminsky,,38,46
176,2,4:47.0,N. Batum makes free throw 2 of 2,,39,46
177,2,4:33.0,,D. Green misses 2-pt layup from 1 ft,39,46
178,2,4:32.0,Defensive rebound by A. Jefferson,,39,46
179,2,4:21.0,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),,42,46
180,2,4:04.0,,Offensive foul by T. Duncan (drawn by K. Walker),42,46
181,2,4:04.0,,Turnover by T. Duncan (offensive foul),42,46
182,2,3:54.0,Shooting foul by L. Aldridge (drawn by C. Zeller),,42,46
183,2,3:54.0,C. Zeller makes free throw 1 of 2,,43,46
184,2,3:54.0,,D. West enters the game for L. Aldridge,43,46
185,2,3:54.0,C. Zeller misses free throw 2 of 2,,43,46
186,2,3:54.0,,Defensive rebound by T. Duncan,43,46
187,2,3:34.0,,K. Leonard misses 2-pt jump shot from 7 ft,43,46
188,2,3:33.0,Defensive rebound by N. Batum,,43,46
189,2,3:23.0,A. Jefferson makes 2-pt jump shot from 17 ft (assist by C. Zeller),,45,46
190,2,3:04.0,,Shooting foul by P. Hairston (drawn by T. Duncan),45,46
191,2,3:04.0,,T. Duncan makes free throw 1 of 2,45,47
192,2,3:04.0,J. Lamb enters the game for P. Hairston,,45,47
193,2,3:04.0,,M. Ginóbili enters the game for D. Green,45,47
194,2,3:04.0,,T. Duncan makes free throw 2 of 2,45,48
195,2,2:49.0,Turnover by K. Walker (bad pass),,45,48
196,2,2:49.0,Charlotte full timeout,,45,48
197,2,2:34.0,,Shooting foul by A. Jefferson (drawn by T. Duncan),45,48
198,2,2:34.0,,T. Duncan misses free throw 1 of 2,45,48
199,2,2:34.0,,Offensive rebound by Team,45,48
200,2,2:34.0,,T. Duncan makes free throw 2 of 2,45,49
201,2,2:13.0,N. Batum misses 2-pt jump shot from 18 ft,,45,49
202,2,2:12.0,,Defensive rebound by T. Duncan,45,49
203,2,2:02.0,,T. Duncan makes 2-pt jump shot from 8 ft (assist by D. West),45,51
204,2,1:44.0,K. Walker makes 2-pt jump shot from 15 ft (assist by N. Batum),,47,51
205,2,1:29.0,,T. Parker misses 2-pt jump shot from 16 ft,47,51
206,2,1:28.0,Defensive rebound by J. Lamb,,47,51
207,2,1:07.0,J. Lamb misses 3-pt jump shot from 25 ft,,47,51
208,2,1:06.0,,Defensive rebound by D. West,47,51
209,2,0:48.0,,K. Leonard misses 2-pt jump shot from 20 ft,47,51
210,2,0:47.0,Defensive rebound by C. Zeller,,47,51
211,2,0:46.0,Turnover by C. Zeller (lost ball; steal by M. Ginóbili),,47,51
212,2,0:31.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,47,51
213,2,0:30.0,,Offensive rebound by Team,47,51
214,2,0:25.0,,M. Ginóbili misses 2-pt jump shot from 6 ft,47,51
215,2,0:24.0,Defensive rebound by J. Lamb,,47,51
216,2,0:01.0,K. Walker misses 2-pt jump shot from 17 ft,,47,51
217,2,0:01.0,,Defensive rebound by D. West,47,51
218,3,11:50.0,,K. Leonard misses 2-pt jump shot from 12 ft,47,51
219,3,11:49.0,Defensive rebound by K. Walker,,47,51
220,3,11:38.0,M. Williams makes 2-pt jump shot from 8 ft (assist by N. Batum),,49,51
221,3,11:27.0,,Offensive foul by L. Aldridge (drawn by K. Walker),49,51
222,3,11:27.0,,Turnover by L. Aldridge (offensive foul),49,51
223,3,11:27.0,,D. West enters the game for L. Aldridge,49,51
224,3,11:17.0,K. Walker makes 3-pt jump shot from 24 ft,,52,51
225,3,11:04.0,,Turnover by T. Parker (bad pass; steal by K. Walker),52,51
226,3,11:00.0,N. Batum makes 2-pt layup from 2 ft (assist by A. Jefferson),,54,51
227,3,11:00.0,,San Antonio full timeout,54,51
228,3,10:36.0,,T. Parker misses 2-pt jump shot from 10 ft,54,51
229,3,10:35.0,,Offensive rebound by T. Duncan,54,51
230,3,10:35.0,,T. Duncan makes 2-pt layup from 1 ft,54,53
231,3,10:12.0,P. Hairston misses 3-pt jump shot from 24 ft,,54,53
232,3,10:10.0,,Defensive rebound by T. Duncan,54,53
233,3,9:45.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by D. Green),54,56
234,3,9:33.0,Shooting foul by K. Leonard (drawn by N. Batum),,54,56
235,3,9:33.0,N. Batum makes free throw 1 of 3,,55,56
236,3,9:33.0,N. Batum makes free throw 2 of 3,,56,56
237,3,9:33.0,N. Batum makes free throw 3 of 3,,57,56
238,3,9:21.0,,Shooting foul by A. Jefferson (drawn by D. Green),57,56
239,3,9:21.0,,D. Green makes free throw 1 of 2,57,57
240,3,9:21.0,,D. Green makes free throw 2 of 2,57,58
241,3,9:07.0,A. Jefferson misses 2-pt jump shot from 13 ft,,57,58
242,3,9:06.0,,Defensive rebound by D. West,57,58
243,3,8:56.0,,K. Leonard misses 2-pt layup from 1 ft,57,58
244,3,8:55.0,Defensive rebound by N. Batum,,57,58
245,3,8:49.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,60,58
246,3,8:38.0,,K. Leonard makes 2-pt layup from 1 ft (assist by D. West),60,60
247,3,8:38.0,,Shooting foul by N. Batum (drawn by K. Leonard),60,60
248,3,8:38.0,,K. Leonard misses free throw 1 of 1,60,60
249,3,8:37.0,Defensive rebound by M. Williams,,60,60
250,3,8:25.0,A. Jefferson makes 2-pt jump shot from 14 ft (assist by N. Batum),,62,60
251,3,8:08.0,,Turnover by T. Parker (lost ball; steal by K. Walker),62,60
252,3,8:04.0,P. Hairston makes 2-pt layup at rim,,64,60
253,3,7:48.0,,D. Green makes 2-pt jump shot from 21 ft (assist by T. Parker),64,62
254,3,7:32.0,M. Williams makes 2-pt jump shot from 21 ft (assist by K. Walker),,66,62
255,3,7:12.0,,Personal foul by A. Jefferson (drawn by T. Duncan),66,62
256,3,7:12.0,,P. Mills enters the game for T. Parker,66,62
257,3,7:00.0,,D. Green makes 3-pt jump shot from 24 ft (assist by T. Duncan),66,65
258,3,6:45.0,K. Walker makes 3-pt jump shot from 25 ft,,69,65
259,3,6:29.0,,D. Green misses 2-pt jump shot from 16 ft,69,65
260,3,6:28.0,Defensive rebound by A. Jefferson,,69,65
261,3,6:17.0,Turnover by N. Batum (bad pass; steal by D. Green),,69,65
262,3,6:10.0,,P. Mills misses 3-pt jump shot from 23 ft,69,65
263,3,6:08.0,Defensive rebound by Team,,69,65
264,3,5:57.0,K. Walker makes 2-pt jump shot from 21 ft,,71,65
265,3,5:39.0,C. Zeller enters the game for M. Williams,,71,65
266,3,5:39.0,J. Lin enters the game for P. Hairston,,71,65
267,3,5:32.0,,T. Duncan makes 2-pt jump shot from 16 ft,71,67
268,3,5:20.0,C. Zeller misses 2-pt jump shot from 19 ft,,71,67
269,3,5:19.0,,Defensive rebound by T. Duncan,71,67
270,3,5:07.0,,K. Leonard makes 2-pt jump shot from 17 ft (assist by P. Mills),71,69
271,3,4:42.0,J. Lin misses 2-pt jump shot from 21 ft,,71,69
272,3,4:41.0,,Defensive rebound by D. West,71,69
273,3,4:21.0,,T. Duncan makes 2-pt jump shot from 8 ft,71,71
274,3,4:21.0,Charlotte full timeout,,71,71
275,3,4:21.0,,B. Diaw enters the game for D. West,71,71
276,3,4:21.0,,M. Ginóbili enters the game for D. Green,71,71
277,3,4:11.0,A. Jefferson makes 2-pt jump shot from 8 ft (assist by K. Walker),,73,71
278,3,3:50.0,,K. Leonard makes 2-pt jump shot from 20 ft,73,73
279,3,3:50.0,,Shooting foul by N. Batum (drawn by K. Leonard),73,73
280,3,3:50.0,,K. Leonard makes free throw 1 of 1,73,74
281,3,3:35.0,A. Jefferson misses 2-pt jump shot from 10 ft,,73,74
282,3,3:34.0,,Defensive rebound by K. Leonard,73,74
283,3,3:09.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by P. Mills),73,77
284,3,2:44.0,J. Lin misses 3-pt jump shot from 26 ft,,73,77
285,3,2:43.0,,Defensive rebound by T. Duncan,73,77
286,3,2:32.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by K. Leonard),73,80
287,3,2:23.0,Charlotte full timeout,,73,80
288,3,2:23.0,,D. Green enters the game for K. Leonard,73,80
289,3,2:23.0,S. Hawes enters the game for A. Jefferson,,73,80
290,3,2:23.0,J. Lamb enters the game for K. Walker,,73,80
291,3,2:23.0,,D. West enters the game for T. Duncan,73,80
292,3,2:11.0,N. Batum misses 3-pt jump shot from 24 ft,,73,80
293,3,2:10.0,,Defensive rebound by D. West,73,80
294,3,1:57.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by B. Diaw),73,83
295,3,1:50.0,Personal foul by P. Mills (drawn by J. Lin),,73,83
296,3,1:42.0,N. Batum misses 2-pt jump shot from 5 ft,,73,83
297,3,1:41.0,Offensive rebound by J. Lamb,,73,83
298,3,1:36.0,Turnover by N. Batum (bad pass; steal by D. Green),,73,83
299,3,1:26.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),73,86
300,3,1:25.0,Charlotte full timeout,,73,86
301,3,1:11.0,S. Hawes misses 2-pt jump shot from 4 ft,,73,86
302,3,1:11.0,,Defensive rebound by M. Ginóbili,73,86
303,3,1:04.0,,D. West makes 2-pt dunk at rim (assist by M. Ginóbili),73,88
304,3,0:56.0,Technical foul by Team,,73,88
305,3,0:56.0,,D. Green makes technical free throw,73,89
306,3,0:51.0,Shooting foul by D. West (drawn by J. Lin),,73,89
307,3,0:51.0,J. Lin misses free throw 1 of 2,,73,89
308,3,0:51.0,Offensive rebound by Team,,73,89
309,3,0:51.0,J. Lin makes free throw 2 of 2,,74,89
310,3,0:31.0,,D. West makes 2-pt jump shot from 18 ft (assist by B. Diaw),74,91
311,3,0:21.0,Turnover by J. Lin (lost ball; steal by P. Mills),,74,91
312,3,0:17.0,,P. Mills makes 2-pt layup from 1 ft (assist by D. West),74,93
313,3,0:05.0,J. Lamb makes 2-pt layup from 2 ft,,76,93
314,3,0:00.0,,D. West misses 3-pt jump shot from 24 ft,76,93
315,3,0:00.0,,Offensive rebound by Team,76,93
316,4,11:45.0,Shooting foul by P. Mills (drawn by J. Lin),,76,93
317,4,11:45.0,J. Lin makes free throw 1 of 2,,77,93
318,4,11:45.0,J. Lin misses free throw 2 of 2,,77,93
319,4,11:45.0,,Defensive rebound by B. Diaw,77,93
320,4,11:30.0,,D. West misses 2-pt jump shot from 16 ft,77,93
321,4,11:29.0,,Offensive rebound by B. Diaw,77,93
322,4,11:22.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,77,93
323,4,11:22.0,,Offensive rebound by D. Green,77,93
324,4,11:08.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),77,96
325,4,11:00.0,Personal foul by D. West (drawn by J. Lin),,77,96
326,4,10:52.0,J. Lamb misses 2-pt jump shot from 19 ft (block by D. Green),,77,96
327,4,10:51.0,,Defensive rebound by P. Mills,77,96
328,4,10:37.0,,P. Mills misses 3-pt jump shot from 24 ft,77,96
329,4,10:36.0,Defensive rebound by J. Lin,,77,96
330,4,10:27.0,J. Lamb misses 3-pt jump shot from 27 ft,,77,96
331,4,10:27.0,,Defensive rebound by M. Ginóbili,77,96
332,4,10:16.0,,D. Green misses 2-pt jump shot from 8 ft,77,96
333,4,10:15.0,Defensive rebound by M. Williams,,77,96
334,4,10:14.0,Personal block foul by M. Ginóbili (drawn by J. Lin),,77,96
335,4,10:06.0,Turnover by S. Hawes (bad pass),,77,96
336,4,9:40.0,,B. Diaw misses 2-pt hook shot from 6 ft,77,96
337,4,9:39.0,Defensive rebound by C. Zeller,,77,96
338,4,9:28.0,M. Williams makes 2-pt jump shot from 8 ft (assist by J. Lin),,79,96
339,4,9:28.0,,San Antonio full timeout,79,96
340,4,9:28.0,,K. Anderson enters the game for M. Ginóbili,79,96
341,4,9:28.0,,L. Aldridge enters the game for D. West,79,96
342,4,9:28.0,,K. Leonard enters the game for D. Green,79,96
343,4,9:07.0,,K. Leonard makes 2-pt layup at rim (assist by L. Aldridge),79,98
344,4,8:49.0,Turnover by J. Lamb (bad pass; steal by P. Mills),,79,98
345,4,8:27.0,,L. Aldridge misses 2-pt jump shot from 18 ft,79,98
346,4,8:26.0,Defensive rebound by M. Williams,,79,98
347,4,8:14.0,C. Zeller misses 2-pt layup from 2 ft (block by B. Diaw),,79,98
348,4,8:12.0,,Defensive rebound by L. Aldridge,79,98
349,4,8:02.0,,P. Mills makes 3-pt jump shot from 24 ft,79,101
350,4,7:49.0,Personal foul by K. Leonard (drawn by J. Lin),,79,101
351,4,7:49.0,A. Jefferson enters the game for J. Lin,,79,101
352,4,7:49.0,K. Walker enters the game for S. Hawes,,79,101
353,4,7:49.0,,T. Parker enters the game for P. Mills,79,101
354,4,7:34.0,K. Walker misses 2-pt jump shot from 18 ft,,79,101
355,4,7:33.0,,Defensive rebound by L. Aldridge,79,101
356,4,7:08.0,,L. Aldridge misses 2-pt jump shot from 10 ft,79,101
357,4,7:07.0,Defensive rebound by A. Jefferson,,79,101
358,4,6:51.0,J. Lamb makes 2-pt layup from 2 ft,,81,101
359,4,6:34.0,,Personal foul by C. Zeller (drawn by L. Aldridge),81,101
360,4,6:34.0,N. Batum enters the game for M. Williams,,81,101
361,4,6:18.0,,K. Leonard misses 3-pt jump shot from 26 ft,81,101
362,4,6:18.0,,Offensive rebound by Team,81,101
363,4,6:18.0,,Turnover by Team (shot clock),81,101
364,4,6:18.0,,R. Butler enters the game for B. Diaw,81,101
365,4,6:12.0,Personal foul by T. Parker (drawn by K. Walker),,81,101
366,4,6:12.0,K. Walker misses free throw 1 of 2,,81,101
367,4,6:12.0,Offensive rebound by Team,,81,101
368,4,6:12.0,M. Williams enters the game for C. Zeller,,81,101
369,4,6:12.0,K. Walker makes free throw 2 of 2,,82,101
370,4,5:58.0,,Shooting foul by J. Lamb (drawn by K. Anderson),82,101
371,4,5:58.0,Official timeout,,82,101
372,4,5:58.0,,K. Anderson misses free throw 1 of 2,82,101
373,4,5:58.0,,Offensive rebound by Team,82,101
374,4,5:58.0,,K. Anderson misses free throw 2 of 2,82,101
375,4,5:57.0,Defensive rebound by A. Jefferson,,82,101
376,4,5:44.0,J. Lamb misses 3-pt jump shot from 25 ft,,82,101
377,4,5:43.0,,Defensive rebound by K. Anderson,82,101
378,4,5:31.0,,K. Leonard makes 2-pt jump shot from 14 ft (assist by K. Anderson),82,103
379,4,5:15.0,A. Jefferson misses 2-pt jump shot from 11 ft,,82,103
380,4,5:14.0,,Defensive rebound by T. Parker,82,103
381,4,5:03.0,,K. Leonard makes 2-pt jump shot from 13 ft (assist by T. Parker),82,105
382,4,4:48.0,K. Walker makes 2-pt jump shot from 19 ft,,84,105
383,4,4:29.0,,K. Anderson misses 2-pt jump shot from 13 ft,84,105
384,4,4:29.0,Defensive rebound by N. Batum,,84,105
385,4,4:05.0,M. Williams misses 2-pt jump shot from 23 ft (block by K. Anderson),,84,105
386,4,4:03.0,Offensive rebound by J. Lamb,,84,105
387,4,4:03.0,J. Lamb misses 2-pt layup from 1 ft,,84,105
